datetime;total_votes;ruweb;shamanka;aeroplanchik;quick_justice;Hexadecachoron;navalny;Terkin;BlackIrony;Ucsus;Archie_RU
2020-04-01 13:05:59;198;68;36;34;9;16;3;6;7;4;0
2020-04-01 13:06:59;198;68;36;34;9;16;3;6;7;4;0
2020-04-01 13:07:59;200;69;37;34;9;16;3;6;7;4;0
2020-04-01 13:08:58;201;69;37;35;9;16;3;6;7;4;0
2020-04-01 13:09:59;201;69;37;35;9;16;3;6;7;4;0
2020-04-01 13:10:59;201;69;37;35;9;16;3;6;7;4;0
2020-04-01 13:11:59;201;69;38;35;8;16;3;6;7;4;0
2020-04-01 13:12:58;201;69;38;35;8;16;3;6;7;4;0
2020-04-01 13:13:59;202;70;38;35;8;16;3;6;7;4;0
2020-04-01 13:14:59;203;70;39;35;8;16;3;6;7;4;0
2020-04-01 13:15:58;204;71;39;35;8;16;3;6;7;4;0
2020-04-01 13:16:59;204;71;39;35;8;16;3;6;7;4;0
2020-04-01 13:17:59;205;71;39;35;8;17;3;6;7;4;0
2020-04-01 13:18:59;205;71;39;35;8;17;3;6;7;4;0
2020-04-01 13:19:58;205;71;39;35;8;17;3;6;7;4;0
2020-04-01 13:20:59;205;71;39;35;8;17;3;6;7;4;0
2020-04-01 13:21:59;205;71;39;35;8;17;3;6;7;4;0
2020-04-01 13:22:59;205;70;39;36;8;17;3;6;7;4;0
2020-04-01 13:23:58;205;70;39;36;8;17;3;6;7;4;0
2020-04-01 13:24:59;205;70;39;36;8;17;3;6;7;4;0
2020-04-01 13:25:59;205;70;39;36;8;17;3;6;7;4;0
2020-04-01 13:26:59;205;70;39;36;8;17;3;6;7;4;0
2020-04-01 13:27:58;205;70;39;36;8;17;3;6;7;4;0
2020-04-01 13:28:59;205;70;39;36;8;17;3;6;7;4;0
2020-04-01 13:29:59;206;70;39;37;8;17;3;6;7;4;0
2020-04-01 13:30:58;206;70;39;37;8;17;3;6;7;4;0
2020-04-01 13:31:59;206;70;39;37;8;17;3;6;7;4;0
2020-04-01 13:32:59;207;70;40;37;8;17;3;6;7;4;0
2020-04-01 13:33:59;207;70;40;37;8;17;3;6;7;4;0
2020-04-01 13:34:58;207;70;40;37;8;17;3;6;7;4;0
2020-04-01 13:35:59;207;70;40;37;8;17;3;6;7;4;0
2020-04-01 13:36:59;206;70;40;36;8;17;3;6;7;4;0
2020-04-01 13:37:59;207;70;41;36;8;17;3;6;7;4;0
2020-04-01 13:38:58;207;70;41;36;8;17;3;6;7;4;0
2020-04-01 13:39:59;208;71;41;36;8;17;3;6;7;4;0
2020-04-01 13:40:59;209;72;41;36;8;17;3;6;7;4;0
2020-04-01 13:41:58;209;72;41;36;8;17;3;6;7;4;0
2020-04-01 13:42:59;209;72;41;36;8;17;3;6;7;4;0
2020-04-01 13:43:59;210;72;41;37;8;17;3;6;7;4;0
2020-04-01 13:44:59;211;73;41;37;8;17;3;6;7;4;0
2020-04-01 13:45:58;211;73;41;37;8;17;3;6;7;4;0
2020-04-01 13:46:59;212;74;41;37;8;17;3;6;7;4;0
2020-04-01 13:47:59;212;74;41;37;8;17;3;6;7;4;0
2020-04-01 13:49:00;212;74;41;37;8;17;3;6;7;4;0
2020-04-01 13:49:58;212;74;41;37;8;17;3;6;7;4;0
2020-04-01 13:50:59;213;75;41;37;8;17;3;6;7;4;0
2020-04-01 13:51:58;213;75;41;37;8;17;3;6;7;4;0
2020-04-01 13:52:59;214;76;41;37;8;17;3;6;7;4;0
2020-04-01 13:53:59;214;76;41;37;8;17;3;6;7;4;0
2020-04-01 13:54:59;214;76;41;37;8;17;3;6;7;4;0
2020-04-01 13:55:58;214;76;41;37;8;17;3;6;7;4;0
2020-04-01 13:56:59;214;76;41;37;8;17;3;6;7;4;0
2020-04-01 13:57:59;216;76;42;37;9;17;3;6;7;4;0
2020-04-01 13:58:58;216;76;42;37;9;17;3;6;7;4;0
2020-04-01 13:59:59;216;76;42;37;9;17;3;6;7;4;0
2020-04-01 14:00:59;217;76;42;38;9;17;3;6;7;4;0
2020-04-01 14:01:58;217;76;42;38;9;17;3;6;7;4;0
2020-04-01 14:02:59;219;77;43;38;9;17;3;6;7;4;0
2020-04-01 14:03:59;220;77;44;38;9;17;3;6;7;4;0
2020-04-01 14:04:58;220;77;44;38;9;17;3;6;7;4;0
2020-04-01 14:05:59;220;77;44;38;9;17;3;6;7;4;0
2020-04-01 14:06:59;220;76;45;38;9;17;3;6;7;4;0
2020-04-01 14:07:58;220;76;45;38;9;17;3;6;7;4;0
2020-04-01 14:08:59;221;76;46;38;9;17;3;6;7;4;0
2020-04-01 14:09:59;222;77;46;38;9;17;3;6;7;4;0
2020-04-01 14:10:59;222;77;46;38;9;17;3;6;7;4;0
2020-04-01 14:11:58;222;77;46;38;9;17;3;6;7;4;0
2020-04-01 14:12:59;221;77;45;38;9;17;3;6;7;4;0
2020-04-01 14:13:59;221;77;45;38;9;17;3;6;7;4;0
2020-04-01 14:14:58;221;77;45;38;9;17;3;6;7;4;0
2020-04-01 14:15:59;221;77;45;38;9;17;3;6;7;4;0
2020-04-01 14:16:59;222;77;45;38;10;17;3;6;7;4;0
2020-04-01 14:17:59;223;77;46;38;10;17;3;6;7;4;0
2020-04-01 14:18:58;224;77;46;39;10;17;3;6;7;4;0
2020-04-01 14:19:59;224;76;46;40;10;17;3;6;7;4;0
2020-04-01 14:20:59;225;76;47;40;10;17;3;6;7;4;0
2020-04-01 14:21:58;225;76;47;40;10;17;3;6;7;4;0
2020-04-01 14:22:59;225;76;47;40;10;17;3;6;7;4;0
2020-04-01 14:23:59;225;76;47;40;10;17;3;6;7;4;0
2020-04-01 14:24:58;225;77;46;40;10;17;3;6;7;4;0
2020-04-01 14:25:59;225;77;46;40;10;17;3;6;7;4;0
2020-04-01 14:26:59;226;78;46;40;10;17;3;6;7;4;0
2020-04-01 14:27:59;227;78;46;40;10;17;3;7;7;4;0
2020-04-01 14:28:58;227;78;46;40;10;17;3;7;7;4;0
2020-04-01 14:29:59;227;78;46;40;10;17;3;7;7;4;0
2020-04-01 14:30:59;227;78;46;40;10;17;3;7;7;4;0
2020-04-01 14:31:58;227;78;46;40;10;17;3;7;7;4;0
2020-04-01 14:32:59;227;78;46;40;10;17;3;7;7;4;0
2020-04-01 14:33:59;229;79;47;40;10;17;3;7;7;4;0
2020-04-01 14:34:59;229;79;47;40;10;17;3;7;7;4;0
2020-04-01 14:35:58;229;79;47;40;10;17;3;7;7;4;0
2020-04-01 14:36:59;229;79;47;40;10;17;3;7;7;4;0
2020-04-01 14:37:59;230;79;48;40;10;17;3;7;7;4;0
2020-04-01 14:38:58;231;79;48;41;10;17;3;7;7;4;0
2020-04-01 14:39:59;231;79;48;41;10;17;3;7;7;4;0
2020-04-01 14:40:59;232;79;48;42;10;17;3;7;7;4;0
2020-04-01 14:41:59;232;79;48;42;10;17;3;7;7;4;0
2020-04-01 14:42:58;234;79;48;43;10;17;4;7;7;4;0
2020-04-01 14:43:59;234;79;48;43;10;17;4;7;7;4;0
2020-04-01 14:44:59;234;79;48;43;10;17;4;7;7;4;0
2020-04-01 14:45:58;236;80;48;43;10;17;4;7;7;5;0
2020-04-01 14:46:59;237;81;48;43;10;17;4;7;7;5;0
2020-04-01 14:47:59;237;81;48;43;10;17;4;7;7;5;0
2020-04-01 14:49:00;237;81;48;43;10;17;4;7;7;5;0
2020-04-01 14:49:58;237;81;48;43;10;17;4;7;7;5;0
2020-04-01 14:50:59;237;81;48;43;10;17;4;7;7;5;0
2020-04-01 14:51:59;239;83;48;43;10;17;4;7;7;5;0
2020-04-01 14:52:58;240;84;48;43;10;17;4;7;7;5;0
2020-04-01 14:53:59;240;84;48;43;10;17;4;7;7;5;0
2020-04-01 14:54:59;240;84;48;43;10;17;4;7;7;5;0
2020-04-01 14:55:58;240;84;48;43;10;17;4;7;7;5;0
2020-04-01 14:56:59;241;85;48;43;10;17;4;7;7;5;0
2020-04-01 14:57:59;241;85;48;43;10;17;4;7;7;5;0
2020-04-01 14:58:58;241;85;48;43;10;17;4;7;7;5;0
2020-04-01 14:59:59;242;85;48;44;10;17;4;7;7;5;0
2020-04-01 15:00:59;242;85;48;44;10;17;4;7;7;5;0
2020-04-01 15:01:58;242;85;48;44;10;17;4;7;7;5;0
2020-04-01 15:02:59;242;85;48;44;10;17;4;7;7;5;0
2020-04-01 15:03:59;242;85;48;44;10;17;4;7;7;5;0
2020-04-01 15:04:59;243;85;49;44;10;17;4;7;7;5;0
2020-04-01 15:05:58;244;85;50;45;10;17;4;7;7;4;0
2020-04-01 15:06:59;246;85;52;45;10;17;4;7;7;4;0
2020-04-01 15:07:59;246;85;52;45;10;17;4;7;7;4;0
2020-04-01 15:08:58;246;85;52;45;10;17;4;7;7;4;0
2020-04-01 15:09:59;247;85;53;45;10;17;4;7;7;4;0
2020-04-01 15:10:59;247;85;53;45;10;17;4;7;7;4;0
2020-04-01 15:11:59;247;85;53;45;10;17;4;7;7;4;0
2020-04-01 15:12:58;247;85;53;45;10;17;4;7;7;4;0
2020-04-01 15:13:59;247;85;53;45;10;17;4;7;7;4;0
2020-04-01 15:14:59;247;85;53;45;10;17;4;7;7;4;0
2020-04-01 15:15:58;249;85;54;45;10;17;5;7;7;4;0
2020-04-01 15:16:59;249;85;54;45;10;17;5;7;7;4;0
2020-04-01 15:17:59;249;85;54;45;10;17;5;7;7;4;0
2020-04-01 15:18:58;249;85;54;45;10;17;5;7;7;4;0
2020-04-01 15:19:59;249;85;54;45;10;17;5;7;7;4;0
2020-04-01 15:20:59;249;85;54;45;10;17;5;7;7;4;0
2020-04-01 15:21:58;249;85;54;45;10;17;5;7;7;4;0
2020-04-01 15:22:59;249;85;54;45;10;17;5;7;7;4;0
2020-04-01 15:23:59;249;85;54;45;10;17;5;7;7;4;0
2020-04-01 15:24:58;249;85;54;45;10;17;5;7;7;4;0
2020-04-01 15:25:59;249;85;54;45;10;17;5;7;7;4;0
2020-04-01 15:26:59;249;85;54;45;10;17;5;7;7;4;0
2020-04-01 15:27:59;248;84;54;45;10;17;5;7;7;4;0
2020-04-01 15:28:58;248;84;54;45;10;17;5;7;7;4;0
2020-04-01 15:29:59;248;84;54;45;10;17;5;7;7;4;0
2020-04-01 15:30:59;250;85;55;45;10;17;5;7;7;4;0
2020-04-01 15:31:59;251;85;56;45;10;17;5;7;7;4;0
2020-04-01 15:32:58;253;85;58;45;10;17;5;7;7;4;0
2020-04-01 15:33:59;253;85;58;45;10;17;5;7;7;4;0
2020-04-01 15:34:59;253;85;58;45;10;17;5;7;7;4;0
2020-04-01 15:35:58;253;85;58;45;10;17;5;7;7;4;0
2020-04-01 15:36:59;254;85;58;45;10;17;6;7;7;4;0
2020-04-01 15:37:59;254;85;58;45;10;17;6;7;7;4;0
2020-04-01 15:38:58;254;85;58;45;10;17;6;7;7;4;0
2020-04-01 15:39:59;254;85;58;45;10;17;6;7;7;4;0
2020-04-01 15:40:59;254;86;58;45;10;16;6;7;7;4;0
2020-04-01 15:41:58;254;85;58;46;10;16;6;7;7;4;0
2020-04-01 15:42:59;254;85;58;46;10;16;6;7;7;4;0
2020-04-01 15:43:59;254;85;58;46;10;16;6;7;7;4;0
2020-04-01 15:44:58;254;85;58;46;10;16;6;7;7;4;0
2020-04-01 15:45:59;254;85;58;46;10;16;6;7;7;4;0
2020-04-01 15:46:59;255;85;59;46;10;16;6;7;7;4;0
2020-04-01 15:47:59;256;86;59;46;10;16;6;7;7;4;0
2020-04-01 15:48:58;256;86;59;46;10;16;6;7;7;4;0
2020-04-01 15:49:59;256;86;59;46;10;16;6;7;7;4;0
2020-04-01 15:50:59;257;87;59;46;10;16;6;7;7;4;0
2020-04-01 15:51:58;257;87;59;46;10;16;6;7;7;4;0
2020-04-01 15:52:59;257;87;59;46;10;16;6;7;7;4;0
2020-04-01 15:53:59;257;87;59;46;10;16;6;7;7;4;0
2020-04-01 15:54:59;257;87;59;46;10;16;6;7;7;4;0
2020-04-01 15:55:58;258;87;59;47;10;16;6;7;7;4;0
2020-04-01 15:56:59;258;87;59;47;10;16;6;7;7;4;0
2020-04-01 15:57:59;258;87;59;47;10;16;6;7;7;4;0
2020-04-01 15:58:59;258;87;59;47;10;16;6;7;7;4;0
2020-04-01 15:59:58;258;87;59;47;10;16;6;7;7;4;0
2020-04-01 16:00:59;260;88;60;47;10;16;6;7;7;4;0
2020-04-01 16:01:59;261;88;61;47;10;16;6;7;7;4;0
2020-04-01 16:02:58;262;88;61;48;10;16;6;7;7;4;0
2020-04-01 16:03:59;262;88;61;48;10;16;6;7;7;4;0
2020-04-01 16:04:59;262;88;61;48;10;16;6;7;7;4;0
2020-04-01 16:05:59;262;88;61;48;10;16;6;7;7;4;0
2020-04-01 16:06:58;262;88;61;48;10;16;6;7;7;4;0
2020-04-01 16:07:59;262;88;61;48;10;16;6;7;7;4;0
2020-04-01 16:08:59;262;88;61;48;10;16;6;7;7;4;0
2020-04-01 16:09:59;262;88;61;48;10;16;6;7;7;4;0
2020-04-01 16:10:58;263;88;62;48;10;16;6;7;7;4;0
2020-04-01 16:11:59;263;88;62;48;10;16;6;7;7;4;0
2020-04-01 16:12:59;263;88;62;48;10;16;6;7;7;4;0
2020-04-01 16:13:58;263;88;62;48;10;16;6;7;7;4;0
2020-04-01 16:14:59;265;88;63;48;11;16;6;7;7;4;0
2020-04-01 16:15:59;266;88;63;48;11;16;7;7;7;4;0
2020-04-01 16:16:59;267;88;64;48;11;16;7;7;7;4;0
2020-04-01 16:17:58;267;88;64;48;11;16;7;7;7;4;0
2020-04-01 16:18:59;267;88;64;48;11;16;7;7;7;4;0
2020-04-01 16:20:00;268;89;64;48;11;16;7;7;7;4;0
2020-04-01 16:20:58;268;89;64;48;11;16;7;7;7;4;0
2020-04-01 16:21:59;269;89;64;49;11;16;7;7;7;4;0
2020-04-01 16:22:59;269;89;64;49;11;16;7;7;7;4;0
2020-04-01 16:23:58;269;89;64;49;11;16;7;7;7;4;0
2020-04-01 16:24:59;269;89;64;49;11;16;7;7;7;4;0
2020-04-01 16:25:59;271;91;64;49;11;16;7;7;7;4;0
2020-04-01 16:26:59;271;91;64;49;11;16;7;7;7;4;0
2020-04-01 16:27:58;271;91;64;49;11;16;7;7;7;4;0
2020-04-01 16:28:59;271;91;64;49;11;16;7;7;7;4;0
2020-04-01 16:29:59;271;91;64;49;11;16;7;7;7;4;0
2020-04-01 16:30:59;271;91;64;49;11;16;7;7;7;4;0
2020-04-01 16:31:58;271;91;64;49;11;16;7;7;7;4;0
2020-04-01 16:32:59;271;91;64;49;11;16;7;7;7;4;0
2020-04-01 16:33:59;271;91;64;49;11;16;7;7;7;4;0
2020-04-01 16:34:58;271;91;64;49;11;16;7;7;7;4;0
2020-04-01 16:35:59;272;91;65;49;11;16;7;7;7;4;0
2020-04-01 16:36:59;272;91;65;49;11;16;7;7;7;4;0
2020-04-01 16:37:58;272;91;65;49;11;16;7;7;7;4;0
2020-04-01 16:38:59;272;91;65;49;11;16;7;7;7;4;0
2020-04-01 16:39:59;273;91;65;49;11;16;7;7;7;4;0
2020-04-01 16:40:59;273;91;65;49;11;16;7;7;7;4;0
2020-04-01 16:41:58;273;91;65;49;11;16;7;7;7;4;0
2020-04-01 16:42:59;273;91;65;49;11;16;7;7;7;4;0
2020-04-01 16:43:59;273;91;65;49;11;16;7;7;7;4;0
2020-04-01 16:44:58;273;91;65;49;11;16;7;7;7;4;0
2020-04-01 16:45:59;273;91;65;49;11;16;7;7;7;4;0
2020-04-01 16:46:59;273;91;65;49;11;16;7;7;7;4;0
2020-04-01 16:47:58;274;92;65;49;11;16;7;7;7;4;0
2020-04-01 16:48:59;275;92;65;49;12;16;7;7;7;4;0
2020-04-01 16:49:59;275;92;65;49;12;16;7;7;7;4;0
2020-04-01 16:50:58;275;92;65;49;12;16;7;7;7;4;0
2020-04-01 16:51:59;275;92;65;49;12;16;7;7;7;4;0
2020-04-01 16:52:59;275;92;65;49;12;16;7;7;7;4;0
2020-04-01 16:53:58;275;92;65;49;12;16;7;7;7;4;0
2020-04-01 16:54:59;276;92;65;50;12;16;7;7;7;4;0
2020-04-01 16:55:59;276;92;65;50;12;16;7;7;7;4;0
2020-04-01 16:56:58;277;92;65;50;12;16;7;8;7;4;0
2020-04-01 16:57:59;277;92;65;50;12;16;7;8;7;4;0
2020-04-01 16:58:59;279;92;66;51;12;16;7;8;7;4;0
2020-04-01 16:59:59;279;92;66;51;12;16;7;8;7;4;0
2020-04-01 17:00:58;279;92;66;51;12;16;7;8;7;4;0
2020-04-01 17:01:59;280;93;66;51;12;16;7;8;7;4;0
2020-04-01 17:02:59;280;93;66;51;12;16;7;8;7;4;0
2020-04-01 17:04:00;280;93;66;51;12;16;7;8;7;4;0
2020-04-01 17:04:58;280;93;66;51;12;16;7;8;7;4;0
2020-04-01 17:05:59;280;93;66;51;12;16;7;8;7;4;0
2020-04-01 17:06:59;281;93;66;51;12;16;8;8;7;4;0
2020-04-01 17:07:58;283;95;66;51;12;16;8;8;7;4;0
2020-04-01 17:08:59;284;95;67;51;12;16;8;8;7;4;0
2020-04-01 17:09:59;284;95;67;51;12;16;8;8;7;4;0
2020-04-01 17:10:58;284;95;67;51;12;16;8;8;7;4;0
2020-04-01 17:11:59;284;95;67;51;12;16;8;8;7;4;0
2020-04-01 17:12:59;284;95;67;51;12;16;8;8;7;4;0
2020-04-01 17:13:58;286;95;67;53;12;16;8;8;7;4;0
2020-04-01 17:14:59;288;96;68;52;12;16;8;9;7;4;0
2020-04-01 17:15:59;288;96;68;52;12;16;8;9;7;4;0
2020-04-01 17:16:59;288;96;68;52;12;16;8;9;7;4;0
2020-04-01 17:17:58;288;96;68;52;12;16;8;9;7;4;0
2020-04-01 17:18:59;288;96;68;52;12;16;8;9;7;4;0
2020-04-01 17:19:59;290;96;68;54;13;15;8;9;7;4;0
2020-04-01 17:20:58;291;96;69;54;13;15;8;9;7;4;0
2020-04-01 17:21:59;293;97;70;54;13;15;8;9;7;4;0
2020-04-01 17:22:59;294;97;70;55;13;15;8;9;7;4;0
2020-04-01 17:23:58;294;97;70;55;13;15;8;9;7;4;0
2020-04-01 17:24:59;294;97;70;55;13;15;8;9;7;4;0
2020-04-01 17:25:59;295;97;71;55;13;15;8;9;7;4;0
2020-04-01 17:26:59;295;97;71;55;13;15;8;9;7;4;0
2020-04-01 17:27:58;297;97;72;56;13;15;8;9;7;4;0
2020-04-01 17:28:59;297;97;72;56;13;15;8;9;7;4;0
2020-04-01 17:29:59;299;97;72;56;14;15;8;10;7;4;0
2020-04-01 17:30:58;299;97;72;56;14;15;8;10;7;4;0
2020-04-01 17:31:59;299;97;72;56;14;15;8;10;7;4;0
2020-04-01 17:32:59;299;97;72;56;14;15;8;10;7;4;0
2020-04-01 17:33:58;299;96;73;56;14;15;8;10;7;4;0
2020-04-01 17:34:59;299;96;73;56;14;15;8;10;7;4;0
2020-04-01 17:35:59;300;96;73;57;14;15;8;10;7;4;0
2020-04-01 17:36:59;301;96;74;57;14;15;8;10;7;4;0
2020-04-01 17:37:58;303;96;75;57;14;16;8;10;7;4;0
2020-04-01 17:38:59;303;96;75;57;14;16;8;10;7;4;0
2020-04-01 17:40:00;303;96;75;57;14;16;8;10;7;4;0
2020-04-01 17:40:58;304;96;75;58;14;16;8;10;7;4;0
2020-04-01 17:41:59;304;96;75;58;14;16;8;10;7;4;0
2020-04-01 17:42:59;304;96;75;58;14;16;8;10;7;4;0
2020-04-01 17:43:59;304;96;75;58;14;16;8;10;7;4;0
2020-04-01 17:44:58;304;96;75;58;14;16;8;10;7;4;0
2020-04-01 17:45:59;304;96;75;58;14;16;8;10;7;4;0
2020-04-01 17:46:59;304;96;75;58;14;16;8;10;7;4;0
2020-04-01 17:47:58;305;97;75;58;14;16;8;10;7;4;0
2020-04-01 17:48:59;305;97;75;58;14;16;8;10;7;4;0
2020-04-01 17:49:59;305;97;75;58;14;16;8;10;7;4;0
2020-04-01 17:50:59;305;97;75;58;14;16;8;10;7;4;0
2020-04-01 17:51:58;305;97;75;58;14;16;8;10;7;4;0
2020-04-01 17:52:59;306;97;76;58;14;16;8;10;7;4;0
2020-04-01 17:53:59;307;98;75;59;14;16;8;10;7;4;0
2020-04-01 17:54:58;307;98;75;59;14;16;8;10;7;4;0
2020-04-01 17:55:59;308;98;75;59;15;16;8;10;7;4;0
2020-04-01 17:56:59;308;99;75;59;15;15;8;10;7;4;0
2020-04-01 17:57:59;308;99;75;59;15;15;8;10;7;4;0
2020-04-01 17:58:58;309;99;75;59;15;15;9;10;7;4;0
2020-04-01 17:59:59;309;99;75;59;15;15;9;10;7;4;0
2020-04-01 18:00:59;309;99;75;59;15;15;9;10;7;4;0
2020-04-01 18:01:58;309;99;75;59;15;15;9;10;7;4;0
2020-04-01 18:02:59;309;99;75;59;15;15;9;10;7;4;0
2020-04-01 18:03:59;309;99;75;59;15;15;9;10;7;4;0
2020-04-01 18:04:58;309;99;75;59;15;15;9;10;7;4;0
2020-04-01 18:05:59;309;99;75;59;15;15;9;10;7;4;0
2020-04-01 18:06:59;309;99;75;59;15;15;9;10;7;4;0
2020-04-01 18:07:59;309;99;75;59;15;15;9;10;7;4;0
2020-04-01 18:08:58;309;99;75;59;15;15;9;10;7;4;0
2020-04-01 18:09:59;309;99;75;59;15;15;9;10;7;4;0
2020-04-01 18:10:59;310;99;75;60;15;15;9;10;7;4;0
2020-04-01 18:11:58;310;99;75;60;15;15;9;10;7;4;0
2020-04-01 18:12:59;311;99;75;61;15;15;9;10;7;4;0
2020-04-01 18:13:59;311;99;75;61;15;15;9;10;7;4;0
2020-04-01 18:14:59;311;99;75;61;15;15;9;10;7;4;0
2020-04-01 18:15:58;311;99;75;61;15;15;9;10;7;4;0
2020-04-01 18:16:59;311;99;75;61;15;15;9;10;7;4;0
2020-04-01 18:17:59;313;99;76;61;15;15;9;11;7;4;0
2020-04-01 18:18:59;313;99;76;61;15;15;9;11;7;4;0
2020-04-01 18:19:58;313;99;76;61;15;15;9;11;7;4;0
2020-04-01 18:20:59;315;99;77;62;15;15;9;11;7;4;0
2020-04-01 18:21:59;315;99;77;62;15;15;9;11;7;4;0
2020-04-01 18:22:59;315;99;77;62;15;15;9;11;7;4;0
2020-04-01 18:23:59;315;99;77;62;15;15;9;11;7;4;0
2020-04-01 18:24:58;316;99;77;62;15;15;9;11;7;4;0
2020-04-01 18:25:59;316;99;77;62;15;15;9;11;7;4;0
2020-04-01 18:26:59;317;99;78;62;15;15;9;11;7;4;0
2020-04-01 18:27:58;317;99;78;62;15;15;9;11;7;4;0
2020-04-01 18:28:59;317;99;78;62;15;15;9;11;7;4;0
2020-04-01 18:29:59;317;99;78;62;15;15;9;11;7;4;0
2020-04-01 18:30:59;317;99;78;62;15;15;9;11;7;4;0
2020-04-01 18:31:58;318;99;78;63;15;15;9;11;7;4;0
2020-04-01 18:32:59;318;99;78;63;15;15;9;11;7;4;0
2020-04-01 18:33:59;318;99;78;63;15;15;9;11;7;4;0
2020-04-01 18:34:58;318;99;78;63;15;15;9;11;7;4;0
2020-04-01 18:35:59;318;99;78;63;15;15;9;11;7;4;0
2020-04-01 18:36:59;318;99;78;63;15;15;9;11;7;4;0
2020-04-01 18:37:59;318;99;78;63;15;15;9;11;7;4;0
2020-04-01 18:38:58;318;99;78;63;15;15;9;11;7;4;0
2020-04-01 18:39:59;318;99;78;63;15;15;9;11;7;4;0
2020-04-01 18:40:59;319;99;79;63;15;15;9;11;7;4;0
2020-04-01 18:41:58;320;99;80;63;15;15;9;11;7;4;0
2020-04-01 18:42:59;320;99;80;63;15;15;9;11;7;4;0
2020-04-01 18:43:59;320;99;80;63;15;15;9;11;7;4;0
2020-04-01 18:44:59;320;99;80;63;15;15;9;11;7;4;0
2020-04-01 18:45:58;320;99;80;63;15;15;9;11;7;4;0
2020-04-01 18:46:59;320;99;80;63;15;15;9;11;7;4;0
2020-04-01 18:47:59;320;99;80;63;15;15;9;11;7;4;0
2020-04-01 18:48:58;320;99;80;63;15;15;9;11;7;4;0
2020-04-01 18:49:59;321;99;80;64;15;15;9;11;7;4;0
2020-04-01 18:50:59;321;99;80;64;15;15;9;11;7;4;0
2020-04-01 18:51:59;321;99;80;64;15;15;9;11;7;4;0
2020-04-01 18:52:58;321;99;80;64;15;15;9;11;7;4;0
2020-04-01 18:53:59;321;99;80;64;15;15;10;10;7;4;0
2020-04-01 18:55:00;321;99;80;64;15;15;10;10;7;4;0
2020-04-01 18:55:58;321;99;80;64;15;15;10;10;7;4;0
2020-04-01 18:56:59;321;99;80;64;15;15;10;10;7;4;0
2020-04-01 18:57:59;321;99;80;64;15;15;10;10;7;4;0
2020-04-01 18:58:59;321;99;80;64;15;15;10;10;7;4;0
2020-04-01 18:59:58;322;99;80;64;15;15;10;10;7;4;0
2020-04-01 19:00:59;322;99;80;64;15;15;10;10;7;4;0
2020-04-01 19:01:59;322;99;80;64;15;15;10;10;7;4;0
2020-04-01 19:02:58;322;99;80;64;15;15;10;10;7;4;0
2020-04-01 19:03:59;322;99;80;64;15;15;10;10;7;4;0
2020-04-01 19:04:59;322;99;80;64;15;15;10;10;7;4;0
2020-04-01 19:05:59;322;99;80;64;15;15;10;10;7;4;0
2020-04-01 19:06:58;322;99;80;64;15;15;10;10;7;4;0
2020-04-01 19:07:59;322;99;80;64;15;15;10;10;7;4;0
2020-04-01 19:08:59;322;99;80;64;15;15;10;10;7;4;0
2020-04-01 19:09:58;322;99;80;64;15;15;10;10;7;4;0
2020-04-01 19:10:59;322;99;80;64;15;15;10;10;7;4;0
2020-04-01 19:11:58;322;99;80;64;15;15;10;10;7;4;0
2020-04-01 19:12:59;322;99;80;64;15;15;10;10;7;4;0
2020-04-01 19:13:59;323;99;80;65;15;15;10;10;7;4;0
2020-04-01 19:14:59;323;99;80;65;15;15;10;10;7;4;0
2020-04-01 19:15:58;323;99;80;65;15;15;10;10;7;4;0
2020-04-01 19:16:59;323;99;80;65;15;15;10;10;7;4;0
2020-04-01 19:17:59;323;99;80;65;15;15;10;10;7;4;0
2020-04-01 19:18:58;323;99;80;65;15;15;10;10;7;4;0
2020-04-01 19:19:59;323;99;80;65;15;15;10;10;7;4;0
2020-04-01 19:20:59;323;99;80;65;15;15;10;10;7;4;0
2020-04-01 19:21:59;323;99;80;65;15;15;10;10;7;4;0
2020-04-01 19:22:58;323;99;80;65;15;15;10;10;7;4;0
2020-04-01 19:23:59;323;99;80;65;15;15;10;10;7;4;0
2020-04-01 19:24:59;323;99;80;65;15;15;10;10;7;4;0
2020-04-01 19:25:59;323;99;80;65;15;15;10;10;7;4;0
2020-04-01 19:26:58;323;99;80;65;15;15;10;10;7;4;0
2020-04-01 19:27:59;323;99;80;65;15;15;10;10;7;4;0
2020-04-01 19:28:59;324;99;80;65;15;15;11;10;7;4;0
2020-04-01 19:29:59;324;99;80;65;15;15;11;10;7;4;0
2020-04-01 19:30:58;324;99;80;65;15;15;11;10;7;4;0
2020-04-01 19:31:59;326;101;80;65;15;15;11;10;7;4;0
2020-04-01 19:32:59;327;101;80;65;15;15;12;10;7;4;0
2020-04-01 19:33:58;327;101;80;65;15;15;12;10;7;4;0
2020-04-01 19:34:59;328;102;80;65;15;15;12;10;7;4;0
2020-04-01 19:35:59;329;102;81;65;15;15;12;10;7;4;0
2020-04-01 19:36:59;330;102;81;66;15;15;12;10;7;4;0
2020-04-01 19:37:58;330;102;81;66;15;15;12;10;7;4;0
2020-04-01 19:38:59;330;102;81;66;15;15;12;10;7;4;0
2020-04-01 19:39:59;331;102;81;66;15;15;12;10;7;4;0
2020-04-01 19:40:58;331;102;81;66;15;15;12;10;7;4;0
2020-04-01 19:41:59;331;102;81;66;15;15;12;10;7;4;0
