datetime;total_votes;Fill;kross;navalny;Hexadecachoron;KOCTOPE3;Der_Sturmer;Jey;ksolotl;Shady;Есения
2020-08-05 06:30:58;46;4;9;9;3;2;4;0;2;1;0
2020-08-05 06:31:59;46;4;9;9;3;2;4;0;2;1;0
2020-08-05 06:32:58;46;4;9;9;3;2;4;0;2;1;0
2020-08-05 06:33:59;46;4;9;9;3;2;4;0;2;1;0
2020-08-05 06:34:59;46;4;9;9;3;2;4;0;2;1;0
2020-08-05 06:35:58;46;4;9;9;3;2;4;0;2;1;0
2020-08-05 06:36:59;47;4;9;10;3;2;4;0;2;1;0
2020-08-05 06:37:58;47;4;9;10;3;2;4;0;2;1;0
2020-08-05 06:39:00;48;4;10;10;3;2;4;0;2;1;0
2020-08-05 06:39:58;48;4;10;10;3;2;4;0;2;1;0
2020-08-05 06:40:59;48;4;10;10;3;2;4;0;2;1;0
2020-08-05 06:41:59;48;4;10;10;3;2;4;0;2;1;0
2020-08-05 06:42:58;48;4;10;10;3;2;4;0;2;1;0
2020-08-05 06:43:59;48;4;10;10;3;2;4;0;2;1;0
2020-08-05 06:44:58;48;4;10;10;3;2;4;0;2;1;0
2020-08-05 06:45:59;48;4;10;10;3;2;4;0;2;1;0
2020-08-05 06:46:59;48;4;10;10;3;2;4;0;2;1;0
2020-08-05 06:47:58;48;4;10;10;3;2;4;0;2;1;0
2020-08-05 06:48:59;48;4;10;10;3;2;4;0;2;1;0
2020-08-05 06:49:58;48;4;10;10;3;2;4;0;2;1;0
2020-08-05 06:50:59;48;4;10;10;3;2;4;0;2;1;0
2020-08-05 06:51:59;48;4;10;10;3;2;4;0;2;1;0
2020-08-05 06:52:58;48;4;10;10;3;2;4;0;2;1;0
2020-08-05 06:53:59;49;4;10;10;3;2;4;0;2;0;0
2020-08-05 06:54:59;50;4;11;10;3;2;4;0;2;0;0
2020-08-05 06:55:58;50;4;11;10;3;2;4;0;2;0;0
2020-08-05 06:56:59;50;4;11;10;3;2;4;0;2;0;0
2020-08-05 06:57:58;50;4;11;10;3;2;4;0;2;0;0
2020-08-05 06:58:59;51;5;11;10;3;2;4;0;2;0;0
2020-08-05 06:59:59;51;5;11;10;3;2;4;0;2;0;0
2020-08-05 07:00:58;51;5;11;10;3;2;4;0;2;0;0
2020-08-05 07:01:59;51;5;11;10;3;2;4;0;2;0;0
2020-08-05 07:02:58;51;5;11;10;3;2;4;0;2;0;0
2020-08-05 07:03:59;51;5;11;10;3;2;4;0;2;0;0
2020-08-05 07:04:59;51;5;11;10;3;2;4;0;2;0;0
2020-08-05 07:05:58;51;5;11;10;3;2;4;0;2;0;0
2020-08-05 07:06:59;51;5;11;10;3;2;4;0;2;0;0
2020-08-05 07:07:59;51;5;11;10;3;2;4;0;2;0;0
2020-08-05 07:08:58;51;5;11;10;3;2;4;0;2;0;0
2020-08-05 07:09:59;51;5;11;10;3;2;4;0;2;0;0
2020-08-05 07:10:58;52;5;11;10;3;2;5;0;2;0;0
2020-08-05 07:11:59;53;5;12;10;3;2;5;0;2;0;0
2020-08-05 07:12:58;53;5;12;10;3;2;5;0;2;0;0
2020-08-05 07:14:00;53;5;12;10;3;2;5;0;2;0;0
2020-08-05 07:14:58;53;5;12;10;3;2;5;0;2;0;0
2020-08-05 07:15:59;54;5;13;10;3;2;5;0;2;0;0
2020-08-05 07:16:58;54;5;13;10;3;2;5;0;2;0;0
2020-08-05 07:17:59;55;5;13;10;4;2;5;0;2;0;0
2020-08-05 07:18:58;56;5;14;10;4;2;5;0;2;0;0
2020-08-05 07:19:59;56;5;14;10;4;2;5;0;2;0;0
2020-08-05 07:20:58;56;5;14;10;4;2;5;0;2;0;0
2020-08-05 07:21:59;56;5;14;10;4;2;5;0;2;0;0
2020-08-05 07:22:58;56;5;14;10;4;2;5;0;2;0;0
2020-08-05 07:23:59;56;5;14;10;4;2;5;0;2;0;0
2020-08-05 07:24:59;56;5;14;10;4;2;5;0;2;0;0
2020-08-05 07:25:58;56;5;14;10;4;2;5;0;2;0;0
2020-08-05 07:27:00;56;5;14;10;4;2;5;0;2;0;0
2020-08-05 07:27:58;56;5;14;10;4;2;5;0;2;0;0
2020-08-05 07:28:59;58;7;14;10;4;2;5;0;2;0;0
2020-08-05 07:29:58;60;9;14;10;4;2;5;0;2;0;0
2020-08-05 07:30:59;60;9;14;10;4;2;5;0;2;0;0
2020-08-05 07:31:58;60;9;14;10;4;2;5;0;2;0;0
2020-08-05 07:32:59;60;9;14;10;4;2;5;0;2;0;0
2020-08-05 07:33:58;60;9;14;10;4;2;5;0;2;0;0
2020-08-05 07:34:59;60;9;14;10;4;2;5;0;2;0;0
2020-08-05 07:35:59;60;9;14;10;4;2;5;0;2;0;0
2020-08-05 07:36:58;60;9;14;10;4;2;5;0;2;0;0
2020-08-05 07:37:59;60;9;14;10;4;2;5;0;2;0;0
2020-08-05 07:38:59;60;9;14;10;4;2;5;0;2;0;0
2020-08-05 07:39:58;60;9;14;10;4;2;5;0;2;0;0
2020-08-05 07:40:59;60;9;14;10;4;2;5;0;2;0;0
2020-08-05 07:41:58;60;9;14;10;4;2;5;0;2;0;0
2020-08-05 07:42:59;60;9;14;10;4;2;5;0;2;0;0
2020-08-05 07:43:58;60;9;14;10;4;2;5;0;2;0;0
2020-08-05 07:45:00;60;9;14;10;4;2;5;0;2;0;0
2020-08-05 07:45:58;60;9;14;10;4;2;5;0;2;0;0
2020-08-05 07:46:59;60;9;14;10;4;2;5;0;2;0;0
2020-08-05 07:47:59;61;9;14;10;4;2;5;0;2;0;0
2020-08-05 07:48:58;62;9;14;10;4;2;5;2;2;0;0
2020-08-05 07:49:59;62;9;14;10;4;2;5;2;2;0;0
2020-08-05 07:50:58;62;9;14;10;4;2;5;2;2;0;0
2020-08-05 07:51:59;62;9;14;10;4;2;5;2;2;0;0
2020-08-05 07:52:59;62;9;14;10;4;2;5;2;2;0;0
2020-08-05 07:53:58;63;9;14;10;4;2;5;2;0;2;0
2020-08-05 07:54:59;63;9;14;10;4;2;5;2;0;2;0
2020-08-05 07:55:58;63;9;14;10;4;2;5;2;0;2;0
2020-08-05 07:56:59;63;9;14;10;4;2;5;2;0;2;0
2020-08-05 07:57:59;64;9;15;10;4;2;5;2;0;2;0
2020-08-05 07:58:58;64;9;15;10;4;2;5;2;0;2;0
2020-08-05 07:59:59;64;9;15;10;4;2;5;2;0;2;0
2020-08-05 08:00:58;65;9;16;10;4;2;5;2;0;2;0
2020-08-05 08:01:59;65;9;16;10;4;2;5;2;0;2;0
2020-08-05 08:02:59;65;9;16;10;4;2;5;2;0;2;0
2020-08-05 08:03:58;65;9;16;10;4;2;5;2;0;2;0
2020-08-05 08:05:00;65;9;16;10;4;2;5;2;0;2;0
2020-08-05 08:05:58;65;9;16;10;4;2;5;2;0;2;0
2020-08-05 08:06:59;65;9;16;10;4;2;5;2;0;2;0
2020-08-05 08:07:59;65;9;16;10;4;2;5;2;0;2;0
2020-08-05 08:08:58;65;9;16;10;4;2;5;2;0;2;0
2020-08-05 08:09:59;65;9;16;10;4;2;5;2;0;2;0
2020-08-05 08:10:59;65;9;16;10;4;2;5;2;0;2;0
2020-08-05 08:11:58;65;9;16;10;4;2;5;2;0;2;0
2020-08-05 08:12:59;65;9;16;10;4;2;5;2;0;2;0
2020-08-05 08:13:58;65;9;16;10;4;2;5;2;0;2;0
2020-08-05 08:14:59;66;9;17;10;4;2;5;2;0;2;0
2020-08-05 08:15:59;66;9;17;10;4;2;5;2;0;2;0
2020-08-05 08:16:58;66;9;17;10;4;2;5;2;0;2;0
2020-08-05 08:17:59;66;9;17;10;4;2;5;2;0;2;0
2020-08-05 08:18:59;66;9;17;10;4;2;5;2;0;2;0
2020-08-05 08:19:58;66;9;17;10;4;2;5;2;0;2;0
2020-08-05 08:20:59;67;9;17;10;5;2;5;2;2;2;0
2020-08-05 08:21:58;67;9;17;10;5;2;5;2;2;2;0
2020-08-05 08:22:59;67;9;17;10;5;2;5;2;2;2;0
2020-08-05 08:23:59;67;9;17;10;5;2;5;2;2;2;0
2020-08-05 08:24:58;67;9;17;10;5;2;5;2;2;2;0
2020-08-05 08:25:59;67;9;17;10;5;2;5;2;2;2;0
2020-08-05 08:26:58;67;9;17;10;5;2;5;2;2;2;0
2020-08-05 08:27:59;67;9;17;10;5;2;5;2;2;2;0
2020-08-05 08:28:58;67;9;17;10;5;2;5;2;2;2;0
2020-08-05 08:29:59;67;9;17;10;5;2;5;2;2;2;0
2020-08-05 08:30:58;67;9;17;10;5;2;5;2;2;2;0
2020-08-05 08:31:59;67;9;17;10;5;2;5;2;2;2;0
2020-08-05 08:32:58;68;9;17;10;5;0;5;2;2;2;0
2020-08-05 08:33:59;68;9;17;10;5;0;5;2;2;2;0
2020-08-05 08:34:59;68;9;17;10;5;0;5;2;2;2;0
2020-08-05 08:35:58;68;9;17;10;5;0;5;2;2;2;0
2020-08-05 08:36:59;68;9;17;10;5;0;5;2;2;2;0
2020-08-05 08:37:59;69;9;17;11;5;0;5;2;2;2;0
2020-08-05 08:38:58;69;9;17;11;5;0;5;2;2;2;0
2020-08-05 08:39:59;69;9;17;11;5;0;5;2;2;2;0
2020-08-05 08:40:58;69;9;17;11;5;0;5;2;2;2;0
2020-08-05 08:41:59;70;9;17;11;5;2;6;2;0;2;0
2020-08-05 08:42:59;70;9;17;11;5;2;6;2;0;2;0
2020-08-05 08:43:58;70;9;17;11;5;2;6;2;0;2;0
2020-08-05 08:44:59;70;9;17;11;5;2;6;2;0;2;0
2020-08-05 08:45:58;72;10;18;11;5;2;6;2;0;2;0
2020-08-05 08:46:59;73;10;18;11;6;0;6;2;2;2;0
2020-08-05 08:47:58;74;10;18;11;7;2;6;2;0;2;0
2020-08-05 08:48:59;74;10;18;11;7;2;6;2;0;2;0
2020-08-05 08:49:58;74;10;18;11;7;2;6;2;0;2;0
2020-08-05 08:50:59;74;10;18;11;7;2;6;2;0;2;0
2020-08-05 08:51:59;74;10;18;11;7;2;6;2;0;2;0
2020-08-05 08:52:58;74;10;18;11;7;2;6;2;0;2;0
2020-08-05 08:53:59;74;10;18;11;7;2;6;2;0;2;0
2020-08-05 08:54:58;74;10;18;11;7;2;6;2;0;2;0
2020-08-05 08:55:59;74;10;18;11;7;2;6;2;0;2;0
2020-08-05 08:56:58;74;10;18;11;7;2;6;2;0;2;0
2020-08-05 08:57:59;74;10;18;11;7;2;6;2;0;2;0
2020-08-05 08:58:58;74;10;18;11;7;2;6;2;0;2;0
2020-08-05 08:59:59;74;10;18;11;7;2;6;2;0;2;0
2020-08-05 09:00:58;74;10;18;11;7;2;6;2;0;2;0
2020-08-05 09:01:59;74;10;18;11;7;2;6;2;0;2;0
2020-08-05 09:02:59;74;10;18;11;7;2;6;2;0;2;0
2020-08-05 09:03:58;75;10;18;11;7;3;6;2;0;2;0
2020-08-05 09:04:59;75;10;18;11;7;3;6;2;0;2;0
2020-08-05 09:05:59;75;10;18;11;7;3;6;2;0;2;0
2020-08-05 09:06:58;75;10;18;11;7;3;6;2;0;2;0
2020-08-05 09:07:59;75;10;18;11;7;3;6;2;0;2;0
2020-08-05 09:08:58;76;10;19;11;7;3;6;2;0;2;0
2020-08-05 09:09:59;77;11;19;11;7;3;6;2;0;2;0
2020-08-05 09:10:58;77;11;19;11;7;3;6;2;0;2;0
2020-08-05 09:11:59;77;11;19;11;7;3;6;2;0;2;0
2020-08-05 09:12:59;77;11;19;11;7;3;6;2;0;2;0
2020-08-05 09:13:58;77;11;19;11;7;3;6;2;0;2;0
2020-08-05 09:14:59;77;11;19;11;7;3;6;2;0;2;0
2020-08-05 09:15:59;77;11;19;11;7;3;6;2;0;2;0
2020-08-05 09:16:58;77;11;19;11;7;3;6;2;0;2;0
2020-08-05 09:17:59;77;11;19;11;7;3;6;2;0;2;0
2020-08-05 09:18:58;77;11;19;11;7;3;6;2;0;2;0
2020-08-05 09:19:59;77;11;19;11;7;3;6;2;0;2;0
2020-08-05 09:20:58;77;11;19;11;7;3;6;2;0;2;0
2020-08-05 09:21:59;77;11;19;11;7;3;6;2;0;2;0
2020-08-05 09:22:59;77;11;19;11;7;3;6;2;0;2;0
2020-08-05 09:23:58;77;11;19;11;7;3;6;2;0;2;0
2020-08-05 09:24:59;77;11;19;11;7;3;6;2;0;2;0
2020-08-05 09:25:58;77;11;19;11;7;3;6;2;0;2;0
2020-08-05 09:26:59;77;11;19;11;7;3;6;2;0;2;0
2020-08-05 09:27:59;77;11;19;11;7;3;6;2;0;2;0
2020-08-05 09:28:58;78;11;19;11;8;3;6;2;0;2;0
2020-08-05 09:29:59;78;11;19;11;8;3;6;2;0;2;0
2020-08-05 09:30:58;79;11;20;11;8;3;6;2;0;2;0
2020-08-05 09:31:59;79;11;20;11;8;3;6;2;0;2;0
2020-08-05 09:32:58;79;11;20;11;8;3;6;2;0;2;0
2020-08-05 09:33:59;79;11;20;11;8;3;6;2;0;2;0
2020-08-05 09:34:58;79;11;20;11;8;3;6;2;0;2;0
2020-08-05 09:35:59;79;11;20;11;8;3;6;2;0;2;0
2020-08-05 09:36:59;80;11;20;11;8;3;6;0;2;2;0
2020-08-05 09:37:58;80;11;20;11;8;3;6;0;2;2;0
2020-08-05 09:38:59;80;11;20;11;8;3;6;0;2;2;0
2020-08-05 09:39:58;81;11;20;12;8;3;6;0;2;2;0
2020-08-05 09:40:59;81;11;20;12;8;3;6;0;2;2;0
2020-08-05 09:41:58;81;11;20;12;8;3;6;0;2;2;0
2020-08-05 09:42:59;81;11;20;12;8;3;6;0;2;2;0
2020-08-05 09:43:59;81;11;20;12;8;3;6;0;2;2;0
2020-08-05 09:44:58;81;11;20;12;8;3;6;0;2;2;0
2020-08-05 09:45:59;81;11;20;12;8;3;6;0;2;2;0
2020-08-05 09:46:58;81;11;20;12;8;3;6;0;2;2;0
2020-08-05 09:47:59;82;11;21;12;8;3;6;0;2;2;0
2020-08-05 09:48:58;82;11;21;12;8;3;6;0;2;2;0
2020-08-05 09:49:59;83;11;21;12;9;3;6;0;2;2;0
2020-08-05 09:50:59;84;12;21;12;9;3;6;0;2;2;0
2020-08-05 09:51:58;84;12;21;12;9;3;6;0;2;2;0
2020-08-05 09:52:59;84;12;21;12;9;3;6;0;2;2;0
2020-08-05 09:53:58;84;12;21;12;9;3;6;0;2;2;0
2020-08-05 09:54:59;84;12;21;12;9;3;6;0;2;2;0
2020-08-05 09:55:59;84;12;21;12;9;3;6;0;2;2;0
2020-08-05 09:56:58;84;12;21;12;9;3;6;0;2;2;0
2020-08-05 09:57:59;84;12;21;12;9;3;6;0;2;2;0
2020-08-05 09:58:58;84;12;21;12;9;3;6;0;2;2;0
2020-08-05 09:59:59;84;12;21;12;9;3;6;0;2;2;0
2020-08-05 10:00:58;84;12;21;12;9;3;6;0;2;2;0
2020-08-05 10:01:59;84;12;21;12;9;3;6;0;2;2;0
2020-08-05 10:02:59;84;12;21;12;9;3;6;0;2;2;0
2020-08-05 10:03:58;84;12;21;12;9;3;6;0;2;2;0
2020-08-05 10:04:59;84;12;21;12;9;3;6;0;2;2;0
2020-08-05 10:05:59;84;12;21;12;9;3;6;0;2;2;0
2020-08-05 10:06:58;84;12;21;12;9;3;6;0;2;2;0
2020-08-05 10:07:59;84;12;21;12;9;3;6;0;2;2;0
2020-08-05 10:08:58;84;12;21;12;9;3;6;0;2;2;0
2020-08-05 10:09:59;84;12;21;12;9;3;6;0;2;2;0
2020-08-05 10:10:58;84;12;21;12;9;3;6;0;2;2;0
2020-08-05 10:11:59;84;12;21;12;9;3;6;0;2;2;0
2020-08-05 10:12:58;84;12;21;12;9;3;6;0;2;2;0
2020-08-05 10:13:59;84;12;21;12;9;3;6;0;2;2;0
2020-08-05 10:14:59;84;12;21;12;9;3;6;0;2;2;0
2020-08-05 10:15:58;84;12;21;12;9;3;6;0;2;2;0
2020-08-05 10:16:59;85;13;21;12;9;3;6;0;2;2;0
2020-08-05 10:17:59;85;13;21;12;9;3;6;0;2;2;0
2020-08-05 10:18:58;86;13;22;12;9;3;6;0;2;2;0
2020-08-05 10:19:59;86;13;22;12;9;3;6;0;2;2;0
2020-08-05 10:20:58;86;13;22;12;9;3;6;0;2;2;0
2020-08-05 10:21:59;86;13;22;12;9;3;6;0;2;2;0
2020-08-05 10:22:59;86;13;22;12;9;3;6;0;2;2;0
2020-08-05 10:23:58;86;13;22;12;9;3;6;0;2;2;0
2020-08-05 10:24:59;87;14;22;12;9;3;6;0;2;2;0
2020-08-05 10:25:58;87;14;22;12;9;3;6;0;2;2;0
2020-08-05 10:26:59;87;14;22;12;9;3;6;0;2;2;0
2020-08-05 10:27:59;87;14;22;12;9;3;6;0;2;2;0
2020-08-05 10:28:58;87;14;22;12;9;3;6;0;2;2;0
2020-08-05 10:29:59;87;14;22;12;9;3;6;0;2;2;0
2020-08-05 10:30:58;87;14;22;12;9;3;6;0;2;2;0
2020-08-05 10:31:59;87;14;22;12;9;3;6;0;2;2;0
2020-08-05 10:32:59;87;14;22;12;9;3;6;0;2;2;0
2020-08-05 10:33:58;87;14;22;12;9;3;6;0;2;2;0
2020-08-05 10:34:59;88;15;22;12;9;3;6;0;2;2;0
2020-08-05 10:35:58;88;15;22;12;9;3;6;0;2;2;0
2020-08-05 10:36:59;88;15;22;12;9;3;6;0;2;2;0
2020-08-05 10:37:58;88;15;22;12;9;3;6;0;2;2;0
2020-08-05 10:38:59;89;15;22;12;9;3;6;0;2;2;0
2020-08-05 10:39:58;89;15;22;12;9;3;6;0;2;2;0
2020-08-05 10:40:59;89;15;22;12;9;3;6;0;2;2;0
2020-08-05 10:41:59;90;15;22;13;9;3;6;0;2;2;0
2020-08-05 10:42:58;90;15;22;13;9;3;6;0;2;2;0
2020-08-05 10:43:59;90;15;22;13;9;3;6;0;2;2;0
2020-08-05 10:44:59;90;15;22;13;9;3;6;0;2;2;0
2020-08-05 10:45:58;90;15;22;13;9;3;6;0;2;2;0
2020-08-05 10:46:59;90;15;22;13;9;3;6;0;2;2;0
2020-08-05 10:47:58;90;15;22;13;9;3;6;0;2;2;0
2020-08-05 10:48:59;91;15;22;14;9;3;6;0;2;2;0
2020-08-05 10:49:58;91;15;22;14;9;3;6;0;2;2;0
2020-08-05 10:50:59;91;15;22;14;9;3;6;0;2;2;0
2020-08-05 10:51:58;91;15;22;14;9;3;6;0;2;2;0
2020-08-05 10:52:59;91;15;22;14;9;3;6;0;2;2;0
2020-08-05 10:53:59;91;15;22;14;9;3;6;0;2;2;0
2020-08-05 10:54:58;91;15;22;14;9;3;6;0;2;2;0
2020-08-05 10:55:59;91;15;22;14;9;3;6;0;2;2;0
2020-08-05 10:56:58;91;15;22;14;9;3;6;0;2;2;0
2020-08-05 10:57:59;91;15;22;14;9;3;6;0;2;2;0
2020-08-05 10:58:58;91;15;22;14;9;3;6;0;2;2;0
2020-08-05 10:59:59;91;15;22;14;9;3;6;0;2;2;0
2020-08-05 11:00:58;91;15;22;14;9;3;6;0;2;2;0
2020-08-05 11:02:00;91;15;22;14;9;3;6;0;2;2;0
2020-08-05 11:02:58;91;15;22;14;9;3;6;0;2;2;0
2020-08-05 11:03:59;92;15;22;15;9;3;6;0;2;2;0
2020-08-05 11:04:59;91;15;22;14;9;3;6;0;2;2;0
2020-08-05 11:05:58;92;15;23;14;9;3;6;0;2;2;0
2020-08-05 11:06:59;93;16;23;14;9;3;6;0;2;2;0
2020-08-05 11:07:58;93;16;23;14;9;3;6;0;2;2;0
2020-08-05 11:08:59;93;16;23;14;9;3;6;0;2;2;0
2020-08-05 11:09:58;93;16;23;14;9;3;6;0;2;2;0
2020-08-05 11:10:59;94;17;23;14;9;3;6;0;2;2;0
2020-08-05 11:11:58;94;17;23;14;9;3;6;0;2;2;0
2020-08-05 11:12:59;94;17;23;14;9;3;6;0;2;2;0
2020-08-05 11:13:58;94;17;23;14;9;3;6;0;2;2;0
2020-08-05 11:14:59;94;17;23;14;9;3;6;0;2;2;0
2020-08-05 11:15:58;96;17;24;14;9;3;6;0;2;2;0
2020-08-05 11:16:59;96;17;24;14;9;3;6;0;2;2;0
2020-08-05 11:17:59;96;17;24;14;9;3;6;0;2;2;0
2020-08-05 11:18:58;96;17;24;14;9;3;6;0;2;2;0
2020-08-05 11:19:59;96;17;24;14;9;3;6;0;2;2;0
2020-08-05 11:20:58;96;17;24;14;9;3;6;0;2;2;0
2020-08-05 11:21:59;96;17;24;14;9;3;6;0;2;2;0
2020-08-05 11:22:59;96;17;24;14;9;3;6;0;2;2;0
2020-08-05 11:23:58;96;17;24;14;9;3;6;0;2;2;0
2020-08-05 11:24:59;96;17;24;14;9;3;6;0;2;2;0
2020-08-05 11:25:58;96;17;24;14;9;3;6;0;2;2;0
2020-08-05 11:26:59;96;17;24;14;9;3;6;0;2;2;0
2020-08-05 11:27:58;97;17;25;14;9;3;6;0;2;2;0
2020-08-05 11:28:59;97;17;25;14;9;3;6;0;2;2;0
2020-08-05 11:29:58;97;17;25;14;9;3;6;0;2;2;0
2020-08-05 11:30:59;97;17;25;14;9;3;6;0;2;2;0
2020-08-05 11:31:59;97;17;25;14;9;3;6;0;2;2;0
2020-08-05 11:32:58;97;17;25;14;9;3;6;0;2;2;0
2020-08-05 11:33:59;97;17;25;14;9;3;6;0;2;2;0
2020-08-05 11:34:58;97;17;25;14;9;3;6;0;2;2;0
2020-08-05 11:35:59;97;17;25;14;9;3;6;0;2;2;0
2020-08-05 11:36:58;97;17;25;14;9;3;6;0;2;2;0
2020-08-05 11:37:59;97;17;25;14;9;3;6;0;2;2;0
2020-08-05 11:38:59;97;17;25;14;9;3;6;0;2;2;0
2020-08-05 11:39:58;97;17;25;14;9;3;6;0;2;2;0
2020-08-05 11:41:00;97;17;25;14;9;3;6;0;2;2;0
2020-08-05 11:41:58;97;17;25;14;9;3;6;0;2;2;0
2020-08-05 11:42:59;97;17;25;14;9;3;6;0;2;2;0
2020-08-05 11:43:59;97;17;25;14;9;3;6;0;2;2;0
2020-08-05 11:44:58;98;17;25;15;9;3;6;0;2;2;0
2020-08-05 11:45:59;98;17;25;15;9;3;6;0;2;2;0
2020-08-05 11:46:58;98;17;25;15;9;3;6;0;2;2;0
2020-08-05 11:47:59;98;17;25;15;9;3;6;0;2;2;0
2020-08-05 11:48:59;98;17;25;15;9;3;6;0;2;2;0
2020-08-05 11:49:58;98;17;25;15;9;3;6;0;2;2;0
2020-08-05 11:50:59;98;17;25;15;9;3;6;0;2;2;0
2020-08-05 11:51:58;98;17;25;15;9;3;6;0;2;2;0
2020-08-05 11:52:59;98;17;25;15;9;3;6;0;2;2;0
2020-08-05 11:53:58;98;17;25;15;9;3;6;0;2;2;0
2020-08-05 11:54:59;98;17;25;15;9;3;6;0;2;2;0
2020-08-05 11:55:59;98;17;25;15;9;3;6;0;2;2;0
2020-08-05 11:56:58;98;17;25;15;9;3;6;0;2;2;0
2020-08-05 11:57:59;98;17;25;15;9;3;6;0;2;2;0
2020-08-05 11:58:58;98;17;25;15;9;3;6;0;2;2;0
2020-08-05 11:59:59;98;17;25;15;9;3;6;0;2;2;0
2020-08-05 12:00:58;98;17;25;15;9;3;6;0;2;2;0
2020-08-05 12:01:59;98;17;25;15;9;3;6;0;2;2;0
2020-08-05 12:02:59;98;17;25;15;9;3;6;0;2;2;0
2020-08-05 12:03:58;98;17;25;15;9;3;6;0;2;2;0
2020-08-05 12:04:59;98;17;25;15;9;3;6;0;2;2;0
2020-08-05 12:05:58;98;17;25;15;9;3;6;0;2;2;0
2020-08-05 12:06:59;98;17;25;15;9;3;6;0;2;2;0
2020-08-05 12:07:58;98;17;25;15;9;3;6;0;2;2;0
2020-08-05 12:08:59;98;17;25;15;9;3;6;0;2;2;0
2020-08-05 12:09:58;98;17;25;15;9;3;6;0;2;2;0
2020-08-05 12:10:59;98;17;25;15;9;3;6;0;2;2;0
2020-08-05 12:11:58;98;17;25;15;9;3;6;0;2;2;0
2020-08-05 12:12:59;98;17;25;15;9;3;6;0;2;2;0
2020-08-05 12:13:59;98;17;25;15;9;3;6;0;2;2;0
2020-08-05 12:14:58;99;17;26;15;9;3;6;0;2;2;0
2020-08-05 12:15:59;101;18;26;15;9;3;7;0;2;2;0
2020-08-05 12:16:58;101;18;26;15;9;3;7;0;2;2;0
2020-08-05 12:17:59;101;18;26;15;9;3;7;0;2;2;0
2020-08-05 12:18:58;101;18;26;15;9;3;7;0;2;2;0
2020-08-05 12:19:59;102;19;26;15;9;3;7;0;2;2;0
2020-08-05 12:20:58;102;19;26;15;9;3;7;0;2;2;0
2020-08-05 12:21:59;103;19;26;16;9;3;7;0;2;2;0
2020-08-05 12:22:58;103;19;26;16;9;3;7;0;2;2;0
2020-08-05 12:24:00;103;19;26;16;9;3;7;0;2;2;0
2020-08-05 12:24:58;103;19;26;16;9;3;7;0;2;2;0
2020-08-05 12:25:59;103;19;26;16;9;3;7;0;2;2;0
2020-08-05 12:26:59;103;19;26;16;9;3;7;0;2;2;0
2020-08-05 12:27:58;104;19;27;16;9;3;7;0;2;2;0
2020-08-05 12:28:59;104;19;27;16;9;3;7;0;2;2;0
2020-08-05 12:29:58;105;19;27;17;9;3;7;0;2;2;0
2020-08-05 12:30:59;105;19;27;17;9;3;7;0;2;2;0
2020-08-05 12:31:58;106;19;27;18;9;3;7;0;2;2;0
2020-08-05 12:32:59;106;19;27;18;9;3;7;0;2;2;0
2020-08-05 12:33:58;106;19;27;18;9;3;7;0;2;2;0
2020-08-05 12:34:59;106;19;27;18;9;3;7;0;2;2;0
2020-08-05 12:35:58;106;19;27;18;9;3;7;0;2;2;0
2020-08-05 12:36:59;106;19;27;18;9;3;7;0;2;2;0
2020-08-05 12:37:58;106;19;27;18;9;3;7;0;2;2;0
2020-08-05 12:38:59;106;19;27;18;9;3;7;0;2;2;0
2020-08-05 12:39:59;107;19;27;18;9;3;7;2;2;0;0
2020-08-05 12:40:58;107;19;27;18;9;3;7;2;2;0;0
2020-08-05 12:41:59;107;19;27;18;9;3;7;2;2;0;0
2020-08-05 12:42:58;107;19;27;18;9;3;7;2;2;0;0
2020-08-05 12:43:59;108;19;27;19;9;3;7;2;2;0;0
2020-08-05 12:44:58;108;19;27;19;9;3;7;2;2;0;0
2020-08-05 12:45:59;108;19;27;19;9;3;7;2;2;0;0
2020-08-05 12:46:58;108;19;27;19;9;3;7;2;2;0;0
2020-08-05 12:47:59;109;20;27;19;9;3;7;2;2;0;0
2020-08-05 12:48:59;109;20;27;19;9;3;7;2;2;0;0
2020-08-05 12:49:58;109;20;27;19;9;3;7;2;2;0;0
2020-08-05 12:50:59;109;20;27;19;9;3;7;2;2;0;0
2020-08-05 12:51:58;110;21;27;19;9;3;7;2;2;0;0
2020-08-05 12:52:59;110;21;27;19;9;3;7;2;2;0;0
2020-08-05 12:53:58;110;21;27;19;9;3;7;2;2;0;0
2020-08-05 12:55:00;110;21;27;19;9;3;7;2;2;0;0
2020-08-05 12:55:58;110;21;27;19;9;3;7;2;2;0;0
2020-08-05 12:56:59;110;21;27;19;9;3;7;2;2;0;0
2020-08-05 12:57:59;110;21;27;19;9;3;7;2;2;0;0
2020-08-05 12:58:58;110;21;27;19;9;3;7;2;2;0;0
2020-08-05 12:59:59;110;21;27;19;9;3;7;2;2;0;0
2020-08-05 13:00:58;110;21;27;19;9;3;7;2;2;0;0
2020-08-05 13:01:59;110;21;27;19;9;3;7;2;2;0;0
2020-08-05 13:02:58;110;21;27;19;9;3;7;2;2;0;0
2020-08-05 13:03:59;110;21;27;19;9;3;7;2;2;0;0
2020-08-05 13:04:59;110;21;27;19;9;3;7;2;2;0;0
2020-08-05 13:05:58;110;21;27;19;9;3;7;2;2;0;0
2020-08-05 13:06:59;110;21;27;19;9;3;7;2;2;0;0
2020-08-05 13:07:58;110;21;27;19;9;3;7;2;2;0;0
