datetime;total_votes;xromota;1917;KOCTOPE3;paramed;nzr;Schopenhauer;kiLstrom;bf6;Salt;Hexadecachoron
2019-11-27 01:10:59;20;4;4;0;0;0;2;2;0;0;0
2019-11-27 01:11:58;20;4;4;0;0;0;2;2;0;0;0
2019-11-27 01:12:59;20;4;4;0;0;0;2;2;0;0;0
2019-11-27 01:13:59;20;4;4;0;0;0;2;2;0;0;0
2019-11-27 01:14:58;20;4;4;0;0;0;2;2;0;0;0
2019-11-27 01:15:59;20;4;4;0;0;0;2;2;0;0;0
2019-11-27 01:16:59;20;4;4;0;0;0;2;2;0;0;0
2019-11-27 01:17:59;20;4;4;0;0;0;2;2;0;0;0
2019-11-27 01:18:58;20;4;4;0;0;0;2;2;0;0;0
2019-11-27 01:19:59;20;4;4;0;0;0;2;2;0;0;0
2019-11-27 01:20:59;21;4;4;0;0;1;2;2;0;0;0
2019-11-27 01:21:58;21;4;4;0;0;1;2;2;0;0;0
2019-11-27 01:22:59;21;4;4;0;0;1;2;2;0;0;0
2019-11-27 01:23:59;21;4;4;0;0;1;2;2;0;0;0
2019-11-27 01:24:58;22;4;5;0;0;1;2;2;0;0;0
2019-11-27 01:25:59;22;4;5;0;0;1;2;2;0;0;0
2019-11-27 01:26:59;23;5;5;0;0;1;2;2;0;0;0
2019-11-27 01:27:58;23;5;5;0;0;1;2;2;0;0;0
2019-11-27 01:28:59;23;5;5;0;0;1;2;2;0;0;0
2019-11-27 01:29:59;23;5;5;0;0;1;2;2;0;0;0
2019-11-27 01:30:59;23;5;5;0;0;1;2;2;0;0;0
2019-11-27 01:31:58;23;5;5;0;0;1;2;2;0;0;0
2019-11-27 01:32:59;23;5;5;0;0;1;2;2;0;0;0
2019-11-27 01:33:59;24;5;6;0;0;1;2;2;0;0;0
2019-11-27 01:34:58;24;5;6;0;0;1;2;2;0;0;0
2019-11-27 01:35:59;24;5;6;0;0;1;2;2;0;0;0
2019-11-27 01:36:59;24;5;6;0;0;1;2;2;0;0;0
2019-11-27 01:37:58;24;5;6;0;0;1;2;2;0;0;0
2019-11-27 01:38:59;24;5;6;0;0;1;2;2;0;0;0
2019-11-27 01:39:59;24;5;6;0;0;1;2;2;0;0;0
2019-11-27 01:40:59;24;5;6;0;0;1;2;2;0;0;0
2019-11-27 01:41:58;24;5;6;0;0;1;2;2;0;0;0
2019-11-27 01:42:59;24;5;6;0;0;1;2;2;0;0;0
2019-11-27 01:43:59;24;5;6;0;0;1;2;2;0;0;0
2019-11-27 01:44:58;24;5;6;0;0;1;2;2;0;0;0
2019-11-27 01:45:59;24;5;6;0;0;1;2;2;0;0;0
2019-11-27 01:46:59;24;5;6;0;0;1;2;2;0;0;0
2019-11-27 01:47:59;24;5;6;0;0;1;2;2;0;0;0
2019-11-27 01:48:58;24;5;6;0;0;1;2;2;0;0;0
2019-11-27 01:49:59;24;5;6;0;0;1;2;2;0;0;0
2019-11-27 01:50:59;25;5;6;0;0;1;2;2;0;0;0
2019-11-27 01:51:58;24;5;6;0;0;1;2;2;0;0;0
2019-11-27 01:52:59;24;5;6;0;0;1;2;2;0;0;0
2019-11-27 01:53:59;24;5;6;0;0;1;2;2;0;0;0
2019-11-27 01:54:59;24;5;6;0;0;1;2;2;0;0;0
2019-11-27 01:55:58;24;5;6;0;0;1;2;2;0;0;0
2019-11-27 01:56:59;24;5;6;0;0;1;2;2;0;0;0
2019-11-27 01:57:59;24;5;6;0;0;1;2;2;0;0;0
2019-11-27 01:58:59;24;5;6;0;0;1;2;2;0;0;0
2019-11-27 01:59:58;24;5;6;0;0;1;2;2;0;0;0
2019-11-27 02:00:59;24;5;6;0;0;1;2;2;0;0;0
2019-11-27 02:01:58;24;5;6;0;0;1;2;2;0;0;0
2019-11-27 02:02:59;25;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:03:59;25;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:04:59;25;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:05:58;25;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:06:59;25;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:07:59;25;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:08:58;25;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:09:59;25;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:10:59;25;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:11:58;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:12:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:13:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:14:58;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:15:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:16:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:17:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:18:58;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:19:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:20:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:21:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:22:58;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:23:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:24:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:25:58;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:26:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:27:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:28:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:29:58;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:30:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:31:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:32:58;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:33:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:34:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:35:58;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:36:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:37:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:38:58;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:39:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:40:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:41:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:42:58;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:43:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:45:00;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:45:58;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:46:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:47:58;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:48:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:49:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:50:58;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:51:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:52:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:53:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:54:58;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:55:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:56:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:57:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:58:58;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 02:59:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 03:00:58;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 03:01:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 03:02:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 03:03:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 03:04:58;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 03:05:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 03:06:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 03:07:58;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 03:08:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 03:09:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 03:10:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 03:11:58;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 03:12:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 03:13:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 03:14:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 03:15:58;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 03:16:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 03:17:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 03:18:58;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 03:19:59;26;5;6;0;0;1;2;3;0;0;0
2019-11-27 03:20:59;27;5;6;0;0;1;2;3;0;0;0
2019-11-27 03:21:58;27;5;6;0;0;1;2;3;0;0;0
2019-11-27 03:22:59;28;5;6;0;0;2;2;3;0;0;0
2019-11-27 03:23:59;28;5;6;0;0;2;2;3;0;0;0
