datetime;total_votes;xromota;1917;KOCTOPE3;paramed;nzr;Schopenhauer;kiLstrom;bf6;Salt;Hexadecachoron
2019-11-27 00:45:58;14;2;3;0;0;0;2;1;0;0;0
2019-11-27 00:46:59;14;2;3;0;0;0;2;1;0;0;0
2019-11-27 00:47:58;14;2;3;0;0;0;2;1;0;0;0
2019-11-27 00:48:59;16;3;3;0;0;0;2;1;0;0;0
2019-11-27 00:49:59;16;3;3;0;0;0;2;1;0;0;0
2019-11-27 00:50:58;17;3;3;0;0;0;2;2;0;0;0
2019-11-27 00:51:59;17;3;3;0;0;0;2;2;0;0;0
2019-11-27 00:52:59;17;3;3;0;0;0;2;2;0;0;0
2019-11-27 00:53:58;17;3;3;0;0;0;2;2;0;0;0
2019-11-27 00:54:59;17;3;3;0;0;0;2;2;0;0;0
2019-11-27 00:56:00;17;3;3;0;0;0;2;2;0;0;0
2019-11-27 00:56:58;17;3;3;0;0;0;2;2;0;0;0
2019-11-27 00:57:59;17;3;3;0;0;0;2;2;0;0;0
2019-11-27 00:58:58;17;3;3;0;0;0;2;2;0;0;0
2019-11-27 00:59:59;17;3;3;0;0;0;2;2;0;0;0
2019-11-27 01:00:59;17;3;3;0;0;0;2;2;0;0;0
2019-11-27 01:01:58;17;3;3;0;0;0;2;2;0;0;0
2019-11-27 01:02:59;17;3;3;0;0;0;2;2;0;0;0
2019-11-27 01:03:59;17;3;3;0;0;0;2;2;0;0;0
2019-11-27 01:04:58;17;3;3;0;0;0;2;2;0;0;0
2019-11-27 01:05:59;17;3;3;0;0;0;2;2;0;0;0
2019-11-27 01:06:59;19;4;3;0;0;0;2;2;0;0;0
2019-11-27 01:07:59;19;4;3;0;0;0;2;2;0;0;0
2019-11-27 01:08:58;20;4;4;0;0;0;2;2;0;0;0
2019-11-27 01:09:59;20;4;4;0;0;0;2;2;0;0;0
