datetime;total_votes;Helengar;atomic_gun;Есения;jovan;Hexadecachoron;kotophalk;KOCTOPE3;Zibx;otlup;Klubnichnoe_Milo
2020-02-19 06:29:59;50;16;19;4;2;3;1;2;0;0;0
2020-02-19 06:30:58;50;16;19;4;2;3;1;2;0;0;0
2020-02-19 06:31:59;50;16;19;4;2;3;1;2;0;0;0
2020-02-19 06:32:59;50;16;19;4;2;3;1;2;0;0;0
2020-02-19 06:33:58;50;16;19;4;2;3;1;2;0;0;0
2020-02-19 06:34:59;51;16;20;4;2;3;1;2;0;0;0
2020-02-19 06:35:59;51;16;20;4;2;3;1;2;0;0;0
2020-02-19 06:36:59;51;16;20;4;2;3;1;2;0;0;0
2020-02-19 06:37:58;51;16;20;4;2;3;1;2;0;0;0
2020-02-19 06:38:59;51;16;20;4;2;3;1;2;0;0;0
2020-02-19 06:39:59;51;16;20;4;2;3;1;2;0;0;0
2020-02-19 06:40:58;51;16;20;4;2;3;1;2;0;0;0
2020-02-19 06:41:59;51;16;20;4;2;3;1;2;0;0;0
2020-02-19 06:42:59;51;16;20;4;2;3;1;2;0;0;0
2020-02-19 06:43:59;52;17;20;4;2;3;1;2;0;0;0
2020-02-19 06:44:58;52;17;20;4;2;3;1;2;0;0;0
2020-02-19 06:45:59;52;17;20;4;2;3;1;2;0;0;0
2020-02-19 06:46:59;52;17;20;4;2;3;1;2;0;0;0
2020-02-19 06:47:58;52;17;20;4;2;3;1;2;0;0;0
2020-02-19 06:48:59;52;17;20;4;2;3;1;2;0;0;0
2020-02-19 06:49:59;52;17;20;4;2;3;1;2;0;0;0
2020-02-19 06:50:58;52;17;20;4;2;3;1;2;0;0;0
2020-02-19 06:51:59;53;18;20;4;2;3;1;2;0;0;0
2020-02-19 06:52:59;54;18;20;4;2;3;1;2;0;0;0
2020-02-19 06:53:59;54;18;20;4;2;3;1;2;0;0;0
2020-02-19 06:54:58;54;18;20;4;2;3;1;2;0;0;0
2020-02-19 06:55:59;54;18;20;4;2;3;1;2;0;0;0
2020-02-19 06:56:59;54;18;20;4;2;3;1;2;0;0;0
2020-02-19 06:57:58;54;18;20;4;2;3;1;2;0;0;0
2020-02-19 06:58:59;54;18;20;4;2;3;1;2;0;0;0
2020-02-19 06:59:59;54;18;20;4;2;3;1;2;0;0;0
2020-02-19 07:00:58;54;18;20;4;2;3;1;2;0;0;0
2020-02-19 07:01:59;54;18;20;4;2;3;1;2;0;0;0
2020-02-19 07:02:59;54;18;20;4;2;3;1;2;0;0;0
2020-02-19 07:03:58;54;18;20;4;2;3;1;2;0;0;0
2020-02-19 07:04:59;54;18;20;4;2;3;1;2;0;0;0
2020-02-19 07:05:59;54;18;20;4;2;3;1;2;0;0;0
2020-02-19 07:06:59;54;18;20;4;2;3;1;2;0;0;0
2020-02-19 07:07:58;54;18;20;4;2;3;1;2;0;0;0
2020-02-19 07:08:59;54;18;20;4;2;3;1;2;0;0;0
2020-02-19 07:09:59;54;18;20;4;2;3;1;2;0;0;0
2020-02-19 07:10:58;54;18;20;4;2;3;1;2;0;0;0
2020-02-19 07:11:59;54;18;20;4;2;3;1;2;0;0;0
2020-02-19 07:12:59;54;18;20;4;2;3;1;2;0;0;0
2020-02-19 07:13:58;54;18;20;4;2;3;1;2;0;0;0
2020-02-19 07:14:59;54;18;20;4;2;3;1;2;0;0;0
2020-02-19 07:15:58;54;18;20;4;2;3;1;2;0;0;0
2020-02-19 07:16:59;54;18;20;4;2;3;1;2;0;0;0
2020-02-19 07:17:59;54;18;20;4;2;3;1;2;0;0;0
2020-02-19 07:18:58;54;18;20;4;2;3;1;2;0;0;0
2020-02-19 07:19:59;54;18;20;4;2;3;1;2;0;0;0
2020-02-19 07:20:59;54;18;20;4;2;3;1;2;0;0;0
2020-02-19 07:21:58;54;18;20;4;2;3;1;2;0;0;0
2020-02-19 07:22:59;54;18;20;4;2;3;1;2;0;0;0
2020-02-19 07:23:59;54;18;20;4;2;3;1;2;0;0;0
2020-02-19 07:24:58;54;18;20;4;2;3;1;2;0;0;0
2020-02-19 07:25:59;54;18;20;4;2;3;1;2;0;0;0
2020-02-19 07:26:58;55;18;20;5;2;3;1;2;0;0;0
2020-02-19 07:27:59;55;18;20;5;2;3;1;2;0;0;0
2020-02-19 07:28:59;55;18;20;5;2;3;1;2;0;0;0
2020-02-19 07:29:59;55;18;20;5;2;3;1;2;0;0;0
2020-02-19 07:30:58;55;18;20;5;2;3;1;2;0;0;0
2020-02-19 07:31:59;55;18;20;5;2;3;1;2;0;0;0
2020-02-19 07:32:58;55;18;20;5;2;3;1;2;0;0;0
2020-02-19 07:33:59;55;18;20;5;2;3;1;2;0;0;0
2020-02-19 07:34:59;55;18;20;5;2;3;1;2;0;0;0
2020-02-19 07:35:59;55;18;20;5;2;3;1;2;0;0;0
2020-02-19 07:36:58;56;18;20;5;2;3;1;2;0;0;0
2020-02-19 07:37:59;57;18;21;5;2;3;1;2;0;0;0
2020-02-19 07:38:58;57;18;21;5;2;3;1;2;0;0;0
2020-02-19 07:39:59;57;18;21;5;2;3;1;2;0;0;0
2020-02-19 07:40:59;58;18;22;5;2;3;1;2;0;0;0
2020-02-19 07:41:59;58;18;22;5;2;3;1;2;0;0;0
2020-02-19 07:42:59;58;18;22;5;2;3;1;2;0;0;0
2020-02-19 07:43:59;58;18;22;5;2;3;1;2;0;0;0
2020-02-19 07:44:58;58;18;22;5;2;3;1;2;0;0;0
2020-02-19 07:45:59;58;18;22;5;2;3;1;2;0;0;0
2020-02-19 07:46:59;58;18;22;5;2;3;1;2;0;0;0
2020-02-19 07:47:59;60;20;22;5;2;3;1;2;0;0;0
2020-02-19 07:48:58;61;20;23;5;2;3;1;2;0;0;0
2020-02-19 07:49:59;61;20;23;5;2;3;1;2;0;0;0
2020-02-19 07:50:59;61;20;23;5;2;3;1;2;0;0;0
2020-02-19 07:52:00;61;20;23;5;2;3;1;2;0;0;0
2020-02-19 07:52:58;61;20;23;5;2;3;1;2;0;0;0
2020-02-19 07:53:59;61;20;23;5;2;3;1;2;0;0;0
2020-02-19 07:54:59;61;20;23;5;2;3;1;2;0;0;0
2020-02-19 07:55:58;61;20;23;5;2;3;1;2;0;0;0
2020-02-19 07:56:59;61;20;23;5;2;3;1;2;0;0;0
2020-02-19 07:57:59;62;20;23;5;2;3;2;2;0;0;0
2020-02-19 07:58:58;62;20;23;5;2;3;2;2;0;0;0
2020-02-19 07:59:59;62;20;23;5;2;3;2;2;0;0;0
2020-02-19 08:00:59;62;20;23;5;2;3;2;2;0;0;0
2020-02-19 08:01:58;63;21;23;5;2;3;2;2;0;0;0
2020-02-19 08:02:59;63;21;23;5;2;3;2;2;0;0;0
2020-02-19 08:03:59;64;21;24;5;2;3;2;2;0;0;0
2020-02-19 08:04:59;64;21;24;5;2;3;2;2;0;0;0
2020-02-19 08:05:58;64;21;24;5;2;3;2;2;0;0;0
2020-02-19 08:06:59;64;21;24;5;2;3;2;2;0;0;0
2020-02-19 08:07:59;64;21;24;5;2;3;2;2;0;0;0
2020-02-19 08:08:58;64;21;24;5;2;3;2;2;0;0;0
2020-02-19 08:09:59;65;21;24;5;2;3;2;3;0;0;0
2020-02-19 08:10:59;65;21;24;5;2;3;2;3;0;0;0
2020-02-19 08:11:58;66;21;25;5;2;3;2;3;0;0;0
2020-02-19 08:12:59;67;22;25;5;2;3;2;3;0;0;0
2020-02-19 08:13:59;68;23;25;5;2;3;2;3;0;0;0
2020-02-19 08:14:58;68;23;25;5;2;3;2;3;0;0;0
2020-02-19 08:15:59;68;23;25;5;2;3;2;3;0;0;0
2020-02-19 08:16:59;68;23;25;5;2;3;2;3;0;0;0
2020-02-19 08:17:59;68;23;25;5;2;3;2;3;0;0;0
2020-02-19 08:18:58;68;23;25;5;2;3;2;3;0;0;0
2020-02-19 08:19:59;68;23;25;5;2;3;2;3;0;0;0
2020-02-19 08:20:59;68;23;25;5;2;3;2;3;0;0;0
2020-02-19 08:21:58;68;23;25;5;2;3;2;3;0;0;0
2020-02-19 08:22:59;68;23;25;5;2;3;2;3;0;0;0
2020-02-19 08:23:59;68;23;26;4;2;3;2;3;0;0;0
2020-02-19 08:24:58;68;23;26;4;2;3;2;3;0;0;0
2020-02-19 08:25:59;68;23;26;4;2;3;2;3;0;0;0
2020-02-19 08:26:59;68;23;26;4;2;3;2;3;0;0;0
2020-02-19 08:27:58;68;23;26;4;2;3;2;3;0;0;0
2020-02-19 08:28:59;68;23;26;4;2;3;2;3;0;0;0
2020-02-19 08:29:59;68;23;25;5;2;3;2;3;0;0;0
2020-02-19 08:30:59;68;23;25;5;2;3;2;3;0;0;0
2020-02-19 08:31:58;68;23;25;5;2;3;2;3;0;0;0
2020-02-19 08:32:59;68;23;25;5;2;3;2;3;0;0;0
2020-02-19 08:33:59;68;23;25;5;2;3;2;3;0;0;0
2020-02-19 08:34:58;68;23;25;5;2;3;2;3;0;0;0
2020-02-19 08:35:59;68;23;25;5;2;3;2;3;0;0;0
2020-02-19 08:36:59;68;23;25;5;2;3;2;3;0;0;0
2020-02-19 08:37:58;68;23;25;5;2;3;2;3;0;0;0
2020-02-19 08:38:59;68;23;25;5;2;3;2;3;0;0;0
2020-02-19 08:39:59;69;23;26;5;2;3;2;3;0;0;0
2020-02-19 08:40:58;69;23;26;5;2;3;2;3;0;0;0
2020-02-19 08:41:59;69;23;26;5;2;3;2;3;0;0;0
2020-02-19 08:42:59;69;23;26;5;2;3;2;3;0;0;0
2020-02-19 08:43:58;69;23;26;5;2;3;2;3;0;0;0
2020-02-19 08:44:59;69;23;26;5;2;3;2;3;0;0;0
2020-02-19 08:45:59;69;23;26;5;2;3;2;3;0;0;0
2020-02-19 08:46:59;69;23;26;5;2;3;2;3;0;0;0
2020-02-19 08:47:58;69;23;26;5;2;3;2;3;0;0;0
2020-02-19 08:48:59;69;23;26;5;2;3;2;3;0;0;0
2020-02-19 08:49:59;70;24;26;5;2;3;2;3;0;0;0
2020-02-19 08:50:59;70;24;26;5;2;3;2;3;0;0;0
2020-02-19 08:51:58;70;24;26;5;2;3;2;3;0;0;0
2020-02-19 08:52:59;70;24;26;5;2;3;2;3;0;0;0
2020-02-19 08:53:59;70;24;26;5;2;3;2;3;0;0;0
2020-02-19 08:55:00;70;24;26;5;2;3;2;3;0;0;0
2020-02-19 08:55:58;70;24;26;5;2;3;2;3;0;0;0
2020-02-19 08:56:59;71;25;26;5;2;3;2;3;0;0;0
2020-02-19 08:57:59;71;25;26;5;2;3;2;3;0;0;0
2020-02-19 08:58:58;71;25;26;5;2;3;2;3;0;0;0
2020-02-19 08:59:59;71;25;26;5;2;3;2;3;0;0;0
2020-02-19 09:00:59;71;25;26;5;2;3;2;3;0;0;0
2020-02-19 09:01:58;71;25;26;5;2;3;2;3;0;0;0
2020-02-19 09:02:59;71;25;26;5;2;3;2;3;0;0;0
2020-02-19 09:03:59;71;25;26;5;2;3;2;3;0;0;0
2020-02-19 09:04:59;71;25;26;5;2;3;2;3;0;0;0
2020-02-19 09:05:59;71;25;26;5;2;3;2;3;0;0;0
2020-02-19 09:06:58;72;26;26;5;2;3;2;3;0;0;0
2020-02-19 09:07:59;72;26;26;5;2;3;2;3;0;0;0
2020-02-19 09:08:59;72;26;26;5;2;3;2;3;0;0;0
2020-02-19 09:09:59;72;26;26;5;2;3;2;3;0;0;0
2020-02-19 09:10:58;72;26;26;5;2;3;2;3;0;0;0
2020-02-19 09:11:59;72;26;26;5;2;3;2;3;0;0;0
2020-02-19 09:12:58;73;26;27;5;2;3;2;3;0;0;0
2020-02-19 09:13:59;73;26;27;5;2;3;2;3;0;0;0
2020-02-19 09:14:59;73;26;27;5;2;3;2;3;0;0;0
2020-02-19 09:15:59;73;26;27;5;2;3;2;3;0;0;0
2020-02-19 09:16:58;73;26;27;5;2;3;2;3;0;0;0
2020-02-19 09:17:59;73;26;27;5;2;3;2;3;0;0;0
2020-02-19 09:18:59;73;26;27;5;2;3;2;3;0;0;0
2020-02-19 09:20:00;73;26;27;5;2;3;2;3;0;0;0
2020-02-19 09:20:58;73;26;27;5;2;3;2;3;0;0;0
2020-02-19 09:21:59;73;26;27;5;2;3;2;3;0;0;0
2020-02-19 09:22:58;73;26;27;5;2;3;2;3;0;0;0
2020-02-19 09:23:59;74;26;28;5;2;3;2;3;0;0;0
2020-02-19 09:24:59;74;26;28;5;2;3;2;3;0;0;0
2020-02-19 09:25:58;74;26;28;5;2;3;2;3;0;0;0
2020-02-19 09:26:59;74;26;28;5;2;3;2;3;0;0;0
2020-02-19 09:28:00;74;26;28;5;2;3;2;3;0;0;0
2020-02-19 09:28:58;75;27;28;5;2;3;2;3;0;0;0
2020-02-19 09:29:59;75;27;28;5;2;3;2;3;0;0;0
2020-02-19 09:30:59;76;28;28;5;2;3;2;3;0;0;0
2020-02-19 09:31:58;76;28;28;5;2;3;2;3;0;0;0
2020-02-19 09:32:59;76;28;28;5;2;3;2;3;0;0;0
2020-02-19 09:33:59;76;28;28;5;2;3;2;3;0;0;0
2020-02-19 09:34:58;76;28;28;5;2;3;2;3;0;0;0
2020-02-19 09:35:59;76;28;28;5;2;3;2;3;0;0;0
2020-02-19 09:36:59;76;28;28;5;2;3;2;3;0;0;0
2020-02-19 09:37:58;76;28;28;5;2;3;2;3;0;0;0
2020-02-19 09:38:59;77;29;28;5;2;3;2;3;0;0;0
2020-02-19 09:39:59;77;29;28;5;2;3;2;3;0;0;0
2020-02-19 09:40:59;77;29;28;5;2;3;2;3;0;0;0
2020-02-19 09:41:58;77;29;28;5;2;3;2;3;0;0;0
2020-02-19 09:42:59;78;29;29;5;2;3;2;3;0;0;0
2020-02-19 09:43:59;78;29;29;5;2;3;2;3;0;0;0
2020-02-19 09:44:58;78;29;29;5;2;3;2;3;0;0;0
2020-02-19 09:45:59;78;29;29;5;2;3;2;3;0;0;0
2020-02-19 09:46:59;78;29;29;5;2;3;2;3;0;0;0
2020-02-19 09:47:59;78;29;29;5;2;3;2;3;0;0;0
2020-02-19 09:48:58;78;29;29;5;2;3;2;3;0;0;0
2020-02-19 09:49:59;78;29;29;5;2;3;2;3;0;0;0
2020-02-19 09:50:59;79;29;30;5;2;3;2;3;0;0;0
2020-02-19 09:51:58;80;29;30;6;2;3;2;3;0;0;0
2020-02-19 09:52:59;80;29;30;6;2;3;2;3;0;0;0
2020-02-19 09:53:59;81;29;31;6;2;3;2;3;0;0;0
2020-02-19 09:55:00;81;29;31;6;2;3;2;3;0;0;0
2020-02-19 09:55:58;81;29;31;6;2;3;2;3;0;0;0
2020-02-19 09:56:59;82;29;31;6;3;3;2;3;0;0;0
2020-02-19 09:57:59;83;29;32;6;3;3;2;3;0;0;0
2020-02-19 09:58:58;83;29;32;6;3;3;2;3;0;0;0
2020-02-19 09:59:59;83;29;32;6;3;3;2;3;0;0;0
2020-02-19 10:00:59;83;29;32;6;3;3;2;3;0;0;0
2020-02-19 10:01:59;84;30;32;6;3;3;2;3;0;0;0
2020-02-19 10:02:58;84;30;32;6;3;3;2;3;0;0;0
2020-02-19 10:03:59;84;30;32;6;3;3;2;3;0;0;0
2020-02-19 10:04:59;84;30;32;6;3;3;2;3;0;0;0
2020-02-19 10:05:58;84;30;32;6;3;3;2;3;0;0;0
2020-02-19 10:06:59;85;30;33;6;3;3;2;3;0;0;0
2020-02-19 10:07:59;85;30;33;6;3;3;2;3;0;0;0
2020-02-19 10:08:59;85;30;33;6;3;3;2;3;0;0;0
2020-02-19 10:09:58;86;30;34;6;3;3;2;3;0;0;0
2020-02-19 10:10:59;87;30;35;6;3;3;2;3;0;0;0
2020-02-19 10:11:58;87;30;35;6;3;3;2;3;0;0;0
2020-02-19 10:12:59;87;30;35;6;3;3;2;3;0;0;0
2020-02-19 10:13:59;87;30;35;6;3;3;2;3;0;0;0
2020-02-19 10:14:58;87;30;35;6;3;3;2;3;0;0;0
2020-02-19 10:15:59;88;30;36;6;3;3;2;3;0;0;0
2020-02-19 10:16:59;89;31;36;6;3;3;2;3;0;0;0
2020-02-19 10:17:58;89;31;36;6;3;3;2;3;0;0;0
2020-02-19 10:18:59;91;32;37;6;3;3;2;3;0;0;0
2020-02-19 10:19:59;93;32;38;6;3;3;2;3;0;0;0
2020-02-19 10:20:59;93;32;38;6;3;3;2;3;0;0;0
2020-02-19 10:21:58;94;32;38;6;3;3;2;4;0;0;0
2020-02-19 10:22:59;98;34;40;6;3;3;2;4;0;0;0
2020-02-19 10:23:59;98;33;40;6;3;3;2;5;0;0;0
2020-02-19 10:24:58;99;34;40;6;3;3;2;5;0;0;0
2020-02-19 10:25:59;100;35;40;6;3;3;2;5;0;0;0
2020-02-19 10:26:59;101;35;40;6;3;3;2;5;0;0;0
2020-02-19 10:27:58;102;35;41;6;3;3;2;5;0;0;0
2020-02-19 10:28:59;102;35;41;6;3;3;2;5;0;0;0
2020-02-19 10:29:59;103;36;41;6;3;3;2;5;0;0;0
2020-02-19 10:30:59;104;37;41;6;3;3;2;5;0;0;0
2020-02-19 10:31:58;104;37;41;6;3;3;2;5;0;0;0
2020-02-19 10:32:59;104;38;41;6;3;3;2;4;0;0;0
2020-02-19 10:33:59;104;38;41;6;3;3;2;4;0;0;0
2020-02-19 10:35:00;105;38;42;6;3;3;2;4;0;0;0
2020-02-19 10:35:58;108;39;43;6;3;3;2;4;0;0;0
2020-02-19 10:36:59;109;40;43;6;3;3;2;4;0;0;0
2020-02-19 10:37:59;109;40;43;6;3;3;2;4;0;0;0
2020-02-19 10:38:58;110;41;43;6;3;3;2;4;0;0;0
2020-02-19 10:39:59;110;41;43;6;3;3;2;4;0;0;0
2020-02-19 10:40:59;112;43;43;6;3;3;2;4;0;0;0
2020-02-19 10:41:58;113;43;44;6;3;3;2;4;0;0;0
2020-02-19 10:42:59;113;43;44;6;3;3;2;4;0;0;0
2020-02-19 10:43:59;113;43;44;6;3;3;2;4;0;0;0
2020-02-19 10:44:58;113;43;44;6;3;3;2;4;0;0;0
2020-02-19 10:45:59;113;43;44;6;3;3;2;4;0;0;0
2020-02-19 10:46:59;113;43;44;6;3;3;2;4;0;0;0
2020-02-19 10:47:58;113;43;44;6;3;3;2;4;0;0;0
2020-02-19 10:48:59;113;43;44;6;3;3;2;4;0;0;0
2020-02-19 10:49:59;113;43;44;6;3;3;2;4;0;0;0
2020-02-19 10:50:58;113;43;44;6;3;3;2;4;0;0;0
2020-02-19 10:51:59;113;43;44;6;3;3;2;4;0;0;0
2020-02-19 10:52:59;114;44;44;6;3;3;2;4;0;0;0
2020-02-19 10:53:59;113;44;44;6;3;3;2;4;0;0;0
2020-02-19 10:54:58;114;44;45;6;3;3;2;4;0;0;0
2020-02-19 10:55:59;114;44;45;6;3;3;2;4;0;0;0
2020-02-19 10:56:59;115;44;46;6;3;3;2;4;0;0;0
2020-02-19 10:57:59;116;44;47;6;3;3;2;4;0;0;0
2020-02-19 10:58:58;118;45;48;6;3;3;2;4;0;0;0
2020-02-19 10:59:59;118;45;48;6;3;3;2;4;0;0;0
2020-02-19 11:00:58;118;45;48;6;3;3;2;4;0;0;0
2020-02-19 11:01:59;118;45;48;6;3;3;2;4;0;0;0
2020-02-19 11:02:59;118;45;48;6;3;3;2;4;0;0;0
2020-02-19 11:03:58;118;45;48;6;3;3;2;4;0;0;0
2020-02-19 11:04:59;119;45;49;6;3;3;2;4;0;0;0
2020-02-19 11:05:59;120;45;50;6;3;3;2;4;0;0;0
2020-02-19 11:06:58;120;45;50;6;3;3;2;4;0;0;0
2020-02-19 11:07:59;121;45;51;6;3;3;2;4;0;0;0
2020-02-19 11:08:58;121;45;51;6;3;3;2;4;0;0;0
2020-02-19 11:09:59;121;45;51;6;3;3;2;4;0;0;0
2020-02-19 11:10:59;123;46;52;6;3;3;2;4;0;0;0
2020-02-19 11:11:59;124;47;52;6;3;3;2;4;0;0;0
2020-02-19 11:13:00;124;47;52;6;3;3;2;4;0;0;0
2020-02-19 11:13:58;124;47;52;6;3;3;2;4;0;0;0
2020-02-19 11:14:59;124;47;52;6;3;3;2;4;0;0;0
2020-02-19 11:15:59;124;47;52;6;3;3;2;4;0;0;0
2020-02-19 11:16:58;124;47;52;6;3;3;2;4;0;0;0
2020-02-19 11:17:59;124;47;52;6;3;3;2;4;0;0;0
2020-02-19 11:18:59;124;47;52;6;3;3;2;4;0;0;0
2020-02-19 11:19:58;124;47;52;6;3;3;2;4;0;0;0
2020-02-19 11:20:59;124;47;52;6;3;3;2;4;0;0;0
2020-02-19 11:21:59;125;47;53;6;3;3;2;4;0;0;0
2020-02-19 11:22:59;125;47;53;6;3;3;2;4;0;0;0
2020-02-19 11:23:58;125;47;53;6;3;3;2;4;0;0;0
2020-02-19 11:24:59;126;47;54;6;3;3;2;4;0;0;0
2020-02-19 11:25:59;127;47;55;6;3;3;2;4;0;0;0
2020-02-19 11:26:58;127;47;55;6;3;3;2;4;0;0;0
2020-02-19 11:27:59;128;47;56;6;3;3;2;4;0;0;0
2020-02-19 11:28:59;130;48;57;6;3;3;2;4;0;0;0
2020-02-19 11:29:58;130;48;57;6;3;3;2;4;0;0;0
2020-02-19 11:30:59;131;48;57;6;3;3;2;4;0;0;0
2020-02-19 11:31:59;131;48;57;6;3;3;2;4;0;0;0
2020-02-19 11:32:59;132;48;58;6;3;3;2;4;0;0;0
2020-02-19 11:33:58;133;48;58;7;3;3;2;4;0;0;0
2020-02-19 11:34:59;133;48;58;7;3;3;2;4;0;0;0
2020-02-19 11:35:59;133;48;58;7;3;3;2;4;0;0;0
2020-02-19 11:36:58;133;48;58;7;3;3;2;4;0;0;0
2020-02-19 11:37:59;133;48;58;7;3;3;2;4;0;0;0
2020-02-19 11:38:59;133;48;58;7;3;3;2;4;0;0;0
2020-02-19 11:39:58;135;49;59;7;3;3;2;4;0;0;0
2020-02-19 11:40:59;136;49;60;7;3;3;2;4;0;0;0
2020-02-19 11:41:59;137;50;60;7;3;3;2;4;0;0;0
2020-02-19 11:42:59;137;50;60;7;3;3;2;4;0;0;0
2020-02-19 11:43:58;138;50;61;7;3;3;2;4;0;0;0
2020-02-19 11:44:59;138;50;61;7;3;3;2;4;0;0;0
2020-02-19 11:45:59;139;50;61;7;3;3;3;4;0;0;0
2020-02-19 11:46:58;139;50;61;7;3;3;3;4;0;0;0
2020-02-19 11:47:59;140;50;62;7;3;3;3;4;0;0;0
2020-02-19 11:48:58;141;51;62;7;3;3;3;4;0;0;0
2020-02-19 11:49:59;141;51;62;7;3;3;3;4;0;0;0
2020-02-19 11:50:59;141;51;62;7;3;3;3;4;0;0;0
2020-02-19 11:51:58;141;51;62;7;3;3;3;4;0;0;0
2020-02-19 11:52:59;141;51;62;7;3;3;3;4;0;0;0
2020-02-19 11:53:59;142;51;63;7;3;3;3;4;0;0;0
2020-02-19 11:54:59;142;51;63;7;3;3;3;4;0;0;0
2020-02-19 11:55:58;142;51;63;7;3;3;3;4;0;0;0
2020-02-19 11:56:59;143;52;63;7;3;3;3;4;0;0;0
2020-02-19 11:57:58;143;52;63;7;3;3;3;4;0;0;0
2020-02-19 11:58:59;143;52;63;7;3;3;3;4;0;0;0
2020-02-19 11:59:59;143;52;63;7;3;3;3;4;0;0;0
2020-02-19 12:00:58;144;53;63;7;3;3;3;4;0;0;0
2020-02-19 12:01:59;144;53;63;7;3;3;3;4;0;0;0
2020-02-19 12:02:59;144;53;63;7;3;3;3;4;0;0;0
2020-02-19 12:03:59;144;53;63;7;3;3;3;4;0;0;0
2020-02-19 12:04:58;145;53;64;7;3;3;3;4;0;0;0
2020-02-19 12:05:59;145;53;64;7;3;3;3;4;0;0;0
2020-02-19 12:06:59;145;53;64;7;3;3;3;4;0;0;0
2020-02-19 12:07:59;145;53;64;7;3;3;3;4;0;0;0
2020-02-19 12:08:58;146;53;64;7;3;3;3;4;0;0;0
2020-02-19 12:09:59;146;53;64;7;3;3;3;4;0;0;0
2020-02-19 12:10:59;147;53;64;7;3;3;3;4;0;0;0
2020-02-19 12:11:58;147;53;64;7;3;3;3;4;0;0;0
2020-02-19 12:12:59;148;53;65;7;3;3;3;4;0;0;0
2020-02-19 12:13:59;148;53;65;7;3;3;3;4;0;0;0
2020-02-19 12:14:58;148;53;65;7;3;3;3;4;0;0;0
2020-02-19 12:15:59;148;53;65;7;3;3;3;4;0;0;0
2020-02-19 12:16:59;148;53;65;7;3;3;3;4;0;0;0
2020-02-19 12:17:59;148;53;65;7;3;3;3;4;0;0;0
2020-02-19 12:18:58;148;53;65;7;3;3;3;4;0;0;0
2020-02-19 12:19:59;148;53;65;7;3;3;3;4;0;0;0
2020-02-19 12:20:59;148;53;65;7;3;3;3;4;0;0;0
2020-02-19 12:21:58;148;53;65;7;3;3;3;4;0;0;0
2020-02-19 12:22:59;148;53;65;7;3;3;3;4;0;0;0
2020-02-19 12:23:59;149;52;67;7;3;3;3;4;0;0;0
2020-02-19 12:24:59;150;52;68;7;3;3;3;4;0;0;0
2020-02-19 12:25:58;150;52;68;7;3;3;3;4;0;0;0
2020-02-19 12:26:59;150;52;68;7;3;3;3;4;0;0;0
2020-02-19 12:27:59;151;52;69;7;3;3;3;4;0;0;0
2020-02-19 12:29:00;152;53;69;7;3;3;3;4;0;0;0
2020-02-19 12:29:58;152;53;69;7;3;3;3;4;0;0;0
2020-02-19 12:30:59;152;53;69;7;3;3;3;4;0;0;0
2020-02-19 12:31:59;152;53;69;7;3;3;3;4;0;0;0
2020-02-19 12:32:58;153;54;69;7;3;3;3;4;0;0;0
2020-02-19 12:33:59;153;54;69;7;3;3;3;4;0;0;0
2020-02-19 12:34:59;153;54;69;7;3;3;3;4;0;0;0
2020-02-19 12:35:58;153;54;69;7;3;3;3;4;0;0;0
2020-02-19 12:36:59;153;54;69;7;3;3;3;4;0;0;0
2020-02-19 12:37:59;153;54;69;7;3;3;3;4;0;0;0
2020-02-19 12:38:59;153;54;69;7;3;3;3;4;0;0;0
2020-02-19 12:39:58;154;55;69;7;3;3;3;4;0;0;0
2020-02-19 12:40:59;154;55;69;7;3;3;3;4;0;0;0
2020-02-19 12:41:59;154;55;69;7;3;3;3;4;0;0;0
2020-02-19 12:42:58;154;55;69;7;3;3;3;4;0;0;0
2020-02-19 12:43:59;154;55;69;7;3;3;3;4;0;0;0
2020-02-19 12:44:59;155;55;70;7;3;3;3;4;0;0;0
2020-02-19 12:45:59;155;55;70;7;3;3;3;4;0;0;0
2020-02-19 12:46:58;155;55;70;7;3;3;3;4;0;0;0
2020-02-19 12:47:59;155;55;70;7;3;3;3;4;0;0;0
2020-02-19 12:48:59;155;55;70;7;3;3;3;4;0;0;0
2020-02-19 12:49:58;156;55;71;7;3;3;3;4;0;0;0
2020-02-19 12:50:59;156;55;71;7;3;3;3;4;0;0;0
2020-02-19 12:51:59;156;55;71;7;3;3;3;4;0;0;0
2020-02-19 12:52:59;156;55;71;7;3;3;3;4;0;0;0
2020-02-19 12:53:58;156;55;71;7;3;3;3;4;0;0;0
2020-02-19 12:54:59;156;55;71;7;3;3;3;4;0;0;0
2020-02-19 12:55:59;156;55;71;7;3;3;3;4;0;0;0
2020-02-19 12:56:59;156;55;71;7;3;3;3;4;0;0;0
2020-02-19 12:57:58;156;55;71;7;3;3;3;4;0;0;0
2020-02-19 12:58:59;156;55;71;7;3;3;3;4;0;0;0
2020-02-19 12:59:59;156;55;71;7;3;3;3;4;0;0;0
2020-02-19 13:00:58;156;55;71;7;3;3;3;4;0;0;0
2020-02-19 13:01:59;157;55;72;7;3;3;3;4;0;0;0
2020-02-19 13:02:59;157;55;72;7;3;3;3;4;0;0;0
2020-02-19 13:03:58;157;55;72;7;3;3;3;4;0;0;0
2020-02-19 13:04:59;157;55;72;7;3;3;3;4;0;0;0
2020-02-19 13:05:59;157;55;72;7;3;3;3;4;0;0;0
