datetime;total_votes;Tae4ka;phoenyxxx;navalny;ZevB3K;Alterdino;Der_Sturmer;rodeo;Noop;phb4;bf6
2019-08-14 06:28:59;77;22;11;0;2;9;3;5;5;3;0
2019-08-14 06:29:58;77;22;11;0;2;9;3;5;5;3;0
2019-08-14 06:30:59;77;22;11;0;2;9;3;5;5;3;0
2019-08-14 06:31:59;77;22;11;0;2;9;3;5;5;3;0
2019-08-14 06:32:58;77;22;11;0;2;9;3;5;5;3;0
2019-08-14 06:33:59;78;22;11;0;2;9;3;5;5;3;0
2019-08-14 06:34:59;78;22;11;0;2;9;3;5;5;3;0
2019-08-14 06:35:58;78;22;11;0;2;9;3;5;5;3;0
2019-08-14 06:36:59;78;22;11;0;2;9;3;5;5;3;0
2019-08-14 06:37:59;78;22;11;0;2;9;3;5;5;3;0
2019-08-14 06:38:58;78;22;11;0;2;9;3;5;5;3;0
2019-08-14 06:39:59;78;22;11;0;2;9;3;5;5;3;0
2019-08-14 06:41:00;78;22;11;0;2;9;3;5;5;3;0
2019-08-14 06:41:58;78;22;11;0;2;9;3;5;5;3;0
2019-08-14 06:42:59;78;22;11;0;2;9;3;5;5;3;0
2019-08-14 06:43:58;78;22;11;0;2;9;3;5;5;3;0
2019-08-14 06:44:59;79;22;12;0;2;9;3;5;5;3;0
2019-08-14 06:45:59;79;22;12;0;2;9;3;5;5;3;0
2019-08-14 06:46:58;79;22;12;0;2;9;3;5;5;3;0
2019-08-14 06:47:59;79;22;12;0;2;9;3;5;5;3;0
2019-08-14 06:48:59;79;22;12;0;2;9;3;5;5;3;0
2019-08-14 06:49:58;79;22;12;0;2;9;3;5;5;3;0
2019-08-14 06:50:59;79;22;12;0;2;9;3;5;5;3;0
2019-08-14 06:51:58;80;22;13;0;2;9;3;5;5;3;0
2019-08-14 06:52:59;81;23;13;0;2;9;3;5;5;3;0
2019-08-14 06:54:00;82;23;13;0;2;9;3;5;5;3;0
2019-08-14 06:54:58;82;23;13;0;2;9;3;5;5;3;0
2019-08-14 06:55:59;82;23;13;0;2;9;3;5;5;3;0
2019-08-14 06:56:58;82;23;13;0;2;9;3;5;5;3;0
2019-08-14 06:57:59;82;23;13;0;2;9;3;5;5;3;0
2019-08-14 06:58:59;82;23;13;0;2;9;3;5;5;3;0
2019-08-14 07:00:00;83;24;14;0;2;8;3;5;5;3;0
2019-08-14 07:00:58;84;24;14;0;2;9;3;5;5;3;0
2019-08-14 07:01:59;84;24;14;0;2;9;3;5;5;3;0
2019-08-14 07:02:59;84;24;14;0;2;9;3;5;5;3;0
2019-08-14 07:03:58;84;24;14;0;2;9;3;5;5;3;0
2019-08-14 07:04:59;84;24;14;0;2;9;3;5;5;3;0
2019-08-14 07:05:58;84;24;14;0;2;9;3;5;5;3;0
2019-08-14 07:06:59;84;24;14;0;2;9;3;5;5;3;0
2019-08-14 07:07:59;85;24;14;0;2;9;3;5;5;3;0
2019-08-14 07:08:58;85;24;14;0;2;9;3;5;5;3;0
2019-08-14 07:09:59;85;24;14;0;2;9;3;5;5;3;0
2019-08-14 07:10:58;85;24;14;0;2;9;3;5;5;3;0
2019-08-14 07:11:59;85;24;14;0;2;9;3;5;5;3;0
2019-08-14 07:12:59;85;24;14;0;2;9;3;5;5;3;0
2019-08-14 07:13:59;85;24;14;0;2;9;3;5;5;3;0
2019-08-14 07:14:58;85;24;14;0;2;9;3;5;5;3;0
2019-08-14 07:15:59;85;24;14;0;2;9;3;5;5;3;0
2019-08-14 07:16:58;85;24;14;0;2;9;3;5;5;3;0
2019-08-14 07:17:59;85;24;14;0;2;9;3;5;5;3;0
2019-08-14 07:18:59;85;24;14;0;2;9;3;5;5;3;0
2019-08-14 07:19:58;86;25;14;0;2;9;3;5;5;3;0
2019-08-14 07:20:59;86;25;14;0;2;9;3;5;5;3;0
2019-08-14 07:21:59;86;25;14;0;2;9;3;5;5;3;0
2019-08-14 07:22:58;86;25;14;0;2;9;3;5;5;3;0
2019-08-14 07:23:59;86;25;14;0;2;9;3;5;5;3;0
2019-08-14 07:24:59;86;25;14;0;2;9;3;5;5;3;0
2019-08-14 07:25:58;86;25;14;0;2;9;3;5;5;3;0
2019-08-14 07:26:59;86;25;14;0;2;9;3;5;5;3;0
2019-08-14 07:27:59;86;25;14;0;2;9;3;5;5;3;0
2019-08-14 07:28:58;86;25;14;0;2;9;3;5;5;3;0
2019-08-14 07:29:59;86;25;14;0;2;9;3;5;5;3;0
2019-08-14 07:30:59;86;25;14;0;2;9;3;5;5;3;0
2019-08-14 07:31:58;86;25;14;0;2;9;3;5;5;3;0
2019-08-14 07:32:59;88;25;15;0;3;9;3;5;5;3;0
2019-08-14 07:33:59;88;25;15;0;3;9;3;5;5;3;0
2019-08-14 07:34:58;88;25;15;0;3;9;3;5;5;3;0
2019-08-14 07:35:59;88;25;15;0;3;9;3;5;5;3;0
2019-08-14 07:36:59;88;25;15;0;3;9;3;5;5;3;0
2019-08-14 07:37:58;89;25;15;0;3;9;3;5;6;3;0
2019-08-14 07:38:59;89;25;15;0;3;9;3;5;6;3;0
2019-08-14 07:39:59;90;26;15;0;3;9;3;5;6;3;0
2019-08-14 07:40:58;90;26;15;0;3;9;3;5;6;3;0
2019-08-14 07:41:59;90;26;15;0;3;9;3;5;6;3;0
2019-08-14 07:42:59;90;26;15;0;3;9;3;5;6;3;0
2019-08-14 07:43:58;91;26;15;0;3;10;3;5;6;3;0
2019-08-14 07:44:59;91;26;15;0;3;10;3;5;6;3;0
2019-08-14 07:45:59;91;26;15;0;3;10;3;5;6;3;0
2019-08-14 07:46:58;91;26;15;0;3;10;3;5;6;3;0
2019-08-14 07:47:59;91;26;15;0;3;10;3;5;6;3;0
2019-08-14 07:48:59;91;26;15;0;3;10;3;5;6;3;0
2019-08-14 07:49:58;91;26;15;0;3;10;3;5;6;3;0
2019-08-14 07:50:59;91;26;15;0;3;10;3;5;6;3;0
2019-08-14 07:51:59;92;26;16;0;3;10;3;5;6;3;0
2019-08-14 07:52:58;92;26;16;0;3;10;3;5;6;3;0
2019-08-14 07:53:59;92;26;16;0;3;10;3;5;6;3;0
2019-08-14 07:54:59;92;26;16;0;3;10;3;5;6;3;0
2019-08-14 07:55:58;92;26;16;0;3;10;3;5;6;3;0
2019-08-14 07:56:59;92;26;16;0;3;10;3;5;6;3;0
2019-08-14 07:57:59;92;26;16;0;3;10;3;5;6;3;0
2019-08-14 07:58:58;92;26;16;0;3;10;3;5;6;3;0
2019-08-14 07:59:59;93;26;16;0;3;10;4;5;6;3;0
2019-08-14 08:00:59;93;26;16;0;3;10;4;5;6;3;0
2019-08-14 08:01:59;93;26;16;0;3;10;4;5;6;3;0
2019-08-14 08:02:58;93;26;16;0;3;10;4;5;6;3;0
2019-08-14 08:03:59;93;26;16;0;3;10;4;5;6;3;0
2019-08-14 08:04:59;93;26;16;0;3;10;4;5;6;3;0
2019-08-14 08:05:59;93;26;16;0;3;10;4;5;6;3;0
2019-08-14 08:06:58;93;26;16;0;3;10;4;5;6;3;0
2019-08-14 08:07:59;93;26;16;0;3;10;4;5;6;3;0
2019-08-14 08:08:59;93;26;16;0;3;10;4;5;6;3;0
2019-08-14 08:09:58;93;26;16;0;3;10;4;5;6;3;0
2019-08-14 08:10:59;93;26;16;0;3;10;4;5;6;3;0
2019-08-14 08:11:58;93;26;16;0;3;10;4;5;6;3;0
2019-08-14 08:12:59;93;26;16;0;3;10;4;5;6;3;0
2019-08-14 08:13:59;93;26;16;0;3;10;4;5;6;3;0
2019-08-14 08:14:58;93;26;16;0;3;10;4;5;6;3;0
2019-08-14 08:15:59;93;26;16;0;3;10;4;5;6;3;0
2019-08-14 08:16:59;94;26;17;0;3;10;4;5;6;3;0
2019-08-14 08:17:58;94;26;17;0;3;10;4;5;6;3;0
2019-08-14 08:18:59;94;26;17;0;3;10;4;5;6;3;0
2019-08-14 08:19:59;94;26;17;0;3;10;4;5;6;3;0
2019-08-14 08:20:58;94;26;17;0;3;10;4;5;6;3;0
2019-08-14 08:21:59;94;26;17;0;3;10;4;5;6;3;0
2019-08-14 08:22:59;95;26;17;0;3;10;5;5;6;3;0
2019-08-14 08:23:58;95;26;17;0;3;10;5;5;6;3;0
2019-08-14 08:24:59;95;26;17;0;3;10;5;5;6;3;0
2019-08-14 08:25:58;95;26;17;0;3;10;5;5;6;3;0
2019-08-14 08:26:59;95;26;17;0;3;10;5;5;6;3;0
2019-08-14 08:27:59;95;26;17;0;3;10;5;5;6;3;0
2019-08-14 08:28:58;95;26;17;0;3;10;5;5;6;3;0
2019-08-14 08:29:59;95;26;17;0;3;10;5;5;6;3;0
2019-08-14 08:30:59;95;26;17;0;3;10;5;5;6;3;0
2019-08-14 08:31:58;95;26;17;0;3;10;5;5;6;3;0
2019-08-14 08:32:59;95;26;17;0;3;10;5;5;6;3;0
2019-08-14 08:33:59;95;26;17;0;3;10;5;5;6;3;0
2019-08-14 08:34:58;95;26;17;0;3;10;5;5;6;3;0
2019-08-14 08:35:59;95;26;17;0;3;10;5;5;6;3;0
2019-08-14 08:36:59;95;26;17;0;3;10;5;5;6;3;0
2019-08-14 08:37:58;95;26;17;0;3;10;5;5;6;3;0
2019-08-14 08:38:59;95;26;17;0;3;10;5;5;6;3;0
2019-08-14 08:39:58;95;26;17;0;3;10;5;5;6;3;0
2019-08-14 08:40:59;95;26;17;0;3;10;5;5;6;3;0
2019-08-14 08:41:59;95;26;17;0;3;10;5;5;6;3;0
2019-08-14 08:42:58;95;26;17;0;3;10;5;5;6;3;0
2019-08-14 08:43:59;96;26;18;0;3;10;5;5;6;3;0
2019-08-14 08:44:59;96;26;18;0;3;10;5;5;6;3;0
2019-08-14 08:45:58;96;26;18;0;3;10;5;5;6;3;0
2019-08-14 08:46:59;97;27;18;0;3;10;5;5;6;3;0
2019-08-14 08:47:59;97;27;18;0;3;10;5;5;6;3;0
2019-08-14 08:49:00;97;27;18;0;3;10;5;5;6;3;0
2019-08-14 08:49:58;97;27;18;0;3;10;5;5;6;3;0
2019-08-14 08:50:59;97;27;18;0;3;10;5;5;6;3;0
2019-08-14 08:51:59;97;27;18;0;3;10;5;5;6;3;0
2019-08-14 08:52:59;97;27;18;0;3;10;5;5;6;3;0
2019-08-14 08:53:58;97;27;18;0;3;10;5;5;6;3;0
2019-08-14 08:54:59;97;27;18;0;3;10;5;5;6;3;0
2019-08-14 08:55:59;97;27;18;0;3;10;5;5;6;3;0
2019-08-14 08:56:58;97;27;18;0;3;10;5;5;6;3;0
2019-08-14 08:57:59;97;27;18;0;3;10;5;5;6;3;0
2019-08-14 08:58:58;97;27;18;0;3;10;5;5;6;3;0
2019-08-14 08:59:59;98;27;18;2;3;10;5;5;6;3;0
2019-08-14 09:00:59;98;27;18;2;3;10;5;5;6;3;0
2019-08-14 09:01:58;99;28;18;2;3;10;5;5;6;3;0
2019-08-14 09:02:59;100;28;18;2;3;11;5;5;6;3;0
2019-08-14 09:03:59;101;29;18;2;3;11;5;5;6;3;0
2019-08-14 09:04:58;101;29;18;2;3;11;5;5;6;3;0
2019-08-14 09:05:59;102;30;18;2;3;11;5;5;6;3;0
2019-08-14 09:06:59;102;30;18;2;3;11;5;5;6;3;0
2019-08-14 09:07:58;102;30;18;2;3;11;5;5;6;3;0
2019-08-14 09:08:59;102;30;18;2;3;11;5;5;6;3;0
2019-08-14 09:09:59;102;30;18;2;3;11;5;5;6;3;0
2019-08-14 09:10:58;102;30;18;2;3;11;5;5;6;3;0
2019-08-14 09:11:59;102;30;18;2;3;11;5;5;6;3;0
2019-08-14 09:12:59;103;31;18;2;3;11;5;5;6;3;0
2019-08-14 09:13:58;103;31;18;2;3;11;5;5;6;3;0
2019-08-14 09:14:59;103;31;18;2;3;11;5;5;6;3;0
2019-08-14 09:16:00;103;31;18;2;3;11;5;5;6;3;0
2019-08-14 09:16:58;103;31;18;2;3;11;5;5;6;3;0
2019-08-14 09:17:59;103;31;18;2;3;11;5;5;6;3;0
2019-08-14 09:18:58;103;31;18;2;3;11;5;5;6;3;0
2019-08-14 09:19:59;103;31;18;2;3;11;5;5;6;3;0
2019-08-14 09:20:59;103;31;18;2;3;11;5;5;6;3;0
2019-08-14 09:21:58;103;31;18;2;3;11;5;5;6;3;0
2019-08-14 09:22:59;103;31;18;2;3;11;5;5;6;3;0
2019-08-14 09:23:59;104;32;18;2;3;11;5;5;6;3;0
2019-08-14 09:24:58;104;32;18;2;3;11;5;5;6;3;0
2019-08-14 09:25:59;104;32;18;2;3;11;5;5;6;3;0
2019-08-14 09:26:59;106;32;18;3;3;11;5;5;6;3;0
2019-08-14 09:27:58;106;32;18;3;3;11;5;5;6;3;0
2019-08-14 09:28:59;106;32;18;3;3;11;5;5;6;3;0
2019-08-14 09:29:59;106;32;18;3;3;11;5;5;6;3;0
2019-08-14 09:30:58;106;32;18;3;3;11;5;5;6;3;0
2019-08-14 09:31:59;106;32;18;3;3;11;5;5;6;3;0
2019-08-14 09:32:59;106;32;18;3;3;11;5;5;6;3;0
2019-08-14 09:33:58;106;32;18;3;3;11;5;5;6;3;0
2019-08-14 09:34:59;107;33;18;3;3;11;5;5;6;3;0
2019-08-14 09:35:58;107;33;18;3;3;11;5;5;6;3;0
2019-08-14 09:36:59;107;33;18;3;3;11;5;5;6;3;0
2019-08-14 09:37:58;107;33;18;3;3;11;5;5;6;3;0
2019-08-14 09:38:59;109;34;18;3;3;11;5;6;6;3;0
2019-08-14 09:39:59;109;34;18;3;3;11;5;6;6;3;0
2019-08-14 09:40:59;111;35;19;3;3;11;5;6;6;3;0
2019-08-14 09:41:58;112;36;19;3;3;11;5;6;6;3;0
2019-08-14 09:42:59;112;36;19;3;3;11;5;6;6;3;0
2019-08-14 09:43:59;112;36;19;3;3;11;5;6;6;3;0
2019-08-14 09:44:58;113;37;19;3;3;11;5;6;6;3;0
2019-08-14 09:45:59;113;37;19;3;3;11;5;6;6;3;0
2019-08-14 09:46:59;113;37;19;3;3;11;5;6;6;3;0
2019-08-14 09:47:58;114;37;19;3;3;11;5;7;6;3;0
2019-08-14 09:48:59;114;37;19;3;3;11;5;7;6;3;0
2019-08-14 09:49:59;114;37;19;3;3;11;5;7;6;3;0
2019-08-14 09:50:58;114;37;19;3;3;11;5;7;6;3;0
2019-08-14 09:51:59;115;38;19;3;3;11;5;7;6;3;0
2019-08-14 09:52:59;115;38;19;3;3;11;5;7;6;3;0
2019-08-14 09:53:58;115;38;19;3;3;11;5;7;6;3;0
2019-08-14 09:54:59;115;38;19;3;3;11;5;7;6;3;0
2019-08-14 09:55:59;115;38;19;3;3;11;5;7;6;3;0
2019-08-14 09:56:58;115;38;19;3;3;11;5;7;6;3;0
2019-08-14 09:57:59;116;38;20;3;3;11;5;7;6;3;0
2019-08-14 09:58:58;116;38;20;3;3;11;5;7;6;3;0
2019-08-14 09:59:59;116;38;20;3;3;11;5;7;6;3;0
2019-08-14 10:00:59;116;38;20;3;3;11;5;7;6;3;0
2019-08-14 10:01:58;117;38;21;3;3;11;5;7;6;3;0
2019-08-14 10:02:59;117;38;21;3;3;11;5;7;6;3;0
2019-08-14 10:03:59;117;38;21;3;3;11;5;7;6;3;0
2019-08-14 10:04:58;118;39;21;3;3;11;5;7;6;3;0
2019-08-14 10:05:59;118;39;21;3;3;11;5;7;6;3;0
2019-08-14 10:06:59;118;39;21;3;3;11;5;7;6;3;0
2019-08-14 10:07:58;118;39;21;3;3;11;5;7;6;3;0
2019-08-14 10:08:59;118;39;21;3;3;11;5;7;6;3;0
2019-08-14 10:09:58;118;39;21;3;3;11;5;7;6;3;0
2019-08-14 10:10:59;119;40;21;3;3;11;5;7;6;3;0
2019-08-14 10:11:58;119;40;21;3;3;11;5;7;6;3;0
2019-08-14 10:12:59;119;40;21;3;3;11;5;7;6;3;0
2019-08-14 10:13:59;119;40;21;3;3;11;5;7;6;3;0
2019-08-14 10:14:58;119;40;21;3;3;11;5;7;6;3;0
2019-08-14 10:15:59;119;40;21;3;3;11;5;7;6;3;0
2019-08-14 10:16:59;120;41;21;3;3;11;5;7;6;3;0
2019-08-14 10:17:58;120;41;21;3;3;11;5;7;6;3;0
2019-08-14 10:18:59;120;41;21;3;3;11;5;7;6;3;0
2019-08-14 10:19:59;120;41;21;3;3;11;5;7;6;3;0
2019-08-14 10:20:58;120;41;21;3;3;11;5;7;6;3;0
2019-08-14 10:21:59;120;41;21;3;3;11;5;7;6;3;0
2019-08-14 10:22:59;120;41;21;3;3;11;5;7;6;3;0
2019-08-14 10:23:58;121;42;21;3;3;11;5;7;6;3;0
2019-08-14 10:24:59;122;43;21;3;3;11;5;7;6;3;0
2019-08-14 10:25:59;122;43;21;3;3;11;5;7;6;3;0
2019-08-14 10:26:58;122;43;21;3;3;11;5;7;6;3;0
2019-08-14 10:27:59;122;43;21;3;3;11;5;7;6;3;0
2019-08-14 10:28:59;122;43;21;3;3;11;5;7;6;3;0
2019-08-14 10:29:58;122;43;21;3;3;11;5;7;6;3;0
2019-08-14 10:30:59;123;44;21;3;3;11;5;7;6;3;0
2019-08-14 10:31:59;123;44;21;3;3;11;5;7;6;3;0
2019-08-14 10:32:58;123;44;21;3;3;11;5;7;6;3;0
2019-08-14 10:33:59;124;45;21;3;3;11;5;7;6;3;0
2019-08-14 10:34:58;126;47;21;3;3;11;5;7;6;3;0
2019-08-14 10:35:59;126;47;21;3;3;11;5;7;6;3;0
2019-08-14 10:36:59;126;47;21;3;3;11;5;7;6;3;0
2019-08-14 10:37:58;127;47;22;3;3;11;5;7;6;3;0
2019-08-14 10:38:59;127;47;22;3;3;11;5;7;6;3;0
2019-08-14 10:39:59;127;47;22;3;3;11;5;7;6;3;0
2019-08-14 10:40:58;127;47;22;3;3;11;5;7;6;3;0
2019-08-14 10:41:59;127;47;22;3;3;11;5;7;6;3;0
2019-08-14 10:42:59;127;47;22;3;3;11;5;7;6;3;0
2019-08-14 10:43:58;127;47;22;3;3;11;5;7;6;3;0
2019-08-14 10:44:59;127;47;22;3;3;11;5;7;6;3;0
2019-08-14 10:45:58;127;47;22;3;3;11;5;7;6;3;0
2019-08-14 10:46:59;127;47;22;3;3;11;5;7;6;3;0
2019-08-14 10:47:59;127;47;22;3;3;11;5;7;6;3;0
2019-08-14 10:48:59;128;48;22;3;3;11;5;7;6;3;0
2019-08-14 10:49:58;129;48;22;3;3;11;6;7;6;3;0
2019-08-14 10:50:59;130;49;22;3;3;11;6;7;6;3;0
2019-08-14 10:51:59;130;49;22;3;3;11;6;7;6;3;0
2019-08-14 10:52:58;131;49;23;3;3;11;6;7;6;3;0
2019-08-14 10:53:59;131;49;23;3;3;11;6;7;6;3;0
2019-08-14 10:54:59;131;49;23;3;3;11;6;7;6;3;0
2019-08-14 10:55:58;131;49;23;3;3;11;6;7;6;3;0
2019-08-14 10:56:59;131;49;23;3;3;11;6;7;6;3;0
2019-08-14 10:57:59;131;49;23;3;3;11;6;7;6;3;0
2019-08-14 10:58:58;132;50;23;3;3;11;6;7;6;3;0
2019-08-14 10:59:59;133;50;23;3;3;11;6;7;7;3;0
2019-08-14 11:00:59;134;51;23;3;3;11;6;7;7;3;0
2019-08-14 11:01:58;134;51;23;3;3;11;6;7;7;3;0
2019-08-14 11:02:59;134;51;23;3;3;11;6;7;7;3;0
2019-08-14 11:03:59;134;51;23;3;3;11;6;7;7;3;0
2019-08-14 11:04:58;134;51;23;3;3;11;6;7;7;3;0
2019-08-14 11:05:59;134;51;23;3;3;11;6;7;7;3;0
2019-08-14 11:06:59;134;51;23;3;3;11;6;7;7;3;0
2019-08-14 11:07:58;134;51;23;3;3;11;6;7;7;3;0
2019-08-14 11:08:59;134;51;23;3;3;11;6;7;7;3;0
2019-08-14 11:09:59;136;52;23;3;3;12;6;7;7;3;0
2019-08-14 11:10:58;136;52;23;3;3;12;6;7;7;3;0
2019-08-14 11:11:59;137;52;24;3;3;12;6;7;7;3;0
2019-08-14 11:12:59;137;52;24;3;3;12;6;7;7;3;0
2019-08-14 11:13:58;137;52;24;3;3;12;6;7;7;3;0
2019-08-14 11:14:59;137;52;24;3;3;12;6;7;7;3;0
2019-08-14 11:15:59;137;52;24;3;3;12;6;7;7;3;0
2019-08-14 11:16:58;137;52;24;3;3;12;6;7;7;3;0
2019-08-14 11:17:59;137;52;24;3;3;12;6;7;7;3;0
2019-08-14 11:18:58;137;52;24;3;3;12;6;7;7;3;0
2019-08-14 11:19:59;137;52;24;3;3;12;6;7;7;3;0
2019-08-14 11:20:59;137;52;24;3;3;12;6;7;7;3;0
2019-08-14 11:21:58;137;52;24;3;3;12;6;7;7;3;0
2019-08-14 11:22:59;137;52;24;3;3;12;6;7;7;3;0
2019-08-14 11:23:59;137;52;24;3;3;12;6;7;7;3;0
2019-08-14 11:24:58;137;52;24;3;3;12;6;7;7;3;0
2019-08-14 11:25:59;137;52;24;3;3;12;6;7;7;3;0
2019-08-14 11:26:59;137;52;24;3;3;12;6;7;7;3;0
2019-08-14 11:27:58;138;52;24;4;3;12;6;7;7;3;0
2019-08-14 11:28:59;138;52;24;4;3;12;6;7;7;3;0
2019-08-14 11:29:59;138;52;24;4;3;12;6;7;7;3;0
2019-08-14 11:30:58;138;52;24;4;3;12;6;7;7;3;0
2019-08-14 11:31:59;138;52;24;4;3;12;6;7;7;3;0
2019-08-14 11:32:59;138;52;24;4;3;12;6;7;7;3;0
2019-08-14 11:33:58;138;52;24;4;3;12;6;7;7;3;0
2019-08-14 11:34:59;138;52;24;4;3;12;6;7;7;3;0
2019-08-14 11:35:59;138;52;24;4;3;12;6;7;7;3;0
2019-08-14 11:36:58;138;52;24;4;3;12;6;7;7;3;0
2019-08-14 11:37:59;138;52;24;4;3;12;6;7;7;3;0
2019-08-14 11:38:59;138;52;24;4;3;12;6;7;7;3;0
2019-08-14 11:39:58;139;53;24;4;3;12;6;7;7;3;0
2019-08-14 11:40:59;140;53;24;4;3;12;6;7;7;4;0
2019-08-14 11:41:59;140;53;24;4;3;12;6;7;7;4;0
2019-08-14 11:42:58;141;53;24;4;3;12;6;8;7;4;0
2019-08-14 11:43:59;141;53;24;4;3;12;6;8;7;4;0
2019-08-14 11:44:59;143;55;24;4;3;12;6;8;7;4;0
2019-08-14 11:45:58;143;55;24;4;3;12;6;8;7;4;0
2019-08-14 11:46:59;143;55;24;4;3;12;6;8;7;4;0
2019-08-14 11:47:59;144;55;24;5;3;12;6;8;7;4;0
2019-08-14 11:48:59;144;55;24;5;3;12;6;8;7;4;0
2019-08-14 11:49:58;144;55;24;5;3;12;6;8;7;4;0
2019-08-14 11:50:59;144;55;24;5;3;12;6;8;7;4;0
2019-08-14 11:52:00;144;55;24;5;3;12;6;8;7;4;0
2019-08-14 11:52:58;144;55;24;5;3;12;6;8;7;4;0
2019-08-14 11:53:59;146;56;24;5;3;13;6;8;7;4;0
2019-08-14 11:54:58;146;56;24;5;3;13;6;8;7;4;0
2019-08-14 11:55:59;147;56;24;5;3;13;6;8;8;4;0
2019-08-14 11:56:59;147;56;24;5;3;13;6;8;8;4;0
2019-08-14 11:57:58;147;56;24;5;3;13;6;8;8;4;0
2019-08-14 11:58:59;147;56;24;5;3;13;6;8;8;4;0
2019-08-14 11:59:59;147;56;24;5;3;13;6;8;8;4;0
2019-08-14 12:00:58;147;56;24;5;3;13;6;8;8;4;0
2019-08-14 12:01:59;147;56;24;5;3;13;6;8;8;4;0
2019-08-14 12:02:58;147;56;24;5;3;13;6;8;8;4;0
2019-08-14 12:03:59;147;56;24;5;3;13;6;8;8;4;0
2019-08-14 12:04:59;147;56;24;5;3;13;6;8;8;4;0
2019-08-14 12:05:58;148;57;24;5;3;13;6;8;8;4;0
2019-08-14 12:06:59;148;57;24;5;3;13;6;8;8;4;0
2019-08-14 12:07:58;149;58;24;5;3;13;6;8;8;4;0
2019-08-14 12:08:59;149;58;24;5;3;13;6;8;8;4;0
2019-08-14 12:09:58;149;58;24;5;3;13;6;8;8;4;0
2019-08-14 12:10:59;149;58;24;5;3;13;6;8;8;4;0
2019-08-14 12:11:59;151;59;24;5;3;13;6;8;8;4;0
2019-08-14 12:12:58;153;60;25;5;3;13;6;8;8;4;0
2019-08-14 12:13:59;155;62;25;5;3;13;6;8;8;4;0
2019-08-14 12:14:59;157;64;25;5;3;13;6;8;8;4;0
2019-08-14 12:16:00;157;64;25;5;3;13;6;8;8;4;0
2019-08-14 12:16:58;157;64;25;5;3;13;6;8;8;4;0
2019-08-14 12:17:59;158;65;25;5;3;13;6;8;8;4;0
2019-08-14 12:18:58;159;66;25;5;3;13;6;8;8;4;0
2019-08-14 12:19:59;159;66;25;5;3;13;6;8;8;4;0
2019-08-14 12:20:59;159;66;25;5;3;13;6;8;8;4;0
2019-08-14 12:21:58;159;66;25;5;3;13;6;8;8;4;0
2019-08-14 12:22:59;159;66;25;5;3;13;6;8;8;4;0
2019-08-14 12:23:59;159;66;25;5;3;13;6;8;8;4;0
2019-08-14 12:24:58;159;66;25;5;3;13;6;8;8;4;0
2019-08-14 12:25:59;159;66;25;5;3;13;6;8;8;4;0
2019-08-14 12:26:59;159;66;25;5;3;13;6;8;8;4;0
2019-08-14 12:27:58;159;66;25;5;3;13;6;8;8;4;0
2019-08-14 12:28:59;159;66;25;5;3;13;6;8;8;4;0
2019-08-14 12:29:59;159;66;25;5;3;13;6;8;8;4;0
2019-08-14 12:30:59;160;67;26;5;3;13;6;8;8;3;0
2019-08-14 12:31:58;160;67;26;5;3;13;6;8;8;3;0
2019-08-14 12:32:59;160;67;26;5;3;13;6;8;8;3;0
2019-08-14 12:33:59;160;67;26;5;3;13;6;8;8;3;0
2019-08-14 12:34:58;160;67;26;5;3;13;6;8;8;3;0
2019-08-14 12:35:59;160;67;26;5;3;13;6;8;8;3;0
2019-08-14 12:36:59;160;67;26;5;3;13;6;8;8;3;0
2019-08-14 12:37:58;160;67;26;5;3;13;6;8;8;3;0
2019-08-14 12:38:59;160;67;26;5;3;13;6;8;8;3;0
2019-08-14 12:39:59;160;67;26;5;3;13;6;8;8;3;0
2019-08-14 12:40:58;160;67;26;5;3;13;6;8;8;3;0
2019-08-14 12:41:59;160;67;26;5;3;13;6;8;8;3;0
2019-08-14 12:42:59;160;67;26;5;3;13;6;8;8;3;0
2019-08-14 12:43:58;160;67;26;5;3;13;6;8;8;3;0
2019-08-14 12:44:59;161;68;26;5;3;13;6;8;8;3;0
2019-08-14 12:45:58;162;69;26;5;3;13;6;8;8;3;0
2019-08-14 12:46:59;162;69;26;5;3;13;6;8;8;3;0
2019-08-14 12:47:59;162;69;26;5;3;13;6;8;8;3;0
2019-08-14 12:48:58;163;69;26;5;4;13;6;8;8;3;0
2019-08-14 12:49:59;163;69;26;5;4;13;6;8;8;3;0
2019-08-14 12:50:59;163;69;26;5;4;13;6;8;8;3;0
2019-08-14 12:51:58;163;69;26;5;4;13;6;8;8;3;0
2019-08-14 12:52:59;163;69;26;5;4;13;6;8;8;3;0
2019-08-14 12:53:59;164;70;26;5;4;13;6;8;8;3;0
2019-08-14 12:54:59;164;70;26;5;4;13;6;8;8;3;0
2019-08-14 12:55:58;164;70;26;5;4;13;6;8;8;3;0
2019-08-14 12:56:59;164;70;26;5;4;13;6;8;8;3;0
2019-08-14 12:57:59;164;70;26;5;4;13;6;8;8;3;0
2019-08-14 12:58:58;164;70;26;5;4;13;6;8;8;3;0
2019-08-14 12:59:59;164;70;26;5;4;13;6;8;8;3;0
2019-08-14 13:00:59;164;70;26;5;4;13;6;8;8;3;0
2019-08-14 13:01:58;164;70;26;5;4;13;6;8;8;3;0
2019-08-14 13:02:59;164;70;26;5;4;13;6;8;8;3;0
2019-08-14 13:03:58;164;70;26;5;4;13;6;8;8;3;0
2019-08-14 13:04:59;165;70;27;5;4;13;6;8;8;3;0
2019-08-14 13:05:59;165;70;27;5;4;13;6;8;8;3;0
