datetime;total_votes;nekto_mozg;Neymar_Junior;shamanka2_0;maria_ego;navalny;vatnostakan;quick_justice;Helter;Ejik;Dirtylieutenant
2020-11-11 06:31:59;80;30;16;8;4;2;4;0;2;1;3
2020-11-11 06:32:59;80;30;16;8;4;2;4;0;2;1;3
2020-11-11 06:33:58;80;30;16;8;4;2;4;0;2;1;3
2020-11-11 06:34:59;80;30;16;8;4;2;4;0;2;1;3
2020-11-11 06:35:58;80;30;16;8;4;2;4;0;2;1;3
2020-11-11 06:36:59;80;30;16;8;4;2;4;0;2;1;3
2020-11-11 06:37:59;80;30;16;8;4;2;4;0;2;1;3
2020-11-11 06:39:00;80;30;16;8;4;2;4;0;2;1;3
2020-11-11 06:39:58;81;30;17;8;4;2;4;0;2;1;3
2020-11-11 06:40:59;81;30;17;8;4;2;4;0;2;1;3
2020-11-11 06:41:59;81;30;17;8;4;2;4;0;2;1;3
2020-11-11 06:42:58;81;30;17;8;4;2;4;0;2;1;3
2020-11-11 06:43:59;81;30;17;8;4;2;4;0;2;1;3
2020-11-11 06:44:59;81;30;17;8;4;2;4;0;2;1;3
2020-11-11 06:45:58;81;30;17;8;4;2;4;0;2;1;3
2020-11-11 06:46:59;81;30;17;8;4;2;4;0;2;1;3
2020-11-11 06:47:58;81;30;17;8;4;2;4;0;2;1;3
2020-11-11 06:48:59;81;30;17;8;4;2;4;0;2;1;3
2020-11-11 06:49:59;81;30;17;8;4;2;4;0;2;1;3
2020-11-11 06:50:58;81;30;17;8;4;2;4;0;2;1;3
2020-11-11 06:51:59;81;30;17;8;4;2;4;0;2;1;3
2020-11-11 06:52:59;81;30;17;8;4;2;4;0;2;1;3
2020-11-11 06:53:58;81;30;17;8;4;2;4;0;2;1;3
2020-11-11 06:54:59;81;30;17;8;4;2;4;0;2;1;3
2020-11-11 06:55:59;81;30;17;8;4;2;4;0;2;1;3
2020-11-11 06:56:58;81;30;17;8;4;2;4;0;2;1;3
2020-11-11 06:57:59;81;30;17;8;4;2;4;0;2;1;3
2020-11-11 06:58:59;81;30;17;8;4;2;4;0;2;1;3
2020-11-11 06:59:58;81;30;17;8;4;2;4;0;2;1;3
2020-11-11 07:00:59;81;30;17;8;4;2;4;0;2;1;3
2020-11-11 07:01:58;81;30;17;8;4;2;4;0;2;1;3
2020-11-11 07:02:59;81;30;17;8;4;2;4;0;2;1;3
2020-11-11 07:03:59;81;30;17;8;4;2;4;0;2;1;3
2020-11-11 07:04:58;81;30;17;8;4;2;4;0;2;1;3
2020-11-11 07:05:59;81;30;17;8;4;2;4;0;2;1;3
2020-11-11 07:06:59;81;30;17;8;4;2;4;0;2;1;3
2020-11-11 07:07:58;81;30;17;8;4;2;4;0;2;1;3
2020-11-11 07:08:59;81;30;17;8;4;2;4;0;2;1;3
2020-11-11 07:09:59;81;30;17;8;4;2;4;0;2;1;3
2020-11-11 07:10:58;81;30;17;8;4;2;4;0;2;1;3
2020-11-11 07:11:59;81;30;17;8;4;2;4;0;2;1;3
2020-11-11 07:12:58;81;30;17;8;4;2;4;0;2;1;3
2020-11-11 07:13:59;81;30;17;8;4;2;4;0;2;1;3
2020-11-11 07:14:59;81;30;17;8;4;2;4;0;2;1;3
2020-11-11 07:16:00;81;30;17;8;4;2;4;0;2;1;3
2020-11-11 07:16:58;82;30;17;8;5;2;4;0;2;1;3
2020-11-11 07:17:59;82;30;17;8;5;2;4;0;2;1;3
2020-11-11 07:18:59;82;30;17;8;5;2;4;0;2;1;3
2020-11-11 07:19:58;82;30;17;8;5;2;4;0;2;1;3
2020-11-11 07:20:59;82;30;17;8;5;2;4;0;2;1;3
2020-11-11 07:21:59;82;30;17;8;5;2;4;0;2;1;3
2020-11-11 07:22:58;82;30;17;8;5;2;4;0;2;1;3
2020-11-11 07:23:59;82;30;17;8;5;2;4;0;2;1;3
2020-11-11 07:24:59;82;30;17;8;5;2;4;0;2;1;3
2020-11-11 07:25:58;82;30;17;8;5;2;4;0;2;1;3
2020-11-11 07:26:59;82;30;17;8;5;2;4;0;2;1;3
2020-11-11 07:28:00;82;30;17;8;5;2;4;0;2;1;3
2020-11-11 07:28:58;83;30;18;8;5;2;4;0;2;1;3
2020-11-11 07:29:59;83;30;18;8;5;2;4;0;2;1;3
2020-11-11 07:30:58;83;30;18;8;5;2;4;0;2;1;3
2020-11-11 07:31:59;83;30;18;8;5;2;4;0;2;1;3
2020-11-11 07:32:59;83;30;18;8;5;2;4;0;2;1;3
2020-11-11 07:33:59;83;30;18;8;5;2;4;0;2;1;3
2020-11-11 07:34:58;83;30;18;8;5;2;4;0;2;1;3
2020-11-11 07:35:59;83;30;18;8;5;2;4;0;2;1;3
2020-11-11 07:36:58;83;30;18;8;5;2;4;0;2;1;3
2020-11-11 07:37:59;83;30;18;8;5;2;4;0;2;1;3
2020-11-11 07:38:59;83;30;18;8;5;2;4;0;2;1;3
2020-11-11 07:39:58;83;30;18;8;5;2;4;0;2;1;3
2020-11-11 07:40:59;83;30;18;8;5;2;4;0;2;1;3
2020-11-11 07:41:59;84;30;18;8;5;2;4;0;2;2;3
2020-11-11 07:43:00;84;30;18;8;5;2;4;0;2;2;3
2020-11-11 07:43:58;84;30;18;8;5;2;4;0;2;2;3
2020-11-11 07:44:59;84;30;18;8;5;2;4;0;2;2;3
2020-11-11 07:45:59;84;30;18;8;5;2;4;0;2;2;3
2020-11-11 07:46:58;84;30;18;8;5;2;4;0;2;2;3
2020-11-11 07:47:59;84;30;18;8;5;2;4;0;2;2;3
2020-11-11 07:48:58;84;30;18;8;5;2;4;0;2;2;3
2020-11-11 07:49:59;84;30;18;8;5;2;4;0;2;2;3
2020-11-11 07:50:59;84;30;18;8;5;2;4;0;2;2;3
2020-11-11 07:51:59;84;30;18;8;5;2;4;0;2;2;3
2020-11-11 07:52:58;84;30;18;8;5;2;4;0;2;2;3
2020-11-11 07:53:59;84;30;18;8;5;2;4;0;2;2;3
2020-11-11 07:54:59;84;30;18;8;5;2;4;0;2;2;3
2020-11-11 07:55:58;84;30;18;8;5;2;4;0;2;2;3
2020-11-11 07:56:59;84;30;18;8;5;2;4;0;2;2;3
2020-11-11 07:57:59;84;30;18;8;5;2;4;0;2;2;3
2020-11-11 07:58:58;84;30;18;8;5;2;4;0;2;2;3
2020-11-11 07:59:59;84;30;18;8;5;2;4;0;2;2;3
2020-11-11 08:00:58;84;30;18;8;5;2;4;0;2;2;3
2020-11-11 08:01:59;84;30;18;8;5;2;4;0;2;2;3
2020-11-11 08:02:59;84;30;18;8;5;2;4;0;2;2;3
2020-11-11 08:03:58;84;30;18;8;5;2;4;0;2;2;3
2020-11-11 08:04:59;84;30;18;8;5;2;4;0;2;2;3
2020-11-11 08:05:59;84;30;18;8;5;2;4;0;2;2;3
2020-11-11 08:06:58;84;30;18;8;5;2;4;0;2;2;3
2020-11-11 08:07:59;84;30;18;8;5;2;4;0;2;2;3
2020-11-11 08:08:59;84;30;18;8;5;2;4;0;2;2;3
2020-11-11 08:09:58;84;30;18;8;5;2;4;0;2;2;3
2020-11-11 08:10:59;84;30;18;8;5;2;4;0;2;2;3
2020-11-11 08:11:59;84;30;18;8;5;2;4;0;2;2;3
2020-11-11 08:12:58;84;30;18;8;5;2;4;0;2;2;3
2020-11-11 08:13:59;84;30;18;8;5;2;4;0;2;2;3
2020-11-11 08:14:59;84;30;18;8;5;2;4;0;2;2;3
2020-11-11 08:16:00;84;30;18;8;5;2;4;0;2;2;3
2020-11-11 08:16:58;84;30;18;8;5;2;4;0;2;2;3
2020-11-11 08:17:59;84;30;18;8;5;2;4;0;2;2;3
2020-11-11 08:18:58;85;30;18;8;5;2;5;0;2;2;3
2020-11-11 08:19:59;85;30;18;8;5;2;5;0;2;2;3
2020-11-11 08:20:59;85;30;18;8;5;2;5;0;2;2;3
2020-11-11 08:21:58;86;31;18;8;5;2;5;0;2;2;3
2020-11-11 08:22:59;87;32;18;8;5;2;5;0;2;2;3
2020-11-11 08:23:59;87;32;18;8;5;2;5;0;2;2;3
2020-11-11 08:24:58;87;32;18;8;5;2;5;0;2;2;3
2020-11-11 08:25:59;88;33;18;8;5;2;5;0;2;2;3
2020-11-11 08:26:59;89;34;18;8;5;2;5;0;2;2;3
2020-11-11 08:27:58;89;34;18;8;5;2;5;0;2;2;3
2020-11-11 08:28:59;89;34;18;8;5;2;5;0;2;2;3
2020-11-11 08:29:59;89;34;18;8;5;2;5;0;2;2;3
2020-11-11 08:30:58;89;34;18;8;5;2;5;0;2;2;3
2020-11-11 08:31:59;89;34;18;8;5;2;5;0;2;2;3
2020-11-11 08:32:59;89;34;18;8;5;2;5;0;2;2;3
2020-11-11 08:33:58;89;34;18;8;5;2;5;0;2;2;3
2020-11-11 08:34:59;89;34;18;8;5;2;5;0;2;2;3
2020-11-11 08:35:59;89;34;18;8;5;2;5;0;2;2;3
2020-11-11 08:36:58;89;34;18;8;5;2;5;0;2;2;3
2020-11-11 08:37:59;89;34;18;8;5;2;5;0;2;2;3
2020-11-11 08:38:59;89;34;18;8;5;2;5;0;2;2;3
2020-11-11 08:39:58;89;34;18;8;5;2;5;0;2;2;3
2020-11-11 08:40:59;90;34;18;8;6;2;5;0;2;2;3
2020-11-11 08:41:59;90;34;18;8;6;2;5;0;2;2;3
2020-11-11 08:42:58;90;34;18;8;6;2;5;0;2;2;3
2020-11-11 08:43:59;90;34;18;8;6;2;5;0;2;2;3
2020-11-11 08:44:59;90;34;18;8;6;2;5;0;2;2;3
2020-11-11 08:45:58;90;34;18;8;6;2;5;0;2;2;3
2020-11-11 08:46:59;90;34;18;8;6;2;5;0;2;2;3
2020-11-11 08:47:59;90;34;18;8;6;2;5;0;2;2;3
2020-11-11 08:48:58;90;34;18;8;6;2;5;0;2;2;3
2020-11-11 08:49:59;90;34;18;8;6;2;5;0;2;2;3
2020-11-11 08:50:58;90;34;18;8;6;2;5;0;2;2;3
2020-11-11 08:51:59;90;34;18;8;6;2;5;0;2;2;3
2020-11-11 08:52:59;90;34;18;8;6;2;5;0;2;2;3
2020-11-11 08:53:58;90;34;18;8;6;2;5;0;2;2;3
2020-11-11 08:54:59;91;35;18;8;6;2;5;0;2;2;3
2020-11-11 08:55:59;91;35;18;8;6;2;5;0;2;2;3
2020-11-11 08:56:58;91;35;18;8;6;2;5;0;2;2;3
2020-11-11 08:57:59;91;35;18;8;6;2;5;0;2;2;3
2020-11-11 08:58:59;92;36;18;8;6;2;5;0;2;2;3
2020-11-11 08:59:58;92;36;18;8;6;2;5;0;2;2;3
2020-11-11 09:00:59;93;36;18;8;6;2;5;0;2;2;3
2020-11-11 09:01:59;93;36;18;8;6;2;5;0;2;2;3
2020-11-11 09:02:58;93;36;18;8;6;2;5;0;2;2;3
2020-11-11 09:03:59;93;36;18;8;6;2;5;0;2;2;3
2020-11-11 09:04:59;93;36;18;8;6;2;5;0;2;2;3
2020-11-11 09:05:58;93;36;18;8;6;2;5;0;2;2;3
2020-11-11 09:06:59;93;36;18;8;6;2;5;0;2;2;3
2020-11-11 09:08:00;93;36;18;8;6;2;5;0;2;2;3
2020-11-11 09:08:58;94;36;19;8;6;2;5;0;2;2;3
2020-11-11 09:09:59;94;36;19;8;6;2;5;0;2;2;3
2020-11-11 09:10:59;94;36;19;8;6;2;5;0;2;2;3
2020-11-11 09:11:58;94;36;19;8;6;2;5;0;2;2;3
2020-11-11 09:12:59;94;36;19;8;6;2;5;0;2;2;3
2020-11-11 09:13:59;94;36;19;8;6;2;5;0;2;2;3
2020-11-11 09:14:58;94;36;19;8;6;2;5;0;2;2;3
2020-11-11 09:15:59;94;36;19;8;6;2;5;0;2;2;3
2020-11-11 09:16:59;94;36;19;8;6;2;5;0;2;2;3
2020-11-11 09:17:58;94;36;19;8;6;2;5;0;2;2;3
2020-11-11 09:18:59;94;36;19;8;6;2;5;0;2;2;3
2020-11-11 09:20:00;94;36;19;8;6;2;5;0;2;2;3
2020-11-11 09:20:58;94;36;19;8;6;2;5;0;2;2;3
2020-11-11 09:21:59;94;36;19;8;6;2;5;0;2;2;3
2020-11-11 09:22:58;94;36;19;8;6;2;5;0;2;2;3
2020-11-11 09:23:59;94;36;19;8;6;2;5;0;2;2;3
2020-11-11 09:24:59;94;36;19;8;6;2;5;0;2;2;3
2020-11-11 09:26:00;94;36;19;8;6;2;5;0;2;2;3
2020-11-11 09:26:58;94;36;19;8;6;2;5;0;2;2;3
2020-11-11 09:27:59;94;36;19;8;6;2;5;0;2;2;3
2020-11-11 09:28:58;94;36;19;8;6;2;5;0;2;2;3
2020-11-11 09:29:59;94;36;19;8;6;2;5;0;2;2;3
2020-11-11 09:30:59;94;36;19;8;6;2;5;0;2;2;3
2020-11-11 09:31:58;94;36;19;8;6;2;5;0;2;2;3
2020-11-11 09:32:59;95;37;19;8;6;2;5;0;2;2;3
2020-11-11 09:33:59;95;37;19;8;6;2;5;0;2;2;3
2020-11-11 09:34:59;95;37;19;8;6;2;5;0;2;2;3
2020-11-11 09:35:58;95;37;19;8;6;2;5;0;2;2;3
2020-11-11 09:36:59;95;37;19;8;6;2;5;0;2;2;3
2020-11-11 09:37:59;95;37;19;8;6;2;5;0;2;2;3
2020-11-11 09:38:58;95;37;19;8;6;2;5;0;2;2;3
2020-11-11 09:39:59;96;38;19;8;6;2;5;0;2;2;3
2020-11-11 09:41:00;96;38;19;8;6;2;5;0;2;2;3
2020-11-11 09:41:58;96;38;19;8;6;2;5;0;2;2;3
2020-11-11 09:42:59;96;38;19;8;6;2;5;0;2;2;3
2020-11-11 09:43:58;96;38;19;8;6;2;5;0;2;2;3
2020-11-11 09:44:59;96;38;19;8;6;2;5;0;2;2;3
2020-11-11 09:45:59;96;38;19;8;6;2;5;0;2;2;3
2020-11-11 09:46:58;96;38;19;8;6;2;5;0;2;2;3
2020-11-11 09:47:59;96;38;19;8;6;2;5;0;2;2;3
2020-11-11 09:48:59;96;38;19;8;6;2;5;0;2;2;3
2020-11-11 09:49:59;96;38;19;8;6;2;5;0;2;2;3
2020-11-11 09:50:58;96;38;19;8;6;2;5;0;2;2;3
2020-11-11 09:51:59;96;38;19;8;6;2;5;0;2;2;3
2020-11-11 09:52:59;96;38;19;8;6;2;5;0;2;2;3
2020-11-11 09:53:58;96;38;19;8;6;2;5;0;2;2;3
2020-11-11 09:54:59;96;38;19;8;6;2;5;0;2;2;3
2020-11-11 09:55:59;96;38;19;8;6;2;5;0;2;2;3
2020-11-11 09:56:58;97;39;19;8;6;2;5;0;2;2;3
2020-11-11 09:57:59;97;39;19;8;6;2;5;0;2;2;3
2020-11-11 09:58:58;97;39;19;8;6;2;5;0;2;2;3
2020-11-11 09:59:59;98;39;19;8;6;3;5;0;2;2;3
2020-11-11 10:00:59;98;39;19;8;6;3;5;0;2;2;3
2020-11-11 10:01:58;98;39;19;8;6;3;5;0;2;2;3
2020-11-11 10:02:59;98;39;19;8;6;3;5;0;2;2;3
2020-11-11 10:03:59;98;39;19;8;6;3;5;0;2;2;3
2020-11-11 10:04:58;98;39;19;8;6;3;5;0;2;2;3
2020-11-11 10:05:59;99;39;19;9;6;3;5;0;2;2;3
2020-11-11 10:06:59;99;39;19;9;6;3;5;0;2;2;3
2020-11-11 10:07:58;99;39;19;9;6;3;5;0;2;2;3
2020-11-11 10:08:59;99;39;19;9;6;3;5;0;2;2;3
2020-11-11 10:10:00;99;39;19;9;6;3;5;0;2;2;3
2020-11-11 10:10:58;99;39;19;9;6;3;5;0;2;2;3
2020-11-11 10:11:59;99;39;19;9;6;3;5;0;2;2;3
2020-11-11 10:12:59;99;39;19;9;6;3;5;0;2;2;3
2020-11-11 10:13:58;100;40;19;9;6;3;5;0;2;2;3
2020-11-11 10:14:59;100;40;19;9;6;3;5;0;2;2;3
2020-11-11 10:15:59;100;40;19;9;6;3;5;0;2;2;3
2020-11-11 10:16:58;100;40;19;9;6;3;5;0;2;2;3
2020-11-11 10:17:59;100;40;19;9;6;3;5;0;2;2;3
2020-11-11 10:18:59;101;41;19;9;6;3;5;0;2;2;3
2020-11-11 10:19:58;101;41;19;9;6;3;5;0;2;2;3
2020-11-11 10:20:59;101;41;19;9;6;3;5;0;2;2;3
2020-11-11 10:21:59;101;41;19;9;6;3;5;0;2;2;3
2020-11-11 10:23:00;101;41;19;9;6;3;5;0;2;2;3
2020-11-11 10:23:58;101;41;19;9;6;3;5;0;2;2;3
2020-11-11 10:24:59;102;41;19;9;6;3;5;2;0;2;3
2020-11-11 10:25:59;102;41;19;9;6;3;5;2;0;2;3
2020-11-11 10:26:58;102;41;19;9;6;3;5;2;0;2;3
2020-11-11 10:27:59;102;41;19;9;6;3;5;2;0;2;3
2020-11-11 10:28:59;101;41;19;9;6;3;5;2;0;2;3
2020-11-11 10:29:58;101;41;19;9;6;3;5;2;0;2;3
2020-11-11 10:30:59;101;41;19;9;6;3;5;2;0;2;3
2020-11-11 10:31:59;101;41;19;9;6;3;5;2;0;2;3
2020-11-11 10:32:58;101;41;19;9;6;3;5;2;0;2;3
2020-11-11 10:33:59;101;41;19;9;6;3;5;2;0;2;3
2020-11-11 10:34:59;101;41;19;9;6;3;5;2;0;2;3
2020-11-11 10:35:58;101;41;19;9;6;3;5;2;0;2;3
2020-11-11 10:36:59;101;41;19;9;6;3;5;2;0;2;3
2020-11-11 10:37:59;102;42;19;9;6;3;5;2;0;2;3
2020-11-11 10:38:58;102;42;19;9;6;3;5;2;0;2;3
2020-11-11 10:39:59;103;42;19;9;6;4;5;2;0;2;3
2020-11-11 10:40:59;104;43;19;9;6;4;5;2;0;2;3
2020-11-11 10:41:58;104;43;19;9;6;4;5;2;0;2;3
2020-11-11 10:42:59;104;43;19;9;6;4;5;2;0;2;3
2020-11-11 10:43:58;104;43;19;9;6;4;5;2;0;2;3
2020-11-11 10:44:59;104;43;19;9;6;4;5;2;0;2;3
2020-11-11 10:45:59;104;43;19;9;6;4;5;2;0;2;3
2020-11-11 10:46:59;104;43;19;9;6;4;5;2;0;2;3
2020-11-11 10:47:58;104;43;19;9;6;4;5;2;0;2;3
2020-11-11 10:48:59;104;43;19;9;6;4;5;2;0;2;3
2020-11-11 10:49:58;104;43;19;9;6;4;5;2;0;2;3
2020-11-11 10:50:59;105;44;19;9;6;4;5;2;0;2;3
2020-11-11 10:51:59;105;44;19;9;6;4;5;2;0;2;3
2020-11-11 10:52:58;105;44;19;9;6;4;5;2;0;2;3
2020-11-11 10:53:59;107;45;20;9;6;4;5;2;0;2;3
2020-11-11 10:54:59;107;45;20;9;6;4;5;2;0;2;3
2020-11-11 10:55:58;107;45;20;9;6;4;5;2;0;2;3
2020-11-11 10:56:59;107;45;20;9;6;4;5;2;0;2;3
2020-11-11 10:57:59;107;45;20;9;6;4;5;2;0;2;3
2020-11-11 10:58:58;107;45;20;9;6;4;5;2;0;2;3
2020-11-11 10:59:59;107;45;20;9;6;4;5;2;0;2;3
2020-11-11 11:00:59;108;46;20;9;6;4;5;2;0;2;3
2020-11-11 11:01:58;108;46;20;9;6;4;5;2;0;2;3
2020-11-11 11:02:59;108;46;20;9;6;4;5;2;0;2;3
2020-11-11 11:03:59;109;47;20;9;6;4;5;2;0;2;3
2020-11-11 11:04:58;110;48;20;9;6;4;5;2;0;2;3
2020-11-11 11:05:59;110;48;20;10;6;4;5;2;2;0;3
2020-11-11 11:06:59;110;48;20;10;6;4;5;2;2;0;3
2020-11-11 11:07:58;110;48;20;10;6;4;5;2;2;0;3
2020-11-11 11:08:59;111;49;20;10;6;4;5;2;2;0;3
2020-11-11 11:09:58;111;49;20;10;6;4;5;2;2;0;3
2020-11-11 11:10:59;111;49;20;10;6;4;5;2;2;0;3
2020-11-11 11:11:59;111;49;20;10;6;4;5;2;2;0;3
2020-11-11 11:12:58;112;49;20;10;7;4;5;2;2;0;3
2020-11-11 11:13:59;113;50;20;10;7;4;5;2;2;0;3
2020-11-11 11:14:59;113;50;20;10;7;4;5;2;2;0;3
2020-11-11 11:15:58;114;51;20;10;7;4;5;2;2;0;3
2020-11-11 11:16:59;114;51;20;10;7;4;5;2;2;0;3
2020-11-11 11:18:00;114;51;20;10;7;4;5;2;2;0;3
2020-11-11 11:18:58;114;51;20;10;7;4;5;2;2;0;3
2020-11-11 11:19:59;114;51;20;10;7;4;5;2;2;0;3
2020-11-11 11:20:58;115;52;20;10;7;4;5;2;2;0;3
2020-11-11 11:21:59;115;52;20;10;7;4;5;2;2;0;3
2020-11-11 11:22:59;115;52;20;10;7;4;5;2;2;0;3
2020-11-11 11:24:00;115;52;20;10;7;4;5;2;2;0;3
2020-11-11 11:24:58;115;52;20;10;7;4;5;2;2;0;3
2020-11-11 11:25:59;115;52;20;10;7;4;5;2;2;0;3
2020-11-11 11:26:59;115;52;20;10;7;4;5;2;2;0;3
2020-11-11 11:27:58;115;52;20;10;7;4;5;2;2;0;3
2020-11-11 11:28:59;115;52;20;10;7;4;5;2;2;0;3
2020-11-11 11:29:59;115;52;20;10;7;4;5;2;2;0;3
2020-11-11 11:30:58;116;52;20;10;8;4;5;2;2;0;3
2020-11-11 11:31:59;117;53;20;10;8;4;5;2;2;0;3
2020-11-11 11:32:58;117;53;20;10;8;4;5;2;2;0;3
2020-11-11 11:33:59;117;53;20;10;8;4;5;2;2;0;3
2020-11-11 11:34:59;118;53;20;11;8;4;5;2;2;0;3
2020-11-11 11:35:59;119;53;20;11;8;4;5;2;0;2;3
2020-11-11 11:36:58;119;53;20;11;8;4;5;2;0;2;3
2020-11-11 11:37:59;119;53;20;11;8;4;5;2;0;2;3
2020-11-11 11:38:58;120;54;20;11;8;4;5;2;0;2;3
2020-11-11 11:39:59;120;54;20;11;8;4;5;2;0;2;3
2020-11-11 11:40:59;121;54;20;11;8;4;5;2;2;0;3
2020-11-11 11:41:58;121;54;20;11;8;4;5;2;2;0;3
2020-11-11 11:42:59;121;54;20;11;8;4;5;2;2;0;3
2020-11-11 11:43:59;121;54;20;11;8;4;5;2;2;0;3
2020-11-11 11:44:58;121;54;20;11;8;4;5;2;2;0;3
2020-11-11 11:45:59;121;54;20;11;8;4;5;2;2;0;3
2020-11-11 11:46:59;121;54;20;11;8;4;5;2;2;0;3
2020-11-11 11:47:58;121;54;20;11;8;4;5;2;2;0;3
2020-11-11 11:48:59;121;54;20;11;8;4;5;2;2;0;3
2020-11-11 11:49:59;121;54;20;11;8;4;5;2;2;0;3
2020-11-11 11:50:58;121;54;20;11;8;4;5;2;2;0;3
2020-11-11 11:51:59;121;54;20;11;8;4;5;2;2;0;3
2020-11-11 11:52:59;121;54;20;11;8;4;5;2;2;0;3
2020-11-11 11:53:59;121;54;20;11;8;4;5;2;2;0;3
2020-11-11 11:54:58;121;54;20;11;8;4;5;2;2;0;3
2020-11-11 11:55:59;121;54;20;11;8;4;5;2;2;0;3
2020-11-11 11:56:59;121;54;20;11;8;4;5;2;2;0;3
2020-11-11 11:57:58;121;54;20;11;8;4;5;2;2;0;3
2020-11-11 11:58:59;121;54;20;11;8;4;5;2;2;0;3
2020-11-11 11:59:58;122;55;20;11;8;4;5;2;2;0;3
2020-11-11 12:00:59;122;55;20;11;8;4;5;2;2;0;3
2020-11-11 12:01:59;122;55;20;11;8;4;5;2;2;0;3
2020-11-11 12:02:58;123;55;20;11;8;4;5;2;2;0;3
2020-11-11 12:03:59;123;55;20;11;8;4;5;2;2;0;3
2020-11-11 12:04:58;124;56;20;11;8;4;5;2;2;0;3
2020-11-11 12:05:59;124;56;20;11;8;4;5;2;2;0;3
2020-11-11 12:06:59;124;56;20;11;8;4;5;2;2;0;3
2020-11-11 12:07:58;126;58;20;11;8;4;5;2;2;0;3
2020-11-11 12:08:59;126;58;20;11;8;4;5;2;2;0;3
2020-11-11 12:09:59;126;58;20;11;8;4;5;2;2;0;3
2020-11-11 12:10:58;127;58;20;11;8;4;5;2;2;0;3
2020-11-11 12:11:59;127;58;20;11;8;4;5;2;2;0;3
2020-11-11 12:12:59;127;58;20;11;8;4;5;2;2;0;3
2020-11-11 12:13:58;128;58;21;11;8;4;5;2;2;0;3
2020-11-11 12:14:59;128;58;21;11;8;4;5;2;2;0;3
2020-11-11 12:15:59;128;58;21;11;8;4;5;2;2;0;3
2020-11-11 12:16:58;129;59;21;11;8;4;5;2;2;0;3
2020-11-11 12:17:59;129;59;21;11;8;4;5;2;2;0;3
2020-11-11 12:18:59;129;59;21;11;8;4;5;2;2;0;3
2020-11-11 12:19:58;129;59;21;11;8;4;5;2;2;0;3
2020-11-11 12:20:59;130;60;21;11;8;4;5;2;2;0;3
2020-11-11 12:21:59;130;60;21;11;8;4;5;2;2;0;3
2020-11-11 12:22:58;131;60;22;11;8;4;5;2;2;0;3
2020-11-11 12:23:59;131;60;22;11;8;4;5;2;2;0;3
2020-11-11 12:24:59;131;60;22;11;8;4;5;2;2;0;3
2020-11-11 12:25:58;132;61;22;11;8;4;5;2;2;0;3
2020-11-11 12:26:59;132;61;22;11;8;4;5;2;2;0;3
2020-11-11 12:27:59;132;61;22;11;8;4;5;2;2;0;3
2020-11-11 12:28:58;132;61;22;11;8;4;5;2;2;0;3
2020-11-11 12:29:59;132;61;22;11;8;4;5;2;2;0;3
2020-11-11 12:30:59;132;61;22;11;8;4;5;2;2;0;3
2020-11-11 12:31:58;132;61;22;11;8;4;5;2;2;0;3
2020-11-11 12:32:59;132;61;22;11;8;4;5;2;2;0;3
2020-11-11 12:33:59;132;61;23;11;8;4;5;2;2;2;3
2020-11-11 12:34:58;132;61;23;11;8;4;5;2;2;2;3
2020-11-11 12:35:59;132;61;23;11;8;4;5;2;2;2;3
2020-11-11 12:36:59;133;61;23;11;9;4;5;2;2;2;3
2020-11-11 12:37:58;133;61;23;11;9;4;5;2;2;2;3
2020-11-11 12:38:59;133;61;23;12;9;4;5;2;2;2;3
2020-11-11 12:39:58;133;61;23;12;9;4;5;2;2;2;3
2020-11-11 12:40:59;133;61;23;12;9;4;5;2;2;2;3
2020-11-11 12:41:58;133;61;23;12;9;4;5;2;2;2;3
2020-11-11 12:42:59;133;61;23;12;9;4;5;2;2;2;3
2020-11-11 12:43:59;133;61;23;12;9;4;5;2;2;2;3
2020-11-11 12:44:59;134;61;24;12;9;4;5;2;2;2;3
2020-11-11 12:45:58;136;63;24;12;9;4;5;2;2;2;3
2020-11-11 12:46:59;136;63;24;12;9;4;5;2;2;2;3
2020-11-11 12:47:59;136;63;24;12;9;4;5;2;2;2;3
2020-11-11 12:48:58;136;63;24;12;9;4;5;2;2;2;3
2020-11-11 12:49:59;136;63;24;12;9;4;5;2;2;2;3
2020-11-11 12:50:59;137;64;24;12;9;4;5;2;2;2;3
2020-11-11 12:51:58;137;64;24;12;9;4;5;2;2;2;3
2020-11-11 12:52:59;137;64;24;12;9;4;5;2;2;2;3
2020-11-11 12:53:59;137;64;24;12;9;4;5;2;2;2;3
2020-11-11 12:54:58;137;64;24;12;9;4;5;2;2;2;3
2020-11-11 12:55:59;138;64;24;12;9;5;5;2;2;2;3
2020-11-11 12:56:59;138;64;24;12;9;5;5;2;2;2;3
2020-11-11 12:57:58;138;64;24;12;9;5;5;2;2;2;3
2020-11-11 12:58:59;138;64;24;12;9;5;5;2;2;2;3
2020-11-11 12:59:59;138;64;24;12;9;5;5;2;2;2;3
2020-11-11 13:00:58;138;64;24;12;9;5;5;2;2;2;3
2020-11-11 13:01:59;138;64;24;12;9;5;5;2;2;2;3
2020-11-11 13:02:59;138;64;24;12;9;5;5;2;2;2;3
2020-11-11 13:03:58;139;65;24;12;9;5;5;2;2;2;3
2020-11-11 13:04:59;139;65;24;12;9;5;5;2;2;2;3
2020-11-11 13:05:59;140;65;24;12;9;5;5;2;2;2;3
2020-11-11 13:06:59;140;65;24;12;9;5;5;2;2;2;3
2020-11-11 13:07:58;140;65;24;12;9;5;5;2;2;2;3
