datetime;total_votes;BoobkaGop;Рысьь;Wiedemann;FRANNI;pupsique;brammator;Lanista;Der_Sturmer;ielarud;praktik
2019-04-03 10:17:58;80;25;15;6;0;3;2;4;3;0;3
2019-04-03 10:18:59;80;25;15;6;0;3;2;4;3;0;3
2019-04-03 10:19:59;80;25;15;6;0;3;2;4;3;0;3
2019-04-03 10:20:58;80;25;15;6;0;3;2;4;3;0;3
2019-04-03 10:21:59;80;25;15;6;0;3;2;4;3;0;3
2019-04-03 10:22:59;80;25;15;6;0;3;2;4;3;0;3
2019-04-03 10:23:58;80;25;15;6;0;3;2;4;3;0;3
2019-04-03 10:24:59;80;25;15;6;0;3;2;4;3;0;3
2019-04-03 10:25:59;80;25;15;6;0;3;2;4;3;0;3
2019-04-03 10:26:58;80;25;15;6;0;3;2;4;3;0;3
2019-04-03 10:27:59;80;25;15;6;0;3;2;4;3;0;3
2019-04-03 10:28:59;80;25;15;6;0;3;2;4;3;0;3
2019-04-03 10:29:58;81;25;15;6;0;3;2;4;3;0;3
2019-04-03 10:30:59;81;25;15;6;0;3;2;4;3;0;3
2019-04-03 10:31:58;81;25;15;6;0;3;2;4;3;0;3
2019-04-03 10:32:59;81;25;15;6;0;3;2;4;3;0;3
2019-04-03 10:33:59;81;25;15;6;0;3;2;4;3;0;3
2019-04-03 10:34:58;81;25;15;6;0;3;2;4;3;0;3
2019-04-03 10:35:59;81;25;15;6;0;3;2;4;3;0;3
2019-04-03 10:36:59;81;25;15;6;0;3;2;4;3;0;3
2019-04-03 10:37:58;82;26;15;6;0;3;2;4;3;0;3
2019-04-03 10:38:59;82;26;15;6;0;3;2;4;3;0;3
2019-04-03 10:39:59;82;26;15;6;0;3;2;4;3;0;3
2019-04-03 10:40:58;82;26;15;6;0;3;2;4;3;0;3
2019-04-03 10:41:59;82;26;15;6;0;3;2;4;3;0;3
2019-04-03 10:42:59;82;26;15;6;0;3;2;4;3;0;3
2019-04-03 10:43:58;82;26;15;6;0;3;2;4;3;0;3
2019-04-03 10:44:59;82;26;15;6;0;3;2;4;3;0;3
2019-04-03 10:45:59;82;26;15;6;0;3;2;4;3;0;3
2019-04-03 10:46:58;82;26;15;6;0;3;2;4;3;0;3
2019-04-03 10:47:59;82;26;15;6;0;3;2;4;3;0;3
2019-04-03 10:48:59;82;26;15;6;0;3;2;4;3;0;3
2019-04-03 10:49:58;82;26;15;6;0;3;2;4;3;0;3
2019-04-03 10:50:59;82;26;15;6;0;3;2;4;3;0;3
2019-04-03 10:51:59;82;26;15;6;0;3;2;4;3;0;3
2019-04-03 10:52:58;82;26;15;6;0;3;2;4;3;0;3
2019-04-03 10:53:59;82;26;15;6;0;3;2;4;3;0;3
2019-04-03 10:54:59;82;26;15;6;0;3;2;4;3;0;3
2019-04-03 10:55:58;82;26;15;6;0;3;2;4;3;0;3
2019-04-03 10:56:59;82;26;15;6;0;3;2;4;3;0;3
2019-04-03 10:57:58;82;26;15;6;0;3;2;4;3;0;3
2019-04-03 10:58:59;82;26;15;6;0;3;2;4;3;0;3
2019-04-03 10:59:59;82;26;15;6;0;3;2;4;3;0;3
2019-04-03 11:00:58;82;26;15;6;0;3;2;4;3;0;3
2019-04-03 11:01:59;82;26;15;6;0;3;2;4;3;0;3
2019-04-03 11:02:59;82;26;15;6;0;3;2;4;3;0;3
2019-04-03 11:03:58;82;26;15;6;0;3;2;4;3;0;3
2019-04-03 11:04:59;82;26;15;6;0;3;2;4;3;0;3
2019-04-03 11:05:59;82;26;15;6;0;3;2;4;3;0;3
2019-04-03 11:06:58;82;26;15;6;0;3;2;4;3;0;3
2019-04-03 11:07:59;82;26;15;6;0;3;2;4;3;0;3
2019-04-03 11:08:59;82;26;15;6;0;3;2;4;3;0;3
2019-04-03 11:09:58;82;26;15;6;0;3;2;4;3;0;3
2019-04-03 11:10:59;83;27;15;6;0;3;2;4;3;0;3
2019-04-03 11:11:59;83;27;15;6;0;3;2;4;3;0;3
2019-04-03 11:12:58;83;27;15;6;0;3;2;4;3;0;3
2019-04-03 11:13:59;83;27;15;6;0;3;2;4;3;0;3
2019-04-03 11:14:58;84;27;16;6;0;3;2;4;3;0;3
2019-04-03 11:15:59;84;27;16;6;0;3;2;4;3;0;3
2019-04-03 11:16:58;85;28;16;6;0;3;2;4;3;0;3
2019-04-03 11:17:59;85;28;16;6;0;3;2;4;3;0;3
2019-04-03 11:18:59;85;28;16;6;0;3;2;4;3;0;3
2019-04-03 11:19:58;85;28;16;6;0;3;2;4;3;0;3
2019-04-03 11:20:59;85;28;16;6;0;3;2;4;3;0;3
2019-04-03 11:21:59;86;28;16;6;0;3;3;4;3;0;3
2019-04-03 11:22:58;86;28;16;6;0;3;3;4;3;0;3
2019-04-03 11:23:59;86;28;16;6;0;3;3;4;3;0;3
2019-04-03 11:24:59;86;28;16;6;0;3;3;4;3;0;3
2019-04-03 11:26:00;88;29;17;6;0;3;3;4;3;0;3
2019-04-03 11:26:58;88;29;17;6;0;3;3;4;3;0;3
2019-04-03 11:27:59;88;29;17;6;0;3;3;4;3;0;3
2019-04-03 11:29:00;89;30;17;6;0;3;3;4;3;0;3
2019-04-03 11:29:58;89;31;17;6;0;3;3;3;3;0;3
2019-04-03 11:30:59;89;31;17;6;0;3;3;3;3;0;3
2019-04-03 11:31:59;89;31;17;6;0;3;3;3;3;0;3
2019-04-03 11:32:58;89;31;17;6;0;3;3;3;3;0;3
2019-04-03 11:33:59;89;31;17;6;0;3;3;3;3;0;3
2019-04-03 11:34:58;89;31;17;6;0;3;3;3;3;0;3
2019-04-03 11:35:59;89;31;17;6;0;3;3;3;3;0;3
2019-04-03 11:36:59;89;31;17;6;0;3;3;3;3;0;3
2019-04-03 11:37:58;89;31;17;6;0;3;3;3;3;0;3
2019-04-03 11:38:59;89;31;17;6;0;3;3;3;3;0;3
2019-04-03 11:39:59;89;31;17;6;0;3;3;3;3;0;3
2019-04-03 11:40:58;89;31;17;6;0;3;3;3;3;0;3
2019-04-03 11:41:59;89;31;17;6;0;3;3;3;3;0;3
2019-04-03 11:42:59;89;31;17;6;0;3;3;3;3;0;3
2019-04-03 11:43:58;89;31;17;6;0;3;3;3;3;0;3
2019-04-03 11:44:59;90;32;17;6;0;3;3;3;3;0;3
2019-04-03 11:45:59;90;32;17;6;0;3;3;3;3;0;3
2019-04-03 11:46:58;90;32;17;6;0;3;3;3;3;0;3
2019-04-03 11:47:59;90;32;17;6;0;3;3;3;3;0;3
2019-04-03 11:48:59;90;32;17;6;0;3;3;3;3;0;3
2019-04-03 11:49:58;90;32;17;6;0;3;3;3;3;0;3
2019-04-03 11:50:59;90;32;17;6;0;3;3;3;3;0;3
2019-04-03 11:51:59;90;32;17;6;0;3;3;3;3;0;3
2019-04-03 11:52:58;90;32;17;6;0;3;3;3;3;0;3
2019-04-03 11:53:59;90;32;17;6;0;3;3;3;3;0;3
2019-04-03 11:54:59;90;32;17;6;0;3;3;3;3;0;3
2019-04-03 11:55:58;90;32;17;6;0;3;3;3;3;0;3
2019-04-03 11:56:59;90;32;17;6;0;3;3;3;3;0;3
2019-04-03 11:57:59;90;32;17;6;0;3;3;3;3;0;3
2019-04-03 11:58:58;90;32;17;6;0;3;3;3;3;0;3
2019-04-03 11:59:59;90;32;17;6;0;3;3;3;3;0;3
2019-04-03 12:00:58;91;32;17;7;0;3;3;3;3;0;3
2019-04-03 12:01:59;91;32;17;7;0;3;3;3;3;0;3
2019-04-03 12:02:59;91;32;17;7;0;3;3;3;3;0;3
2019-04-03 12:03:58;93;32;19;7;0;3;3;3;3;0;3
2019-04-03 12:04:59;93;32;19;7;0;3;3;3;3;0;3
2019-04-03 12:05:59;93;32;19;7;0;3;3;3;3;0;3
2019-04-03 12:06:58;93;32;19;7;0;3;3;3;3;0;3
2019-04-03 12:07:59;93;32;19;7;0;3;3;3;3;0;3
2019-04-03 12:08:58;93;32;19;7;0;3;3;3;3;0;3
2019-04-03 12:09:59;94;32;19;7;0;3;4;3;3;0;3
2019-04-03 12:10:59;94;32;19;7;0;3;4;3;3;0;3
2019-04-03 12:11:58;94;32;19;7;0;3;4;3;3;0;3
2019-04-03 12:12:59;94;32;19;7;0;3;4;3;3;0;3
2019-04-03 12:13:59;95;32;19;7;0;3;4;3;3;0;3
2019-04-03 12:14:58;95;32;19;7;0;3;4;3;3;0;3
2019-04-03 12:15:59;95;32;19;7;0;3;4;3;3;0;3
2019-04-03 12:16:59;95;32;19;7;0;3;4;3;3;0;3
2019-04-03 12:17:58;95;32;19;7;0;3;4;3;3;0;3
2019-04-03 12:18:59;95;32;19;7;0;3;4;3;3;0;3
2019-04-03 12:19:59;96;32;20;7;0;3;4;3;3;0;3
2019-04-03 12:20:58;97;32;20;8;0;3;4;3;3;0;3
2019-04-03 12:21:59;97;32;20;8;0;3;4;3;3;0;3
2019-04-03 12:22:59;97;32;20;8;0;3;4;3;3;0;3
2019-04-03 12:23:58;100;32;20;9;3;3;4;3;3;0;3
2019-04-03 12:24:59;101;32;20;9;3;4;4;3;3;0;3
2019-04-03 12:25:59;101;32;20;9;3;4;4;3;3;0;3
2019-04-03 12:26:58;101;32;20;9;3;4;4;3;3;0;3
2019-04-03 12:27:59;101;32;20;9;3;4;4;3;3;0;3
2019-04-03 12:28:59;101;32;20;9;3;4;4;3;3;0;3
2019-04-03 12:29:58;101;32;20;9;3;4;4;3;3;0;3
2019-04-03 12:30:59;102;33;20;9;3;4;4;3;3;0;3
2019-04-03 12:31:58;102;33;20;9;3;4;4;3;3;0;3
2019-04-03 12:32:59;102;33;20;9;3;4;4;3;3;0;3
2019-04-03 12:34:00;102;33;20;9;3;4;4;3;3;0;3
2019-04-03 12:34:58;102;33;20;9;3;4;4;3;3;0;3
2019-04-03 12:35:59;102;33;20;9;3;4;4;3;3;0;3
2019-04-03 12:36:58;103;33;20;9;3;4;4;4;3;0;3
2019-04-03 12:37:59;103;33;20;9;3;4;4;4;3;0;3
2019-04-03 12:38:59;103;33;20;9;3;4;4;4;3;0;3
2019-04-03 12:39:58;104;33;20;9;4;4;4;4;3;0;3
2019-04-03 12:40:59;104;33;20;9;4;4;4;4;3;0;3
2019-04-03 12:41:59;105;34;20;9;4;4;4;4;3;0;3
2019-04-03 12:42:58;105;34;20;9;4;4;4;4;3;0;3
2019-04-03 12:43:59;105;34;20;9;4;4;4;4;3;0;3
2019-04-03 12:44:59;105;34;20;9;4;4;4;4;3;0;3
2019-04-03 12:45:58;105;34;20;9;4;4;4;4;3;0;3
2019-04-03 12:46:59;106;34;21;9;4;4;4;4;3;0;3
2019-04-03 12:47:59;106;34;21;9;4;4;4;4;3;0;3
2019-04-03 12:48:58;106;34;21;9;4;4;4;4;3;0;3
2019-04-03 12:49:59;106;34;21;9;4;4;4;4;3;0;3
2019-04-03 12:50:58;106;34;21;9;4;4;4;4;3;0;3
2019-04-03 12:51:59;106;34;21;9;4;4;4;4;3;0;3
2019-04-03 12:52:59;106;34;21;9;4;4;4;4;3;0;3
2019-04-03 12:53:59;106;34;21;9;4;4;4;4;3;0;3
2019-04-03 12:54:58;106;34;21;9;4;4;4;4;3;0;3
2019-04-03 12:55:59;106;34;21;9;4;4;4;4;3;0;3
2019-04-03 12:56:58;106;34;21;9;4;4;4;4;3;0;3
2019-04-03 12:57:59;106;34;21;9;4;4;4;4;3;0;3
2019-04-03 12:58:59;106;34;21;9;4;4;4;4;3;0;3
2019-04-03 12:59:58;106;34;21;9;4;4;4;4;3;0;3
2019-04-03 13:00:59;106;34;21;9;4;4;4;4;3;0;3
2019-04-03 13:01:59;106;34;21;9;4;4;4;4;3;0;3
2019-04-03 13:02:58;106;34;21;9;4;4;4;4;3;0;3
2019-04-03 13:03:59;106;34;21;9;4;4;4;4;3;0;3
2019-04-03 13:04:59;106;34;21;9;4;4;4;4;3;0;3
2019-04-03 13:05:58;106;34;21;9;4;4;4;4;3;0;3
2019-04-03 13:06:59;106;34;21;9;4;4;4;4;3;0;3
2019-04-03 13:07:59;106;34;21;9;4;4;4;4;3;0;3
2019-04-03 13:08:58;107;34;22;9;4;4;4;4;3;0;3
2019-04-03 13:09:59;107;34;22;9;4;4;4;4;3;0;3
2019-04-03 13:10:59;107;34;22;9;4;4;4;4;3;0;3
2019-04-03 13:11:58;107;34;22;9;4;4;4;4;3;0;3
2019-04-03 13:12:59;107;34;22;9;4;4;4;4;3;0;3
2019-04-03 13:13:59;107;34;22;9;4;4;4;4;3;0;3
2019-04-03 13:14:58;107;34;22;9;4;4;4;4;3;0;3
2019-04-03 13:15:59;107;34;22;9;4;4;4;4;3;0;3
2019-04-03 13:16:59;107;34;22;9;4;4;4;4;3;0;3
2019-04-03 13:17:58;107;34;22;9;4;4;4;4;3;0;3
2019-04-03 13:18:59;108;34;23;9;4;4;4;4;3;0;3
2019-04-03 13:19:58;108;34;24;9;4;4;4;4;3;0;3
2019-04-03 13:20:59;108;34;24;9;4;4;4;4;3;0;3
2019-04-03 13:21:59;108;34;24;9;4;4;4;4;3;0;3
2019-04-03 13:22:58;108;34;24;9;4;4;4;4;3;0;3
2019-04-03 13:23:59;108;34;24;9;4;4;4;4;3;0;3
2019-04-03 13:24:59;108;34;24;9;4;4;4;4;3;0;3
2019-04-03 13:25:58;108;34;24;9;4;4;4;4;3;0;3
2019-04-03 13:26:59;108;34;24;9;4;4;4;4;3;0;3
2019-04-03 13:27:58;108;34;24;9;4;4;4;4;3;0;3
2019-04-03 13:28:59;109;34;25;9;4;4;4;4;3;0;3
2019-04-03 13:29:59;109;34;25;9;4;4;4;4;3;0;3
2019-04-03 13:30:58;109;34;25;9;4;4;4;4;3;0;3
2019-04-03 13:31:59;110;35;25;9;4;4;4;4;3;0;3
2019-04-03 13:32:59;110;35;25;9;4;4;4;4;3;0;3
2019-04-03 13:33:58;110;35;25;9;4;4;4;4;3;0;3
2019-04-03 13:34:59;110;35;25;9;4;4;4;4;3;0;3
2019-04-03 13:35:59;110;35;25;9;4;4;4;4;3;0;3
2019-04-03 13:36:58;110;35;25;9;4;4;4;4;3;0;3
2019-04-03 13:37:59;110;35;25;9;4;4;4;4;3;0;3
2019-04-03 13:38:59;110;35;25;9;4;4;4;4;3;0;3
2019-04-03 13:39:58;110;35;25;9;4;4;4;4;3;0;3
2019-04-03 13:40:59;110;35;25;9;4;4;4;4;3;0;3
2019-04-03 13:41:59;110;35;25;9;4;4;4;4;3;0;3
2019-04-03 13:42:58;110;35;25;9;4;4;4;4;3;0;3
2019-04-03 13:43:59;110;35;25;9;4;4;4;4;3;0;3
2019-04-03 13:44:58;110;35;25;9;4;4;4;4;3;0;3
2019-04-03 13:45:59;110;35;25;9;4;4;4;4;3;0;3
2019-04-03 13:46:59;110;35;25;9;4;4;4;4;3;0;3
2019-04-03 13:47:58;110;35;25;9;4;4;4;4;3;0;3
2019-04-03 13:48:59;110;35;25;9;4;4;4;4;3;0;3
2019-04-03 13:49:59;110;35;25;9;4;4;4;4;3;0;3
2019-04-03 13:50:58;111;35;25;9;5;4;4;4;3;0;3
2019-04-03 13:51:59;111;35;25;9;5;4;4;4;3;0;3
2019-04-03 13:52:59;112;35;25;9;6;4;4;4;3;0;3
2019-04-03 13:53:58;112;35;25;9;6;4;4;4;3;0;3
2019-04-03 13:54:59;112;35;25;9;6;4;4;4;3;0;3
2019-04-03 13:55:59;112;35;25;9;6;4;4;4;3;0;3
2019-04-03 13:56:58;112;35;25;9;6;4;4;4;3;0;3
2019-04-03 13:57:59;112;35;25;9;6;4;4;4;3;0;3
2019-04-03 13:59:00;112;35;25;9;6;4;4;4;3;0;3
2019-04-03 13:59:58;112;35;25;9;6;4;4;4;3;0;3
2019-04-03 14:00:59;112;35;25;9;6;4;4;4;3;0;3
2019-04-03 14:01:58;112;35;25;9;6;4;4;4;3;0;3
2019-04-03 14:02:59;112;35;25;9;6;4;4;4;3;0;3
2019-04-03 14:03:59;112;35;25;9;6;4;4;4;3;0;3
2019-04-03 14:04:58;112;35;25;9;6;4;4;4;3;0;3
2019-04-03 14:05:59;112;35;25;9;6;4;4;4;3;0;3
2019-04-03 14:06:59;114;35;27;9;6;4;4;4;3;0;3
2019-04-03 14:07:58;114;35;27;9;6;4;4;4;3;0;3
2019-04-03 14:08:59;114;35;27;9;6;4;4;4;3;0;3
2019-04-03 14:09:59;114;35;27;9;6;4;4;4;3;0;3
2019-04-03 14:10:58;115;35;27;9;7;4;4;4;3;0;3
2019-04-03 14:11:59;116;36;27;9;7;4;4;4;3;0;3
2019-04-03 14:12:59;116;36;27;9;7;4;4;4;3;0;3
2019-04-03 14:13:58;116;36;27;9;7;4;4;4;3;0;3
2019-04-03 14:14:59;116;36;27;9;7;4;4;4;3;0;3
2019-04-03 14:15:59;116;36;27;9;7;4;4;4;3;0;3
2019-04-03 14:16:58;116;36;27;9;7;4;4;4;3;0;3
2019-04-03 14:17:59;116;36;27;9;7;4;4;4;3;0;3
2019-04-03 14:18:58;117;36;27;10;7;4;4;4;3;0;3
2019-04-03 14:19:59;117;36;27;10;7;4;4;4;3;0;3
2019-04-03 14:20:59;118;36;28;10;7;4;4;4;3;0;3
2019-04-03 14:21:58;118;36;28;10;7;4;4;4;3;0;3
2019-04-03 14:22:59;118;36;28;10;7;4;4;4;3;0;3
2019-04-03 14:23:59;118;36;28;10;7;4;4;4;3;0;3
2019-04-03 14:24:58;118;36;28;10;7;4;4;4;3;0;3
2019-04-03 14:25:59;118;36;28;10;7;4;4;4;3;0;3
2019-04-03 14:26:59;118;36;28;10;7;4;4;4;3;0;3
2019-04-03 14:27:58;118;36;28;10;7;4;4;4;3;0;3
2019-04-03 14:28:59;118;36;28;10;7;4;4;4;3;0;3
2019-04-03 14:29:59;118;36;28;10;7;4;4;4;3;0;3
2019-04-03 14:30:58;118;36;28;10;7;4;4;4;3;0;3
2019-04-03 14:31:59;118;36;28;10;7;4;4;4;3;0;3
2019-04-03 14:32:59;119;36;29;10;7;4;4;4;3;0;3
2019-04-03 14:33:58;119;36;29;10;7;4;4;4;3;0;3
2019-04-03 14:34:59;119;37;29;10;7;4;4;4;3;0;3
2019-04-03 14:35:59;119;37;29;10;7;4;4;4;3;0;3
2019-04-03 14:36:58;119;37;29;10;7;4;4;4;3;0;3
2019-04-03 14:37:59;119;37;29;10;7;4;4;4;3;0;3
2019-04-03 14:38:59;119;37;29;10;7;4;4;4;3;0;3
2019-04-03 14:39:58;119;37;29;10;7;4;4;4;3;0;3
2019-04-03 14:40:59;120;38;29;10;7;4;4;4;3;0;3
2019-04-03 14:41:59;120;38;29;10;7;4;4;4;3;0;3
2019-04-03 14:42:58;121;38;29;10;7;4;4;4;3;0;3
2019-04-03 14:43:59;121;37;29;10;8;4;4;4;3;0;3
2019-04-03 14:44:59;121;37;29;10;8;4;4;4;3;0;3
2019-04-03 14:45:58;121;37;29;10;8;4;4;4;3;0;3
2019-04-03 14:46:59;121;37;29;10;8;4;4;4;3;0;3
2019-04-03 14:47:59;122;37;29;11;8;4;4;4;3;0;3
2019-04-03 14:48:58;122;37;29;11;8;4;4;4;3;0;3
2019-04-03 14:49:59;122;37;29;11;8;4;4;4;3;0;3
2019-04-03 14:50:59;122;37;29;11;8;4;4;4;3;0;3
2019-04-03 14:51:58;123;37;29;11;8;4;4;4;3;0;3
2019-04-03 14:52:59;123;37;29;11;8;4;4;4;3;0;3
2019-04-03 14:53:58;125;39;29;11;8;4;4;4;3;0;3
2019-04-03 14:54:59;125;39;29;11;8;4;4;4;3;0;3
2019-04-03 14:55:59;125;39;29;11;8;4;4;4;3;0;3
2019-04-03 14:56:58;126;40;29;11;8;4;4;4;3;0;3
2019-04-03 14:57:59;126;40;29;11;8;4;4;4;3;0;3
2019-04-03 14:58:59;126;40;29;11;8;4;4;4;3;0;3
2019-04-03 14:59:58;126;40;29;11;8;4;4;4;3;0;3
2019-04-03 15:00:59;127;40;29;11;8;4;4;4;3;0;4
2019-04-03 15:01:59;127;40;29;11;8;4;4;4;3;0;4
2019-04-03 15:02:58;127;40;29;11;8;4;4;4;3;0;4
2019-04-03 15:03:59;128;41;29;11;8;4;4;4;3;0;4
2019-04-03 15:04:59;128;41;29;11;8;4;4;4;3;0;4
2019-04-03 15:05:58;128;41;29;11;8;4;4;4;3;0;4
2019-04-03 15:06:59;128;41;29;11;8;4;4;4;3;0;4
2019-04-03 15:07:59;129;42;29;11;8;4;4;4;3;0;4
2019-04-03 15:08:58;129;42;29;11;8;4;4;4;3;0;4
2019-04-03 15:09:59;129;42;29;11;8;4;4;4;3;0;4
2019-04-03 15:10:58;129;42;29;11;8;4;4;4;3;0;4
2019-04-03 15:11:59;129;42;29;11;8;4;4;4;3;0;4
2019-04-03 15:12:59;130;43;29;11;8;4;4;4;3;0;4
2019-04-03 15:13:58;130;43;29;11;8;4;4;4;3;0;4
2019-04-03 15:14:59;130;43;29;11;8;4;4;4;3;0;4
2019-04-03 15:15:59;130;43;29;11;8;4;4;4;3;0;4
2019-04-03 15:16:58;131;44;29;11;8;4;4;4;3;0;4
2019-04-03 15:17:59;131;44;29;11;8;4;4;4;3;0;4
2019-04-03 15:18:59;132;44;29;11;8;4;4;4;3;0;4
2019-04-03 15:19:59;132;44;29;11;8;4;4;4;3;0;4
2019-04-03 15:20:58;132;44;29;11;8;4;4;4;3;0;4
2019-04-03 15:21:59;132;44;29;11;8;4;4;4;3;0;4
2019-04-03 15:22:58;132;44;29;11;8;4;4;4;3;0;4
2019-04-03 15:23:59;132;44;29;11;8;4;4;4;3;0;4
2019-04-03 15:24:59;132;44;29;11;8;4;4;4;3;0;4
2019-04-03 15:25:59;133;44;29;11;9;4;4;4;3;0;4
2019-04-03 15:26:58;133;44;29;11;9;4;4;4;3;0;4
2019-04-03 15:27:59;133;44;29;11;9;4;4;4;3;0;4
2019-04-03 15:28:58;133;44;29;11;9;4;4;4;3;0;4
2019-04-03 15:29:59;133;44;29;11;9;4;4;4;3;0;4
2019-04-03 15:30:59;133;44;29;11;9;4;4;4;3;0;4
2019-04-03 15:31:58;133;44;29;11;9;4;4;4;3;0;4
2019-04-03 15:32:59;133;44;29;11;9;4;4;4;3;0;4
2019-04-03 15:33:59;134;45;29;11;9;4;4;4;3;0;4
2019-04-03 15:34:58;135;46;29;11;9;4;4;4;3;0;4
2019-04-03 15:35:59;135;46;29;11;9;4;4;4;3;0;4
2019-04-03 15:36:58;134;46;28;11;9;4;4;4;3;0;4
2019-04-03 15:37:59;135;46;29;11;9;4;4;4;3;0;4
2019-04-03 15:38:58;135;46;29;11;9;4;4;4;3;0;4
2019-04-03 15:39:59;135;46;29;11;9;4;4;4;3;0;4
2019-04-03 15:40:59;135;46;29;11;9;4;4;4;3;0;4
2019-04-03 15:41:58;135;46;29;11;9;4;4;4;3;0;4
2019-04-03 15:42:59;135;46;29;11;9;4;4;4;3;0;4
2019-04-03 15:43:59;135;46;29;11;9;4;4;4;3;0;4
2019-04-03 15:44:58;135;46;29;11;9;4;4;4;3;0;4
2019-04-03 15:45:59;135;46;29;11;9;4;4;4;3;0;4
2019-04-03 15:46:59;135;46;29;11;9;4;4;4;3;0;4
2019-04-03 15:47:59;135;46;29;11;9;4;4;4;3;0;4
2019-04-03 15:48:59;135;46;29;11;9;4;4;4;3;0;4
2019-04-03 15:49:59;135;46;29;11;9;4;4;4;3;0;4
2019-04-03 15:50:58;135;46;29;11;9;4;4;4;3;0;4
2019-04-03 15:51:59;136;46;29;12;9;4;4;4;3;0;4
2019-04-03 15:52:59;136;46;29;12;9;4;4;4;3;0;4
2019-04-03 15:53:58;136;46;29;12;9;4;4;4;3;0;4
2019-04-03 15:54:59;136;46;29;12;9;4;4;4;3;0;4
2019-04-03 15:55:59;136;46;29;12;9;4;4;4;3;0;4
2019-04-03 15:56:58;136;46;29;12;9;4;4;4;3;0;4
2019-04-03 15:57:59;136;46;29;12;9;4;4;4;3;0;4
2019-04-03 15:58:59;136;46;29;12;9;4;4;4;3;0;4
2019-04-03 15:59:58;136;46;29;12;9;4;4;4;3;0;4
2019-04-03 16:00:59;136;46;29;12;9;4;4;4;3;0;4
2019-04-03 16:01:59;136;46;29;12;9;4;4;4;3;0;4
2019-04-03 16:02:58;136;46;29;12;9;4;4;4;3;0;4
2019-04-03 16:03:59;137;47;29;12;9;4;4;4;3;0;4
2019-04-03 16:04:58;137;47;29;12;9;4;4;4;3;0;4
2019-04-03 16:05:59;137;47;29;12;9;4;4;4;3;0;4
2019-04-03 16:06:59;137;47;29;12;9;4;4;4;3;0;4
2019-04-03 16:07:58;137;47;29;12;9;4;4;4;3;0;4
2019-04-03 16:08:59;138;47;29;12;9;5;4;4;3;0;4
2019-04-03 16:09:59;138;47;29;12;9;5;4;4;3;0;4
2019-04-03 16:10:58;138;47;29;12;9;5;4;4;3;0;4
2019-04-03 16:11:59;139;47;29;12;9;5;4;4;3;0;4
2019-04-03 16:12:58;139;47;29;12;9;5;4;4;3;0;4
2019-04-03 16:13:59;139;47;29;12;9;5;4;4;3;0;4
2019-04-03 16:14:59;139;47;29;12;9;5;4;4;3;0;4
2019-04-03 16:16:00;139;47;29;12;9;5;4;4;3;0;4
2019-04-03 16:16:58;139;47;29;12;9;5;4;4;3;0;4
2019-04-03 16:17:59;139;47;29;12;9;5;4;4;3;0;4
2019-04-03 16:18:58;141;48;29;12;9;5;4;4;3;0;4
2019-04-03 16:19:59;141;48;29;12;9;5;4;4;3;0;4
2019-04-03 16:20:59;141;48;29;12;9;5;4;4;3;0;4
2019-04-03 16:21:58;141;48;29;12;9;5;4;4;3;0;4
2019-04-03 16:22:59;141;48;29;12;9;5;4;4;3;0;4
2019-04-03 16:23:59;142;49;29;12;9;5;4;4;3;0;4
2019-04-03 16:24:58;142;49;29;12;9;5;4;4;3;0;4
2019-04-03 16:25:59;142;49;29;12;9;5;4;4;3;0;4
2019-04-03 16:26:58;143;49;29;12;9;6;4;4;3;0;4
2019-04-03 16:27:59;143;49;29;12;9;6;4;4;3;0;4
2019-04-03 16:28:59;143;49;29;12;9;6;4;4;3;0;4
2019-04-03 16:29:58;143;49;29;12;9;6;4;4;3;0;4
2019-04-03 16:30:59;143;49;29;12;9;6;4;4;3;0;4
2019-04-03 16:31:59;144;50;29;12;9;6;4;4;3;0;4
2019-04-03 16:32:58;144;50;29;12;9;6;4;4;3;0;4
2019-04-03 16:33:59;144;50;29;12;9;6;4;4;3;0;4
2019-04-03 16:34:59;144;50;29;12;9;6;4;4;3;0;4
2019-04-03 16:35:58;144;50;29;12;9;6;4;4;3;0;4
2019-04-03 16:36:59;145;51;29;12;9;6;4;4;3;0;4
2019-04-03 16:37:59;145;51;29;12;9;6;4;4;3;0;4
2019-04-03 16:38:58;145;51;29;12;9;6;4;4;3;0;4
2019-04-03 16:39:59;145;51;29;12;9;6;4;4;3;0;4
2019-04-03 16:40:58;145;51;29;12;9;6;4;4;3;0;4
2019-04-03 16:41:59;145;51;29;12;9;6;4;4;3;0;4
2019-04-03 16:42:59;145;51;29;12;9;6;4;4;3;0;4
2019-04-03 16:43:58;146;52;29;12;9;6;4;4;3;0;4
2019-04-03 16:44:59;146;52;29;12;9;6;4;4;3;0;4
2019-04-03 16:45:59;147;53;29;12;9;6;4;4;3;0;4
2019-04-03 16:46:58;147;53;29;12;9;6;4;4;3;0;4
2019-04-03 16:47:59;147;53;29;12;9;6;4;4;3;0;4
2019-04-03 16:48:59;148;53;30;12;9;6;4;4;3;0;4
2019-04-03 16:49:58;149;54;30;12;9;6;4;4;3;0;4
2019-04-03 16:50:59;149;54;30;12;9;6;4;4;3;0;4
2019-04-03 16:51:59;151;56;30;12;9;6;4;4;3;0;4
2019-04-03 16:52:58;150;55;30;12;9;6;4;4;3;0;4
2019-04-03 16:53:59;150;55;30;12;9;6;4;4;3;0;4
2019-04-03 16:54:58;150;55;30;12;9;6;4;4;3;0;4
