datetime;total_votes;leprovalentin;Grit;АНАРХИЯ;KOCTOPE3;shamanka2_1;Wiedemann;Rumpelstilzchen;ruweb;Finsternis;shturn
2021-02-10 06:26:59;56;0;15;10;7;2;0;7;1;2;0
2021-02-10 06:27:59;56;0;15;10;7;2;0;7;1;2;0
2021-02-10 06:28:58;56;0;15;10;7;2;0;7;1;2;0
2021-02-10 06:29:59;56;0;15;10;7;2;0;7;1;2;0
2021-02-10 06:30:59;57;0;16;10;7;2;0;7;1;2;0
2021-02-10 06:31:58;58;0;17;10;7;2;0;7;1;2;0
2021-02-10 06:32:59;58;0;17;10;7;2;0;7;1;2;0
2021-02-10 06:33:58;58;0;17;10;7;2;0;7;1;2;0
2021-02-10 06:34:59;58;0;17;10;7;2;0;7;1;2;0
2021-02-10 06:35:59;58;0;17;10;7;2;0;7;1;2;0
2021-02-10 06:36:58;58;0;17;10;7;2;0;7;1;2;0
2021-02-10 06:37:59;58;0;17;10;7;2;0;7;1;2;0
2021-02-10 06:38:58;58;0;17;10;7;2;0;7;1;2;0
2021-02-10 06:39:59;58;0;17;10;7;2;0;7;1;2;0
2021-02-10 06:40:58;58;0;17;10;7;2;0;7;1;2;0
2021-02-10 06:41:59;58;0;17;10;7;2;0;7;1;2;0
2021-02-10 06:42:59;58;0;17;10;7;2;0;7;1;2;0
2021-02-10 06:43:58;58;0;17;10;7;2;0;7;1;2;0
2021-02-10 06:44:59;58;0;17;10;7;2;0;7;1;2;0
2021-02-10 06:45:59;58;0;17;10;7;2;0;7;1;2;0
2021-02-10 06:46:58;58;0;17;10;7;2;0;7;1;2;0
2021-02-10 06:47:59;58;0;17;10;7;2;0;7;1;2;0
2021-02-10 06:48:59;58;0;17;10;7;2;0;7;1;2;0
2021-02-10 06:49:58;58;0;17;10;7;2;0;7;1;2;0
2021-02-10 06:50:59;58;0;17;10;7;2;0;7;1;2;0
2021-02-10 06:51:59;58;0;17;10;7;2;0;7;1;2;0
2021-02-10 06:52:58;58;0;17;10;7;2;0;7;1;2;0
2021-02-10 06:53:59;58;0;17;10;7;2;0;7;1;2;0
2021-02-10 06:54:59;58;0;17;10;7;2;0;7;1;2;0
2021-02-10 06:55:58;59;0;17;11;7;2;0;7;1;2;0
2021-02-10 06:56:59;60;0;17;12;7;2;0;7;1;2;0
2021-02-10 06:57:59;61;0;17;12;7;2;1;7;0;2;0
2021-02-10 06:58:58;62;0;17;13;7;2;1;7;0;2;0
2021-02-10 06:59:59;62;0;17;13;7;2;1;7;0;2;0
2021-02-10 07:00:58;62;0;17;13;7;2;1;7;0;2;0
2021-02-10 07:01:59;62;0;17;13;7;2;1;7;0;2;0
2021-02-10 07:02:59;62;0;17;13;7;2;1;7;0;2;0
2021-02-10 07:03:58;62;0;17;13;7;2;1;7;0;2;0
2021-02-10 07:04:59;62;0;17;13;7;2;1;7;0;2;0
2021-02-10 07:05:58;62;0;17;13;7;2;1;7;0;2;0
2021-02-10 07:06:59;62;0;17;13;7;2;1;7;0;2;0
2021-02-10 07:07:59;62;0;17;13;7;2;1;7;0;2;0
2021-02-10 07:08:59;62;0;17;13;7;2;1;7;0;2;0
2021-02-10 07:09:58;62;0;17;13;7;2;1;7;0;2;0
2021-02-10 07:10:59;62;0;17;13;7;2;1;7;0;2;0
2021-02-10 07:11:58;62;0;17;13;7;2;1;7;0;2;0
2021-02-10 07:12:59;62;0;17;13;7;2;1;7;0;2;0
2021-02-10 07:13:59;62;0;17;13;7;2;1;7;0;2;0
2021-02-10 07:14:58;62;0;17;13;7;2;1;7;0;2;0
2021-02-10 07:15:59;62;0;17;13;7;2;1;7;0;2;0
2021-02-10 07:16:58;63;0;17;13;7;2;2;7;0;2;0
2021-02-10 07:17:59;63;0;17;13;7;2;2;7;0;2;0
2021-02-10 07:18:58;64;0;17;13;7;2;3;7;0;2;0
2021-02-10 07:19:59;64;0;17;13;7;2;3;7;0;2;0
2021-02-10 07:20:58;64;0;17;13;7;2;3;7;0;2;0
2021-02-10 07:21:59;64;0;17;13;7;2;3;7;0;2;0
2021-02-10 07:22:59;64;0;17;13;7;2;3;7;0;2;0
2021-02-10 07:23:58;64;0;17;13;7;2;3;7;0;2;0
2021-02-10 07:24:59;64;0;17;13;7;2;3;7;0;2;0
2021-02-10 07:25:59;64;0;17;13;7;2;3;7;0;2;0
2021-02-10 07:26:58;64;0;17;13;7;2;3;7;0;2;0
2021-02-10 07:27:59;64;0;17;13;7;2;3;7;0;2;0
2021-02-10 07:28:59;64;0;17;13;7;2;3;7;0;2;0
2021-02-10 07:29:58;64;0;17;13;7;2;3;7;0;2;0
2021-02-10 07:30:59;64;0;17;13;7;2;3;7;0;2;0
2021-02-10 07:31:58;64;0;17;13;7;2;3;7;0;2;0
2021-02-10 07:32:59;64;0;17;13;7;2;3;7;0;2;0
2021-02-10 07:33:58;64;0;17;13;7;2;3;7;0;2;0
2021-02-10 07:34:59;64;0;17;13;7;2;3;7;0;2;0
2021-02-10 07:35:59;64;0;17;13;7;2;3;7;0;2;0
2021-02-10 07:36:58;65;0;17;13;7;2;3;7;0;2;0
2021-02-10 07:37:59;65;0;17;13;7;2;3;7;0;2;0
2021-02-10 07:38:58;65;0;17;13;7;2;3;7;0;2;0
2021-02-10 07:39:59;66;0;17;13;8;2;3;7;0;2;0
2021-02-10 07:40:59;66;0;17;13;8;2;3;7;0;2;0
2021-02-10 07:41:58;66;0;17;13;8;2;3;7;0;2;0
2021-02-10 07:42:59;66;0;17;13;8;2;3;7;0;2;0
2021-02-10 07:43:59;66;0;17;13;8;2;3;7;0;2;0
2021-02-10 07:44:58;66;0;17;13;8;2;3;7;0;2;0
2021-02-10 07:45:59;66;0;17;13;8;2;3;7;0;2;0
2021-02-10 07:46:59;66;0;17;13;8;2;3;7;0;2;0
2021-02-10 07:47:58;66;0;17;13;8;2;3;7;0;2;0
2021-02-10 07:48:59;66;0;17;13;8;2;3;7;0;2;0
2021-02-10 07:49:59;66;0;17;13;8;2;3;7;0;2;0
2021-02-10 07:50:58;66;0;17;13;8;2;3;7;0;2;0
2021-02-10 07:51:59;66;0;17;13;8;2;3;7;0;2;0
2021-02-10 07:53:00;66;0;17;13;8;2;3;7;0;2;0
2021-02-10 07:53:58;66;0;17;13;8;2;3;7;0;2;0
2021-02-10 07:54:59;66;0;17;13;8;2;3;7;0;2;0
2021-02-10 07:55:58;66;0;17;13;8;2;3;7;0;2;0
2021-02-10 07:56:59;66;0;17;13;8;2;3;7;0;2;0
2021-02-10 07:57:58;66;0;17;13;8;2;3;7;0;2;0
2021-02-10 07:58:59;66;0;17;13;8;2;3;7;0;2;0
2021-02-10 08:00:00;66;0;17;13;8;2;3;7;0;2;0
2021-02-10 08:00:58;65;0;17;13;8;2;3;7;0;2;0
2021-02-10 08:01:59;65;0;17;13;8;2;3;7;0;2;0
2021-02-10 08:02:58;65;0;17;13;8;2;3;7;0;2;0
2021-02-10 08:03:59;65;0;17;13;8;2;3;7;0;2;0
2021-02-10 08:04:59;66;0;18;13;8;2;3;7;0;2;0
2021-02-10 08:05:58;67;0;19;13;8;2;3;7;0;2;0
2021-02-10 08:06:59;67;0;19;13;8;2;3;7;0;2;0
2021-02-10 08:07:59;67;0;19;13;8;2;3;7;0;2;0
2021-02-10 08:08:58;68;0;20;13;8;2;3;7;0;2;0
2021-02-10 08:09:59;69;0;20;14;8;2;3;7;0;2;0
2021-02-10 08:10:59;69;0;20;14;8;2;3;7;0;2;0
2021-02-10 08:11:58;70;0;21;14;8;2;3;7;0;2;0
2021-02-10 08:12:59;70;0;21;14;8;2;3;7;0;2;0
2021-02-10 08:13:58;70;0;21;14;8;2;3;7;0;2;0
2021-02-10 08:14:59;70;0;21;14;8;2;3;7;0;2;0
2021-02-10 08:15:58;70;0;21;14;8;2;3;7;0;2;0
2021-02-10 08:16:59;71;0;21;14;8;2;4;7;0;2;0
2021-02-10 08:17:58;71;0;21;14;8;2;4;7;0;2;0
2021-02-10 08:18:59;71;0;21;14;8;2;4;7;0;2;0
2021-02-10 08:19:59;71;0;21;14;8;2;4;7;0;2;0
2021-02-10 08:20:58;71;0;21;14;8;2;4;7;0;2;0
2021-02-10 08:21:59;71;0;21;14;8;2;4;7;0;2;0
2021-02-10 08:22:59;71;0;21;14;8;2;4;7;0;2;0
2021-02-10 08:23:58;72;0;22;14;8;2;4;7;0;2;0
2021-02-10 08:24:59;72;0;22;14;8;2;4;7;0;2;0
2021-02-10 08:25:59;72;0;22;14;8;2;4;7;0;2;0
2021-02-10 08:26:58;72;0;22;14;8;2;4;7;0;2;0
2021-02-10 08:27:59;72;0;22;14;8;2;4;7;0;2;0
2021-02-10 08:28:59;72;0;22;14;8;2;4;7;0;2;0
2021-02-10 08:29:58;72;0;22;14;8;2;4;7;0;2;0
2021-02-10 08:30:59;72;0;22;14;8;2;4;7;0;2;0
2021-02-10 08:31:58;72;0;22;14;8;2;4;7;0;2;0
2021-02-10 08:32:59;73;0;22;14;8;2;5;7;0;2;0
2021-02-10 08:33:59;73;0;22;14;8;2;5;7;0;2;0
2021-02-10 08:34:58;73;0;22;14;8;2;5;7;0;2;0
2021-02-10 08:35:59;73;0;22;14;8;2;5;7;0;2;0
2021-02-10 08:36:58;73;0;22;14;8;2;5;7;0;2;0
2021-02-10 08:37:59;73;0;22;14;8;2;5;7;0;2;0
2021-02-10 08:38:59;73;0;22;14;8;2;5;7;0;2;0
2021-02-10 08:39:58;73;0;22;14;8;2;5;7;0;2;0
2021-02-10 08:40:59;73;0;22;14;8;2;5;7;0;2;0
2021-02-10 08:41:58;73;0;22;14;8;2;5;7;0;2;0
2021-02-10 08:42:59;73;0;22;14;8;2;5;7;0;2;0
2021-02-10 08:43:59;73;0;22;14;8;2;5;7;0;2;0
2021-02-10 08:44:58;73;0;22;14;8;2;5;7;0;2;0
2021-02-10 08:45:59;73;0;22;14;8;2;5;7;0;2;0
2021-02-10 08:46:58;73;0;22;14;8;2;5;7;0;2;0
2021-02-10 08:47:59;73;0;22;14;8;2;5;7;0;2;0
2021-02-10 08:48:58;73;0;22;14;8;2;5;7;0;2;0
2021-02-10 08:49:59;73;0;22;14;8;2;5;7;0;2;0
2021-02-10 08:50:59;73;0;22;14;8;2;5;7;0;2;0
2021-02-10 08:51:58;73;0;22;14;8;2;5;7;0;2;0
2021-02-10 08:52:59;73;0;22;14;8;2;5;7;0;2;0
2021-02-10 08:53:58;73;0;22;14;8;2;5;7;0;2;0
2021-02-10 08:54:59;73;0;22;14;8;2;5;7;0;2;0
2021-02-10 08:55:59;73;0;22;14;8;2;5;7;0;2;0
2021-02-10 08:56:58;73;0;22;14;8;2;5;7;0;2;0
2021-02-10 08:57:59;73;0;22;14;8;2;5;7;0;2;0
2021-02-10 08:58:58;73;0;22;14;8;2;5;7;0;2;0
2021-02-10 08:59:59;73;0;22;14;8;2;5;7;0;2;0
2021-02-10 09:00:58;73;0;22;14;8;2;5;7;0;2;0
2021-02-10 09:01:59;73;0;22;14;8;2;5;7;0;2;0
2021-02-10 09:02:59;74;0;22;15;8;2;5;7;0;2;0
2021-02-10 09:03:58;74;0;22;15;8;2;5;7;0;2;0
2021-02-10 09:04:59;75;0;23;15;8;2;5;7;0;2;0
2021-02-10 09:05:59;75;0;23;15;8;2;5;7;0;2;0
2021-02-10 09:06:59;75;0;23;15;8;2;5;7;0;2;0
2021-02-10 09:07:58;75;0;23;15;8;2;5;7;0;2;0
2021-02-10 09:08:59;75;0;23;15;8;2;5;7;0;2;0
2021-02-10 09:09:59;75;0;23;15;8;2;5;7;0;2;0
2021-02-10 09:10:59;75;0;23;15;8;2;5;7;0;2;0
2021-02-10 09:11:58;75;0;23;15;8;2;5;7;0;2;0
2021-02-10 09:12:59;75;0;23;15;8;2;5;7;0;2;0
2021-02-10 09:13:59;76;0;24;15;8;2;5;7;0;2;0
2021-02-10 09:14:58;76;0;24;15;8;2;5;7;0;2;0
2021-02-10 09:15:59;76;0;24;15;8;2;5;7;0;2;0
2021-02-10 09:16:58;76;0;24;15;8;2;5;7;0;2;0
2021-02-10 09:17:59;76;0;24;15;8;2;5;7;0;2;0
2021-02-10 09:18:59;76;0;24;15;8;2;5;7;0;2;0
2021-02-10 09:19:58;76;0;24;15;8;2;5;7;0;2;0
2021-02-10 09:20:59;76;0;24;15;8;2;5;7;0;2;0
2021-02-10 09:21:58;76;0;24;15;8;2;5;7;0;2;0
2021-02-10 09:22:59;76;0;24;15;8;2;5;7;0;2;0
2021-02-10 09:23:59;76;0;24;15;8;2;5;7;0;2;0
2021-02-10 09:24:58;76;0;24;15;8;2;5;7;0;2;0
2021-02-10 09:25:59;76;0;24;15;8;2;5;7;0;2;0
2021-02-10 09:26:59;76;0;24;15;8;2;5;7;0;2;0
2021-02-10 09:27:58;76;0;24;15;8;2;5;7;0;2;0
2021-02-10 09:28:59;76;0;24;15;8;2;5;7;0;2;0
2021-02-10 09:29:59;76;0;24;15;8;2;5;7;0;2;0
2021-02-10 09:30:58;76;0;24;15;8;2;5;7;0;2;0
2021-02-10 09:31:59;77;0;24;16;8;2;5;7;0;2;0
2021-02-10 09:32:59;77;0;24;16;8;2;5;7;0;2;0
2021-02-10 09:33:58;77;0;24;16;8;2;5;7;0;2;0
2021-02-10 09:35:00;77;0;24;16;8;2;5;7;0;2;0
2021-02-10 09:35:58;77;0;24;16;8;2;5;7;0;2;0
2021-02-10 09:36:59;77;0;24;16;8;2;5;7;0;2;0
2021-02-10 09:37:58;77;0;24;16;8;2;5;7;0;2;0
2021-02-10 09:38:59;77;0;24;16;8;2;5;7;0;2;0
2021-02-10 09:39:59;77;0;24;16;8;2;5;7;0;2;0
2021-02-10 09:40:58;77;0;24;16;8;2;5;7;0;2;0
2021-02-10 09:41:59;77;0;24;16;8;2;5;7;0;2;0
2021-02-10 09:42:58;77;0;24;16;8;2;5;7;0;2;0
2021-02-10 09:43:59;78;0;24;16;8;2;5;7;0;3;0
2021-02-10 09:44:59;78;0;24;16;8;2;5;7;0;3;0
2021-02-10 09:45:58;78;0;24;16;8;2;5;7;0;3;0
2021-02-10 09:46:59;78;0;24;16;8;2;5;7;0;3;0
2021-02-10 09:47:59;78;0;24;16;8;2;5;7;0;3;0
2021-02-10 09:48:58;78;0;24;16;8;2;5;7;0;3;0
2021-02-10 09:49:59;78;0;24;15;8;2;5;7;1;3;0
2021-02-10 09:50:59;78;0;24;15;8;2;5;7;1;3;0
2021-02-10 09:51:58;78;0;24;15;8;2;5;7;1;3;0
2021-02-10 09:52:59;78;0;24;15;8;2;5;7;1;3;0
2021-02-10 09:53:58;78;0;24;15;8;2;5;7;1;3;0
2021-02-10 09:54:59;78;0;24;15;8;2;5;7;1;3;0
2021-02-10 09:55:59;78;0;24;15;8;2;5;7;1;3;0
2021-02-10 09:56:58;79;0;25;15;8;2;5;7;1;3;0
2021-02-10 09:57:59;79;0;25;15;8;2;5;7;1;3;0
2021-02-10 09:58:58;79;0;25;15;8;2;5;7;1;3;0
2021-02-10 09:59:59;80;2;25;15;8;2;5;7;1;3;0
2021-02-10 10:00:59;80;2;25;15;8;2;5;7;1;3;0
2021-02-10 10:01:59;80;2;25;15;8;2;5;7;1;3;0
2021-02-10 10:02:58;80;2;25;15;8;2;5;7;1;3;0
2021-02-10 10:03:59;80;2;25;15;8;2;5;7;1;3;0
2021-02-10 10:04:59;80;2;25;15;8;2;5;7;1;3;0
2021-02-10 10:05:58;80;2;25;15;8;2;5;7;1;3;0
2021-02-10 10:06:59;80;2;25;15;8;2;5;7;1;3;0
2021-02-10 10:07:59;80;2;25;15;8;2;5;7;1;3;0
2021-02-10 10:08:58;80;2;25;15;8;2;5;7;1;3;0
2021-02-10 10:09:59;79;2;25;14;8;2;5;7;1;3;0
2021-02-10 10:10:59;79;2;25;14;8;2;5;7;1;3;0
2021-02-10 10:11:58;79;2;25;14;8;2;5;7;1;3;0
2021-02-10 10:12:59;80;2;26;14;8;2;5;7;1;3;0
2021-02-10 10:13:58;80;2;26;14;8;2;5;7;1;3;0
2021-02-10 10:14:59;80;2;26;14;8;2;5;7;1;3;0
2021-02-10 10:15:58;80;2;26;14;8;2;5;7;1;3;0
2021-02-10 10:16:59;80;2;26;14;8;2;5;7;1;3;0
2021-02-10 10:17:59;80;2;26;14;8;2;5;7;1;3;0
2021-02-10 10:18:58;81;3;26;14;8;2;5;7;1;3;0
2021-02-10 10:19:59;82;3;26;14;8;2;5;7;2;3;0
2021-02-10 10:20:59;82;3;26;14;8;2;5;7;2;3;0
2021-02-10 10:21:58;82;3;26;14;8;2;5;7;2;3;0
2021-02-10 10:22:59;82;3;26;14;8;2;5;7;2;3;0
2021-02-10 10:23:58;83;4;26;14;8;2;5;7;2;3;0
2021-02-10 10:24:59;83;4;26;14;8;2;5;7;2;3;0
2021-02-10 10:25:59;83;4;26;14;8;2;5;7;2;3;0
2021-02-10 10:26:58;83;4;26;14;8;2;5;7;2;3;0
2021-02-10 10:27:59;84;4;27;14;8;2;5;7;2;3;0
2021-02-10 10:28:59;84;4;27;14;8;2;5;7;2;3;0
2021-02-10 10:29:58;84;4;27;14;8;2;5;7;2;3;0
2021-02-10 10:30:59;85;4;27;15;8;2;5;7;2;3;0
2021-02-10 10:31:59;86;4;27;16;8;2;5;7;2;3;0
2021-02-10 10:32:59;86;4;27;16;8;2;5;7;2;3;0
2021-02-10 10:33:59;86;4;27;16;8;2;5;7;2;3;0
2021-02-10 10:34:58;86;4;27;16;8;2;5;7;2;3;0
2021-02-10 10:35:59;86;4;27;16;8;2;5;7;2;3;0
2021-02-10 10:36:58;86;4;27;16;8;2;5;7;2;3;0
2021-02-10 10:37:59;86;4;27;16;8;2;5;7;2;3;0
2021-02-10 10:38:58;86;4;27;16;8;2;5;7;2;3;0
2021-02-10 10:39:59;86;4;27;16;8;2;5;7;2;3;0
2021-02-10 10:40:58;87;4;28;16;8;2;5;7;2;3;0
2021-02-10 10:41:59;87;4;28;16;8;2;5;7;2;3;0
2021-02-10 10:42:59;88;5;28;16;8;2;5;7;2;3;0
2021-02-10 10:43:58;89;6;28;16;8;2;5;7;2;3;0
2021-02-10 10:44:59;89;6;28;16;8;2;5;7;2;3;0
2021-02-10 10:45:58;90;7;28;16;8;2;5;7;2;3;0
2021-02-10 10:46:59;91;7;29;16;8;2;5;7;2;3;0
2021-02-10 10:47:59;92;7;30;16;8;2;5;7;2;3;0
2021-02-10 10:48:58;93;7;31;16;8;2;5;7;2;3;0
2021-02-10 10:49:59;94;8;31;16;8;2;5;7;2;3;0
2021-02-10 10:50:58;94;8;31;16;8;2;5;7;2;3;0
2021-02-10 10:51:59;95;9;31;16;8;2;5;7;2;3;0
2021-02-10 10:52:58;95;9;31;16;8;2;5;7;2;3;0
2021-02-10 10:53:59;95;9;31;16;8;2;5;7;2;3;0
2021-02-10 10:54:59;95;9;31;16;8;2;5;7;2;3;0
2021-02-10 10:55:58;96;9;32;16;8;2;5;7;2;3;0
2021-02-10 10:56:59;96;9;32;16;8;2;5;7;2;3;0
2021-02-10 10:57:59;96;9;32;16;8;2;5;7;2;3;0
2021-02-10 10:58:59;98;10;32;17;8;2;5;7;2;3;0
2021-02-10 10:59:58;98;10;32;17;8;2;5;7;2;3;0
2021-02-10 11:00:59;98;10;32;17;8;2;5;7;2;3;0
2021-02-10 11:01:58;98;10;32;17;8;2;5;7;2;3;0
2021-02-10 11:02:59;98;10;32;17;8;2;5;7;2;3;0
2021-02-10 11:03:59;98;10;32;17;8;2;5;7;2;3;0
2021-02-10 11:04:58;98;10;32;17;8;2;5;7;2;3;0
2021-02-10 11:05:59;98;10;32;17;8;2;5;7;2;3;0
2021-02-10 11:06:58;98;10;32;17;8;2;5;7;2;3;0
2021-02-10 11:07:59;99;11;33;16;8;2;5;7;2;3;0
2021-02-10 11:08:59;99;11;33;16;8;2;5;7;2;3;0
2021-02-10 11:09:58;99;11;33;16;8;2;5;7;2;3;0
2021-02-10 11:10:59;99;11;33;16;8;2;5;7;2;3;0
2021-02-10 11:11:58;99;11;33;16;8;2;5;7;2;3;0
2021-02-10 11:12:59;98;11;33;16;7;2;5;7;2;3;0
2021-02-10 11:13:59;98;11;33;16;7;2;5;7;2;3;0
2021-02-10 11:14:58;98;11;33;16;7;2;5;7;2;3;0
2021-02-10 11:15:59;99;11;33;16;7;3;5;7;2;3;0
2021-02-10 11:16:59;99;11;33;16;7;3;5;7;2;3;0
2021-02-10 11:17:58;100;11;34;16;7;3;5;7;2;3;0
2021-02-10 11:18:59;100;11;34;16;7;3;5;7;2;3;0
2021-02-10 11:19:59;100;11;34;16;7;3;5;7;2;3;0
2021-02-10 11:20:58;101;12;34;16;7;3;5;7;2;3;0
2021-02-10 11:21:59;101;12;34;16;7;3;5;7;2;3;0
2021-02-10 11:23:00;101;12;34;16;7;3;5;7;2;3;0
2021-02-10 11:23:58;101;12;34;16;7;3;5;7;2;3;0
2021-02-10 11:24:59;101;12;34;16;7;3;5;7;2;3;0
2021-02-10 11:25:58;101;12;34;16;7;3;5;7;2;3;0
2021-02-10 11:26:59;101;13;34;15;7;3;5;7;2;3;0
2021-02-10 11:27:59;101;13;34;15;7;3;5;7;2;3;0
2021-02-10 11:28:58;101;13;34;15;7;3;5;7;2;3;0
2021-02-10 11:29:59;101;13;34;15;7;3;5;7;2;3;0
2021-02-10 11:30:59;101;13;34;15;7;3;5;7;2;3;0
2021-02-10 11:31:58;101;13;34;15;7;3;5;7;2;3;0
2021-02-10 11:32:59;101;13;34;15;7;3;5;7;2;3;0
2021-02-10 11:33:58;104;14;36;15;7;3;5;7;2;3;0
2021-02-10 11:34:59;104;14;36;15;7;3;5;7;2;3;0
2021-02-10 11:35:58;103;14;36;14;7;3;5;7;2;3;0
2021-02-10 11:36:59;103;14;36;14;7;3;5;7;2;3;0
2021-02-10 11:37:59;103;14;35;15;7;3;5;7;2;3;0
2021-02-10 11:38:58;103;14;35;15;8;3;5;6;2;3;0
2021-02-10 11:39:59;104;15;35;15;8;3;5;6;2;3;0
2021-02-10 11:40:58;104;15;35;15;8;3;5;6;2;3;0
2021-02-10 11:41:59;104;15;35;15;8;3;5;6;2;3;0
2021-02-10 11:42:59;104;15;35;15;8;3;5;6;2;3;0
2021-02-10 11:43:58;104;15;35;15;8;3;5;6;2;3;0
2021-02-10 11:44:59;104;15;35;15;8;3;5;6;2;3;0
2021-02-10 11:45:58;104;15;35;15;8;3;5;6;2;3;0
2021-02-10 11:46:59;105;15;36;15;8;3;5;6;2;3;0
2021-02-10 11:47:59;105;15;36;15;8;3;5;6;2;3;0
2021-02-10 11:48:58;106;16;36;15;8;3;5;6;2;3;0
2021-02-10 11:49:59;106;16;36;15;8;3;5;6;2;3;0
2021-02-10 11:50:59;106;16;36;15;8;3;5;6;2;3;0
2021-02-10 11:51:58;106;16;36;15;8;3;5;6;2;3;0
2021-02-10 11:52:59;107;16;36;15;8;3;5;7;2;3;0
2021-02-10 11:53:59;108;16;37;15;8;3;5;7;2;3;0
2021-02-10 11:54:58;109;16;37;16;8;3;5;7;2;3;0
2021-02-10 11:55:59;111;16;37;17;8;3;6;7;2;3;0
2021-02-10 11:56:58;111;16;37;17;8;3;6;7;2;3;0
2021-02-10 11:57:59;111;16;37;17;8;3;6;7;2;3;0
2021-02-10 11:58:59;112;16;38;17;8;3;6;7;2;3;0
2021-02-10 11:59:58;113;16;38;17;9;3;6;7;2;3;0
2021-02-10 12:00:59;113;16;38;17;9;3;6;7;2;3;0
2021-02-10 12:01:59;113;16;38;17;9;3;6;7;2;3;0
2021-02-10 12:02:58;113;16;38;17;9;3;6;7;2;3;0
2021-02-10 12:03:59;113;16;38;17;9;3;6;7;2;3;0
2021-02-10 12:04:58;114;16;39;17;9;3;6;7;2;3;0
2021-02-10 12:05:59;114;17;39;17;9;3;6;7;2;3;0
2021-02-10 12:06:59;114;17;39;17;9;3;6;7;2;3;0
2021-02-10 12:07:58;114;17;39;17;9;3;6;7;2;3;0
2021-02-10 12:08:59;114;17;39;17;9;3;6;7;2;3;0
2021-02-10 12:09:59;114;17;39;17;9;3;6;7;2;3;0
2021-02-10 12:10:58;114;17;39;17;9;3;6;7;2;3;0
2021-02-10 12:11:59;114;17;39;17;9;3;6;7;2;3;0
2021-02-10 12:12:59;114;17;39;17;9;3;6;7;2;3;0
2021-02-10 12:13:58;114;17;39;17;9;3;6;7;2;3;0
2021-02-10 12:14:59;114;17;39;17;9;3;6;7;2;3;0
2021-02-10 12:15:59;114;17;39;17;9;3;6;7;2;3;0
2021-02-10 12:16:59;114;17;39;17;9;3;6;7;2;3;0
2021-02-10 12:17:59;114;17;39;17;9;3;6;7;2;3;0
2021-02-10 12:18:59;114;17;39;17;9;3;6;7;2;3;0
2021-02-10 12:19:58;114;17;39;17;9;3;6;7;2;3;0
2021-02-10 12:20:59;114;17;39;17;9;3;6;7;2;3;0
2021-02-10 12:21:58;116;17;39;18;9;3;6;7;3;3;0
2021-02-10 12:22:59;117;17;40;18;9;3;6;7;3;3;0
2021-02-10 12:23:59;117;17;40;18;9;3;6;7;3;3;0
2021-02-10 12:24:58;117;17;40;18;9;3;6;7;3;3;0
2021-02-10 12:25:59;117;17;40;18;9;3;6;7;3;3;0
2021-02-10 12:26:58;117;17;40;18;9;3;6;7;3;3;0
2021-02-10 12:27:59;117;17;40;18;9;3;6;7;3;3;0
2021-02-10 12:28:58;117;17;40;18;9;3;6;7;3;3;0
2021-02-10 12:29:59;117;17;40;18;9;3;6;7;3;3;0
2021-02-10 12:30:59;118;17;40;19;9;3;6;7;3;3;0
2021-02-10 12:31:58;118;17;40;19;9;3;6;7;3;3;0
2021-02-10 12:32:59;118;17;40;19;9;3;6;7;3;3;0
2021-02-10 12:33:59;118;17;40;19;9;3;6;7;3;3;0
2021-02-10 12:34:58;119;18;40;19;9;3;6;7;3;3;0
2021-02-10 12:35:59;119;18;40;19;9;3;6;7;3;3;0
2021-02-10 12:36:58;119;18;40;19;9;3;6;7;3;3;0
2021-02-10 12:37:59;119;18;40;19;9;3;6;7;3;3;0
2021-02-10 12:38:59;119;18;40;19;9;3;6;7;3;3;0
2021-02-10 12:39:58;119;18;40;19;9;3;6;7;3;3;0
2021-02-10 12:40:59;119;18;40;19;9;3;6;7;3;3;0
2021-02-10 12:41:59;119;19;40;18;9;3;6;7;3;3;0
2021-02-10 12:42:58;119;19;40;18;9;3;6;7;3;3;0
2021-02-10 12:43:59;119;19;40;18;9;3;6;7;3;3;0
2021-02-10 12:44:58;120;20;40;18;9;3;6;7;3;3;0
2021-02-10 12:45:59;120;20;40;18;9;3;6;7;3;3;0
2021-02-10 12:46:58;120;20;40;18;9;3;6;7;3;3;0
2021-02-10 12:47:59;120;20;40;18;9;3;6;7;3;3;0
2021-02-10 12:48:59;120;20;40;18;9;3;6;7;3;3;0
2021-02-10 12:49:59;120;20;40;18;9;3;6;7;3;3;0
2021-02-10 12:50:58;120;20;40;18;9;3;6;7;3;3;0
2021-02-10 12:51:59;121;20;40;18;9;3;6;7;4;3;0
2021-02-10 12:52:59;122;21;40;18;9;3;6;7;4;3;0
2021-02-10 12:54:00;122;21;40;18;9;3;6;7;4;3;0
2021-02-10 12:54:58;123;21;40;19;9;3;6;7;4;3;0
2021-02-10 12:55:59;124;22;40;19;9;3;6;7;4;3;0
2021-02-10 12:56:58;125;22;40;20;9;3;6;7;4;3;0
2021-02-10 12:57:59;127;24;40;20;9;3;6;7;4;3;0
2021-02-10 12:58:59;127;24;40;20;9;3;6;7;4;3;0
2021-02-10 12:59:58;127;24;40;20;9;3;6;7;4;3;0
2021-02-10 13:00:59;127;24;40;20;9;3;6;7;4;3;0
2021-02-10 13:01:59;128;25;40;20;9;3;6;7;4;3;0
2021-02-10 13:02:58;129;25;41;20;9;3;6;7;4;3;0
