datetime;total_votes;thaisia_b;Есения;pupsique;Wiedemann;Terkin;voklo;Bf109H;XASSA;uisky;akuaku
2019-06-05 06:24:59;52;8;11;0;4;4;9;6;1;3;0
2019-06-05 06:25:59;52;8;11;0;4;4;9;6;1;3;0
2019-06-05 06:26:58;52;8;11;0;4;4;9;6;1;3;0
2019-06-05 06:27:59;53;8;12;0;4;4;9;6;1;3;0
2019-06-05 06:28:58;53;8;12;0;4;4;9;6;1;3;0
2019-06-05 06:29:59;53;8;12;0;4;4;9;6;1;3;0
2019-06-05 06:30:59;53;8;12;0;4;4;9;6;1;3;0
2019-06-05 06:31:59;53;8;12;0;4;4;9;6;1;3;0
2019-06-05 06:32:58;53;8;12;0;4;4;9;6;1;3;0
2019-06-05 06:33:59;53;8;12;0;4;4;9;6;1;3;0
2019-06-05 06:34:59;53;8;12;0;4;4;9;6;1;3;0
2019-06-05 06:35:58;53;8;12;0;4;4;9;6;1;3;0
2019-06-05 06:36:59;53;8;12;0;4;4;9;6;1;3;0
2019-06-05 06:37:59;53;8;12;0;4;4;9;6;1;3;0
2019-06-05 06:38:58;53;8;12;0;4;4;9;6;1;3;0
2019-06-05 06:39:59;53;8;12;0;4;4;9;6;1;3;0
2019-06-05 06:40:59;53;8;12;0;4;4;9;6;1;3;0
2019-06-05 06:41:58;53;8;12;0;4;4;9;6;1;3;0
2019-06-05 06:42:59;53;8;12;0;4;4;9;6;1;3;0
2019-06-05 06:43:58;53;8;12;0;4;4;9;6;1;3;0
2019-06-05 06:44:59;53;8;12;0;4;4;9;6;1;3;0
2019-06-05 06:45:58;54;8;13;0;4;4;9;6;1;3;0
2019-06-05 06:46:59;54;8;13;0;4;4;9;6;1;3;0
2019-06-05 06:47:59;54;8;13;0;4;4;9;6;1;3;0
2019-06-05 06:48:58;55;8;14;0;4;4;9;6;1;3;0
2019-06-05 06:49:59;55;8;14;0;4;4;9;6;1;3;0
2019-06-05 06:50:59;55;8;14;0;4;4;9;6;1;3;0
2019-06-05 06:51:59;55;8;14;0;4;4;9;6;1;3;0
2019-06-05 06:52:58;55;8;14;0;4;4;9;6;1;3;0
2019-06-05 06:53:59;55;8;14;0;4;4;9;6;1;3;0
2019-06-05 06:54:58;56;8;14;0;4;4;9;6;1;3;0
2019-06-05 06:55:59;56;8;14;0;4;4;9;6;1;3;0
2019-06-05 06:56:59;58;8;14;0;4;4;9;6;0;3;0
2019-06-05 06:57:58;58;8;14;0;4;4;9;6;0;3;0
2019-06-05 06:58:59;58;8;14;0;4;4;9;6;0;3;0
2019-06-05 06:59:59;58;8;14;0;4;4;9;6;0;3;0
2019-06-05 07:00:58;58;8;14;0;4;4;9;6;0;3;0
2019-06-05 07:01:59;58;8;14;0;4;4;9;6;0;3;0
2019-06-05 07:02:59;58;8;14;0;4;4;9;6;0;3;0
2019-06-05 07:03:58;58;8;14;0;4;4;9;6;0;3;0
2019-06-05 07:04:59;58;8;14;0;4;4;9;6;0;3;0
2019-06-05 07:05:59;58;8;14;0;4;4;9;6;0;3;0
2019-06-05 07:06:58;59;8;15;0;4;4;9;6;0;3;0
2019-06-05 07:07:59;59;8;15;0;4;4;9;6;0;3;0
2019-06-05 07:08:59;59;8;15;0;4;4;9;6;0;3;0
2019-06-05 07:09:58;59;8;15;0;4;4;9;6;0;3;0
2019-06-05 07:10:59;59;8;15;0;4;4;9;6;0;3;0
2019-06-05 07:11:59;59;8;15;0;4;4;9;6;0;3;0
2019-06-05 07:12:58;59;8;15;0;4;4;9;6;0;3;0
2019-06-05 07:13:59;59;8;15;0;4;4;9;6;0;3;0
2019-06-05 07:14:59;59;8;15;0;4;4;9;6;0;3;0
2019-06-05 07:15:58;59;8;15;0;4;4;9;6;0;3;0
2019-06-05 07:16:59;59;8;15;0;4;4;9;6;0;3;0
2019-06-05 07:17:58;59;8;15;0;4;4;9;6;0;3;0
2019-06-05 07:18:59;59;8;15;0;4;4;9;6;0;3;0
2019-06-05 07:19:59;59;8;15;0;4;4;9;6;0;3;0
2019-06-05 07:20:58;59;8;15;0;4;4;9;6;0;3;0
2019-06-05 07:21:59;59;8;15;0;4;4;9;6;0;3;0
2019-06-05 07:22:58;59;8;15;0;4;4;9;6;0;3;0
2019-06-05 07:23:59;59;8;15;0;4;4;9;6;0;3;0
2019-06-05 07:24:59;59;8;15;0;4;4;9;6;0;3;0
2019-06-05 07:25:58;59;8;15;0;4;4;9;6;0;3;0
2019-06-05 07:26:59;59;8;15;0;4;4;9;6;0;3;0
2019-06-05 07:27:59;59;8;15;0;4;4;9;6;0;3;0
2019-06-05 07:28:58;59;8;15;0;4;4;9;6;0;3;0
2019-06-05 07:29:59;59;8;15;0;4;4;9;6;0;3;0
2019-06-05 07:30:59;59;8;15;0;4;4;9;6;0;3;0
2019-06-05 07:31:58;59;8;15;0;4;4;9;6;0;3;0
2019-06-05 07:32:59;60;8;16;0;4;4;9;6;0;3;0
2019-06-05 07:33:58;60;8;16;0;4;4;9;6;0;3;0
2019-06-05 07:34:59;60;8;16;0;4;4;9;6;0;3;0
2019-06-05 07:35:59;61;8;16;0;4;4;10;6;0;3;0
2019-06-05 07:36:58;61;8;16;0;4;4;10;6;0;3;0
2019-06-05 07:37:59;61;8;16;0;4;4;10;6;0;3;0
2019-06-05 07:38:58;62;8;16;0;4;4;10;6;0;3;0
2019-06-05 07:39:59;62;8;16;0;4;4;10;6;0;3;0
2019-06-05 07:40:59;62;8;16;0;4;4;10;6;0;3;0
2019-06-05 07:41:58;62;8;16;0;4;4;10;6;0;3;0
2019-06-05 07:42:59;62;8;16;0;4;4;10;6;0;3;0
2019-06-05 07:43:58;62;8;16;0;4;4;10;6;0;3;0
2019-06-05 07:44:59;63;8;17;0;4;4;10;6;0;3;0
2019-06-05 07:45:59;63;8;17;0;4;4;10;6;0;3;0
2019-06-05 07:46:58;63;8;17;0;4;4;10;6;0;3;0
2019-06-05 07:47:59;64;8;17;0;4;4;10;6;1;3;0
2019-06-05 07:48:59;64;8;17;0;4;4;10;6;1;3;0
2019-06-05 07:49:58;65;8;17;0;4;4;11;6;1;3;0
2019-06-05 07:50:59;65;8;17;0;4;4;11;6;1;3;0
2019-06-05 07:51:59;65;8;17;0;4;4;11;6;1;3;0
2019-06-05 07:52:58;65;8;17;0;4;4;11;6;1;3;0
2019-06-05 07:53:59;65;8;17;0;4;4;11;6;1;3;0
2019-06-05 07:54:59;66;8;17;2;4;4;11;6;0;3;0
2019-06-05 07:55:58;66;8;17;2;4;4;11;6;0;3;0
2019-06-05 07:56:59;66;8;17;2;4;4;11;6;0;3;0
2019-06-05 07:57:59;66;8;17;2;4;4;11;6;0;3;0
2019-06-05 07:58:58;66;8;17;2;4;4;11;6;0;3;0
2019-06-05 07:59:59;66;8;17;2;4;4;11;6;0;3;0
2019-06-05 08:00:58;66;8;17;2;4;4;11;6;0;3;0
2019-06-05 08:01:59;66;8;17;2;4;4;11;6;0;3;0
2019-06-05 08:02:59;66;8;17;2;4;4;11;6;0;3;0
2019-06-05 08:03:59;67;8;18;2;4;4;11;6;0;3;0
2019-06-05 08:04:58;67;8;18;2;4;4;11;6;0;3;0
2019-06-05 08:05:59;67;8;18;2;4;4;11;6;0;3;0
2019-06-05 08:06:59;67;8;18;2;4;4;11;6;0;3;0
2019-06-05 08:07:58;67;8;18;2;4;4;11;6;0;3;0
2019-06-05 08:08:59;67;8;18;2;4;4;11;6;0;3;0
2019-06-05 08:09:58;67;8;18;2;4;4;11;6;0;3;0
2019-06-05 08:10:59;67;8;18;2;4;4;11;6;0;3;0
2019-06-05 08:11:59;66;8;18;2;4;4;10;6;0;3;0
2019-06-05 08:12:58;66;8;18;2;4;4;10;6;0;3;0
2019-06-05 08:13:59;66;8;18;2;4;4;10;6;0;3;0
2019-06-05 08:14:59;66;8;18;2;4;4;10;6;0;3;0
2019-06-05 08:15:58;66;8;18;2;4;4;10;6;0;3;0
2019-06-05 08:16:59;66;8;18;2;4;4;10;6;0;3;0
2019-06-05 08:17:59;66;8;18;2;4;4;10;6;0;3;0
2019-06-05 08:18:58;68;9;19;2;4;4;10;6;0;3;0
2019-06-05 08:19:59;68;9;19;2;4;4;10;6;0;3;0
2019-06-05 08:20:59;69;9;20;2;4;4;10;6;0;3;0
2019-06-05 08:21:58;69;9;20;2;4;4;10;6;0;3;0
2019-06-05 08:22:59;69;9;20;2;4;4;10;6;0;3;0
2019-06-05 08:23:59;69;9;20;2;4;4;10;6;0;3;0
2019-06-05 08:24:58;69;9;20;2;4;4;10;6;0;3;0
2019-06-05 08:25:59;69;9;20;2;4;4;10;6;0;3;0
2019-06-05 08:26:59;69;9;20;2;4;4;10;6;0;3;0
2019-06-05 08:27:58;69;9;20;2;4;4;10;6;0;3;0
2019-06-05 08:28:59;69;9;20;2;4;4;10;6;0;3;0
2019-06-05 08:29:59;70;9;20;2;4;5;10;6;0;3;0
2019-06-05 08:30:58;71;9;21;2;4;5;10;6;0;3;0
2019-06-05 08:31:59;71;9;21;2;4;5;10;6;0;3;0
2019-06-05 08:32:59;71;9;21;2;4;5;10;6;0;3;0
2019-06-05 08:33:58;71;9;21;2;4;5;10;6;0;3;0
2019-06-05 08:34:59;71;9;21;2;4;5;10;6;0;3;0
2019-06-05 08:35:59;71;9;21;2;4;5;10;6;0;3;0
2019-06-05 08:36:58;71;9;21;2;4;5;10;6;0;3;0
2019-06-05 08:37:59;71;9;21;2;4;5;10;6;0;3;0
2019-06-05 08:38:58;71;9;21;2;4;5;10;6;0;3;0
2019-06-05 08:39:59;71;9;21;2;4;5;10;6;0;3;0
2019-06-05 08:40:59;72;9;21;3;4;5;10;6;0;3;0
2019-06-05 08:41:58;72;9;21;3;4;5;10;6;0;3;0
2019-06-05 08:42:59;72;9;21;3;4;5;10;6;0;3;0
2019-06-05 08:43:59;72;9;21;3;4;5;10;6;0;3;0
2019-06-05 08:44:59;72;9;21;3;4;5;10;6;0;3;0
2019-06-05 08:45:58;72;9;21;3;4;5;10;6;0;3;0
2019-06-05 08:46:59;72;9;21;3;4;5;10;6;0;3;0
2019-06-05 08:47:59;72;9;21;3;4;5;10;6;0;3;0
2019-06-05 08:48:58;73;9;21;3;4;5;10;6;0;3;0
2019-06-05 08:49:59;73;9;21;3;4;5;10;6;0;3;0
2019-06-05 08:50:59;73;9;21;3;4;5;10;6;0;3;0
2019-06-05 08:51:58;73;9;21;3;4;5;10;6;0;3;0
2019-06-05 08:52:59;73;9;21;3;4;5;10;6;0;3;0
2019-06-05 08:54:00;73;9;21;3;4;5;10;6;0;3;0
2019-06-05 08:54:58;73;9;21;3;4;5;10;6;0;3;0
2019-06-05 08:55:59;73;9;21;3;4;5;10;6;0;3;0
2019-06-05 08:56:59;73;9;21;3;4;5;10;6;0;3;0
2019-06-05 08:57:58;73;9;21;3;4;5;10;6;0;3;0
2019-06-05 08:58:59;73;9;21;3;4;5;10;6;0;3;0
2019-06-05 08:59:59;73;9;21;3;4;5;10;6;0;3;0
2019-06-05 09:00:58;73;9;21;3;4;5;10;6;0;3;0
2019-06-05 09:01:59;73;9;21;3;4;5;10;6;0;3;0
2019-06-05 09:02:59;73;9;21;3;4;5;10;6;0;3;0
2019-06-05 09:03:58;73;9;21;3;4;5;10;6;0;3;0
2019-06-05 09:04:59;73;9;21;3;4;5;10;6;0;3;0
2019-06-05 09:05:59;73;9;21;3;4;5;10;6;0;3;0
2019-06-05 09:06:58;73;9;21;3;4;5;10;6;0;3;0
2019-06-05 09:07:59;73;9;21;3;4;5;10;6;0;3;0
2019-06-05 09:08:59;73;9;21;3;4;5;10;6;0;3;0
2019-06-05 09:09:58;73;9;21;3;4;5;10;6;0;3;0
2019-06-05 09:10:59;73;9;21;3;4;5;10;6;0;3;0
2019-06-05 09:11:59;73;9;21;3;4;5;10;6;0;3;0
2019-06-05 09:12:58;73;9;21;3;4;5;10;6;0;3;0
2019-06-05 09:13:59;73;9;21;3;4;5;10;6;0;3;0
2019-06-05 09:14:58;73;9;21;3;4;5;10;6;0;3;0
2019-06-05 09:15:59;73;9;21;3;4;5;10;6;0;3;0
2019-06-05 09:16:58;73;9;21;3;4;5;10;6;0;3;0
2019-06-05 09:17:59;74;9;21;3;4;5;10;6;0;3;0
2019-06-05 09:18:59;74;9;22;3;4;5;10;5;0;3;0
2019-06-05 09:19:58;74;9;22;3;4;5;10;5;0;3;0
2019-06-05 09:20:59;74;9;22;3;4;5;10;5;0;3;0
2019-06-05 09:21:59;74;9;22;3;4;5;10;5;0;3;0
2019-06-05 09:22:58;73;9;22;3;4;5;10;4;0;3;0
2019-06-05 09:23:59;74;9;23;3;4;5;10;4;0;3;0
2019-06-05 09:24:59;74;9;23;3;4;5;10;4;0;3;0
2019-06-05 09:25:58;74;9;23;3;4;5;10;4;0;3;0
2019-06-05 09:26:59;74;9;23;3;4;5;10;4;0;3;0
2019-06-05 09:27:59;75;9;23;4;4;5;10;4;0;3;0
2019-06-05 09:29:00;77;9;23;4;4;5;10;5;0;4;0
2019-06-05 09:29:58;77;9;23;4;4;5;10;5;0;4;0
2019-06-05 09:30:59;77;9;23;4;4;5;10;5;0;4;0
2019-06-05 09:31:59;77;9;23;4;4;5;10;5;0;4;0
2019-06-05 09:32:58;78;9;24;4;4;5;10;5;0;4;0
2019-06-05 09:33:59;78;9;24;4;4;5;10;5;0;4;0
2019-06-05 09:34:58;78;9;24;4;4;5;10;5;0;4;0
2019-06-05 09:35:59;78;9;24;4;4;5;10;5;0;4;0
2019-06-05 09:36:59;78;9;24;4;4;5;10;5;0;4;0
2019-06-05 09:37:58;78;9;24;4;4;5;10;5;0;4;0
2019-06-05 09:38:59;78;10;24;4;4;5;10;5;0;4;0
2019-06-05 09:39:58;78;10;24;4;4;5;10;5;0;4;0
2019-06-05 09:40:59;78;10;24;4;4;5;10;5;0;4;0
2019-06-05 09:41:59;79;10;25;4;4;5;10;5;0;4;0
2019-06-05 09:42:58;79;10;25;4;4;5;10;5;0;4;0
2019-06-05 09:43:59;79;10;25;4;4;5;10;5;0;4;0
2019-06-05 09:44:59;80;10;25;4;4;6;10;5;0;4;0
2019-06-05 09:45:58;80;10;25;4;4;6;10;5;0;4;0
2019-06-05 09:46:59;80;10;25;4;4;6;10;5;0;4;0
2019-06-05 09:47:59;82;10;26;4;4;7;10;5;0;4;0
2019-06-05 09:48:58;81;10;26;4;4;7;10;5;0;4;0
2019-06-05 09:49:59;82;10;27;4;4;7;10;5;0;4;0
2019-06-05 09:50:59;82;10;27;4;4;7;10;5;0;4;0
2019-06-05 09:51:58;82;10;27;4;4;7;10;5;0;4;0
2019-06-05 09:52:59;82;10;27;4;4;7;10;5;0;4;0
2019-06-05 09:53:59;82;10;27;4;4;7;10;5;0;4;0
2019-06-05 09:54:58;82;10;27;4;4;7;10;5;0;4;0
2019-06-05 09:55:59;82;10;27;4;4;7;10;5;0;4;0
2019-06-05 09:56:59;82;10;27;4;4;7;10;5;0;4;0
2019-06-05 09:57:58;82;10;27;4;4;7;10;5;0;4;0
2019-06-05 09:58:59;82;10;27;4;4;7;10;5;0;4;0
2019-06-05 09:59:59;82;10;27;4;4;7;10;5;0;4;0
2019-06-05 10:00:58;82;10;27;4;4;7;10;5;0;4;0
2019-06-05 10:01:59;82;10;27;4;4;7;10;5;0;4;0
2019-06-05 10:02:59;82;10;27;4;4;7;10;5;0;4;0
2019-06-05 10:03:58;82;10;27;4;4;7;10;5;0;4;0
2019-06-05 10:04:59;82;10;27;4;4;7;10;5;0;4;0
2019-06-05 10:05:59;83;10;28;4;4;7;10;5;0;4;0
2019-06-05 10:06:58;83;10;28;4;4;7;10;5;0;4;0
2019-06-05 10:07:59;83;10;28;4;4;7;10;5;0;4;0
2019-06-05 10:08:59;83;10;28;4;4;7;10;5;0;4;0
2019-06-05 10:09:58;83;10;28;4;4;7;10;5;0;4;0
2019-06-05 10:10:59;83;10;28;4;4;7;10;5;0;4;0
2019-06-05 10:11:59;83;10;28;4;4;7;10;5;0;4;0
2019-06-05 10:12:59;83;10;28;4;4;7;10;5;0;4;0
2019-06-05 10:13:58;84;10;28;4;4;7;10;5;0;4;0
2019-06-05 10:14:59;84;10;28;4;4;7;10;5;0;4;0
2019-06-05 10:15:59;84;10;28;4;4;7;10;5;0;4;0
2019-06-05 10:16:58;84;10;28;4;4;7;10;5;0;4;0
2019-06-05 10:17:59;84;10;28;4;4;7;10;5;0;4;0
2019-06-05 10:18:59;85;10;29;4;4;7;10;5;0;4;0
2019-06-05 10:19:58;85;10;29;4;4;7;10;5;0;4;0
2019-06-05 10:20:59;85;10;29;4;4;7;10;5;0;4;0
2019-06-05 10:21:59;85;10;29;4;4;7;10;5;0;4;0
2019-06-05 10:22:58;85;10;29;4;4;7;10;5;0;4;0
2019-06-05 10:23:59;85;10;29;4;4;7;10;5;0;4;0
2019-06-05 10:24:59;85;10;29;4;4;7;10;5;0;4;0
2019-06-05 10:25:58;85;10;29;4;4;7;10;5;0;4;0
2019-06-05 10:26:59;85;10;29;4;4;7;10;5;0;4;0
2019-06-05 10:27:59;85;10;29;4;4;7;10;5;0;4;0
2019-06-05 10:28:58;85;10;29;4;4;7;10;5;0;4;0
2019-06-05 10:29:59;87;11;29;4;4;7;10;5;0;4;0
2019-06-05 10:30:59;87;11;29;4;4;7;10;5;0;4;0
2019-06-05 10:31:58;87;11;29;4;4;7;10;5;0;4;0
2019-06-05 10:32:59;87;11;29;4;4;7;10;5;0;4;0
2019-06-05 10:33:59;87;11;29;4;4;7;10;5;0;4;0
2019-06-05 10:34:58;87;11;29;4;4;7;10;5;0;4;0
2019-06-05 10:35:59;87;11;29;4;4;7;10;5;0;4;0
2019-06-05 10:36:59;88;11;29;4;5;7;10;5;0;4;0
2019-06-05 10:37:58;88;11;29;4;5;7;10;5;0;4;0
2019-06-05 10:38:59;88;11;29;4;5;7;10;5;0;4;0
2019-06-05 10:39:59;90;11;29;5;6;7;10;5;0;4;0
2019-06-05 10:40:58;90;11;29;5;6;7;10;5;0;4;0
2019-06-05 10:41:59;90;11;29;5;6;7;10;5;0;4;0
2019-06-05 10:42:59;90;11;29;5;6;7;10;5;0;4;0
2019-06-05 10:43:58;91;11;30;5;6;7;10;5;0;4;0
2019-06-05 10:44:59;91;11;30;5;6;7;10;5;0;4;0
2019-06-05 10:45:59;91;11;30;5;6;7;10;5;0;4;0
2019-06-05 10:46:58;91;11;30;5;6;7;10;5;0;4;0
2019-06-05 10:47:59;91;11;30;5;6;7;10;5;0;4;0
2019-06-05 10:48:59;91;11;30;5;6;7;10;5;0;4;0
2019-06-05 10:49:58;91;11;30;5;6;7;10;5;0;4;0
2019-06-05 10:50:59;91;11;30;5;6;7;10;5;0;4;0
2019-06-05 10:51:59;91;11;30;5;6;7;10;5;0;4;0
2019-06-05 10:52:58;91;11;30;5;6;7;10;5;0;4;0
2019-06-05 10:53:59;91;11;30;5;6;7;10;5;0;4;0
2019-06-05 10:54:58;91;11;30;5;6;7;10;5;0;4;0
2019-06-05 10:55:59;91;11;30;5;6;7;10;5;0;4;0
2019-06-05 10:56:59;91;11;30;5;6;7;10;5;0;4;0
2019-06-05 10:57:58;91;11;30;5;6;7;10;5;0;4;0
2019-06-05 10:58:59;90;11;30;5;6;7;10;5;2;4;0
2019-06-05 10:59:59;90;11;30;5;6;7;10;5;2;4;0
2019-06-05 11:00:58;90;11;30;5;6;7;10;5;2;4;0
2019-06-05 11:01:59;90;11;30;5;6;7;10;5;2;4;0
2019-06-05 11:02:59;90;11;30;5;6;7;10;5;2;4;0
2019-06-05 11:03:59;90;11;30;5;6;7;10;5;2;4;0
2019-06-05 11:04:58;90;11;30;5;6;7;10;5;2;4;0
2019-06-05 11:05:59;90;11;30;5;6;7;10;5;2;4;0
2019-06-05 11:06:59;90;11;30;5;6;7;10;5;2;4;0
2019-06-05 11:07:58;90;11;30;5;6;7;10;5;2;4;0
2019-06-05 11:08:59;90;11;30;5;6;7;10;5;2;4;0
2019-06-05 11:09:59;90;11;30;5;6;7;10;5;2;4;0
2019-06-05 11:10:58;90;11;30;5;6;7;10;5;2;4;0
2019-06-05 11:11:59;90;11;30;5;6;7;10;5;2;4;0
2019-06-05 11:12:59;90;11;30;5;6;7;10;5;2;4;0
2019-06-05 11:13:58;90;11;30;5;6;7;10;5;2;4;0
2019-06-05 11:14:59;91;11;30;5;7;7;10;5;2;4;0
2019-06-05 11:15:59;91;12;30;5;7;7;9;5;2;4;0
2019-06-05 11:16:58;91;12;30;5;7;7;9;5;2;4;0
2019-06-05 11:17:59;91;12;30;5;7;7;9;5;2;4;0
2019-06-05 11:18:59;92;12;30;5;7;7;9;5;3;4;0
2019-06-05 11:19:58;92;12;30;5;7;7;9;5;3;4;0
2019-06-05 11:20:59;93;12;30;5;8;7;9;5;3;4;0
2019-06-05 11:21:59;95;12;30;5;9;7;9;5;4;4;0
2019-06-05 11:22:58;96;13;30;5;9;7;9;5;4;4;0
2019-06-05 11:23:59;96;13;30;5;9;7;9;5;4;4;0
2019-06-05 11:24:58;96;13;30;5;9;7;9;5;4;4;0
2019-06-05 11:25:59;96;13;30;5;9;7;9;5;4;4;0
2019-06-05 11:26:59;96;13;30;5;9;7;9;5;4;4;0
2019-06-05 11:27:58;96;13;30;5;9;7;9;5;4;4;0
2019-06-05 11:28:59;96;13;30;5;9;7;9;5;4;4;0
2019-06-05 11:29:59;96;13;30;5;9;7;9;5;4;4;0
2019-06-05 11:30:58;96;13;30;5;9;7;9;5;4;4;0
2019-06-05 11:31:59;96;13;30;5;9;7;9;5;4;4;0
2019-06-05 11:32:59;96;13;30;5;9;7;9;5;4;4;0
2019-06-05 11:33:58;96;13;30;5;9;7;9;5;4;4;0
2019-06-05 11:34:59;97;13;31;5;9;7;9;5;4;4;0
2019-06-05 11:35:59;97;13;31;5;9;7;9;5;4;4;0
2019-06-05 11:36:58;97;13;31;5;9;7;9;5;4;4;0
2019-06-05 11:37:59;97;13;31;5;9;7;9;5;4;4;0
2019-06-05 11:38:59;98;14;31;5;9;7;9;5;4;4;0
2019-06-05 11:39:58;98;14;31;5;9;7;9;5;4;4;0
2019-06-05 11:40:59;98;14;31;5;9;7;9;5;4;4;0
2019-06-05 11:41:59;98;14;31;5;9;7;9;5;4;4;0
2019-06-05 11:42:58;98;14;31;5;9;7;9;5;4;4;0
2019-06-05 11:43:59;98;14;31;5;9;7;9;5;4;4;0
2019-06-05 11:44:59;98;14;31;5;9;7;9;5;4;4;0
2019-06-05 11:45:59;99;14;32;5;9;7;9;5;4;4;0
2019-06-05 11:46:58;100;14;32;5;10;7;9;5;4;4;0
2019-06-05 11:47:59;100;14;32;5;10;7;9;5;4;4;0
2019-06-05 11:48:58;100;14;32;5;10;7;9;5;4;4;0
2019-06-05 11:49:59;100;14;32;5;10;7;9;5;4;4;0
2019-06-05 11:50:59;100;13;32;5;10;7;9;5;4;4;0
2019-06-05 11:51:58;100;13;32;5;10;7;9;5;4;4;0
2019-06-05 11:52:59;100;13;32;5;10;7;9;5;4;4;0
2019-06-05 11:53:59;100;13;32;5;10;7;9;5;4;4;0
2019-06-05 11:54:59;100;13;32;5;10;7;9;5;4;4;0
2019-06-05 11:55:58;102;14;32;5;10;7;10;5;4;4;0
2019-06-05 11:56:59;102;14;32;5;10;7;10;5;4;4;0
2019-06-05 11:57:59;102;14;32;5;10;7;10;5;4;4;0
2019-06-05 11:58:58;102;14;32;5;10;7;10;5;4;4;0
2019-06-05 11:59:59;102;14;32;5;10;7;10;5;4;4;0
2019-06-05 12:00:58;102;14;32;5;10;7;10;5;4;4;0
2019-06-05 12:01:59;103;14;33;5;10;7;10;5;4;4;0
2019-06-05 12:02:59;103;14;33;5;10;7;10;5;4;4;0
2019-06-05 12:03:58;103;14;33;5;10;7;10;5;4;4;0
2019-06-05 12:04:59;103;14;33;5;10;7;10;5;4;4;0
2019-06-05 12:05:59;104;14;33;5;10;7;11;5;4;4;0
2019-06-05 12:06:58;105;15;33;5;10;7;11;5;4;4;0
2019-06-05 12:07:59;105;15;33;5;10;7;11;5;4;4;0
2019-06-05 12:08:59;106;15;33;6;10;7;11;5;4;4;0
2019-06-05 12:09:58;106;15;33;6;10;7;11;5;4;4;0
2019-06-05 12:10:59;106;15;33;6;10;7;11;5;4;4;0
2019-06-05 12:11:59;106;15;33;6;10;7;11;5;4;4;0
2019-06-05 12:12:58;106;15;33;6;10;7;11;5;4;4;0
2019-06-05 12:13:59;106;15;33;6;10;7;11;5;4;4;0
2019-06-05 12:14:58;106;15;33;6;10;7;11;5;4;4;0
2019-06-05 12:15:59;106;15;33;6;10;7;11;5;4;4;0
2019-06-05 12:16:59;106;15;33;6;10;7;11;5;4;4;0
2019-06-05 12:17:58;106;15;33;6;10;7;11;5;4;4;0
2019-06-05 12:18:59;107;15;34;6;10;7;11;5;4;4;0
2019-06-05 12:19:59;107;15;34;6;10;7;11;5;4;4;0
2019-06-05 12:20:58;107;15;34;6;10;7;11;5;4;4;0
2019-06-05 12:21:59;107;15;34;6;10;7;11;5;4;4;0
2019-06-05 12:22:59;107;15;34;6;10;7;11;5;4;4;0
2019-06-05 12:23:58;107;15;34;6;10;7;11;5;4;4;0
2019-06-05 12:24:59;107;15;34;6;10;7;11;5;4;4;0
2019-06-05 12:25:59;107;15;34;6;10;7;11;5;4;4;0
2019-06-05 12:26:58;107;15;34;6;10;7;11;5;4;4;0
2019-06-05 12:27:59;107;15;34;6;10;7;11;5;4;4;0
2019-06-05 12:28:59;108;15;35;6;10;7;11;5;4;4;0
2019-06-05 12:29:58;108;15;35;6;10;7;11;5;4;4;0
2019-06-05 12:30:59;108;15;35;6;10;7;11;5;4;4;0
2019-06-05 12:31:59;108;15;35;6;10;7;11;5;4;4;0
2019-06-05 12:32:58;108;15;35;6;10;7;11;5;4;4;0
2019-06-05 12:33:59;109;15;35;6;10;7;11;6;4;4;0
2019-06-05 12:34:59;109;15;35;6;10;7;11;6;4;4;0
2019-06-05 12:35:58;111;15;35;6;11;7;12;6;4;4;0
2019-06-05 12:36:59;112;15;36;6;11;7;12;6;4;4;0
2019-06-05 12:37:59;113;15;37;6;11;7;12;6;4;4;0
2019-06-05 12:38:58;113;15;37;6;11;7;12;6;4;4;0
2019-06-05 12:39:59;113;15;37;6;11;7;12;6;4;4;0
2019-06-05 12:40:59;114;15;38;6;11;7;12;6;4;4;0
2019-06-05 12:41:58;114;15;38;6;11;7;12;6;4;4;0
2019-06-05 12:42:59;114;15;38;6;11;7;12;6;4;4;0
2019-06-05 12:43:59;114;15;38;6;11;7;12;6;4;4;0
2019-06-05 12:44:58;115;16;38;6;11;7;12;6;4;4;0
2019-06-05 12:45:59;115;16;38;6;11;7;12;6;4;4;0
2019-06-05 12:46:59;115;16;38;6;11;7;12;6;4;4;0
2019-06-05 12:47:58;115;16;38;6;11;7;12;6;4;4;0
2019-06-05 12:48:59;115;16;38;6;11;7;12;6;4;4;0
2019-06-05 12:49:59;115;16;38;6;11;7;12;6;4;4;0
2019-06-05 12:50:58;115;16;38;6;11;7;12;6;4;4;0
2019-06-05 12:51:59;115;16;38;6;11;7;12;6;4;4;0
2019-06-05 12:52:59;115;16;38;6;11;7;12;6;4;4;0
2019-06-05 12:53:58;115;16;38;6;11;7;12;6;4;4;0
2019-06-05 12:54:59;115;16;38;6;11;7;12;6;4;4;0
2019-06-05 12:55:59;115;17;38;6;10;7;12;6;4;4;0
2019-06-05 12:56:58;115;17;38;6;10;7;12;6;4;4;0
2019-06-05 12:57:59;115;17;38;6;10;7;12;6;4;4;0
2019-06-05 12:58:59;115;17;38;6;10;7;12;6;4;4;0
2019-06-05 12:59:58;115;17;38;6;10;7;12;6;4;4;0
2019-06-05 13:00:59;115;17;38;6;10;7;12;6;4;4;0
2019-06-05 13:01:59;115;17;38;6;10;7;12;6;4;4;0
