datetime;total_votes;kross;ruweb;cofee;Kolbasevich;navalny;KOCTOPE3;romanvzromanvz;mrvg;quick_justice;Mindsplitter
2020-07-29 06:31:58;51;9;12;5;6;2;0;2;0;0;0
2020-07-29 06:32:59;51;9;12;5;6;2;0;2;0;0;0
2020-07-29 06:33:58;51;9;12;5;6;2;0;2;0;0;0
2020-07-29 06:34:59;51;9;12;5;6;2;0;2;0;0;0
2020-07-29 06:35:59;51;9;12;5;6;2;0;2;0;0;0
2020-07-29 06:36:58;51;9;12;5;6;2;0;2;0;0;0
2020-07-29 06:37:59;51;9;12;5;6;2;0;2;0;0;0
2020-07-29 06:38:58;51;9;12;5;6;2;0;2;0;0;0
2020-07-29 06:39:59;51;9;12;5;6;2;0;2;0;0;0
2020-07-29 06:40:59;51;9;12;5;6;2;0;2;0;0;0
2020-07-29 06:41:58;51;9;12;5;6;2;0;2;0;0;0
2020-07-29 06:42:59;51;9;12;5;6;2;0;2;0;0;0
2020-07-29 06:43:59;51;9;12;5;6;2;0;2;0;0;0
2020-07-29 06:44:58;51;9;12;5;6;2;0;2;0;0;0
2020-07-29 06:45:59;51;9;12;5;6;2;0;2;0;0;0
2020-07-29 06:46:58;52;10;12;5;6;2;0;2;0;0;0
2020-07-29 06:47:59;52;10;12;5;6;2;0;2;0;0;0
2020-07-29 06:48:59;52;10;12;5;6;2;0;2;0;0;0
2020-07-29 06:49:58;52;10;12;5;6;2;0;2;0;0;0
2020-07-29 06:50:59;52;10;12;5;6;2;0;2;0;0;0
2020-07-29 06:51:59;52;10;12;5;6;2;0;2;0;0;0
2020-07-29 06:52:58;52;10;12;5;6;2;0;2;0;0;0
2020-07-29 06:53:59;52;10;12;5;6;2;0;2;0;0;0
2020-07-29 06:54:58;52;10;12;5;6;2;0;2;0;0;0
2020-07-29 06:55:59;52;10;12;5;6;2;0;2;0;0;0
2020-07-29 06:56:58;53;10;12;5;6;2;0;2;0;0;0
2020-07-29 06:57:59;53;10;12;5;6;2;0;2;0;0;0
2020-07-29 06:58:58;53;10;12;5;6;2;0;2;0;0;0
2020-07-29 06:59:59;53;10;12;5;6;2;0;2;0;0;0
2020-07-29 07:00:59;53;10;12;5;6;2;0;2;0;0;0
2020-07-29 07:01:58;53;10;12;5;6;2;0;2;0;0;0
2020-07-29 07:02:59;54;11;12;5;6;2;0;2;0;0;0
2020-07-29 07:03:58;54;11;12;5;6;2;0;2;0;0;0
2020-07-29 07:04:59;54;11;12;5;6;2;0;2;0;0;0
2020-07-29 07:05:59;54;11;12;5;6;2;0;2;0;0;0
2020-07-29 07:06:58;54;11;12;5;6;2;0;2;0;0;0
2020-07-29 07:07:59;54;11;12;5;6;2;0;2;0;0;0
2020-07-29 07:08:59;55;11;12;5;6;2;1;2;0;0;0
2020-07-29 07:09:58;55;11;12;5;6;2;1;2;0;0;0
2020-07-29 07:10:59;56;11;12;5;6;2;2;2;0;0;0
2020-07-29 07:11:59;56;11;12;5;6;2;2;2;0;0;0
2020-07-29 07:12:58;56;11;12;5;6;2;2;2;0;0;0
2020-07-29 07:13:59;56;11;12;5;6;2;2;2;0;0;0
2020-07-29 07:14:58;56;11;12;5;6;2;2;2;0;0;0
2020-07-29 07:15:59;56;11;12;5;6;2;2;2;0;0;0
2020-07-29 07:16:59;57;12;12;5;6;2;2;2;0;0;0
2020-07-29 07:17:58;57;12;12;5;6;2;2;2;0;0;0
2020-07-29 07:18:59;58;13;12;5;6;2;2;2;0;0;0
2020-07-29 07:19:59;58;13;12;5;6;2;2;2;0;0;0
2020-07-29 07:20:58;58;13;12;5;6;2;2;2;0;0;0
2020-07-29 07:21:59;58;13;12;5;6;2;2;2;0;0;0
2020-07-29 07:22:59;58;13;12;5;6;2;2;2;0;0;0
2020-07-29 07:23:58;58;13;12;5;6;2;2;2;0;0;0
2020-07-29 07:24:59;58;13;12;5;6;2;2;2;0;0;0
2020-07-29 07:25:59;58;13;12;5;6;2;2;2;0;0;0
2020-07-29 07:26:58;58;13;12;5;6;2;2;2;0;0;0
2020-07-29 07:27:59;58;13;12;5;6;2;2;2;0;0;0
2020-07-29 07:28:58;58;13;12;5;6;2;2;2;0;0;0
2020-07-29 07:29:59;58;13;12;5;6;2;2;2;0;0;0
2020-07-29 07:30:59;58;13;12;5;6;2;2;2;0;0;0
2020-07-29 07:31:58;59;14;12;5;6;2;2;2;0;0;0
2020-07-29 07:32:59;59;14;12;5;6;2;2;2;0;0;0
2020-07-29 07:33:58;59;14;12;5;6;2;2;2;0;0;0
2020-07-29 07:34:59;60;14;13;5;6;2;2;2;0;0;0
2020-07-29 07:35:58;60;14;13;5;6;2;2;2;0;0;0
2020-07-29 07:36:59;60;14;13;5;6;2;2;2;0;0;0
2020-07-29 07:37:58;60;14;13;5;6;2;2;2;0;0;0
2020-07-29 07:38:59;60;14;13;5;6;2;2;2;0;0;0
2020-07-29 07:39:59;60;14;13;5;6;2;2;2;0;0;0
2020-07-29 07:40:58;60;14;13;5;6;2;2;2;0;0;0
2020-07-29 07:41:59;60;14;13;5;6;2;2;2;0;0;0
2020-07-29 07:42:59;60;14;13;5;6;2;2;2;0;0;0
2020-07-29 07:43:58;61;14;14;5;6;2;2;2;0;0;0
2020-07-29 07:44:59;61;14;14;5;6;2;2;2;0;0;0
2020-07-29 07:45:58;61;14;14;5;6;2;2;2;0;0;0
2020-07-29 07:47:00;61;14;14;5;6;2;2;2;0;0;0
2020-07-29 07:47:58;61;14;14;5;6;2;2;2;0;0;0
2020-07-29 07:48:59;61;14;14;5;6;2;2;2;0;0;0
2020-07-29 07:49:59;63;15;14;5;6;2;2;2;0;0;0
2020-07-29 07:50:58;63;15;14;5;6;2;2;2;0;0;0
2020-07-29 07:52:00;63;15;14;5;6;2;2;2;0;0;0
2020-07-29 07:52:58;63;15;14;5;6;2;2;2;0;0;0
2020-07-29 07:53:59;63;15;14;5;6;2;2;2;0;0;0
2020-07-29 07:54:59;63;15;14;5;6;2;2;2;0;0;0
2020-07-29 07:55:58;63;15;14;5;6;2;2;2;0;0;0
2020-07-29 07:56:59;63;15;14;5;6;2;2;2;0;0;0
2020-07-29 07:57:59;63;15;14;5;6;2;2;2;0;0;0
2020-07-29 07:58:58;63;15;14;5;6;2;2;2;0;0;0
2020-07-29 07:59:59;63;15;14;5;6;2;2;2;0;0;0
2020-07-29 08:00:58;63;15;14;5;6;2;2;2;0;0;0
2020-07-29 08:01:59;63;15;14;5;6;2;2;2;0;0;0
2020-07-29 08:02:59;63;15;14;5;6;2;2;2;0;0;0
2020-07-29 08:03:58;64;15;14;5;6;2;3;2;0;0;0
2020-07-29 08:04:59;64;15;14;5;6;2;3;2;0;0;0
2020-07-29 08:05:58;64;15;14;5;6;2;3;2;0;0;0
2020-07-29 08:06:59;64;15;14;5;6;2;3;2;0;0;0
2020-07-29 08:07:58;65;15;14;6;6;2;3;2;0;0;0
2020-07-29 08:08:59;65;15;14;6;6;2;3;2;0;0;0
2020-07-29 08:09:59;65;15;14;6;6;2;3;2;0;0;0
2020-07-29 08:10:58;65;15;14;6;6;2;3;2;0;0;0
2020-07-29 08:11:59;66;15;14;6;7;2;3;2;0;0;0
2020-07-29 08:12:59;66;15;14;6;7;2;3;2;0;0;0
2020-07-29 08:13:58;68;16;15;6;7;2;3;2;0;0;0
2020-07-29 08:14:59;68;16;15;6;7;2;3;2;0;0;0
2020-07-29 08:15:58;68;16;15;6;7;2;3;2;0;0;0
2020-07-29 08:16:59;68;16;15;6;7;2;3;2;0;0;0
2020-07-29 08:17:58;68;16;15;6;7;2;3;2;0;0;0
2020-07-29 08:18:59;68;16;15;6;7;2;3;2;0;0;0
2020-07-29 08:19:59;68;16;15;6;7;2;3;2;0;0;0
2020-07-29 08:20:58;68;16;15;6;7;2;3;2;0;0;0
2020-07-29 08:21:59;68;16;15;6;7;2;3;2;0;0;0
2020-07-29 08:22:58;68;16;15;6;7;2;3;2;0;0;0
2020-07-29 08:23:59;68;16;15;6;7;2;3;2;0;0;0
2020-07-29 08:24:59;68;16;15;6;7;2;3;2;0;0;0
2020-07-29 08:25:58;69;16;15;6;7;2;4;2;0;0;0
2020-07-29 08:26:59;69;16;15;6;7;2;4;2;0;0;0
2020-07-29 08:27:58;69;16;15;6;7;2;4;2;0;0;0
2020-07-29 08:28:59;69;16;15;6;7;2;4;2;0;0;0
2020-07-29 08:29:59;69;16;15;6;7;2;4;2;0;0;0
2020-07-29 08:30:58;70;17;15;6;7;2;4;2;0;0;0
2020-07-29 08:31:59;70;17;15;6;7;2;4;2;0;0;0
2020-07-29 08:32:59;70;17;15;6;7;2;4;2;0;0;0
2020-07-29 08:33:58;70;17;15;6;7;2;4;2;0;0;0
2020-07-29 08:34:59;71;17;16;6;7;2;4;2;0;0;0
2020-07-29 08:35:59;71;17;16;6;7;2;4;2;0;0;0
2020-07-29 08:36:58;72;18;16;6;7;2;4;2;0;0;0
2020-07-29 08:37:59;72;18;16;6;7;2;4;2;0;0;0
2020-07-29 08:38:59;72;18;16;6;7;2;4;2;0;0;0
2020-07-29 08:39:58;72;18;16;6;7;2;4;2;0;0;0
2020-07-29 08:40:59;72;18;16;6;7;2;4;2;0;0;0
2020-07-29 08:41:58;72;18;16;6;7;2;4;2;0;0;0
2020-07-29 08:42:59;72;18;16;6;7;2;4;2;0;0;0
2020-07-29 08:43:58;72;18;16;6;7;2;4;2;0;0;0
2020-07-29 08:44:59;72;18;16;6;7;2;4;2;0;0;0
2020-07-29 08:45:59;72;18;16;6;7;2;4;2;0;0;0
2020-07-29 08:46:58;72;18;16;6;7;2;4;2;0;0;0
2020-07-29 08:47:59;72;18;16;6;7;2;4;2;0;0;0
2020-07-29 08:48:58;72;18;16;6;7;2;4;2;0;0;0
2020-07-29 08:49:59;72;18;16;6;7;2;4;2;0;0;0
2020-07-29 08:50:58;72;18;16;6;7;2;4;2;0;0;0
2020-07-29 08:51:59;72;18;16;6;7;2;4;2;0;0;0
2020-07-29 08:52:58;72;18;16;6;7;2;4;2;0;0;0
2020-07-29 08:53:59;72;18;16;6;7;2;4;2;0;0;0
2020-07-29 08:54:58;73;18;16;6;7;2;5;2;0;0;0
2020-07-29 08:55:59;74;19;16;6;7;2;5;2;0;0;0
2020-07-29 08:56:59;74;19;16;6;7;2;5;2;0;0;0
2020-07-29 08:57:58;74;19;16;6;7;2;5;2;0;0;0
2020-07-29 08:58:59;74;19;16;6;7;2;5;2;0;0;0
2020-07-29 08:59:58;74;19;16;6;7;2;5;2;0;0;0
2020-07-29 09:00:59;74;19;16;6;7;2;5;2;0;0;0
2020-07-29 09:01:59;74;19;16;6;7;2;5;2;0;0;0
2020-07-29 09:02:58;75;19;16;6;8;2;5;2;0;0;0
2020-07-29 09:03:59;76;20;16;6;8;2;5;2;0;0;0
2020-07-29 09:04:58;76;20;16;6;8;2;5;2;0;0;0
2020-07-29 09:05:59;76;20;16;6;8;2;5;2;0;0;0
2020-07-29 09:06:59;76;20;16;6;8;2;5;2;0;0;0
2020-07-29 09:07:58;77;20;16;6;8;2;5;2;0;0;0
2020-07-29 09:08:59;78;20;16;7;8;2;5;2;0;0;0
2020-07-29 09:09:58;78;20;16;7;8;2;5;2;0;0;0
2020-07-29 09:10:59;79;20;16;8;8;2;5;2;0;0;0
2020-07-29 09:11:58;80;20;17;8;8;2;5;2;0;0;0
2020-07-29 09:12:59;80;20;17;8;8;2;5;2;0;0;0
2020-07-29 09:13:58;80;20;17;8;8;2;5;2;0;0;0
2020-07-29 09:14:59;81;20;17;8;8;2;5;2;0;0;0
2020-07-29 09:15:58;82;20;17;9;8;2;5;2;0;0;0
2020-07-29 09:16:59;82;20;17;9;8;2;5;2;0;0;0
2020-07-29 09:17:59;82;20;17;9;8;2;5;2;0;0;0
2020-07-29 09:18:58;83;20;17;9;8;2;6;2;0;0;0
2020-07-29 09:20:00;83;20;17;9;8;2;6;2;0;0;0
2020-07-29 09:20:58;84;20;18;9;8;2;6;2;0;0;0
2020-07-29 09:21:59;84;20;18;9;8;2;6;2;0;0;0
2020-07-29 09:22:59;84;20;18;9;8;2;6;2;0;0;0
2020-07-29 09:23:58;85;21;18;9;8;2;6;2;0;0;0
2020-07-29 09:24:59;84;21;18;9;8;2;6;2;0;0;0
2020-07-29 09:25:58;84;21;18;9;8;2;6;2;0;0;0
2020-07-29 09:26:59;84;21;18;9;8;2;6;2;0;0;0
2020-07-29 09:27:58;85;22;18;9;8;2;6;2;0;0;0
2020-07-29 09:28:59;85;22;18;9;8;2;6;2;0;0;0
2020-07-29 09:29:58;85;22;18;9;8;2;6;2;0;0;0
2020-07-29 09:30:59;85;22;18;9;8;2;6;2;0;0;0
2020-07-29 09:31:59;85;22;18;9;8;2;6;2;0;0;0
2020-07-29 09:32:58;85;22;18;9;8;2;6;2;0;0;0
2020-07-29 09:33:59;85;23;17;9;8;2;6;2;0;0;0
2020-07-29 09:34:58;85;23;17;9;8;2;6;2;0;0;0
2020-07-29 09:35:59;85;23;17;9;8;2;6;2;0;0;0
2020-07-29 09:36:58;85;23;17;9;8;2;6;2;0;0;0
2020-07-29 09:37:59;85;23;17;9;8;2;6;2;0;0;0
2020-07-29 09:38:58;85;23;17;9;8;2;6;2;0;0;0
2020-07-29 09:39:59;85;23;17;9;8;2;6;2;0;0;0
2020-07-29 09:40:59;85;23;17;9;8;2;6;2;0;0;0
2020-07-29 09:41:58;85;23;17;9;8;2;6;2;0;0;0
2020-07-29 09:42:59;85;23;17;9;8;2;6;2;0;0;0
2020-07-29 09:43:59;85;23;17;9;8;2;6;2;0;0;0
2020-07-29 09:44:58;86;23;17;10;8;2;6;2;0;0;0
2020-07-29 09:45:59;86;23;17;10;8;2;6;2;0;0;0
2020-07-29 09:46:58;87;23;18;10;8;2;6;2;0;0;0
2020-07-29 09:47:59;88;23;18;10;8;2;6;3;0;0;0
2020-07-29 09:48:58;88;23;18;10;8;2;6;3;0;0;0
2020-07-29 09:49:59;88;23;18;10;8;2;6;3;0;0;0
2020-07-29 09:50:58;89;23;18;10;8;2;7;3;0;0;0
2020-07-29 09:51:59;89;23;18;10;8;2;7;3;0;0;0
2020-07-29 09:52:59;89;23;18;10;8;2;7;3;0;0;0
2020-07-29 09:53:58;89;23;18;10;8;2;7;3;0;0;0
2020-07-29 09:54:59;89;23;18;10;8;2;7;3;0;0;0
2020-07-29 09:55:58;89;23;18;10;8;2;7;3;0;0;0
2020-07-29 09:56:59;89;23;18;10;8;2;7;3;0;0;0
2020-07-29 09:57:59;89;23;18;10;8;2;7;3;0;0;0
2020-07-29 09:58:58;90;24;17;11;8;2;7;3;0;0;0
2020-07-29 09:59:59;90;24;17;11;8;2;7;3;0;0;0
2020-07-29 10:00:58;90;24;17;11;8;2;7;3;0;0;0
2020-07-29 10:01:59;90;24;17;11;8;2;7;3;0;0;0
2020-07-29 10:02:59;90;24;17;11;8;2;7;3;0;0;0
2020-07-29 10:03:58;92;24;17;11;8;2;7;4;0;1;0
2020-07-29 10:04:59;92;24;17;11;8;2;7;4;0;1;0
2020-07-29 10:05:58;92;24;17;11;8;2;7;4;0;1;0
2020-07-29 10:06:59;93;25;17;11;8;2;7;4;0;1;0
2020-07-29 10:07:59;93;25;17;11;8;2;7;4;0;1;0
2020-07-29 10:08:58;93;25;17;11;8;2;7;4;0;1;0
2020-07-29 10:09:59;93;25;17;11;8;2;7;4;0;1;0
2020-07-29 10:10:59;93;25;17;11;8;2;7;4;0;1;0
2020-07-29 10:11:58;93;25;17;11;8;2;7;4;0;1;0
2020-07-29 10:12:59;93;25;17;11;8;2;7;4;0;1;0
2020-07-29 10:13:58;93;25;17;11;8;2;7;4;0;1;0
2020-07-29 10:14:59;93;25;17;11;8;2;7;4;0;1;0
2020-07-29 10:15:59;93;25;17;11;8;2;7;4;0;1;0
2020-07-29 10:16:58;93;25;17;11;8;2;7;4;0;1;0
2020-07-29 10:17:59;93;25;17;11;8;2;7;4;0;1;0
2020-07-29 10:18:58;94;25;18;11;8;2;7;4;0;1;0
2020-07-29 10:19:59;94;25;18;11;8;2;7;4;0;1;0
2020-07-29 10:20:58;94;25;18;11;8;2;7;4;0;1;0
2020-07-29 10:21:59;94;25;18;11;8;2;7;4;0;1;0
2020-07-29 10:22:59;95;25;18;11;8;2;7;5;0;1;0
2020-07-29 10:23:58;95;25;18;11;8;2;7;5;0;1;0
2020-07-29 10:25:00;96;25;18;11;8;2;7;6;0;1;0
2020-07-29 10:25:58;96;25;18;11;8;2;7;6;0;1;0
2020-07-29 10:26:59;96;25;18;11;8;2;7;6;0;1;0
2020-07-29 10:27:59;96;25;18;11;8;2;7;6;0;1;0
2020-07-29 10:28:58;96;25;18;11;8;2;7;6;0;1;0
2020-07-29 10:29:59;96;25;18;11;8;2;7;6;0;1;0
2020-07-29 10:30:59;96;25;18;11;8;2;7;6;0;1;0
2020-07-29 10:31:58;96;25;18;11;8;2;7;6;0;1;0
2020-07-29 10:32:59;97;26;18;11;8;2;7;6;0;1;0
2020-07-29 10:33:58;97;26;18;11;8;2;7;6;0;1;0
2020-07-29 10:34:59;97;26;18;11;8;2;7;6;0;1;0
2020-07-29 10:35:59;97;26;18;11;8;2;7;6;0;1;0
2020-07-29 10:36:58;97;26;18;11;8;2;7;6;0;1;0
2020-07-29 10:37:59;97;26;18;11;8;2;7;6;0;1;0
2020-07-29 10:38:58;97;26;18;11;8;2;7;6;0;1;0
2020-07-29 10:39:59;97;25;18;11;8;2;7;6;0;1;0
2020-07-29 10:40:59;98;25;18;11;8;2;7;6;0;1;0
2020-07-29 10:41:58;99;25;18;11;8;3;7;6;0;1;0
2020-07-29 10:42:59;100;25;18;11;9;3;7;6;0;1;0
2020-07-29 10:43:58;102;25;18;11;9;3;7;7;0;2;0
2020-07-29 10:44:59;102;25;18;11;9;3;7;7;0;2;0
2020-07-29 10:45:59;102;25;18;11;9;3;7;7;0;2;0
2020-07-29 10:46:58;102;25;18;11;9;3;7;7;0;2;0
2020-07-29 10:47:59;102;25;18;11;9;3;7;7;0;2;0
2020-07-29 10:48:58;102;25;18;11;9;3;7;7;0;2;0
2020-07-29 10:49:59;102;25;18;11;9;3;7;7;0;2;0
2020-07-29 10:50:59;102;25;18;11;9;3;7;7;0;2;0
2020-07-29 10:51:58;102;25;18;11;9;3;7;7;0;2;0
2020-07-29 10:52:59;102;25;18;11;9;3;7;7;0;2;0
2020-07-29 10:53:58;102;25;18;11;9;3;7;7;0;2;0
2020-07-29 10:54:59;102;25;18;11;9;3;7;7;0;2;0
2020-07-29 10:55:58;102;25;18;11;9;3;7;7;0;2;0
2020-07-29 10:56:59;102;25;18;11;9;3;7;7;0;2;0
2020-07-29 10:57:58;102;25;18;11;9;3;7;7;0;2;0
2020-07-29 10:58:59;103;25;18;11;9;4;7;7;0;2;0
2020-07-29 10:59:58;103;25;18;11;9;4;7;7;0;2;0
2020-07-29 11:00:59;103;25;18;11;9;4;7;7;0;2;0
2020-07-29 11:01:58;103;25;18;11;9;4;7;7;0;2;0
2020-07-29 11:02:59;104;25;18;11;9;4;7;7;2;2;0
2020-07-29 11:03:58;104;25;18;11;9;4;7;7;2;2;0
2020-07-29 11:04:59;104;25;18;11;9;4;7;7;2;2;0
2020-07-29 11:05:59;105;25;18;11;9;4;7;7;3;2;0
2020-07-29 11:06:58;105;25;18;11;9;4;7;7;3;2;0
2020-07-29 11:07:59;105;25;18;11;9;4;7;7;3;2;0
2020-07-29 11:08:59;105;25;18;11;9;4;7;7;3;2;0
2020-07-29 11:09:58;106;25;18;11;10;4;7;7;3;2;0
2020-07-29 11:10:59;106;25;18;11;10;4;7;7;3;2;0
2020-07-29 11:11:58;106;25;18;11;10;4;7;7;3;2;0
2020-07-29 11:12:59;107;25;18;11;10;4;7;7;4;2;0
2020-07-29 11:13:59;108;25;18;11;10;4;7;7;4;3;0
2020-07-29 11:14:58;108;25;18;11;10;4;7;7;4;3;0
2020-07-29 11:15:59;108;25;18;11;10;4;7;7;4;3;0
2020-07-29 11:16:59;109;25;18;11;10;4;7;7;5;3;0
2020-07-29 11:17:58;109;25;18;11;10;4;7;7;5;3;0
2020-07-29 11:18:59;109;25;18;11;10;4;7;7;5;3;0
2020-07-29 11:19:58;109;25;18;11;10;4;7;7;5;3;0
2020-07-29 11:20:59;109;25;18;11;10;4;7;7;5;3;0
2020-07-29 11:21:58;109;25;18;11;10;4;7;7;5;3;0
2020-07-29 11:22:59;109;25;18;11;10;4;7;7;5;3;0
2020-07-29 11:23:59;109;25;18;11;10;4;7;7;5;3;0
2020-07-29 11:24:58;109;25;18;11;10;4;7;7;5;3;0
2020-07-29 11:25:59;110;25;18;12;10;4;7;7;5;3;0
2020-07-29 11:26:58;110;25;18;12;10;4;7;7;5;3;0
2020-07-29 11:27:59;110;25;18;12;10;4;7;7;5;3;0
2020-07-29 11:28:58;110;25;18;12;10;4;7;7;5;3;0
2020-07-29 11:29:59;110;25;18;12;10;4;7;7;5;3;0
2020-07-29 11:30:58;110;25;18;12;10;4;7;7;5;3;0
2020-07-29 11:31:59;111;25;18;12;11;4;7;7;5;3;0
2020-07-29 11:32:58;112;25;18;12;11;4;7;7;5;3;2
2020-07-29 11:33:59;113;25;18;12;11;4;7;7;6;3;2
2020-07-29 11:34:58;113;25;18;12;11;4;7;7;6;3;2
2020-07-29 11:35:59;113;25;18;12;11;4;7;7;6;3;2
2020-07-29 11:36:59;114;25;18;13;11;4;7;7;6;3;2
2020-07-29 11:37:58;114;25;18;13;11;4;7;7;6;3;2
2020-07-29 11:38:59;114;25;18;13;11;4;7;7;6;3;2
2020-07-29 11:39:58;114;25;18;13;11;4;7;7;6;3;2
2020-07-29 11:40:59;114;25;18;13;11;4;7;7;6;3;2
2020-07-29 11:41:58;114;25;18;13;11;4;7;7;6;3;2
2020-07-29 11:42:59;115;25;18;13;11;4;7;8;6;3;2
2020-07-29 11:43:58;115;25;18;13;11;4;7;8;6;3;2
2020-07-29 11:44:59;115;25;18;13;11;4;7;8;6;3;2
2020-07-29 11:45:59;115;25;18;13;11;4;7;8;6;3;2
2020-07-29 11:46:58;116;26;18;13;11;4;7;8;6;3;2
2020-07-29 11:47:59;117;26;18;13;12;4;7;8;6;3;2
2020-07-29 11:48:58;117;26;18;13;12;4;7;8;6;3;2
2020-07-29 11:49:59;117;26;18;13;12;4;7;8;6;3;2
2020-07-29 11:50:58;118;26;18;13;12;4;7;8;7;3;2
2020-07-29 11:51:59;118;26;18;13;12;4;7;8;7;3;2
2020-07-29 11:52:58;118;26;18;13;12;4;7;8;7;3;2
2020-07-29 11:53:59;119;26;18;13;12;4;7;8;7;3;3
2020-07-29 11:54:58;119;26;18;13;12;4;7;8;7;3;3
2020-07-29 11:55:59;119;26;18;13;12;4;7;8;7;3;3
2020-07-29 11:56:58;120;27;18;13;12;4;7;8;7;3;3
2020-07-29 11:57:59;120;27;18;13;12;4;7;8;7;3;3
2020-07-29 11:58:58;120;27;18;13;12;4;7;8;7;3;3
2020-07-29 12:00:00;120;27;18;13;12;4;7;8;7;3;3
2020-07-29 12:00:58;120;27;18;13;12;4;7;8;7;3;3
2020-07-29 12:01:59;120;27;18;13;12;4;7;8;7;3;3
2020-07-29 12:02:59;120;27;18;13;12;4;7;8;7;3;3
2020-07-29 12:03:58;120;27;18;13;12;4;7;8;7;3;3
2020-07-29 12:04:59;121;27;18;13;12;5;7;8;7;3;3
2020-07-29 12:05:58;121;27;18;13;12;5;7;8;7;3;3
2020-07-29 12:06:59;121;27;18;13;12;5;7;8;7;3;3
2020-07-29 12:07:58;121;27;18;13;12;5;7;8;7;3;3
2020-07-29 12:08:59;121;27;18;13;12;5;7;8;7;3;3
2020-07-29 12:09:59;121;27;18;13;12;5;7;8;7;3;3
2020-07-29 12:10:58;122;28;18;13;12;5;7;8;7;3;3
2020-07-29 12:11:59;122;28;18;13;12;5;7;8;7;3;3
2020-07-29 12:12:58;122;28;18;13;12;5;7;8;7;3;3
2020-07-29 12:13:59;122;28;18;13;12;5;7;8;7;3;3
2020-07-29 12:14:58;122;28;18;13;12;5;7;8;7;3;3
2020-07-29 12:15:59;123;28;18;13;13;5;7;8;7;3;3
2020-07-29 12:16:58;123;28;18;13;13;5;7;8;7;3;3
2020-07-29 12:18:00;123;28;18;13;13;5;7;8;7;3;3
2020-07-29 12:18:58;123;28;18;13;13;5;7;8;7;3;3
2020-07-29 12:19:59;123;28;18;13;13;5;7;8;7;3;3
2020-07-29 12:20:59;123;28;18;13;13;5;7;8;7;3;3
2020-07-29 12:21:58;123;28;18;13;13;5;7;8;7;3;3
2020-07-29 12:22:59;123;28;18;13;13;5;7;8;7;3;3
2020-07-29 12:23:59;123;28;18;13;13;5;7;8;7;3;3
2020-07-29 12:24:58;124;28;18;13;13;5;8;8;7;3;3
2020-07-29 12:25:59;124;28;18;13;13;5;8;8;7;3;3
2020-07-29 12:26:58;124;28;18;13;13;5;8;8;7;3;3
2020-07-29 12:27:59;124;28;18;13;13;5;8;8;7;3;3
2020-07-29 12:28:59;124;28;18;13;13;5;8;8;7;3;3
2020-07-29 12:29:58;125;28;18;13;13;5;8;8;8;3;3
2020-07-29 12:30:59;125;28;18;13;13;5;8;8;8;3;3
2020-07-29 12:31:58;125;27;18;13;13;5;8;8;9;3;3
2020-07-29 12:32:59;125;27;18;13;13;5;8;8;9;3;3
2020-07-29 12:33:58;125;27;18;13;13;5;8;8;9;3;3
2020-07-29 12:34:59;125;27;18;13;13;5;8;8;9;3;3
2020-07-29 12:35:58;126;27;18;14;13;5;8;8;9;3;3
2020-07-29 12:36:59;126;27;18;14;13;5;8;8;9;3;3
2020-07-29 12:37:59;126;27;18;14;13;5;8;8;9;3;3
2020-07-29 12:38:58;127;27;18;14;13;5;8;8;9;4;3
2020-07-29 12:39:59;127;27;18;14;13;5;8;8;9;4;3
2020-07-29 12:40:58;127;27;18;14;13;5;8;8;9;4;3
2020-07-29 12:41:59;127;27;18;14;13;5;8;8;9;4;3
2020-07-29 12:42:58;129;28;19;14;13;5;8;8;9;4;3
2020-07-29 12:43:59;129;28;19;14;13;5;8;8;9;4;3
2020-07-29 12:44:58;130;29;19;14;13;5;8;8;9;4;3
2020-07-29 12:46:00;130;29;19;14;13;5;8;8;9;4;3
2020-07-29 12:46:58;130;29;19;14;13;5;8;8;9;4;3
2020-07-29 12:47:59;130;29;19;14;13;5;8;8;9;4;3
2020-07-29 12:48:59;130;29;19;14;13;5;8;8;9;4;3
2020-07-29 12:49:58;132;29;20;14;13;5;8;9;9;4;3
2020-07-29 12:50:59;132;29;20;14;13;5;8;9;9;4;3
2020-07-29 12:51:59;133;29;20;14;13;5;8;9;9;4;3
2020-07-29 12:52:58;133;29;20;14;13;5;8;9;9;4;3
2020-07-29 12:53:59;133;29;20;14;13;5;8;9;9;4;3
2020-07-29 12:54:58;133;29;20;14;13;5;8;9;9;4;3
2020-07-29 12:55:59;134;29;20;15;13;5;8;9;9;4;3
2020-07-29 12:56:58;134;29;20;15;13;5;8;9;9;4;3
2020-07-29 12:57:59;134;29;20;15;13;5;8;9;9;4;3
2020-07-29 12:58:58;134;29;20;15;13;5;8;9;9;4;3
2020-07-29 12:59:59;134;29;20;15;13;5;8;9;9;4;3
2020-07-29 13:00:59;135;30;20;15;13;5;8;9;9;4;3
2020-07-29 13:01:58;135;30;20;15;13;5;8;9;9;4;3
2020-07-29 13:02:59;136;31;20;15;13;5;8;9;9;4;3
2020-07-29 13:03:58;136;31;20;15;13;5;8;9;9;4;3
2020-07-29 13:04:59;136;31;20;15;13;5;8;9;9;4;3
2020-07-29 13:05:59;137;32;20;15;13;5;8;9;9;4;3
2020-07-29 13:06:58;138;32;20;15;13;5;8;9;9;4;3
2020-07-29 13:07:59;138;32;20;15;13;5;8;9;9;4;3
2020-07-29 13:08:58;138;32;20;15;13;5;8;9;9;4;3
