datetime;total_votes;Shambala;daruta;pupsique;kilogramm;UncleDre;kuznet;Есения;norpo;mama_p_zh;brammator
2019-03-06 06:26:58;55;20;9;0;4;0;2;0;3;1;0
2019-03-06 06:27:59;55;20;9;0;4;0;2;0;3;1;0
2019-03-06 06:28:59;55;20;9;0;4;0;2;0;3;1;0
2019-03-06 06:29:58;55;20;9;0;4;0;2;0;3;1;0
2019-03-06 06:30:59;55;20;9;0;4;0;2;0;3;1;0
2019-03-06 06:31:59;55;20;9;0;4;0;2;0;3;1;0
2019-03-06 06:32:58;55;20;9;0;4;0;2;0;3;1;0
2019-03-06 06:33:59;55;20;9;0;4;0;2;0;3;1;0
2019-03-06 06:34:59;55;20;9;0;4;0;2;0;3;1;0
2019-03-06 06:35:58;55;20;9;0;4;0;2;0;3;1;0
2019-03-06 06:36:59;55;20;9;0;4;0;2;0;3;1;0
2019-03-06 06:37:59;55;20;9;0;4;0;2;0;3;1;0
2019-03-06 06:38:58;55;20;9;0;4;0;2;0;3;1;0
2019-03-06 06:39:59;55;20;9;0;4;0;2;0;3;1;0
2019-03-06 06:40:58;55;20;9;0;4;0;2;0;3;1;0
2019-03-06 06:41:59;55;20;9;0;4;0;2;0;3;1;0
2019-03-06 06:42:59;55;20;9;0;4;0;2;0;3;1;0
2019-03-06 06:43:58;56;21;9;0;4;0;2;0;3;1;0
2019-03-06 06:44:59;56;21;9;0;4;0;2;0;3;1;0
2019-03-06 06:45:59;56;21;9;0;4;0;2;0;3;1;0
2019-03-06 06:46:58;56;21;9;0;4;0;2;0;3;1;0
2019-03-06 06:47:59;56;21;9;0;4;0;2;0;3;1;0
2019-03-06 06:48:58;56;21;9;0;4;0;2;0;3;1;0
2019-03-06 06:49:59;56;21;9;0;4;0;2;0;3;1;0
2019-03-06 06:50:59;56;21;9;0;4;0;2;0;3;1;0
2019-03-06 06:51:59;57;21;9;0;4;1;2;0;3;1;1
2019-03-06 06:52:58;57;21;9;0;4;1;2;0;3;1;1
2019-03-06 06:53:59;57;21;9;0;4;1;2;0;3;1;1
2019-03-06 06:54:59;57;21;9;0;4;1;2;0;3;1;1
2019-03-06 06:55:58;57;21;9;0;4;1;2;0;3;1;1
2019-03-06 06:56:59;57;21;9;0;4;1;2;0;3;1;1
2019-03-06 06:57:58;57;21;9;0;4;1;2;0;3;1;1
2019-03-06 06:58:59;57;21;9;0;4;1;2;0;3;1;1
2019-03-06 06:59:59;57;21;9;0;4;1;2;0;3;1;1
2019-03-06 07:00:58;58;22;9;0;4;1;2;0;3;1;1
2019-03-06 07:01:59;58;22;9;0;4;1;2;0;3;1;1
2019-03-06 07:02:58;58;22;9;0;4;1;2;0;3;1;1
2019-03-06 07:03:59;58;22;9;0;4;1;2;0;3;1;1
2019-03-06 07:04:59;59;22;10;0;4;1;2;0;3;1;1
2019-03-06 07:05:58;59;22;10;0;4;1;2;0;3;1;1
2019-03-06 07:06:59;59;22;10;0;4;1;2;0;3;1;1
2019-03-06 07:07:58;59;22;10;0;4;1;2;0;3;1;1
2019-03-06 07:08:59;59;22;10;0;4;1;2;0;3;1;1
2019-03-06 07:09:59;59;22;10;0;4;1;2;0;3;1;1
2019-03-06 07:10:58;59;22;10;0;4;1;2;0;3;1;1
2019-03-06 07:11:59;59;22;10;0;4;1;2;0;3;1;1
2019-03-06 07:12:58;60;22;11;0;4;1;2;0;3;1;1
2019-03-06 07:13:59;60;22;11;0;4;1;2;0;3;1;1
2019-03-06 07:14:59;60;22;11;0;4;1;2;0;3;1;1
2019-03-06 07:15:58;60;22;11;0;4;1;2;0;3;1;1
2019-03-06 07:16:59;60;22;11;0;4;1;2;0;3;1;1
2019-03-06 07:17:59;60;22;11;0;4;1;2;0;3;1;1
2019-03-06 07:18:58;61;23;11;0;4;1;2;0;3;1;1
2019-03-06 07:19:59;61;23;11;0;4;1;2;0;3;1;1
2019-03-06 07:20:58;61;23;11;0;4;1;2;0;3;1;1
2019-03-06 07:21:59;61;23;11;0;4;1;2;0;3;1;1
2019-03-06 07:22:59;61;23;11;0;4;1;2;0;3;1;1
2019-03-06 07:23:58;61;23;11;0;4;1;2;0;3;1;1
2019-03-06 07:24:59;61;23;11;0;4;1;2;0;3;1;1
2019-03-06 07:25:58;61;23;11;0;4;1;2;0;3;1;1
2019-03-06 07:26:59;61;23;11;0;4;1;2;0;3;1;1
2019-03-06 07:27:59;61;23;11;0;4;1;2;0;3;1;1
2019-03-06 07:28:58;61;23;11;0;4;1;2;0;3;1;1
2019-03-06 07:29:59;61;23;11;0;4;1;2;0;3;1;1
2019-03-06 07:30:58;61;23;11;0;4;1;2;0;3;1;1
2019-03-06 07:31:59;61;23;11;0;4;1;2;0;3;1;1
2019-03-06 07:32:59;61;23;11;0;4;1;2;0;3;1;1
2019-03-06 07:33:58;61;23;11;0;4;1;2;0;3;1;1
2019-03-06 07:34:59;61;23;11;0;4;1;2;0;3;1;1
2019-03-06 07:35:58;62;23;12;0;4;1;2;0;3;1;1
2019-03-06 07:36:59;62;23;12;0;4;1;2;0;3;1;1
2019-03-06 07:37:59;62;23;12;0;4;1;2;0;3;1;1
2019-03-06 07:38:58;62;23;12;0;4;1;2;0;3;1;1
2019-03-06 07:39:59;62;23;12;0;4;1;2;0;3;1;1
2019-03-06 07:40:59;62;23;12;0;4;1;2;0;3;1;1
2019-03-06 07:41:58;62;23;12;0;4;1;2;0;3;1;1
2019-03-06 07:42:59;62;23;12;0;4;1;2;0;3;1;1
2019-03-06 07:43:59;62;23;12;0;4;1;2;0;3;1;1
2019-03-06 07:44:58;63;23;13;0;4;1;2;0;3;1;1
2019-03-06 07:45:59;63;23;13;0;4;1;2;0;3;1;1
2019-03-06 07:46:59;63;23;13;0;4;1;2;0;3;1;1
2019-03-06 07:47:58;63;23;13;0;4;1;2;0;3;1;1
2019-03-06 07:48:59;63;23;13;0;4;1;2;0;3;1;1
2019-03-06 07:49:59;63;23;13;0;4;1;2;0;3;1;1
2019-03-06 07:50:58;64;24;13;0;4;1;2;0;3;1;1
2019-03-06 07:51:59;64;24;13;0;4;1;2;0;3;1;1
2019-03-06 07:52:59;65;24;14;0;4;1;2;0;3;1;1
2019-03-06 07:53:59;65;24;14;0;4;1;2;0;3;1;1
2019-03-06 07:54:59;66;24;14;0;4;1;2;0;3;2;1
2019-03-06 07:55:58;66;24;14;0;4;1;2;0;3;2;1
2019-03-06 07:56:59;66;24;14;0;4;1;2;0;3;2;1
2019-03-06 07:57:58;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 07:58:59;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 07:59:58;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:00:59;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:01:58;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:02:59;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:03:59;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:04:58;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:05:59;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:06:58;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:07:59;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:08:59;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:09:58;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:10:59;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:11:59;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:12:58;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:13:59;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:14:58;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:15:59;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:16:58;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:17:59;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:18:58;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:19:59;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:20:59;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:21:58;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:22:59;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:23:58;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:24:59;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:25:59;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:26:58;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:27:59;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:28:58;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:29:59;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:30:59;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:31:58;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:32:59;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:33:59;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:34:58;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:35:59;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:36:58;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:37:59;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:38:59;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:39:58;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:40:59;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:41:58;68;25;14;0;4;1;2;0;3;2;1
2019-03-06 08:42:59;69;25;15;0;4;1;2;0;3;2;1
2019-03-06 08:43:59;69;25;15;0;4;1;2;0;3;2;1
2019-03-06 08:44:59;70;26;15;0;4;1;2;0;3;2;1
2019-03-06 08:45:58;70;26;15;0;4;1;2;0;3;2;1
2019-03-06 08:46:59;70;26;15;0;4;1;2;0;3;2;1
2019-03-06 08:47:59;70;26;15;0;4;1;2;0;3;2;1
2019-03-06 08:48:58;70;26;15;0;4;1;2;0;3;2;1
2019-03-06 08:49:59;70;26;15;0;4;1;2;0;3;2;1
2019-03-06 08:50:58;70;26;15;0;4;1;2;0;3;2;1
2019-03-06 08:51:59;70;26;15;0;4;1;2;0;3;2;1
2019-03-06 08:52:59;70;26;15;0;4;1;2;0;3;2;1
2019-03-06 08:53:58;70;26;15;0;4;1;2;0;3;2;1
2019-03-06 08:54:59;70;26;15;0;4;1;2;0;3;2;1
2019-03-06 08:55:59;70;26;15;0;4;1;2;0;3;2;1
2019-03-06 08:56:58;70;26;15;0;4;1;2;0;3;2;1
2019-03-06 08:57:59;70;26;15;0;4;1;2;0;3;2;1
2019-03-06 08:58:59;70;26;15;0;4;1;2;0;3;2;1
2019-03-06 08:59:58;70;26;15;0;4;1;2;0;3;2;1
2019-03-06 09:00:59;70;26;15;0;4;1;2;0;3;2;1
2019-03-06 09:01:58;71;26;15;0;4;1;2;0;3;2;0
2019-03-06 09:02:59;72;26;15;0;4;1;2;0;3;2;0
2019-03-06 09:03:59;72;26;15;0;4;1;2;0;3;2;0
2019-03-06 09:04:58;72;26;15;0;4;1;2;0;3;2;0
2019-03-06 09:05:59;72;26;15;0;4;1;2;0;3;2;0
2019-03-06 09:06:59;72;26;15;0;4;1;2;0;3;2;0
2019-03-06 09:07:58;72;26;15;0;4;1;2;0;3;2;0
2019-03-06 09:08:59;72;26;15;0;4;1;2;0;3;2;0
2019-03-06 09:09:58;72;26;15;0;4;1;2;0;3;2;0
2019-03-06 09:10:59;72;26;15;0;4;1;2;0;3;2;0
2019-03-06 09:11:59;72;26;15;0;4;1;2;0;3;2;0
2019-03-06 09:12:58;72;26;15;0;4;1;2;0;3;2;0
2019-03-06 09:13:59;73;27;15;0;4;1;2;0;3;2;0
2019-03-06 09:14:59;73;27;15;0;4;1;2;0;3;2;0
2019-03-06 09:15:58;73;27;15;0;4;1;2;0;3;2;0
2019-03-06 09:16:59;73;27;15;0;4;1;2;0;3;2;0
2019-03-06 09:17:58;73;27;15;0;4;1;2;0;3;2;0
2019-03-06 09:18:59;73;27;15;0;4;1;2;0;3;2;0
2019-03-06 09:19:59;73;27;15;0;4;1;2;0;3;2;0
2019-03-06 09:20:58;73;27;15;0;4;1;2;0;3;2;0
2019-03-06 09:21:59;74;27;15;0;4;2;2;0;3;2;0
2019-03-06 09:22:59;74;27;15;0;4;2;2;0;3;2;0
2019-03-06 09:23:58;74;27;15;0;4;2;2;0;3;2;0
2019-03-06 09:24:59;74;27;15;0;4;2;2;0;3;2;0
2019-03-06 09:25:59;74;27;15;0;4;2;2;0;3;2;0
2019-03-06 09:26:58;74;27;15;0;4;2;2;0;3;2;0
2019-03-06 09:27:59;74;27;15;0;4;2;2;0;3;2;0
2019-03-06 09:28:59;74;27;15;0;4;2;2;0;3;2;0
2019-03-06 09:29:58;74;27;15;0;4;2;2;0;3;2;0
2019-03-06 09:30:59;76;27;16;0;5;2;2;0;3;2;0
2019-03-06 09:31:58;76;27;16;0;5;2;2;0;3;2;0
2019-03-06 09:32:59;77;27;16;0;6;2;2;0;3;2;0
2019-03-06 09:33:58;77;27;16;0;6;2;2;0;3;2;0
2019-03-06 09:34:59;77;27;16;0;6;2;2;0;3;2;0
2019-03-06 09:35:59;77;27;16;0;6;2;2;0;3;2;0
2019-03-06 09:36:58;77;27;16;0;6;2;2;0;3;2;0
2019-03-06 09:37:59;77;27;16;0;6;2;2;0;3;2;0
2019-03-06 09:38:58;77;27;16;0;6;2;2;0;3;2;0
2019-03-06 09:39:59;77;27;16;0;6;2;2;0;3;2;0
2019-03-06 09:40:59;77;27;16;0;6;2;2;0;3;2;0
2019-03-06 09:41:58;77;27;16;0;6;2;2;0;3;2;0
2019-03-06 09:42:59;77;27;16;0;6;2;2;0;3;2;0
2019-03-06 09:43:59;77;27;16;0;6;2;2;0;3;2;0
2019-03-06 09:44:59;77;27;16;0;6;2;2;0;3;2;0
2019-03-06 09:45:58;77;27;16;0;6;2;2;0;3;2;0
2019-03-06 09:46:59;77;27;16;0;6;2;2;0;3;2;0
2019-03-06 09:47:58;77;27;16;0;6;2;2;0;3;2;0
2019-03-06 09:48:59;77;27;16;0;6;2;2;0;3;2;0
2019-03-06 09:49:59;77;27;16;0;6;2;2;0;3;2;0
2019-03-06 09:50:58;77;27;16;0;6;2;2;0;3;2;0
2019-03-06 09:51:59;77;27;16;0;6;2;2;0;3;2;0
2019-03-06 09:52:59;77;27;16;0;6;2;2;0;3;2;0
2019-03-06 09:54:00;77;27;16;0;6;2;2;0;3;2;0
2019-03-06 09:54:58;77;27;16;0;6;2;2;0;3;2;0
2019-03-06 09:55:59;77;27;16;0;6;2;2;0;3;2;0
2019-03-06 09:56:58;79;27;16;0;6;2;2;0;3;3;2
2019-03-06 09:57:59;79;27;16;0;6;2;2;0;3;3;2
2019-03-06 09:58:59;79;27;16;0;6;2;2;0;3;3;2
2019-03-06 09:59:58;80;27;17;0;6;2;2;0;3;3;2
2019-03-06 10:00:59;81;27;17;0;6;2;2;0;3;3;2
2019-03-06 10:01:59;81;27;17;0;6;2;2;0;3;3;2
2019-03-06 10:02:58;81;27;17;0;6;2;2;0;3;3;2
2019-03-06 10:03:59;81;27;17;0;6;2;2;0;3;3;2
2019-03-06 10:04:59;81;27;17;0;6;2;2;0;3;3;2
2019-03-06 10:05:58;82;27;17;0;6;2;2;0;3;3;2
2019-03-06 10:06:59;82;27;17;0;6;2;2;0;3;3;2
2019-03-06 10:07:58;82;27;17;0;6;2;2;0;3;3;2
2019-03-06 10:08:59;83;28;17;0;6;2;2;0;3;3;2
2019-03-06 10:09:59;83;28;17;0;6;2;2;0;3;3;2
2019-03-06 10:10:58;83;28;17;0;6;2;2;0;3;3;2
2019-03-06 10:11:59;83;28;17;0;6;2;2;0;3;3;2
2019-03-06 10:12:59;83;28;17;0;6;2;2;0;3;3;2
2019-03-06 10:13:58;83;28;17;0;6;2;2;0;3;3;2
2019-03-06 10:14:59;83;28;17;0;6;2;2;0;3;3;2
2019-03-06 10:15:58;83;28;17;0;6;2;2;0;3;3;2
2019-03-06 10:16:59;83;28;17;0;6;2;2;0;3;3;2
2019-03-06 10:17:59;83;28;17;0;6;2;2;0;3;3;2
2019-03-06 10:18:58;84;29;17;0;6;2;2;0;3;3;2
2019-03-06 10:19:59;84;29;17;0;6;2;2;0;3;3;2
2019-03-06 10:20:59;84;29;17;0;6;2;2;0;3;3;2
2019-03-06 10:21:58;84;29;17;0;6;2;2;0;3;3;2
2019-03-06 10:22:59;85;30;17;0;6;2;2;0;3;3;2
2019-03-06 10:23:59;85;30;17;0;6;2;2;0;3;3;2
2019-03-06 10:24:58;85;30;17;0;6;2;2;0;3;3;2
2019-03-06 10:25:59;86;30;17;0;6;2;2;0;3;3;2
2019-03-06 10:26:58;86;30;17;0;6;2;2;0;3;3;2
2019-03-06 10:27:59;86;30;17;0;6;2;2;0;3;3;2
2019-03-06 10:28:59;86;30;17;0;6;2;2;0;3;3;2
2019-03-06 10:29:58;86;30;17;0;6;2;2;0;3;3;2
2019-03-06 10:30:59;86;30;17;0;6;2;2;0;3;3;2
2019-03-06 10:31:58;86;30;17;0;6;2;2;0;3;3;2
2019-03-06 10:32:59;86;30;17;0;6;2;2;0;3;3;2
2019-03-06 10:33:58;87;30;17;0;6;2;2;0;3;3;2
2019-03-06 10:34:59;87;30;17;0;6;2;2;0;3;3;2
2019-03-06 10:35:59;87;30;17;0;6;2;2;0;3;3;2
2019-03-06 10:36:58;88;30;17;0;6;2;2;0;3;3;2
2019-03-06 10:37:59;88;30;17;0;6;2;2;0;3;3;2
2019-03-06 10:38:59;88;30;17;0;6;2;2;0;3;3;2
2019-03-06 10:39:58;88;30;17;0;6;2;2;0;3;3;2
2019-03-06 10:40:59;89;31;17;0;6;2;2;0;3;3;2
2019-03-06 10:41:59;89;31;17;0;6;2;2;0;3;3;2
2019-03-06 10:42:58;89;31;17;0;6;2;2;0;3;3;2
2019-03-06 10:43:59;89;31;17;0;6;2;2;0;3;3;2
2019-03-06 10:44:59;89;31;17;0;6;2;2;0;3;3;2
2019-03-06 10:45:58;90;31;17;0;6;2;2;0;3;3;2
2019-03-06 10:46:59;90;31;17;0;6;2;2;0;3;3;2
2019-03-06 10:47:58;90;31;17;0;6;2;2;0;3;3;2
2019-03-06 10:48:59;90;31;17;0;6;2;2;0;3;3;2
2019-03-06 10:49:59;90;31;17;0;6;2;2;0;3;3;2
2019-03-06 10:50:58;90;31;17;0;6;2;2;0;3;3;2
2019-03-06 10:51:59;90;31;17;0;6;2;2;0;3;3;2
2019-03-06 10:52:59;90;31;17;0;6;2;2;0;3;3;2
2019-03-06 10:53:58;90;31;17;0;6;2;2;0;3;3;2
2019-03-06 10:54:59;90;31;17;0;6;2;2;0;3;3;2
2019-03-06 10:55:58;90;31;17;0;6;2;2;0;3;3;2
2019-03-06 10:56:59;90;31;17;0;6;2;2;0;3;3;2
2019-03-06 10:57:59;91;32;17;0;6;2;2;0;3;3;2
2019-03-06 10:58:58;91;32;17;0;6;2;2;0;3;3;2
2019-03-06 10:59:59;92;32;18;0;6;2;2;0;3;3;2
2019-03-06 11:00:58;92;32;18;0;6;2;2;0;3;3;2
2019-03-06 11:01:59;92;32;18;0;6;2;2;0;3;3;2
2019-03-06 11:02:59;92;32;18;0;6;2;2;0;3;3;2
2019-03-06 11:03:58;92;32;18;0;6;2;2;0;3;3;2
2019-03-06 11:04:59;92;32;18;0;6;2;2;0;3;3;2
2019-03-06 11:05:58;92;32;18;0;6;2;2;0;3;3;2
2019-03-06 11:06:59;92;32;18;0;6;2;2;0;3;3;2
2019-03-06 11:07:59;92;32;18;0;6;2;2;0;3;3;2
2019-03-06 11:08:58;92;32;18;0;6;2;2;0;3;3;2
2019-03-06 11:09:59;92;32;18;0;6;2;2;0;3;3;2
2019-03-06 11:10:59;93;32;18;0;6;2;3;0;3;3;2
2019-03-06 11:11:58;93;32;18;0;6;2;3;0;3;3;2
2019-03-06 11:12:59;93;32;18;0;6;2;3;0;3;3;2
2019-03-06 11:13:59;93;32;18;0;6;2;3;0;3;3;2
2019-03-06 11:14:58;93;32;18;0;6;2;3;0;3;3;2
2019-03-06 11:15:59;93;32;18;0;6;2;3;0;3;3;2
2019-03-06 11:16:58;93;32;18;0;6;2;3;0;3;3;2
2019-03-06 11:17:59;94;34;18;0;6;2;3;0;3;3;2
2019-03-06 11:18:58;94;34;18;0;6;2;3;0;3;3;2
2019-03-06 11:19:59;94;34;18;0;6;2;3;0;3;3;2
2019-03-06 11:20:59;94;34;18;0;6;2;3;0;3;3;2
2019-03-06 11:21:58;94;34;18;0;6;2;3;0;3;3;2
2019-03-06 11:22:59;94;34;18;0;6;2;3;0;3;3;2
2019-03-06 11:23:59;94;34;18;0;6;2;3;0;3;3;2
2019-03-06 11:24:58;94;34;18;0;6;2;3;0;3;3;2
2019-03-06 11:25:59;94;34;18;0;6;2;3;0;3;3;2
2019-03-06 11:26:59;94;34;18;0;6;2;3;0;3;3;2
2019-03-06 11:27:58;94;34;18;0;6;2;3;0;3;3;2
2019-03-06 11:28:59;94;34;18;0;6;2;3;0;3;3;2
2019-03-06 11:29:58;94;34;18;0;6;2;3;0;3;3;2
2019-03-06 11:30:59;94;34;18;0;6;2;3;0;3;3;2
2019-03-06 11:31:59;94;34;18;0;6;2;3;0;3;3;2
2019-03-06 11:32:58;94;34;18;0;6;2;3;0;3;3;2
2019-03-06 11:33:59;94;34;18;0;6;2;3;0;3;3;2
2019-03-06 11:34:58;94;34;18;0;6;2;3;0;3;3;2
2019-03-06 11:35:59;94;34;18;0;6;2;3;0;3;3;2
2019-03-06 11:36:59;94;34;18;0;6;2;3;0;3;3;2
2019-03-06 11:37:58;94;34;18;0;6;2;3;0;3;3;2
2019-03-06 11:38:59;95;35;18;0;6;2;3;0;3;3;2
2019-03-06 11:39:58;95;35;18;0;6;2;3;0;3;3;2
2019-03-06 11:40:59;95;35;18;0;6;2;3;0;3;3;2
2019-03-06 11:41:59;95;35;18;0;6;2;3;0;3;3;2
2019-03-06 11:42:58;95;35;18;0;6;2;3;0;3;3;2
2019-03-06 11:43:59;95;35;18;0;6;2;3;0;3;3;2
2019-03-06 11:44:59;95;35;18;0;6;2;3;0;3;3;2
2019-03-06 11:45:58;95;35;18;0;6;2;3;0;3;3;2
2019-03-06 11:46:59;95;35;18;0;6;2;3;0;3;3;2
2019-03-06 11:47:58;95;35;18;0;6;2;3;0;3;3;2
2019-03-06 11:48:59;95;35;18;0;6;2;3;0;3;3;2
2019-03-06 11:49:59;95;35;18;0;6;2;3;0;3;3;2
2019-03-06 11:51:00;96;35;18;0;6;3;3;0;3;3;2
2019-03-06 11:51:58;96;35;18;0;6;3;3;0;3;3;2
2019-03-06 11:52:59;96;35;18;0;6;3;3;0;3;3;2
2019-03-06 11:53:58;96;35;18;0;6;3;3;0;3;3;2
2019-03-06 11:54:59;96;35;18;0;6;3;3;0;3;3;2
2019-03-06 11:55:59;96;35;18;0;6;3;3;0;3;3;2
2019-03-06 11:56:58;96;35;18;0;6;3;3;0;3;3;2
2019-03-06 11:57:59;97;35;18;0;6;3;3;0;3;3;2
2019-03-06 11:58:58;97;35;18;0;6;3;3;0;3;3;2
2019-03-06 11:59:59;97;35;18;0;6;3;3;0;3;3;2
2019-03-06 12:00:59;97;35;18;0;6;3;3;0;3;3;2
2019-03-06 12:01:58;97;35;18;0;6;3;3;0;3;3;2
2019-03-06 12:02:59;97;35;18;0;6;3;3;0;3;3;2
2019-03-06 12:04:00;97;35;18;0;6;3;3;0;3;3;2
2019-03-06 12:04:58;98;36;18;0;6;3;3;0;3;3;2
2019-03-06 12:05:59;98;36;18;0;6;3;3;0;3;3;2
2019-03-06 12:06:58;98;36;18;0;6;3;3;0;3;3;2
2019-03-06 12:07:59;98;36;18;0;6;3;3;0;3;3;2
2019-03-06 12:08:59;98;36;18;0;6;3;3;0;3;3;2
2019-03-06 12:09:58;98;36;18;0;6;3;3;0;3;3;2
2019-03-06 12:10:59;98;36;18;0;6;3;3;0;3;3;2
2019-03-06 12:11:59;98;36;18;0;6;3;3;0;3;3;2
2019-03-06 12:12:58;98;36;18;0;6;3;3;0;3;3;2
2019-03-06 12:13:59;98;36;18;0;6;3;3;0;3;3;2
2019-03-06 12:14:59;98;36;18;0;6;3;3;0;3;3;2
2019-03-06 12:15:58;98;36;18;0;6;3;3;0;3;3;2
2019-03-06 12:16:59;98;36;18;0;6;3;3;0;3;3;2
2019-03-06 12:17:59;98;36;18;0;6;3;3;0;3;3;2
2019-03-06 12:18:58;99;37;18;0;6;3;3;0;3;3;2
2019-03-06 12:19:59;101;37;18;0;6;4;3;0;3;3;2
2019-03-06 12:20:59;101;37;18;0;6;4;3;0;3;3;2
2019-03-06 12:21:58;101;37;18;0;6;4;3;0;3;3;2
2019-03-06 12:22:59;101;37;18;0;6;4;3;0;3;3;2
2019-03-06 12:23:58;101;37;18;0;6;4;3;0;3;3;2
2019-03-06 12:24:59;101;37;18;0;6;4;3;0;3;3;2
2019-03-06 12:25:59;101;37;18;0;6;4;3;0;3;3;2
2019-03-06 12:26:58;101;37;18;0;6;4;3;0;3;3;2
2019-03-06 12:27:59;101;37;18;0;6;4;3;0;3;3;2
2019-03-06 12:28:59;101;37;18;0;6;4;3;0;3;3;2
2019-03-06 12:29:58;101;37;18;0;6;4;3;0;3;3;2
2019-03-06 12:30:59;101;37;18;0;6;4;3;0;3;3;2
2019-03-06 12:31:59;101;37;18;0;6;4;3;0;3;3;2
2019-03-06 12:32:58;101;37;18;0;6;4;3;0;3;3;2
2019-03-06 12:33:59;101;37;18;0;6;4;3;0;3;3;2
2019-03-06 12:34:59;102;37;19;0;6;4;3;0;3;3;2
2019-03-06 12:35:58;102;37;19;0;6;4;3;0;3;3;2
2019-03-06 12:36:59;102;37;19;0;6;4;3;0;3;3;2
2019-03-06 12:37:58;102;37;19;0;6;4;3;0;3;3;2
2019-03-06 12:38:59;102;37;19;0;6;4;3;0;3;3;2
2019-03-06 12:39:59;102;37;19;0;6;4;3;0;3;3;2
2019-03-06 12:40:58;103;37;20;0;6;4;3;0;3;3;2
2019-03-06 12:41:59;103;37;20;0;6;4;3;0;3;3;2
2019-03-06 12:42:59;103;37;20;0;6;4;3;0;3;3;2
2019-03-06 12:43:58;103;37;20;0;6;4;3;0;3;3;2
2019-03-06 12:44:59;104;38;20;0;6;4;3;0;3;3;2
2019-03-06 12:45:59;104;38;20;0;6;4;3;0;3;3;2
2019-03-06 12:46:58;104;38;20;0;6;4;3;0;3;3;2
2019-03-06 12:47:59;104;38;20;0;6;4;3;0;3;3;2
2019-03-06 12:48:58;104;38;20;0;6;4;3;0;3;3;2
2019-03-06 12:49:59;104;38;20;0;6;4;3;0;3;3;2
2019-03-06 12:50:59;105;38;20;0;6;4;3;0;3;3;2
2019-03-06 12:51:58;105;38;20;0;6;4;3;0;3;3;2
2019-03-06 12:52:59;105;38;20;0;6;4;3;0;3;3;2
2019-03-06 12:53:58;105;38;20;0;6;4;3;0;3;3;2
2019-03-06 12:54:59;105;38;20;0;6;4;3;0;3;3;2
2019-03-06 12:55:59;105;38;20;0;6;4;3;0;3;3;2
2019-03-06 12:56:58;105;38;20;0;6;4;3;0;3;3;2
2019-03-06 12:57:59;105;38;20;0;6;4;3;0;3;3;2
2019-03-06 12:59:00;105;38;20;0;6;4;3;0;3;3;2
2019-03-06 12:59:58;105;38;20;0;6;4;3;0;3;3;2
2019-03-06 13:00:59;105;38;20;0;6;4;3;0;3;3;2
2019-03-06 13:01:58;105;38;20;0;6;4;3;0;3;3;2
2019-03-06 13:02:59;105;38;20;0;6;4;3;0;3;3;2
2019-03-06 13:03:58;105;38;20;0;6;4;3;0;3;3;2
