datetime;total_votes;diliago;Dirtylieutenant;shamanka2_1;UndeadMoroz;EMAILWARENFABRIK;Есения;KOCTOPE3;a5urbanipa1;shapen;kross
2021-02-24 06:32:58;78;27;19;8;2;4;4;2;2;0;0
2021-02-24 06:33:59;78;27;19;8;2;4;4;2;2;0;0
2021-02-24 06:34:59;78;27;19;8;2;4;4;2;2;0;0
2021-02-24 06:35:59;78;27;19;8;2;4;4;2;2;0;0
2021-02-24 06:36:58;78;27;19;8;2;4;4;2;2;0;0
2021-02-24 06:37:59;78;27;19;8;2;4;4;2;2;0;0
2021-02-24 06:38:58;78;27;19;8;2;4;4;2;2;0;0
2021-02-24 06:39:59;78;27;19;8;2;4;4;2;2;0;0
2021-02-24 06:41:00;79;27;19;8;2;4;4;2;2;0;1
2021-02-24 06:41:58;79;27;19;8;2;4;4;2;2;0;1
2021-02-24 06:42:59;79;27;19;8;2;4;4;2;2;0;1
2021-02-24 06:43:58;79;27;19;8;2;4;4;2;2;0;1
2021-02-24 06:44:59;79;27;19;8;2;4;4;2;2;0;1
2021-02-24 06:45:59;79;27;19;8;2;4;4;2;2;0;1
2021-02-24 06:46:58;79;27;19;8;2;4;4;2;2;0;1
2021-02-24 06:47:59;79;27;19;8;2;4;4;2;2;0;1
2021-02-24 06:48:59;79;27;19;8;2;4;4;2;2;0;1
2021-02-24 06:49:58;79;27;19;8;2;4;4;2;2;0;1
2021-02-24 06:50:59;80;27;20;8;2;4;4;2;2;0;1
2021-02-24 06:51:59;80;27;20;8;2;4;4;2;2;0;1
2021-02-24 06:52:58;80;27;20;8;2;4;4;2;2;0;1
2021-02-24 06:53:59;80;27;20;8;2;4;4;2;2;0;1
2021-02-24 06:54:59;80;27;20;8;2;4;4;2;2;0;1
2021-02-24 06:55:58;80;27;20;8;2;4;4;2;2;0;1
2021-02-24 06:56:59;80;27;20;8;2;4;4;2;2;0;1
2021-02-24 06:57:59;80;27;20;8;2;4;4;2;2;0;1
2021-02-24 06:58:58;80;27;20;8;2;4;4;2;2;0;1
2021-02-24 06:59:59;81;27;20;8;3;4;4;2;2;0;1
2021-02-24 07:00:59;81;27;20;8;3;4;4;2;2;0;1
2021-02-24 07:01:58;81;27;20;8;3;4;4;2;2;0;1
2021-02-24 07:02:59;81;27;20;8;3;4;4;2;2;0;1
2021-02-24 07:03:59;81;27;20;8;3;4;4;2;2;0;1
2021-02-24 07:04:58;81;27;20;8;3;4;4;2;2;0;1
2021-02-24 07:05:59;81;27;20;8;3;4;4;2;2;0;1
2021-02-24 07:06:59;81;27;20;8;3;4;4;2;2;0;1
2021-02-24 07:07:58;81;27;20;8;3;4;4;2;2;0;1
2021-02-24 07:08:59;81;27;20;8;3;4;4;2;2;0;1
2021-02-24 07:10:00;81;27;20;8;3;4;4;2;2;0;1
2021-02-24 07:10:58;81;27;20;8;3;4;4;2;2;0;1
2021-02-24 07:11:59;81;27;20;8;3;4;4;2;2;0;1
2021-02-24 07:12:58;81;27;20;8;3;4;4;2;2;0;1
2021-02-24 07:13:59;81;27;20;8;3;4;4;2;2;0;1
2021-02-24 07:14:59;81;27;20;8;3;4;4;2;2;0;1
2021-02-24 07:15:58;81;27;20;8;3;4;4;2;2;0;1
2021-02-24 07:16:59;81;27;20;8;3;4;4;2;2;0;1
2021-02-24 07:17:59;81;27;20;8;3;4;4;2;2;0;1
2021-02-24 07:18:58;81;27;20;8;3;4;4;2;2;0;1
2021-02-24 07:19:59;81;27;20;8;3;4;4;2;2;0;1
2021-02-24 07:20:58;81;27;20;8;3;4;4;2;2;0;1
2021-02-24 07:21:59;81;27;20;8;3;4;4;2;2;0;1
2021-02-24 07:22:59;81;27;20;8;3;4;4;2;2;0;1
2021-02-24 07:23:59;81;27;20;8;3;4;4;2;2;0;1
2021-02-24 07:24:58;82;28;20;8;3;4;4;2;2;0;1
2021-02-24 07:25:59;83;28;20;8;4;4;4;2;2;0;1
2021-02-24 07:26:59;83;28;20;8;4;4;4;2;2;0;1
2021-02-24 07:27:58;83;28;20;8;4;4;4;2;2;0;1
2021-02-24 07:28:59;83;28;20;8;4;4;4;2;2;0;1
2021-02-24 07:29:59;83;28;20;8;4;4;4;2;2;0;1
2021-02-24 07:30:59;83;28;20;8;4;4;4;2;2;0;1
2021-02-24 07:31:58;83;28;20;8;4;4;4;2;2;0;1
2021-02-24 07:32:59;84;28;21;8;4;4;4;2;2;0;1
2021-02-24 07:33:59;84;28;21;8;4;4;4;2;2;0;1
2021-02-24 07:34:58;84;28;21;8;4;4;4;2;2;0;1
2021-02-24 07:35:59;84;28;21;8;4;4;4;2;2;0;1
2021-02-24 07:36:59;84;28;21;8;4;4;4;2;2;0;1
2021-02-24 07:37:58;84;28;21;8;4;4;4;2;2;0;1
2021-02-24 07:38:59;84;28;21;8;4;4;4;2;2;0;1
2021-02-24 07:39:58;84;28;21;8;4;4;4;2;2;0;1
2021-02-24 07:40:59;84;28;21;8;4;4;4;2;2;0;1
2021-02-24 07:41:59;84;28;21;8;4;4;4;2;2;0;1
2021-02-24 07:42:58;84;28;21;8;4;4;4;2;2;0;1
2021-02-24 07:43:59;84;28;21;8;4;4;4;2;2;0;1
2021-02-24 07:44:58;84;28;21;8;4;4;4;2;2;0;1
2021-02-24 07:45:59;85;29;21;8;4;4;4;2;2;0;1
2021-02-24 07:46:59;85;29;21;8;4;4;4;2;2;0;1
2021-02-24 07:47:58;85;29;21;8;4;4;4;2;2;0;1
2021-02-24 07:48:59;86;30;21;8;4;4;4;2;2;0;1
2021-02-24 07:49:59;86;30;21;8;4;4;4;2;2;0;1
2021-02-24 07:50:58;86;30;21;8;4;4;4;2;2;0;1
2021-02-24 07:51:59;87;31;21;8;4;4;4;2;2;0;1
2021-02-24 07:52:59;88;32;21;8;4;4;4;2;2;0;1
2021-02-24 07:53:58;88;32;21;8;4;4;4;2;2;0;1
2021-02-24 07:54:59;88;32;21;8;4;4;4;2;2;0;1
2021-02-24 07:55:58;88;32;21;8;4;4;4;2;2;0;1
2021-02-24 07:56:59;88;32;21;8;4;4;4;2;2;0;1
2021-02-24 07:57:58;88;32;21;8;4;4;4;2;2;0;1
2021-02-24 07:58:59;89;33;21;8;4;4;4;2;2;0;1
2021-02-24 07:59:58;89;33;21;8;4;4;4;2;2;0;1
2021-02-24 08:00:59;89;33;21;8;4;4;4;2;2;0;1
2021-02-24 08:01:58;89;33;21;8;4;4;4;2;2;0;1
2021-02-24 08:02:59;89;33;21;8;4;4;4;2;2;0;1
2021-02-24 08:03:59;89;33;21;8;4;4;4;2;2;0;1
2021-02-24 08:04:58;89;33;21;8;4;4;4;2;2;0;1
2021-02-24 08:05:59;89;33;21;8;4;4;4;2;2;0;1
2021-02-24 08:06:59;89;33;21;8;4;4;4;2;2;0;1
2021-02-24 08:07:58;89;33;21;8;4;4;4;2;2;0;1
2021-02-24 08:08:59;89;33;21;8;4;4;4;2;2;0;1
2021-02-24 08:09:58;89;33;21;8;4;4;4;2;2;0;1
2021-02-24 08:10:59;89;33;21;8;4;4;4;2;2;0;1
2021-02-24 08:11:59;89;33;21;8;4;4;4;2;2;0;1
2021-02-24 08:12:58;89;33;21;8;4;4;4;2;2;0;1
2021-02-24 08:13:59;89;33;21;8;4;4;4;2;2;0;1
2021-02-24 08:15:00;90;34;21;8;4;4;4;2;2;0;1
2021-02-24 08:15:58;90;34;20;8;4;4;4;2;2;0;0
2021-02-24 08:16:59;90;34;20;8;4;4;4;2;2;0;0
2021-02-24 08:17:58;91;34;20;8;4;4;5;2;2;0;0
2021-02-24 08:18:59;91;34;20;9;4;4;4;2;2;0;0
2021-02-24 08:19:59;91;34;20;9;4;4;4;2;2;0;0
2021-02-24 08:20:58;91;34;20;9;4;4;4;2;2;0;0
2021-02-24 08:21:59;91;34;20;9;4;4;4;2;2;0;0
2021-02-24 08:22:58;91;34;20;9;4;4;4;2;2;0;0
2021-02-24 08:23:59;91;34;20;9;4;4;4;2;2;0;0
2021-02-24 08:24:58;91;34;20;9;4;4;4;2;2;0;0
2021-02-24 08:25:59;91;34;20;9;4;4;4;2;2;0;0
2021-02-24 08:26:58;91;34;20;9;4;4;4;2;2;0;0
2021-02-24 08:27:59;91;34;20;9;4;4;4;2;2;0;0
2021-02-24 08:28:59;91;34;20;9;4;4;4;2;2;0;0
2021-02-24 08:29:58;91;34;20;9;4;4;4;2;2;0;0
2021-02-24 08:30:59;91;34;20;9;4;4;4;2;2;0;0
2021-02-24 08:31:58;91;34;20;9;4;4;4;2;2;0;0
2021-02-24 08:32:59;91;34;20;9;4;4;4;2;2;0;0
2021-02-24 08:33:59;91;34;20;9;4;4;4;2;2;0;0
2021-02-24 08:34:58;91;34;20;9;4;4;4;2;2;0;0
2021-02-24 08:35:59;91;35;20;8;4;4;4;2;2;0;0
2021-02-24 08:36:58;91;35;20;8;4;4;4;2;2;0;0
2021-02-24 08:37:59;91;35;20;8;4;4;4;2;2;0;0
2021-02-24 08:38:59;91;35;20;8;4;4;4;2;2;0;0
2021-02-24 08:39:58;91;35;20;8;4;4;4;2;2;0;0
2021-02-24 08:40:59;91;35;20;8;4;4;4;2;2;0;0
2021-02-24 08:41:59;91;35;20;8;4;4;4;2;2;0;0
2021-02-24 08:42:58;91;35;20;8;4;4;4;2;2;0;0
2021-02-24 08:43:59;91;35;20;8;4;4;4;2;2;0;0
2021-02-24 08:44:59;91;35;20;8;4;4;4;2;2;0;0
2021-02-24 08:45:58;92;36;20;8;4;4;4;2;2;0;0
2021-02-24 08:46:59;92;36;20;8;4;4;4;2;2;0;0
2021-02-24 08:47:59;92;36;20;8;4;4;4;2;2;0;0
2021-02-24 08:48:58;93;36;21;8;4;4;4;2;2;0;0
2021-02-24 08:49:59;94;37;21;8;4;4;4;2;2;0;0
2021-02-24 08:50:59;95;38;21;8;4;4;4;2;2;0;0
2021-02-24 08:51:58;95;38;21;8;4;4;4;2;2;0;0
2021-02-24 08:52:59;95;38;21;8;4;4;4;2;2;0;0
2021-02-24 08:53:58;95;38;21;8;4;4;4;2;2;0;0
2021-02-24 08:54:59;95;38;21;8;4;4;4;2;2;0;0
2021-02-24 08:55:58;95;38;21;8;4;4;4;2;2;0;0
2021-02-24 08:56:59;95;38;21;8;4;4;4;2;2;0;0
2021-02-24 08:57:58;95;38;21;8;4;4;4;2;2;0;0
2021-02-24 08:58:59;96;38;22;8;4;4;4;2;2;0;0
2021-02-24 08:59:59;96;38;22;8;4;4;4;2;2;0;0
2021-02-24 09:00:58;96;38;22;8;4;4;4;2;2;0;0
2021-02-24 09:01:59;96;38;22;8;4;4;4;2;2;0;0
2021-02-24 09:02:58;96;38;22;8;4;4;4;2;2;0;0
2021-02-24 09:03:59;97;38;22;8;5;4;4;2;2;0;0
2021-02-24 09:04:58;97;38;22;8;5;4;4;2;2;0;0
2021-02-24 09:05:59;97;38;22;8;5;4;4;2;2;0;0
2021-02-24 09:06:59;97;38;22;8;5;4;4;2;2;0;0
2021-02-24 09:07:58;98;39;22;8;5;4;4;2;2;0;0
2021-02-24 09:08:59;98;39;22;8;5;4;4;2;2;0;0
2021-02-24 09:09:59;98;39;22;8;5;4;4;2;2;0;0
2021-02-24 09:10:58;98;39;22;8;5;4;4;2;2;0;0
2021-02-24 09:11:59;98;39;22;8;5;4;4;2;2;0;0
2021-02-24 09:12:59;98;39;22;8;5;4;4;2;2;0;0
2021-02-24 09:13:58;98;39;22;8;5;4;4;2;2;0;0
2021-02-24 09:14:59;98;39;22;8;5;4;4;2;2;0;0
2021-02-24 09:15:59;99;40;22;8;5;4;4;2;2;0;0
2021-02-24 09:16:58;99;40;22;8;5;4;4;2;2;0;0
2021-02-24 09:17:59;99;40;22;8;5;4;4;2;2;0;0
2021-02-24 09:18:59;99;40;22;8;5;4;4;2;2;0;0
2021-02-24 09:19:58;99;40;22;8;5;4;4;2;2;0;0
2021-02-24 09:20:59;99;40;22;8;5;4;4;2;2;0;0
2021-02-24 09:21:58;99;40;22;8;5;4;4;2;2;0;0
2021-02-24 09:22:59;99;40;22;8;5;4;4;2;2;0;0
2021-02-24 09:23:59;99;40;22;8;5;4;4;2;2;0;0
2021-02-24 09:24:58;99;40;22;8;5;4;4;2;2;0;0
2021-02-24 09:25:59;100;41;22;8;5;4;4;2;2;0;0
2021-02-24 09:26:59;100;41;22;8;5;4;4;2;2;0;0
2021-02-24 09:27:58;100;41;22;8;5;4;4;2;2;0;0
2021-02-24 09:28:59;100;41;22;8;5;4;4;2;2;0;0
2021-02-24 09:30:00;100;41;22;8;5;4;4;2;2;0;0
2021-02-24 09:30:58;100;41;22;8;5;4;4;2;2;0;0
2021-02-24 09:31:59;100;41;22;8;5;4;4;2;2;0;0
2021-02-24 09:33:00;100;41;22;8;5;4;4;2;2;0;0
2021-02-24 09:33:58;100;41;22;8;5;4;4;2;2;0;0
2021-02-24 09:34:59;100;41;22;8;5;4;4;2;2;0;0
2021-02-24 09:35:59;100;41;22;8;5;4;4;2;2;0;0
2021-02-24 09:36:58;100;41;22;8;5;4;4;2;2;0;0
2021-02-24 09:37:59;100;41;22;8;5;4;4;2;2;0;0
2021-02-24 09:38:58;100;41;22;8;5;4;4;2;2;0;0
2021-02-24 09:39:59;100;41;22;8;5;4;4;2;2;0;0
2021-02-24 09:40:59;100;41;22;8;5;4;4;2;2;0;0
2021-02-24 09:41:58;101;41;23;8;5;4;4;2;2;0;0
2021-02-24 09:42:59;101;41;23;8;5;4;4;2;2;0;0
2021-02-24 09:43:59;102;42;23;8;5;4;4;2;2;0;0
2021-02-24 09:44:58;102;42;23;8;5;4;4;2;2;0;0
2021-02-24 09:45:59;102;42;23;8;5;4;4;2;2;0;0
2021-02-24 09:46:58;102;42;23;8;5;4;4;2;2;0;0
2021-02-24 09:47:59;102;42;23;8;5;4;4;2;2;0;0
2021-02-24 09:48:58;102;42;23;8;5;4;4;2;2;0;0
2021-02-24 09:49:59;102;42;23;8;5;4;4;2;2;0;0
2021-02-24 09:50:58;102;42;23;8;5;4;4;2;2;0;0
2021-02-24 09:51:59;102;42;23;8;5;4;4;2;2;0;0
2021-02-24 09:52:58;102;42;23;8;5;4;4;2;2;0;0
2021-02-24 09:53:59;105;43;23;8;5;4;5;2;2;0;1
2021-02-24 09:54:58;105;43;23;8;5;4;5;2;2;0;1
2021-02-24 09:55:59;105;43;23;8;5;4;5;2;2;0;1
2021-02-24 09:56:58;105;43;23;8;5;4;5;2;2;0;1
2021-02-24 09:57:59;105;43;23;8;5;4;5;2;2;0;1
2021-02-24 09:58:59;105;43;23;8;5;4;5;2;2;0;1
2021-02-24 09:59:58;105;43;23;8;5;4;5;2;2;0;1
2021-02-24 10:00:59;105;43;23;8;5;4;5;2;2;0;1
2021-02-24 10:01:59;105;43;23;8;5;4;5;2;2;0;1
2021-02-24 10:02:58;105;43;23;8;5;4;5;2;2;0;1
2021-02-24 10:03:59;105;43;23;8;5;4;5;2;2;0;1
2021-02-24 10:04:58;105;43;23;8;5;4;5;2;2;0;1
2021-02-24 10:05:59;105;43;23;8;5;4;5;2;2;0;1
2021-02-24 10:06:59;106;44;23;8;5;4;5;2;2;0;1
2021-02-24 10:07:58;106;44;23;8;5;4;5;2;2;0;1
2021-02-24 10:08:59;106;44;23;8;5;4;5;2;2;0;1
2021-02-24 10:09:59;106;44;23;8;5;4;5;2;2;0;1
2021-02-24 10:10:58;106;44;23;8;5;4;5;2;2;0;1
2021-02-24 10:11:59;106;44;23;8;5;4;5;2;2;0;1
2021-02-24 10:12:59;106;44;23;8;5;4;5;2;2;0;1
2021-02-24 10:13:59;106;44;23;8;5;4;5;2;2;0;1
2021-02-24 10:14:59;106;44;23;8;5;4;5;2;2;0;1
2021-02-24 10:15:58;107;44;23;8;5;4;5;2;3;0;1
2021-02-24 10:16:59;107;44;23;8;5;4;5;2;3;0;1
2021-02-24 10:17:59;107;44;23;8;5;4;5;2;3;0;1
2021-02-24 10:18:58;107;44;23;8;5;4;5;2;3;0;1
2021-02-24 10:19:59;107;44;23;8;5;4;5;2;3;0;1
2021-02-24 10:20:59;107;44;23;8;5;4;5;2;3;0;1
2021-02-24 10:21:59;107;44;23;8;5;4;5;2;3;0;1
2021-02-24 10:22:58;107;44;23;8;5;4;5;2;3;0;1
2021-02-24 10:23:59;107;44;23;8;5;4;5;2;3;0;1
2021-02-24 10:24:59;107;44;23;8;5;4;5;2;3;0;1
2021-02-24 10:25:58;107;44;23;8;5;4;5;2;3;0;1
2021-02-24 10:26:59;108;44;23;8;5;4;6;2;3;0;1
2021-02-24 10:27:59;108;44;23;8;5;4;6;2;3;0;1
2021-02-24 10:28:58;109;44;24;8;5;4;6;2;3;0;1
2021-02-24 10:29:59;109;44;24;8;5;4;6;2;3;0;1
2021-02-24 10:30:59;109;44;24;8;5;4;6;2;3;0;1
2021-02-24 10:31:58;109;44;24;8;5;4;6;2;3;0;1
2021-02-24 10:32:59;109;44;24;8;5;4;6;2;3;0;1
2021-02-24 10:33:58;109;44;24;8;5;4;6;2;3;0;1
2021-02-24 10:34:59;109;44;24;8;5;4;6;2;3;0;1
2021-02-24 10:35:59;110;44;25;8;5;4;6;2;3;0;1
2021-02-24 10:36:58;110;44;25;8;5;4;6;2;3;0;1
2021-02-24 10:37:59;110;44;25;8;5;4;6;2;3;0;1
2021-02-24 10:38:58;110;44;25;8;5;4;6;2;3;0;1
2021-02-24 10:39:59;110;44;25;8;5;4;6;2;3;0;1
2021-02-24 10:40:58;110;44;25;8;5;4;6;2;3;0;1
2021-02-24 10:41:59;110;44;25;8;5;4;6;2;3;0;1
2021-02-24 10:42:59;111;44;26;8;5;4;6;2;3;0;1
2021-02-24 10:43:58;111;44;26;8;5;4;6;2;3;0;1
2021-02-24 10:44:59;112;45;26;8;5;4;6;2;3;0;1
2021-02-24 10:45:59;113;45;26;8;5;4;6;2;3;0;2
2021-02-24 10:46:58;114;45;27;8;5;4;6;2;3;0;2
2021-02-24 10:47:59;114;45;27;8;5;4;6;2;3;0;2
2021-02-24 10:48:59;114;45;27;8;5;4;6;2;3;0;2
2021-02-24 10:49:58;115;45;28;8;5;4;6;2;3;0;2
2021-02-24 10:50:59;115;45;28;8;5;4;6;2;3;0;2
2021-02-24 10:51:59;115;45;28;8;5;4;6;2;3;0;2
2021-02-24 10:52:58;116;46;28;8;5;4;6;2;3;0;2
2021-02-24 10:53:59;116;46;28;8;5;4;6;2;3;0;2
2021-02-24 10:54:59;116;46;28;8;5;4;6;2;3;0;2
2021-02-24 10:55:58;116;46;28;8;5;4;6;2;3;0;2
2021-02-24 10:56:59;117;47;28;8;5;4;6;2;3;0;2
2021-02-24 10:57:59;117;47;28;8;5;4;6;2;3;0;2
2021-02-24 10:58:58;117;47;28;8;5;4;6;2;3;0;2
2021-02-24 10:59:59;117;47;28;8;6;4;6;2;3;0;2
2021-02-24 11:00:59;117;47;28;8;6;4;6;2;3;0;2
2021-02-24 11:01:58;117;47;28;8;6;4;6;2;3;0;2
2021-02-24 11:02:59;118;48;28;8;6;4;6;2;3;0;2
2021-02-24 11:03:59;118;48;28;8;6;4;6;2;3;0;2
2021-02-24 11:04:58;118;48;28;8;6;4;6;2;3;0;2
2021-02-24 11:05:59;118;48;28;8;6;4;6;2;3;0;2
2021-02-24 11:06:58;119;48;29;8;6;4;6;2;3;0;2
2021-02-24 11:07:59;120;49;29;8;6;4;6;2;3;0;2
2021-02-24 11:08:58;121;50;29;8;6;4;6;2;3;0;2
2021-02-24 11:09:59;122;51;29;8;6;4;6;2;3;0;2
2021-02-24 11:10:59;124;52;29;9;6;4;6;2;3;0;2
2021-02-24 11:11:58;126;53;30;9;6;4;6;2;3;0;2
2021-02-24 11:12:59;126;53;30;9;6;4;6;2;3;0;2
2021-02-24 11:13:59;126;53;30;9;6;4;6;2;3;0;2
2021-02-24 11:14:58;127;54;30;9;6;4;6;2;3;0;2
2021-02-24 11:15:59;127;54;30;9;6;4;6;2;3;0;2
2021-02-24 11:16:59;127;54;30;9;6;4;6;2;3;0;2
2021-02-24 11:17:58;127;54;30;9;6;4;6;2;3;0;2
2021-02-24 11:18:59;127;54;30;9;6;4;6;2;3;0;2
2021-02-24 11:19:58;127;54;30;9;6;4;6;2;3;0;2
2021-02-24 11:20:59;127;54;30;9;6;4;6;2;3;0;2
2021-02-24 11:21:58;127;54;30;9;6;4;6;2;3;0;2
2021-02-24 11:22:59;127;54;30;9;6;4;6;2;3;0;2
2021-02-24 11:23:58;127;54;30;9;6;4;6;2;3;0;2
2021-02-24 11:24:59;127;54;30;9;6;4;6;2;3;0;2
2021-02-24 11:25:59;127;54;30;9;6;4;6;2;3;0;2
2021-02-24 11:26:58;127;54;30;9;6;4;6;2;3;0;2
2021-02-24 11:27:59;128;54;30;9;7;4;6;2;3;0;2
2021-02-24 11:28:59;128;54;30;9;7;4;6;2;3;0;2
2021-02-24 11:29:59;128;54;30;9;7;4;6;2;3;0;2
2021-02-24 11:30:58;129;54;30;9;7;4;6;2;3;0;2
2021-02-24 11:31:59;129;54;30;9;7;4;6;2;3;0;2
2021-02-24 11:32:59;129;54;30;9;7;4;6;2;3;0;2
2021-02-24 11:33:58;129;54;30;9;7;4;6;2;3;0;2
2021-02-24 11:34:59;129;54;30;9;7;4;6;2;3;0;2
2021-02-24 11:35:59;129;54;30;9;7;4;6;2;3;0;2
2021-02-24 11:37:00;129;54;30;9;7;4;6;2;3;0;2
2021-02-24 11:37:58;129;54;30;9;7;4;6;2;3;0;2
2021-02-24 11:38:59;129;54;30;9;7;4;6;2;3;0;2
2021-02-24 11:39:59;129;54;30;9;7;4;6;2;3;0;2
2021-02-24 11:40:58;129;54;30;9;7;4;6;2;3;0;2
2021-02-24 11:41:59;129;54;30;9;7;4;6;2;3;0;2
2021-02-24 11:42:59;129;54;30;9;7;4;6;2;3;0;2
2021-02-24 11:43:59;129;54;30;9;7;4;6;2;3;0;2
2021-02-24 11:44:58;129;54;30;9;7;4;6;2;3;0;2
2021-02-24 11:45:59;129;54;30;9;7;4;6;2;3;0;2
2021-02-24 11:46:59;129;54;30;9;7;4;6;2;3;0;2
2021-02-24 11:47:58;130;55;30;9;7;4;6;2;3;0;2
2021-02-24 11:48:59;130;55;30;9;7;4;6;2;3;0;2
2021-02-24 11:49:59;131;55;30;9;7;4;6;2;3;0;2
2021-02-24 11:50:58;131;55;30;9;7;4;6;2;3;0;2
2021-02-24 11:51:59;132;56;30;9;7;4;6;2;3;0;2
2021-02-24 11:52:59;132;56;30;9;7;4;6;2;3;0;2
2021-02-24 11:54:00;132;56;30;9;7;4;6;2;3;0;2
2021-02-24 11:54:58;132;56;30;9;7;4;6;2;3;0;2
2021-02-24 11:55:59;132;56;30;9;7;4;6;2;3;0;2
2021-02-24 11:56:58;133;57;30;9;7;4;6;2;3;0;2
2021-02-24 11:57:59;133;57;30;9;7;4;6;2;3;0;2
2021-02-24 11:58:59;133;57;30;9;7;4;6;2;3;0;2
2021-02-24 11:59:58;133;57;30;9;7;4;6;2;3;0;2
2021-02-24 12:00:59;133;57;30;9;7;4;6;2;3;0;2
2021-02-24 12:01:59;133;57;30;9;7;4;6;2;3;0;2
2021-02-24 12:02:58;133;57;30;9;7;4;6;2;3;0;2
2021-02-24 12:03:59;133;57;30;9;7;4;6;2;3;0;2
2021-02-24 12:04:59;133;57;30;9;7;4;6;2;3;0;2
2021-02-24 12:05:58;134;57;30;9;7;4;6;2;3;0;2
2021-02-24 12:06:59;134;57;30;9;7;4;6;2;3;0;2
2021-02-24 12:07:59;135;58;30;9;7;4;6;2;3;0;2
2021-02-24 12:08:58;135;58;30;9;7;4;6;2;3;0;2
2021-02-24 12:09:59;136;58;30;9;7;4;7;2;3;0;2
2021-02-24 12:10:59;136;58;30;9;7;4;7;2;3;0;2
2021-02-24 12:11:58;136;58;30;9;7;4;7;2;3;0;2
2021-02-24 12:12:59;137;59;30;9;7;4;7;2;3;0;2
2021-02-24 12:13:59;137;59;30;9;7;4;7;2;3;0;2
2021-02-24 12:14:58;137;59;30;9;7;4;7;2;3;0;2
2021-02-24 12:15:59;137;59;30;9;7;4;7;2;3;0;2
2021-02-24 12:16:58;137;59;30;9;7;4;7;2;3;0;2
2021-02-24 12:17:59;137;59;30;9;7;4;7;2;3;0;2
2021-02-24 12:18:58;137;59;30;9;7;4;7;2;3;0;2
2021-02-24 12:19:59;137;59;30;9;7;4;7;2;3;0;2
2021-02-24 12:20:59;137;59;30;9;7;4;7;2;3;0;2
2021-02-24 12:22:00;137;59;30;9;7;4;7;2;3;0;2
2021-02-24 12:22:58;137;59;30;9;7;4;7;2;3;0;2
2021-02-24 12:23:59;138;59;30;9;7;4;7;3;3;0;2
2021-02-24 12:24:58;138;59;30;9;7;4;7;3;3;0;2
2021-02-24 12:25:59;138;59;30;9;7;4;7;3;3;0;2
2021-02-24 12:26:58;138;59;30;9;7;4;7;3;3;0;2
2021-02-24 12:27:59;139;59;30;9;7;4;7;3;4;0;2
2021-02-24 12:28:59;139;59;30;9;7;4;7;3;4;0;2
2021-02-24 12:29:58;139;59;30;9;7;4;7;3;4;0;2
2021-02-24 12:30:59;139;59;30;9;7;4;7;3;4;0;2
2021-02-24 12:31:59;139;59;30;9;7;4;7;3;4;0;2
2021-02-24 12:32:58;139;59;30;9;7;4;7;3;4;0;2
2021-02-24 12:33:59;139;59;30;9;7;4;7;3;4;0;2
2021-02-24 12:34:59;139;59;30;9;7;4;7;3;4;0;2
2021-02-24 12:35:58;139;59;30;9;7;4;7;3;4;0;2
2021-02-24 12:36:59;139;59;30;9;7;4;7;3;4;0;2
2021-02-24 12:37:59;139;59;30;9;7;4;7;3;4;0;2
2021-02-24 12:38:59;139;59;30;9;7;4;7;3;4;0;2
2021-02-24 12:39:59;139;59;30;9;7;4;7;3;4;0;2
2021-02-24 12:40:58;139;59;30;9;7;4;7;3;4;0;2
2021-02-24 12:41:59;140;59;30;10;7;4;7;3;4;0;2
2021-02-24 12:42:58;140;59;30;10;7;4;7;3;4;0;2
2021-02-24 12:43:59;140;59;30;10;7;4;7;3;4;0;2
2021-02-24 12:44:59;142;60;30;10;8;4;7;3;4;0;2
2021-02-24 12:45:58;142;60;30;10;8;4;7;3;4;0;2
2021-02-24 12:46:59;142;60;30;10;8;4;7;3;4;0;2
2021-02-24 12:47:59;142;60;30;10;8;4;7;3;4;0;2
2021-02-24 12:48:58;143;60;30;10;8;4;7;4;4;0;2
2021-02-24 12:49:59;143;60;30;10;8;4;7;4;4;0;2
2021-02-24 12:50:59;145;61;30;10;8;4;8;4;4;0;2
2021-02-24 12:51:58;146;61;30;11;8;4;8;4;4;0;2
2021-02-24 12:52:59;146;61;30;11;8;4;8;4;4;0;2
2021-02-24 12:53:59;147;61;30;12;8;4;8;4;4;0;2
2021-02-24 12:54:58;148;61;30;12;8;4;9;4;4;0;2
2021-02-24 12:55:59;148;61;30;12;8;4;9;4;4;0;2
2021-02-24 12:56:58;148;61;30;12;8;4;9;4;4;0;2
2021-02-24 12:57:59;148;61;30;12;8;4;9;4;4;0;2
2021-02-24 12:58:59;148;61;30;12;8;4;9;4;4;0;2
2021-02-24 12:59:58;148;61;30;12;8;4;9;4;4;0;2
2021-02-24 13:00:59;147;61;30;12;8;4;9;4;4;0;2
2021-02-24 13:01:59;147;61;30;12;8;4;9;4;4;0;2
2021-02-24 13:02:58;147;61;30;12;8;4;9;4;4;0;2
2021-02-24 13:03:59;147;61;30;12;8;4;9;4;4;0;2
2021-02-24 13:04:59;148;62;30;12;8;4;9;4;4;0;2
2021-02-24 13:05:58;148;62;30;12;8;4;9;4;4;0;2
2021-02-24 13:06:59;148;62;30;12;8;4;9;4;4;0;2
2021-02-24 13:07:59;148;61;30;12;8;5;9;4;4;0;2
2021-02-24 13:08:59;149;61;30;12;9;5;9;4;4;0;2
