datetime;total_votes;keyreal;axxl;masacra;jovan;kross;scaryfairy;Feyarozovaya;akuaku;RedHat;denkoshka
2020-05-27 11:39:59;126;20;32;32;7;10;5;2;0;2;2
2020-05-27 11:40:58;127;20;33;32;7;10;5;2;0;2;2
2020-05-27 11:41:59;127;20;33;32;7;10;5;2;0;2;2
2020-05-27 11:42:59;128;20;33;33;7;10;5;2;0;2;2
2020-05-27 11:43:58;128;20;33;33;7;10;5;2;0;2;2
2020-05-27 11:44:59;129;21;33;33;7;10;5;2;0;2;2
2020-05-27 11:45:59;129;21;33;33;7;10;5;2;0;2;2
2020-05-27 11:46:58;130;21;34;33;7;10;5;2;0;2;2
2020-05-27 11:47:59;131;22;34;33;7;10;5;2;0;2;2
2020-05-27 11:48:59;131;22;34;33;7;10;5;2;0;2;2
2020-05-27 11:49:59;131;22;34;33;7;10;5;2;0;2;2
2020-05-27 11:50:58;131;22;34;33;7;10;5;2;0;2;2
2020-05-27 11:51:59;132;23;34;33;7;10;5;2;0;2;2
2020-05-27 11:52:59;132;23;34;33;7;10;5;2;0;2;2
2020-05-27 11:53:58;132;23;34;33;7;10;5;2;0;2;2
2020-05-27 11:54:59;132;23;34;33;7;10;5;2;0;2;2
2020-05-27 11:55:59;132;23;34;33;7;10;5;2;0;2;2
2020-05-27 11:56:58;132;23;34;33;7;10;5;2;0;2;2
2020-05-27 11:57:59;132;23;34;33;7;10;5;2;0;2;2
2020-05-27 11:58:59;133;24;34;33;7;10;5;2;0;2;2
2020-05-27 11:59:58;134;25;34;33;7;10;5;2;0;2;2
2020-05-27 12:00:59;134;25;34;33;7;10;5;2;0;2;2
2020-05-27 12:01:59;134;25;34;34;7;9;5;2;0;2;2
2020-05-27 12:02:59;135;25;34;34;8;9;5;2;0;2;2
2020-05-27 12:03:58;135;25;34;34;8;9;5;2;0;2;2
2020-05-27 12:04:59;136;25;35;34;8;9;5;2;0;2;2
2020-05-27 12:05:59;136;25;35;34;8;9;5;2;0;2;2
2020-05-27 12:06:58;136;25;35;34;8;9;5;2;0;2;2
2020-05-27 12:07:59;136;25;35;34;8;9;5;2;0;2;2
2020-05-27 12:08:58;137;25;35;34;9;9;5;2;0;2;2
2020-05-27 12:09:59;137;25;35;34;9;9;5;2;0;2;2
2020-05-27 12:10:59;137;25;35;34;9;9;5;2;0;2;2
2020-05-27 12:11:58;138;26;35;34;9;9;5;2;0;2;2
2020-05-27 12:12:59;138;26;35;34;9;9;5;2;0;2;2
2020-05-27 12:13:59;138;26;35;34;9;9;5;2;0;2;2
2020-05-27 12:14:58;139;26;36;34;9;9;5;2;0;2;2
2020-05-27 12:15:59;139;26;36;34;9;9;5;2;0;2;2
2020-05-27 12:16:59;141;26;36;36;9;9;5;2;0;2;2
2020-05-27 12:17:58;141;26;36;36;9;9;5;2;0;2;2
2020-05-27 12:18:59;141;26;36;36;9;9;5;2;0;2;2
2020-05-27 12:19:59;141;26;36;36;9;9;5;2;0;2;2
2020-05-27 12:20:58;141;26;36;36;9;9;5;2;0;2;2
2020-05-27 12:21:59;141;26;36;36;9;9;5;2;0;2;2
2020-05-27 12:22:59;141;26;36;36;9;9;5;2;0;2;2
2020-05-27 12:23:58;141;26;36;36;9;9;5;2;0;2;2
2020-05-27 12:24:59;141;26;36;36;9;9;5;2;0;2;2
2020-05-27 12:25:59;142;26;36;36;10;9;5;2;0;2;2
2020-05-27 12:26:58;142;26;36;36;10;9;5;2;0;2;2
2020-05-27 12:27:59;142;26;36;36;10;9;5;2;0;2;2
2020-05-27 12:28:59;143;27;36;36;10;9;5;2;0;2;2
2020-05-27 12:29:58;143;27;36;36;10;9;5;2;0;2;2
2020-05-27 12:30:59;143;27;36;36;10;9;5;2;0;2;2
2020-05-27 12:31:59;144;28;36;36;10;9;5;2;0;2;2
2020-05-27 12:32:58;144;28;36;36;10;9;5;2;0;2;2
2020-05-27 12:33:59;144;28;36;36;10;9;5;2;0;2;2
2020-05-27 12:34:59;145;28;36;36;10;9;5;2;0;2;2
2020-05-27 12:35:58;145;28;36;36;10;9;5;2;0;2;2
2020-05-27 12:36:59;145;28;36;36;10;9;5;2;0;2;2
2020-05-27 12:37:59;146;28;36;36;10;9;5;2;0;3;2
2020-05-27 12:38:59;146;28;35;36;10;9;5;2;0;3;2
2020-05-27 12:39:58;147;28;35;38;10;9;4;2;0;3;2
2020-05-27 12:40:59;148;28;36;37;10;9;5;2;0;3;2
2020-05-27 12:41:59;149;29;36;37;10;9;5;2;0;3;2
2020-05-27 12:42:58;151;30;36;38;11;9;5;2;0;2;2
2020-05-27 12:43:59;151;30;36;38;11;9;5;2;0;2;2
2020-05-27 12:44:59;153;30;38;38;11;9;5;2;0;2;2
2020-05-27 12:46:00;154;31;38;38;11;9;5;2;0;2;2
2020-05-27 12:46:58;155;32;38;38;11;9;5;2;0;2;2
2020-05-27 12:47:59;156;33;38;38;11;9;5;2;0;2;2
2020-05-27 12:48:59;158;34;38;38;11;9;5;2;0;2;2
2020-05-27 12:49:58;161;36;38;38;12;9;5;2;0;2;2
2020-05-27 12:50:59;161;36;38;38;12;9;5;2;0;2;2
2020-05-27 12:51:59;163;37;38;39;12;9;5;2;0;2;2
2020-05-27 12:52:58;164;38;38;39;12;9;5;2;0;2;2
2020-05-27 12:53:59;164;38;38;39;12;9;5;2;0;2;2
2020-05-27 12:54:59;164;38;38;39;12;9;5;2;0;2;2
2020-05-27 12:55:58;165;38;38;39;13;9;5;2;0;2;2
2020-05-27 12:56:59;165;38;38;39;13;9;5;2;0;2;2
2020-05-27 12:57:59;166;38;38;40;13;9;5;2;0;2;2
2020-05-27 12:58:58;166;38;38;40;13;9;5;2;0;2;2
2020-05-27 12:59:59;167;38;39;40;13;9;5;2;0;2;2
2020-05-27 13:00:59;167;38;39;40;13;9;5;2;0;2;2
2020-05-27 13:01:58;168;38;39;40;13;9;5;2;0;2;2
2020-05-27 13:02:59;168;38;39;40;13;9;5;2;0;2;2
2020-05-27 13:03:59;168;38;39;40;13;9;5;2;0;2;2
2020-05-27 13:04:58;169;38;39;40;14;9;5;2;0;2;2
2020-05-27 13:05:59;170;39;39;40;14;9;5;2;0;2;2
2020-05-27 13:06:59;172;40;39;40;15;9;5;2;0;2;2
2020-05-27 13:07:58;175;40;41;40;16;9;5;2;0;2;2
2020-05-27 13:08:59;176;41;41;40;16;9;5;2;0;2;2
2020-05-27 13:09:59;178;42;41;40;17;9;5;2;0;2;2
2020-05-27 13:10:58;178;42;41;40;17;9;5;2;0;2;2
2020-05-27 13:11:59;180;43;41;41;17;9;5;2;0;2;2
2020-05-27 13:12:59;180;43;41;41;17;9;5;2;0;2;2
2020-05-27 13:13:58;180;43;41;41;17;9;5;2;0;2;2
2020-05-27 13:14:59;180;43;41;41;17;9;5;2;0;2;2
2020-05-27 13:15:59;180;43;41;41;17;9;5;2;0;2;2
2020-05-27 13:16:59;181;43;41;41;18;9;5;2;0;2;2
2020-05-27 13:17:58;181;43;41;41;18;9;5;2;0;2;2
2020-05-27 13:18:59;182;43;42;41;18;9;5;2;0;2;2
2020-05-27 13:19:59;182;43;42;41;18;9;5;2;0;2;2
2020-05-27 13:20:58;183;43;43;41;18;9;5;2;0;2;2
2020-05-27 13:21:59;183;43;43;41;18;9;5;2;0;2;2
2020-05-27 13:22:58;186;43;44;42;18;9;6;2;0;2;2
2020-05-27 13:23:59;186;44;44;41;18;9;6;2;0;2;2
2020-05-27 13:24:59;186;44;44;41;18;9;6;2;0;2;2
2020-05-27 13:25:58;186;44;44;41;18;9;6;2;0;2;2
2020-05-27 13:26:59;186;44;44;41;18;9;6;2;0;2;2
2020-05-27 13:27:59;186;44;44;41;18;9;6;2;0;2;2
2020-05-27 13:28:58;186;44;44;41;18;9;6;2;0;2;2
2020-05-27 13:29:59;186;44;44;41;18;9;6;2;0;2;2
2020-05-27 13:30:59;186;44;44;41;18;9;6;2;0;2;2
2020-05-27 13:31:58;188;45;45;41;18;9;6;2;0;2;2
2020-05-27 13:32:59;189;45;46;41;18;9;6;2;0;2;2
2020-05-27 13:33:59;189;45;46;41;18;9;6;2;0;2;2
2020-05-27 13:34:58;189;45;46;41;18;9;6;2;0;2;2
2020-05-27 13:35:59;189;45;46;41;18;9;6;2;0;2;2
2020-05-27 13:36:59;190;45;47;41;18;9;6;2;0;2;2
2020-05-27 13:37:58;191;45;47;42;18;9;6;2;0;2;2
2020-05-27 13:38:59;192;45;48;42;18;9;6;2;0;2;2
2020-05-27 13:39:59;191;45;48;41;18;9;6;2;0;2;2
2020-05-27 13:40:58;193;46;48;41;19;9;6;2;0;2;2
2020-05-27 13:41:59;194;46;48;41;19;9;7;2;0;2;2
2020-05-27 13:42:59;195;47;48;41;19;9;7;2;0;2;2
2020-05-27 13:44:00;195;47;48;41;19;9;7;2;0;2;2
2020-05-27 13:44:58;196;47;49;41;19;9;7;2;0;2;2
2020-05-27 13:45:59;196;47;49;41;19;9;7;2;0;2;2
2020-05-27 13:46:59;196;47;49;41;19;9;7;2;0;2;2
2020-05-27 13:47:58;196;47;49;41;19;9;7;2;0;2;2
2020-05-27 13:48:59;196;47;49;41;19;9;7;2;0;2;2
2020-05-27 13:49:59;196;47;49;41;19;9;7;2;0;2;2
2020-05-27 13:50:58;196;47;49;41;19;9;7;2;0;2;2
2020-05-27 13:51:59;198;49;49;41;19;9;7;2;0;2;2
2020-05-27 13:52:59;198;49;49;41;19;9;7;2;0;2;2
2020-05-27 13:53:58;198;49;49;41;19;9;7;2;0;2;2
2020-05-27 13:54:59;198;49;49;41;19;9;7;2;0;2;2
2020-05-27 13:55:59;198;49;49;41;19;9;7;2;0;2;2
2020-05-27 13:56:58;198;49;49;41;19;9;7;2;0;2;2
2020-05-27 13:57:59;198;49;49;41;19;9;7;2;0;2;2
2020-05-27 13:58:59;198;49;49;41;19;9;7;2;0;2;2
2020-05-27 13:59:59;198;49;49;41;19;9;7;2;0;2;2
2020-05-27 14:00:58;198;49;49;41;19;9;7;2;0;2;2
2020-05-27 14:01:59;199;50;49;41;19;9;7;2;0;2;2
2020-05-27 14:02:59;199;50;49;41;19;9;7;2;0;2;2
2020-05-27 14:03:59;199;50;49;41;19;9;7;2;0;2;2
2020-05-27 14:04:58;200;50;49;42;19;9;7;2;0;2;2
2020-05-27 14:05:59;201;50;49;43;19;9;7;2;0;2;2
2020-05-27 14:06:59;201;50;49;43;19;9;7;2;0;2;2
2020-05-27 14:07:59;202;51;49;43;19;9;7;2;0;2;2
2020-05-27 14:08:58;202;51;49;43;19;9;7;2;0;2;2
2020-05-27 14:09:59;202;51;49;43;19;9;7;2;0;2;2
2020-05-27 14:10:58;202;51;49;43;19;9;7;2;0;2;2
2020-05-27 14:11:59;203;52;49;43;19;9;7;2;0;2;2
2020-05-27 14:12:59;203;52;49;43;19;9;7;2;0;2;2
2020-05-27 14:13:58;203;52;49;43;19;9;7;2;0;2;2
2020-05-27 14:14:59;203;52;49;43;19;9;7;2;0;2;2
2020-05-27 14:15:58;205;52;50;43;19;9;7;3;0;2;2
2020-05-27 14:16:59;205;52;50;43;19;9;7;3;0;2;2
2020-05-27 14:17:59;207;53;50;43;20;9;7;3;0;2;2
2020-05-27 14:18:58;207;53;50;43;20;9;7;3;0;2;2
2020-05-27 14:19:59;207;53;50;43;20;9;7;3;0;2;2
2020-05-27 14:20:59;206;53;50;42;20;9;7;3;0;2;2
2020-05-27 14:21:58;206;53;50;42;20;9;7;3;0;2;2
2020-05-27 14:22:59;206;53;50;42;20;9;7;3;0;2;2
2020-05-27 14:23:59;206;53;50;42;20;9;7;3;0;2;2
2020-05-27 14:24:58;206;53;50;42;20;9;7;3;0;2;2
2020-05-27 14:25:59;206;53;50;42;20;9;7;3;0;2;2
2020-05-27 14:26:59;206;54;50;42;20;9;7;3;0;2;2
2020-05-27 14:27:58;206;54;50;42;20;9;7;3;0;2;2
2020-05-27 14:28:59;206;54;50;42;20;9;7;3;0;2;2
2020-05-27 14:29:59;206;54;50;42;20;9;7;3;0;2;2
2020-05-27 14:30:59;206;54;50;42;20;9;7;3;0;2;2
2020-05-27 14:31:58;206;54;50;42;20;9;7;3;0;2;2
2020-05-27 14:32:59;206;54;50;42;20;9;7;3;0;2;2
2020-05-27 14:33:59;206;54;50;42;20;9;7;3;0;2;2
2020-05-27 14:34:58;206;54;50;42;20;9;7;3;0;2;2
2020-05-27 14:35:59;206;54;50;42;20;9;7;3;0;2;2
2020-05-27 14:36:59;206;54;50;42;20;9;7;3;0;2;2
2020-05-27 14:37:58;206;54;50;42;20;9;7;3;0;2;2
2020-05-27 14:38:59;206;54;50;42;20;9;7;3;0;2;2
2020-05-27 14:39:59;207;54;50;42;21;9;7;3;0;2;2
2020-05-27 14:40:58;207;54;50;42;21;9;7;3;0;2;2
2020-05-27 14:41:59;207;54;50;42;21;9;7;3;0;2;2
2020-05-27 14:42:59;207;54;50;42;21;9;7;3;0;2;2
2020-05-27 14:43:58;207;54;50;42;21;9;7;3;0;2;2
2020-05-27 14:44:59;207;54;50;42;21;9;7;3;0;2;2
2020-05-27 14:45:59;207;54;50;42;21;9;7;3;0;2;2
2020-05-27 14:46:58;207;54;50;42;21;9;7;3;0;2;2
2020-05-27 14:47:59;207;54;50;42;21;9;7;3;0;2;2
2020-05-27 14:48:59;207;54;50;42;21;9;7;3;0;2;2
2020-05-27 14:49:58;207;54;50;42;21;9;7;3;0;2;2
2020-05-27 14:50:59;207;54;50;42;21;9;7;3;0;2;2
2020-05-27 14:51:59;209;54;50;43;22;9;7;3;0;2;2
2020-05-27 14:52:59;209;54;50;43;22;9;7;3;0;2;2
2020-05-27 14:53:58;209;54;50;43;22;9;7;3;0;2;2
2020-05-27 14:54:59;209;54;50;43;22;9;7;3;0;2;2
2020-05-27 14:55:59;210;54;50;44;22;9;7;3;0;2;2
2020-05-27 14:56:58;210;54;50;44;22;9;7;3;0;2;2
2020-05-27 14:57:59;210;54;50;44;22;9;7;3;0;2;2
2020-05-27 14:58:59;210;54;50;44;22;9;7;3;0;2;2
2020-05-27 14:59:58;210;54;50;44;22;9;7;3;0;2;2
2020-05-27 15:00:59;210;54;50;44;22;9;7;3;0;2;2
2020-05-27 15:01:59;210;54;50;44;22;9;7;3;0;2;2
2020-05-27 15:02:58;211;54;51;44;22;9;7;3;0;2;2
2020-05-27 15:03:59;212;54;52;44;22;9;7;3;0;2;2
2020-05-27 15:05:00;212;54;52;44;22;9;7;3;0;2;2
2020-05-27 15:05:58;213;55;52;44;22;9;7;3;0;2;2
2020-05-27 15:06:59;214;55;53;44;22;9;7;3;0;2;2
2020-05-27 15:07:58;214;55;53;44;22;9;7;3;0;2;2
2020-05-27 15:08:59;214;55;53;44;22;9;7;3;0;2;2
2020-05-27 15:09:59;214;55;53;44;22;9;7;3;0;2;2
2020-05-27 15:10:59;214;55;53;44;22;9;7;3;0;2;2
2020-05-27 15:11:58;214;55;53;44;22;9;7;3;0;2;2
2020-05-27 15:12:59;214;55;53;44;22;9;7;3;0;2;2
2020-05-27 15:13:58;214;55;53;44;22;9;7;3;0;2;2
2020-05-27 15:14:59;214;55;53;44;22;9;7;3;0;2;2
2020-05-27 15:15:59;214;55;53;44;22;9;7;3;0;2;2
2020-05-27 15:16:58;214;55;53;44;22;9;7;3;0;2;2
2020-05-27 15:17:59;214;55;53;44;22;9;7;3;0;2;2
2020-05-27 15:18:59;214;55;53;44;22;9;7;3;0;2;2
2020-05-27 15:19:58;214;55;53;44;22;9;7;3;0;2;2
2020-05-27 15:20:59;215;55;53;45;22;9;7;3;0;2;2
2020-05-27 15:21:59;215;55;53;45;22;9;7;3;0;2;2
2020-05-27 15:22:59;215;55;53;45;22;9;7;3;0;2;2
2020-05-27 15:23:58;215;55;53;45;22;9;7;3;0;2;2
2020-05-27 15:24:59;215;55;53;45;22;9;7;3;0;2;2
2020-05-27 15:25:58;215;55;53;45;22;9;7;3;0;2;2
2020-05-27 15:26:59;215;55;53;45;22;9;7;3;0;2;2
2020-05-27 15:27:59;215;55;53;45;22;9;7;3;0;2;2
2020-05-27 15:28:59;215;55;53;45;22;9;7;3;0;2;2
2020-05-27 15:29:58;215;55;53;45;22;9;7;3;0;2;2
2020-05-27 15:30:59;215;55;53;45;22;9;7;3;0;2;2
2020-05-27 15:31:59;215;55;53;45;22;9;7;3;0;2;2
2020-05-27 15:32:58;215;55;53;45;22;9;7;3;0;2;2
2020-05-27 15:33:59;216;55;53;46;22;9;7;3;0;2;2
2020-05-27 15:34:59;217;55;53;46;23;9;7;3;0;2;2
2020-05-27 15:35:58;217;55;53;46;23;9;7;3;0;2;2
2020-05-27 15:36:59;217;55;53;46;23;9;7;3;0;2;2
2020-05-27 15:37:59;217;55;53;46;23;9;7;3;0;2;2
2020-05-27 15:38:58;217;55;53;46;23;9;7;3;0;2;2
2020-05-27 15:39:59;217;55;53;46;23;9;7;3;0;2;2
2020-05-27 15:40:58;217;55;53;46;23;9;7;3;0;2;2
2020-05-27 15:41:59;217;55;53;46;23;9;7;3;0;2;2
2020-05-27 15:42:59;217;55;53;46;23;9;7;3;0;2;2
2020-05-27 15:43:58;218;55;53;47;23;9;7;3;0;2;2
2020-05-27 15:44:59;218;55;53;47;23;9;7;3;0;2;2
2020-05-27 15:45:59;218;55;53;47;23;9;7;3;0;2;2
2020-05-27 15:46:58;218;55;53;47;23;9;7;3;0;2;2
2020-05-27 15:47:59;218;55;53;47;23;9;7;3;0;2;2
2020-05-27 15:48:59;219;56;53;47;23;9;7;3;0;2;2
2020-05-27 15:49:59;219;56;53;47;23;9;7;3;0;2;2
2020-05-27 15:50:58;219;56;53;47;23;9;7;3;0;2;2
2020-05-27 15:51:59;219;56;53;47;23;9;7;3;0;2;2
2020-05-27 15:52:58;219;56;53;47;23;9;7;3;0;2;2
2020-05-27 15:53:59;219;56;53;47;23;9;7;3;0;2;2
2020-05-27 15:54:59;220;56;53;47;23;9;7;3;0;2;2
2020-05-27 15:55:58;220;56;53;47;23;9;7;3;0;2;2
2020-05-27 15:56:59;220;56;53;47;23;9;7;3;0;2;2
2020-05-27 15:57:59;220;56;53;47;23;9;7;3;0;2;2
2020-05-27 15:58:58;220;56;53;47;23;9;7;3;0;2;2
2020-05-27 15:59:59;220;56;53;47;23;9;7;3;0;2;2
2020-05-27 16:00:59;220;56;53;47;23;9;7;3;0;2;2
2020-05-27 16:01:58;220;56;53;47;23;9;7;3;0;2;2
2020-05-27 16:02:59;220;56;53;47;23;9;7;3;0;2;2
2020-05-27 16:04:00;220;56;53;47;23;9;7;3;0;2;2
2020-05-27 16:04:58;220;56;53;47;23;9;7;3;0;2;2
2020-05-27 16:05:59;220;56;53;47;23;9;7;3;0;2;2
2020-05-27 16:06:58;220;56;53;47;23;9;7;3;0;2;2
2020-05-27 16:07:59;220;56;53;47;23;9;7;3;0;2;2
2020-05-27 16:08:59;220;56;53;47;23;9;7;3;0;2;2
2020-05-27 16:09:59;220;57;52;47;23;9;7;3;0;2;2
2020-05-27 16:10:58;220;57;52;47;23;9;7;3;0;2;2
2020-05-27 16:11:59;220;57;52;47;23;9;7;3;0;2;2
2020-05-27 16:12:59;221;57;52;47;23;9;7;3;0;2;2
2020-05-27 16:13:58;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:14:59;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:15:59;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:16:58;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:17:59;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:18:59;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:19:58;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:20:59;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:21:59;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:22:58;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:23:59;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:24:59;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:25:58;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:26:59;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:27:59;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:28:59;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:29:58;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:30:59;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:31:59;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:32:58;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:33:59;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:34:59;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:35:58;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:36:59;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:37:59;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:38:58;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:39:59;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:40:59;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:41:58;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:42:59;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:43:59;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:44:58;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:45:59;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:46:59;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:47:59;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:48:58;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:49:59;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:50:58;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:51:59;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:52:59;222;58;52;47;23;9;7;3;0;2;2
2020-05-27 16:53:58;223;58;53;47;23;9;7;3;0;2;2
2020-05-27 16:54:59;223;58;53;47;23;9;7;3;0;2;2
2020-05-27 16:55:59;223;58;53;47;23;9;7;3;0;2;2
2020-05-27 16:56:58;223;58;53;47;23;9;7;3;0;2;2
2020-05-27 16:57:59;223;58;53;47;23;9;7;3;0;2;2
2020-05-27 16:58:58;224;58;53;47;23;9;7;3;0;2;2
2020-05-27 16:59:59;224;58;53;47;23;9;7;3;0;2;2
2020-05-27 17:00:59;224;58;53;47;23;9;7;3;0;2;2
2020-05-27 17:01:58;224;58;53;47;23;9;7;3;0;2;2
2020-05-27 17:02:59;224;58;53;47;23;9;7;3;0;2;2
2020-05-27 17:03:59;224;58;53;47;23;9;7;3;0;2;2
2020-05-27 17:04:58;224;58;53;47;23;9;7;3;0;2;2
2020-05-27 17:05:59;224;58;53;47;23;9;7;3;0;2;2
2020-05-27 17:06:59;224;58;53;47;23;9;7;3;0;2;2
2020-05-27 17:08:00;224;58;53;47;23;9;7;3;0;2;2
2020-05-27 17:08:58;224;58;53;47;23;9;7;3;0;2;2
2020-05-27 17:09:59;225;58;54;47;23;9;7;3;0;2;2
2020-05-27 17:10:58;225;58;54;47;23;9;7;3;0;2;2
2020-05-27 17:11:59;225;58;54;47;23;9;7;3;0;2;2
2020-05-27 17:12:59;225;58;54;47;23;9;7;3;0;2;2
2020-05-27 17:13:58;225;58;54;47;23;9;7;3;0;2;2
2020-05-27 17:14:59;225;58;54;47;23;9;7;3;0;2;2
2020-05-27 17:15:59;225;58;54;47;23;9;7;3;0;2;2
2020-05-27 17:16:58;225;58;54;47;23;9;7;3;0;2;2
2020-05-27 17:17:59;225;58;54;47;23;9;7;3;0;2;2
2020-05-27 17:18:59;225;58;54;47;23;9;7;3;0;2;2
2020-05-27 17:19:58;225;58;54;47;23;9;7;3;0;2;2
2020-05-27 17:20:59;225;58;54;47;23;9;7;3;0;2;2
2020-05-27 17:21:59;225;58;54;47;23;9;7;3;0;2;2
2020-05-27 17:22:58;226;58;54;47;23;9;7;3;0;2;3
2020-05-27 17:23:59;226;58;54;47;23;9;7;3;0;2;3
2020-05-27 17:24:59;226;58;54;47;23;9;7;3;0;2;3
2020-05-27 17:25:58;226;58;54;47;23;9;7;3;0;2;3
2020-05-27 17:26:59;226;58;54;47;23;9;7;3;0;2;3
2020-05-27 17:27:59;226;58;54;47;23;9;7;3;0;2;3
2020-05-27 17:28:58;226;58;54;47;23;9;7;3;0;2;3
2020-05-27 17:29:59;226;58;54;47;23;9;7;3;0;2;3
2020-05-27 17:30:59;226;58;54;47;23;9;7;3;0;2;3
2020-05-27 17:31:58;226;58;54;47;23;9;7;3;0;2;3
2020-05-27 17:32:59;226;58;54;47;23;9;7;3;0;2;3
2020-05-27 17:33:59;226;58;54;47;23;9;7;3;0;2;3
2020-05-27 17:34:58;226;58;54;47;23;9;7;3;0;2;3
2020-05-27 17:35:59;226;58;54;47;23;9;7;3;0;2;3
2020-05-27 17:36:59;226;58;54;47;23;9;7;3;0;2;3
2020-05-27 17:37:59;226;58;54;47;23;9;7;3;0;2;3
2020-05-27 17:38:58;226;58;54;47;23;9;7;3;0;2;3
2020-05-27 17:39:59;226;58;54;47;23;9;7;3;0;2;3
2020-05-27 17:40:59;226;58;54;47;23;9;7;3;0;2;3
2020-05-27 17:41:58;226;58;54;47;23;9;7;3;0;2;3
2020-05-27 17:42:59;226;58;54;47;23;9;7;3;0;2;3
2020-05-27 17:43:59;226;58;54;47;23;9;7;3;0;2;3
2020-05-27 17:45:00;228;58;55;47;23;9;7;3;0;2;3
2020-05-27 17:45:58;229;59;55;47;23;9;7;3;0;2;3
2020-05-27 17:46:59;229;59;55;47;23;9;7;3;0;2;3
2020-05-27 17:47:59;229;59;55;47;23;9;7;3;0;2;3
2020-05-27 17:48:58;229;59;55;47;23;9;7;3;0;2;3
2020-05-27 17:49:59;230;59;56;47;23;9;7;3;0;2;3
2020-05-27 17:50:59;230;59;56;47;23;9;7;3;0;2;3
2020-05-27 17:51:58;230;59;56;47;23;9;7;3;0;2;3
2020-05-27 17:52:59;231;60;56;47;23;9;7;3;0;2;3
2020-05-27 17:53:59;231;60;56;47;23;9;7;3;0;2;3
2020-05-27 17:54:58;231;60;56;47;23;9;7;3;0;2;3
2020-05-27 17:55:59;231;60;56;47;23;9;7;3;0;2;3
2020-05-27 17:56:59;231;60;56;47;23;9;7;3;0;2;3
2020-05-27 17:57:58;231;60;56;47;23;9;7;3;0;2;3
2020-05-27 17:58:59;231;60;56;47;23;9;7;3;0;2;3
2020-05-27 17:59:59;231;60;56;47;23;9;7;3;0;2;3
2020-05-27 18:00:59;232;60;57;47;23;9;7;3;0;2;3
2020-05-27 18:01:58;232;60;57;47;23;9;7;3;0;2;3
2020-05-27 18:02:59;232;60;57;47;23;9;7;3;0;2;3
2020-05-27 18:03:59;232;60;57;47;23;9;7;3;0;2;3
2020-05-27 18:04:58;232;60;57;47;23;9;7;3;0;2;3
2020-05-27 18:05:59;232;60;57;47;23;9;7;3;0;2;3
2020-05-27 18:06:59;232;60;57;47;23;9;7;3;0;2;3
2020-05-27 18:07:58;232;60;57;47;23;9;7;3;0;2;3
2020-05-27 18:08:59;232;60;57;48;23;9;6;3;0;2;3
2020-05-27 18:09:59;232;60;57;48;23;9;6;3;0;2;3
2020-05-27 18:10:58;232;60;57;48;23;9;6;3;0;2;3
2020-05-27 18:11:59;232;60;57;48;23;9;6;3;0;2;3
2020-05-27 18:12:59;232;60;57;48;23;9;6;3;0;2;3
2020-05-27 18:13:58;232;60;57;48;23;9;6;3;0;2;3
2020-05-27 18:14:59;232;60;57;48;23;9;6;3;0;2;3
2020-05-27 18:15:59;233;61;58;48;23;8;6;3;0;2;3
2020-05-27 18:16:58;233;61;58;48;23;8;6;3;0;2;3
