datetime;total_votes;rockamark;KOCTOPE3;UndeadMoroz;akuaku;brammator;voklo;kotophalk;John_Golt;kross;gelatelno
2019-10-16 15:54:59;86;23;18;9;5;7;4;2;2;1;2
2019-10-16 15:55:59;86;23;18;9;5;7;4;2;2;1;2
2019-10-16 15:57:00;86;23;18;9;5;7;4;2;2;1;2
2019-10-16 15:57:58;86;23;18;9;5;7;4;2;2;1;2
2019-10-16 15:58:59;86;23;18;9;5;7;4;2;2;1;2
2019-10-16 15:59:59;87;23;18;10;5;7;4;2;2;1;2
2019-10-16 16:00:58;87;23;18;10;5;7;4;2;2;1;2
2019-10-16 16:01:59;87;23;18;10;5;7;4;2;2;1;2
2019-10-16 16:02:59;87;23;18;10;5;7;4;2;2;1;2
2019-10-16 16:03:59;87;23;18;10;5;7;4;2;2;1;2
2019-10-16 16:04:59;87;23;18;10;5;7;4;2;2;1;2
2019-10-16 16:05:58;87;23;18;10;5;7;4;2;2;1;2
2019-10-16 16:06:59;88;24;18;10;5;7;4;2;2;1;2
2019-10-16 16:07:59;88;24;18;10;5;7;4;2;2;1;2
2019-10-16 16:08:58;88;24;18;10;5;7;4;2;2;1;2
2019-10-16 16:09:59;88;24;18;10;5;7;4;2;2;1;2
2019-10-16 16:10:59;89;24;19;10;5;7;4;2;2;1;2
2019-10-16 16:11:59;89;24;19;10;5;7;4;2;2;1;2
2019-10-16 16:12:58;89;24;19;10;5;7;4;2;2;1;2
2019-10-16 16:13:59;89;24;19;10;5;7;4;2;2;1;2
2019-10-16 16:14:59;90;24;19;11;5;7;4;2;2;1;2
2019-10-16 16:15:58;90;24;19;11;5;7;4;2;2;1;2
2019-10-16 16:16:59;91;24;20;11;5;7;4;2;2;1;2
2019-10-16 16:17:59;91;24;20;11;5;7;4;2;2;1;2
2019-10-16 16:18:59;91;24;20;11;5;7;4;2;2;1;2
2019-10-16 16:19:58;91;24;20;11;5;7;4;2;2;1;2
2019-10-16 16:20:59;91;24;20;11;5;7;4;2;2;1;2
2019-10-16 16:21:59;91;24;20;11;5;7;4;2;2;1;2
2019-10-16 16:22:59;91;24;20;11;5;7;4;2;2;1;2
2019-10-16 16:23:58;91;24;20;11;5;7;4;2;2;1;2
2019-10-16 16:24:59;91;24;20;11;5;7;4;2;2;1;2
2019-10-16 16:25:59;91;24;20;11;5;7;4;2;2;1;2
2019-10-16 16:26:58;91;24;20;11;5;7;4;2;2;1;2
2019-10-16 16:27:59;91;24;20;11;5;7;4;2;2;1;2
2019-10-16 16:28:59;91;24;20;11;5;7;4;2;2;1;2
2019-10-16 16:29:58;91;24;20;11;5;7;4;2;2;1;2
2019-10-16 16:30:59;91;24;20;11;5;7;4;2;2;1;2
2019-10-16 16:31:59;91;24;20;11;5;7;4;2;2;1;2
2019-10-16 16:32:59;91;24;20;11;5;7;4;2;2;1;2
2019-10-16 16:33:58;91;24;20;11;5;7;4;2;2;1;2
2019-10-16 16:34:59;91;24;20;11;5;7;4;2;2;1;2
2019-10-16 16:35:59;91;24;20;11;5;7;4;2;2;1;2
2019-10-16 16:36:59;91;24;20;11;5;7;4;2;2;1;2
2019-10-16 16:37:58;91;24;20;11;5;7;4;2;2;1;2
2019-10-16 16:38:59;92;24;21;11;5;7;4;2;2;1;2
2019-10-16 16:39:58;93;24;21;11;5;7;4;2;2;1;2
2019-10-16 16:40:59;93;24;21;11;5;7;4;2;2;1;2
2019-10-16 16:41:59;93;24;21;11;5;7;4;2;2;1;2
2019-10-16 16:42:59;93;24;21;11;5;7;4;2;2;1;2
2019-10-16 16:43:58;93;24;21;11;5;7;4;2;2;1;2
2019-10-16 16:44:59;93;24;21;11;5;7;4;2;2;1;2
2019-10-16 16:45:59;93;24;21;11;5;7;4;2;2;1;2
2019-10-16 16:46:58;93;24;21;11;5;7;4;2;2;1;2
2019-10-16 16:47:59;93;24;21;11;5;7;4;2;2;1;2
2019-10-16 16:48:59;93;24;21;11;5;7;4;2;2;1;2
2019-10-16 16:49:59;93;24;21;11;5;7;4;2;2;1;2
2019-10-16 16:50:58;93;24;21;11;5;7;4;2;2;1;2
2019-10-16 16:51:59;93;24;21;11;5;7;4;2;2;1;2
2019-10-16 16:52:59;93;24;21;11;5;7;4;2;2;1;2
2019-10-16 16:53:59;93;24;21;11;5;7;4;2;2;1;2
2019-10-16 16:54:59;93;24;21;11;5;7;4;2;2;1;2
2019-10-16 16:55:58;93;24;21;11;5;7;4;2;2;1;2
2019-10-16 16:56:59;94;24;21;11;5;8;4;2;2;1;2
2019-10-16 16:57:59;94;24;21;11;5;8;4;2;2;1;2
2019-10-16 16:58:58;94;24;21;11;5;8;4;2;2;1;2
2019-10-16 16:59:59;94;24;21;11;5;8;4;2;2;1;2
2019-10-16 17:00:59;94;24;21;11;5;8;4;2;2;1;2
2019-10-16 17:01:59;94;24;21;11;5;8;4;2;2;1;2
2019-10-16 17:02:58;94;24;21;11;5;8;4;2;2;1;2
2019-10-16 17:03:59;94;24;21;11;5;8;4;2;2;1;2
2019-10-16 17:04:59;94;24;21;11;5;8;4;2;2;1;2
2019-10-16 17:05:58;94;24;21;11;5;8;4;2;2;1;2
2019-10-16 17:06:59;94;24;21;11;5;8;4;2;2;1;2
2019-10-16 17:07:59;95;25;21;11;5;8;4;2;2;1;2
2019-10-16 17:08:59;95;25;21;11;5;8;4;2;2;1;2
2019-10-16 17:09:58;95;25;21;11;5;8;4;2;2;1;2
2019-10-16 17:10:59;95;25;21;11;5;8;4;2;2;1;2
2019-10-16 17:11:59;95;25;21;11;5;8;4;2;2;1;2
2019-10-16 17:13:00;95;25;21;11;5;8;4;2;2;1;2
2019-10-16 17:13:58;95;25;21;11;5;8;4;2;2;1;2
2019-10-16 17:14:59;95;25;21;11;5;8;4;2;2;1;2
2019-10-16 17:15:59;95;25;21;11;5;8;4;2;2;1;2
2019-10-16 17:16:58;95;25;21;11;5;8;4;2;2;1;2
2019-10-16 17:17:59;96;26;21;11;5;8;4;2;2;1;2
2019-10-16 17:18:59;96;26;21;11;5;8;4;2;2;1;2
2019-10-16 17:19:59;96;26;21;11;5;8;4;2;2;1;2
2019-10-16 17:20:58;97;26;21;11;5;8;5;2;2;1;2
2019-10-16 17:21:59;97;26;21;11;5;8;5;2;2;1;2
2019-10-16 17:22:59;97;26;21;11;5;8;5;2;2;1;2
2019-10-16 17:23:58;97;26;21;11;5;8;5;2;2;1;2
2019-10-16 17:24:59;97;26;21;11;5;8;5;2;2;1;2
2019-10-16 17:25:59;97;26;21;11;5;8;5;2;2;1;2
2019-10-16 17:26:59;98;26;21;12;5;8;5;2;2;1;2
2019-10-16 17:27:58;98;26;21;12;5;8;5;2;2;1;2
2019-10-16 17:28:59;98;26;21;12;5;8;5;2;2;1;2
2019-10-16 17:29:59;98;26;21;12;5;8;5;2;2;1;2
2019-10-16 17:30:58;98;26;21;12;5;8;5;2;2;1;2
2019-10-16 17:31:59;98;26;21;12;5;8;5;2;2;1;2
2019-10-16 17:32:59;99;26;21;12;5;8;5;3;2;1;2
2019-10-16 17:33:58;99;26;21;12;5;8;5;3;2;1;2
2019-10-16 17:34:59;99;26;21;12;5;8;5;3;2;1;2
2019-10-16 17:35:59;99;26;21;12;5;8;5;3;2;1;2
2019-10-16 17:36:59;99;26;21;12;5;8;5;3;2;1;2
2019-10-16 17:37:58;99;26;21;12;5;8;5;3;2;1;2
2019-10-16 17:38:59;99;26;21;12;5;8;5;3;2;1;2
2019-10-16 17:39:59;99;26;21;12;5;8;5;3;2;1;2
2019-10-16 17:40:59;99;26;21;12;5;8;5;3;2;1;2
2019-10-16 17:41:58;99;26;21;12;5;8;5;3;2;1;2
2019-10-16 17:42:59;99;26;21;12;5;8;5;3;2;1;2
2019-10-16 17:43:58;99;26;21;12;5;8;5;3;2;1;2
2019-10-16 17:44:59;99;26;21;12;5;8;5;3;2;1;2
2019-10-16 17:45:59;99;26;21;12;5;8;5;3;2;1;2
2019-10-16 17:46:59;99;26;21;12;5;8;5;3;2;1;2
2019-10-16 17:47:58;99;26;21;12;5;8;5;3;2;1;2
2019-10-16 17:48:59;99;26;21;12;5;8;5;3;2;1;2
2019-10-16 17:49:59;99;26;21;12;5;8;5;3;2;1;2
2019-10-16 17:50:59;99;26;21;12;5;8;5;3;2;1;2
2019-10-16 17:51:58;99;26;21;12;5;8;5;3;2;1;2
2019-10-16 17:52:59;99;26;21;12;5;8;5;3;2;1;2
2019-10-16 17:53:59;99;26;21;12;5;8;5;3;2;1;2
2019-10-16 17:54:59;99;26;21;12;5;8;5;3;2;1;2
2019-10-16 17:55:58;99;26;21;12;5;8;5;3;2;1;2
2019-10-16 17:56:59;100;26;22;12;5;8;5;3;2;1;2
2019-10-16 17:57:59;100;26;22;12;5;8;5;3;2;1;2
2019-10-16 17:59:00;100;26;22;12;5;8;5;3;2;1;2
2019-10-16 17:59:58;100;26;22;12;5;8;5;3;2;1;2
2019-10-16 18:00:59;100;26;22;12;5;8;5;3;2;1;2
2019-10-16 18:01:59;100;26;22;12;5;8;5;3;2;1;2
2019-10-16 18:02:58;100;26;22;12;5;8;5;3;2;1;2
2019-10-16 18:03:59;100;26;22;12;5;8;5;3;2;1;2
2019-10-16 18:04:59;100;26;22;12;5;8;5;3;2;1;2
2019-10-16 18:05:59;100;26;22;12;5;8;5;3;2;1;2
2019-10-16 18:06:58;100;26;22;12;5;8;5;3;2;1;2
2019-10-16 18:07:59;100;26;22;12;5;8;5;3;2;1;2
2019-10-16 18:08:59;100;26;22;12;5;8;5;3;2;1;2
2019-10-16 18:09:58;100;26;22;12;5;8;5;3;2;1;2
2019-10-16 18:10:59;100;26;22;12;5;8;5;3;2;1;2
2019-10-16 18:11:59;100;26;22;12;5;8;5;3;2;1;2
2019-10-16 18:12:58;100;26;22;12;5;8;5;3;2;1;2
2019-10-16 18:13:59;100;26;22;12;5;8;5;3;2;1;2
2019-10-16 18:14:59;100;26;22;12;5;8;5;3;2;1;2
2019-10-16 18:15:59;100;26;22;12;5;8;5;3;2;1;2
2019-10-16 18:16:58;100;26;22;12;5;8;5;3;2;1;2
2019-10-16 18:17:59;101;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:18:59;101;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:19:59;101;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:20:58;101;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:21:59;101;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:22:59;101;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:23:58;101;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:24:59;101;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:25:59;101;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:26:59;101;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:27:58;101;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:28:59;101;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:29:59;101;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:30:59;101;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:31:58;101;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:32:59;101;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:33:59;101;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:34:58;101;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:35:59;101;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:36:59;101;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:37:59;101;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:38:58;101;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:39:59;101;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:40:59;101;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:41:58;101;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:42:59;101;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:43:59;101;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:44:59;101;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:45:58;101;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:46:59;101;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:47:59;101;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:48:58;101;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:49:59;101;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:50:59;101;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:51:58;102;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:52:59;102;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:53:59;102;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:54:59;102;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:55:58;102;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:56:59;102;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:57:59;102;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:58:59;102;26;23;12;5;8;5;3;2;1;2
2019-10-16 18:59:58;102;26;23;12;5;8;5;3;2;1;2
2019-10-16 19:00:59;102;26;23;12;5;8;5;3;2;1;2
2019-10-16 19:01:59;102;26;23;12;5;8;5;3;2;1;2
2019-10-16 19:02:59;102;26;23;12;5;8;5;3;2;1;2
2019-10-16 19:03:58;102;26;23;12;5;8;5;3;2;1;2
2019-10-16 19:04:59;102;26;23;12;5;8;5;3;2;1;2
2019-10-16 19:05:59;102;26;23;12;5;8;5;3;2;1;2
2019-10-16 19:06:59;102;26;23;12;5;8;5;3;2;1;2
2019-10-16 19:07:58;102;26;23;12;5;8;5;3;2;1;2
2019-10-16 19:08:59;102;26;23;12;5;8;5;3;2;1;2
2019-10-16 19:09:59;102;26;23;12;5;8;5;3;2;1;2
2019-10-16 19:10:59;102;26;23;12;5;8;5;3;2;1;2
2019-10-16 19:11:58;102;26;23;12;5;8;5;3;2;1;2
2019-10-16 19:12:59;102;26;23;12;5;8;5;3;2;1;2
2019-10-16 19:13:59;102;26;23;12;5;8;5;3;2;1;2
2019-10-16 19:14:58;102;26;23;12;5;8;5;3;2;1;2
2019-10-16 19:15:59;102;26;23;12;5;8;5;3;2;1;2
2019-10-16 19:16:59;102;26;23;12;5;8;5;3;2;1;2
2019-10-16 19:17:59;102;26;23;12;5;8;5;3;2;1;2
2019-10-16 19:18:58;103;26;23;13;5;8;5;3;2;1;2
2019-10-16 19:19:59;104;26;23;13;5;8;5;3;2;2;2
2019-10-16 19:20:59;104;26;23;13;5;8;5;3;2;2;2
2019-10-16 19:21:59;104;26;23;13;5;8;5;3;2;2;2
2019-10-16 19:22:58;104;26;23;13;5;8;5;3;2;2;2
2019-10-16 19:23:59;104;26;23;13;5;8;5;3;2;2;2
2019-10-16 19:24:59;104;26;23;13;5;8;5;3;2;2;2
2019-10-16 19:25:59;104;26;23;13;5;8;5;3;2;2;2
2019-10-16 19:26:58;105;26;23;13;5;8;5;3;3;2;2
2019-10-16 19:27:59;105;26;23;13;5;8;5;3;3;2;2
2019-10-16 19:28:59;105;26;23;13;5;8;5;3;3;2;2
2019-10-16 19:29:59;105;26;23;13;5;8;5;3;3;2;2
2019-10-16 19:30:58;105;26;23;13;5;8;5;3;3;2;2
2019-10-16 19:31:59;105;26;23;13;5;8;5;3;3;2;2
2019-10-16 19:32:59;105;26;23;13;5;8;5;3;3;2;2
2019-10-16 19:33:59;105;26;23;13;5;8;5;3;3;2;2
2019-10-16 19:34:58;105;26;23;13;5;8;5;3;3;2;2
2019-10-16 19:35:59;105;26;23;13;5;8;5;3;3;2;2
2019-10-16 19:36:59;105;26;23;13;5;8;5;3;3;2;2
2019-10-16 19:37:58;105;26;23;13;5;8;5;3;3;2;2
2019-10-16 19:38:59;105;26;23;13;5;8;5;3;3;2;2
2019-10-16 19:39:59;105;26;23;13;5;8;5;3;3;2;2
2019-10-16 19:40:59;105;26;23;13;5;8;5;3;3;2;2
2019-10-16 19:41:58;106;26;24;13;5;8;5;3;3;2;2
2019-10-16 19:42:59;106;26;24;13;5;8;5;3;3;2;2
2019-10-16 19:43:59;106;26;24;13;5;8;5;3;3;2;2
2019-10-16 19:44:58;106;26;24;13;5;8;5;3;3;2;2
2019-10-16 19:45:59;106;26;24;13;5;8;5;3;3;2;2
2019-10-16 19:46:59;106;26;24;13;5;8;5;3;3;2;2
2019-10-16 19:47:58;106;26;24;13;5;8;5;3;3;2;2
2019-10-16 19:48:59;106;26;24;13;5;8;5;3;3;2;2
2019-10-16 19:49:59;106;26;24;13;5;8;5;3;3;2;2
2019-10-16 19:50:59;106;26;24;13;5;8;5;3;3;2;2
2019-10-16 19:51:58;106;26;24;13;5;8;5;3;3;2;2
2019-10-16 19:52:59;107;27;24;13;5;8;5;3;3;2;2
2019-10-16 19:53:58;107;27;24;13;5;8;5;3;3;2;2
2019-10-16 19:54:59;107;27;24;13;5;8;5;3;3;2;2
2019-10-16 19:55:58;107;27;24;13;5;8;5;3;3;2;2
2019-10-16 19:56:59;107;27;24;13;5;8;5;3;3;2;2
2019-10-16 19:57:59;107;27;24;13;5;8;5;3;3;2;2
2019-10-16 19:58:58;107;27;24;13;5;8;5;3;3;2;2
2019-10-16 19:59:59;107;27;24;13;5;8;5;3;3;2;2
2019-10-16 20:00:59;107;27;24;13;5;8;5;3;3;2;2
2019-10-16 20:01:59;107;27;24;13;5;8;5;3;3;2;2
2019-10-16 20:02:59;107;27;24;13;5;8;5;3;3;2;2
2019-10-16 20:03:59;107;27;24;13;5;8;5;3;3;2;2
2019-10-16 20:04:59;108;27;24;14;5;8;5;3;3;2;2
2019-10-16 20:05:59;109;27;24;14;6;8;5;3;3;2;2
2019-10-16 20:06:58;109;27;24;14;6;8;5;3;3;2;2
2019-10-16 20:07:59;109;27;24;14;6;8;5;3;3;2;2
2019-10-16 20:08:59;110;28;24;14;6;8;5;3;3;2;2
2019-10-16 20:09:59;110;28;24;14;6;8;5;3;3;2;2
2019-10-16 20:11:00;110;28;24;14;6;8;5;3;3;2;2
2019-10-16 20:11:58;110;28;24;14;6;8;5;3;3;2;2
2019-10-16 20:12:59;111;29;24;14;6;8;5;3;3;2;2
2019-10-16 20:13:59;111;29;24;14;6;8;5;3;3;2;2
2019-10-16 20:14:58;111;29;24;14;6;8;5;3;3;2;2
2019-10-16 20:15:59;111;28;25;14;6;8;5;3;3;2;2
2019-10-16 20:16:59;111;28;25;14;6;8;5;3;3;2;2
2019-10-16 20:17:58;111;28;25;14;6;8;5;3;3;2;2
2019-10-16 20:18:59;111;28;25;14;6;8;5;3;3;2;2
2019-10-16 20:19:59;111;28;25;14;6;8;5;3;3;2;2
2019-10-16 20:20:58;112;29;25;14;6;8;5;3;3;2;2
2019-10-16 20:21:59;112;29;25;14;6;8;5;3;3;2;2
2019-10-16 20:22:59;112;29;25;14;6;8;5;3;3;2;2
2019-10-16 20:23:58;112;29;25;14;6;8;5;3;3;2;2
2019-10-16 20:24:59;112;29;25;14;6;8;5;3;3;2;2
2019-10-16 20:25:59;112;29;25;14;6;8;5;3;3;2;2
2019-10-16 20:26:59;112;29;25;14;6;8;5;3;3;2;2
2019-10-16 20:27:58;112;29;25;14;6;8;5;3;3;2;2
2019-10-16 20:28:59;112;29;25;14;6;8;5;3;3;2;2
2019-10-16 20:29:59;112;29;25;14;6;8;5;3;3;2;2
2019-10-16 20:30:59;112;29;25;14;6;8;5;3;3;2;2
2019-10-16 20:31:58;112;29;25;14;6;8;5;3;3;2;2
2019-10-16 20:32:59;113;29;25;14;6;8;5;3;3;2;2
2019-10-16 20:33:59;113;29;25;14;6;8;5;3;3;2;2
2019-10-16 20:34:59;113;29;25;14;6;8;5;3;3;2;2
2019-10-16 20:36:00;113;29;25;14;6;8;5;3;3;2;2
2019-10-16 20:36:58;113;29;25;14;6;8;5;3;3;2;2
2019-10-16 20:37:59;113;29;25;14;6;8;5;3;3;2;2
2019-10-16 20:38:59;113;29;25;14;6;8;5;3;3;2;2
2019-10-16 20:39:59;113;29;25;14;6;8;5;3;3;2;2
2019-10-16 20:40:58;113;29;25;14;6;8;5;3;3;2;2
2019-10-16 20:41:59;113;29;25;14;6;8;5;3;3;2;2
2019-10-16 20:42:59;113;29;25;14;6;8;5;3;3;2;2
2019-10-16 20:43:59;113;29;25;14;6;8;5;3;3;2;2
2019-10-16 20:44:58;113;29;25;14;6;8;5;3;3;2;2
2019-10-16 20:45:59;113;29;25;14;6;8;5;3;3;2;2
2019-10-16 20:46:59;113;29;25;14;6;8;5;3;3;2;2
2019-10-16 20:47:58;113;29;25;14;6;8;5;3;3;2;2
2019-10-16 20:48:59;113;29;25;14;6;8;5;3;3;2;2
2019-10-16 20:49:59;113;29;25;14;6;8;5;3;3;2;2
2019-10-16 20:50:59;113;29;25;14;6;8;5;3;3;2;2
2019-10-16 20:51:59;113;29;25;14;6;8;5;3;3;2;2
2019-10-16 20:52:58;113;29;25;14;6;8;5;3;3;2;2
2019-10-16 20:53:59;113;29;25;14;6;8;5;3;3;2;2
2019-10-16 20:54:58;113;29;25;14;6;8;5;3;3;2;2
2019-10-16 20:55:59;113;29;25;14;6;8;5;3;3;2;2
2019-10-16 20:56:59;113;29;25;14;6;8;5;3;3;2;2
2019-10-16 20:57:58;113;29;25;14;6;8;5;3;3;2;2
2019-10-16 20:58:59;113;29;25;14;6;8;5;3;3;2;2
2019-10-16 20:59:59;113;29;25;14;6;8;5;3;3;2;2
2019-10-16 21:00:59;113;29;25;14;6;8;5;3;3;2;2
2019-10-16 21:01:58;113;29;25;14;6;8;5;3;3;2;2
2019-10-16 21:02:59;114;30;25;14;6;8;5;3;3;2;2
2019-10-16 21:03:59;114;30;25;14;6;8;5;3;3;2;2
2019-10-16 21:04:59;114;30;25;14;6;8;5;3;3;2;2
2019-10-16 21:05:58;114;30;25;14;6;8;5;3;3;2;2
2019-10-16 21:06:59;114;30;25;14;6;8;5;3;3;2;2
2019-10-16 21:07:59;114;30;25;14;6;8;5;3;3;2;2
2019-10-16 21:08:59;114;30;25;14;6;8;5;3;3;2;2
2019-10-16 21:09:58;114;30;25;14;6;8;5;3;3;2;2
2019-10-16 21:10:59;114;30;25;14;6;8;5;3;3;2;2
2019-10-16 21:11:59;114;30;25;14;6;8;5;3;3;2;2
2019-10-16 21:12:58;114;30;25;14;6;8;5;3;3;2;2
2019-10-16 21:13:59;115;30;25;14;7;8;5;3;3;2;2
2019-10-16 21:14:59;116;31;25;14;7;8;5;3;3;2;2
2019-10-16 21:15:58;116;31;25;14;7;8;5;3;3;2;2
2019-10-16 21:16:59;116;31;25;14;7;8;5;3;3;2;2
2019-10-16 21:17:59;116;31;25;14;7;8;5;3;3;2;2
2019-10-16 21:18:59;116;31;25;14;7;8;5;3;3;2;2
2019-10-16 21:19:58;116;31;25;14;7;8;5;3;3;2;2
2019-10-16 21:20:59;116;31;25;14;7;8;5;3;3;2;2
2019-10-16 21:21:59;116;31;25;14;7;8;5;3;3;2;2
2019-10-16 21:22:59;116;31;25;14;7;8;5;3;3;2;2
2019-10-16 21:23:58;116;31;25;14;7;8;5;3;3;2;2
2019-10-16 21:24:59;116;31;25;14;7;8;5;3;3;2;2
2019-10-16 21:25:59;116;31;25;14;7;8;5;3;3;2;2
2019-10-16 21:26:59;117;32;25;14;7;8;5;3;3;2;2
2019-10-16 21:27:58;117;32;25;14;7;8;5;3;3;2;2
2019-10-16 21:28:59;117;32;25;14;7;8;5;3;3;2;2
2019-10-16 21:29:59;117;32;25;14;7;8;5;3;3;2;2
2019-10-16 21:30:58;117;32;25;14;7;8;5;3;3;2;2
2019-10-16 21:31:59;117;32;25;14;7;8;5;3;3;2;2
2019-10-16 21:32:59;117;32;25;14;7;8;5;3;3;2;2
2019-10-16 21:33:59;117;32;25;14;7;8;5;3;3;2;2
2019-10-16 21:34:58;117;32;25;14;7;8;5;3;3;2;2
2019-10-16 21:35:59;117;32;25;14;7;8;5;3;3;2;2
2019-10-16 21:36:59;117;32;25;14;7;8;5;3;3;2;2
2019-10-16 21:37:58;117;32;25;14;7;8;5;3;3;2;2
2019-10-16 21:38:59;117;32;25;14;7;8;5;3;3;2;2
2019-10-16 21:39:59;118;33;25;14;7;8;5;3;3;2;2
2019-10-16 21:40:59;118;33;25;14;7;8;5;3;3;2;2
2019-10-16 21:41:58;118;33;25;14;7;8;5;3;3;2;2
2019-10-16 21:42:59;118;33;25;14;7;8;5;3;3;2;2
2019-10-16 21:43:59;118;33;25;14;7;8;5;3;3;2;2
2019-10-16 21:45:00;118;33;25;14;7;8;5;3;3;2;2
2019-10-16 21:45:58;118;34;25;14;7;8;5;3;3;2;2
2019-10-16 21:46:59;118;34;25;14;7;8;5;3;3;2;2
2019-10-16 21:47:59;118;34;25;14;7;8;5;3;3;2;2
2019-10-16 21:48:58;118;34;25;14;7;8;5;3;3;2;2
2019-10-16 21:49:59;118;34;25;14;7;8;5;3;3;2;2
2019-10-16 21:50:59;118;34;25;14;7;8;5;3;3;2;2
2019-10-16 21:51:59;118;34;25;14;7;8;5;3;3;2;2
2019-10-16 21:52:58;118;34;25;14;7;8;5;3;3;2;2
2019-10-16 21:53:59;119;35;25;14;7;8;5;3;3;2;2
2019-10-16 21:54:59;119;35;25;14;7;8;5;3;3;2;2
2019-10-16 21:55:58;120;36;25;14;7;8;5;3;3;2;2
2019-10-16 21:56:59;120;36;25;14;7;8;5;3;3;2;2
2019-10-16 21:57:59;120;36;25;14;7;8;5;3;3;2;2
2019-10-16 21:59:00;120;36;25;14;7;8;5;3;3;2;2
2019-10-16 21:59:58;120;36;25;14;7;8;5;3;3;2;2
2019-10-16 22:00:59;121;37;25;14;7;8;5;3;3;2;2
2019-10-16 22:01:59;121;37;25;14;7;8;5;3;3;2;2
2019-10-16 22:02:58;121;37;25;14;7;8;5;3;3;2;2
2019-10-16 22:03:59;121;37;25;14;7;8;5;3;3;2;2
2019-10-16 22:04:59;121;37;25;14;7;8;5;3;3;2;2
2019-10-16 22:05:59;122;37;25;14;8;8;5;3;3;2;2
2019-10-16 22:06:58;122;37;25;14;8;8;5;3;3;2;2
2019-10-16 22:07:59;122;37;25;14;8;8;5;3;3;2;2
2019-10-16 22:08:59;122;37;25;14;8;8;5;3;3;2;2
2019-10-16 22:09:59;122;37;25;14;8;8;5;3;3;2;2
2019-10-16 22:10:58;122;37;25;14;8;8;5;3;3;2;2
2019-10-16 22:11:59;122;37;25;14;8;8;5;3;3;2;2
2019-10-16 22:12:59;122;37;25;14;8;8;5;3;3;2;2
2019-10-16 22:13:58;122;37;25;14;8;8;5;3;3;2;2
2019-10-16 22:14:59;122;37;25;14;8;8;5;3;3;2;2
2019-10-16 22:15:59;122;37;25;14;8;8;5;3;3;2;2
2019-10-16 22:16:58;122;37;25;14;8;8;5;3;3;2;2
2019-10-16 22:17:59;122;37;25;14;8;8;5;3;3;2;2
2019-10-16 22:18:59;122;37;25;14;8;8;5;3;3;2;2
2019-10-16 22:19:59;122;37;25;14;8;8;5;3;3;2;2
2019-10-16 22:20:58;122;37;25;14;8;8;5;3;3;2;2
2019-10-16 22:21:59;122;37;25;14;8;8;5;3;3;2;2
2019-10-16 22:22:59;122;37;25;14;8;8;5;3;3;2;2
2019-10-16 22:23:59;122;37;25;14;8;8;5;3;3;2;2
2019-10-16 22:24:58;122;37;25;14;8;8;5;3;3;2;2
2019-10-16 22:25:59;122;37;25;14;8;8;5;3;3;2;2
2019-10-16 22:26:59;122;37;25;14;8;8;5;3;3;2;2
2019-10-16 22:28:00;122;37;25;14;8;8;5;3;3;2;2
2019-10-16 22:28:58;122;37;25;14;8;8;5;3;3;2;2
2019-10-16 22:29:59;122;37;25;14;8;8;5;3;3;2;2
2019-10-16 22:30:59;122;37;25;14;8;8;5;3;3;2;2
2019-10-16 22:31:59;122;37;25;14;8;8;5;3;3;2;2
