datetime;total_votes;Mapm;GlobetrotterXL;Hmmm;NoEndOutcry;John_Golt;Yo;brammator;sergoff;Salt;Wiedemann
2019-07-03 01:57:58;24;0;6;5;0;0;2;2;2;0;1
2019-07-03 01:58:59;24;0;6;5;0;0;2;2;2;0;1
2019-07-03 01:59:59;24;0;6;5;0;0;2;2;2;0;1
2019-07-03 02:01:00;24;0;6;5;0;0;2;2;2;0;1
2019-07-03 02:01:58;24;0;6;5;0;0;2;2;2;0;1
2019-07-03 02:02:59;24;0;6;5;0;0;2;2;2;0;1
2019-07-03 02:03:58;24;0;6;5;0;0;2;2;2;0;1
2019-07-03 02:04:59;24;0;6;5;0;0;2;2;2;0;1
2019-07-03 02:05:58;24;0;6;5;0;0;2;2;2;0;1
2019-07-03 02:06:59;26;0;7;5;0;0;2;2;2;0;1
2019-07-03 02:07:59;27;0;7;5;0;0;2;2;2;0;0
2019-07-03 02:08:58;27;0;7;5;0;0;2;2;2;0;0
2019-07-03 02:09:59;27;0;7;5;0;0;2;2;2;0;0
2019-07-03 02:10:58;27;0;7;5;0;0;2;2;2;0;0
2019-07-03 02:11:59;27;0;7;5;0;0;2;2;2;0;0
2019-07-03 02:12:59;27;0;7;5;0;0;2;2;2;0;0
2019-07-03 02:13:58;27;0;7;5;0;0;2;2;2;0;0
2019-07-03 02:14:59;27;0;7;5;0;0;2;2;2;0;0
2019-07-03 02:15:59;27;0;7;5;0;0;2;2;2;0;0
2019-07-03 02:16:58;27;0;7;5;0;0;2;2;2;0;0
2019-07-03 02:17:59;27;0;7;5;0;0;2;2;2;0;0
2019-07-03 02:18:58;27;0;7;5;0;0;2;2;2;0;0
2019-07-03 02:19:59;27;0;7;5;0;0;2;2;2;0;0
2019-07-03 02:20:59;27;0;7;5;0;0;2;2;2;0;0
2019-07-03 02:21:58;27;0;7;5;0;0;2;2;2;0;0
2019-07-03 02:22:59;27;0;7;5;0;0;2;2;2;0;0
2019-07-03 02:23:59;27;0;7;5;0;0;2;2;2;0;0
2019-07-03 02:24:58;27;0;7;5;0;0;2;2;2;0;0
2019-07-03 02:25:59;27;0;7;5;0;0;2;2;2;0;0
2019-07-03 02:26:59;28;0;8;5;0;0;2;2;2;0;0
2019-07-03 02:27:58;28;0;8;5;0;0;2;2;2;0;0
2019-07-03 02:28:59;28;0;8;5;0;0;2;2;2;0;0
2019-07-03 02:29:58;28;0;8;5;0;0;2;2;2;0;0
2019-07-03 02:30:59;28;0;8;5;0;0;2;2;2;0;0
2019-07-03 02:31:59;28;0;8;5;0;0;2;2;2;0;0
2019-07-03 02:32:58;28;0;8;5;0;0;2;2;2;0;0
2019-07-03 02:33:59;28;0;8;5;0;0;2;2;2;0;0
2019-07-03 02:34:59;29;0;8;5;0;0;2;2;2;0;1
2019-07-03 02:35:58;29;0;8;5;0;0;2;2;2;0;1
2019-07-03 02:36:59;29;0;8;5;0;0;2;2;2;0;1
2019-07-03 02:37:58;29;0;8;5;0;0;2;2;2;0;1
2019-07-03 02:38:59;29;0;8;5;0;0;2;2;2;0;1
2019-07-03 02:39:59;29;0;8;5;0;0;2;2;2;0;1
2019-07-03 02:40:58;30;1;8;5;0;0;2;2;2;0;1
2019-07-03 02:41:59;30;1;8;5;0;0;2;2;2;0;1
2019-07-03 02:42:59;32;3;8;5;0;0;2;2;2;0;1
2019-07-03 02:43:58;33;4;8;5;0;0;2;2;2;0;1
2019-07-03 02:44:59;33;4;8;5;0;0;2;2;2;0;1
2019-07-03 02:45:59;35;6;8;5;0;0;2;2;2;0;1
2019-07-03 02:46:58;35;6;8;5;0;0;2;2;2;0;1
2019-07-03 02:47:59;35;6;8;5;0;0;2;2;2;0;1
2019-07-03 02:48:59;35;6;8;5;0;0;2;2;2;0;1
2019-07-03 02:49:58;35;6;8;5;0;0;2;2;2;0;1
2019-07-03 02:50:59;35;6;8;5;0;0;2;2;2;0;1
2019-07-03 02:51:58;35;6;8;5;0;0;2;2;2;0;1
2019-07-03 02:52:59;36;6;9;5;0;0;2;2;2;0;1
2019-07-03 02:53:59;36;6;9;5;0;0;2;2;2;0;1
2019-07-03 02:54:58;36;6;9;5;0;0;2;2;2;0;1
2019-07-03 02:55:59;36;6;9;5;0;0;2;2;2;0;1
2019-07-03 02:56:59;36;6;9;5;0;0;2;2;2;0;1
2019-07-03 02:57:58;36;6;9;5;0;0;2;2;2;0;1
2019-07-03 02:58:59;36;6;9;5;0;0;2;2;2;0;1
2019-07-03 02:59:59;36;6;9;5;0;0;2;2;2;0;1
2019-07-03 03:00:58;36;6;9;5;0;0;2;2;2;0;1
2019-07-03 03:01:59;36;6;9;5;0;0;2;2;2;0;1
2019-07-03 03:03:00;36;6;9;5;0;0;2;2;2;0;1
2019-07-03 03:03:58;36;6;9;5;0;0;2;2;2;0;1
2019-07-03 03:04:59;36;6;9;5;0;0;2;2;2;0;1
2019-07-03 03:05:58;36;6;9;5;0;0;2;2;2;0;1
2019-07-03 03:06:59;36;6;9;5;0;0;2;2;2;0;1
2019-07-03 03:07:59;36;6;9;5;0;0;2;2;2;0;1
2019-07-03 03:08:58;36;6;9;5;0;0;2;2;2;0;1
2019-07-03 03:09:59;36;6;9;5;0;0;2;2;2;0;1
2019-07-03 03:10:58;36;6;9;5;0;0;2;2;2;0;1
2019-07-03 03:11:59;36;6;9;5;0;0;2;2;2;0;1
2019-07-03 03:12:58;36;6;9;5;0;0;2;2;2;0;1
2019-07-03 03:13:59;36;6;9;5;0;0;2;2;2;0;1
2019-07-03 03:14:59;36;6;9;5;0;0;2;2;2;0;1
2019-07-03 03:15:58;36;6;9;5;0;0;2;2;2;0;1
