datetime;total_votes;Zippymax;nenastja;shamanka2_0;navalny;megalomaniac;1917;Private_Ryan;Volodya_FM;xtend;shturn
2020-10-21 07:16:59;56;12;6;8;0;9;5;5;0;2;0
2020-10-21 07:17:58;56;12;6;8;0;9;5;5;0;2;0
2020-10-21 07:18:59;56;12;6;8;0;9;5;5;0;2;0
2020-10-21 07:19:59;56;12;6;8;0;9;5;5;0;2;0
2020-10-21 07:20:58;56;12;6;8;0;9;5;5;0;2;0
2020-10-21 07:21:59;56;12;6;8;0;9;5;5;0;2;0
2020-10-21 07:22:59;56;12;6;8;0;9;5;5;0;2;0
2020-10-21 07:23:58;56;12;6;8;0;9;5;5;0;2;0
2020-10-21 07:24:59;56;12;6;8;0;9;5;5;0;2;0
2020-10-21 07:25:59;56;12;6;8;0;9;5;5;0;2;0
2020-10-21 07:26:58;56;12;6;8;0;9;5;5;0;2;0
2020-10-21 07:27:59;56;12;6;8;0;9;5;5;0;2;0
2020-10-21 07:28:59;56;12;6;8;0;9;5;5;0;2;0
2020-10-21 07:29:58;56;12;6;8;0;9;5;5;0;2;0
2020-10-21 07:30:59;56;12;6;8;0;9;5;5;0;2;0
2020-10-21 07:31:59;56;12;6;8;0;9;5;5;0;2;0
2020-10-21 07:32:58;56;12;6;8;0;9;5;5;0;2;0
2020-10-21 07:33:59;56;12;6;8;0;9;5;5;0;2;0
2020-10-21 07:34:58;56;12;6;8;0;9;5;5;0;2;0
2020-10-21 07:35:59;56;12;6;8;0;9;5;5;0;2;0
2020-10-21 07:36:59;56;12;6;8;0;9;5;5;0;2;0
2020-10-21 07:37:58;56;12;6;8;0;9;5;5;0;2;0
2020-10-21 07:38:59;56;12;6;8;0;9;5;5;0;2;0
2020-10-21 07:39:58;57;12;6;8;0;10;5;5;0;2;0
2020-10-21 07:40:59;57;12;6;8;0;10;5;5;0;2;0
2020-10-21 07:41:59;57;12;6;8;0;10;5;5;0;2;0
2020-10-21 07:42:58;57;12;6;8;0;10;5;5;0;2;0
2020-10-21 07:43:59;57;12;6;8;0;10;5;5;0;2;0
2020-10-21 07:44:58;57;12;6;8;0;10;5;5;0;2;0
2020-10-21 07:45:59;57;12;6;8;0;10;5;5;0;2;0
2020-10-21 07:46:59;57;12;6;8;0;10;5;5;0;2;0
2020-10-21 07:47:58;57;12;6;8;0;10;5;5;0;2;0
2020-10-21 07:48:59;57;12;6;8;0;10;5;5;0;2;0
2020-10-21 07:49:59;57;12;6;8;0;10;5;5;0;2;0
2020-10-21 07:50:58;58;12;6;8;0;10;5;5;0;2;0
2020-10-21 07:51:59;58;12;6;8;0;10;5;5;0;2;0
2020-10-21 07:52:59;58;12;6;8;0;10;5;5;0;2;0
2020-10-21 07:53:58;58;12;6;8;0;10;5;5;0;2;0
2020-10-21 07:54:59;59;12;6;8;0;10;5;6;0;2;0
2020-10-21 07:56:00;59;12;6;8;0;10;5;6;0;2;0
2020-10-21 07:56:58;59;12;6;8;0;10;5;6;0;2;0
2020-10-21 07:57:59;59;12;6;8;0;10;5;6;0;2;0
2020-10-21 07:58:58;59;12;6;8;0;10;5;6;0;2;0
2020-10-21 07:59:59;59;12;6;8;0;10;5;6;0;2;0
2020-10-21 08:00:59;60;12;6;8;0;10;5;6;0;2;0
2020-10-21 08:01:58;60;12;6;8;0;10;5;6;0;2;0
2020-10-21 08:02:59;61;12;6;8;0;11;5;6;0;2;0
2020-10-21 08:03:59;61;12;6;8;0;11;5;6;0;2;0
2020-10-21 08:04:58;61;12;6;8;0;11;5;6;0;2;0
2020-10-21 08:05:59;61;12;6;8;0;11;5;6;0;2;0
2020-10-21 08:06:59;61;12;6;8;0;11;5;6;0;2;0
2020-10-21 08:07:58;61;12;6;8;0;11;5;6;0;2;0
2020-10-21 08:08:59;61;12;6;8;0;11;5;6;0;2;0
2020-10-21 08:09:59;61;12;6;8;0;11;5;6;0;2;0
2020-10-21 08:10:58;61;12;6;8;0;11;5;6;0;2;0
2020-10-21 08:11:59;61;12;6;8;0;11;5;6;0;2;0
2020-10-21 08:12:59;61;12;6;8;0;11;5;6;0;2;0
2020-10-21 08:13:58;61;12;6;8;0;11;5;6;0;2;0
2020-10-21 08:14:59;61;12;6;8;0;11;5;6;0;2;0
2020-10-21 08:15:59;61;12;6;8;0;11;5;6;0;2;0
2020-10-21 08:16:59;62;13;6;8;0;11;5;6;0;2;0
2020-10-21 08:17:58;62;13;6;8;0;11;5;6;0;2;0
2020-10-21 08:18:59;62;13;6;8;0;11;5;6;0;2;0
2020-10-21 08:19:59;62;13;6;8;0;11;5;6;0;2;0
2020-10-21 08:20:58;62;13;6;8;0;11;5;6;0;2;0
2020-10-21 08:21:59;62;13;6;8;0;11;5;6;0;2;0
2020-10-21 08:22:59;63;13;6;9;0;11;5;6;0;2;0
2020-10-21 08:23:58;64;13;6;10;0;11;5;6;0;2;0
2020-10-21 08:24:59;64;13;6;10;0;11;5;6;0;2;0
2020-10-21 08:25:59;64;13;6;10;0;11;5;6;0;2;0
2020-10-21 08:26:58;64;13;6;10;0;11;5;6;0;2;0
2020-10-21 08:27:59;64;13;6;10;0;11;5;6;0;2;0
2020-10-21 08:28:58;64;13;6;10;0;11;5;6;0;2;0
2020-10-21 08:29:59;64;13;6;10;0;11;5;6;0;2;0
2020-10-21 08:30:58;64;13;6;10;0;11;5;6;0;2;0
2020-10-21 08:31:59;64;13;6;10;0;11;5;6;0;2;0
2020-10-21 08:32:59;64;13;6;10;0;11;5;6;0;2;0
2020-10-21 08:33:58;64;13;6;10;0;11;5;6;0;2;0
2020-10-21 08:34:59;64;13;6;10;0;11;5;6;0;2;0
2020-10-21 08:35:59;64;13;6;10;0;11;5;6;0;2;0
2020-10-21 08:36:58;64;13;6;10;0;11;5;6;0;2;0
2020-10-21 08:37:59;64;13;6;10;0;11;5;6;0;2;0
2020-10-21 08:38:59;64;13;6;10;0;11;5;6;0;2;0
2020-10-21 08:39:58;64;13;6;10;0;11;5;6;0;2;0
2020-10-21 08:40:59;64;13;6;10;0;11;5;6;0;2;0
2020-10-21 08:41:59;64;13;6;10;0;11;5;6;0;2;0
2020-10-21 08:42:58;64;13;6;10;0;11;5;6;0;2;0
2020-10-21 08:43:59;64;13;6;10;0;11;5;6;0;2;0
2020-10-21 08:44:59;64;13;7;10;0;11;5;6;0;2;0
2020-10-21 08:45:58;65;13;7;10;0;11;5;6;0;2;0
2020-10-21 08:46:59;66;13;7;10;0;12;5;6;0;2;0
2020-10-21 08:47:59;66;13;7;10;0;12;5;6;0;2;0
2020-10-21 08:48:58;66;13;7;10;0;12;5;6;0;2;0
2020-10-21 08:49:59;66;13;7;10;0;12;5;6;0;2;0
2020-10-21 08:50:59;66;13;7;10;0;12;5;6;0;2;0
2020-10-21 08:51:58;67;13;8;10;0;12;5;6;0;2;0
2020-10-21 08:52:59;67;13;8;10;0;12;5;6;0;2;0
2020-10-21 08:53:59;67;13;8;10;0;12;5;6;0;2;0
2020-10-21 08:54:58;67;13;8;10;0;12;5;6;0;2;0
2020-10-21 08:55:59;67;13;8;10;0;12;5;6;0;2;0
2020-10-21 08:56:59;67;13;8;10;0;12;5;6;0;2;0
2020-10-21 08:57:58;67;13;8;10;0;12;5;6;0;2;0
2020-10-21 08:58:59;67;13;8;10;0;12;5;6;0;2;0
2020-10-21 08:59:58;68;14;8;10;0;12;5;6;0;2;0
2020-10-21 09:00:59;68;14;8;10;0;12;5;6;0;2;0
2020-10-21 09:01:59;69;14;9;10;0;12;5;6;0;2;0
2020-10-21 09:03:00;69;14;9;10;0;12;5;6;0;2;0
2020-10-21 09:03:58;69;14;9;10;0;12;5;6;0;2;0
2020-10-21 09:04:59;69;14;9;10;0;12;5;6;0;2;0
2020-10-21 09:06:00;69;14;9;10;0;12;5;6;0;2;0
2020-10-21 09:06:58;69;14;9;10;0;12;5;6;0;2;0
2020-10-21 09:07:59;69;14;9;10;0;12;5;6;0;2;0
2020-10-21 09:08:59;69;14;9;10;0;12;5;6;0;2;0
2020-10-21 09:09:58;69;14;9;10;0;12;5;6;0;2;0
2020-10-21 09:10:59;69;14;9;10;0;12;5;6;0;2;0
2020-10-21 09:11:59;69;14;9;10;0;12;5;6;0;2;0
2020-10-21 09:12:58;69;14;9;10;0;12;5;6;0;2;0
2020-10-21 09:13:59;69;14;9;10;0;12;5;6;0;2;0
2020-10-21 09:14:58;69;14;9;10;0;12;5;6;0;2;0
2020-10-21 09:15:59;69;14;9;10;0;12;5;6;0;2;0
2020-10-21 09:16:59;69;14;9;10;0;12;5;6;0;2;0
2020-10-21 09:17:58;69;14;9;10;0;12;5;6;0;2;0
2020-10-21 09:18:59;69;14;9;10;0;12;5;6;0;2;0
2020-10-21 09:19:59;69;14;9;10;0;12;5;6;0;2;0
2020-10-21 09:20:58;69;14;9;10;0;12;5;6;0;2;0
2020-10-21 09:21:59;69;14;9;10;0;12;5;6;0;2;0
2020-10-21 09:22:58;69;14;9;10;0;12;5;6;0;2;0
2020-10-21 09:23:59;69;14;9;10;0;12;5;6;0;2;0
2020-10-21 09:24:59;70;15;9;10;0;12;5;6;0;2;0
2020-10-21 09:25:58;70;15;9;10;0;12;5;6;0;2;0
2020-10-21 09:26:59;70;15;9;10;0;12;5;6;0;2;0
2020-10-21 09:27:59;71;15;9;10;0;12;5;6;1;2;0
2020-10-21 09:28:58;71;15;9;10;0;12;5;6;1;2;0
2020-10-21 09:29:59;71;15;9;10;0;12;5;6;1;2;0
2020-10-21 09:30:59;71;15;9;10;0;12;5;6;1;2;0
2020-10-21 09:31:58;71;15;9;10;0;12;5;6;1;2;0
2020-10-21 09:32:59;71;15;9;10;0;12;5;6;1;2;0
2020-10-21 09:33:58;71;15;9;10;0;12;5;6;1;2;0
2020-10-21 09:34:59;72;15;9;10;0;12;5;6;2;2;0
2020-10-21 09:35:59;72;15;9;10;0;12;5;6;2;2;0
2020-10-21 09:36:58;72;15;9;10;0;12;5;6;2;2;0
2020-10-21 09:37:59;72;15;9;10;0;12;5;6;2;2;0
2020-10-21 09:38:59;72;15;9;10;0;12;5;6;2;2;0
2020-10-21 09:39:58;73;16;9;10;0;12;5;6;2;2;0
2020-10-21 09:40:59;73;16;9;10;0;12;5;6;2;2;0
2020-10-21 09:41:59;73;16;9;10;0;12;5;6;2;2;0
2020-10-21 09:42:58;73;16;9;10;0;12;5;6;2;2;0
2020-10-21 09:43:59;74;17;9;10;0;12;5;6;2;2;0
2020-10-21 09:44:59;74;17;9;10;0;12;5;6;2;2;0
2020-10-21 09:45:58;74;17;9;10;0;12;5;6;2;2;0
2020-10-21 09:46:59;74;17;9;10;0;12;5;6;2;2;0
2020-10-21 09:47:59;74;17;9;10;0;12;5;6;2;2;0
2020-10-21 09:48:58;74;17;9;10;0;12;5;6;2;2;0
2020-10-21 09:49:59;74;17;9;10;0;12;5;6;2;2;0
2020-10-21 09:50:59;74;17;9;10;0;12;5;6;2;2;0
2020-10-21 09:51:58;74;17;9;10;0;12;5;6;2;2;0
2020-10-21 09:52:59;74;17;9;10;0;12;5;6;2;2;0
2020-10-21 09:53:59;74;17;9;10;0;12;5;6;2;2;0
2020-10-21 09:54:58;76;18;9;11;0;12;5;6;2;2;0
2020-10-21 09:55:59;76;18;9;11;0;12;5;6;2;2;0
2020-10-21 09:56:59;77;18;10;11;0;12;5;6;2;2;0
2020-10-21 09:57:58;77;18;10;11;0;12;5;6;2;2;0
2020-10-21 09:58:59;77;18;10;11;0;12;5;6;2;2;0
2020-10-21 09:59:59;77;18;10;11;0;12;5;6;2;2;0
2020-10-21 10:00:58;77;18;10;11;0;12;5;6;2;2;0
2020-10-21 10:01:59;77;18;10;11;0;12;5;6;2;2;0
2020-10-21 10:02:59;77;18;10;11;0;12;5;6;2;2;0
2020-10-21 10:03:58;77;18;10;11;0;12;5;6;2;2;0
2020-10-21 10:04:59;77;18;10;11;0;12;5;6;2;2;0
2020-10-21 10:05:59;77;18;10;11;0;12;5;6;2;2;0
2020-10-21 10:06:58;77;18;10;11;0;12;5;6;2;2;0
2020-10-21 10:07:59;78;18;10;11;0;12;5;6;3;2;0
2020-10-21 10:08:59;78;18;10;11;0;12;5;6;3;2;0
2020-10-21 10:09:58;78;18;10;11;0;12;5;6;3;2;0
2020-10-21 10:10:59;79;18;10;11;0;12;6;6;3;2;0
2020-10-21 10:11:59;79;18;10;11;0;12;6;6;3;2;0
2020-10-21 10:12:58;79;18;10;11;0;12;6;6;3;2;0
2020-10-21 10:13:59;79;18;10;11;0;12;6;6;3;2;0
2020-10-21 10:14:59;79;18;10;11;0;12;6;6;3;2;0
2020-10-21 10:15:58;79;18;10;11;0;12;6;6;3;2;0
2020-10-21 10:16:59;80;18;10;12;0;12;6;6;3;2;0
2020-10-21 10:17:59;80;18;10;12;0;12;6;6;3;2;0
2020-10-21 10:18:58;80;18;10;12;0;12;6;6;3;2;0
2020-10-21 10:19:59;81;19;10;12;0;12;6;6;3;2;0
2020-10-21 10:20:58;81;19;10;12;0;12;6;6;3;2;0
2020-10-21 10:21:59;82;20;10;12;0;12;6;6;3;2;0
2020-10-21 10:22:59;83;20;10;13;0;12;6;6;3;2;0
2020-10-21 10:24:00;83;20;10;13;0;12;6;6;3;2;0
2020-10-21 10:24:58;83;20;10;13;0;12;6;6;3;2;0
2020-10-21 10:25:59;83;20;10;13;0;12;6;6;3;2;0
2020-10-21 10:26:59;83;20;10;13;0;12;6;6;3;2;0
2020-10-21 10:27:58;83;20;10;13;0;12;6;6;3;2;0
2020-10-21 10:28:59;83;20;10;13;0;12;6;6;3;2;0
2020-10-21 10:29:58;83;20;10;13;0;12;6;6;3;2;0
2020-10-21 10:30:59;83;20;10;13;0;12;6;6;3;2;0
2020-10-21 10:31:59;83;20;10;13;0;12;6;6;3;2;0
2020-10-21 10:32:58;83;20;10;13;0;12;6;6;3;2;0
2020-10-21 10:33:59;84;20;11;13;0;12;6;6;3;2;0
2020-10-21 10:34:59;84;20;11;13;0;12;6;6;3;2;0
2020-10-21 10:35:58;84;20;11;13;0;12;6;6;3;2;0
2020-10-21 10:36:59;84;20;11;13;0;12;6;6;3;2;0
2020-10-21 10:37:59;84;20;11;13;0;12;6;6;3;2;0
2020-10-21 10:38:58;84;20;11;13;0;12;6;6;3;2;0
2020-10-21 10:39:59;84;20;11;13;0;12;6;6;3;2;0
2020-10-21 10:40:59;84;20;11;13;0;12;6;6;3;2;0
2020-10-21 10:41:58;84;20;11;13;0;12;6;6;3;2;0
2020-10-21 10:42:59;84;20;11;13;0;12;6;6;3;2;0
2020-10-21 10:43:59;85;21;11;13;0;12;6;6;3;2;0
2020-10-21 10:44:58;85;21;11;13;0;12;6;6;3;2;0
2020-10-21 10:45:59;86;22;11;13;0;12;6;6;3;2;0
2020-10-21 10:46:59;86;22;11;13;0;12;6;6;3;2;0
2020-10-21 10:47:58;87;23;11;13;0;12;6;6;3;2;0
2020-10-21 10:48:59;88;23;11;13;0;12;6;6;3;2;0
2020-10-21 10:49:58;88;23;11;13;0;12;6;6;3;2;0
2020-10-21 10:50:59;89;23;11;13;0;13;6;6;3;2;0
2020-10-21 10:51:59;89;23;11;13;0;13;6;6;3;2;0
2020-10-21 10:52:58;89;23;11;13;0;13;6;6;3;2;0
2020-10-21 10:53:59;90;24;11;13;0;13;6;6;3;2;0
2020-10-21 10:54:59;92;24;12;13;0;13;6;6;3;2;0
2020-10-21 10:56:00;92;24;12;13;0;13;6;6;3;2;0
2020-10-21 10:56:58;92;24;12;13;0;13;6;6;3;2;0
2020-10-21 10:57:59;92;24;12;13;0;13;6;6;3;2;0
2020-10-21 10:58:59;92;24;12;13;0;13;6;6;3;2;0
2020-10-21 10:59:58;93;24;12;13;0;13;6;6;3;2;0
2020-10-21 11:00:59;93;24;12;13;0;13;6;6;3;2;0
2020-10-21 11:01:58;93;24;12;13;0;13;6;6;3;3;0
2020-10-21 11:02:59;93;24;12;13;0;13;6;6;3;3;0
2020-10-21 11:03:59;93;24;12;13;0;13;6;6;3;3;0
2020-10-21 11:04:58;93;24;12;13;0;13;6;6;3;3;0
2020-10-21 11:05:59;93;24;12;13;0;13;6;6;3;3;0
2020-10-21 11:06:59;93;24;12;13;0;13;6;6;3;3;0
2020-10-21 11:07:58;93;24;12;13;0;13;6;6;3;3;0
2020-10-21 11:08:59;93;24;12;13;0;13;6;6;3;3;0
2020-10-21 11:09:59;94;25;12;13;0;13;6;6;3;3;0
2020-10-21 11:10:58;94;25;12;13;0;13;6;6;3;3;0
2020-10-21 11:11:59;95;26;12;13;0;13;6;6;3;3;0
2020-10-21 11:12:59;95;26;12;13;0;13;6;6;3;3;0
2020-10-21 11:13:58;95;26;12;13;0;13;6;6;3;3;0
2020-10-21 11:14:59;95;26;12;13;0;13;6;6;3;3;0
2020-10-21 11:15:58;96;27;12;13;0;13;6;6;3;3;0
2020-10-21 11:16:59;97;27;12;13;0;14;6;6;3;3;0
2020-10-21 11:17:59;97;27;12;13;0;14;6;6;3;3;0
2020-10-21 11:18:58;97;27;12;13;0;14;6;6;3;3;0
2020-10-21 11:19:59;97;27;12;13;0;14;6;6;3;3;0
2020-10-21 11:20:58;97;27;12;13;0;14;6;6;3;3;0
2020-10-21 11:21:59;97;27;12;13;0;14;6;6;3;3;0
2020-10-21 11:22:59;97;27;12;13;0;14;6;6;3;3;0
2020-10-21 11:23:58;97;27;12;13;0;14;6;6;3;3;0
2020-10-21 11:24:59;97;27;12;13;0;14;6;6;3;3;0
2020-10-21 11:25:59;98;28;12;13;0;14;6;6;3;3;0
2020-10-21 11:27:00;98;28;12;13;0;14;6;6;3;3;0
2020-10-21 11:27:58;98;28;12;13;0;14;6;6;3;3;0
2020-10-21 11:28:59;98;28;12;13;0;14;6;6;3;3;0
2020-10-21 11:29:59;98;28;12;13;0;14;6;6;3;3;0
2020-10-21 11:30:58;98;28;12;14;0;14;5;6;3;3;0
2020-10-21 11:31:59;98;28;12;14;0;14;5;6;3;3;0
2020-10-21 11:33:00;99;29;12;14;0;14;5;6;3;3;0
2020-10-21 11:33:58;99;29;12;14;0;14;5;6;3;3;0
2020-10-21 11:34:59;99;29;12;14;0;14;5;6;3;3;0
2020-10-21 11:35:59;99;29;12;13;0;14;6;6;3;3;0
2020-10-21 11:36:58;100;30;12;13;0;14;6;6;3;3;0
2020-10-21 11:37:59;100;30;12;13;0;14;6;6;3;3;0
2020-10-21 11:38:59;100;30;12;13;0;14;6;6;3;3;0
2020-10-21 11:39:58;100;30;12;13;0;14;6;6;3;3;0
2020-10-21 11:40:59;100;30;12;13;0;14;6;6;3;3;0
2020-10-21 11:41:59;100;30;12;13;0;14;6;6;3;3;0
2020-10-21 11:42:58;100;30;12;13;0;14;6;6;3;3;0
2020-10-21 11:43:59;102;31;13;13;0;14;6;6;3;3;0
2020-10-21 11:45:00;102;31;13;13;0;14;6;6;3;3;0
2020-10-21 11:45:58;102;31;13;13;0;14;6;6;3;3;0
2020-10-21 11:46:59;102;31;13;13;0;14;6;6;3;3;0
2020-10-21 11:47:58;102;31;13;13;0;14;6;6;3;3;0
2020-10-21 11:48:59;103;32;13;13;0;14;6;6;3;3;0
2020-10-21 11:49:59;103;32;13;13;0;14;6;6;3;3;0
2020-10-21 11:50:58;103;32;13;13;0;14;6;6;3;3;0
2020-10-21 11:51:59;103;32;13;13;0;14;6;6;3;3;0
2020-10-21 11:52:59;103;32;13;13;0;14;6;6;3;3;0
2020-10-21 11:53:59;103;32;13;13;0;14;6;6;3;3;0
2020-10-21 11:54:58;102;32;13;12;0;14;6;6;3;3;0
2020-10-21 11:55:59;103;33;13;12;0;14;6;6;3;3;0
2020-10-21 11:56:58;103;33;13;12;0;14;6;6;3;3;0
2020-10-21 11:57:59;103;33;13;12;0;14;6;6;3;3;0
2020-10-21 11:58:59;103;33;13;12;0;14;6;6;3;3;0
2020-10-21 11:59:58;103;33;13;12;0;14;6;6;3;3;0
2020-10-21 12:00:59;103;33;13;12;0;14;6;6;3;3;0
2020-10-21 12:01:59;103;33;13;12;0;14;6;6;3;3;0
2020-10-21 12:02:58;103;33;13;12;0;14;6;6;3;3;0
2020-10-21 12:03:59;104;34;13;12;0;14;6;6;3;3;0
2020-10-21 12:04:59;104;34;13;12;0;14;6;6;3;3;0
2020-10-21 12:05:58;104;34;13;12;0;14;6;6;3;3;0
2020-10-21 12:06:59;105;34;13;12;0;14;6;6;3;3;0
2020-10-21 12:07:59;106;35;13;12;0;14;6;6;3;3;0
2020-10-21 12:08:59;106;35;13;12;0;14;6;6;3;3;0
2020-10-21 12:09:58;106;35;13;12;0;14;6;6;3;3;0
2020-10-21 12:10:59;106;35;13;12;0;14;6;6;3;3;0
2020-10-21 12:11:59;106;35;13;12;0;14;6;6;3;3;0
2020-10-21 12:12:58;106;35;13;12;0;14;6;6;3;3;0
2020-10-21 12:13:59;106;35;13;12;0;14;6;6;3;3;0
2020-10-21 12:14:58;106;35;13;12;0;14;6;6;3;3;0
2020-10-21 12:15:59;106;35;13;12;0;14;6;6;3;3;0
2020-10-21 12:16:59;106;35;13;12;0;14;6;6;3;3;0
2020-10-21 12:18:00;106;35;13;12;0;14;6;6;3;3;0
2020-10-21 12:18:58;108;37;13;12;0;14;6;6;3;3;0
2020-10-21 12:19:59;108;37;13;12;0;14;6;6;3;3;0
2020-10-21 12:21:00;108;37;13;12;0;14;6;6;3;3;0
2020-10-21 12:21:58;108;37;13;12;0;14;6;6;3;3;0
2020-10-21 12:22:59;108;37;13;12;0;14;6;6;3;3;0
2020-10-21 12:23:59;108;37;13;12;0;14;6;6;3;3;0
2020-10-21 12:24:58;109;37;13;12;0;14;6;6;3;3;0
2020-10-21 12:25:59;109;37;13;12;0;14;6;6;3;3;0
2020-10-21 12:26:59;109;37;13;12;0;14;6;6;3;3;0
2020-10-21 12:27:58;109;37;13;12;0;14;6;6;3;3;0
2020-10-21 12:28:59;109;37;13;12;0;14;6;6;3;3;0
2020-10-21 12:29:59;109;37;13;12;0;14;6;6;3;3;0
2020-10-21 12:30:58;109;37;13;12;0;14;6;6;3;3;0
2020-10-21 12:31:59;109;37;13;12;0;14;6;6;3;3;0
2020-10-21 12:32:59;109;37;13;12;0;14;6;6;3;3;0
2020-10-21 12:33:59;109;37;13;12;0;14;6;6;3;3;0
2020-10-21 12:34:59;109;37;13;12;0;14;6;6;3;3;0
2020-10-21 12:35:58;110;38;13;12;0;14;6;6;3;3;0
2020-10-21 12:36:59;110;38;13;12;0;14;6;6;3;3;0
2020-10-21 12:37:58;110;38;13;12;0;14;6;6;3;3;0
2020-10-21 12:38:59;110;38;13;12;0;14;6;6;3;3;0
2020-10-21 12:39:59;110;38;13;12;0;14;6;6;3;3;0
2020-10-21 12:40:58;110;38;13;12;0;14;6;6;3;3;0
2020-10-21 12:41:59;110;38;13;12;0;14;6;6;3;3;0
2020-10-21 12:42:59;110;38;13;12;0;14;6;6;3;3;0
2020-10-21 12:43:58;110;38;13;12;0;14;6;6;3;3;0
2020-10-21 12:44:59;110;38;13;12;0;14;6;6;3;3;0
2020-10-21 12:45:59;110;38;13;12;0;14;6;6;3;3;0
2020-10-21 12:46:58;110;38;13;12;0;14;6;6;3;3;0
2020-10-21 12:47:59;110;38;13;12;0;14;6;6;3;3;0
2020-10-21 12:48:59;110;38;13;12;0;14;6;6;3;3;0
2020-10-21 12:49:58;110;38;13;12;0;14;6;6;3;3;0
2020-10-21 12:50:59;110;38;13;12;0;14;6;6;3;3;0
2020-10-21 12:51:59;110;38;13;12;0;14;6;6;3;3;0
2020-10-21 12:52:58;110;38;13;12;0;14;6;6;3;3;0
2020-10-21 12:53:59;110;38;13;12;0;14;6;6;3;3;0
2020-10-21 12:54:59;110;38;13;12;0;14;6;6;3;3;0
2020-10-21 12:55:58;110;38;13;12;0;14;6;6;3;3;0
2020-10-21 12:56:59;110;38;13;12;0;14;6;6;3;3;0
2020-10-21 12:57:59;110;38;13;12;0;14;6;6;3;3;0
2020-10-21 12:58:58;110;38;13;12;0;14;6;6;3;3;0
2020-10-21 12:59:59;110;38;13;12;0;14;6;6;3;3;0
2020-10-21 13:00:59;110;38;13;12;0;14;6;6;3;3;0
2020-10-21 13:01:58;110;38;13;12;0;14;6;6;3;3;0
2020-10-21 13:02:59;110;38;13;12;0;14;6;6;3;3;0
2020-10-21 13:03:59;110;38;13;12;0;14;6;6;3;3;0
2020-10-21 13:04:58;110;38;13;12;0;14;6;6;3;3;0
2020-10-21 13:05:59;110;38;13;12;0;14;6;6;3;3;0
2020-10-21 13:06:59;111;38;13;12;0;14;7;6;3;3;0
2020-10-21 13:07:58;112;39;13;12;0;14;7;6;3;3;0
2020-10-21 13:08:59;112;39;13;12;0;14;7;6;3;3;0
2020-10-21 13:09:59;112;39;13;12;0;14;7;6;3;3;0
2020-10-21 13:10:58;112;39;13;12;0;14;7;6;3;3;0
2020-10-21 13:11:59;112;39;13;12;0;14;7;6;3;3;0
2020-10-21 13:12:58;112;39;13;12;0;14;7;6;3;3;0
2020-10-21 13:13:59;113;39;13;12;2;14;7;6;3;3;0
2020-10-21 13:14:59;113;39;13;12;2;14;7;6;3;3;0
2020-10-21 13:15:58;114;39;14;12;2;14;7;6;3;3;0
2020-10-21 13:16:59;114;39;14;12;2;14;7;6;3;3;0
2020-10-21 13:17:59;114;39;14;12;2;14;7;6;3;3;0
2020-10-21 13:18:58;114;39;14;12;2;14;7;6;3;3;0
2020-10-21 13:19:59;114;39;14;12;2;14;7;6;3;3;0
2020-10-21 13:20:59;115;39;15;12;2;14;7;6;3;3;0
2020-10-21 13:21:58;117;39;16;13;2;14;7;6;3;3;0
2020-10-21 13:22:59;118;39;17;13;2;14;7;6;3;3;0
2020-10-21 13:23:59;118;39;17;13;2;14;7;6;3;3;0
2020-10-21 13:24:58;119;39;17;14;2;14;7;6;3;3;0
2020-10-21 13:25:59;120;40;17;14;2;14;7;6;3;3;0
2020-10-21 13:26:59;122;40;17;14;2;14;8;6;4;3;0
2020-10-21 13:27:59;122;40;17;14;2;14;8;6;4;3;0
2020-10-21 13:28:58;122;40;17;14;2;14;8;6;4;3;0
2020-10-21 13:29:59;122;40;17;14;2;14;8;6;4;3;0
2020-10-21 13:30:59;122;40;17;14;2;14;8;6;4;3;0
2020-10-21 13:31:58;122;40;17;14;2;14;8;6;4;3;0
2020-10-21 13:32:59;122;40;17;14;2;14;8;6;4;3;0
2020-10-21 13:33:59;122;40;17;14;2;14;8;6;4;3;0
2020-10-21 13:34:58;122;40;17;14;2;14;8;6;4;3;0
2020-10-21 13:35:59;123;40;17;14;3;14;8;6;4;3;0
2020-10-21 13:36:58;123;40;17;14;3;14;8;6;4;3;0
2020-10-21 13:37:59;123;40;17;14;3;14;8;6;4;3;0
2020-10-21 13:38:59;124;40;17;14;4;14;8;6;4;3;0
2020-10-21 13:39:58;124;40;17;14;4;14;8;6;4;3;0
2020-10-21 13:40:59;124;40;17;14;4;14;8;6;4;3;0
2020-10-21 13:41:59;124;40;17;14;4;14;8;6;4;3;0
2020-10-21 13:42:58;124;40;17;14;4;14;8;6;4;3;0
2020-10-21 13:43:59;124;40;17;14;4;14;8;6;4;3;0
2020-10-21 13:44:59;124;40;17;14;4;14;8;6;4;3;0
2020-10-21 13:45:58;124;40;17;14;4;14;8;6;4;3;0
2020-10-21 13:46:59;125;41;17;14;4;14;8;6;4;3;0
2020-10-21 13:47:59;125;41;17;14;4;14;8;6;4;3;0
2020-10-21 13:48:58;125;41;17;14;4;14;8;6;4;3;0
2020-10-21 13:49:59;125;41;17;14;4;14;8;6;4;3;0
2020-10-21 13:50:59;125;41;17;14;4;14;8;6;4;3;0
2020-10-21 13:51:59;125;41;17;14;4;14;8;6;4;3;0
2020-10-21 13:52:58;125;41;17;14;4;14;8;6;4;3;0
2020-10-21 13:53:59;125;41;17;14;4;14;8;6;4;3;0
