datetime;total_votes;pavelomg;lublu-zubi;navalny;NoEndOutcry;XASSA;DrumBox;kotophalk;bf6;Cynicium;DoveKill
2019-09-18 06:34:59;48;15;7;9;4;2;4;0;0;2;0
2019-09-18 06:35:58;48;15;7;9;4;2;4;0;0;2;0
2019-09-18 06:36:59;48;15;7;9;4;2;4;0;0;2;0
2019-09-18 06:37:58;48;15;7;9;4;2;4;0;0;2;0
2019-09-18 06:38:59;48;15;7;9;4;2;4;0;0;2;0
2019-09-18 06:39:59;48;15;7;9;4;2;4;0;0;2;0
2019-09-18 06:40:58;48;15;7;9;4;2;4;0;0;2;0
2019-09-18 06:41:59;48;15;7;9;4;2;4;0;0;2;0
2019-09-18 06:42:59;48;15;7;9;4;2;4;0;0;2;0
2019-09-18 06:43:59;48;15;7;9;4;2;4;0;0;2;0
2019-09-18 06:44:58;48;15;7;9;4;2;4;0;0;2;0
2019-09-18 06:45:59;48;15;7;9;4;2;4;0;0;2;0
2019-09-18 06:46:59;48;15;7;9;4;2;4;0;0;2;0
2019-09-18 06:47:59;49;16;7;9;4;2;4;0;0;2;0
2019-09-18 06:48:58;49;16;7;9;4;2;4;0;0;2;0
2019-09-18 06:49:59;49;16;7;9;4;2;4;0;0;2;0
2019-09-18 06:50:59;49;16;7;9;4;2;4;0;0;2;0
2019-09-18 06:51:59;50;17;7;9;4;2;4;0;0;2;0
2019-09-18 06:52:58;50;17;7;9;4;2;4;0;0;2;0
2019-09-18 06:53:59;50;17;7;9;4;2;4;0;0;2;0
2019-09-18 06:54:59;50;17;7;9;4;2;4;0;0;2;0
2019-09-18 06:55:58;50;17;7;9;4;2;4;0;0;2;0
2019-09-18 06:56:59;50;17;7;9;4;2;4;0;0;2;0
2019-09-18 06:57:59;50;17;7;9;4;2;4;0;0;2;0
2019-09-18 06:58:59;50;17;7;9;4;2;4;0;0;2;0
2019-09-18 06:59:58;50;17;7;9;4;2;4;0;0;2;0
2019-09-18 07:00:59;50;17;7;9;4;2;4;0;0;2;0
2019-09-18 07:01:59;50;17;7;9;4;2;4;0;0;2;0
2019-09-18 07:02:58;50;17;7;9;4;2;4;0;0;2;0
2019-09-18 07:03:59;50;17;7;9;4;2;4;0;0;2;0
2019-09-18 07:04:59;50;17;7;9;4;2;4;0;0;2;0
2019-09-18 07:05:59;50;17;7;9;4;2;4;0;0;2;0
2019-09-18 07:06:58;50;17;7;9;4;2;4;0;0;2;0
2019-09-18 07:07:59;50;17;7;9;4;2;4;0;0;2;0
2019-09-18 07:08:59;50;17;7;9;4;2;4;0;0;2;0
2019-09-18 07:09:59;51;18;7;9;4;2;4;0;0;2;0
2019-09-18 07:10:58;51;18;7;9;4;2;4;0;0;2;0
2019-09-18 07:11:59;51;18;7;9;4;2;4;0;0;2;0
2019-09-18 07:12:59;52;18;7;9;4;2;5;0;0;2;0
2019-09-18 07:13:58;53;19;7;9;4;2;5;0;0;2;0
2019-09-18 07:14:59;53;19;7;9;4;2;5;0;0;2;0
2019-09-18 07:15:59;53;19;7;9;4;2;5;0;0;2;0
2019-09-18 07:16:58;53;19;7;9;4;2;5;0;0;2;0
2019-09-18 07:17:59;53;19;7;9;4;2;5;0;0;2;0
2019-09-18 07:18:59;53;19;7;9;4;2;5;0;0;2;0
2019-09-18 07:19:59;53;19;7;9;4;2;5;0;0;2;0
2019-09-18 07:20:58;53;19;7;9;4;2;5;0;0;2;0
2019-09-18 07:21:59;53;19;7;9;4;2;5;0;0;2;0
2019-09-18 07:22:59;53;19;7;9;4;2;5;0;0;2;0
2019-09-18 07:23:59;53;19;7;9;4;2;5;0;0;2;0
2019-09-18 07:24:58;53;19;7;9;4;2;5;0;0;2;0
2019-09-18 07:25:59;53;19;7;9;4;2;5;0;0;2;0
2019-09-18 07:26:59;53;19;7;9;4;2;5;0;0;2;0
2019-09-18 07:27:58;53;19;7;9;4;2;5;0;0;2;0
2019-09-18 07:28:59;53;19;7;9;4;2;5;0;0;2;0
2019-09-18 07:29:59;53;19;7;9;4;2;5;0;0;2;0
2019-09-18 07:30:59;53;19;7;9;4;2;5;0;0;2;0
2019-09-18 07:31:58;53;19;7;9;4;2;5;0;0;2;0
2019-09-18 07:32:59;53;19;7;9;4;2;5;0;0;2;0
2019-09-18 07:33:59;53;19;7;9;4;2;5;0;0;2;0
2019-09-18 07:34:58;53;19;7;9;4;2;5;0;0;2;0
2019-09-18 07:35:59;53;19;7;9;4;2;5;0;0;2;0
2019-09-18 07:36:59;53;19;7;9;4;2;5;0;0;2;0
2019-09-18 07:37:58;53;19;7;9;4;2;5;0;0;2;0
2019-09-18 07:38:59;53;19;7;9;4;2;5;0;0;2;0
2019-09-18 07:39:59;53;19;7;9;4;2;5;0;0;2;0
2019-09-18 07:40:59;53;19;7;9;4;2;5;0;0;2;0
2019-09-18 07:41:58;54;20;7;9;4;2;5;0;0;2;0
2019-09-18 07:42:59;54;20;7;9;4;2;5;0;0;2;0
2019-09-18 07:43:59;54;20;7;9;4;2;5;0;0;2;0
2019-09-18 07:44:59;54;20;7;9;4;2;5;0;0;2;0
2019-09-18 07:45:58;54;20;7;9;4;2;5;0;0;2;0
2019-09-18 07:46:59;54;20;7;9;4;2;5;0;0;2;0
2019-09-18 07:47:59;54;20;7;9;4;2;5;0;0;2;0
2019-09-18 07:48:58;56;21;7;9;4;2;6;0;0;2;0
2019-09-18 07:49:59;58;23;7;9;4;2;6;0;0;2;0
2019-09-18 07:50:59;58;23;7;9;4;2;6;0;0;2;0
2019-09-18 07:51:59;58;23;7;9;4;2;6;0;0;2;0
2019-09-18 07:52:58;58;23;7;9;4;2;6;0;0;2;0
2019-09-18 07:53:59;58;23;7;9;4;2;6;0;0;2;0
2019-09-18 07:54:59;59;24;7;9;4;2;6;0;0;2;0
2019-09-18 07:55:58;59;24;7;9;4;2;6;0;0;2;0
2019-09-18 07:56:59;59;24;7;9;4;2;6;0;0;2;0
2019-09-18 07:57:59;59;24;7;9;4;2;6;0;0;2;0
2019-09-18 07:58:59;59;24;7;9;4;2;6;0;0;2;0
2019-09-18 07:59:58;59;24;7;9;4;2;6;0;0;2;0
2019-09-18 08:00:59;59;24;7;9;4;2;6;0;0;2;0
2019-09-18 08:01:59;59;24;7;9;4;2;6;0;0;2;0
2019-09-18 08:02:59;59;24;7;9;4;2;6;0;0;2;0
2019-09-18 08:03:58;60;24;7;9;4;2;7;0;0;2;0
2019-09-18 08:04:59;60;24;7;9;4;2;7;0;0;2;0
2019-09-18 08:05:59;60;24;7;9;4;2;7;0;0;2;0
2019-09-18 08:06:59;61;24;7;9;4;3;7;1;0;2;0
2019-09-18 08:07:58;61;24;7;9;4;3;7;1;0;2;0
2019-09-18 08:08:59;61;24;7;9;4;3;7;1;0;2;0
2019-09-18 08:09:59;61;24;7;9;4;3;7;1;0;2;0
2019-09-18 08:10:58;61;24;7;9;4;3;7;1;0;2;0
2019-09-18 08:11:59;61;24;7;9;4;3;7;1;0;2;0
2019-09-18 08:12:59;61;24;7;9;4;3;7;1;0;2;0
2019-09-18 08:13:58;61;24;7;9;4;3;7;1;0;2;0
2019-09-18 08:14:59;61;24;7;9;4;3;7;1;0;2;0
2019-09-18 08:15:59;61;24;7;9;4;3;7;1;0;2;0
2019-09-18 08:16:59;61;24;7;9;4;3;7;1;0;2;0
2019-09-18 08:17:58;61;24;7;9;4;3;7;1;0;2;0
2019-09-18 08:18:59;61;24;7;9;4;3;7;1;0;2;0
2019-09-18 08:19:59;61;24;7;9;4;3;7;1;0;2;0
2019-09-18 08:20:58;61;24;7;9;4;3;7;1;0;2;0
2019-09-18 08:21:59;61;24;7;9;4;3;7;1;0;2;0
2019-09-18 08:22:59;61;24;7;9;4;3;7;1;0;2;0
2019-09-18 08:23:59;61;24;7;9;4;3;7;1;0;2;0
2019-09-18 08:24:58;61;24;7;9;4;3;7;1;0;2;0
2019-09-18 08:25:59;61;24;7;9;4;3;7;1;0;2;0
2019-09-18 08:26:59;61;24;7;9;4;3;7;1;0;2;0
2019-09-18 08:27:59;61;24;7;9;4;3;7;1;0;2;0
2019-09-18 08:28:58;61;24;7;9;4;3;7;1;0;2;0
2019-09-18 08:29:59;61;24;7;9;4;3;7;1;0;2;0
2019-09-18 08:30:59;61;24;7;9;4;3;7;1;0;2;0
2019-09-18 08:31:58;61;24;7;9;4;3;7;1;0;2;0
2019-09-18 08:32:59;62;24;8;9;4;3;7;1;0;2;0
2019-09-18 08:33:59;62;24;8;9;4;3;7;1;0;2;0
2019-09-18 08:34:58;62;24;8;9;4;3;7;1;0;2;0
2019-09-18 08:35:59;62;24;8;9;4;3;7;1;0;2;0
2019-09-18 08:36:58;62;24;8;9;4;3;7;1;0;2;0
2019-09-18 08:37:59;62;24;8;9;4;3;7;1;0;2;0
2019-09-18 08:38:59;62;24;8;9;4;3;7;1;0;2;0
2019-09-18 08:39:59;63;25;8;9;4;3;7;1;0;2;0
2019-09-18 08:40:58;63;25;8;9;4;3;7;1;0;2;0
2019-09-18 08:41:59;63;25;8;9;4;3;7;1;0;2;0
2019-09-18 08:42:59;63;25;8;9;4;3;7;1;0;2;0
2019-09-18 08:43:58;63;25;8;9;4;3;7;1;0;2;0
2019-09-18 08:44:59;63;25;8;9;4;3;7;1;0;2;0
2019-09-18 08:45:59;63;25;8;9;4;3;7;1;0;2;0
2019-09-18 08:46:59;63;25;8;9;4;3;7;1;0;2;0
2019-09-18 08:47:58;64;25;9;9;4;3;7;1;0;2;0
2019-09-18 08:48:59;64;25;9;9;4;3;7;1;0;2;0
2019-09-18 08:49:59;64;25;9;9;4;3;7;1;0;2;0
2019-09-18 08:50:59;64;25;9;9;4;3;7;1;0;2;0
2019-09-18 08:51:58;64;25;9;9;4;3;7;1;0;2;0
2019-09-18 08:52:59;64;25;9;9;4;3;7;1;0;2;0
2019-09-18 08:53:59;64;25;9;9;4;3;7;1;0;2;0
2019-09-18 08:54:58;64;25;9;9;4;3;7;1;0;2;0
2019-09-18 08:55:59;64;25;9;9;4;3;7;1;0;2;0
2019-09-18 08:56:59;65;25;10;9;4;3;7;1;0;2;0
2019-09-18 08:57:59;65;25;10;9;4;3;7;1;0;2;0
2019-09-18 08:58:58;65;25;10;9;4;3;7;1;0;2;0
2019-09-18 08:59:59;65;25;10;9;4;3;7;1;0;2;0
2019-09-18 09:00:59;66;26;10;9;4;3;7;1;0;2;0
2019-09-18 09:01:58;66;26;10;9;4;3;7;1;0;2;0
2019-09-18 09:02:59;66;26;10;9;4;3;7;1;0;2;0
2019-09-18 09:03:59;66;26;10;9;4;3;7;1;0;2;0
2019-09-18 09:04:59;66;26;10;9;4;3;7;1;0;2;0
2019-09-18 09:05:58;66;26;10;9;4;3;7;1;0;2;0
2019-09-18 09:06:59;66;26;10;9;4;3;7;1;0;2;0
2019-09-18 09:07:59;66;26;10;9;4;3;7;1;0;2;0
2019-09-18 09:08:59;66;26;10;9;4;3;7;1;0;2;0
2019-09-18 09:09:58;66;26;10;9;4;3;7;1;0;2;0
2019-09-18 09:10:59;67;27;10;9;4;3;7;1;0;2;0
2019-09-18 09:11:59;67;27;10;9;4;3;7;1;0;2;0
2019-09-18 09:12:58;67;27;10;9;4;3;7;1;0;2;0
2019-09-18 09:13:59;67;27;10;9;4;3;7;1;0;2;0
2019-09-18 09:14:59;67;27;10;9;4;3;7;1;0;2;0
2019-09-18 09:15:59;67;27;10;9;4;3;7;1;0;2;0
2019-09-18 09:16:58;67;27;10;9;4;3;7;1;0;2;0
2019-09-18 09:17:59;67;27;10;9;4;3;7;1;0;2;0
2019-09-18 09:18:59;67;27;10;9;4;3;7;1;0;2;0
2019-09-18 09:19:58;67;27;10;9;4;3;7;1;0;2;0
2019-09-18 09:20:59;67;27;10;9;4;3;7;1;0;2;0
2019-09-18 09:21:59;67;27;10;9;4;3;7;1;0;2;0
2019-09-18 09:22:59;68;28;10;9;4;3;7;1;0;2;0
2019-09-18 09:23:58;68;28;10;9;4;3;7;1;0;2;0
2019-09-18 09:24:59;68;28;10;9;4;3;7;1;0;2;0
2019-09-18 09:25:59;69;29;10;9;4;3;7;1;0;2;0
2019-09-18 09:26:58;69;29;10;9;4;3;7;1;0;2;0
2019-09-18 09:27:59;71;29;10;10;4;3;7;1;0;2;0
2019-09-18 09:28:59;71;29;10;10;4;3;7;1;0;2;0
2019-09-18 09:29:59;71;29;10;10;4;3;7;1;0;2;0
2019-09-18 09:30:58;71;29;10;10;4;3;7;1;0;2;0
2019-09-18 09:31:59;71;29;10;10;4;3;7;1;0;2;0
2019-09-18 09:32:59;71;29;10;10;4;3;7;1;0;2;0
2019-09-18 09:33:58;71;29;10;10;4;3;7;1;0;2;0
2019-09-18 09:34:59;71;29;10;10;4;3;7;1;0;2;0
2019-09-18 09:35:59;71;29;10;10;4;3;7;1;0;2;0
2019-09-18 09:36:59;72;30;10;10;4;3;7;1;0;2;0
2019-09-18 09:37:58;72;30;10;10;4;3;7;1;0;2;0
2019-09-18 09:38:59;72;29;10;10;4;3;8;1;0;2;0
2019-09-18 09:39:58;72;29;10;10;4;3;8;1;0;2;0
2019-09-18 09:40:59;72;29;10;10;4;3;8;1;0;2;0
2019-09-18 09:41:59;72;29;10;10;4;3;8;1;0;2;0
2019-09-18 09:42:59;73;29;10;10;4;3;8;1;0;2;0
2019-09-18 09:43:58;73;29;10;10;4;3;8;1;0;2;0
2019-09-18 09:44:59;73;29;10;10;4;3;8;1;0;2;0
2019-09-18 09:45:59;73;29;10;10;4;3;8;1;0;2;0
2019-09-18 09:47:00;73;29;10;10;4;3;8;1;0;2;0
2019-09-18 09:47:58;74;30;10;10;4;3;8;1;0;2;0
2019-09-18 09:48:59;75;31;10;10;4;3;8;1;0;2;0
2019-09-18 09:49:59;76;31;10;10;5;3;8;1;0;2;0
2019-09-18 09:50:58;76;31;10;10;5;3;8;1;0;2;0
2019-09-18 09:51:59;76;31;10;10;5;3;8;1;0;2;0
2019-09-18 09:52:59;76;31;10;10;5;3;8;1;0;2;0
2019-09-18 09:53:59;76;31;10;10;5;3;8;1;0;2;0
2019-09-18 09:54:58;76;31;10;10;5;3;8;1;0;2;0
2019-09-18 09:55:59;77;31;10;11;5;3;8;1;0;2;0
2019-09-18 09:56:59;77;31;10;11;5;3;8;1;0;2;0
2019-09-18 09:58:00;77;31;10;11;5;3;8;1;0;2;0
2019-09-18 09:58:58;78;32;10;11;5;3;8;1;0;2;0
2019-09-18 09:59:59;79;32;11;11;5;3;8;1;0;2;0
2019-09-18 10:00:59;79;32;11;11;5;3;8;1;0;2;0
2019-09-18 10:01:58;79;32;11;11;5;3;8;1;0;2;0
2019-09-18 10:02:59;80;32;12;11;5;3;8;1;0;2;0
2019-09-18 10:03:59;81;32;12;12;5;3;8;1;0;2;0
2019-09-18 10:04:59;81;32;12;12;5;3;8;1;0;2;0
2019-09-18 10:05:58;82;32;12;12;5;3;9;1;0;2;0
2019-09-18 10:06:59;82;32;12;12;5;3;9;1;0;2;0
2019-09-18 10:07:59;83;33;12;12;5;3;9;1;0;2;0
2019-09-18 10:08:59;83;33;12;12;5;3;9;1;0;2;0
2019-09-18 10:09:58;84;33;13;12;5;3;9;1;0;2;0
2019-09-18 10:10:59;84;33;13;12;5;3;9;1;0;2;0
2019-09-18 10:11:59;84;33;13;12;5;3;9;1;0;2;0
2019-09-18 10:12:59;84;33;13;12;5;3;9;1;0;2;0
2019-09-18 10:13:58;84;33;13;12;5;3;9;1;0;2;0
2019-09-18 10:14:59;84;33;13;12;5;3;9;1;0;2;0
2019-09-18 10:15:59;84;33;13;12;5;3;9;1;0;2;0
2019-09-18 10:16:58;85;33;13;12;5;3;10;1;0;2;0
2019-09-18 10:17:59;85;33;13;12;5;3;10;1;0;2;0
2019-09-18 10:18:59;86;34;13;12;5;3;10;1;0;2;0
2019-09-18 10:19:59;88;34;13;12;6;3;11;1;0;2;0
2019-09-18 10:20:58;88;34;13;12;6;3;11;1;0;2;0
2019-09-18 10:21:59;88;34;13;12;6;3;11;1;0;2;0
2019-09-18 10:22:59;88;34;13;12;6;3;11;1;0;2;0
2019-09-18 10:23:58;88;34;13;12;6;3;11;1;0;2;0
2019-09-18 10:24:59;88;34;13;12;6;3;11;1;0;2;0
2019-09-18 10:25:59;88;34;13;12;6;3;11;1;0;2;0
2019-09-18 10:26:59;89;35;13;12;6;3;11;1;0;2;0
2019-09-18 10:27:58;89;35;13;12;6;3;11;1;0;2;0
2019-09-18 10:28:59;90;35;14;12;6;3;11;1;0;2;0
2019-09-18 10:29:59;90;35;14;12;6;3;11;1;0;2;0
2019-09-18 10:30:58;92;36;14;13;6;3;11;1;0;2;0
2019-09-18 10:31:59;92;36;14;13;6;3;11;1;0;2;0
2019-09-18 10:32:59;92;36;14;13;6;3;11;1;0;2;0
2019-09-18 10:33:59;93;36;14;13;6;3;11;1;0;2;0
2019-09-18 10:34:58;93;36;14;13;6;3;11;1;0;2;0
2019-09-18 10:35:59;93;36;14;13;6;3;11;1;0;2;0
2019-09-18 10:36:59;93;36;14;13;6;3;11;1;0;2;0
2019-09-18 10:37:58;93;36;14;13;6;3;11;1;0;2;0
2019-09-18 10:38:59;93;36;14;13;6;3;11;1;0;2;0
2019-09-18 10:39:59;93;36;14;13;6;3;11;1;0;2;0
2019-09-18 10:40:58;94;37;14;13;6;3;11;1;0;2;0
2019-09-18 10:41:59;94;38;14;13;6;3;10;1;0;2;0
2019-09-18 10:42:59;94;38;14;13;6;3;10;1;0;2;0
2019-09-18 10:43:58;94;38;14;13;6;3;10;1;0;2;0
2019-09-18 10:44:59;94;38;14;13;6;3;10;1;0;2;0
2019-09-18 10:45:59;94;38;14;13;6;3;10;1;0;2;0
2019-09-18 10:46:59;94;38;14;13;6;3;10;1;0;2;0
2019-09-18 10:47:59;94;38;14;13;6;3;10;1;0;2;0
2019-09-18 10:48:58;94;38;14;13;6;3;10;1;0;2;0
2019-09-18 10:49:59;94;38;14;13;6;3;10;1;0;2;0
2019-09-18 10:50:59;94;38;14;13;6;3;10;1;0;2;0
2019-09-18 10:51:59;94;38;14;13;6;3;10;1;0;2;0
2019-09-18 10:52:58;94;38;14;13;6;3;10;1;0;2;0
2019-09-18 10:53:59;94;38;14;13;6;3;10;1;0;2;0
2019-09-18 10:54:59;94;38;14;13;6;3;10;1;0;2;0
2019-09-18 10:55:59;94;38;14;13;6;3;10;1;0;2;0
2019-09-18 10:56:58;94;38;14;13;6;3;10;1;0;2;0
2019-09-18 10:57:59;94;38;14;13;6;3;10;1;0;2;0
2019-09-18 10:58:59;94;38;14;13;6;3;10;1;0;2;0
2019-09-18 10:59:58;94;38;14;13;6;3;10;1;0;2;0
2019-09-18 11:00:59;94;38;14;13;6;3;10;1;0;2;0
2019-09-18 11:01:59;94;38;14;13;6;3;10;1;0;2;0
2019-09-18 11:02:59;96;39;15;13;6;3;10;1;0;2;0
2019-09-18 11:03:59;97;39;15;13;6;3;10;1;0;2;0
2019-09-18 11:04:58;97;39;15;13;6;3;10;1;0;2;0
2019-09-18 11:05:59;97;39;15;13;6;3;10;1;0;2;0
2019-09-18 11:06:59;97;39;15;13;6;3;10;1;0;2;0
2019-09-18 11:07:59;97;39;15;13;6;3;10;1;0;2;0
2019-09-18 11:08:58;97;39;15;13;6;3;10;1;0;2;0
2019-09-18 11:09:59;97;39;15;13;6;3;10;1;0;2;0
2019-09-18 11:10:59;97;39;15;13;6;3;10;1;0;2;0
2019-09-18 11:11:58;97;39;15;13;6;3;10;1;0;2;0
2019-09-18 11:12:59;97;39;15;13;6;3;10;1;0;2;0
2019-09-18 11:13:59;98;39;15;13;6;3;10;1;0;2;0
2019-09-18 11:14:58;98;39;15;13;6;3;10;1;0;2;0
2019-09-18 11:15:59;98;39;15;13;6;3;10;1;0;2;0
2019-09-18 11:16:59;98;39;15;13;6;3;10;1;0;2;0
2019-09-18 11:17:58;98;39;15;13;6;3;10;1;0;2;0
2019-09-18 11:18:59;98;39;15;13;6;3;10;1;0;2;0
2019-09-18 11:19:59;99;40;15;13;6;3;10;1;0;2;0
2019-09-18 11:20:59;99;40;15;13;6;3;10;1;0;2;0
2019-09-18 11:21:58;99;40;15;13;6;3;10;1;0;2;0
2019-09-18 11:22:59;99;40;15;13;6;3;10;1;0;2;0
2019-09-18 11:23:59;99;40;15;13;6;3;10;1;0;2;0
2019-09-18 11:24:58;99;40;15;13;6;3;10;1;0;2;0
2019-09-18 11:25:59;99;40;15;13;6;3;10;1;0;2;0
2019-09-18 11:26:59;99;40;15;13;6;3;10;1;0;2;0
2019-09-18 11:27:58;99;40;15;13;6;3;10;1;0;2;0
2019-09-18 11:28:59;99;40;15;13;6;3;10;1;0;2;0
2019-09-18 11:29:59;99;40;15;13;6;3;10;1;0;2;0
2019-09-18 11:30:59;99;40;15;13;6;3;10;1;0;2;0
2019-09-18 11:31:59;99;40;15;13;6;3;10;1;0;2;0
2019-09-18 11:32:58;99;40;15;13;6;3;10;1;0;2;0
2019-09-18 11:33:59;99;40;15;13;6;3;10;1;0;2;0
2019-09-18 11:34:59;100;41;15;13;6;3;10;1;0;2;0
2019-09-18 11:35:58;100;41;15;13;6;3;10;1;0;2;0
2019-09-18 11:36:59;101;41;15;14;6;3;10;1;0;2;0
2019-09-18 11:37:59;101;41;15;14;6;3;10;1;0;2;0
2019-09-18 11:38:59;101;41;15;14;6;3;10;1;0;2;0
2019-09-18 11:39:58;101;41;15;14;6;3;10;1;0;2;0
2019-09-18 11:40:59;102;42;15;14;6;3;10;1;0;2;0
2019-09-18 11:41:59;102;42;15;14;6;3;10;1;0;2;0
2019-09-18 11:42:58;102;42;15;14;6;3;10;1;0;2;0
2019-09-18 11:43:59;102;42;15;14;6;3;10;1;0;2;0
2019-09-18 11:44:59;103;42;15;14;6;3;10;1;1;2;0
2019-09-18 11:45:59;104;42;16;14;6;3;10;1;1;2;0
2019-09-18 11:46:58;104;42;16;14;6;3;10;1;1;2;0
2019-09-18 11:47:59;104;42;16;14;6;3;10;1;1;2;0
2019-09-18 11:48:59;105;43;16;14;6;3;10;1;1;2;0
2019-09-18 11:49:59;105;43;16;14;6;3;10;1;1;2;0
2019-09-18 11:50:58;107;45;16;14;6;3;10;1;1;2;0
2019-09-18 11:51:59;107;45;16;14;6;3;10;1;1;2;0
2019-09-18 11:53:00;107;45;16;14;6;3;10;1;1;2;0
2019-09-18 11:53:58;107;45;16;14;6;3;10;1;1;2;0
2019-09-18 11:54:59;108;45;17;14;6;3;10;1;1;2;0
2019-09-18 11:55:59;108;45;17;14;6;3;10;1;1;2;0
2019-09-18 11:56:58;108;45;17;14;6;3;10;1;1;2;0
2019-09-18 11:57:59;108;45;17;14;6;3;10;1;1;2;0
2019-09-18 11:58:59;108;45;17;14;6;3;10;1;1;2;0
2019-09-18 11:59:58;108;45;17;14;6;3;10;1;1;2;0
2019-09-18 12:00:59;108;45;17;14;6;3;10;1;1;2;0
2019-09-18 12:01:59;109;46;17;14;6;3;10;1;1;2;0
2019-09-18 12:02:58;109;46;17;14;6;3;10;1;1;2;0
2019-09-18 12:03:59;109;46;17;14;6;3;10;1;1;2;0
2019-09-18 12:04:59;109;46;17;14;6;3;10;1;1;2;0
2019-09-18 12:05:59;109;46;17;14;6;3;10;1;1;2;0
2019-09-18 12:06:58;109;46;17;14;6;3;10;1;1;2;0
2019-09-18 12:07:59;109;46;17;14;6;3;10;1;1;2;0
2019-09-18 12:08:59;109;46;17;14;6;3;10;1;1;2;0
2019-09-18 12:09:58;109;46;17;14;6;3;10;1;1;2;0
2019-09-18 12:10:59;109;46;17;14;6;3;10;1;1;2;0
2019-09-18 12:11:59;109;46;17;14;6;3;10;1;1;2;0
2019-09-18 12:12:59;110;46;18;14;6;3;10;1;1;2;0
2019-09-18 12:13:58;110;46;18;14;6;3;10;1;1;2;0
2019-09-18 12:14:59;110;46;18;14;6;3;10;1;1;2;0
2019-09-18 12:15:59;110;46;18;14;6;3;10;1;1;2;0
2019-09-18 12:16:58;110;46;18;14;6;3;10;1;1;2;0
2019-09-18 12:17:59;110;46;18;14;6;3;10;1;1;2;0
2019-09-18 12:18:59;110;46;18;14;6;3;10;1;1;2;0
2019-09-18 12:19:59;110;46;18;14;6;3;10;1;1;2;0
2019-09-18 12:20:58;110;46;18;14;6;3;10;1;1;2;0
2019-09-18 12:21:59;111;47;18;14;6;3;10;1;1;2;0
2019-09-18 12:22:59;112;48;18;14;6;3;10;1;1;2;0
2019-09-18 12:23:58;112;48;18;14;6;3;10;1;1;2;0
2019-09-18 12:24:59;112;48;18;14;6;3;10;1;1;2;0
2019-09-18 12:25:59;112;48;18;14;6;3;10;1;1;2;0
2019-09-18 12:26:59;112;48;18;14;6;3;10;1;1;2;0
2019-09-18 12:27:58;112;48;18;14;6;3;10;1;1;2;0
2019-09-18 12:28:59;112;48;18;14;6;3;10;1;1;2;0
2019-09-18 12:29:59;112;48;18;14;6;3;10;1;1;2;0
2019-09-18 12:30:58;112;48;18;14;6;3;10;1;1;2;0
2019-09-18 12:31:59;112;48;18;14;6;3;10;1;1;2;0
2019-09-18 12:32:59;112;48;18;14;6;3;10;1;1;2;0
2019-09-18 12:33:59;112;48;18;14;6;3;10;1;1;2;0
2019-09-18 12:34:58;112;48;18;14;6;3;10;1;1;2;0
2019-09-18 12:35:59;112;48;18;14;6;3;10;1;1;2;0
2019-09-18 12:36:59;112;48;18;14;6;3;10;1;1;2;0
2019-09-18 12:37:59;112;48;18;14;6;3;10;1;1;2;0
2019-09-18 12:38:58;113;48;18;14;6;4;10;1;1;2;0
2019-09-18 12:39:59;113;48;18;14;6;4;10;1;1;2;0
2019-09-18 12:40:59;114;48;18;15;6;4;10;1;1;2;0
2019-09-18 12:41:59;114;48;18;15;6;4;10;1;1;2;0
2019-09-18 12:42:58;115;49;18;15;6;4;10;1;1;2;0
2019-09-18 12:43:59;115;49;18;15;6;4;10;1;1;2;0
2019-09-18 12:44:59;115;49;18;15;6;4;10;1;1;2;0
2019-09-18 12:45:58;115;49;18;15;6;4;10;1;1;2;0
2019-09-18 12:46:59;115;49;18;15;6;4;10;1;1;2;0
2019-09-18 12:47:59;115;49;18;15;6;4;10;1;1;2;0
2019-09-18 12:48:59;116;50;18;15;6;4;10;1;1;2;0
2019-09-18 12:49:58;116;50;18;15;6;4;10;1;1;2;0
2019-09-18 12:50:59;116;50;18;15;6;4;10;1;1;2;0
2019-09-18 12:51:59;117;50;19;15;6;4;10;1;1;2;0
2019-09-18 12:52:58;117;50;19;15;6;4;10;1;1;2;0
2019-09-18 12:53:59;118;50;19;15;6;4;10;0;1;2;0
2019-09-18 12:54:59;118;50;19;15;6;4;10;0;1;2;0
2019-09-18 12:55:58;118;50;19;15;6;4;10;0;1;2;0
2019-09-18 12:56:59;118;50;19;15;6;4;10;0;1;2;0
2019-09-18 12:57:59;118;50;19;15;6;4;10;0;1;2;0
2019-09-18 12:58:59;118;50;19;15;6;4;10;0;1;2;0
2019-09-18 12:59:58;118;50;19;15;6;4;10;0;1;2;0
2019-09-18 13:00:59;118;50;19;15;6;4;10;0;1;2;0
2019-09-18 13:01:59;118;50;19;15;6;4;10;0;1;2;0
2019-09-18 13:02:58;118;50;19;15;6;4;10;0;1;2;0
2019-09-18 13:03:59;118;50;19;15;6;4;10;0;1;2;0
2019-09-18 13:04:59;118;50;19;15;6;4;10;0;1;2;0
2019-09-18 13:05:59;118;50;19;15;6;4;10;0;1;2;0
2019-09-18 13:06:58;118;50;19;15;6;4;10;0;1;2;0
2019-09-18 13:07:59;118;50;19;15;6;4;10;0;1;2;0
2019-09-18 13:08:58;118;50;19;15;6;4;10;0;1;2;0
2019-09-18 13:09:59;119;50;20;15;6;4;10;0;1;2;0
2019-09-18 13:10:58;119;50;20;15;6;4;10;0;1;2;0
2019-09-18 13:11:59;119;50;20;15;6;4;10;0;1;2;0
