datetime;total_votes;Hemml;jovan;XASSA;pupsique;ksolotl;brammator;Есения;Der_Sturmer;berdax;PizdaNuke
2019-04-24 20:04:58;132;55;32;10;7;4;3;3;2;1;1
2019-04-24 20:05:59;132;55;32;10;7;4;3;3;2;1;1
2019-04-24 20:06:58;132;55;32;10;7;4;3;3;2;1;1
2019-04-24 20:07:59;132;55;32;10;7;4;3;3;2;1;1
2019-04-24 20:08:59;132;55;32;10;7;4;3;3;2;1;1
2019-04-24 20:09:58;132;55;32;10;7;4;3;3;2;1;1
2019-04-24 20:10:59;132;55;32;10;7;4;3;3;2;1;1
2019-04-24 20:11:59;132;55;32;10;7;4;3;3;2;1;1
2019-04-24 20:12:58;132;55;32;10;7;4;3;3;2;1;1
2019-04-24 20:13:59;132;55;32;10;7;4;3;3;2;1;1
2019-04-24 20:14:59;132;55;32;10;7;4;3;3;2;1;1
2019-04-24 20:15:58;132;55;32;10;7;4;3;3;2;1;1
2019-04-24 20:16:59;132;55;32;10;7;4;3;3;2;1;1
2019-04-24 20:17:59;132;55;32;10;7;4;3;3;2;1;1
2019-04-24 20:18:58;132;55;32;10;7;4;3;3;2;1;1
2019-04-24 20:19:59;132;55;32;10;7;4;3;3;2;1;1
2019-04-24 20:20:59;132;55;32;10;7;4;3;3;2;1;1
2019-04-24 20:21:58;133;56;32;10;7;4;3;3;2;1;1
2019-04-24 20:22:59;133;56;32;10;7;4;3;3;2;1;1
2019-04-24 20:23:59;133;56;32;10;7;4;3;3;2;1;1
2019-04-24 20:24:58;133;56;32;10;7;4;3;3;2;1;1
2019-04-24 20:25:59;133;56;32;10;7;4;3;3;2;1;1
2019-04-24 20:26:59;133;56;32;10;7;4;3;3;2;1;1
2019-04-24 20:27:58;134;57;32;10;7;4;3;3;2;1;1
2019-04-24 20:28:59;134;57;32;10;7;4;3;3;2;1;1
2019-04-24 20:29:59;134;57;32;10;7;4;3;3;2;1;1
2019-04-24 20:30:58;134;57;32;10;7;4;3;3;2;1;1
2019-04-24 20:31:59;134;57;32;10;7;4;3;3;2;1;1
2019-04-24 20:33:00;134;57;32;10;7;4;3;3;2;1;1
2019-04-24 20:33:58;134;57;32;10;7;4;3;3;2;1;1
2019-04-24 20:34:59;134;57;32;10;7;4;3;3;2;1;1
2019-04-24 20:35:58;134;57;32;10;7;4;3;3;2;1;1
2019-04-24 20:36:59;135;58;32;10;7;4;3;3;2;1;1
2019-04-24 20:37:59;135;58;32;10;7;4;3;3;2;1;1
2019-04-24 20:38:58;136;59;32;10;7;4;3;3;2;1;1
2019-04-24 20:39:59;136;59;32;10;7;4;3;3;2;1;1
2019-04-24 20:40:59;136;59;32;10;7;4;3;3;2;1;1
2019-04-24 20:41:58;136;59;32;10;7;4;3;3;2;1;1
2019-04-24 20:42:59;136;59;32;10;7;4;3;3;2;1;1
2019-04-24 20:43:58;136;59;32;10;7;4;3;3;2;1;1
2019-04-24 20:44:59;136;59;32;10;7;4;3;3;2;1;1
2019-04-24 20:45:59;136;59;32;10;7;4;3;3;2;1;1
2019-04-24 20:46:58;136;59;32;10;7;4;3;3;2;1;1
2019-04-24 20:47:59;136;59;32;10;7;4;3;3;2;1;1
2019-04-24 20:48:59;136;59;32;10;7;4;3;3;2;1;1
2019-04-24 20:49:58;136;59;32;10;7;4;3;3;2;1;1
2019-04-24 20:50:59;136;59;32;10;7;4;3;3;2;1;1
2019-04-24 20:51:59;136;59;32;10;7;4;3;3;2;1;1
2019-04-24 20:52:58;137;59;33;10;7;4;3;3;2;1;1
2019-04-24 20:53:59;137;59;33;10;7;4;3;3;2;1;1
2019-04-24 20:54:59;137;59;33;10;7;4;3;3;2;1;1
2019-04-24 20:55:58;137;59;33;10;7;4;3;3;2;1;1
2019-04-24 20:56:59;138;60;33;10;7;4;3;3;2;1;1
2019-04-24 20:57:59;140;62;33;10;7;4;3;3;2;1;1
2019-04-24 20:58:58;140;62;33;10;7;4;3;3;2;1;1
2019-04-24 20:59:59;140;62;33;10;7;4;3;3;2;1;1
2019-04-24 21:00:58;140;62;33;10;7;4;3;3;2;1;1
2019-04-24 21:01:59;140;62;33;10;7;4;3;3;2;1;1
2019-04-24 21:02:59;140;62;33;10;7;4;3;3;2;1;1
2019-04-24 21:03:58;140;62;33;10;7;4;3;3;2;1;1
2019-04-24 21:04:59;140;62;33;10;7;4;3;3;2;1;1
2019-04-24 21:05:59;141;62;33;11;7;4;3;3;2;1;1
2019-04-24 21:06:58;141;62;34;10;7;4;3;3;2;1;1
2019-04-24 21:07:59;141;62;34;10;7;4;3;3;2;1;1
2019-04-24 21:08:59;141;62;34;10;7;4;3;3;2;1;1
2019-04-24 21:09:58;141;62;34;10;7;4;3;3;2;1;1
2019-04-24 21:10:59;141;62;34;10;7;4;3;3;2;1;1
2019-04-24 21:11:59;141;62;34;10;7;4;3;3;2;1;1
2019-04-24 21:12:58;141;62;34;10;7;4;3;3;2;1;1
2019-04-24 21:13:59;141;62;34;10;7;4;3;3;2;1;1
2019-04-24 21:14:59;141;62;34;10;7;4;3;3;2;1;1
2019-04-24 21:15:58;141;62;34;10;7;4;3;3;2;1;1
2019-04-24 21:16:59;141;62;34;10;7;4;3;3;2;1;1
2019-04-24 21:17:59;141;62;34;10;7;4;3;3;2;1;1
2019-04-24 21:18:58;141;62;34;10;7;4;3;3;2;1;1
2019-04-24 21:19:59;141;62;34;10;7;4;3;3;2;1;1
2019-04-24 21:20:59;141;62;34;10;7;4;3;3;2;1;1
2019-04-24 21:21:58;141;62;34;10;7;4;3;3;2;1;1
2019-04-24 21:22:59;141;62;34;10;7;4;3;3;2;1;1
2019-04-24 21:23:59;141;62;34;10;7;4;3;3;2;1;1
2019-04-24 21:24:58;141;62;34;10;7;4;3;3;2;1;1
2019-04-24 21:25:59;141;62;34;10;7;4;3;3;2;1;1
2019-04-24 21:26:59;141;62;34;10;7;4;3;3;2;1;1
2019-04-24 21:27:58;141;62;34;10;7;4;3;3;2;1;1
2019-04-24 21:28:59;141;62;34;10;7;4;3;3;2;1;1
2019-04-24 21:29:59;142;63;34;10;7;4;3;3;2;1;1
2019-04-24 21:30:58;142;63;34;10;7;4;3;3;2;1;1
2019-04-24 21:31:59;143;64;34;10;7;4;3;3;2;1;1
2019-04-24 21:32:58;143;64;34;10;7;4;3;3;2;1;1
2019-04-24 21:33:59;143;64;34;10;7;4;3;3;2;1;1
2019-04-24 21:34:59;143;64;34;10;7;4;3;3;2;1;1
2019-04-24 21:35:59;144;64;35;10;7;4;3;3;2;1;1
2019-04-24 21:36:59;144;64;35;10;7;4;3;3;2;1;1
2019-04-24 21:37:59;144;64;35;10;7;4;3;3;2;1;1
2019-04-24 21:38:58;144;64;35;10;7;4;3;3;2;1;1
2019-04-24 21:39:59;144;64;35;10;7;4;3;3;2;1;1
2019-04-24 21:40:58;145;64;36;10;7;4;3;3;2;1;1
2019-04-24 21:41:59;145;64;36;10;7;4;3;3;2;1;1
2019-04-24 21:42:59;145;64;36;10;7;4;3;3;2;1;1
2019-04-24 21:43:58;145;64;36;10;7;4;3;3;2;1;1
2019-04-24 21:44:59;145;64;36;10;7;4;3;3;2;1;1
2019-04-24 21:45:59;145;64;36;10;7;4;3;3;2;1;1
2019-04-24 21:46:58;145;64;36;10;7;4;3;3;2;1;1
2019-04-24 21:47:59;145;64;36;10;7;4;3;3;2;1;1
2019-04-24 21:48:59;145;64;36;10;7;4;3;3;2;1;1
2019-04-24 21:49:58;145;64;36;10;7;4;3;3;2;1;1
2019-04-24 21:50:59;145;64;36;10;7;4;3;3;2;1;1
2019-04-24 21:51:59;145;64;36;10;7;4;3;3;2;1;1
2019-04-24 21:52:58;145;64;36;10;7;4;3;3;2;1;1
2019-04-24 21:53:59;145;64;36;10;7;4;3;3;2;1;1
2019-04-24 21:54:59;145;64;36;10;7;4;3;3;2;1;1
2019-04-24 21:55:58;145;64;36;10;7;4;3;3;2;1;1
2019-04-24 21:56:59;145;64;36;10;7;4;3;3;2;1;1
2019-04-24 21:57:59;145;64;36;10;7;4;3;3;2;1;1
2019-04-24 21:58:58;146;64;37;10;7;4;3;3;2;1;1
2019-04-24 21:59:59;146;64;37;10;7;4;3;3;2;1;1
2019-04-24 22:00:58;147;64;38;10;7;4;3;3;2;1;1
2019-04-24 22:01:59;147;65;37;10;7;4;3;3;2;1;1
2019-04-24 22:02:59;147;65;37;10;7;4;3;3;2;1;1
2019-04-24 22:03:58;147;65;37;10;7;4;3;3;2;1;1
2019-04-24 22:04:59;147;65;37;10;7;4;3;3;2;1;1
2019-04-24 22:05:59;147;65;37;10;7;4;3;3;2;1;1
2019-04-24 22:06:58;147;65;37;10;7;4;3;3;2;1;1
2019-04-24 22:07:59;147;65;37;10;7;4;3;3;2;1;1
2019-04-24 22:08:59;147;65;37;10;7;4;3;3;2;1;1
2019-04-24 22:09:58;147;65;37;10;7;4;3;3;2;1;1
2019-04-24 22:10:59;147;65;37;10;7;4;3;3;2;1;1
2019-04-24 22:11:58;147;65;37;10;7;4;3;3;2;1;1
2019-04-24 22:12:59;148;65;38;10;7;4;3;3;2;1;1
2019-04-24 22:13:59;149;66;38;10;7;4;3;3;2;1;1
2019-04-24 22:14:58;149;66;38;10;7;4;3;3;2;1;1
2019-04-24 22:15:59;149;66;38;10;7;4;3;3;2;1;1
2019-04-24 22:16:58;149;66;38;10;7;4;3;3;2;1;1
2019-04-24 22:17:59;149;66;38;10;7;4;3;3;2;1;1
2019-04-24 22:18:59;149;66;38;10;7;4;3;3;2;1;1
2019-04-24 22:19:58;149;66;38;10;7;4;3;3;2;1;1
2019-04-24 22:20:59;149;66;38;10;7;4;3;3;2;1;1
2019-04-24 22:21:58;149;66;38;10;7;4;3;3;2;1;1
2019-04-24 22:22:59;149;66;38;10;7;4;3;3;2;1;1
2019-04-24 22:23:58;149;66;38;10;7;4;3;3;2;1;1
2019-04-24 22:24:59;149;66;38;10;7;4;3;3;2;1;1
2019-04-24 22:25:59;149;66;38;10;7;4;3;3;2;1;1
2019-04-24 22:26:58;149;66;38;10;7;4;3;3;2;1;1
2019-04-24 22:27:59;149;66;38;10;7;4;3;3;2;1;1
2019-04-24 22:28:59;149;66;38;10;7;4;3;3;2;1;1
2019-04-24 22:29:58;149;66;38;10;7;4;3;3;2;1;1
2019-04-24 22:30:59;149;66;38;10;7;4;3;3;2;1;1
2019-04-24 22:31:59;149;66;38;10;7;4;3;3;2;1;1
2019-04-24 22:32:58;149;66;38;10;7;4;3;3;2;1;1
2019-04-24 22:33:59;150;66;38;10;7;4;3;3;2;1;1
2019-04-24 22:34:58;150;66;38;10;7;4;3;3;2;1;1
2019-04-24 22:35:59;150;66;38;10;7;4;3;3;2;1;1
2019-04-24 22:37:00;150;66;38;10;7;4;3;3;2;1;1
2019-04-24 22:37:58;150;66;38;10;7;4;3;3;2;1;1
2019-04-24 22:38:59;150;66;38;10;7;4;3;3;2;1;1
2019-04-24 22:39:58;150;66;38;10;7;4;3;3;2;1;1
2019-04-24 22:40:59;150;66;38;10;7;4;3;3;2;1;1
2019-04-24 22:41:59;150;66;38;10;7;4;3;3;2;1;1
2019-04-24 22:42:59;151;66;39;10;7;4;3;3;2;1;1
2019-04-24 22:43:58;151;66;39;10;7;4;3;3;2;1;1
2019-04-24 22:44:59;151;66;39;10;7;4;3;3;2;1;1
2019-04-24 22:45:58;151;66;39;10;7;4;3;3;2;1;1
2019-04-24 22:46:59;151;66;39;10;7;4;3;3;2;1;1
2019-04-24 22:47:59;151;66;39;10;7;4;3;3;2;1;1
2019-04-24 22:48:59;151;66;39;10;7;4;3;3;2;1;1
2019-04-24 22:49:58;151;66;39;10;7;4;3;3;2;1;1
2019-04-24 22:50:59;151;66;39;10;7;4;3;3;2;1;1
2019-04-24 22:51:58;151;66;39;10;7;4;3;3;2;1;1
2019-04-24 22:52:59;151;66;39;10;7;4;3;3;2;1;1
2019-04-24 22:53:59;150;66;38;10;7;4;3;3;2;1;1
2019-04-24 22:54:58;150;66;38;10;7;4;3;3;2;1;1
2019-04-24 22:55:59;150;66;38;10;7;4;3;3;2;1;1
2019-04-24 22:56:59;151;67;38;10;7;4;3;3;2;1;1
2019-04-24 22:57:58;151;67;38;10;7;4;3;3;2;1;1
2019-04-24 22:58:59;151;67;38;10;7;4;3;3;2;1;1
2019-04-24 22:59:59;151;67;38;10;7;4;3;3;2;1;1
2019-04-24 23:00:58;151;67;38;10;7;4;3;3;2;1;1
2019-04-24 23:01:59;151;67;38;10;7;4;3;3;2;1;1
2019-04-24 23:02:58;151;67;38;10;7;4;3;3;2;1;1
2019-04-24 23:03:59;151;67;38;10;7;4;3;3;2;1;1
2019-04-24 23:04:59;151;67;38;10;7;4;3;3;2;1;1
2019-04-24 23:05:58;151;67;38;10;7;4;3;3;2;1;1
2019-04-24 23:06:59;151;67;38;10;7;4;3;3;2;1;1
2019-04-24 23:07:59;151;67;38;10;7;4;3;3;2;1;1
2019-04-24 23:08:59;151;67;38;10;7;4;3;3;2;1;1
2019-04-24 23:09:58;151;67;38;10;7;4;3;3;2;1;1
2019-04-24 23:10:59;151;67;38;10;7;4;3;3;2;1;1
2019-04-24 23:11:59;151;67;38;10;7;4;3;3;2;1;1
2019-04-24 23:12:58;151;67;38;10;7;4;3;3;2;1;1
2019-04-24 23:13:59;151;67;38;10;7;4;3;3;2;1;1
2019-04-24 23:14:59;151;67;38;10;7;4;3;3;2;1;1
2019-04-24 23:15:58;151;67;38;10;7;4;3;3;2;1;1
2019-04-24 23:16:59;151;67;38;10;7;4;3;3;2;1;1
2019-04-24 23:17:59;151;67;38;10;7;4;3;3;2;1;1
2019-04-24 23:18:58;151;67;38;10;7;4;3;3;2;1;1
2019-04-24 23:19:59;151;67;38;10;7;4;3;3;2;1;1
2019-04-24 23:20:59;151;67;38;10;7;4;3;3;2;1;1
2019-04-24 23:21:59;151;67;38;10;7;4;3;3;2;1;1
2019-04-24 23:22:59;151;67;38;10;7;4;3;3;2;1;1
2019-04-24 23:23:59;151;67;38;10;7;4;3;3;2;1;1
2019-04-24 23:24:58;152;68;38;10;7;4;3;3;2;1;1
2019-04-24 23:25:59;153;68;38;10;7;4;3;3;2;1;1
2019-04-24 23:26:59;153;68;38;10;7;4;3;3;2;1;1
2019-04-24 23:27:58;153;68;38;10;7;4;3;3;2;1;1
2019-04-24 23:28:59;153;68;38;10;7;4;3;3;2;1;1
2019-04-24 23:29:59;153;68;38;10;7;4;3;3;2;1;1
2019-04-24 23:30:58;153;68;38;10;7;4;3;3;2;1;1
2019-04-24 23:31:59;153;68;38;10;7;4;3;3;2;1;1
2019-04-24 23:32:58;153;68;38;10;7;4;3;3;2;1;1
2019-04-24 23:33:59;153;68;38;10;7;4;3;3;2;1;1
2019-04-24 23:35:00;153;68;38;10;7;4;3;3;2;1;1
2019-04-24 23:35:58;153;68;38;10;7;4;3;3;2;1;1
2019-04-24 23:36:59;153;68;38;10;7;4;3;3;2;1;1
2019-04-24 23:37:58;153;68;38;10;7;4;3;3;2;1;1
2019-04-24 23:38:59;153;68;38;10;7;4;3;3;2;1;1
2019-04-24 23:39:59;153;68;38;10;7;4;3;3;2;1;1
2019-04-24 23:40:58;153;68;38;10;7;4;3;3;2;1;1
2019-04-24 23:41:59;153;68;38;10;7;4;3;3;2;1;1
2019-04-24 23:42:59;153;68;38;10;7;4;3;3;2;1;1
2019-04-24 23:43:58;153;68;38;10;7;4;3;3;2;1;1
2019-04-24 23:44:59;153;68;38;10;7;4;3;3;2;1;1
2019-04-24 23:45:59;153;68;38;10;7;4;3;3;2;1;1
2019-04-24 23:46:58;153;68;38;10;7;4;3;3;2;1;1
2019-04-24 23:47:59;153;68;38;10;7;4;3;3;2;1;1
2019-04-24 23:48:58;153;68;38;10;7;4;3;3;2;1;1
2019-04-24 23:49:59;153;68;38;10;7;4;3;3;2;1;1
2019-04-24 23:50:59;153;68;38;10;7;4;3;3;2;1;1
2019-04-24 23:51:58;153;68;38;10;7;4;3;3;2;1;1
2019-04-24 23:52:59;153;68;38;10;7;4;3;3;2;1;1
2019-04-24 23:53:59;153;68;38;10;7;4;3;3;2;1;1
2019-04-24 23:54:58;153;68;38;10;7;4;3;3;2;1;1
2019-04-24 23:55:59;152;67;38;10;7;4;3;3;2;1;1
2019-04-24 23:57:00;152;67;38;10;7;4;3;3;2;1;1
2019-04-24 23:57:58;152;67;38;10;7;4;3;3;2;1;1
2019-04-24 23:58:59;152;67;38;10;7;4;3;3;2;1;1
2019-04-24 23:59:59;152;67;38;10;7;4;3;3;2;1;1
