datetime;total_votes;nenastja;SuokSuok;Wiedemann;voklo;bigmouse;DrumBox;ielarud;rockamark;reasonspace;am_vrn
2019-08-28 09:20:59;70;22;7;8;8;4;5;2;2;2;2
2019-08-28 09:21:58;70;22;7;8;8;4;5;2;2;2;2
2019-08-28 09:22:59;71;23;7;8;8;4;5;2;2;2;2
2019-08-28 09:23:59;71;23;7;8;8;4;5;2;2;2;2
2019-08-28 09:24:58;71;23;7;8;8;4;5;2;2;2;2
2019-08-28 09:25:59;71;23;7;8;8;4;5;2;2;2;2
2019-08-28 09:26:59;71;23;7;8;8;4;5;2;2;2;2
2019-08-28 09:27:59;72;23;7;8;8;4;5;2;3;2;2
2019-08-28 09:28:58;72;23;7;8;8;4;5;2;3;2;2
2019-08-28 09:29:59;72;23;7;8;8;4;5;2;3;2;2
2019-08-28 09:30:59;72;23;7;8;8;4;5;2;3;2;2
2019-08-28 09:31:58;72;23;7;8;8;4;5;2;3;2;2
2019-08-28 09:32:59;72;23;7;8;8;4;5;2;3;2;2
2019-08-28 09:33:59;72;23;7;8;8;4;5;2;3;2;2
2019-08-28 09:34:59;72;23;7;8;8;4;5;2;3;2;2
2019-08-28 09:35:58;73;24;7;8;8;4;5;2;3;2;2
2019-08-28 09:36:59;73;24;7;8;8;4;5;2;3;2;2
2019-08-28 09:37:59;75;24;8;8;8;4;6;2;3;2;2
2019-08-28 09:38:59;75;24;8;8;8;4;6;2;3;2;2
2019-08-28 09:39:58;75;24;8;8;8;4;6;2;3;2;2
2019-08-28 09:40:59;75;24;8;8;8;4;6;2;3;2;2
2019-08-28 09:41:59;76;25;8;8;8;4;6;2;3;2;2
2019-08-28 09:42:59;76;25;8;8;8;4;6;2;3;2;2
2019-08-28 09:43:58;76;25;8;8;8;4;6;2;3;2;2
2019-08-28 09:44:59;77;25;8;8;8;4;6;3;3;2;2
2019-08-28 09:45:59;78;26;8;8;8;4;6;3;3;2;2
2019-08-28 09:46:58;78;26;8;8;8;4;6;3;3;2;2
2019-08-28 09:47:59;78;26;8;8;8;4;6;3;3;2;2
2019-08-28 09:48:59;78;26;8;8;8;4;6;3;3;2;2
2019-08-28 09:49:59;78;26;8;8;8;4;6;3;3;2;2
2019-08-28 09:50:58;78;26;8;8;8;4;6;3;3;2;2
2019-08-28 09:51:59;78;26;8;8;8;4;6;3;3;2;2
2019-08-28 09:53:00;78;26;8;8;8;4;6;3;3;2;2
2019-08-28 09:53:58;78;26;8;8;8;4;6;3;3;2;2
2019-08-28 09:54:59;78;26;8;8;8;4;6;3;3;2;2
2019-08-28 09:55:59;79;26;8;8;8;4;6;3;3;2;2
2019-08-28 09:56:58;79;26;8;8;8;4;6;3;3;2;2
2019-08-28 09:57:59;79;26;8;8;8;4;6;3;3;2;2
2019-08-28 09:58:59;79;26;8;8;8;4;6;3;3;2;2
2019-08-28 09:59:58;79;26;8;8;8;4;6;3;3;2;2
2019-08-28 10:00:59;79;26;8;8;8;4;6;3;3;2;2
2019-08-28 10:01:59;79;26;8;8;8;4;6;3;3;2;2
2019-08-28 10:02:59;79;26;8;8;8;4;6;3;3;2;2
2019-08-28 10:03:59;79;26;8;8;8;4;6;3;3;2;2
2019-08-28 10:04:58;79;26;8;8;8;4;6;3;3;2;2
2019-08-28 10:05:59;79;26;8;8;8;4;6;3;3;2;2
2019-08-28 10:06:59;79;26;8;8;8;4;6;3;3;2;2
2019-08-28 10:07:58;79;26;8;8;8;4;6;3;3;2;2
2019-08-28 10:08:59;79;26;8;8;8;4;6;3;3;2;2
2019-08-28 10:09:59;79;26;8;8;8;4;6;3;3;2;2
2019-08-28 10:10:58;80;27;8;8;8;4;6;3;3;2;2
2019-08-28 10:11:59;80;27;8;8;8;4;6;3;3;2;2
2019-08-28 10:12:59;80;27;8;8;8;4;6;3;3;2;2
2019-08-28 10:13:59;80;27;8;8;8;4;6;3;3;2;2
2019-08-28 10:14:58;80;27;8;8;8;4;6;3;3;2;2
2019-08-28 10:15:59;80;27;8;8;8;4;6;3;3;2;2
2019-08-28 10:16:59;80;27;8;8;8;4;6;3;3;2;2
2019-08-28 10:17:59;80;27;8;8;8;4;6;3;3;2;2
2019-08-28 10:18:58;80;27;8;8;8;4;6;3;3;2;2
2019-08-28 10:19:59;80;27;8;8;8;4;6;3;3;2;2
2019-08-28 10:20:59;80;27;8;8;8;4;6;3;3;2;2
2019-08-28 10:21:59;80;27;8;8;8;4;6;3;3;2;2
2019-08-28 10:22:58;81;28;8;8;8;4;6;3;3;2;2
2019-08-28 10:23:59;81;28;8;8;8;4;6;3;3;2;2
2019-08-28 10:24:59;82;28;9;8;8;4;6;3;3;2;2
2019-08-28 10:25:59;83;28;9;8;8;4;6;3;3;2;2
2019-08-28 10:26:58;84;28;9;9;8;4;6;3;3;2;2
2019-08-28 10:27:59;84;28;9;9;8;4;6;3;3;2;2
2019-08-28 10:28:59;85;29;9;9;8;4;6;3;3;2;2
2019-08-28 10:29:59;85;29;9;9;8;4;6;3;3;2;2
2019-08-28 10:30:58;85;29;9;9;8;4;6;3;3;2;2
2019-08-28 10:31:59;85;29;9;9;8;4;6;3;3;2;2
2019-08-28 10:32:59;85;29;9;9;8;4;6;3;3;2;2
2019-08-28 10:33:59;85;29;9;9;8;4;6;3;3;2;2
2019-08-28 10:34:58;86;30;9;9;8;4;6;3;3;2;2
2019-08-28 10:35:59;86;30;9;9;8;4;6;3;3;2;2
2019-08-28 10:36:59;86;30;9;9;8;4;6;3;3;2;2
2019-08-28 10:37:58;86;30;9;9;8;4;6;3;3;2;2
2019-08-28 10:38:59;86;30;9;9;8;4;6;3;3;2;2
2019-08-28 10:39:59;87;30;10;9;8;4;6;3;3;2;2
2019-08-28 10:40:59;87;30;10;9;8;4;6;3;3;2;2
2019-08-28 10:41:58;87;30;10;9;8;4;6;3;3;2;2
2019-08-28 10:42:59;87;30;10;9;8;4;6;3;3;2;2
2019-08-28 10:43:59;87;30;10;9;8;4;6;3;3;2;2
2019-08-28 10:44:59;88;30;10;10;8;4;6;3;3;2;2
2019-08-28 10:45:58;88;30;10;10;8;4;6;3;3;2;2
2019-08-28 10:46:59;88;30;10;10;8;4;6;3;3;2;2
2019-08-28 10:47:59;88;30;10;10;8;4;6;3;3;2;2
2019-08-28 10:48:59;88;30;10;10;8;4;6;3;3;2;2
2019-08-28 10:49:58;88;30;10;10;8;4;6;3;3;2;2
2019-08-28 10:50:59;88;30;10;10;8;4;6;3;3;2;2
2019-08-28 10:51:59;89;30;10;10;8;4;6;3;3;2;2
2019-08-28 10:52:59;89;30;10;10;8;4;6;3;3;2;2
2019-08-28 10:53:58;89;30;10;10;8;4;6;3;3;2;2
2019-08-28 10:54:59;90;30;11;10;8;4;6;3;3;2;2
2019-08-28 10:55:59;90;30;11;10;8;4;6;3;3;2;2
2019-08-28 10:56:58;91;31;11;10;8;4;6;3;3;2;2
2019-08-28 10:57:59;91;31;11;10;8;4;6;3;3;2;2
2019-08-28 10:58:59;91;31;11;10;8;4;6;3;3;2;2
2019-08-28 10:59:59;91;31;11;10;8;4;6;3;3;2;2
2019-08-28 11:00:58;92;32;11;10;8;4;6;3;3;2;2
2019-08-28 11:01:59;92;32;11;10;8;4;6;3;3;2;2
2019-08-28 11:02:59;92;32;11;10;8;4;6;3;3;2;2
2019-08-28 11:03:59;93;32;11;10;8;4;7;3;3;2;2
2019-08-28 11:04:58;93;32;11;10;8;4;7;3;3;2;2
2019-08-28 11:05:59;93;32;11;10;8;4;7;3;3;2;2
2019-08-28 11:06:59;93;32;11;10;8;4;7;3;3;2;2
2019-08-28 11:07:59;93;32;11;10;8;4;7;3;3;2;2
2019-08-28 11:08:58;93;32;11;10;8;4;7;3;3;2;2
2019-08-28 11:09:59;93;32;11;10;8;4;7;3;3;2;2
2019-08-28 11:10:59;93;32;11;10;8;4;7;3;3;2;2
2019-08-28 11:11:59;93;32;11;10;8;4;7;3;3;2;2
2019-08-28 11:12:58;93;32;11;10;8;4;7;3;3;2;2
2019-08-28 11:13:59;93;32;11;10;8;4;7;3;3;2;2
2019-08-28 11:14:59;93;32;11;10;8;4;7;3;3;2;2
2019-08-28 11:15:59;93;32;11;10;8;4;7;3;3;2;2
2019-08-28 11:16:58;93;32;11;10;8;4;7;3;3;2;2
2019-08-28 11:17:59;93;32;11;10;8;4;7;3;3;2;2
2019-08-28 11:18:59;93;32;11;10;8;4;7;3;3;2;2
2019-08-28 11:19:58;93;32;11;10;8;4;7;3;3;2;2
2019-08-28 11:20:59;93;32;11;10;8;4;7;3;3;2;2
2019-08-28 11:21:59;93;32;11;10;8;4;7;3;3;2;2
2019-08-28 11:22:59;93;32;11;10;8;4;7;3;3;2;2
2019-08-28 11:23:58;93;32;11;10;8;4;7;3;3;2;2
2019-08-28 11:24:59;93;32;11;10;8;4;7;3;3;2;2
2019-08-28 11:25:59;93;32;11;10;8;4;7;3;3;2;2
2019-08-28 11:26:58;93;32;11;10;8;4;7;3;3;2;2
2019-08-28 11:27:59;93;32;11;10;8;4;7;3;3;2;2
2019-08-28 11:28:59;93;32;11;10;8;4;7;3;3;2;2
2019-08-28 11:29:59;96;34;11;10;8;4;7;3;3;2;2
2019-08-28 11:30:58;96;34;11;10;8;4;7;3;3;2;2
2019-08-28 11:31:59;96;34;11;10;8;4;7;3;3;2;2
2019-08-28 11:32:59;96;34;11;10;8;4;7;3;3;2;2
2019-08-28 11:33:58;97;34;12;10;8;4;7;3;3;2;2
2019-08-28 11:34:59;97;34;12;10;8;4;7;3;3;2;2
2019-08-28 11:35:59;97;34;12;10;8;4;7;3;3;2;2
2019-08-28 11:36:58;97;34;12;10;8;4;7;3;3;2;2
2019-08-28 11:37:59;98;34;12;11;8;4;7;3;3;2;2
2019-08-28 11:38:59;99;34;12;11;8;4;7;3;3;2;2
2019-08-28 11:39:59;100;35;12;11;8;4;7;3;3;2;2
2019-08-28 11:40:58;100;35;12;11;8;4;7;3;3;2;2
2019-08-28 11:41:59;100;35;12;11;8;4;7;3;3;2;2
2019-08-28 11:42:59;101;35;13;11;8;4;7;3;3;2;2
2019-08-28 11:43:58;101;35;13;11;8;4;7;3;3;2;2
2019-08-28 11:44:59;101;35;13;11;8;4;7;3;3;2;2
2019-08-28 11:45:59;101;35;13;11;8;4;7;3;3;2;2
2019-08-28 11:46:59;101;35;13;11;8;4;7;3;3;2;2
2019-08-28 11:47:58;102;36;14;11;8;4;7;3;2;2;2
2019-08-28 11:48:59;102;36;14;11;8;4;7;3;2;2;2
2019-08-28 11:49:59;103;36;14;11;8;4;7;3;2;2;2
2019-08-28 11:50:58;103;36;14;11;8;4;7;3;2;2;2
2019-08-28 11:51:59;103;36;14;11;8;4;7;3;2;2;2
2019-08-28 11:52:59;103;36;14;11;8;4;7;3;2;2;2
2019-08-28 11:53:59;103;36;14;11;8;4;7;3;2;2;2
2019-08-28 11:54:58;104;36;15;11;8;4;7;3;2;2;2
2019-08-28 11:55:59;104;36;15;11;8;4;7;3;2;2;2
2019-08-28 11:56:59;104;36;15;11;8;4;7;3;2;2;2
2019-08-28 11:57:59;104;36;15;11;8;4;7;3;2;2;2
2019-08-28 11:58:58;103;36;15;11;8;4;7;3;2;2;2
2019-08-28 11:59:59;103;36;15;11;8;4;7;3;2;2;2
2019-08-28 12:00:59;104;36;16;11;8;4;7;3;2;2;2
2019-08-28 12:01:58;104;36;16;11;8;4;7;3;2;2;2
2019-08-28 12:02:59;104;36;16;11;8;4;7;3;2;2;2
2019-08-28 12:03:59;105;36;16;11;9;4;7;3;2;2;2
2019-08-28 12:04:59;105;36;16;11;9;4;7;3;2;2;2
2019-08-28 12:05:58;105;36;16;11;9;4;7;3;2;2;2
2019-08-28 12:06:59;106;36;17;11;9;4;7;3;2;2;2
2019-08-28 12:07:59;106;36;17;11;9;4;7;3;2;2;2
2019-08-28 12:08:58;106;37;17;10;9;4;7;3;2;2;2
2019-08-28 12:09:59;106;37;17;10;9;4;7;3;2;2;2
2019-08-28 12:10:59;106;37;17;10;9;4;7;3;2;2;2
2019-08-28 12:11:58;107;37;18;10;9;4;7;3;2;2;2
2019-08-28 12:12:59;107;37;18;10;9;4;7;3;2;2;2
2019-08-28 12:13:59;107;37;18;10;9;4;7;3;2;2;2
2019-08-28 12:14:59;107;37;18;10;9;4;7;3;2;2;2
2019-08-28 12:15:58;107;37;18;10;9;4;7;3;2;2;2
2019-08-28 12:16:59;107;37;18;10;9;4;7;3;2;2;2
2019-08-28 12:17:59;107;37;18;10;9;4;7;3;2;2;2
2019-08-28 12:19:00;108;37;19;10;9;4;7;3;2;2;2
2019-08-28 12:19:58;108;37;19;10;9;4;7;3;2;2;2
2019-08-28 12:20:59;108;37;19;10;9;4;7;3;2;2;2
2019-08-28 12:21:59;108;37;19;10;9;4;7;3;2;2;2
2019-08-28 12:22:58;108;37;19;10;9;4;7;3;2;2;2
2019-08-28 12:23:59;108;37;19;10;9;4;7;3;2;2;2
2019-08-28 12:24:59;108;37;19;10;9;4;7;3;2;2;2
2019-08-28 12:25:59;109;38;19;10;9;4;7;3;2;2;2
2019-08-28 12:26:58;110;38;19;10;9;4;7;3;2;2;2
2019-08-28 12:27:59;110;38;19;10;9;4;7;3;2;2;2
2019-08-28 12:28:59;110;38;19;10;9;4;7;3;2;2;2
2019-08-28 12:29:59;110;38;19;10;9;4;7;3;2;2;2
2019-08-28 12:30:58;111;38;19;10;9;4;7;3;2;2;2
2019-08-28 12:31:59;111;38;19;10;9;4;7;3;2;2;2
2019-08-28 12:32:59;111;38;19;10;9;4;7;3;2;2;2
2019-08-28 12:33:58;111;38;19;10;9;4;7;3;2;2;2
2019-08-28 12:34:59;111;38;19;10;9;4;7;3;2;2;2
2019-08-28 12:35:59;111;38;19;10;9;4;7;3;2;2;2
2019-08-28 12:36:59;111;38;19;10;9;4;7;3;2;2;2
2019-08-28 12:37:58;111;38;19;10;9;4;7;3;2;2;2
2019-08-28 12:38:59;111;38;19;10;9;4;7;3;2;2;2
2019-08-28 12:39:59;112;38;20;10;9;4;7;3;2;2;2
2019-08-28 12:40:58;112;38;20;10;9;4;7;3;2;2;2
2019-08-28 12:41:59;113;38;20;10;9;4;7;3;2;2;2
2019-08-28 12:42:59;113;38;20;10;9;4;7;3;2;2;2
2019-08-28 12:43:59;113;38;20;10;9;4;7;3;2;2;2
2019-08-28 12:44:58;113;38;20;10;9;4;7;3;2;2;2
2019-08-28 12:45:59;113;38;20;10;9;4;7;3;2;2;2
2019-08-28 12:46:59;113;38;20;10;9;4;7;3;2;2;2
2019-08-28 12:47:59;113;38;20;10;9;4;7;3;2;2;2
2019-08-28 12:48:58;114;38;21;10;9;4;7;3;2;2;2
2019-08-28 12:49:59;114;38;21;10;9;4;7;3;2;2;2
2019-08-28 12:50:59;114;38;21;10;9;4;7;3;2;2;2
2019-08-28 12:51:59;114;38;21;10;9;4;7;3;2;2;2
2019-08-28 12:52:58;114;38;21;10;9;4;7;3;2;2;2
2019-08-28 12:53:59;114;38;21;10;9;4;7;3;2;2;2
2019-08-28 12:54:59;114;38;21;10;9;4;7;3;2;2;2
2019-08-28 12:55:59;114;38;21;10;9;4;7;3;2;2;2
2019-08-28 12:56:58;114;38;21;10;9;4;7;3;2;2;2
2019-08-28 12:57:59;115;38;22;10;9;4;7;3;2;2;2
2019-08-28 12:58:59;116;38;22;10;9;4;7;3;2;2;2
2019-08-28 12:59:59;116;38;22;10;9;4;7;3;2;2;2
2019-08-28 13:00:58;116;38;22;10;9;4;7;3;2;2;2
2019-08-28 13:01:59;117;38;23;10;9;4;7;3;2;2;2
2019-08-28 13:02:59;117;38;23;10;9;4;7;3;2;2;2
2019-08-28 13:03:59;117;38;23;10;9;4;7;3;2;2;2
2019-08-28 13:04:58;117;38;23;10;9;4;7;3;2;2;2
2019-08-28 13:05:59;117;38;23;10;9;4;7;3;2;2;2
2019-08-28 13:06:59;117;38;23;10;9;4;7;3;2;2;2
2019-08-28 13:07:58;117;38;23;10;9;4;7;3;2;2;2
2019-08-28 13:08:59;117;38;23;10;9;4;7;3;2;2;2
2019-08-28 13:09:59;117;38;23;10;9;4;7;3;2;2;2
2019-08-28 13:10:59;117;38;23;10;9;4;7;3;2;2;2
2019-08-28 13:11:58;117;38;23;10;9;4;7;3;2;2;2
2019-08-28 13:12:59;117;38;23;10;9;4;7;3;2;2;2
2019-08-28 13:13:59;117;38;23;10;9;4;7;3;2;2;2
2019-08-28 13:14:59;117;38;23;10;9;4;7;3;2;2;2
2019-08-28 13:15:58;117;38;23;10;9;4;7;3;2;2;2
2019-08-28 13:16:59;117;38;23;10;9;4;7;3;2;2;2
2019-08-28 13:17:59;117;38;23;10;9;4;7;3;2;2;2
2019-08-28 13:18:59;117;38;23;10;9;4;7;3;2;2;2
2019-08-28 13:19:58;117;38;23;10;9;4;7;3;2;2;2
2019-08-28 13:20:59;117;38;23;10;9;4;7;3;2;2;2
2019-08-28 13:21:59;117;38;23;10;9;4;7;3;2;2;2
2019-08-28 13:22:59;117;38;23;10;9;4;7;3;2;2;2
2019-08-28 13:23:58;117;38;23;10;9;4;7;3;2;2;2
2019-08-28 13:24:59;117;38;23;10;9;4;7;3;2;2;2
2019-08-28 13:25:59;117;38;23;10;9;4;7;3;2;2;2
2019-08-28 13:26:59;117;38;23;10;9;4;7;3;2;2;2
2019-08-28 13:27:58;117;38;23;10;9;4;7;3;2;2;2
2019-08-28 13:28:59;118;38;23;10;9;4;8;3;2;2;2
2019-08-28 13:29:59;119;38;23;10;9;5;8;3;2;2;2
2019-08-28 13:30:58;119;38;23;10;9;5;8;3;2;2;2
2019-08-28 13:31:59;119;38;23;10;9;5;8;3;2;2;2
2019-08-28 13:32:59;120;39;23;10;9;5;8;3;2;2;2
2019-08-28 13:33:59;120;39;23;10;9;5;8;3;2;2;2
2019-08-28 13:34:58;120;39;23;10;9;5;8;3;2;2;2
2019-08-28 13:35:59;121;40;23;10;9;5;8;3;2;2;2
2019-08-28 13:36:59;121;40;23;10;9;5;8;3;2;2;2
2019-08-28 13:37:59;121;40;23;10;9;5;8;3;2;2;2
2019-08-28 13:38:58;121;40;23;10;9;5;8;3;2;2;2
2019-08-28 13:39:59;122;40;23;10;9;6;8;3;2;2;2
2019-08-28 13:40:59;122;40;23;10;9;6;8;3;2;2;2
2019-08-28 13:41:59;122;40;23;10;9;6;8;3;2;2;2
2019-08-28 13:42:58;122;40;23;10;9;6;8;3;2;2;2
2019-08-28 13:43:59;122;40;23;10;9;6;8;3;2;2;2
2019-08-28 13:44:59;122;40;23;10;9;6;8;3;2;2;2
2019-08-28 13:45:59;122;40;23;10;9;6;8;3;2;2;2
2019-08-28 13:46:58;122;40;23;10;9;6;8;3;2;2;2
2019-08-28 13:47:59;122;40;23;10;9;6;8;3;2;2;2
2019-08-28 13:48:59;122;40;23;10;9;6;8;3;2;2;2
2019-08-28 13:49:59;122;40;23;10;9;6;8;3;2;2;2
2019-08-28 13:50:58;122;40;23;10;9;6;8;3;2;2;2
2019-08-28 13:51:59;122;40;23;10;9;6;8;3;2;2;2
2019-08-28 13:52:59;122;40;23;10;9;6;8;3;2;2;2
2019-08-28 13:53:59;122;40;23;10;9;6;8;3;2;2;2
2019-08-28 13:54:58;123;40;24;10;9;6;8;3;2;2;2
2019-08-28 13:55:59;123;40;24;10;9;6;8;3;2;2;2
2019-08-28 13:56:59;123;40;24;10;9;6;8;3;2;2;2
2019-08-28 13:57:59;123;40;24;10;9;6;8;3;2;2;2
2019-08-28 13:58:58;123;40;24;10;9;6;8;3;2;2;2
2019-08-28 13:59:59;123;40;24;10;9;6;8;3;2;2;2
2019-08-28 14:00:59;123;40;24;10;9;6;8;3;2;2;2
2019-08-28 14:01:58;123;40;24;10;9;6;8;3;2;2;2
2019-08-28 14:02:59;123;40;24;10;9;6;8;3;2;2;2
2019-08-28 14:03:59;123;40;24;10;9;6;8;3;2;2;2
2019-08-28 14:04:58;123;40;24;10;9;6;8;3;2;2;2
2019-08-28 14:05:59;123;40;24;10;9;6;8;3;2;2;2
2019-08-28 14:06:59;124;40;25;10;9;6;8;3;2;2;2
2019-08-28 14:07:59;125;40;26;10;9;6;8;3;2;2;2
2019-08-28 14:08:58;125;40;26;10;9;6;8;3;2;2;2
2019-08-28 14:09:59;125;40;26;10;9;6;8;3;2;2;2
2019-08-28 14:10:59;126;40;26;10;9;7;8;3;2;2;2
2019-08-28 14:11:59;127;40;27;10;9;7;8;3;2;2;2
2019-08-28 14:12:58;127;40;27;10;9;7;8;3;2;2;2
2019-08-28 14:13:59;127;40;27;10;9;7;8;3;2;2;2
2019-08-28 14:14:59;127;40;27;10;9;7;8;3;2;2;2
2019-08-28 14:15:58;127;40;27;10;9;7;8;3;2;2;2
2019-08-28 14:16:59;128;40;28;10;9;7;8;3;2;2;2
2019-08-28 14:17:59;128;40;28;10;9;7;8;3;2;2;2
2019-08-28 14:18:59;129;41;28;10;9;7;8;3;2;2;2
2019-08-28 14:19:58;129;41;28;10;9;7;8;3;2;2;2
2019-08-28 14:20:59;129;41;28;10;9;7;8;3;2;2;2
2019-08-28 14:21:59;129;41;28;10;9;7;8;3;2;2;2
2019-08-28 14:23:00;129;41;28;10;9;7;8;3;2;2;2
2019-08-28 14:23:58;129;41;28;10;9;7;8;3;2;2;2
2019-08-28 14:24:59;129;41;28;10;9;7;8;3;2;2;2
2019-08-28 14:25:59;129;41;28;10;9;7;8;3;2;2;2
2019-08-28 14:26:58;129;41;28;10;9;7;8;3;2;2;2
2019-08-28 14:27:59;129;41;28;10;9;7;8;3;2;2;2
2019-08-28 14:28:59;129;41;28;10;9;7;8;3;2;2;2
2019-08-28 14:29:59;129;41;28;10;9;7;8;3;2;2;2
2019-08-28 14:30:58;129;41;28;10;9;7;8;3;2;2;2
2019-08-28 14:31:59;129;41;28;10;9;7;8;3;2;2;2
2019-08-28 14:32:59;129;41;28;10;9;7;8;3;2;2;2
2019-08-28 14:33:58;129;41;28;10;9;7;8;3;2;2;2
2019-08-28 14:34:59;129;41;28;10;9;7;8;3;2;2;2
2019-08-28 14:35:59;129;41;28;10;9;7;8;3;2;2;2
2019-08-28 14:36:59;129;41;28;10;9;7;8;3;2;2;2
2019-08-28 14:37:58;129;41;28;10;9;7;8;3;2;2;2
2019-08-28 14:38:59;129;41;28;10;9;7;8;3;2;2;2
2019-08-28 14:39:59;130;41;28;10;10;7;8;3;2;2;2
2019-08-28 14:40:59;130;41;28;10;10;7;8;3;2;2;2
2019-08-28 14:41:58;130;41;28;10;10;7;8;3;2;2;2
2019-08-28 14:42:59;130;41;28;10;10;7;8;3;2;2;2
2019-08-28 14:43:59;130;41;28;10;10;7;8;3;2;2;2
2019-08-28 14:44:58;130;41;28;10;10;7;8;3;2;2;2
2019-08-28 14:45:59;130;41;28;10;10;7;8;3;2;2;2
2019-08-28 14:46:59;131;41;28;10;10;7;8;3;2;2;3
2019-08-28 14:47:59;131;41;28;10;10;7;8;3;2;2;3
2019-08-28 14:48:59;131;41;28;10;10;7;8;3;2;2;3
2019-08-28 14:49:58;131;41;28;10;10;7;8;3;2;2;3
2019-08-28 14:50:59;131;41;28;10;10;7;8;3;2;2;3
2019-08-28 14:51:59;132;42;28;10;10;7;8;3;2;2;3
2019-08-28 14:52:59;133;42;29;10;10;7;8;3;2;2;3
2019-08-28 14:53:58;133;42;29;10;10;7;8;3;2;2;3
2019-08-28 14:54:59;133;42;29;10;10;7;8;3;2;2;3
2019-08-28 14:55:59;133;42;29;10;10;7;8;3;2;2;3
2019-08-28 14:56:59;133;42;30;10;10;6;8;3;2;2;3
2019-08-28 14:57:58;133;42;31;10;9;6;8;3;2;2;3
2019-08-28 14:58:59;134;42;31;10;9;7;8;3;2;2;3
2019-08-28 14:59:59;134;42;31;10;9;7;8;3;2;2;3
2019-08-28 15:00:58;135;42;32;10;9;7;8;3;2;2;3
2019-08-28 15:01:59;136;42;33;10;9;7;8;3;2;2;3
2019-08-28 15:02:59;138;42;34;10;9;7;8;3;3;2;3
2019-08-28 15:03:59;138;42;34;10;9;7;8;3;3;2;3
2019-08-28 15:04:58;138;42;34;10;9;7;8;3;3;2;3
2019-08-28 15:05:59;138;42;34;10;9;7;8;3;3;2;3
2019-08-28 15:06:59;138;42;34;10;9;7;8;3;3;2;3
2019-08-28 15:07:59;138;42;34;10;9;7;8;3;3;2;3
2019-08-28 15:08:58;138;42;34;10;9;7;8;3;3;2;3
2019-08-28 15:09:59;138;42;34;10;9;7;8;3;3;2;3
2019-08-28 15:10:59;139;43;34;10;9;7;8;3;3;2;3
2019-08-28 15:12:00;139;43;34;10;9;7;8;3;3;2;3
2019-08-28 15:12:58;140;44;34;10;9;7;8;3;3;2;3
2019-08-28 15:13:59;140;44;34;10;9;7;8;3;3;2;3
2019-08-28 15:14:59;140;44;34;10;9;7;8;3;3;2;3
2019-08-28 15:15:58;140;44;34;10;9;7;8;3;3;2;3
2019-08-28 15:16:59;140;44;34;10;9;7;8;3;3;2;3
2019-08-28 15:17:59;140;44;34;10;9;7;8;3;3;2;3
2019-08-28 15:18:59;140;44;34;10;9;7;8;3;3;2;3
2019-08-28 15:19:58;140;44;34;10;9;7;8;3;3;2;3
2019-08-28 15:20:59;140;44;34;10;9;7;8;3;3;2;3
2019-08-28 15:21:59;140;44;34;10;9;7;8;3;3;2;3
2019-08-28 15:22:59;140;44;34;10;9;7;8;3;3;2;3
2019-08-28 15:23:58;140;43;34;10;9;7;9;3;3;2;3
2019-08-28 15:24:59;140;43;34;10;9;7;9;3;3;2;3
2019-08-28 15:25:59;140;43;34;10;9;7;9;3;3;2;3
2019-08-28 15:26:59;140;43;34;10;9;7;9;3;3;2;3
2019-08-28 15:27:58;140;43;34;10;9;7;9;3;3;2;3
2019-08-28 15:28:59;140;43;34;10;9;7;9;3;3;2;3
2019-08-28 15:29:59;140;43;34;10;9;7;9;3;3;2;3
2019-08-28 15:30:59;140;43;34;10;9;7;9;3;3;2;3
2019-08-28 15:31:58;140;43;34;10;9;7;9;3;3;2;3
2019-08-28 15:32:59;140;43;34;10;9;7;9;3;3;2;3
2019-08-28 15:33:59;140;43;34;10;9;7;9;3;3;2;3
2019-08-28 15:34:58;140;43;34;10;9;7;9;3;3;2;3
2019-08-28 15:35:59;140;43;34;10;9;7;9;3;3;2;3
2019-08-28 15:36:59;140;43;34;10;9;7;9;3;3;2;3
2019-08-28 15:37:59;140;43;34;10;9;7;9;3;3;2;3
2019-08-28 15:38:58;140;43;34;10;9;7;9;3;3;2;3
2019-08-28 15:39:59;140;43;34;10;9;7;9;3;3;2;3
2019-08-28 15:40:59;140;43;34;10;9;7;9;3;3;2;3
2019-08-28 15:41:59;140;43;34;10;9;7;9;3;3;2;3
2019-08-28 15:42:58;141;43;35;10;9;7;9;3;3;2;3
2019-08-28 15:43:59;142;43;36;10;9;7;9;3;3;2;3
2019-08-28 15:44:59;142;43;36;10;9;7;9;3;3;2;3
2019-08-28 15:45:58;142;43;36;10;9;7;9;3;3;2;3
2019-08-28 15:46:59;142;43;36;10;9;7;9;3;3;2;3
2019-08-28 15:47:58;142;43;36;10;9;7;9;3;3;2;3
2019-08-28 15:48:59;142;43;36;10;9;7;9;3;3;2;3
2019-08-28 15:49:59;143;43;37;10;9;7;9;3;3;2;3
2019-08-28 15:50:58;143;43;37;10;9;7;9;3;3;2;3
2019-08-28 15:51:59;143;43;37;10;9;7;9;3;3;2;3
2019-08-28 15:52:59;143;43;37;10;9;7;9;3;3;2;3
2019-08-28 15:53:59;143;43;37;10;9;7;9;3;3;2;3
2019-08-28 15:54:58;143;43;37;10;9;7;9;3;3;2;3
2019-08-28 15:55:59;143;43;37;10;9;7;9;3;3;2;3
2019-08-28 15:56:59;143;42;38;10;9;7;9;3;3;2;3
2019-08-28 15:57:59;144;42;39;10;9;7;9;3;3;2;3
