datetime;total_votes;Oleum;Grit;KOCTOPE3;Dirtylieutenant;UndeadMoroz;Bruja_;a5urbanipa1;raaxiom;napa3um;1917
2020-12-30 06:29:59;65;15;22;1;3;3;3;0;2;0;2
2020-12-30 06:30:59;66;16;22;1;3;3;3;0;2;0;2
2020-12-30 06:31:58;66;16;22;1;3;3;3;0;2;0;2
2020-12-30 06:32:59;66;16;22;1;3;3;3;0;2;0;2
2020-12-30 06:33:59;66;16;22;1;3;3;3;0;2;0;2
2020-12-30 06:34:58;66;16;22;1;3;3;3;0;2;0;2
2020-12-30 06:35:59;66;15;22;1;3;3;3;0;2;0;2
2020-12-30 06:36:58;66;15;22;1;3;3;3;0;2;0;2
2020-12-30 06:37:59;66;15;22;1;3;3;3;0;2;0;2
2020-12-30 06:38:59;66;15;22;1;3;3;3;0;2;0;2
2020-12-30 06:39:58;66;15;22;1;3;3;3;0;2;0;2
2020-12-30 06:40:59;66;15;22;1;3;3;3;0;2;0;2
2020-12-30 06:41:59;66;15;22;1;3;3;3;0;2;0;2
2020-12-30 06:42:58;66;15;22;1;3;3;3;0;2;0;2
2020-12-30 06:43:59;66;15;22;1;3;3;3;0;2;0;2
2020-12-30 06:44:58;66;15;22;1;3;3;3;0;2;0;2
2020-12-30 06:45:59;66;15;22;1;3;3;3;0;2;0;2
2020-12-30 06:46:59;66;15;22;1;3;3;3;0;2;0;2
2020-12-30 06:47:58;66;15;22;1;3;3;3;0;2;0;2
2020-12-30 06:48:59;66;16;22;1;3;3;3;0;2;0;2
2020-12-30 06:49:59;66;16;22;1;3;3;3;0;2;0;2
2020-12-30 06:50:58;66;16;22;1;3;3;3;0;2;0;2
2020-12-30 06:51:59;66;16;22;1;3;3;3;0;2;0;2
2020-12-30 06:52:59;66;16;22;1;3;3;3;0;2;0;2
2020-12-30 06:53:58;66;16;22;1;3;3;3;0;2;0;2
2020-12-30 06:54:59;68;16;24;1;3;3;3;0;2;0;2
2020-12-30 06:55:58;68;16;24;1;3;3;3;0;2;0;2
2020-12-30 06:56:59;68;16;24;1;3;3;3;0;2;0;2
2020-12-30 06:57:59;68;16;24;1;3;3;3;0;2;0;2
2020-12-30 06:58:58;69;16;24;1;4;3;3;0;2;0;2
2020-12-30 06:59:59;69;16;24;1;4;3;3;0;2;0;2
2020-12-30 07:00:59;69;16;24;1;4;3;3;0;2;0;2
2020-12-30 07:01:58;69;16;24;1;4;3;3;0;2;0;2
2020-12-30 07:02:59;69;16;24;1;4;3;3;0;2;0;2
2020-12-30 07:03:59;69;16;24;1;4;3;3;0;2;0;2
2020-12-30 07:04:58;70;16;24;1;4;4;3;0;2;0;2
2020-12-30 07:05:59;70;16;24;1;4;4;3;0;2;0;2
2020-12-30 07:06:59;70;16;24;1;4;4;3;0;2;0;2
2020-12-30 07:07:58;70;16;24;1;4;4;3;0;2;0;2
2020-12-30 07:08:59;70;16;24;1;4;4;3;0;2;0;2
2020-12-30 07:09:59;70;16;24;1;4;4;3;0;2;0;2
2020-12-30 07:10:58;70;16;24;1;4;4;3;0;2;0;2
2020-12-30 07:11:59;70;16;24;1;4;4;3;0;2;0;2
2020-12-30 07:12:59;70;16;24;1;4;4;3;0;2;0;2
2020-12-30 07:13:58;70;16;24;1;4;4;3;0;2;0;2
2020-12-30 07:14:59;70;16;24;1;4;4;3;0;2;0;2
2020-12-30 07:15:59;70;16;24;1;4;4;3;0;2;0;2
2020-12-30 07:16:58;70;16;24;1;4;4;3;0;2;0;2
2020-12-30 07:17:59;70;16;24;1;4;4;3;0;2;0;2
2020-12-30 07:18:58;70;16;24;1;4;4;3;0;2;0;2
2020-12-30 07:19:59;70;16;24;1;4;4;3;0;2;0;2
2020-12-30 07:20:59;70;16;24;1;4;4;3;0;2;0;2
2020-12-30 07:21:58;70;16;24;1;4;4;3;0;2;0;2
2020-12-30 07:22:59;70;16;24;1;4;4;3;0;2;0;2
2020-12-30 07:23:59;70;16;24;1;4;4;3;0;2;0;2
2020-12-30 07:24:58;70;16;24;1;4;4;3;0;2;0;2
2020-12-30 07:25:59;70;16;24;1;4;4;3;0;2;0;2
2020-12-30 07:26:59;70;16;24;1;4;4;3;0;2;0;2
2020-12-30 07:27:58;70;16;24;1;4;4;3;0;2;0;2
2020-12-30 07:28:59;70;16;24;1;4;4;3;0;2;0;2
2020-12-30 07:29:58;71;17;24;1;4;4;3;0;2;0;2
2020-12-30 07:30:59;71;17;24;1;4;4;3;0;2;0;2
2020-12-30 07:31:59;71;17;24;1;4;4;3;0;2;0;2
2020-12-30 07:32:59;71;17;24;1;4;4;3;0;2;0;2
2020-12-30 07:33:58;71;17;24;1;4;4;3;0;2;0;2
2020-12-30 07:34:59;72;17;25;1;4;4;3;0;2;0;2
2020-12-30 07:35:58;72;17;25;1;4;4;3;0;2;0;2
2020-12-30 07:36:59;72;17;25;1;4;4;3;0;2;0;2
2020-12-30 07:37:59;72;17;25;1;4;4;3;0;2;0;2
2020-12-30 07:38:58;72;17;25;1;4;4;3;0;2;0;2
2020-12-30 07:39:59;72;17;25;1;4;4;3;0;2;0;2
2020-12-30 07:40:59;72;17;25;1;4;4;3;0;2;0;2
2020-12-30 07:41:58;72;17;25;1;4;4;3;0;2;0;2
2020-12-30 07:42:59;73;17;26;1;4;4;3;0;2;0;2
2020-12-30 07:43:59;74;17;26;1;5;4;3;0;2;0;2
2020-12-30 07:44:58;74;17;26;1;5;4;3;0;2;0;2
2020-12-30 07:45:59;74;17;26;1;5;4;3;0;2;0;2
2020-12-30 07:46:58;74;17;26;1;5;4;3;0;2;0;2
2020-12-30 07:47:59;74;17;26;1;5;4;3;0;2;0;2
2020-12-30 07:48:59;74;17;26;1;5;4;3;0;2;0;2
2020-12-30 07:49:58;74;17;26;1;5;4;3;0;2;0;2
2020-12-30 07:50:59;74;17;26;1;5;4;3;0;2;0;2
2020-12-30 07:51:59;74;17;26;1;5;4;3;0;2;0;2
2020-12-30 07:52:58;75;17;27;1;5;4;3;0;2;0;2
2020-12-30 07:53:59;75;17;27;1;5;4;3;0;2;0;2
2020-12-30 07:54:58;76;17;27;1;5;4;4;0;2;0;2
2020-12-30 07:55:59;76;17;27;1;5;4;4;0;2;0;2
2020-12-30 07:56:59;76;17;27;1;5;4;4;0;2;0;2
2020-12-30 07:57:58;76;17;27;1;5;4;4;0;2;0;2
2020-12-30 07:58:59;76;17;27;1;5;4;4;0;2;0;2
2020-12-30 07:59:59;76;17;27;1;5;4;4;0;2;0;2
2020-12-30 08:00:58;76;17;27;1;5;4;4;0;2;0;2
2020-12-30 08:01:59;76;17;27;1;5;4;4;0;2;0;2
2020-12-30 08:02:59;76;17;27;1;5;4;4;0;2;0;2
2020-12-30 08:03:58;76;17;27;1;5;4;4;0;2;0;2
2020-12-30 08:04:59;76;17;27;1;5;4;4;0;2;0;2
2020-12-30 08:05:58;76;17;27;1;5;4;4;0;2;0;2
2020-12-30 08:06:59;76;17;27;1;5;4;4;0;2;0;2
2020-12-30 08:07:59;76;17;27;1;5;4;4;0;2;0;2
2020-12-30 08:08:58;76;17;27;1;5;4;4;0;2;0;2
2020-12-30 08:09:59;76;17;27;1;5;4;4;0;2;0;2
2020-12-30 08:10:59;76;17;27;1;5;4;4;0;2;0;2
2020-12-30 08:11:58;77;17;27;1;5;5;4;0;2;0;2
2020-12-30 08:12:59;77;17;27;1;5;4;4;0;3;0;2
2020-12-30 08:13:59;77;17;27;1;5;4;4;0;3;0;2
2020-12-30 08:14:58;77;17;27;1;5;4;4;0;3;0;2
2020-12-30 08:15:59;77;17;27;1;5;4;4;0;3;0;2
2020-12-30 08:16:59;77;17;27;1;5;4;4;0;3;0;2
2020-12-30 08:17:58;77;17;27;1;5;4;4;0;3;0;2
2020-12-30 08:18:59;77;17;27;1;5;4;4;0;3;0;2
2020-12-30 08:19:58;77;17;27;1;5;4;4;0;3;0;2
2020-12-30 08:20:59;77;17;27;1;5;4;4;0;3;0;2
2020-12-30 08:21:59;77;17;27;1;5;4;4;0;3;0;2
2020-12-30 08:22:58;77;17;27;1;5;4;4;0;3;0;2
2020-12-30 08:23:59;77;17;27;1;5;4;4;0;3;0;2
2020-12-30 08:24:59;77;17;27;1;5;4;4;0;3;0;2
2020-12-30 08:25:58;77;17;27;1;5;4;4;0;3;0;2
2020-12-30 08:26:59;77;17;27;1;5;4;4;0;3;0;2
2020-12-30 08:27:59;77;17;27;1;5;4;4;0;3;0;2
2020-12-30 08:28:59;77;17;27;1;5;4;4;0;3;0;2
2020-12-30 08:29:58;78;17;27;1;5;4;4;0;3;0;2
2020-12-30 08:30:59;78;17;27;1;5;4;4;0;3;0;2
2020-12-30 08:32:00;78;17;27;1;5;4;4;0;3;0;2
2020-12-30 08:32:58;79;18;27;1;5;4;4;0;3;0;2
2020-12-30 08:33:59;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 08:34:58;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 08:35:59;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 08:36:59;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 08:37:58;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 08:38:59;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 08:40:00;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 08:40:58;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 08:41:59;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 08:42:59;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 08:43:58;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 08:44:59;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 08:45:58;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 08:46:59;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 08:47:59;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 08:48:58;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 08:49:59;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 08:50:59;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 08:51:58;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 08:52:59;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 08:53:59;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 08:54:58;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 08:55:59;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 08:56:59;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 08:57:58;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 08:58:59;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 08:59:59;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 09:00:58;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 09:01:59;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 09:02:59;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 09:03:58;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 09:04:59;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 09:05:59;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 09:06:58;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 09:07:59;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 09:08:59;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 09:09:58;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 09:10:59;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 09:11:59;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 09:12:58;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 09:13:59;80;18;28;1;5;4;4;0;3;0;2
2020-12-30 09:14:59;82;18;29;2;5;4;4;0;3;0;2
2020-12-30 09:15:58;82;18;29;2;5;4;4;0;3;0;2
2020-12-30 09:16:59;82;18;29;2;5;4;4;0;3;0;2
2020-12-30 09:17:59;82;18;29;2;5;4;4;0;3;0;2
2020-12-30 09:18:58;82;18;29;2;5;4;4;0;3;0;2
2020-12-30 09:19:59;82;18;29;2;5;4;4;0;3;0;2
2020-12-30 09:20:59;82;18;29;2;5;4;4;0;3;0;2
2020-12-30 09:21:58;82;18;29;2;5;4;4;0;3;0;2
2020-12-30 09:22:59;82;18;29;2;5;4;4;0;3;0;2
2020-12-30 09:23:59;82;18;29;2;5;4;4;0;3;0;2
2020-12-30 09:24:58;82;18;29;2;5;4;4;0;3;0;2
2020-12-30 09:25:59;83;19;29;2;5;4;4;0;3;0;2
2020-12-30 09:26:58;83;19;29;2;5;4;4;0;3;0;2
2020-12-30 09:27:59;83;19;29;2;5;4;4;0;3;0;2
2020-12-30 09:28:59;83;19;29;2;5;4;4;0;3;0;2
2020-12-30 09:29:58;83;19;29;2;5;4;4;0;3;0;2
2020-12-30 09:30:59;83;19;29;2;5;4;4;0;3;0;2
2020-12-30 09:31:59;83;19;29;2;5;4;4;0;3;0;2
2020-12-30 09:32:58;83;19;29;2;5;4;4;0;3;0;2
2020-12-30 09:33:59;83;19;29;2;5;4;4;0;3;0;2
2020-12-30 09:34:59;85;20;29;3;5;4;4;0;3;0;2
2020-12-30 09:35:58;85;20;29;3;5;4;4;0;3;0;2
2020-12-30 09:36:59;85;20;29;3;5;4;4;0;3;0;2
2020-12-30 09:37:58;85;20;29;3;5;4;4;0;3;0;2
2020-12-30 09:38:59;85;20;29;3;5;4;4;0;3;0;2
2020-12-30 09:39:59;85;20;29;3;5;4;4;0;3;0;2
2020-12-30 09:40:59;85;20;29;3;5;4;4;0;3;0;2
2020-12-30 09:41:58;85;20;29;3;5;4;4;0;3;0;2
2020-12-30 09:42:59;85;20;29;3;5;4;4;0;3;0;2
2020-12-30 09:43:58;85;20;29;3;5;4;4;0;3;0;2
2020-12-30 09:44:59;85;20;29;3;5;4;4;0;3;0;2
2020-12-30 09:45:59;85;20;29;3;5;4;4;0;3;0;2
2020-12-30 09:46:58;85;20;30;3;5;4;4;0;2;0;2
2020-12-30 09:47:59;85;20;30;3;5;4;4;0;2;0;2
2020-12-30 09:48:59;85;20;30;3;5;4;4;0;2;0;2
2020-12-30 09:49:58;85;20;30;3;5;4;4;0;2;0;2
2020-12-30 09:50:59;85;20;30;3;5;4;4;0;2;0;2
2020-12-30 09:51:59;85;20;30;3;5;4;4;0;2;0;2
2020-12-30 09:52:58;85;20;30;3;5;4;4;0;2;0;2
2020-12-30 09:53:59;85;20;30;3;5;4;4;0;2;0;2
2020-12-30 09:54:59;85;20;30;3;5;4;4;0;2;0;2
2020-12-30 09:55:58;86;20;30;3;5;4;4;0;2;0;2
2020-12-30 09:56:59;86;20;30;3;5;4;4;0;2;0;2
2020-12-30 09:57:59;86;20;30;3;5;4;4;0;2;0;2
2020-12-30 09:58:58;86;20;30;3;5;4;4;0;2;0;2
2020-12-30 09:59:59;86;20;30;3;5;4;4;0;2;0;2
2020-12-30 10:00:59;86;20;30;3;5;4;4;0;2;0;2
2020-12-30 10:01:58;86;20;30;3;5;4;4;0;2;0;2
2020-12-30 10:02:59;86;20;30;3;5;4;4;0;2;0;2
2020-12-30 10:03:58;86;20;30;3;5;4;4;0;2;0;2
2020-12-30 10:04:59;87;20;31;3;5;4;4;0;2;0;2
2020-12-30 10:05:59;87;20;31;3;5;4;4;0;2;0;2
2020-12-30 10:06:59;88;20;31;3;5;4;4;0;2;0;2
2020-12-30 10:07:58;88;20;31;3;5;4;4;0;2;0;2
2020-12-30 10:08:59;88;20;31;3;5;4;4;0;2;0;2
2020-12-30 10:09:59;88;20;31;3;5;4;4;0;2;0;2
2020-12-30 10:10:58;88;20;31;3;5;4;4;0;2;0;2
2020-12-30 10:11:59;88;20;31;3;5;4;4;0;2;0;2
2020-12-30 10:12:58;89;21;31;3;5;4;4;0;2;0;2
2020-12-30 10:13:59;89;21;31;3;5;4;4;0;2;0;2
2020-12-30 10:14:59;90;21;31;3;5;4;4;0;2;0;2
2020-12-30 10:15:58;90;21;31;3;5;4;4;0;2;0;2
2020-12-30 10:16:59;91;21;32;3;5;4;4;0;2;0;2
2020-12-30 10:17:59;91;21;32;3;5;4;4;0;2;0;2
2020-12-30 10:18:58;91;21;32;3;5;4;4;0;2;0;2
2020-12-30 10:19:59;91;21;32;3;5;4;4;0;2;0;2
2020-12-30 10:20:59;92;21;32;3;5;5;4;0;2;0;2
2020-12-30 10:21:58;92;21;32;3;5;5;4;0;2;0;2
2020-12-30 10:22:59;92;21;32;3;5;5;4;0;2;0;2
2020-12-30 10:23:58;92;21;32;3;5;5;4;0;2;0;2
2020-12-30 10:24:59;92;21;32;3;5;5;4;0;2;0;2
2020-12-30 10:25:59;92;21;32;3;5;5;4;0;2;0;2
2020-12-30 10:26:58;92;21;32;3;5;6;4;0;2;0;2
2020-12-30 10:27:59;92;21;32;3;5;6;4;0;2;0;2
2020-12-30 10:28:59;92;21;32;3;5;6;4;0;2;0;2
2020-12-30 10:29:58;92;21;32;3;5;6;4;0;2;0;2
2020-12-30 10:30:59;92;21;32;3;5;6;4;0;2;0;2
2020-12-30 10:31:59;92;21;32;3;5;6;4;0;2;0;2
2020-12-30 10:32:58;92;21;32;3;5;6;4;0;2;0;2
2020-12-30 10:33:59;92;21;32;3;5;6;4;0;2;0;2
2020-12-30 10:34:59;92;21;32;3;5;6;4;0;2;0;2
2020-12-30 10:35:58;92;21;32;3;5;6;4;0;2;0;2
2020-12-30 10:36:59;92;21;32;3;5;6;4;0;2;0;2
2020-12-30 10:37:59;92;21;32;3;5;6;4;0;2;0;2
2020-12-30 10:38:58;92;21;32;3;5;6;4;0;2;0;2
2020-12-30 10:39:59;93;21;32;3;5;6;5;0;2;0;2
2020-12-30 10:40:58;93;21;32;3;5;6;5;0;2;0;2
2020-12-30 10:41:59;93;21;32;3;5;6;5;0;2;0;2
2020-12-30 10:42:58;93;21;32;3;5;6;5;0;2;0;2
2020-12-30 10:43:59;93;21;32;3;5;6;5;0;2;0;2
2020-12-30 10:44:59;93;21;32;3;5;6;5;0;2;0;2
2020-12-30 10:45:58;93;21;32;3;5;6;5;0;2;0;2
2020-12-30 10:46:59;93;21;32;3;5;6;5;0;2;0;2
2020-12-30 10:47:59;93;21;32;3;5;6;5;0;2;0;2
2020-12-30 10:48:58;93;21;32;3;5;6;5;0;2;0;2
2020-12-30 10:49:59;93;21;32;3;5;6;5;0;2;0;2
2020-12-30 10:50:59;93;21;32;3;5;6;5;0;2;0;2
2020-12-30 10:51:58;93;21;32;3;5;6;5;0;2;0;2
2020-12-30 10:52:59;93;21;32;3;5;6;5;0;2;0;2
2020-12-30 10:53:59;93;21;32;3;5;6;5;0;2;0;2
2020-12-30 10:54:58;93;21;32;3;5;6;5;0;2;0;2
2020-12-30 10:55:59;93;21;32;3;5;6;5;0;2;0;2
2020-12-30 10:56:59;93;21;32;3;5;6;5;0;2;0;2
2020-12-30 10:57:58;93;21;32;3;5;6;5;0;2;0;2
2020-12-30 10:58:59;94;21;32;3;5;6;5;0;2;0;2
2020-12-30 10:59:59;95;21;32;3;5;6;5;0;2;0;2
2020-12-30 11:00:58;95;21;32;3;5;6;5;0;2;0;2
2020-12-30 11:01:59;96;22;32;3;5;6;5;0;2;0;2
2020-12-30 11:02:59;96;22;32;3;5;6;5;0;2;0;2
2020-12-30 11:03:58;96;22;32;3;5;6;5;0;2;0;2
2020-12-30 11:04:59;99;24;33;3;5;6;5;0;2;0;2
2020-12-30 11:05:59;99;24;33;3;5;6;5;0;2;0;2
2020-12-30 11:07:00;99;24;33;3;5;6;5;0;2;0;2
2020-12-30 11:07:58;99;24;33;3;5;6;5;0;2;0;2
2020-12-30 11:08:59;99;24;33;3;5;6;5;0;2;0;2
2020-12-30 11:09:59;99;24;33;3;5;6;5;0;2;0;2
2020-12-30 11:10:58;99;24;33;3;5;6;5;0;2;0;2
2020-12-30 11:11:59;100;24;33;3;5;6;5;0;2;0;2
2020-12-30 11:12:59;100;24;33;3;5;6;5;0;2;0;2
2020-12-30 11:13:58;100;24;33;3;5;6;5;0;2;0;2
2020-12-30 11:14:59;100;24;33;3;5;6;5;0;2;0;2
2020-12-30 11:15:58;100;24;33;3;5;6;5;0;2;0;2
2020-12-30 11:16:59;100;24;33;3;5;6;5;0;2;0;2
2020-12-30 11:18:00;101;24;33;3;6;6;5;0;2;0;2
2020-12-30 11:18:58;101;24;33;3;6;6;5;0;2;0;2
2020-12-30 11:19:59;101;24;33;3;6;6;5;0;2;0;2
2020-12-30 11:20:58;101;24;33;3;6;6;5;0;2;0;2
2020-12-30 11:21:59;101;24;33;3;6;6;5;0;2;0;2
2020-12-30 11:22:59;101;24;33;3;6;6;5;0;2;0;2
2020-12-30 11:23:58;102;25;33;3;6;6;5;0;2;0;2
2020-12-30 11:24:59;102;25;33;3;6;6;5;0;2;0;2
2020-12-30 11:25:58;102;25;33;3;6;6;5;0;2;0;2
2020-12-30 11:26:59;102;25;33;3;6;6;5;0;2;0;2
2020-12-30 11:27:59;103;25;33;3;6;7;5;0;2;0;2
2020-12-30 11:28:58;103;25;33;3;6;7;5;0;2;0;2
2020-12-30 11:29:59;103;25;33;3;6;7;5;0;2;0;2
2020-12-30 11:30:59;103;25;33;3;6;7;5;0;2;0;2
2020-12-30 11:31:58;103;25;33;3;6;7;5;0;2;0;2
2020-12-30 11:32:59;104;26;33;3;6;7;5;0;2;0;2
2020-12-30 11:33:59;104;26;33;3;6;7;5;0;2;0;2
2020-12-30 11:34:58;105;26;34;3;6;7;5;0;2;0;2
2020-12-30 11:35:59;106;26;34;3;6;7;5;0;2;0;2
2020-12-30 11:36:59;106;26;34;3;6;7;5;0;2;0;2
2020-12-30 11:37:59;106;26;34;3;6;7;5;0;2;0;2
2020-12-30 11:38:58;106;26;34;3;6;7;5;0;2;0;2
2020-12-30 11:39:59;106;26;34;3;6;7;5;0;2;0;2
2020-12-30 11:40:58;106;26;34;3;6;7;5;0;2;0;2
2020-12-30 11:41:59;106;26;34;3;6;7;5;0;2;0;2
2020-12-30 11:42:59;107;26;34;3;7;7;5;0;2;0;2
2020-12-30 11:43:58;108;26;35;3;7;7;5;0;2;0;2
2020-12-30 11:44:59;110;27;35;4;7;7;5;0;2;0;2
2020-12-30 11:45:59;110;27;35;4;7;7;5;0;2;0;2
2020-12-30 11:46:58;110;27;35;4;7;7;5;0;2;0;2
2020-12-30 11:47:59;111;27;36;4;7;7;5;0;2;0;2
2020-12-30 11:49:00;111;27;36;4;7;7;5;0;2;0;2
2020-12-30 11:49:58;111;27;36;4;7;7;5;0;2;0;2
2020-12-30 11:50:59;111;27;36;4;7;7;5;0;2;0;2
2020-12-30 11:51:58;112;28;36;4;7;7;5;0;2;0;2
2020-12-30 11:52:59;112;28;36;4;7;7;5;0;2;0;2
2020-12-30 11:53:59;112;28;36;4;7;7;5;0;2;0;2
2020-12-30 11:54:58;112;28;36;4;7;7;5;0;2;0;2
2020-12-30 11:55:59;113;28;37;4;7;7;5;0;2;0;2
2020-12-30 11:56:59;113;28;37;4;7;7;5;0;2;0;2
2020-12-30 11:57:58;113;28;37;4;7;7;5;0;2;0;2
2020-12-30 11:58:59;113;28;37;4;7;7;5;0;2;0;2
2020-12-30 11:59:59;113;28;37;4;7;7;5;0;2;0;2
2020-12-30 12:00:58;113;28;37;4;7;7;5;0;2;0;2
2020-12-30 12:01:59;113;28;37;4;7;7;5;0;2;0;2
2020-12-30 12:02:58;113;28;37;4;7;7;5;0;2;0;2
2020-12-30 12:03:59;113;28;37;4;7;7;5;0;2;0;2
2020-12-30 12:04:59;113;28;37;4;7;7;5;0;2;0;2
2020-12-30 12:05:58;113;28;37;4;7;7;5;0;2;0;2
2020-12-30 12:06:59;113;28;37;4;7;7;5;0;2;0;2
2020-12-30 12:07:59;113;28;37;4;7;7;5;0;2;0;2
2020-12-30 12:08:58;113;28;37;4;7;7;5;0;2;0;2
2020-12-30 12:09:59;113;28;37;4;7;7;5;0;2;0;2
2020-12-30 12:11:00;113;28;37;4;7;7;5;0;2;0;2
2020-12-30 12:11:58;113;28;37;4;7;7;5;0;2;0;2
2020-12-30 12:12:59;113;28;37;4;7;7;5;0;2;0;2
2020-12-30 12:14:00;113;28;37;4;7;7;5;0;2;0;2
2020-12-30 12:14:58;113;28;37;4;7;7;5;0;2;0;2
2020-12-30 12:15:59;113;28;37;4;7;7;5;0;2;0;2
2020-12-30 12:16:58;114;28;37;4;7;7;5;2;2;0;0
2020-12-30 12:17:59;116;29;37;5;7;7;5;2;2;0;0
2020-12-30 12:18:59;116;29;37;5;7;7;5;2;2;0;0
2020-12-30 12:19:59;116;29;37;5;7;7;5;2;2;0;0
2020-12-30 12:20:58;116;29;37;5;7;7;5;2;2;0;0
2020-12-30 12:21:59;117;29;38;5;7;7;5;2;2;0;0
2020-12-30 12:22:58;117;29;38;5;7;7;5;2;2;0;0
2020-12-30 12:23:59;117;29;38;5;7;7;5;2;2;0;0
2020-12-30 12:24:59;117;29;38;5;7;7;5;2;2;0;0
2020-12-30 12:25:58;117;29;38;5;7;7;5;2;2;0;0
2020-12-30 12:26:59;118;30;38;5;7;7;5;2;2;0;0
2020-12-30 12:27:59;119;30;38;5;7;8;5;2;2;0;0
2020-12-30 12:28:58;120;31;38;5;7;8;5;2;2;0;0
2020-12-30 12:29:59;120;31;38;5;7;8;5;2;2;0;0
2020-12-30 12:30:59;120;31;38;5;7;8;5;2;2;0;0
2020-12-30 12:31:58;120;31;38;5;7;8;5;2;2;0;0
2020-12-30 12:32:59;120;31;38;5;7;8;5;2;2;0;0
2020-12-30 12:33:58;121;31;38;5;8;8;5;2;2;0;0
2020-12-30 12:34:59;121;31;38;5;8;8;5;2;2;0;0
2020-12-30 12:35:59;121;31;38;5;8;8;5;2;2;0;0
2020-12-30 12:36:59;121;31;38;5;8;8;5;2;2;0;0
2020-12-30 12:37:58;121;31;38;5;8;8;5;2;2;0;0
2020-12-30 12:38:59;122;31;39;5;8;8;5;2;2;0;0
2020-12-30 12:40:00;122;31;39;5;8;8;5;2;2;0;0
2020-12-30 12:40:58;122;31;39;5;8;8;5;2;2;0;0
2020-12-30 12:41:59;122;31;39;5;8;8;5;2;2;0;0
2020-12-30 12:42:58;122;31;39;5;8;8;5;2;2;0;0
2020-12-30 12:43:59;122;31;39;5;8;8;5;2;2;0;0
2020-12-30 12:44:58;122;31;39;5;8;8;5;2;2;0;0
2020-12-30 12:45:59;122;31;39;5;8;8;5;2;2;0;0
2020-12-30 12:46:59;123;31;40;5;8;8;5;2;2;0;0
2020-12-30 12:48:00;124;31;40;5;9;8;5;2;2;0;0
2020-12-30 12:48:58;125;32;40;5;9;8;5;2;2;0;0
2020-12-30 12:49:59;125;32;40;5;9;8;5;2;2;0;0
2020-12-30 12:50:58;125;32;40;5;9;8;5;2;2;0;0
2020-12-30 12:51:59;126;32;40;5;9;8;5;2;2;0;0
2020-12-30 12:52:58;127;33;40;5;9;8;5;2;2;0;0
2020-12-30 12:53:59;127;33;40;5;9;8;5;2;2;0;0
2020-12-30 12:54:59;127;33;40;5;9;8;5;2;2;0;0
2020-12-30 12:55:58;127;33;40;5;9;8;5;2;2;0;0
2020-12-30 12:56:59;128;33;41;5;9;8;5;2;2;0;0
2020-12-30 12:57:58;130;35;41;5;9;8;5;2;2;0;0
2020-12-30 12:58:59;130;35;41;5;9;8;5;2;2;0;0
2020-12-30 12:59:59;130;35;41;5;9;8;5;2;2;0;0
2020-12-30 13:00:58;131;35;42;5;9;8;5;2;2;0;0
2020-12-30 13:01:59;131;35;42;5;9;8;5;2;2;0;0
2020-12-30 13:02:59;132;35;43;5;9;8;5;2;2;0;0
2020-12-30 13:03:58;133;35;44;5;9;8;5;2;2;0;0
2020-12-30 13:04:59;133;35;44;5;9;8;5;2;2;0;0
2020-12-30 13:05:59;133;35;44;5;9;8;5;2;2;0;0
