datetime;total_votes;Hexadecachoron;megaslowpoke;jovan;Есения;navalny;quick_justice;aeroplanchik;Rumpelstilzchen;megalomaniac;kiLstrom
2020-08-26 06:31:58;59;15;9;0;7;0;4;0;2;3;2
2020-08-26 06:32:59;59;15;9;0;7;0;4;0;2;3;2
2020-08-26 06:33:59;59;15;9;0;7;0;4;0;2;3;2
2020-08-26 06:34:58;59;15;9;0;7;0;4;0;2;3;2
2020-08-26 06:35:59;59;15;9;0;7;0;4;0;2;3;2
2020-08-26 06:36:59;59;15;9;0;7;0;4;0;2;3;2
2020-08-26 06:37:58;59;15;9;0;7;0;4;0;2;3;2
2020-08-26 06:38:59;59;15;9;0;7;0;4;0;2;3;2
2020-08-26 06:39:59;59;15;9;0;7;0;4;0;2;3;2
2020-08-26 06:40:58;60;15;9;0;7;0;4;0;2;3;2
2020-08-26 06:41:59;60;15;9;0;7;0;4;0;2;3;2
2020-08-26 06:42:59;60;15;9;0;7;0;4;0;2;3;2
2020-08-26 06:43:58;60;15;9;0;7;0;4;0;2;3;2
2020-08-26 06:44:59;61;15;10;0;7;0;4;0;2;3;2
2020-08-26 06:45:59;61;15;10;0;7;0;4;0;2;3;2
2020-08-26 06:46:58;61;15;10;0;7;0;4;0;2;3;2
2020-08-26 06:47:59;61;15;10;0;7;0;4;0;2;3;2
2020-08-26 06:48:59;62;15;10;0;7;0;4;0;2;3;2
2020-08-26 06:49:58;63;16;10;0;7;0;4;0;2;3;2
2020-08-26 06:50:59;63;16;10;0;7;0;4;0;2;3;2
2020-08-26 06:51:59;63;16;10;0;7;0;4;0;2;3;2
2020-08-26 06:52:58;63;16;10;0;7;0;4;0;2;3;2
2020-08-26 06:53:59;63;16;10;0;7;0;4;0;2;3;2
2020-08-26 06:54:59;63;16;10;0;7;0;4;0;2;3;2
2020-08-26 06:55:58;63;16;10;0;7;0;4;0;2;3;2
2020-08-26 06:56:59;64;16;10;2;7;0;4;0;2;3;2
2020-08-26 06:57:59;64;16;10;2;7;0;4;0;2;3;2
2020-08-26 06:58:58;64;16;10;2;7;0;4;0;2;3;2
2020-08-26 06:59:59;64;16;10;2;7;0;4;0;2;3;2
2020-08-26 07:00:58;64;16;10;2;7;0;4;0;2;3;2
2020-08-26 07:01:59;64;16;10;2;7;0;4;0;2;3;2
2020-08-26 07:02:59;64;16;10;2;7;0;4;0;2;3;2
2020-08-26 07:03:58;64;16;10;2;7;0;4;0;2;3;2
2020-08-26 07:04:59;64;16;10;2;7;0;4;0;2;3;2
2020-08-26 07:05:59;65;17;10;2;7;0;4;0;2;3;2
2020-08-26 07:06:58;65;17;10;2;7;0;4;0;2;3;2
2020-08-26 07:07:59;65;17;10;2;7;0;4;0;2;3;2
2020-08-26 07:08:59;65;17;10;2;7;0;4;0;2;3;2
2020-08-26 07:09:58;65;17;10;2;7;0;4;0;2;3;2
2020-08-26 07:10:59;65;17;10;2;7;0;4;0;2;3;2
2020-08-26 07:11:59;65;17;10;2;7;0;4;0;2;3;2
2020-08-26 07:12:58;65;17;10;2;7;0;4;0;2;3;2
2020-08-26 07:13:59;65;17;10;2;7;0;4;0;2;3;2
2020-08-26 07:14:59;66;17;10;2;8;0;4;0;2;3;2
2020-08-26 07:15:58;66;17;10;2;8;0;4;0;2;3;2
2020-08-26 07:16:59;66;17;10;2;8;0;4;0;2;3;2
2020-08-26 07:17:59;66;17;10;2;8;0;4;0;2;3;2
2020-08-26 07:18:58;66;17;10;2;8;0;4;0;2;3;2
2020-08-26 07:19:59;66;17;10;2;8;0;4;0;2;3;2
2020-08-26 07:20:58;66;17;10;2;8;0;4;0;2;3;2
2020-08-26 07:21:59;66;17;10;2;8;0;4;0;2;3;2
2020-08-26 07:22:59;66;17;10;2;8;0;4;0;2;3;2
2020-08-26 07:23:58;66;17;10;2;8;0;4;0;2;3;2
2020-08-26 07:24:59;66;17;10;2;8;0;4;0;2;3;2
2020-08-26 07:25:58;66;17;10;2;8;0;4;0;2;3;2
2020-08-26 07:26:59;66;17;10;2;8;0;4;0;2;3;2
2020-08-26 07:27:58;67;17;10;2;9;0;4;0;2;3;2
2020-08-26 07:28:59;67;17;10;2;9;0;4;0;2;3;2
2020-08-26 07:29:59;67;17;10;2;9;0;4;0;2;3;2
2020-08-26 07:30:59;67;17;10;2;9;0;4;0;2;3;2
2020-08-26 07:31:58;67;17;10;2;9;0;4;0;2;3;2
2020-08-26 07:32:59;67;17;10;2;9;0;4;0;2;3;2
2020-08-26 07:33:59;67;17;10;2;9;0;4;0;2;3;2
2020-08-26 07:34:58;67;17;10;2;9;0;4;0;2;3;2
2020-08-26 07:35:59;67;17;10;2;9;0;4;0;2;3;2
2020-08-26 07:36:59;67;17;10;2;9;0;4;0;2;3;2
2020-08-26 07:37:58;67;17;10;2;9;0;4;0;2;3;2
2020-08-26 07:38:59;67;17;10;2;9;0;4;0;2;3;2
2020-08-26 07:39:58;67;17;10;2;9;0;4;0;2;3;2
2020-08-26 07:40:59;67;17;10;2;9;0;4;0;2;3;2
2020-08-26 07:41:59;67;17;10;2;9;0;4;0;2;3;2
2020-08-26 07:42:58;68;17;10;2;9;0;4;0;2;3;2
2020-08-26 07:43:59;68;17;10;2;9;0;4;0;2;3;2
2020-08-26 07:44:59;68;17;10;2;9;0;4;0;2;3;2
2020-08-26 07:45:58;68;17;10;2;9;0;4;0;2;3;2
2020-08-26 07:46:59;69;17;10;2;9;0;4;0;2;3;2
2020-08-26 07:47:59;69;17;10;2;9;0;4;0;2;3;2
2020-08-26 07:48:58;69;17;10;2;9;0;4;0;2;3;2
2020-08-26 07:49:59;70;17;10;2;9;0;5;0;2;3;2
2020-08-26 07:50:58;70;17;10;2;9;0;5;0;2;3;2
2020-08-26 07:51:59;70;17;10;2;9;0;5;0;2;3;2
2020-08-26 07:52:59;70;17;10;2;9;0;5;0;2;3;2
2020-08-26 07:53:58;70;17;10;2;9;0;5;0;2;3;2
2020-08-26 07:54:59;70;17;10;2;9;0;5;0;2;3;2
2020-08-26 07:55:59;70;17;10;2;9;0;5;0;2;3;2
2020-08-26 07:56:58;70;17;10;2;9;0;5;0;2;3;2
2020-08-26 07:57:59;72;18;10;2;9;0;5;0;2;3;2
2020-08-26 07:58:59;72;18;10;2;9;0;5;0;2;3;2
2020-08-26 07:59:58;72;18;10;2;9;0;5;0;2;3;2
2020-08-26 08:00:59;72;18;10;2;9;0;5;0;2;3;2
2020-08-26 08:01:58;73;18;10;2;10;0;5;0;2;3;2
2020-08-26 08:02:59;74;19;10;2;10;0;5;0;2;3;2
2020-08-26 08:03:59;74;19;10;2;10;0;5;0;2;3;2
2020-08-26 08:04:58;74;19;10;2;10;0;5;0;2;3;2
2020-08-26 08:05:59;74;19;10;2;10;0;5;0;2;3;2
2020-08-26 08:06:59;74;19;10;2;10;0;5;0;2;3;2
2020-08-26 08:07:58;74;19;10;2;10;0;5;0;2;3;2
2020-08-26 08:08:59;75;19;10;2;10;0;5;0;2;3;2
2020-08-26 08:09:59;76;19;10;2;10;0;5;0;3;3;2
2020-08-26 08:10:58;76;19;10;2;10;0;5;0;3;3;2
2020-08-26 08:11:59;76;19;10;2;10;0;5;0;3;3;2
2020-08-26 08:12:59;76;19;10;2;10;0;5;0;3;3;2
2020-08-26 08:13:58;76;19;10;2;10;0;5;0;3;3;2
2020-08-26 08:14:59;76;19;10;2;10;0;5;0;3;3;2
2020-08-26 08:15:58;77;19;10;3;10;0;5;0;3;3;2
2020-08-26 08:16:59;77;19;10;3;10;0;5;0;3;3;2
2020-08-26 08:17:59;77;19;10;3;10;0;5;0;3;3;2
2020-08-26 08:19:00;78;19;10;3;10;0;5;0;3;3;2
2020-08-26 08:19:58;78;19;10;3;10;0;5;0;3;3;2
2020-08-26 08:20:59;78;19;10;3;10;0;5;0;3;3;2
2020-08-26 08:21:58;78;19;10;3;10;0;5;0;3;3;2
2020-08-26 08:22:59;78;19;10;3;10;0;5;0;3;3;2
2020-08-26 08:23:59;78;19;10;3;10;0;5;0;3;3;2
2020-08-26 08:24:58;78;19;10;3;10;0;5;0;3;3;2
2020-08-26 08:25:59;79;19;10;4;10;0;5;0;3;3;2
2020-08-26 08:26:59;79;19;10;4;10;0;5;0;3;3;2
2020-08-26 08:27:58;80;19;11;4;10;0;5;0;3;3;2
2020-08-26 08:28:59;80;19;11;4;10;0;5;0;3;3;2
2020-08-26 08:29:58;80;19;11;4;10;0;5;0;3;3;2
2020-08-26 08:30:59;80;19;11;4;10;0;5;0;3;3;2
2020-08-26 08:31:59;80;19;11;4;10;0;5;0;3;3;2
2020-08-26 08:32:58;81;19;11;4;10;0;5;0;3;3;2
2020-08-26 08:33:59;81;19;11;4;10;0;5;0;3;3;2
2020-08-26 08:34:59;81;19;11;4;10;0;5;0;3;3;2
2020-08-26 08:35:58;81;19;11;4;10;0;5;0;3;3;2
2020-08-26 08:36:59;81;19;11;4;10;0;5;0;3;3;2
2020-08-26 08:37:59;81;19;11;4;10;0;5;0;3;3;2
2020-08-26 08:38:58;81;19;11;4;10;0;5;0;3;3;2
2020-08-26 08:39:59;82;20;11;4;10;0;5;0;3;3;2
2020-08-26 08:40:59;84;20;11;4;11;2;5;0;3;3;2
2020-08-26 08:41:58;84;20;11;4;11;2;5;0;3;3;2
2020-08-26 08:42:59;84;20;11;4;11;2;5;0;3;3;2
2020-08-26 08:43:58;85;20;11;4;11;2;5;0;3;3;2
2020-08-26 08:44:59;86;21;11;4;11;2;5;0;3;3;2
2020-08-26 08:45:59;88;21;12;4;12;2;5;0;3;3;2
2020-08-26 08:46:58;88;21;12;4;12;2;5;0;3;3;2
2020-08-26 08:47:59;88;21;12;4;12;2;5;0;3;3;2
2020-08-26 08:48:59;88;21;12;4;12;2;5;0;3;3;2
2020-08-26 08:49:58;88;21;12;4;12;2;5;0;3;3;2
2020-08-26 08:50:59;88;21;12;4;12;2;5;0;3;3;2
2020-08-26 08:51:59;88;21;12;4;12;2;5;0;3;3;2
2020-08-26 08:52:58;88;21;12;4;12;2;5;0;3;3;2
2020-08-26 08:53:59;88;21;12;4;12;2;5;0;3;3;2
2020-08-26 08:54:59;88;21;12;4;12;2;5;0;3;3;2
2020-08-26 08:55:58;88;21;12;4;12;2;5;0;3;3;2
2020-08-26 08:56:59;88;21;12;4;12;2;5;0;3;3;2
2020-08-26 08:57:59;89;21;12;4;12;2;5;0;3;3;3
2020-08-26 08:58:58;89;21;12;4;12;2;5;0;3;3;3
2020-08-26 08:59:59;89;21;12;4;12;2;5;0;3;3;3
2020-08-26 09:01:00;89;21;12;4;12;2;5;0;3;3;3
2020-08-26 09:01:58;90;21;12;4;12;2;6;0;3;3;3
2020-08-26 09:02:59;89;21;12;4;12;2;5;0;3;3;3
2020-08-26 09:03:59;89;21;12;4;12;2;5;0;3;3;3
2020-08-26 09:04:58;89;21;12;4;12;2;5;0;3;3;3
2020-08-26 09:05:59;89;21;12;4;12;2;5;0;3;3;3
2020-08-26 09:06:59;89;21;12;4;12;2;5;0;3;3;3
2020-08-26 09:07:58;89;21;12;4;12;2;5;0;3;3;3
2020-08-26 09:08:59;89;21;12;4;12;2;5;0;3;3;3
2020-08-26 09:09:59;89;21;12;4;12;2;5;0;3;3;3
2020-08-26 09:10:58;89;21;12;4;12;2;5;0;3;3;3
2020-08-26 09:11:59;89;21;12;4;12;2;5;0;3;3;3
2020-08-26 09:12:59;89;21;12;4;12;2;5;0;3;3;3
2020-08-26 09:13:58;90;22;12;4;12;2;5;0;3;3;3
2020-08-26 09:14:59;91;22;12;5;12;3;5;0;3;3;3
2020-08-26 09:15:59;91;22;12;5;12;3;5;0;3;3;3
2020-08-26 09:16:58;92;22;12;5;12;3;6;0;3;3;3
2020-08-26 09:17:59;92;22;12;5;12;3;6;0;3;3;3
2020-08-26 09:18:58;93;22;12;5;12;3;7;0;3;3;3
2020-08-26 09:19:59;93;22;12;5;12;3;7;0;3;3;3
2020-08-26 09:20:58;93;22;12;5;12;3;7;0;3;3;3
2020-08-26 09:21:59;95;22;12;6;12;3;7;0;3;3;3
2020-08-26 09:22:59;95;22;12;6;12;3;7;0;3;3;3
2020-08-26 09:23:58;95;22;12;6;12;3;7;0;3;3;3
2020-08-26 09:24:59;95;22;12;6;12;3;7;0;3;3;3
2020-08-26 09:25:59;95;22;12;6;12;3;7;0;3;3;3
2020-08-26 09:26:58;95;22;12;6;12;3;7;0;3;3;3
2020-08-26 09:27:59;95;22;12;6;12;3;7;0;3;3;3
2020-08-26 09:28:59;95;22;12;6;12;3;7;0;3;3;3
2020-08-26 09:29:58;95;22;12;6;12;3;7;0;3;3;3
2020-08-26 09:30:59;95;22;12;6;12;3;7;0;3;3;3
2020-08-26 09:31:59;95;22;12;6;12;3;7;0;3;3;3
2020-08-26 09:32:58;97;22;13;6;13;3;7;0;3;3;3
2020-08-26 09:33:59;97;22;13;6;13;3;7;0;3;3;3
2020-08-26 09:35:00;97;22;13;6;13;3;7;0;3;3;3
2020-08-26 09:35:58;99;23;13;7;13;3;7;0;3;3;3
2020-08-26 09:36:59;99;23;13;7;13;3;7;0;3;3;3
2020-08-26 09:37:58;99;23;13;7;13;3;7;0;3;3;3
2020-08-26 09:38:59;99;23;13;7;13;3;7;0;3;3;3
2020-08-26 09:39:59;99;23;14;7;12;3;7;0;3;3;3
2020-08-26 09:40:58;100;23;14;7;13;3;7;0;3;3;3
2020-08-26 09:41:59;100;23;14;7;13;3;7;0;3;3;3
2020-08-26 09:42:59;100;23;14;7;13;3;7;0;3;3;3
2020-08-26 09:43:58;100;23;14;7;13;3;7;0;3;3;3
2020-08-26 09:44:59;100;23;14;7;13;3;7;0;3;3;3
2020-08-26 09:45:59;100;23;14;7;13;3;7;0;3;3;3
2020-08-26 09:46:58;100;23;14;7;13;3;7;0;3;3;3
2020-08-26 09:47:59;101;23;15;7;13;3;7;0;3;3;3
2020-08-26 09:48:59;101;23;15;7;13;3;7;0;3;3;3
2020-08-26 09:49:58;102;23;16;7;13;3;7;0;3;3;3
2020-08-26 09:50:59;102;23;16;7;13;3;7;0;3;3;3
2020-08-26 09:51:59;103;23;16;7;13;3;8;0;3;3;3
2020-08-26 09:52:58;103;23;16;7;13;3;8;0;3;3;3
2020-08-26 09:53:59;103;23;16;7;13;3;8;0;3;3;3
2020-08-26 09:54:59;104;23;16;8;13;3;8;0;3;3;3
2020-08-26 09:55:58;104;23;16;8;13;3;8;0;3;3;3
2020-08-26 09:56:59;104;23;16;8;13;3;8;0;3;3;3
2020-08-26 09:57:59;104;23;16;8;13;3;8;0;3;3;3
2020-08-26 09:58:58;104;23;16;8;13;3;8;0;3;3;3
2020-08-26 09:59:59;105;23;17;8;13;3;8;0;3;3;3
2020-08-26 10:00:59;106;24;17;8;13;3;8;0;3;3;3
2020-08-26 10:01:58;107;25;17;8;13;3;8;0;3;3;3
2020-08-26 10:02:59;107;25;17;8;13;3;8;0;3;3;3
2020-08-26 10:04:00;107;25;17;8;13;3;8;0;3;3;3
2020-08-26 10:04:58;107;25;17;8;13;3;8;0;3;3;3
2020-08-26 10:05:59;107;25;17;8;13;3;8;0;3;3;3
2020-08-26 10:06:59;107;25;17;8;13;3;8;0;3;3;3
2020-08-26 10:07:58;108;26;17;8;13;3;8;0;3;3;3
2020-08-26 10:08:59;108;26;17;8;13;3;8;0;3;3;3
2020-08-26 10:09:59;108;26;17;8;13;3;8;0;3;3;3
2020-08-26 10:10:58;108;26;17;8;13;3;8;0;3;3;3
2020-08-26 10:11:59;108;26;17;8;13;3;8;0;3;3;3
2020-08-26 10:12:59;108;26;17;8;13;3;8;0;3;3;3
2020-08-26 10:13:58;108;26;17;8;13;3;8;0;3;3;3
2020-08-26 10:14:59;108;26;17;8;13;3;8;0;3;3;3
2020-08-26 10:15:59;108;26;17;8;13;3;8;0;3;3;3
2020-08-26 10:16:58;108;26;17;8;13;3;8;0;3;3;3
2020-08-26 10:17:59;108;26;17;8;13;3;8;0;3;3;3
2020-08-26 10:18:59;108;26;17;8;13;3;8;0;3;3;3
2020-08-26 10:19:58;109;26;17;9;13;3;8;0;3;3;3
2020-08-26 10:20:59;109;26;17;9;13;3;8;0;3;3;3
2020-08-26 10:22:00;109;26;17;9;13;3;8;0;3;3;3
2020-08-26 10:22:58;109;26;17;9;13;3;8;0;3;3;3
2020-08-26 10:23:59;109;26;17;9;13;3;8;0;3;3;3
2020-08-26 10:24:58;109;26;17;9;13;3;8;0;3;3;3
2020-08-26 10:25:59;109;26;17;9;13;3;8;0;3;3;3
2020-08-26 10:26:59;110;27;17;9;13;3;8;0;3;3;3
2020-08-26 10:27:58;111;27;17;9;13;3;8;0;3;3;3
2020-08-26 10:28:59;111;27;17;9;13;3;8;0;3;3;3
2020-08-26 10:29:59;111;27;17;9;13;3;8;0;3;3;3
2020-08-26 10:30:58;111;27;17;9;13;3;8;0;3;3;3
2020-08-26 10:31:59;111;27;17;9;13;3;8;0;3;3;3
2020-08-26 10:32:58;112;28;17;9;13;3;8;0;3;3;3
2020-08-26 10:33:59;112;28;17;9;13;3;8;0;3;3;3
2020-08-26 10:34:59;114;28;18;10;13;3;8;0;3;3;3
2020-08-26 10:35:58;114;28;18;10;13;3;8;0;3;3;3
2020-08-26 10:36:59;114;28;18;10;13;3;8;0;3;3;3
2020-08-26 10:37:59;115;28;18;10;13;3;8;0;3;3;3
2020-08-26 10:38:58;115;28;18;10;13;3;8;0;3;3;3
2020-08-26 10:39:59;115;28;18;10;13;3;8;0;3;3;3
2020-08-26 10:40:58;116;28;18;11;13;3;8;0;3;3;3
2020-08-26 10:41:59;117;28;18;11;14;3;8;0;3;3;3
2020-08-26 10:42:59;117;28;18;11;14;3;8;0;3;3;3
2020-08-26 10:43:58;117;28;18;11;14;3;8;0;3;3;3
2020-08-26 10:44:59;118;28;18;11;15;3;8;0;3;3;3
2020-08-26 10:45:59;118;28;18;11;15;3;8;0;3;3;3
2020-08-26 10:46:58;120;29;19;11;15;3;8;0;3;3;3
2020-08-26 10:47:59;120;29;19;11;15;3;8;0;3;3;3
2020-08-26 10:48:59;120;29;19;11;15;3;8;0;3;3;3
2020-08-26 10:49:58;120;29;19;11;15;3;8;0;3;3;3
2020-08-26 10:50:59;120;29;19;11;15;3;8;0;3;3;3
2020-08-26 10:51:59;120;29;19;11;15;3;8;0;3;3;3
2020-08-26 10:52:58;121;29;20;11;15;3;8;0;3;3;3
2020-08-26 10:53:59;122;30;20;11;15;3;8;0;3;3;3
2020-08-26 10:54:59;123;30;20;11;15;3;8;0;3;3;3
2020-08-26 10:55:58;124;31;20;11;15;3;8;0;3;3;3
2020-08-26 10:56:59;124;31;20;11;15;3;8;0;3;3;3
2020-08-26 10:57:59;124;31;20;11;15;3;8;0;3;3;3
2020-08-26 10:58:59;124;31;20;11;15;3;8;0;3;3;3
2020-08-26 10:59:58;124;31;20;11;15;3;8;0;3;3;3
2020-08-26 11:00:59;124;31;20;11;15;3;8;0;3;3;3
2020-08-26 11:01:58;124;31;20;11;15;3;8;0;3;3;3
2020-08-26 11:02:59;124;31;20;11;15;3;8;0;3;3;3
2020-08-26 11:03:59;124;31;20;11;15;3;8;0;3;3;3
2020-08-26 11:05:00;124;31;20;11;15;3;8;0;3;3;3
2020-08-26 11:05:58;124;31;20;11;15;3;8;0;3;3;3
2020-08-26 11:06:59;124;31;20;11;15;3;8;0;3;3;3
2020-08-26 11:07:59;124;31;20;11;15;3;8;0;3;3;3
2020-08-26 11:08:58;124;31;20;11;15;3;8;0;3;3;3
2020-08-26 11:09:59;124;31;20;11;15;3;8;0;3;3;3
2020-08-26 11:10:59;124;31;20;11;15;3;8;0;3;3;3
2020-08-26 11:11:58;124;31;20;11;15;3;8;0;3;3;3
2020-08-26 11:12:59;124;31;20;11;15;3;8;0;3;3;3
2020-08-26 11:13:59;125;32;20;11;15;3;8;0;3;3;3
2020-08-26 11:14:58;125;32;20;11;15;3;8;0;3;3;3
2020-08-26 11:15:59;125;32;20;11;15;3;8;0;3;3;3
2020-08-26 11:16:59;126;32;20;11;15;4;8;0;3;3;3
2020-08-26 11:17:58;127;32;20;11;15;4;8;0;4;3;3
2020-08-26 11:18:59;127;32;20;11;15;4;8;0;4;3;3
2020-08-26 11:19:59;128;32;21;11;15;4;8;0;4;3;3
2020-08-26 11:20:58;128;32;21;11;15;4;8;0;4;3;3
2020-08-26 11:21:59;128;32;21;11;15;4;8;0;4;3;3
2020-08-26 11:22:59;128;32;21;11;15;4;8;0;4;3;3
2020-08-26 11:23:58;128;32;21;11;15;4;8;0;4;3;3
2020-08-26 11:24:59;129;32;21;11;15;4;9;0;4;3;3
2020-08-26 11:25:59;129;32;21;11;15;4;9;0;4;3;3
2020-08-26 11:26:58;130;33;21;11;15;4;9;0;4;3;3
2020-08-26 11:27:59;130;33;21;11;15;4;9;0;4;3;3
2020-08-26 11:28:59;130;33;21;11;15;4;9;0;4;3;3
2020-08-26 11:29:58;130;33;21;11;15;4;9;0;4;3;3
2020-08-26 11:30:59;130;33;21;11;15;4;9;0;4;3;3
2020-08-26 11:31:59;132;34;21;11;16;4;9;0;4;3;3
2020-08-26 11:32:58;132;34;21;11;16;4;9;0;4;3;3
2020-08-26 11:33:59;131;34;21;11;16;4;9;0;4;3;3
2020-08-26 11:34:59;131;34;21;11;16;4;9;0;4;3;3
2020-08-26 11:35:58;131;34;21;11;16;4;9;0;4;3;3
2020-08-26 11:36:59;131;34;21;11;16;4;9;0;4;3;3
2020-08-26 11:37:59;131;34;21;11;16;4;9;0;4;3;3
2020-08-26 11:38:58;131;34;21;11;16;4;9;0;4;3;3
2020-08-26 11:39:59;131;34;21;11;16;4;9;0;4;3;3
2020-08-26 11:41:00;131;35;21;10;16;4;9;0;4;3;3
2020-08-26 11:41:58;131;35;21;10;16;4;9;0;4;3;3
2020-08-26 11:42:59;131;35;21;10;16;4;9;0;4;3;3
2020-08-26 11:43:59;131;35;21;10;16;4;9;0;4;3;3
2020-08-26 11:44:58;131;35;21;10;16;4;9;0;4;3;3
2020-08-26 11:45:59;132;35;21;11;16;4;9;0;4;3;3
2020-08-26 11:46:59;132;35;21;11;16;4;9;0;4;3;3
2020-08-26 11:47:58;132;35;21;11;16;4;9;0;4;3;3
2020-08-26 11:48:59;132;35;21;11;16;4;9;0;4;3;3
2020-08-26 11:49:59;132;35;21;11;16;4;9;0;4;3;3
2020-08-26 11:50:58;132;35;21;11;16;4;9;0;4;3;3
2020-08-26 11:51:59;132;35;21;11;16;4;9;0;4;3;3
2020-08-26 11:52:58;132;35;21;11;16;4;9;0;4;3;3
2020-08-26 11:53:59;132;35;21;11;16;4;9;0;4;3;3
2020-08-26 11:54:59;132;35;21;11;16;4;9;0;4;3;3
2020-08-26 11:55:58;132;35;21;11;16;4;9;0;4;3;3
2020-08-26 11:56:59;132;35;21;11;16;4;9;0;4;3;3
2020-08-26 11:57:59;134;35;22;11;16;5;9;0;4;3;3
2020-08-26 11:58:59;135;35;22;12;16;5;9;0;4;3;3
2020-08-26 11:59:58;135;35;22;12;16;5;9;0;4;3;3
2020-08-26 12:00:59;135;35;22;12;16;5;9;0;4;3;3
2020-08-26 12:02:00;136;36;22;12;16;5;9;0;4;3;3
2020-08-26 12:02:58;136;36;22;12;16;5;9;0;4;3;3
2020-08-26 12:03:59;136;36;22;12;16;5;9;0;4;3;3
2020-08-26 12:04:59;136;36;22;12;16;5;9;0;4;3;3
2020-08-26 12:05:58;136;36;22;12;16;5;9;0;4;3;3
2020-08-26 12:06:59;137;36;23;12;16;5;9;0;4;3;3
2020-08-26 12:07:59;137;36;23;12;16;5;9;0;4;3;3
2020-08-26 12:08:58;137;36;23;12;16;5;9;0;4;3;3
2020-08-26 12:09:59;137;36;23;12;16;5;9;0;4;3;3
2020-08-26 12:10:59;137;36;23;12;16;5;9;0;4;3;3
2020-08-26 12:11:58;137;36;23;12;16;5;9;0;4;3;3
2020-08-26 12:12:59;137;36;23;12;16;5;9;0;4;3;3
2020-08-26 12:13:59;138;37;23;12;16;5;9;0;4;3;3
2020-08-26 12:14:58;137;37;23;12;16;5;8;0;4;3;3
2020-08-26 12:15:59;137;37;23;12;16;5;8;0;4;3;3
2020-08-26 12:16:59;137;37;23;12;16;5;8;0;4;3;3
2020-08-26 12:17:58;137;37;23;12;16;5;8;0;4;3;3
2020-08-26 12:18:59;138;37;23;13;16;5;8;0;4;3;3
2020-08-26 12:19:58;138;37;23;13;16;5;8;0;4;3;3
2020-08-26 12:20:59;138;37;23;13;16;5;8;0;4;3;3
2020-08-26 12:22:00;139;37;24;13;16;5;8;0;4;3;3
2020-08-26 12:22:58;139;37;24;13;16;5;8;0;4;3;3
2020-08-26 12:23:59;140;37;25;13;16;5;8;0;4;3;3
2020-08-26 12:24:59;140;37;25;13;16;5;8;0;4;3;3
2020-08-26 12:25:58;140;37;25;13;16;5;8;0;4;3;3
2020-08-26 12:26:59;140;37;25;13;16;5;8;0;4;3;3
2020-08-26 12:27:59;140;37;25;13;16;5;8;0;4;3;3
2020-08-26 12:28:58;140;37;25;13;16;5;8;0;4;3;3
2020-08-26 12:29:59;141;38;25;13;16;5;8;0;4;3;3
2020-08-26 12:30:59;141;38;25;13;16;5;8;0;4;3;3
2020-08-26 12:31:58;141;38;25;13;16;5;8;0;4;3;3
2020-08-26 12:32:59;141;38;25;13;16;5;8;0;4;3;3
2020-08-26 12:33:58;141;38;25;13;16;5;8;0;4;3;3
2020-08-26 12:34:59;141;38;25;13;16;5;8;0;4;3;3
2020-08-26 12:35:59;141;38;25;13;16;5;8;0;4;3;3
2020-08-26 12:36:58;142;38;25;13;17;5;8;0;4;3;3
2020-08-26 12:37:59;142;38;25;13;17;5;8;0;4;3;3
2020-08-26 12:38:58;143;38;25;13;17;5;8;2;4;3;3
2020-08-26 12:39:59;143;38;25;13;17;5;8;2;4;3;3
2020-08-26 12:40:59;143;38;25;13;17;5;8;2;4;3;3
2020-08-26 12:41:58;143;38;25;13;17;5;8;2;4;3;3
2020-08-26 12:42:59;143;38;25;13;17;5;8;2;4;3;3
2020-08-26 12:43:59;143;38;25;13;17;5;8;2;4;3;3
2020-08-26 12:44:58;143;38;25;13;17;5;8;2;4;3;3
2020-08-26 12:45:59;143;38;25;13;17;5;8;2;4;3;3
2020-08-26 12:46:59;143;38;25;13;17;5;8;2;4;3;3
2020-08-26 12:47:58;143;38;25;13;17;5;8;2;4;3;3
2020-08-26 12:48:59;143;38;25;13;17;5;8;2;4;3;3
2020-08-26 12:49:59;143;38;25;13;17;5;8;2;4;3;3
2020-08-26 12:50:58;143;38;25;13;17;5;8;2;4;3;3
2020-08-26 12:51:59;143;38;25;13;17;5;8;2;4;3;3
2020-08-26 12:52:59;143;38;25;13;17;5;8;2;4;3;3
2020-08-26 12:53:58;143;38;25;13;17;5;8;2;4;3;3
2020-08-26 12:54:59;144;38;25;13;18;5;8;2;4;3;3
2020-08-26 12:55:59;144;38;25;13;18;5;8;2;4;3;3
2020-08-26 12:56:58;144;38;25;13;18;5;8;2;4;3;3
2020-08-26 12:57:59;144;38;25;13;18;5;8;2;4;3;3
2020-08-26 12:58:59;144;38;25;13;18;5;8;2;4;3;3
2020-08-26 12:59:58;144;38;25;13;18;5;8;2;4;3;3
2020-08-26 13:00:59;144;38;25;13;18;5;8;2;4;3;3
2020-08-26 13:01:59;144;38;25;13;18;5;8;2;4;3;3
2020-08-26 13:02:58;144;38;25;13;18;5;8;2;4;3;3
2020-08-26 13:03:59;145;38;26;13;18;5;8;2;4;3;3
2020-08-26 13:04:58;146;39;26;13;18;5;8;2;4;3;3
2020-08-26 13:05:59;146;39;26;13;18;5;8;2;4;3;3
2020-08-26 13:06:59;146;39;26;13;18;5;8;2;4;3;3
2020-08-26 13:07:58;146;39;26;13;18;5;8;2;4;3;3
