datetime;total_votes;paramed;Der_Sturmer;Mindsplitter;telegraf;navalny;Volodya_FM;vatnostakan;shturn;Есения;raaxiom
2020-12-09 16:28:59;165;84;17;10;7;9;7;0;3;4;2
2020-12-09 16:29:58;165;84;17;10;7;9;7;0;3;4;2
2020-12-09 16:30:59;165;84;17;10;7;9;7;0;3;4;2
2020-12-09 16:31:59;165;84;17;10;7;9;7;0;3;4;2
2020-12-09 16:32:58;165;84;17;10;7;9;7;0;3;4;2
2020-12-09 16:33:59;165;84;17;10;7;9;7;0;3;4;2
2020-12-09 16:34:58;166;85;17;10;7;9;7;0;3;4;2
2020-12-09 16:35:59;166;85;17;10;7;9;7;0;3;4;2
2020-12-09 16:37:00;166;85;17;10;7;9;7;0;3;4;2
2020-12-09 16:37:58;166;85;17;10;7;9;7;0;3;4;2
2020-12-09 16:38:59;166;85;17;10;7;9;7;0;3;4;2
2020-12-09 16:39:59;166;85;17;10;7;9;7;0;3;4;2
2020-12-09 16:40:58;167;85;18;10;7;9;7;0;3;4;2
2020-12-09 16:41:59;167;85;18;10;7;9;7;0;3;4;2
2020-12-09 16:42:59;167;85;18;10;7;9;7;0;3;4;2
2020-12-09 16:44:00;167;85;18;10;7;9;7;0;3;4;2
2020-12-09 16:44:58;167;85;18;10;7;9;7;0;3;4;2
2020-12-09 16:45:59;167;85;18;10;7;9;7;0;3;4;2
2020-12-09 16:46:58;167;85;18;10;7;9;7;0;3;4;2
2020-12-09 16:47:59;167;85;18;10;7;9;7;0;3;4;2
2020-12-09 16:48:59;167;85;18;10;7;9;7;0;3;4;2
2020-12-09 16:49:58;167;85;18;10;7;9;7;0;3;4;2
2020-12-09 16:50:59;167;85;18;10;7;9;7;0;3;4;2
2020-12-09 16:51:59;167;85;18;10;7;9;7;0;3;4;2
2020-12-09 16:52:58;167;85;18;10;7;9;7;0;3;4;2
2020-12-09 16:53:59;167;85;18;10;7;9;7;0;3;4;2
2020-12-09 16:54:59;167;85;18;10;7;9;7;0;3;4;2
2020-12-09 16:55:58;167;85;18;10;7;9;7;0;3;4;2
2020-12-09 16:56:59;167;85;18;10;7;9;7;0;3;4;2
2020-12-09 16:58:00;167;85;18;10;7;9;7;0;3;4;2
2020-12-09 16:58:58;168;85;18;10;7;9;8;0;3;4;2
2020-12-09 16:59:59;168;85;18;10;7;9;8;0;3;4;2
2020-12-09 17:00:59;168;85;18;10;7;9;8;0;3;4;2
2020-12-09 17:01:59;168;85;18;10;7;9;8;0;3;4;2
2020-12-09 17:02:58;168;85;18;10;7;9;8;0;3;4;2
2020-12-09 17:03:59;168;85;18;10;7;9;8;0;3;4;2
2020-12-09 17:04:59;168;85;18;10;7;9;8;0;3;4;2
2020-12-09 17:05:58;168;85;18;10;7;9;8;0;3;4;2
2020-12-09 17:06:59;168;85;18;10;7;9;8;0;3;4;2
2020-12-09 17:07:59;168;85;18;10;7;9;8;0;3;4;2
2020-12-09 17:08:58;169;86;18;10;7;9;8;0;3;4;2
2020-12-09 17:09:59;169;86;18;10;7;9;8;0;3;4;2
2020-12-09 17:10:59;169;86;18;10;7;9;8;0;3;4;2
2020-12-09 17:11:58;169;86;18;10;7;9;8;0;3;4;2
2020-12-09 17:12:59;169;86;18;10;7;9;8;0;3;4;2
2020-12-09 17:13:59;169;86;18;10;7;9;8;0;3;4;2
2020-12-09 17:14:58;169;86;18;10;7;9;8;0;3;4;2
2020-12-09 17:15:59;169;86;18;10;7;9;8;0;3;4;2
2020-12-09 17:16:59;169;86;18;10;7;9;8;0;3;4;2
2020-12-09 17:17:58;169;86;18;10;7;9;8;0;3;4;2
2020-12-09 17:18:59;169;86;18;10;7;9;8;0;3;4;2
2020-12-09 17:19:59;169;86;18;10;7;9;8;0;3;4;2
2020-12-09 17:20:58;169;86;18;10;7;9;8;0;3;4;2
2020-12-09 17:21:59;169;86;18;10;7;9;8;0;3;4;2
2020-12-09 17:22:59;169;86;18;10;7;9;8;0;3;4;2
2020-12-09 17:23:58;169;86;18;10;7;9;8;0;3;4;2
2020-12-09 17:24:59;169;86;18;10;7;9;8;0;3;4;2
2020-12-09 17:25:58;169;86;18;10;7;9;8;0;3;4;2
2020-12-09 17:26:59;169;86;18;10;7;9;8;0;3;4;2
2020-12-09 17:27:59;169;86;18;10;7;9;8;0;3;4;2
2020-12-09 17:28:58;169;86;18;10;7;9;8;0;3;4;2
2020-12-09 17:29:59;169;86;18;10;7;9;8;0;3;4;2
2020-12-09 17:30:59;169;86;18;10;7;9;8;0;3;4;2
2020-12-09 17:31:58;169;86;18;10;7;9;8;0;3;4;2
2020-12-09 17:32:59;170;87;18;10;7;9;8;0;3;4;2
2020-12-09 17:33:58;170;87;18;10;7;9;8;0;3;4;2
2020-12-09 17:34:59;170;87;18;10;7;9;8;0;3;4;2
2020-12-09 17:35:59;170;87;18;10;7;9;8;0;3;4;2
2020-12-09 17:36:58;170;87;18;10;7;9;8;0;3;4;2
2020-12-09 17:37:59;170;87;18;10;7;9;8;0;3;4;2
2020-12-09 17:38:59;170;87;18;10;7;9;8;0;3;4;2
2020-12-09 17:39:58;170;87;18;10;7;9;8;0;3;4;2
2020-12-09 17:40:59;170;87;18;10;7;9;8;0;3;4;2
2020-12-09 17:41:59;170;87;18;10;7;9;8;0;3;4;2
2020-12-09 17:42:58;170;87;18;10;7;9;8;0;3;4;2
2020-12-09 17:43:59;170;87;18;10;7;9;8;0;3;4;2
2020-12-09 17:44:58;170;87;18;10;7;9;8;0;3;4;2
2020-12-09 17:45:59;170;87;18;10;7;9;8;0;3;4;2
2020-12-09 17:46:59;170;87;18;10;7;9;8;0;3;4;2
2020-12-09 17:47:58;170;87;18;10;7;9;8;0;3;4;2
2020-12-09 17:48:59;170;87;18;10;7;9;8;0;3;4;2
2020-12-09 17:49:59;171;88;18;10;7;9;8;0;3;4;2
2020-12-09 17:50:58;171;88;18;10;7;9;8;0;3;4;2
2020-12-09 17:51:59;171;88;18;10;7;9;8;0;3;4;2
2020-12-09 17:52:58;171;88;18;10;7;9;8;0;3;4;2
2020-12-09 17:53:59;172;88;18;10;7;9;8;0;3;4;2
2020-12-09 17:55:00;172;88;18;10;7;9;8;0;3;4;2
2020-12-09 17:55:58;172;88;18;10;7;9;8;0;3;4;2
2020-12-09 17:56:59;172;88;18;10;7;9;8;0;3;4;2
2020-12-09 17:57:58;172;88;18;10;7;9;8;0;3;4;2
2020-12-09 17:58:59;173;89;18;10;7;9;8;0;3;4;2
2020-12-09 17:59:59;173;89;18;10;7;9;8;0;3;4;2
2020-12-09 18:00:59;174;90;18;10;7;9;8;0;3;4;2
2020-12-09 18:01:58;174;90;18;10;7;9;8;0;3;4;2
2020-12-09 18:02:59;174;90;18;10;7;9;8;0;3;4;2
2020-12-09 18:03:58;175;91;18;10;7;9;8;0;3;4;2
2020-12-09 18:04:59;176;92;18;10;7;9;8;0;3;4;2
2020-12-09 18:05:59;176;92;18;10;7;9;8;0;3;4;2
2020-12-09 18:06:58;177;93;18;10;7;9;8;0;3;4;2
2020-12-09 18:07:59;177;93;18;10;7;9;8;0;3;4;2
2020-12-09 18:08:59;177;93;18;10;7;9;8;0;3;4;2
2020-12-09 18:09:58;177;93;18;10;7;9;8;0;3;4;2
2020-12-09 18:10:59;177;93;18;10;7;9;8;0;3;4;2
2020-12-09 18:11:58;177;93;18;10;7;9;8;0;3;4;2
2020-12-09 18:12:59;177;93;18;10;7;9;8;0;3;4;2
2020-12-09 18:13:59;177;93;18;10;7;9;8;0;3;4;2
2020-12-09 18:14:58;177;93;18;10;7;9;8;0;3;4;2
2020-12-09 18:15:59;177;93;18;10;7;9;8;0;3;4;2
2020-12-09 18:16:59;177;93;18;10;7;9;8;0;3;4;2
2020-12-09 18:17:58;177;93;18;10;7;9;8;0;3;4;2
2020-12-09 18:18:59;177;93;18;10;7;9;8;0;3;4;2
2020-12-09 18:19:59;177;93;18;10;7;9;8;0;3;4;2
2020-12-09 18:20:58;177;93;18;10;7;9;8;0;3;4;2
2020-12-09 18:21:59;177;93;18;10;7;9;8;0;3;4;2
2020-12-09 18:22:58;178;93;18;10;7;9;8;0;3;4;2
2020-12-09 18:23:59;179;93;18;10;7;9;8;2;3;4;2
2020-12-09 18:24:59;179;93;18;10;7;9;8;2;3;4;2
2020-12-09 18:25:58;180;93;18;10;7;9;8;3;3;4;2
2020-12-09 18:26:59;182;93;18;10;7;9;8;5;3;4;2
2020-12-09 18:28:00;182;93;18;10;7;9;8;5;3;4;2
2020-12-09 18:28:58;182;93;18;10;7;9;8;5;3;4;2
2020-12-09 18:29:59;182;93;18;10;7;9;8;5;3;4;2
2020-12-09 18:31:00;182;93;18;10;7;9;8;5;3;4;2
2020-12-09 18:31:58;182;93;18;10;7;9;8;5;3;4;2
2020-12-09 18:32:59;182;93;18;10;7;9;8;5;3;4;2
2020-12-09 18:33:59;182;93;18;10;7;9;8;5;3;4;2
2020-12-09 18:34:58;182;93;18;10;7;9;8;5;3;4;2
2020-12-09 18:35:59;182;93;18;10;7;9;8;5;3;4;2
2020-12-09 18:36:58;182;93;18;10;7;9;8;5;3;4;2
2020-12-09 18:37:59;182;93;18;10;7;9;8;5;3;4;2
2020-12-09 18:38:59;182;93;18;10;7;9;8;5;3;4;2
2020-12-09 18:39:58;182;93;18;10;7;9;8;5;3;4;2
2020-12-09 18:40:59;182;93;18;10;7;9;8;5;3;4;2
2020-12-09 18:41:59;182;93;18;10;7;9;8;5;3;4;2
2020-12-09 18:43:00;182;93;18;10;7;9;8;5;3;4;2
2020-12-09 18:43:58;182;93;18;10;7;9;8;5;3;4;2
2020-12-09 18:44:59;182;93;18;10;7;9;8;5;3;4;2
2020-12-09 18:45:59;184;94;18;11;7;9;8;5;3;4;2
2020-12-09 18:46:58;184;94;18;11;7;9;8;5;3;4;2
2020-12-09 18:47:59;184;94;18;11;7;9;8;5;3;4;2
2020-12-09 18:48:59;184;94;18;11;7;9;8;5;3;4;2
2020-12-09 18:49:58;184;94;18;11;7;9;8;5;3;4;2
2020-12-09 18:50:59;185;95;18;11;7;9;8;5;3;4;2
2020-12-09 18:51:59;185;95;18;11;7;9;8;5;3;4;2
2020-12-09 18:52:58;185;95;18;11;7;9;8;5;3;4;2
2020-12-09 18:53:59;185;95;18;11;7;9;8;5;3;4;2
2020-12-09 18:54:58;185;95;18;11;7;9;8;5;3;4;2
2020-12-09 18:55:59;185;95;18;11;7;9;8;5;3;4;2
2020-12-09 18:56:59;185;95;18;11;7;9;8;5;3;4;2
2020-12-09 18:57:58;185;95;18;11;7;9;8;5;3;4;2
2020-12-09 18:58:59;185;95;18;11;7;9;8;5;3;4;2
2020-12-09 18:59:59;185;95;18;11;7;9;8;5;3;4;2
2020-12-09 19:00:58;185;95;18;11;7;9;8;5;3;4;2
2020-12-09 19:01:59;185;95;18;11;7;9;8;5;3;4;2
2020-12-09 19:02:59;185;95;18;11;7;9;8;5;3;4;2
2020-12-09 19:03:58;184;95;18;11;7;9;8;5;3;3;2
2020-12-09 19:04:59;184;95;18;11;7;9;8;5;3;3;2
2020-12-09 19:05:58;185;96;18;11;7;9;8;5;3;3;2
2020-12-09 19:06:59;186;97;18;11;7;9;8;5;3;3;2
2020-12-09 19:07:59;186;97;18;11;7;9;8;5;3;3;2
2020-12-09 19:08:58;186;97;18;11;7;9;8;5;3;3;2
2020-12-09 19:09:59;186;97;18;11;7;9;8;5;3;3;2
2020-12-09 19:10:59;186;97;18;11;7;9;8;5;3;3;2
2020-12-09 19:11:59;186;97;18;11;7;9;8;5;3;3;2
2020-12-09 19:12:58;186;97;18;11;7;9;8;5;3;3;2
2020-12-09 19:13:59;186;97;18;11;7;9;8;5;3;3;2
2020-12-09 19:14:59;186;97;18;11;7;9;8;5;3;3;2
2020-12-09 19:15:58;186;97;18;11;7;9;8;5;3;3;2
2020-12-09 19:16:59;186;97;18;11;7;9;8;5;3;3;2
2020-12-09 19:17:58;186;97;18;11;7;9;8;5;3;3;2
2020-12-09 19:18:59;186;97;18;11;7;9;8;5;3;3;2
2020-12-09 19:19:59;186;97;18;11;7;9;8;5;3;3;2
2020-12-09 19:20:58;186;97;18;11;7;9;8;5;3;3;2
2020-12-09 19:21:59;186;98;18;11;7;9;8;5;3;3;2
2020-12-09 19:22:59;186;98;18;11;7;9;8;5;3;3;2
2020-12-09 19:23:58;186;98;18;11;7;9;8;5;3;3;2
2020-12-09 19:24:59;186;98;18;11;7;9;8;5;3;3;2
2020-12-09 19:25:59;186;98;18;11;7;9;8;5;3;3;2
2020-12-09 19:26:59;186;98;18;11;7;9;8;5;3;3;2
2020-12-09 19:27:58;186;98;18;11;7;9;8;5;3;3;2
2020-12-09 19:28:59;186;98;18;11;7;9;8;5;3;3;2
2020-12-09 19:29:59;186;98;18;11;7;9;8;5;3;3;2
2020-12-09 19:30:58;186;98;18;11;7;9;8;5;3;3;2
2020-12-09 19:31:59;186;98;18;11;7;9;8;5;3;3;2
2020-12-09 19:32:59;187;99;18;11;7;9;8;5;3;3;2
2020-12-09 19:34:00;187;99;18;11;7;9;8;5;3;3;2
2020-12-09 19:34:58;187;99;18;11;7;9;8;5;3;3;2
2020-12-09 19:35:59;187;99;18;11;7;9;8;5;3;3;2
2020-12-09 19:36:58;187;99;18;11;7;9;8;5;3;3;2
2020-12-09 19:37:59;187;99;18;11;7;9;8;5;3;3;2
2020-12-09 19:38:59;187;99;18;11;7;9;8;5;3;3;2
2020-12-09 19:39:58;187;99;18;11;7;9;8;5;3;3;2
2020-12-09 19:40:59;188;100;18;11;7;9;8;5;3;3;2
2020-12-09 19:41:59;189;100;18;11;7;9;8;5;3;3;2
2020-12-09 19:42:58;189;100;18;11;7;9;8;5;3;3;2
2020-12-09 19:43:59;190;101;18;11;7;9;8;5;3;3;2
2020-12-09 19:44:59;190;101;18;11;7;9;8;5;3;3;2
2020-12-09 19:45:58;190;101;18;11;7;9;8;5;3;3;2
2020-12-09 19:46:59;190;101;18;11;7;9;8;5;3;3;2
2020-12-09 19:47:59;190;101;18;11;7;9;8;5;3;3;2
2020-12-09 19:48:58;190;101;18;11;7;9;8;5;3;3;2
2020-12-09 19:49:59;190;101;18;11;7;9;8;5;3;3;2
2020-12-09 19:50:58;190;101;18;11;7;9;8;5;3;3;2
2020-12-09 19:51:59;190;101;18;11;7;9;8;5;3;3;2
2020-12-09 19:52:59;190;101;18;11;7;9;8;5;3;3;2
2020-12-09 19:53:58;190;101;18;11;7;9;8;5;3;3;2
2020-12-09 19:54:59;190;101;18;11;7;9;8;5;3;3;2
2020-12-09 19:55:59;190;101;18;11;7;9;8;5;3;3;2
2020-12-09 19:56:58;192;103;18;11;7;9;8;5;3;3;2
2020-12-09 19:57:59;192;103;18;11;7;9;8;5;3;3;2
2020-12-09 19:58:59;192;103;18;11;7;9;8;5;3;3;2
2020-12-09 19:59:58;192;103;18;11;7;9;8;5;3;3;2
2020-12-09 20:00:59;192;103;18;11;7;9;8;5;3;3;2
2020-12-09 20:01:59;192;103;18;11;7;9;8;5;3;3;2
2020-12-09 20:02:58;192;103;18;11;7;9;8;5;3;3;2
2020-12-09 20:03:59;192;103;18;11;7;9;8;5;3;3;2
2020-12-09 20:04:59;192;103;18;11;7;9;8;5;3;3;2
2020-12-09 20:05:58;192;103;18;11;7;9;8;5;3;3;2
2020-12-09 20:06:59;192;103;18;11;7;9;8;5;3;3;2
2020-12-09 20:07:59;192;103;18;11;7;9;8;5;3;3;2
2020-12-09 20:08:58;192;103;18;11;7;9;8;5;3;3;2
2020-12-09 20:09:59;192;103;18;11;7;9;8;5;3;3;2
2020-12-09 20:10:59;192;103;18;11;7;9;8;5;3;3;2
2020-12-09 20:11:58;192;103;18;11;7;9;8;5;3;3;2
2020-12-09 20:12:59;193;104;18;11;7;9;8;5;3;3;2
2020-12-09 20:13:59;193;104;18;11;7;9;8;5;3;3;2
2020-12-09 20:14:58;193;104;18;11;7;9;8;5;3;3;2
2020-12-09 20:15:59;193;104;18;11;7;9;8;5;3;3;2
2020-12-09 20:16:58;193;104;18;11;7;9;8;5;3;3;2
2020-12-09 20:17:59;193;104;18;11;7;9;8;5;3;3;2
2020-12-09 20:18:59;193;104;18;11;7;9;8;5;3;3;2
2020-12-09 20:19:59;193;104;18;11;7;9;8;5;3;3;2
2020-12-09 20:20:59;193;104;18;11;7;9;8;5;3;3;2
2020-12-09 20:21:58;193;104;18;11;7;9;8;5;3;3;2
2020-12-09 20:22:59;193;104;18;11;7;9;8;5;3;3;2
2020-12-09 20:24:00;193;104;18;11;7;9;8;5;3;3;2
2020-12-09 20:24:58;193;104;18;11;7;9;8;5;3;3;2
2020-12-09 20:25:59;193;104;18;11;7;9;8;5;3;3;2
2020-12-09 20:26:59;193;104;18;11;7;9;8;5;3;3;2
2020-12-09 20:27:58;193;104;18;11;7;9;8;5;3;3;2
2020-12-09 20:28:59;194;105;18;11;7;9;8;5;3;3;2
2020-12-09 20:29:59;194;105;18;11;7;9;8;5;3;3;2
2020-12-09 20:30:58;194;105;18;11;7;9;8;5;3;3;2
2020-12-09 20:31:59;194;105;18;11;7;9;8;5;3;3;2
2020-12-09 20:32:59;194;105;18;11;7;9;8;5;3;3;2
2020-12-09 20:33:58;194;105;18;11;7;9;8;5;3;3;2
2020-12-09 20:34:59;194;105;18;11;7;9;8;5;3;3;2
2020-12-09 20:35:58;194;105;18;11;7;9;8;5;3;3;2
2020-12-09 20:36:59;194;105;18;11;7;9;8;5;3;3;2
2020-12-09 20:37:59;194;105;18;11;7;9;8;5;3;3;2
2020-12-09 20:39:00;194;105;18;11;7;9;8;5;3;3;2
2020-12-09 20:39:58;194;105;18;11;7;9;8;5;3;3;2
2020-12-09 20:40:59;194;105;18;11;7;9;8;5;3;3;2
2020-12-09 20:41:59;194;105;18;11;7;9;8;5;3;3;2
2020-12-09 20:42:58;195;105;19;11;7;9;8;5;3;3;2
2020-12-09 20:43:59;195;105;19;11;7;9;8;5;3;3;2
2020-12-09 20:44:59;196;105;19;11;8;9;8;5;3;3;2
2020-12-09 20:45:58;196;105;19;11;8;9;8;5;3;3;2
2020-12-09 20:46:59;196;105;19;11;8;9;8;5;3;3;2
2020-12-09 20:47:58;197;106;19;11;8;9;8;5;3;3;2
2020-12-09 20:48:59;197;106;19;11;8;9;8;5;3;3;2
2020-12-09 20:49:59;197;106;19;11;8;9;8;5;3;3;2
2020-12-09 20:50:58;197;106;19;11;8;9;8;5;3;3;2
2020-12-09 20:51:59;197;106;19;11;8;9;8;5;3;3;2
2020-12-09 20:52:59;198;107;19;11;8;9;8;5;3;3;2
2020-12-09 20:53:58;198;107;19;11;8;9;8;5;3;3;2
2020-12-09 20:54:59;198;107;19;11;8;9;8;5;3;3;2
2020-12-09 20:55:58;198;107;19;11;8;9;8;5;3;3;2
2020-12-09 20:56:59;198;107;19;11;8;9;8;5;3;3;2
2020-12-09 20:57:58;198;107;19;11;8;9;8;5;3;3;2
2020-12-09 20:58:59;198;107;19;11;8;9;8;5;3;3;2
2020-12-09 20:59:59;198;107;19;11;8;9;8;5;3;3;2
2020-12-09 21:00:58;198;107;19;11;8;9;8;5;3;3;2
2020-12-09 21:01:59;198;107;19;11;8;9;8;5;3;3;2
2020-12-09 21:02:59;198;107;19;11;8;9;8;5;3;3;2
2020-12-09 21:03:58;198;107;19;11;8;9;8;5;3;3;2
2020-12-09 21:04:59;198;107;19;11;8;9;8;5;3;3;2
2020-12-09 21:05:59;198;107;19;11;8;9;8;5;3;3;2
2020-12-09 21:06:58;198;107;19;11;8;9;8;5;3;3;2
2020-12-09 21:07:59;198;107;18;11;8;9;9;5;3;3;2
2020-12-09 21:08:58;200;108;18;11;9;9;9;5;3;3;2
2020-12-09 21:09:59;200;108;18;11;9;9;9;5;3;3;2
2020-12-09 21:10:59;200;108;18;11;9;9;9;5;3;3;2
2020-12-09 21:11:58;200;108;18;11;9;9;9;5;3;3;2
2020-12-09 21:12:59;200;108;18;11;9;9;9;5;3;3;2
2020-12-09 21:13:59;200;108;18;11;9;9;9;5;3;3;2
2020-12-09 21:14:59;200;108;18;11;9;9;9;5;3;3;2
2020-12-09 21:15:58;200;108;18;11;9;9;9;5;3;3;2
2020-12-09 21:16:59;200;108;18;11;9;9;9;5;3;3;2
2020-12-09 21:17:59;200;108;18;11;9;9;9;5;3;3;2
2020-12-09 21:18:58;200;108;18;11;9;9;9;5;3;3;2
2020-12-09 21:19:59;200;108;18;11;9;9;9;5;3;3;2
2020-12-09 21:20:58;200;108;18;11;9;9;9;5;3;3;2
2020-12-09 21:21:59;202;110;18;11;9;9;9;5;3;3;2
2020-12-09 21:22:59;202;110;18;11;9;9;9;5;3;3;2
2020-12-09 21:23:58;202;110;18;11;9;9;9;5;3;3;2
2020-12-09 21:24:59;202;110;18;11;9;9;9;5;3;3;2
2020-12-09 21:25:58;203;111;18;11;9;9;9;5;3;3;2
2020-12-09 21:26:59;203;111;18;11;9;9;9;5;3;3;2
2020-12-09 21:27:59;203;111;18;11;9;9;9;5;3;3;2
2020-12-09 21:28:58;203;111;18;11;9;9;9;5;3;3;2
2020-12-09 21:29:59;203;111;18;11;9;9;9;5;3;3;2
2020-12-09 21:30:58;203;111;18;11;9;9;9;5;3;3;2
2020-12-09 21:31:59;203;111;18;11;9;9;9;5;3;3;2
2020-12-09 21:32:59;203;111;18;11;9;9;9;5;3;3;2
2020-12-09 21:33:58;203;111;18;11;9;9;9;5;3;3;2
2020-12-09 21:34:59;203;111;18;11;9;9;9;5;3;3;2
2020-12-09 21:35:58;203;111;18;11;9;9;9;5;3;3;2
2020-12-09 21:36:59;203;111;18;11;9;9;9;5;3;3;2
2020-12-09 21:38:00;203;111;18;11;9;9;9;5;3;3;2
2020-12-09 21:38:58;203;111;18;11;9;9;9;5;3;3;2
2020-12-09 21:39:59;203;111;18;11;9;9;9;5;3;3;2
2020-12-09 21:40:58;203;111;18;11;9;9;9;5;3;3;2
2020-12-09 21:41:59;203;111;18;11;9;9;9;5;3;3;2
2020-12-09 21:42:59;203;111;18;11;9;9;9;5;3;3;2
2020-12-09 21:43:58;203;111;18;11;9;9;9;5;3;3;2
2020-12-09 21:44:59;203;111;18;11;9;9;9;5;3;3;2
2020-12-09 21:45:58;203;111;18;11;9;9;9;5;3;3;2
2020-12-09 21:46:59;203;111;18;11;9;9;9;5;3;3;2
2020-12-09 21:47:59;203;111;18;11;9;9;9;5;3;3;2
2020-12-09 21:48:58;203;111;18;11;9;9;9;5;3;3;2
2020-12-09 21:49:59;204;112;18;11;9;9;9;5;3;3;2
2020-12-09 21:50:58;204;112;18;11;9;9;9;5;3;3;2
2020-12-09 21:51:59;204;112;18;11;9;9;9;5;3;3;2
2020-12-09 21:52:59;204;112;18;11;9;9;9;5;3;3;2
2020-12-09 21:54:00;204;112;18;11;9;9;9;5;3;3;2
2020-12-09 21:54:58;204;112;18;11;9;9;9;5;3;3;2
2020-12-09 21:55:59;204;112;18;11;9;9;9;5;3;3;2
2020-12-09 21:56:58;204;112;18;11;9;9;9;5;3;3;2
2020-12-09 21:57:59;204;112;18;11;9;9;9;5;3;3;2
2020-12-09 21:58:58;204;112;18;11;9;9;9;5;3;3;2
2020-12-09 21:59:59;204;112;18;11;9;9;9;5;3;3;2
2020-12-09 22:00:58;204;112;18;11;9;9;9;5;3;3;2
2020-12-09 22:01:59;204;112;18;11;9;9;9;5;3;3;2
2020-12-09 22:02:59;204;112;18;11;9;9;9;5;3;3;2
2020-12-09 22:03:58;204;112;18;11;9;9;9;5;3;3;2
2020-12-09 22:04:59;204;112;18;11;9;9;9;5;3;3;2
2020-12-09 22:05:58;204;112;18;11;9;9;9;5;3;3;2
2020-12-09 22:06:59;204;112;18;11;9;9;9;5;3;3;2
2020-12-09 22:07:59;204;112;18;11;9;9;9;5;3;3;2
2020-12-09 22:08:59;204;112;18;11;9;9;9;5;3;3;2
2020-12-09 22:09:58;204;112;18;11;9;9;9;5;3;3;2
2020-12-09 22:10:59;204;112;18;11;9;9;9;5;3;3;2
2020-12-09 22:11:58;205;113;18;11;9;9;9;5;3;3;2
2020-12-09 22:12:59;205;113;18;11;9;9;9;5;3;3;2
2020-12-09 22:13:58;207;114;19;11;9;9;9;5;3;3;2
2020-12-09 22:14:59;207;114;19;11;9;9;9;5;3;3;2
2020-12-09 22:15:59;207;114;19;11;9;9;9;5;3;3;2
2020-12-09 22:16:58;207;114;19;11;9;9;9;5;3;3;2
2020-12-09 22:17:59;207;114;19;11;9;9;9;5;3;3;2
2020-12-09 22:18:58;207;114;19;11;9;9;9;5;3;3;2
2020-12-09 22:19:59;207;114;19;11;9;9;9;5;3;3;2
2020-12-09 22:20:59;207;114;19;11;9;9;9;5;3;3;2
2020-12-09 22:21:58;207;114;19;11;9;9;9;5;3;3;2
2020-12-09 22:22:59;207;114;19;11;9;9;9;5;3;3;2
2020-12-09 22:23:59;208;115;19;11;9;9;9;5;3;3;2
2020-12-09 22:24:58;208;115;19;11;9;9;9;5;3;3;2
2020-12-09 22:25:59;209;116;19;11;9;9;9;5;3;3;2
2020-12-09 22:26:59;210;116;19;11;10;9;9;5;3;3;2
2020-12-09 22:27:58;210;116;19;11;10;9;9;5;3;3;2
2020-12-09 22:28:59;210;116;19;11;10;9;9;5;3;3;2
2020-12-09 22:29:58;210;116;19;11;10;9;9;5;3;3;2
2020-12-09 22:30:59;210;116;19;11;10;9;9;5;3;3;2
2020-12-09 22:31:58;210;116;19;11;10;9;9;5;3;3;2
2020-12-09 22:32:59;210;116;19;11;10;9;9;5;3;3;2
2020-12-09 22:33:59;210;117;18;11;10;9;9;5;3;3;2
2020-12-09 22:34:58;210;117;18;11;10;9;9;5;3;3;2
2020-12-09 22:35:59;210;117;18;11;10;9;9;5;3;3;2
2020-12-09 22:36:59;210;117;18;11;10;9;9;5;3;3;2
2020-12-09 22:37:58;210;117;18;11;10;9;9;5;3;3;2
2020-12-09 22:38:59;210;117;18;11;10;9;9;5;3;3;2
2020-12-09 22:39:59;210;117;18;11;10;9;9;5;3;3;2
2020-12-09 22:40:58;210;117;18;11;10;9;9;5;3;3;2
2020-12-09 22:41:59;210;117;18;11;10;9;9;5;3;3;2
2020-12-09 22:42:58;211;117;18;11;10;9;10;5;3;3;2
2020-12-09 22:43:59;211;117;18;11;10;9;10;5;3;3;2
2020-12-09 22:44:58;211;117;18;11;10;9;10;5;3;3;2
2020-12-09 22:45:59;212;117;18;11;10;10;10;5;3;3;2
2020-12-09 22:46:59;212;117;18;11;10;10;10;5;3;3;2
2020-12-09 22:47:58;212;117;18;11;10;10;10;5;3;3;2
2020-12-09 22:48:59;212;117;18;11;10;10;10;5;3;3;2
2020-12-09 22:49:59;213;118;18;11;10;10;10;5;3;3;2
2020-12-09 22:50:59;213;118;18;11;10;10;10;5;3;3;2
2020-12-09 22:51:58;213;118;18;11;10;10;10;5;3;3;2
2020-12-09 22:52:59;213;118;18;11;10;10;10;5;3;3;2
2020-12-09 22:53:58;213;118;18;11;10;10;10;5;3;3;2
2020-12-09 22:54:59;213;118;18;11;10;10;10;5;3;3;2
2020-12-09 22:55:59;213;118;18;11;10;10;10;5;3;3;2
2020-12-09 22:56:58;213;118;18;11;10;10;10;5;3;3;2
2020-12-09 22:57:59;213;118;18;11;10;10;10;5;3;3;2
2020-12-09 22:58:59;213;118;18;11;10;10;10;5;3;3;2
2020-12-09 22:59:58;213;118;18;11;10;10;10;5;3;3;2
2020-12-09 23:00:59;213;118;18;11;10;10;10;5;3;3;2
2020-12-09 23:01:59;213;118;18;11;10;10;10;5;3;3;2
2020-12-09 23:02:58;213;118;18;11;10;10;10;5;3;3;2
2020-12-09 23:03:59;213;118;18;11;10;10;10;5;3;3;2
2020-12-09 23:04:58;213;118;18;11;10;10;10;5;3;3;2
2020-12-09 23:05:59;214;119;18;11;10;10;10;5;3;3;2
