datetime;total_votes;Aba-fisher;shamanka2_0;KOCTOPE3;navalny;Hactar;patient;shturn;ANALCUNT;brammator;gurt
2020-12-02 08:36:58;87;29;24;4;5;7;3;0;0;1;0
2020-12-02 08:37:59;88;29;24;4;5;7;4;0;0;1;0
2020-12-02 08:38:59;88;29;24;4;5;7;4;0;0;1;0
2020-12-02 08:39:58;88;29;24;4;5;7;4;0;0;1;0
2020-12-02 08:40:59;88;29;24;4;5;7;4;0;0;1;0
2020-12-02 08:41:59;88;29;24;5;5;7;4;0;0;0;0
2020-12-02 08:42:58;88;29;24;5;5;7;4;0;0;0;0
2020-12-02 08:43:59;89;30;24;5;5;7;4;0;0;0;0
2020-12-02 08:44:59;89;30;24;5;5;7;4;0;0;0;0
2020-12-02 08:45:58;89;30;24;5;5;7;4;0;0;0;0
2020-12-02 08:46:59;89;30;24;5;5;7;4;0;0;0;0
2020-12-02 08:47:58;89;30;24;5;5;7;4;0;0;0;0
2020-12-02 08:48:59;89;30;24;5;5;7;4;0;0;0;0
2020-12-02 08:49:59;89;30;24;5;5;7;4;0;0;0;0
2020-12-02 08:50:59;89;30;24;5;5;7;4;0;0;0;0
2020-12-02 08:51:58;90;30;24;5;5;7;5;0;0;0;0
2020-12-02 08:52:59;91;31;24;5;5;7;5;0;0;0;0
2020-12-02 08:53:58;91;31;24;5;5;7;5;0;0;0;0
2020-12-02 08:54:59;91;31;24;5;5;7;5;0;0;0;0
2020-12-02 08:55:59;91;31;24;5;5;7;5;0;0;0;0
2020-12-02 08:56:58;91;31;24;5;5;7;5;0;0;0;0
2020-12-02 08:57:59;90;31;24;5;5;7;5;0;0;0;0
2020-12-02 08:58:59;90;31;24;5;5;7;5;0;0;0;0
2020-12-02 08:59:58;90;31;24;5;5;7;5;0;0;0;0
2020-12-02 09:00:59;90;31;24;5;5;7;5;0;0;0;0
2020-12-02 09:01:58;90;31;24;5;5;7;5;0;0;0;0
2020-12-02 09:02:59;90;31;24;5;5;7;5;0;0;0;0
2020-12-02 09:03:59;90;31;24;5;5;7;5;0;0;0;0
2020-12-02 09:04:59;90;31;24;5;5;7;5;0;0;0;0
2020-12-02 09:05:58;90;31;24;5;5;7;5;0;0;0;0
2020-12-02 09:06:59;90;31;24;5;5;7;5;0;0;0;0
2020-12-02 09:07:58;90;31;24;5;5;7;5;0;0;0;0
2020-12-02 09:08:59;90;31;24;5;5;7;5;0;0;0;0
2020-12-02 09:09:59;90;31;24;5;5;7;5;0;0;0;0
2020-12-02 09:10:58;90;31;24;5;5;7;5;0;0;0;0
2020-12-02 09:11:59;90;31;24;5;5;7;5;0;0;0;0
2020-12-02 09:12:59;90;31;24;5;5;7;5;0;0;0;0
2020-12-02 09:13:58;91;32;24;5;5;7;5;0;0;0;0
2020-12-02 09:14:59;91;32;24;5;5;7;5;0;0;0;0
2020-12-02 09:15:59;91;32;24;5;5;7;5;0;0;0;0
2020-12-02 09:16:58;91;32;24;5;5;7;5;0;0;0;0
2020-12-02 09:17:59;91;32;24;5;5;7;5;0;0;0;0
2020-12-02 09:18:59;91;32;24;5;5;7;5;0;0;0;0
2020-12-02 09:19:58;91;32;24;5;5;7;5;0;0;0;0
2020-12-02 09:20:59;91;32;24;5;5;7;5;0;0;0;0
2020-12-02 09:22:00;91;32;24;5;5;7;5;0;0;0;0
2020-12-02 09:22:58;91;32;24;5;5;7;5;0;0;0;0
2020-12-02 09:23:59;91;32;24;5;5;7;5;0;0;0;0
2020-12-02 09:24:58;91;32;24;5;5;7;5;0;0;0;0
2020-12-02 09:25:59;92;32;24;5;5;7;6;0;0;0;0
2020-12-02 09:26:59;92;32;24;5;5;7;6;0;0;0;0
2020-12-02 09:27:58;93;32;24;6;5;7;6;0;0;0;0
2020-12-02 09:28:59;93;32;24;6;5;7;6;0;0;0;0
2020-12-02 09:29:59;93;32;24;6;5;7;6;0;0;0;0
2020-12-02 09:30:58;93;32;24;6;5;7;6;0;0;0;0
2020-12-02 09:31:59;93;32;24;6;5;7;6;0;0;0;0
2020-12-02 09:32:59;93;32;24;6;5;7;6;0;0;0;0
2020-12-02 09:33:58;93;32;24;6;5;7;6;0;0;0;0
2020-12-02 09:34:59;93;32;24;6;5;7;6;0;0;0;0
2020-12-02 09:35:59;93;32;24;6;5;7;6;0;0;0;0
2020-12-02 09:36:58;93;32;24;6;5;7;6;0;0;0;0
2020-12-02 09:37:59;95;32;25;6;5;7;6;0;0;0;0
2020-12-02 09:38:59;95;32;25;6;5;7;6;0;0;0;0
2020-12-02 09:39:58;97;32;26;6;6;7;6;0;0;0;0
2020-12-02 09:40:59;97;32;26;6;6;7;6;0;0;0;0
2020-12-02 09:41:58;97;32;26;6;6;7;6;0;0;0;0
2020-12-02 09:42:59;97;32;26;6;6;7;6;0;0;0;0
2020-12-02 09:43:59;97;32;26;6;6;7;6;0;0;0;0
2020-12-02 09:44:58;97;32;26;6;6;7;6;0;0;0;0
2020-12-02 09:45:59;98;32;26;6;6;7;6;1;0;1;0
2020-12-02 09:46:58;98;32;26;6;6;7;6;1;0;1;0
2020-12-02 09:47:59;99;32;27;6;6;7;6;1;0;1;0
2020-12-02 09:48:59;99;32;27;6;6;7;6;1;0;1;0
2020-12-02 09:49:58;99;32;27;6;6;7;6;1;0;1;0
2020-12-02 09:50:59;99;32;27;6;6;7;6;1;0;1;0
2020-12-02 09:51:59;99;32;27;6;6;7;6;1;0;1;0
2020-12-02 09:53:00;99;32;27;6;6;7;6;1;0;1;0
2020-12-02 09:53:58;99;32;27;6;6;7;6;1;0;1;0
2020-12-02 09:54:59;99;32;27;6;6;7;6;1;0;1;0
2020-12-02 09:55:58;99;32;27;6;6;7;6;1;0;1;0
2020-12-02 09:56:59;99;32;27;6;6;7;6;1;0;1;0
2020-12-02 09:57:59;99;32;27;6;6;7;6;1;0;1;0
2020-12-02 09:58:58;99;32;27;6;6;7;6;1;0;1;0
2020-12-02 09:59:59;99;32;27;6;6;7;6;1;0;1;0
2020-12-02 10:00:59;99;32;27;6;6;7;6;1;0;1;0
2020-12-02 10:01:58;99;32;27;6;6;7;6;1;0;1;0
2020-12-02 10:02:59;99;32;27;6;6;7;6;1;0;1;0
2020-12-02 10:03:59;99;32;27;6;6;7;6;1;0;1;0
2020-12-02 10:04:58;99;32;27;6;6;7;6;1;0;1;0
2020-12-02 10:05:59;99;32;27;6;6;7;6;1;0;1;0
2020-12-02 10:06:59;100;33;27;6;6;7;6;1;0;1;0
2020-12-02 10:07:58;100;33;27;6;6;7;6;1;0;1;0
2020-12-02 10:08:59;100;33;27;6;6;7;6;1;0;1;0
2020-12-02 10:10:00;100;33;27;6;6;7;6;1;0;1;0
2020-12-02 10:10:58;100;33;27;6;6;7;6;1;0;1;0
2020-12-02 10:11:59;100;33;27;6;6;7;6;1;0;1;0
2020-12-02 10:12:58;100;33;27;6;6;7;6;1;0;1;0
2020-12-02 10:13:59;100;33;27;6;6;7;6;1;0;1;0
2020-12-02 10:14:59;100;33;27;6;6;7;6;1;0;1;0
2020-12-02 10:15:58;101;33;28;6;6;7;6;1;0;1;0
2020-12-02 10:16:59;101;33;28;6;6;7;6;1;0;1;0
2020-12-02 10:17:58;101;33;28;6;6;7;6;1;0;1;0
2020-12-02 10:18:59;101;33;28;6;6;7;6;1;0;1;0
2020-12-02 10:19:59;102;33;28;6;6;7;6;1;0;1;0
2020-12-02 10:20:58;102;33;28;6;6;7;6;1;0;1;0
2020-12-02 10:21:59;103;33;28;7;6;7;6;1;0;1;0
2020-12-02 10:23:00;103;33;28;7;6;7;6;1;0;1;0
2020-12-02 10:23:58;103;33;28;7;6;7;6;1;0;1;0
2020-12-02 10:24:59;104;33;28;7;6;7;6;1;1;0;1
2020-12-02 10:25:58;104;33;28;7;6;7;6;1;1;0;1
2020-12-02 10:26:59;104;33;28;7;6;7;6;1;1;0;1
2020-12-02 10:27:59;104;33;28;7;6;7;6;1;1;0;1
2020-12-02 10:28:58;104;33;28;7;6;7;6;1;1;0;1
2020-12-02 10:29:59;104;33;28;7;6;7;6;1;1;0;1
2020-12-02 10:30:58;104;33;28;7;6;7;6;1;1;0;1
2020-12-02 10:31:59;104;33;28;7;6;7;6;1;1;0;1
2020-12-02 10:32:59;104;33;28;7;6;7;6;1;1;0;1
2020-12-02 10:33:58;104;33;28;7;6;7;6;1;1;0;1
2020-12-02 10:34:59;105;33;28;7;6;7;6;1;1;0;1
2020-12-02 10:35:58;105;33;28;7;6;7;6;1;1;0;1
2020-12-02 10:36:59;105;33;28;7;6;7;6;1;1;0;1
2020-12-02 10:37:59;105;33;28;7;6;7;6;1;1;0;1
2020-12-02 10:38:58;106;34;28;7;6;7;6;1;1;0;1
2020-12-02 10:39:59;106;34;28;7;6;7;6;1;1;0;1
2020-12-02 10:40:58;107;34;29;7;6;7;6;1;1;0;1
2020-12-02 10:41:59;107;34;29;7;6;7;6;1;1;0;1
2020-12-02 10:42:58;108;34;30;7;6;7;6;1;1;0;1
2020-12-02 10:43:59;108;34;30;7;6;7;6;1;1;0;1
2020-12-02 10:44:59;109;35;30;7;6;7;6;1;1;0;1
2020-12-02 10:45:58;109;35;30;7;6;7;6;1;1;0;1
2020-12-02 10:46:59;109;35;31;7;6;7;6;1;0;1;0
2020-12-02 10:47:59;109;35;31;7;6;7;6;1;0;1;0
2020-12-02 10:48:58;109;35;31;7;6;7;6;1;0;1;0
2020-12-02 10:49:59;109;35;31;7;6;7;6;1;0;1;0
2020-12-02 10:50:58;109;35;31;7;6;7;6;1;0;1;0
2020-12-02 10:51:59;109;35;31;7;6;7;6;1;0;1;0
2020-12-02 10:52:59;109;35;31;7;6;7;6;1;0;1;0
2020-12-02 10:53:58;109;35;31;7;6;7;6;1;0;1;0
2020-12-02 10:54:59;109;35;31;7;6;7;6;1;0;1;0
2020-12-02 10:56:00;109;35;31;7;6;7;6;1;0;1;0
2020-12-02 10:56:58;109;35;31;7;6;7;6;1;0;1;0
2020-12-02 10:57:59;109;35;31;7;6;7;6;1;0;1;0
2020-12-02 10:58:58;110;35;31;7;6;7;6;1;1;1;1
2020-12-02 10:59:59;110;35;31;7;6;7;6;1;1;1;1
2020-12-02 11:00:59;110;35;31;7;6;7;6;1;1;1;1
2020-12-02 11:01:58;110;35;31;7;6;7;6;1;1;1;1
2020-12-02 11:02:59;110;35;31;7;6;7;6;1;1;1;1
2020-12-02 11:03:59;110;35;31;7;6;7;6;1;1;1;1
2020-12-02 11:04:58;110;35;31;7;6;7;6;1;1;1;1
2020-12-02 11:05:59;110;35;31;7;6;7;6;1;1;1;1
2020-12-02 11:06:58;111;35;32;7;6;7;6;1;1;1;1
2020-12-02 11:07:59;111;35;32;7;6;7;6;1;1;1;1
2020-12-02 11:08:59;112;35;33;7;6;7;6;1;1;1;1
2020-12-02 11:10:00;112;35;33;7;6;7;6;1;1;1;1
2020-12-02 11:10:58;112;35;33;7;6;7;6;1;1;1;1
2020-12-02 11:11:59;112;35;33;7;6;7;6;1;1;1;1
2020-12-02 11:12:58;112;35;33;7;6;7;6;1;1;1;1
2020-12-02 11:13:59;112;35;33;7;6;7;6;1;1;1;1
2020-12-02 11:14:59;112;35;33;7;6;7;6;1;1;1;1
2020-12-02 11:15:58;112;35;33;7;6;7;6;1;1;1;1
2020-12-02 11:16:59;112;35;33;7;6;7;6;1;1;1;1
2020-12-02 11:17:59;113;36;33;7;6;7;6;1;1;1;1
2020-12-02 11:18:58;113;36;33;7;6;7;6;1;1;1;1
2020-12-02 11:19:59;113;36;33;7;6;7;6;1;1;1;1
2020-12-02 11:20:59;113;36;33;7;6;7;6;1;1;1;1
2020-12-02 11:21:58;113;36;33;7;6;7;6;1;1;1;1
2020-12-02 11:22:59;113;36;33;7;6;7;6;1;1;1;1
2020-12-02 11:23:59;113;36;33;7;6;7;6;1;1;1;1
2020-12-02 11:24:58;113;36;33;7;6;7;6;1;1;1;1
2020-12-02 11:25:59;113;36;33;7;6;7;6;1;1;1;1
2020-12-02 11:26:59;113;36;33;7;6;7;6;1;1;1;1
2020-12-02 11:27:58;114;36;33;7;6;8;6;1;1;1;1
2020-12-02 11:28:59;115;36;33;7;6;8;7;1;1;1;1
2020-12-02 11:29:59;115;36;33;7;6;8;7;1;1;1;1
2020-12-02 11:30:58;115;36;33;7;6;8;7;1;1;1;1
2020-12-02 11:31:59;115;36;33;7;6;8;7;1;1;1;1
2020-12-02 11:32:59;115;36;33;7;6;8;7;1;1;1;1
2020-12-02 11:33:58;115;36;33;7;6;8;7;1;1;1;1
2020-12-02 11:34:59;115;36;33;7;6;8;7;1;1;1;1
2020-12-02 11:35:59;117;38;33;7;6;8;7;1;1;1;1
2020-12-02 11:36:59;116;37;33;7;6;8;7;1;1;1;1
2020-12-02 11:37:59;116;37;33;7;6;8;7;1;1;1;1
2020-12-02 11:38:58;116;37;33;7;6;8;7;1;1;1;1
2020-12-02 11:39:59;117;37;33;7;6;8;7;1;1;2;1
2020-12-02 11:40:59;117;37;33;7;6;8;7;1;1;2;1
2020-12-02 11:41:58;118;38;33;7;6;8;7;1;1;2;1
2020-12-02 11:42:59;118;38;33;7;6;8;7;1;1;2;1
2020-12-02 11:43:59;118;38;33;7;6;8;7;1;1;2;1
2020-12-02 11:44:59;118;38;33;7;6;8;7;1;1;2;1
2020-12-02 11:45:58;119;38;34;7;6;8;7;1;1;2;1
2020-12-02 11:46:59;119;38;34;7;6;8;7;1;1;2;1
2020-12-02 11:47:59;119;38;34;7;6;8;7;1;1;2;1
2020-12-02 11:48:58;119;38;34;7;6;8;7;1;1;2;1
2020-12-02 11:49:59;120;39;34;7;6;8;7;1;1;2;1
2020-12-02 11:50:59;121;40;34;7;6;8;7;1;1;2;1
2020-12-02 11:51:58;121;40;34;7;6;8;7;1;1;2;1
2020-12-02 11:52:59;121;40;34;7;6;8;7;1;1;2;1
2020-12-02 11:53:59;121;40;34;7;6;8;7;1;1;2;1
2020-12-02 11:54:58;121;40;34;7;6;8;7;1;1;2;1
2020-12-02 11:55:59;121;40;34;7;6;8;7;1;1;2;1
2020-12-02 11:56:59;121;40;34;7;6;8;7;1;1;2;1
2020-12-02 11:57:58;121;40;34;7;6;8;7;1;1;2;1
2020-12-02 11:58:59;121;40;34;7;6;8;7;1;1;2;1
2020-12-02 11:59:58;122;41;34;7;6;8;7;1;1;2;1
2020-12-02 12:00:59;122;41;34;7;6;8;7;1;1;2;1
2020-12-02 12:01:59;122;41;34;7;6;8;7;1;1;2;1
2020-12-02 12:02:58;122;41;34;7;6;8;7;1;1;2;1
2020-12-02 12:03:59;122;41;34;7;6;8;7;1;1;2;1
2020-12-02 12:04:59;122;41;34;7;6;8;7;1;1;2;1
2020-12-02 12:05:58;122;41;34;7;6;8;7;1;1;2;1
2020-12-02 12:06:59;122;41;34;7;6;8;7;1;1;2;1
2020-12-02 12:07:59;122;41;34;7;6;8;7;1;1;2;1
2020-12-02 12:08:58;122;41;34;7;6;8;7;1;1;2;1
2020-12-02 12:09:59;122;41;34;7;6;8;7;1;1;2;1
2020-12-02 12:10:58;122;41;34;7;6;8;7;1;1;2;1
2020-12-02 12:11:59;123;42;34;7;6;8;7;1;1;2;1
2020-12-02 12:12:59;123;42;34;7;6;8;7;1;1;2;1
2020-12-02 12:13:58;123;42;34;7;6;8;7;1;1;2;1
2020-12-02 12:14:59;123;42;34;7;6;8;7;1;1;2;1
2020-12-02 12:15:59;123;42;34;7;6;8;7;1;1;2;1
2020-12-02 12:16:58;123;42;34;7;6;8;7;1;1;2;1
2020-12-02 12:17:59;123;42;34;7;6;8;7;1;1;2;1
2020-12-02 12:18:59;123;42;34;7;6;8;7;1;1;2;1
2020-12-02 12:19:58;125;42;35;7;7;8;7;1;1;2;1
2020-12-02 12:20:59;126;43;35;7;7;8;7;1;1;2;1
2020-12-02 12:21:59;127;43;36;7;7;8;7;1;1;2;1
2020-12-02 12:22:59;127;43;36;7;7;8;7;1;1;2;1
2020-12-02 12:23:59;127;43;36;7;7;8;7;1;1;2;1
2020-12-02 12:24:59;127;43;36;7;7;8;7;1;1;2;1
2020-12-02 12:25:58;127;43;36;7;7;8;7;1;1;2;1
2020-12-02 12:26:59;127;43;36;7;7;8;7;1;1;2;1
2020-12-02 12:27:59;127;43;36;7;7;8;7;1;1;2;1
2020-12-02 12:28:58;127;43;36;7;7;8;7;1;1;2;1
2020-12-02 12:29:59;128;44;36;7;7;8;7;1;1;2;1
2020-12-02 12:30:59;130;46;36;7;7;8;7;1;1;2;1
2020-12-02 12:31:58;131;47;36;7;7;8;7;1;1;2;1
2020-12-02 12:32:59;132;47;36;8;7;8;7;1;1;2;1
2020-12-02 12:33:59;132;47;36;8;7;8;7;1;1;2;1
2020-12-02 12:34:58;132;47;36;8;7;8;7;1;1;2;1
2020-12-02 12:35:59;132;47;36;8;7;8;7;1;1;2;1
2020-12-02 12:36:59;133;48;36;8;7;8;7;1;1;2;1
2020-12-02 12:37:58;133;48;36;8;7;8;7;1;1;2;1
2020-12-02 12:38:59;133;48;36;8;7;8;7;1;1;2;1
2020-12-02 12:39:59;134;49;36;8;7;8;7;1;1;2;1
2020-12-02 12:40:58;134;49;36;8;7;8;7;1;1;2;1
2020-12-02 12:41:59;134;49;36;8;7;8;7;1;1;2;1
2020-12-02 12:42:59;134;49;36;8;7;8;7;1;1;2;1
2020-12-02 12:43:58;134;49;36;8;7;8;7;1;1;2;1
2020-12-02 12:44:59;134;49;36;8;7;8;7;1;1;2;1
2020-12-02 12:45:59;134;49;36;8;7;8;7;1;1;2;1
2020-12-02 12:46:59;135;49;36;9;7;8;7;1;1;2;1
2020-12-02 12:47:58;135;49;36;9;7;8;7;1;1;2;1
2020-12-02 12:48:59;135;49;36;9;7;8;7;1;1;2;1
2020-12-02 12:49:59;135;49;36;9;7;8;7;1;1;2;1
2020-12-02 12:50:58;135;49;36;9;7;8;7;1;1;2;1
2020-12-02 12:51:59;135;49;36;9;7;8;7;1;1;2;1
2020-12-02 12:52:58;135;49;36;9;7;8;7;1;1;2;1
2020-12-02 12:53:59;135;49;36;9;7;8;7;1;1;2;1
2020-12-02 12:54:58;135;49;36;9;7;8;7;1;1;2;1
2020-12-02 12:55:59;136;49;37;9;7;8;7;1;1;2;1
2020-12-02 12:56:59;136;49;37;9;7;8;7;1;1;2;1
2020-12-02 12:57:58;136;49;37;9;7;8;7;1;1;2;1
2020-12-02 12:58:59;137;49;37;9;8;8;7;1;1;2;1
2020-12-02 12:59:59;137;49;37;9;8;8;7;1;1;2;1
2020-12-02 13:00:58;137;49;37;9;8;8;7;1;1;2;1
2020-12-02 13:01:59;137;49;37;9;8;8;7;1;1;2;1
2020-12-02 13:02:58;137;49;37;9;8;8;7;1;1;2;1
2020-12-02 13:03:59;137;49;37;9;8;8;7;1;1;2;1
2020-12-02 13:04:59;137;49;37;9;8;8;7;1;1;2;1
2020-12-02 13:05:58;137;49;37;9;8;8;7;1;1;2;1
2020-12-02 13:06:59;137;49;37;9;8;8;7;1;1;2;1
2020-12-02 13:07:59;137;49;37;9;8;8;7;1;1;2;1
2020-12-02 13:08:58;137;49;37;9;8;8;7;1;1;2;1
2020-12-02 13:09:59;138;50;37;9;8;8;7;1;1;2;1
2020-12-02 13:10:59;138;50;37;9;8;8;7;1;1;2;1
2020-12-02 13:11:58;138;50;37;9;8;8;7;1;1;2;1
2020-12-02 13:12:59;138;50;37;9;8;8;7;1;1;2;1
2020-12-02 13:13:58;138;50;37;9;8;8;7;1;1;2;1
2020-12-02 13:14:59;138;50;37;9;8;8;7;1;1;2;1
2020-12-02 13:15:59;138;50;37;9;8;8;7;1;1;2;1
2020-12-02 13:16:58;139;50;37;10;8;8;7;1;1;2;1
2020-12-02 13:17:59;139;50;37;10;8;8;7;1;1;2;1
2020-12-02 13:18:59;139;51;36;10;8;8;7;1;1;2;1
2020-12-02 13:19:58;140;52;36;10;8;8;7;1;1;2;1
2020-12-02 13:20:59;140;52;36;10;8;8;7;1;1;2;1
2020-12-02 13:21:58;140;52;36;10;8;8;7;1;1;2;1
2020-12-02 13:22:59;140;52;36;10;8;8;7;1;1;2;1
2020-12-02 13:23:59;141;53;36;10;8;8;7;1;1;2;1
2020-12-02 13:24:58;141;53;36;10;8;8;7;1;1;2;1
2020-12-02 13:25:59;141;53;36;10;8;8;7;1;1;2;1
2020-12-02 13:26:58;141;53;36;10;8;8;7;1;1;2;1
2020-12-02 13:27:59;141;53;36;10;8;8;7;1;1;2;1
2020-12-02 13:28:59;140;53;35;10;8;8;7;1;1;2;1
2020-12-02 13:30:00;140;53;35;10;8;8;7;1;1;2;1
2020-12-02 13:30:58;141;54;35;10;8;8;7;1;1;2;1
2020-12-02 13:31:59;141;54;35;10;8;8;7;1;1;2;1
2020-12-02 13:32:58;141;54;35;10;8;8;7;1;1;2;1
2020-12-02 13:33:59;144;55;35;12;8;8;7;1;1;2;1
2020-12-02 13:34:59;144;55;35;12;8;8;7;1;1;2;1
2020-12-02 13:35:58;144;55;35;12;8;8;7;1;1;2;1
2020-12-02 13:36:59;144;55;35;12;8;8;7;1;1;2;1
2020-12-02 13:37:59;144;55;35;12;8;8;7;1;1;2;1
2020-12-02 13:38:58;144;55;35;12;8;8;7;1;1;2;1
2020-12-02 13:39:59;144;55;35;12;8;8;7;1;1;2;1
2020-12-02 13:40:58;144;55;35;12;8;8;7;1;1;2;1
2020-12-02 13:41:59;144;55;35;12;8;8;7;1;1;2;1
2020-12-02 13:42:59;144;55;35;12;8;8;7;1;1;2;1
2020-12-02 13:43:58;144;55;35;12;8;8;7;1;1;2;1
2020-12-02 13:44:59;144;55;35;12;8;8;7;1;1;2;1
2020-12-02 13:45:59;144;55;35;12;8;8;7;1;1;2;1
2020-12-02 13:46:58;144;55;35;12;8;8;7;1;1;2;1
2020-12-02 13:47:59;144;55;35;12;8;8;7;1;1;2;1
2020-12-02 13:48:59;144;55;35;12;8;8;7;1;1;2;1
2020-12-02 13:49:58;144;55;35;12;8;8;7;1;1;2;1
2020-12-02 13:50:59;144;55;35;12;8;8;7;1;1;2;1
2020-12-02 13:51:59;144;55;35;12;8;8;7;1;1;2;1
2020-12-02 13:52:58;145;55;36;12;8;8;7;1;1;2;1
2020-12-02 13:53:59;145;55;36;12;8;8;7;1;1;2;1
2020-12-02 13:54:59;145;55;36;12;8;8;7;1;1;2;1
2020-12-02 13:55:58;145;55;36;12;8;8;7;1;1;2;1
2020-12-02 13:56:59;145;55;36;12;8;8;7;1;1;2;1
2020-12-02 13:57:59;145;55;36;12;8;8;7;1;1;2;1
2020-12-02 13:58:58;145;55;36;12;8;8;7;1;1;2;1
2020-12-02 13:59:59;145;55;36;12;8;8;7;1;1;2;1
2020-12-02 14:00:58;145;55;36;12;8;8;7;1;1;2;1
2020-12-02 14:01:59;145;55;36;12;8;8;7;1;1;2;1
2020-12-02 14:02:58;145;55;36;12;8;8;7;1;1;2;1
2020-12-02 14:03:59;146;55;36;12;8;8;7;0;1;2;1
2020-12-02 14:04:59;145;55;36;12;8;8;7;1;1;2;1
2020-12-02 14:05:58;145;55;36;12;8;8;7;1;1;2;1
2020-12-02 14:06:59;145;55;36;12;8;8;7;1;1;2;1
2020-12-02 14:07:58;145;55;36;12;8;8;7;1;1;2;1
2020-12-02 14:08:59;145;55;36;12;8;8;7;1;1;2;1
2020-12-02 14:09:59;145;55;36;12;8;8;7;1;1;2;1
2020-12-02 14:10:58;145;55;36;12;8;8;7;1;1;2;1
2020-12-02 14:11:59;145;55;36;12;8;8;7;1;1;2;1
2020-12-02 14:12:59;145;55;36;12;8;8;7;1;1;2;1
2020-12-02 14:13:58;146;56;36;12;8;8;7;1;1;2;1
2020-12-02 14:14:59;146;56;36;12;8;8;7;1;1;2;1
2020-12-02 14:15:59;146;56;36;12;8;8;7;1;1;2;1
2020-12-02 14:16:58;146;56;36;12;8;8;7;1;1;2;1
2020-12-02 14:17:59;147;57;36;12;8;8;7;1;1;2;1
2020-12-02 14:18:59;149;57;36;13;8;9;7;1;1;2;1
2020-12-02 14:19:58;149;57;36;13;8;9;7;1;1;2;1
2020-12-02 14:20:59;149;57;36;13;8;9;7;1;1;2;1
2020-12-02 14:21:58;149;57;36;13;8;9;7;1;1;2;1
2020-12-02 14:22:59;150;57;37;13;8;9;7;1;1;2;1
2020-12-02 14:23:59;150;57;37;13;8;9;7;1;1;2;1
2020-12-02 14:24:58;150;57;37;13;8;9;7;1;1;2;1
2020-12-02 14:25:59;151;58;37;13;8;9;7;1;1;2;1
2020-12-02 14:26:59;152;59;37;13;8;9;7;1;1;2;1
2020-12-02 14:27:58;152;59;37;13;8;9;7;1;1;2;1
2020-12-02 14:28:59;153;60;37;13;8;9;7;1;1;2;1
2020-12-02 14:29:59;153;60;37;13;8;9;7;1;1;2;1
2020-12-02 14:30:58;153;60;37;13;8;9;7;1;1;2;1
2020-12-02 14:31:59;153;60;37;13;8;9;7;1;1;2;1
2020-12-02 14:32:58;153;60;37;13;8;9;7;1;1;2;1
2020-12-02 14:33:59;153;60;37;13;8;9;7;1;1;2;1
2020-12-02 14:34:59;153;60;37;13;8;9;7;1;1;2;1
2020-12-02 14:35:58;153;60;37;13;8;9;7;1;1;2;1
2020-12-02 14:36:59;153;60;37;13;8;9;7;1;1;2;1
2020-12-02 14:37:59;153;60;37;13;8;9;7;1;1;2;1
2020-12-02 14:38:58;153;60;37;13;8;9;7;1;1;2;1
2020-12-02 14:39:59;153;60;37;13;8;9;7;1;1;2;1
2020-12-02 14:40:59;153;60;37;13;8;9;7;1;1;2;1
2020-12-02 14:41:58;153;60;37;13;8;9;7;1;1;2;1
2020-12-02 14:42:59;153;60;37;13;8;9;7;1;1;2;1
2020-12-02 14:43:59;153;60;37;13;8;9;7;1;1;2;1
2020-12-02 14:44:58;155;62;37;13;8;9;7;1;1;2;1
2020-12-02 14:45:59;155;62;37;13;8;9;7;1;1;2;1
2020-12-02 14:46:59;155;62;37;13;8;9;7;1;1;2;1
2020-12-02 14:47:58;155;62;37;13;8;9;7;1;1;2;1
2020-12-02 14:48:59;155;62;37;13;8;9;7;1;1;2;1
2020-12-02 14:49:59;155;62;37;13;8;9;7;1;1;2;1
2020-12-02 14:50:58;155;62;37;13;8;9;7;1;1;2;1
2020-12-02 14:51:59;155;61;38;13;8;9;7;1;1;2;1
2020-12-02 14:52:59;157;63;38;13;8;9;7;1;1;2;1
2020-12-02 14:53:58;157;63;38;13;8;9;7;1;1;2;1
2020-12-02 14:54:59;157;63;38;13;8;9;7;1;1;2;1
2020-12-02 14:55:59;157;63;38;13;8;9;7;1;1;2;1
2020-12-02 14:56:58;157;63;38;13;8;9;7;1;1;2;1
2020-12-02 14:57:59;158;63;39;13;8;9;7;1;1;2;1
2020-12-02 14:58:59;158;63;39;13;8;9;7;1;1;2;1
2020-12-02 14:59:58;158;63;39;13;8;9;7;1;1;2;1
2020-12-02 15:00:59;159;64;39;13;8;9;7;1;1;2;1
2020-12-02 15:01:59;159;64;39;13;8;9;7;1;1;2;1
2020-12-02 15:02:58;159;64;39;13;8;9;7;1;1;2;1
2020-12-02 15:03:59;159;64;39;13;8;9;7;1;1;2;1
2020-12-02 15:04:59;160;64;39;14;8;9;7;1;1;2;1
2020-12-02 15:05:58;160;64;39;14;8;9;7;1;1;2;1
2020-12-02 15:06:59;160;64;39;14;8;9;7;1;1;2;1
2020-12-02 15:07:59;161;64;39;15;8;9;7;1;1;2;1
2020-12-02 15:08:58;162;64;39;16;8;9;7;1;1;2;1
2020-12-02 15:09:59;162;64;39;16;8;9;7;1;1;2;1
2020-12-02 15:10:59;162;64;39;16;8;9;7;1;1;2;1
2020-12-02 15:11:59;162;64;39;16;8;9;7;1;1;2;1
2020-12-02 15:12:58;162;64;39;16;8;9;7;1;1;2;1
2020-12-02 15:13:59;162;64;39;16;8;9;7;1;1;2;1
