datetime;total_votes;violetshit;KOCTOPE3;sergoff;psydoc;pupsique;xromota;Есения;UncleDre;BadFish;X-Rayer
2019-01-30 06:34:58;42;4;6;10;10;2;1;1;1;2;0
2019-01-30 06:35:59;42;4;6;10;10;2;1;1;1;2;0
2019-01-30 06:36:59;42;4;6;10;10;2;1;1;1;2;0
2019-01-30 06:37:59;42;4;6;10;10;2;1;1;1;2;0
2019-01-30 06:38:58;42;4;6;10;10;2;1;1;1;2;0
2019-01-30 06:39:59;42;4;6;10;10;2;1;1;1;2;0
2019-01-30 06:40:58;43;4;6;11;10;2;1;1;1;2;0
2019-01-30 06:41:59;43;4;6;11;10;2;1;1;1;2;0
2019-01-30 06:42:59;43;4;6;11;10;2;1;1;1;2;0
2019-01-30 06:43:58;43;4;6;11;10;2;1;1;1;2;0
2019-01-30 06:44:59;43;4;6;11;10;2;1;1;1;2;0
2019-01-30 06:45:59;43;4;6;11;10;2;1;1;1;2;0
2019-01-30 06:46:58;43;4;6;11;10;2;1;1;1;2;0
2019-01-30 06:47:59;43;4;6;11;10;2;1;1;1;2;0
2019-01-30 06:48:58;43;4;6;11;10;2;1;1;1;2;0
2019-01-30 06:49:59;43;4;6;11;10;2;1;1;1;2;0
2019-01-30 06:50:58;43;4;6;11;10;2;1;1;1;2;0
2019-01-30 06:51:59;43;4;6;11;10;2;1;1;1;2;0
2019-01-30 06:52:59;43;4;6;11;10;2;1;1;1;2;0
2019-01-30 06:53:58;43;4;6;11;10;2;1;1;1;2;0
2019-01-30 06:54:59;43;4;6;11;10;2;1;1;1;2;0
2019-01-30 06:55:58;43;4;6;11;10;2;1;1;1;2;0
2019-01-30 06:56:59;43;4;6;11;10;2;1;1;1;2;0
2019-01-30 06:57:59;43;4;6;11;10;2;1;1;1;2;0
2019-01-30 06:58:58;43;4;6;11;10;2;1;1;1;2;0
2019-01-30 06:59:59;43;4;6;11;10;2;1;1;1;2;0
2019-01-30 07:00:59;43;4;6;11;10;2;1;1;1;2;0
2019-01-30 07:01:59;43;4;6;11;10;2;1;1;1;2;0
2019-01-30 07:02:59;43;4;6;11;10;2;1;1;1;2;0
2019-01-30 07:03:59;43;4;6;11;10;2;1;1;1;2;0
2019-01-30 07:04:58;43;4;6;11;10;2;1;1;1;2;0
2019-01-30 07:05:59;43;4;6;11;10;2;1;1;1;2;0
2019-01-30 07:06:59;44;4;6;11;10;2;1;1;0;2;1
2019-01-30 07:07:58;44;4;6;11;10;2;1;1;0;2;1
2019-01-30 07:08:59;44;4;6;11;10;2;1;1;0;2;1
2019-01-30 07:09:58;44;4;6;11;10;2;1;1;0;2;1
2019-01-30 07:10:59;44;4;6;11;10;2;1;1;0;2;1
2019-01-30 07:11:59;44;4;6;11;10;2;1;1;0;2;1
2019-01-30 07:12:58;44;4;6;11;10;2;1;1;0;2;1
2019-01-30 07:13:59;44;4;6;11;10;2;1;1;0;2;1
2019-01-30 07:14:58;44;4;6;11;10;2;1;1;0;2;1
2019-01-30 07:15:59;44;4;6;11;10;2;1;1;0;2;1
2019-01-30 07:16:59;45;4;7;11;10;2;1;1;0;2;1
2019-01-30 07:17:58;46;4;8;11;10;2;1;1;0;2;1
2019-01-30 07:18:59;48;4;10;11;10;2;1;1;0;2;1
2019-01-30 07:19:58;48;4;10;11;10;2;1;1;0;2;1
2019-01-30 07:20:59;48;4;10;11;10;2;1;1;0;2;1
2019-01-30 07:21:59;48;4;10;11;10;2;1;1;0;2;1
2019-01-30 07:22:58;48;4;10;11;10;2;1;1;0;2;1
2019-01-30 07:23:59;48;4;10;11;10;2;1;1;0;2;1
2019-01-30 07:24:59;48;4;10;11;10;2;1;1;0;2;1
2019-01-30 07:25:58;48;4;10;11;10;2;1;1;0;2;1
2019-01-30 07:26:59;48;4;10;11;10;2;1;1;0;2;1
2019-01-30 07:27:58;48;4;10;11;10;2;1;1;0;2;1
2019-01-30 07:28:59;48;4;10;11;10;2;1;1;0;2;1
2019-01-30 07:29:59;48;4;10;11;10;2;1;1;0;2;1
2019-01-30 07:30:58;48;4;10;11;10;2;1;1;0;2;1
2019-01-30 07:31:59;48;4;10;11;10;2;1;1;0;2;1
2019-01-30 07:32:59;48;4;10;11;10;2;1;1;0;2;1
2019-01-30 07:33:58;48;4;10;11;10;2;1;1;0;2;1
2019-01-30 07:34:59;48;4;10;11;10;2;1;1;0;2;1
2019-01-30 07:35:59;48;4;10;11;10;2;1;1;0;2;1
2019-01-30 07:36:58;48;4;10;11;10;2;1;1;0;2;1
2019-01-30 07:37:59;49;4;10;11;10;2;1;0;0;2;2
2019-01-30 07:38:58;49;4;10;11;10;2;1;0;0;2;2
2019-01-30 07:39:59;49;4;10;11;10;2;1;0;0;2;2
2019-01-30 07:40:59;49;4;10;11;10;2;1;0;0;2;2
2019-01-30 07:41:58;49;4;10;11;10;2;1;0;0;2;2
2019-01-30 07:42:59;49;4;10;11;10;2;1;0;0;2;2
2019-01-30 07:43:59;49;4;10;11;10;2;1;0;0;2;2
2019-01-30 07:44:58;49;4;10;11;10;2;1;0;0;2;2
2019-01-30 07:45:59;49;4;10;11;10;2;1;0;0;2;2
2019-01-30 07:46:58;49;4;10;11;10;2;1;0;0;2;2
2019-01-30 07:47:59;49;4;10;11;10;2;1;0;0;2;2
2019-01-30 07:48:58;49;4;10;11;10;2;1;0;0;2;2
2019-01-30 07:49:59;49;4;10;11;10;2;1;0;0;2;2
2019-01-30 07:50:58;49;4;10;11;10;2;1;0;0;2;2
2019-01-30 07:51:59;50;4;10;11;10;2;1;1;0;2;2
2019-01-30 07:52:59;50;4;10;11;10;2;1;1;0;2;2
2019-01-30 07:53:58;50;4;10;11;10;2;1;1;0;2;2
2019-01-30 07:54:59;50;4;10;11;10;2;1;1;0;2;2
2019-01-30 07:55:58;50;4;10;11;10;2;1;1;0;2;2
2019-01-30 07:56:59;50;4;10;11;10;2;1;1;0;2;2
2019-01-30 07:57:59;50;4;10;11;10;2;1;1;0;2;2
2019-01-30 07:58:58;50;4;10;11;10;2;1;1;0;2;2
2019-01-30 07:59:59;50;4;10;11;10;2;1;1;0;2;2
2019-01-30 08:00:59;50;4;10;11;10;2;1;1;0;2;2
2019-01-30 08:01:58;50;4;10;11;10;2;1;1;0;2;2
2019-01-30 08:02:59;50;4;10;11;10;2;1;1;0;2;2
2019-01-30 08:03:59;50;4;10;11;10;2;1;1;0;2;2
2019-01-30 08:04:58;50;4;10;11;10;2;1;1;0;2;2
2019-01-30 08:05:59;50;4;10;11;10;2;1;1;0;2;2
2019-01-30 08:06:58;50;4;10;11;10;2;1;1;0;2;2
2019-01-30 08:07:59;50;4;10;11;10;2;1;1;0;2;2
2019-01-30 08:08:59;50;4;10;11;10;2;1;1;0;2;2
2019-01-30 08:09:58;50;4;10;11;10;2;1;1;0;2;2
2019-01-30 08:10:59;50;4;10;11;10;2;1;1;0;2;2
2019-01-30 08:11:59;50;4;10;11;10;2;1;1;0;2;2
2019-01-30 08:12:58;50;4;10;11;10;2;1;1;0;2;2
2019-01-30 08:13:59;50;4;10;11;10;2;1;1;0;2;2
2019-01-30 08:14:58;50;4;10;11;10;2;1;1;0;2;2
2019-01-30 08:15:59;50;4;10;11;10;2;1;1;0;2;2
2019-01-30 08:16:59;50;4;10;11;10;2;1;1;0;2;2
2019-01-30 08:17:58;50;4;10;11;10;2;1;1;0;2;2
2019-01-30 08:18:59;50;4;10;11;10;2;1;1;0;2;2
2019-01-30 08:19:59;50;4;10;11;10;2;1;1;0;2;2
2019-01-30 08:20:58;50;4;10;11;10;2;1;1;0;2;2
2019-01-30 08:21:59;50;4;10;11;10;2;1;1;0;2;2
2019-01-30 08:22:59;50;4;10;11;10;2;1;1;0;2;2
2019-01-30 08:23:58;50;4;10;11;10;2;1;1;0;2;2
2019-01-30 08:24:59;50;4;10;11;10;2;1;1;0;2;2
2019-01-30 08:26:00;50;4;10;11;10;2;1;1;0;2;2
2019-01-30 08:26:58;50;4;10;11;10;2;1;1;0;2;2
2019-01-30 08:27:59;52;4;10;12;10;2;1;2;0;2;2
2019-01-30 08:28:58;52;4;10;12;10;2;1;2;0;2;2
2019-01-30 08:29:59;53;4;10;12;10;2;1;2;0;2;2
2019-01-30 08:30:59;53;4;10;12;10;2;1;2;0;2;2
2019-01-30 08:31:58;53;4;10;12;10;2;1;2;0;2;2
2019-01-30 08:32:59;53;4;10;12;10;2;1;2;0;2;2
2019-01-30 08:33:59;53;4;10;12;10;2;1;2;0;2;2
2019-01-30 08:34:58;53;4;10;12;10;2;1;2;0;2;2
2019-01-30 08:35:59;53;4;10;12;10;2;1;2;0;2;2
2019-01-30 08:36:58;54;4;10;13;10;2;1;2;0;2;2
2019-01-30 08:37:59;54;4;10;13;10;2;1;2;0;2;2
2019-01-30 08:38:59;54;4;10;13;10;2;1;2;0;2;2
2019-01-30 08:39:58;54;4;10;13;10;2;1;2;0;2;2
2019-01-30 08:40:59;54;4;10;13;10;2;1;2;0;2;2
2019-01-30 08:41:59;54;4;10;13;10;2;1;2;0;2;2
2019-01-30 08:42:58;54;4;10;13;10;2;1;2;0;2;2
2019-01-30 08:43:59;54;4;10;13;10;2;1;2;0;2;2
2019-01-30 08:44:59;54;4;10;13;10;2;1;2;0;2;2
2019-01-30 08:45:58;54;4;10;13;10;2;1;2;0;2;2
2019-01-30 08:46:59;54;4;10;13;10;2;1;2;0;2;2
2019-01-30 08:47:59;54;4;10;13;10;2;1;2;0;2;2
2019-01-30 08:48:58;54;4;10;13;10;2;1;2;0;2;2
2019-01-30 08:49:59;54;4;10;13;10;2;1;2;0;2;2
2019-01-30 08:50:58;54;4;10;13;10;2;1;2;0;2;2
2019-01-30 08:51:59;55;5;10;13;10;2;1;2;0;2;2
2019-01-30 08:52:59;55;5;10;13;10;2;1;2;0;2;2
2019-01-30 08:53:58;55;5;10;13;10;2;1;2;0;2;2
2019-01-30 08:54:59;55;5;10;13;10;2;1;2;0;2;2
2019-01-30 08:55:58;56;5;10;13;11;2;1;2;0;2;2
2019-01-30 08:56:59;56;5;10;13;11;2;1;2;0;2;2
2019-01-30 08:57:59;56;5;10;13;11;2;1;2;0;2;2
2019-01-30 08:58:58;56;5;10;13;11;2;1;2;0;2;2
2019-01-30 08:59:59;56;5;10;13;11;2;1;2;0;2;2
2019-01-30 09:00:58;56;5;10;13;11;2;1;2;0;2;2
2019-01-30 09:01:59;56;5;10;13;11;2;1;2;0;2;2
2019-01-30 09:03:00;56;5;10;13;11;2;1;2;0;2;2
2019-01-30 09:03:58;56;5;10;13;11;2;1;2;0;2;2
2019-01-30 09:04:59;56;5;10;13;11;2;1;2;0;2;2
2019-01-30 09:05:58;56;5;10;13;11;2;1;2;0;2;2
2019-01-30 09:06:59;56;5;10;13;11;2;1;2;0;2;2
2019-01-30 09:07:59;56;5;10;13;11;2;1;2;0;2;2
2019-01-30 09:08:58;56;5;10;13;11;2;1;2;0;2;2
2019-01-30 09:09:59;56;5;10;13;11;2;1;2;0;2;2
2019-01-30 09:10:59;56;5;10;13;11;2;1;2;0;2;2
2019-01-30 09:11:58;56;5;10;13;11;2;1;2;0;2;2
2019-01-30 09:12:59;56;5;10;13;11;2;1;2;0;2;2
2019-01-30 09:13:58;56;5;10;13;11;2;1;2;0;2;2
2019-01-30 09:14:59;56;5;10;13;11;2;1;2;0;2;2
2019-01-30 09:15:59;56;5;10;13;11;2;1;2;0;2;2
2019-01-30 09:16:58;56;5;10;13;11;2;1;2;0;2;2
2019-01-30 09:17:59;56;5;10;13;11;2;1;2;0;2;2
2019-01-30 09:18:59;56;5;10;13;11;2;1;2;0;2;2
2019-01-30 09:19:58;56;5;10;13;11;2;1;2;0;2;2
2019-01-30 09:20:59;56;5;11;13;10;2;1;2;0;2;2
2019-01-30 09:21:59;56;5;11;13;10;2;1;2;0;2;2
2019-01-30 09:22:58;56;5;11;13;10;2;1;2;0;2;2
2019-01-30 09:23:59;56;5;11;13;10;2;1;2;0;2;2
2019-01-30 09:24:58;56;5;11;13;10;2;1;2;0;2;2
2019-01-30 09:25:59;56;5;11;13;10;2;1;2;0;2;2
2019-01-30 09:26:59;56;5;11;13;10;2;1;2;0;2;2
2019-01-30 09:27:58;56;5;11;13;10;2;1;2;0;2;2
2019-01-30 09:28:59;57;5;11;13;10;2;2;2;0;2;2
2019-01-30 09:29:58;57;5;11;13;10;2;2;2;0;2;2
2019-01-30 09:30:59;57;5;11;13;10;2;2;2;0;2;2
2019-01-30 09:31:59;58;5;12;13;10;2;2;2;0;2;2
2019-01-30 09:32:58;58;5;12;13;10;2;2;2;0;2;2
2019-01-30 09:33:59;58;5;12;13;10;2;2;2;0;2;2
2019-01-30 09:34:59;59;5;12;13;11;2;2;2;0;2;2
2019-01-30 09:35:58;59;5;12;13;11;2;2;2;0;2;2
2019-01-30 09:36:59;59;5;12;13;11;2;2;2;0;2;2
2019-01-30 09:38:00;59;5;12;13;11;2;2;2;0;2;2
2019-01-30 09:38:58;59;5;12;13;11;2;2;2;0;2;2
2019-01-30 09:39:59;59;5;12;13;11;2;2;2;0;2;2
2019-01-30 09:40:58;59;5;12;13;11;2;2;2;0;2;2
2019-01-30 09:41:59;59;5;12;13;11;2;2;2;0;2;2
2019-01-30 09:42:59;60;5;12;13;11;2;2;2;0;2;2
2019-01-30 09:43:58;60;5;12;13;11;2;2;2;0;2;2
2019-01-30 09:44:59;60;5;12;13;11;2;2;2;0;2;2
2019-01-30 09:45:59;60;5;12;13;11;2;2;2;0;2;2
2019-01-30 09:46:58;61;5;12;14;11;2;2;2;0;2;2
2019-01-30 09:47:59;61;5;12;14;11;2;2;2;0;2;2
2019-01-30 09:48:59;61;5;12;14;11;2;2;2;0;2;2
2019-01-30 09:49:58;61;5;12;14;11;2;2;2;0;2;2
2019-01-30 09:50:59;61;5;12;14;11;2;2;2;0;2;2
2019-01-30 09:51:59;61;5;12;14;11;2;2;2;0;2;2
2019-01-30 09:52:58;61;4;12;14;11;2;2;2;0;2;2
2019-01-30 09:53:59;61;4;12;14;11;2;2;2;0;2;2
2019-01-30 09:54:59;61;4;12;14;11;2;2;2;0;2;2
2019-01-30 09:55:59;62;5;12;14;11;2;2;2;0;2;2
2019-01-30 09:56:58;63;5;12;15;11;2;2;2;0;2;2
2019-01-30 09:57:59;63;5;12;15;11;2;2;2;0;2;2
2019-01-30 09:58:59;63;5;12;15;11;2;2;2;0;2;2
2019-01-30 09:59:58;63;5;12;15;11;2;2;2;0;2;2
2019-01-30 10:00:59;63;5;12;15;11;2;2;2;0;2;2
2019-01-30 10:01:58;63;5;12;15;11;2;2;2;0;2;2
2019-01-30 10:02:59;63;5;12;15;11;2;2;2;0;2;2
2019-01-30 10:03:59;63;5;12;15;11;2;2;2;0;2;2
2019-01-30 10:04:58;64;5;13;15;11;2;2;2;0;2;2
2019-01-30 10:05:59;64;5;13;15;11;2;2;2;0;2;2
2019-01-30 10:06:59;64;5;13;15;11;2;2;2;0;2;2
2019-01-30 10:07:58;64;5;13;15;11;2;2;2;0;2;2
2019-01-30 10:08:59;65;5;13;15;11;2;2;2;0;2;2
2019-01-30 10:09:59;65;5;13;15;11;2;2;2;0;2;2
2019-01-30 10:10:58;65;5;13;15;11;2;2;2;0;2;2
2019-01-30 10:11:59;65;5;13;15;11;2;2;2;0;2;2
2019-01-30 10:12:58;65;5;13;15;11;2;2;2;0;2;2
2019-01-30 10:13:59;65;5;13;15;11;2;2;2;0;2;2
2019-01-30 10:14:59;65;5;13;15;11;2;2;2;0;2;2
2019-01-30 10:15:58;65;5;13;15;11;2;2;2;0;2;2
2019-01-30 10:16:59;65;5;13;15;11;2;2;2;0;2;2
2019-01-30 10:17:58;65;5;13;15;11;2;2;2;0;2;2
2019-01-30 10:18:59;66;5;14;15;11;2;2;2;0;2;2
2019-01-30 10:19:58;67;6;14;15;10;3;2;2;0;2;2
2019-01-30 10:20:59;67;6;14;15;10;3;2;2;0;2;2
2019-01-30 10:21:59;67;6;14;15;10;3;2;2;0;2;2
2019-01-30 10:22:58;67;6;14;15;10;3;2;2;0;2;2
2019-01-30 10:23:59;67;6;14;15;10;3;2;2;0;2;2
2019-01-30 10:24:59;68;6;14;15;10;4;2;2;0;2;2
2019-01-30 10:25:58;68;6;14;15;10;4;2;2;0;2;2
2019-01-30 10:26:59;68;6;14;15;10;4;2;2;0;2;2
2019-01-30 10:27:58;68;6;14;15;10;4;2;2;0;2;2
2019-01-30 10:28:59;68;6;14;15;10;4;2;2;0;2;2
2019-01-30 10:29:58;68;6;14;15;10;4;2;2;0;2;2
2019-01-30 10:30:59;68;6;14;15;10;4;2;2;0;2;2
2019-01-30 10:31:59;68;6;14;15;10;4;2;2;0;2;2
2019-01-30 10:32:58;68;6;14;15;10;4;2;2;0;2;2
2019-01-30 10:33:59;68;6;14;15;10;4;2;2;0;2;2
2019-01-30 10:34:58;68;6;14;15;10;4;2;2;0;2;2
2019-01-30 10:35:59;68;6;14;15;10;4;2;2;0;2;2
2019-01-30 10:36:59;68;6;14;15;10;4;2;2;0;2;2
2019-01-30 10:37:58;68;6;14;15;10;4;2;2;0;2;2
2019-01-30 10:38:59;68;6;14;15;10;4;2;2;0;2;2
2019-01-30 10:39:59;68;6;14;15;10;4;2;2;0;2;2
2019-01-30 10:40:58;68;6;14;15;10;4;2;2;0;2;2
2019-01-30 10:41:59;68;6;14;15;10;4;2;2;0;2;2
2019-01-30 10:42:59;68;6;14;15;10;4;2;2;0;2;2
2019-01-30 10:43:58;69;6;14;16;10;4;2;2;0;2;2
2019-01-30 10:44:59;69;6;14;16;10;4;2;2;0;2;2
2019-01-30 10:45:58;69;6;14;16;10;4;2;2;0;2;2
2019-01-30 10:46:59;71;6;14;17;10;4;2;3;0;2;2
2019-01-30 10:47:59;71;6;14;17;10;4;2;3;0;2;2
2019-01-30 10:48:58;71;6;14;17;10;4;2;3;0;2;2
2019-01-30 10:49:59;71;6;14;17;10;4;2;3;0;2;2
2019-01-30 10:51:00;71;6;14;17;10;4;2;3;0;2;2
2019-01-30 10:51:58;71;6;14;17;10;4;2;3;0;2;2
2019-01-30 10:52:59;71;6;14;17;10;4;2;3;0;2;2
2019-01-30 10:53:59;71;6;14;17;10;4;2;3;0;2;2
2019-01-30 10:54:59;72;6;14;17;10;4;3;3;0;2;2
2019-01-30 10:55:58;72;6;14;17;10;4;3;3;0;2;2
2019-01-30 10:56:59;72;6;14;17;10;4;3;3;0;2;2
2019-01-30 10:57:59;72;6;14;17;10;4;3;3;0;2;2
2019-01-30 10:58:58;72;6;14;17;10;4;3;3;0;2;2
2019-01-30 10:59:59;72;6;14;17;10;4;3;3;0;2;2
2019-01-30 11:01:00;73;6;15;17;10;4;3;3;0;2;2
2019-01-30 11:01:58;73;6;15;17;10;4;3;3;0;2;2
2019-01-30 11:02:59;73;6;15;17;10;4;3;3;0;2;2
2019-01-30 11:03:58;74;6;15;17;10;5;3;3;0;2;2
2019-01-30 11:04:59;74;6;15;17;10;5;3;3;0;2;2
2019-01-30 11:05:59;74;6;15;17;10;5;3;3;0;2;2
2019-01-30 11:07:00;74;6;15;17;10;5;3;3;0;2;2
2019-01-30 11:07:58;74;6;15;17;10;5;3;3;0;2;2
2019-01-30 11:08:59;74;6;15;17;10;5;3;3;0;2;2
2019-01-30 11:09:58;75;6;15;17;11;5;3;3;0;2;2
2019-01-30 11:10:59;75;6;15;17;11;5;3;3;0;2;2
2019-01-30 11:11:59;75;6;15;17;11;5;3;3;0;2;2
2019-01-30 11:12:58;75;6;15;17;11;5;3;3;0;2;2
2019-01-30 11:13:59;75;6;15;17;11;5;3;3;0;2;2
2019-01-30 11:14:59;75;6;15;17;11;5;3;3;0;2;2
2019-01-30 11:15:58;75;6;15;17;11;5;3;3;0;2;2
2019-01-30 11:16:59;75;6;15;17;11;5;3;3;0;2;2
2019-01-30 11:17:58;75;6;15;17;11;5;3;3;0;2;2
2019-01-30 11:18:59;75;6;15;17;11;5;3;3;0;2;2
2019-01-30 11:19:59;75;6;15;17;11;5;3;3;0;2;2
2019-01-30 11:20:58;75;6;15;17;11;5;3;3;0;2;2
2019-01-30 11:21:59;75;6;15;17;11;5;3;3;0;2;2
2019-01-30 11:22:59;75;6;15;17;11;5;3;3;0;2;2
2019-01-30 11:23:58;76;6;15;17;12;5;3;3;0;2;2
2019-01-30 11:24:59;76;6;15;17;12;5;3;3;0;2;2
2019-01-30 11:25:59;77;6;15;17;12;5;4;3;0;2;2
2019-01-30 11:26:58;77;6;15;17;12;5;4;3;0;2;2
2019-01-30 11:27:59;77;6;15;17;12;5;4;3;0;2;2
2019-01-30 11:28:59;78;7;15;17;12;5;4;3;0;2;2
2019-01-30 11:29:58;78;7;15;17;12;5;4;3;0;2;2
2019-01-30 11:30:59;78;7;15;17;12;5;4;3;0;2;2
2019-01-30 11:32:00;78;7;15;17;12;5;4;3;0;2;2
2019-01-30 11:32:58;78;7;15;17;12;5;4;3;0;2;2
2019-01-30 11:33:59;78;7;15;17;12;5;4;3;0;2;2
2019-01-30 11:34:58;78;7;15;17;12;5;4;3;0;2;2
2019-01-30 11:35:59;78;7;15;17;12;5;4;3;0;2;2
2019-01-30 11:36:59;78;7;15;17;12;5;4;3;0;2;2
2019-01-30 11:37:58;78;7;15;17;12;5;4;3;0;2;2
2019-01-30 11:38:59;78;7;15;17;12;5;4;3;0;2;2
2019-01-30 11:39:59;79;7;15;17;13;5;4;3;0;2;2
2019-01-30 11:40:58;79;7;15;17;13;5;4;3;0;2;2
2019-01-30 11:41:59;79;7;15;17;13;5;4;3;0;2;2
2019-01-30 11:42:59;80;7;15;18;13;5;4;3;0;2;2
2019-01-30 11:43:58;80;7;15;18;13;5;4;3;0;2;2
2019-01-30 11:44:59;81;7;15;18;13;5;4;3;1;2;2
2019-01-30 11:45:58;81;7;15;18;13;5;4;3;1;2;2
2019-01-30 11:46:59;81;7;15;18;13;5;4;3;1;2;2
2019-01-30 11:47:59;82;7;16;18;13;5;4;3;1;2;2
2019-01-30 11:48:58;82;7;16;18;13;5;4;3;1;2;2
2019-01-30 11:49:59;83;7;17;18;13;5;4;3;1;2;2
2019-01-30 11:50:59;83;7;17;18;13;5;4;3;1;2;2
2019-01-30 11:51:58;83;7;17;18;13;5;4;3;1;2;2
2019-01-30 11:52:59;83;7;17;18;13;5;4;3;1;2;2
2019-01-30 11:53:59;83;7;17;18;13;5;4;3;1;2;2
2019-01-30 11:54:58;83;7;17;18;13;5;4;3;1;2;2
2019-01-30 11:55:59;84;7;18;18;13;5;4;3;1;2;2
2019-01-30 11:56:58;85;7;18;18;13;5;4;3;2;2;2
2019-01-30 11:57:59;85;7;18;18;13;5;4;3;2;2;2
2019-01-30 11:58:59;85;7;18;18;13;5;4;3;2;2;2
2019-01-30 11:59:58;85;7;18;18;13;5;4;3;2;2;2
2019-01-30 12:00:59;85;7;18;18;13;5;4;3;2;2;2
2019-01-30 12:01:59;85;7;18;18;13;5;4;3;2;2;2
2019-01-30 12:02:58;86;7;18;19;13;5;4;3;2;2;2
2019-01-30 12:03:59;86;7;18;19;13;5;4;3;2;2;2
2019-01-30 12:04:58;86;7;18;19;13;5;4;3;2;2;2
2019-01-30 12:05:59;86;7;18;19;13;5;4;3;2;2;2
2019-01-30 12:06:59;86;7;18;19;13;5;4;3;2;2;2
2019-01-30 12:07:58;86;7;18;19;13;5;4;3;2;2;2
2019-01-30 12:08:59;86;7;18;19;13;5;4;3;2;2;2
2019-01-30 12:09:58;87;7;18;19;13;5;4;3;2;3;2
2019-01-30 12:10:59;88;7;18;20;13;5;4;3;2;3;2
2019-01-30 12:11:59;88;7;18;20;13;5;4;3;2;3;2
2019-01-30 12:12:58;89;7;18;20;13;5;4;3;2;3;2
2019-01-30 12:13:59;89;7;18;20;13;5;4;3;2;3;2
2019-01-30 12:14:59;89;7;18;20;13;5;4;3;2;3;2
2019-01-30 12:15:58;89;7;18;20;13;5;4;3;2;3;2
2019-01-30 12:16:59;90;7;18;20;14;5;4;3;2;3;2
2019-01-30 12:17:59;90;7;18;20;14;5;4;3;2;3;2
2019-01-30 12:18:58;90;7;18;20;14;5;4;3;2;3;2
2019-01-30 12:19:59;90;7;18;20;14;5;4;3;2;3;2
2019-01-30 12:20:58;90;7;18;20;14;5;4;3;2;3;2
2019-01-30 12:21:59;90;7;18;20;14;5;4;3;2;3;2
2019-01-30 12:22:59;90;7;18;20;14;5;4;3;2;3;2
2019-01-30 12:23:58;90;7;18;20;14;5;4;3;2;3;2
2019-01-30 12:24:59;90;7;18;20;14;5;4;3;2;3;2
2019-01-30 12:25:58;90;7;18;20;14;5;4;3;2;3;2
2019-01-30 12:26:59;90;7;18;20;14;5;4;3;2;3;2
2019-01-30 12:28:00;90;7;18;20;14;5;4;3;2;3;2
2019-01-30 12:28:58;90;7;18;20;14;5;4;3;2;3;2
2019-01-30 12:29:59;90;7;18;20;14;5;4;3;2;3;2
2019-01-30 12:30:58;90;7;18;20;14;5;4;3;2;3;2
2019-01-30 12:31:59;90;7;18;20;14;5;4;3;2;3;2
2019-01-30 12:32:59;90;7;18;20;14;5;4;3;2;3;2
2019-01-30 12:33:58;90;7;18;20;14;5;4;3;2;3;2
2019-01-30 12:34:59;90;7;18;20;14;5;4;3;2;3;2
2019-01-30 12:35:59;90;7;18;20;14;5;4;3;2;3;2
2019-01-30 12:36:58;90;6;19;20;14;5;4;3;2;3;2
2019-01-30 12:37:59;90;6;19;20;14;5;4;3;2;3;2
2019-01-30 12:38:59;90;6;19;20;14;5;4;3;2;3;2
2019-01-30 12:39:58;90;6;19;20;14;5;4;3;2;3;2
2019-01-30 12:40:59;90;6;19;20;14;5;4;3;2;3;2
2019-01-30 12:42:00;90;6;19;20;14;5;4;3;2;3;2
2019-01-30 12:42:58;91;6;19;20;14;5;4;3;2;3;2
2019-01-30 12:43:59;91;6;19;20;14;5;4;3;2;3;2
2019-01-30 12:44:58;91;6;19;20;14;5;4;3;2;3;2
2019-01-30 12:45:59;91;6;19;20;14;5;4;3;2;3;2
2019-01-30 12:46:59;91;6;19;20;14;5;4;3;2;3;2
2019-01-30 12:47:58;91;6;19;20;14;5;4;3;2;3;2
2019-01-30 12:48:59;91;6;19;20;14;5;4;3;2;3;2
2019-01-30 12:49:59;91;6;19;20;14;5;4;3;2;3;2
2019-01-30 12:50:58;92;6;19;20;15;5;4;3;2;3;2
2019-01-30 12:51:59;92;6;19;20;15;5;4;3;2;3;2
2019-01-30 12:52:58;92;6;19;20;15;5;4;3;2;3;2
2019-01-30 12:53:59;93;6;20;20;15;5;4;3;2;3;2
2019-01-30 12:54:59;93;6;20;20;15;5;4;3;2;3;2
2019-01-30 12:55:58;93;6;20;20;15;5;4;3;2;3;2
2019-01-30 12:56:59;93;6;20;20;15;5;4;3;2;3;2
2019-01-30 12:57:59;93;6;20;20;15;5;4;3;2;3;2
2019-01-30 12:58:58;94;6;20;20;15;5;4;4;2;3;2
2019-01-30 12:59:59;94;6;20;20;15;5;4;4;2;3;2
2019-01-30 13:00:58;94;6;20;20;15;5;4;4;2;3;2
2019-01-30 13:01:59;95;6;20;20;15;5;4;4;2;3;2
2019-01-30 13:02:59;95;6;20;20;15;5;4;4;2;3;2
2019-01-30 13:03:58;96;6;21;20;15;5;4;4;2;3;2
2019-01-30 13:04:59;96;6;21;20;15;5;4;4;2;3;2
2019-01-30 13:05:58;96;6;21;20;15;5;4;4;2;3;2
2019-01-30 13:06:59;97;6;22;20;15;5;4;4;2;3;2
2019-01-30 13:07:59;97;6;22;20;15;5;4;4;2;3;2
2019-01-30 13:08:58;97;6;22;20;15;5;4;4;2;3;2
2019-01-30 13:09:59;98;6;22;21;15;5;4;4;2;3;2
2019-01-30 13:10:59;98;6;22;21;15;5;4;4;2;3;2
2019-01-30 13:11:58;98;6;22;21;15;5;4;4;2;3;2
