datetime;total_votes;UndeadMoroz;jovan;lublu-zubi;pavelomg;nzr;violetshit;a5urbanipa1;nr;Есения;kross
2021-03-03 08:10:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:11:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:12:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:13:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:14:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:15:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:16:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:17:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:18:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:19:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:20:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:21:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:22:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:23:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:24:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:25:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:26:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:27:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:28:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:29:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:30:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:31:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:32:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:33:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:34:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:35:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:36:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:37:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:38:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:39:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:40:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:41:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:42:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:43:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:44:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:45:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:46:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:47:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:48:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:49:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:50:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:51:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:52:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:53:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:54:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:55:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:56:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:57:59;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:58:58;75;19;8;11;3;8;5;2;6;0;4
2021-03-03 08:59:59;76;20;8;11;3;8;5;2;6;0;4
2021-03-03 09:00:59;76;20;8;11;3;8;5;2;6;0;4
2021-03-03 09:02:00;76;20;8;11;3;8;5;2;6;0;4
2021-03-03 09:02:58;77;21;8;11;3;8;5;2;6;0;4
2021-03-03 09:03:59;77;21;8;11;3;8;5;2;6;0;4
2021-03-03 09:04:58;77;21;8;11;3;8;5;2;6;0;4
2021-03-03 09:05:59;77;21;8;11;3;8;5;2;6;0;4
2021-03-03 09:06:59;77;21;8;11;3;8;5;2;6;0;4
2021-03-03 09:07:58;77;21;8;11;3;8;5;2;6;0;4
2021-03-03 09:08:59;77;21;8;11;3;8;5;2;6;0;4
2021-03-03 09:09:59;77;21;8;11;3;8;5;2;6;0;4
2021-03-03 09:10:58;77;21;8;11;3;8;5;2;6;0;4
2021-03-03 09:11:59;77;21;8;11;3;8;5;2;6;0;4
2021-03-03 09:12:59;77;22;8;11;3;8;5;2;6;0;4
2021-03-03 09:13:58;77;22;8;11;3;8;5;2;6;0;4
2021-03-03 09:14:59;77;22;8;11;3;8;5;2;6;0;4
2021-03-03 09:15:59;77;22;8;11;3;8;5;2;6;0;4
2021-03-03 09:16:58;77;22;8;11;3;8;5;2;6;0;4
2021-03-03 09:17:59;77;22;8;11;3;8;5;2;6;0;4
2021-03-03 09:18:59;77;22;8;11;3;8;5;2;6;0;4
2021-03-03 09:19:58;77;22;8;11;3;8;5;2;6;0;4
2021-03-03 09:20:59;77;22;8;11;3;8;5;2;6;0;4
2021-03-03 09:21:59;77;22;8;11;3;8;5;2;6;0;4
2021-03-03 09:22:58;77;22;8;11;3;8;5;2;6;0;4
2021-03-03 09:23:59;77;22;8;11;3;8;5;2;6;0;4
2021-03-03 09:24:59;77;22;8;11;3;8;5;2;6;0;4
2021-03-03 09:25:58;77;22;8;11;3;8;5;2;6;0;4
2021-03-03 09:26:59;77;22;8;11;3;8;5;2;6;0;4
2021-03-03 09:27:58;77;22;8;11;3;8;5;2;6;0;4
2021-03-03 09:28:59;77;22;8;11;3;8;5;2;6;0;4
2021-03-03 09:29:59;77;22;8;11;3;8;5;2;6;0;4
2021-03-03 09:30:58;78;23;8;11;3;8;5;2;6;0;4
2021-03-03 09:31:59;78;23;8;11;3;8;5;2;6;0;4
2021-03-03 09:32:59;78;23;8;11;3;8;5;2;6;0;4
2021-03-03 09:34:00;78;23;8;11;3;8;5;2;6;0;4
2021-03-03 09:34:59;78;23;8;11;3;8;5;2;6;0;4
2021-03-03 09:35:59;78;23;8;11;3;8;5;2;6;0;4
2021-03-03 09:36:58;78;23;8;11;3;8;5;2;6;0;4
2021-03-03 09:37:59;78;23;8;11;3;8;5;2;6;0;4
2021-03-03 09:38:59;78;23;8;11;3;8;5;2;6;0;4
2021-03-03 09:39:58;78;23;8;11;3;8;5;2;6;0;4
2021-03-03 09:40:59;79;23;8;11;3;8;5;2;6;0;4
2021-03-03 09:41:59;79;23;8;11;3;8;5;2;6;0;4
2021-03-03 09:42:58;79;23;8;11;3;8;5;2;6;0;4
2021-03-03 09:43:59;79;23;8;11;3;8;5;2;6;0;4
2021-03-03 09:44:59;79;23;8;11;3;8;5;2;6;0;4
2021-03-03 09:45:58;79;23;8;11;3;8;5;2;6;0;4
2021-03-03 09:46:59;80;23;9;11;3;8;5;2;6;0;4
2021-03-03 09:47:58;80;23;9;11;3;8;5;2;6;0;4
2021-03-03 09:48:59;81;24;9;11;3;8;5;2;6;0;4
2021-03-03 09:49:59;81;24;9;11;3;8;5;2;6;0;4
2021-03-03 09:50:58;82;25;9;11;3;8;5;2;6;0;4
2021-03-03 09:51:59;82;25;9;11;3;8;5;2;6;0;4
2021-03-03 09:52:58;82;25;9;11;3;8;5;2;6;0;4
2021-03-03 09:53:59;82;25;9;11;3;8;5;2;6;0;4
2021-03-03 09:54:59;82;25;9;11;3;8;5;2;6;0;4
2021-03-03 09:55:58;82;25;9;11;3;8;5;2;6;0;4
2021-03-03 09:56:59;82;25;9;11;3;8;5;2;6;0;4
2021-03-03 09:57:59;82;25;9;11;3;8;5;2;6;0;4
2021-03-03 09:58:58;82;25;9;11;3;8;5;2;6;0;4
2021-03-03 09:59:59;82;25;9;11;3;8;5;2;6;0;4
2021-03-03 10:00:59;82;25;9;11;3;8;5;2;6;0;4
2021-03-03 10:01:58;82;25;9;11;3;8;5;2;6;0;4
2021-03-03 10:02:59;82;25;9;11;3;8;5;2;6;0;4
2021-03-03 10:03:59;82;25;9;11;3;8;5;2;6;0;4
2021-03-03 10:04:58;82;25;9;11;3;8;5;2;6;0;4
2021-03-03 10:05:59;82;25;9;11;3;8;5;2;6;0;4
2021-03-03 10:06:59;82;25;9;11;3;8;5;2;6;0;4
2021-03-03 10:07:58;83;25;10;11;3;8;5;2;6;0;4
2021-03-03 10:08:59;83;25;10;11;3;8;5;2;6;0;4
2021-03-03 10:09:59;83;25;10;11;3;8;5;2;6;0;4
2021-03-03 10:10:58;83;25;10;11;3;8;5;2;6;0;4
2021-03-03 10:11:59;83;25;10;11;3;8;5;2;6;0;4
2021-03-03 10:12:59;83;25;10;11;3;8;5;2;6;0;4
2021-03-03 10:13:58;83;25;10;11;3;8;5;2;6;0;4
2021-03-03 10:14:59;83;25;10;11;3;8;5;2;6;0;4
2021-03-03 10:15:59;83;25;10;11;3;8;5;2;6;0;4
2021-03-03 10:16:58;84;25;10;12;3;8;5;2;6;0;4
2021-03-03 10:17:59;84;25;10;12;3;8;5;2;6;0;4
2021-03-03 10:18:58;84;25;10;12;3;8;5;2;6;0;4
2021-03-03 10:19:59;84;25;10;12;3;8;5;2;6;0;4
2021-03-03 10:20:58;84;25;10;12;3;8;5;2;6;0;4
2021-03-03 10:21:59;84;25;10;12;3;8;5;2;6;0;4
2021-03-03 10:22:58;84;25;10;12;3;8;5;2;6;0;4
2021-03-03 10:23:59;84;25;10;12;3;8;5;2;6;0;4
2021-03-03 10:24:58;84;25;10;12;3;8;5;2;6;0;4
2021-03-03 10:25:59;84;25;10;12;3;8;5;2;6;0;4
2021-03-03 10:26:58;84;25;10;12;3;8;5;2;6;0;4
2021-03-03 10:27:59;84;25;10;12;3;8;5;2;6;0;4
2021-03-03 10:28:59;84;25;10;12;3;8;5;2;6;0;4
2021-03-03 10:29:58;84;25;10;12;3;8;5;2;6;0;4
2021-03-03 10:30:59;84;25;10;12;4;8;5;2;6;0;4
2021-03-03 10:31:59;84;25;10;12;4;8;5;2;6;0;4
2021-03-03 10:32:58;85;25;10;12;4;9;5;2;6;0;4
2021-03-03 10:33:59;85;25;10;12;4;9;5;2;6;0;4
2021-03-03 10:34:59;85;25;10;12;4;9;5;2;6;0;4
2021-03-03 10:35:58;85;25;10;12;4;9;5;2;6;0;4
2021-03-03 10:36:59;85;25;10;12;4;9;5;2;6;0;4
2021-03-03 10:37:59;85;25;10;12;4;9;5;2;6;0;4
2021-03-03 10:38:59;86;26;10;12;4;9;5;2;6;0;4
2021-03-03 10:39:58;86;26;10;12;4;9;5;2;6;0;4
2021-03-03 10:40:59;87;26;10;12;5;9;5;2;6;0;4
2021-03-03 10:41:58;88;27;10;12;5;9;5;2;6;0;4
2021-03-03 10:42:59;88;27;10;12;5;9;5;2;6;0;4
2021-03-03 10:43:58;88;27;10;12;5;9;5;2;6;0;4
2021-03-03 10:44:59;88;27;10;12;5;9;5;2;6;0;4
2021-03-03 10:45:58;89;27;11;12;5;9;5;2;6;0;4
2021-03-03 10:46:59;89;27;11;12;5;9;5;2;6;0;4
2021-03-03 10:47:58;89;27;11;12;5;9;5;2;6;0;4
2021-03-03 10:48:59;89;27;11;12;5;9;5;2;6;0;4
2021-03-03 10:49:59;89;27;11;12;5;9;5;2;6;0;4
2021-03-03 10:50:58;89;27;11;12;5;9;5;2;6;0;4
2021-03-03 10:51:59;89;27;11;12;5;9;5;2;6;0;4
2021-03-03 10:52:59;89;27;11;12;5;9;5;2;6;0;4
2021-03-03 10:53:58;89;27;11;12;5;9;5;2;6;0;4
2021-03-03 10:54:59;89;27;11;12;5;9;5;2;6;0;4
2021-03-03 10:55:58;89;27;11;12;5;9;5;2;6;0;4
2021-03-03 10:56:59;89;27;11;12;5;9;5;2;6;0;4
2021-03-03 10:57:58;90;27;11;12;5;9;6;2;6;0;4
2021-03-03 10:58:59;90;27;11;12;5;9;6;2;6;0;4
2021-03-03 10:59:59;91;28;11;12;5;9;6;2;6;0;4
2021-03-03 11:00:58;91;28;11;12;5;9;6;2;6;0;4
2021-03-03 11:01:59;91;28;11;12;5;9;6;2;6;0;4
2021-03-03 11:02:58;91;28;11;12;5;9;6;2;6;0;4
2021-03-03 11:03:59;91;28;11;12;5;9;6;2;6;0;4
2021-03-03 11:04:59;91;28;11;12;5;9;6;2;6;0;4
2021-03-03 11:05:58;91;28;11;12;5;9;6;2;6;0;4
2021-03-03 11:06:59;91;28;11;12;5;9;6;2;6;0;4
2021-03-03 11:07:58;91;28;11;12;5;9;6;2;6;0;4
2021-03-03 11:08:59;91;28;11;12;5;9;6;2;6;0;4
2021-03-03 11:09:59;92;28;11;12;6;9;6;2;6;0;4
2021-03-03 11:10:58;92;28;11;12;6;9;6;2;6;0;4
2021-03-03 11:11:59;93;29;11;12;6;9;6;2;6;0;4
2021-03-03 11:12:59;93;29;11;12;6;9;6;2;6;0;4
2021-03-03 11:13:58;93;29;11;12;6;9;6;2;6;0;4
2021-03-03 11:14:59;93;29;11;12;6;9;6;2;6;0;4
2021-03-03 11:15:59;93;29;11;12;6;9;6;2;6;0;4
2021-03-03 11:16:58;94;29;11;12;6;9;6;2;6;0;4
2021-03-03 11:17:59;94;29;11;12;6;9;6;2;6;0;4
2021-03-03 11:18:58;94;29;11;12;6;9;6;2;6;0;4
2021-03-03 11:19:59;94;29;11;12;6;9;6;2;6;0;4
2021-03-03 11:20:59;94;29;11;12;6;9;6;2;6;0;4
2021-03-03 11:21:58;95;30;11;12;6;9;6;2;6;0;4
2021-03-03 11:22:59;95;30;11;12;6;9;6;2;6;0;4
2021-03-03 11:23:58;95;30;11;12;6;9;6;2;6;0;4
2021-03-03 11:24:59;95;30;11;12;6;9;6;2;6;0;4
2021-03-03 11:25:59;95;30;11;12;6;9;6;2;6;0;4
2021-03-03 11:26:59;95;30;11;12;6;9;6;2;6;0;4
2021-03-03 11:27:58;95;30;11;12;6;9;6;2;6;0;4
2021-03-03 11:28:59;95;30;11;12;6;9;6;2;6;0;4
2021-03-03 11:29:58;95;30;11;12;6;9;6;2;6;0;4
2021-03-03 11:30:59;95;30;11;12;6;9;6;2;6;0;4
2021-03-03 11:31:58;95;30;11;12;6;9;6;2;6;0;4
2021-03-03 11:32:59;95;30;11;12;6;9;6;2;6;0;4
2021-03-03 11:33:58;95;30;11;12;6;9;6;2;6;0;4
2021-03-03 11:34:59;95;30;11;12;6;9;6;2;6;0;4
2021-03-03 11:35:59;95;30;11;12;6;9;6;2;6;0;4
2021-03-03 11:36:58;95;30;11;12;6;9;6;2;6;0;4
2021-03-03 11:37:59;95;30;11;12;6;9;6;2;6;0;4
2021-03-03 11:38:59;95;30;11;12;6;9;6;2;6;0;4
2021-03-03 11:39:58;95;30;11;12;6;9;6;2;6;0;4
2021-03-03 11:40:59;95;30;11;12;6;9;6;2;6;0;4
2021-03-03 11:41:59;95;30;11;12;6;9;6;2;6;0;4
2021-03-03 11:42:58;95;30;11;13;6;8;6;2;6;0;4
2021-03-03 11:43:59;95;30;11;13;6;8;6;2;6;0;4
2021-03-03 11:44:59;95;30;11;13;6;8;6;2;6;0;4
2021-03-03 11:45:58;95;30;11;13;6;8;6;2;6;0;4
2021-03-03 11:46:59;95;30;11;13;6;8;6;2;6;0;4
2021-03-03 11:47:58;95;30;11;13;6;8;6;2;6;0;4
2021-03-03 11:48:59;95;30;11;13;6;8;6;2;6;0;4
2021-03-03 11:49:59;95;30;11;13;6;8;6;2;6;0;4
2021-03-03 11:50:58;96;30;12;13;6;8;6;2;6;0;4
2021-03-03 11:51:59;96;30;12;13;6;8;6;2;6;0;4
2021-03-03 11:52:59;96;30;12;13;6;8;6;2;6;0;4
2021-03-03 11:53:58;96;30;12;13;6;8;6;2;6;0;4
2021-03-03 11:54:59;96;30;12;13;6;8;6;2;6;0;4
2021-03-03 11:55:59;96;30;12;13;6;8;6;2;6;0;4
2021-03-03 11:56:58;97;30;13;13;6;8;6;2;6;0;4
2021-03-03 11:57:59;97;30;13;13;6;8;6;2;6;0;4
2021-03-03 11:58:59;97;30;13;13;6;8;6;2;6;0;4
2021-03-03 11:59:58;97;30;13;13;6;8;6;2;6;0;4
2021-03-03 12:00:59;97;30;13;13;6;8;6;2;6;0;4
2021-03-03 12:01:59;97;30;13;13;6;8;6;2;6;0;4
2021-03-03 12:02:58;97;30;13;13;6;8;6;2;6;0;4
2021-03-03 12:03:59;97;30;13;13;6;8;6;2;6;0;4
2021-03-03 12:04:58;97;30;13;13;6;8;6;2;6;0;4
2021-03-03 12:05:59;97;30;13;13;6;8;6;2;6;0;4
2021-03-03 12:06:59;97;30;13;13;6;8;6;2;6;0;4
2021-03-03 12:07:58;97;30;13;13;6;8;6;2;6;0;4
2021-03-03 12:08:59;98;30;13;14;6;8;6;2;6;0;4
2021-03-03 12:09:59;98;30;13;14;6;8;6;2;6;0;4
2021-03-03 12:10:58;98;30;13;14;6;8;6;2;6;0;4
2021-03-03 12:11:59;98;30;13;14;6;8;6;2;6;0;4
2021-03-03 12:12:58;98;30;13;14;6;8;6;2;6;0;4
2021-03-03 12:13:59;98;30;13;14;6;8;6;2;6;0;4
2021-03-03 12:14:59;99;30;13;14;6;8;7;2;6;0;4
2021-03-03 12:15:58;99;30;13;14;6;8;7;2;6;0;4
2021-03-03 12:16:59;99;30;13;14;6;8;7;2;6;0;4
2021-03-03 12:17:58;99;30;13;14;6;8;7;2;6;0;4
2021-03-03 12:18:59;99;30;13;14;6;8;7;2;6;0;4
2021-03-03 12:19:59;99;30;13;14;6;8;7;2;6;0;4
2021-03-03 12:20:58;99;30;13;14;6;8;7;2;6;0;4
2021-03-03 12:21:59;99;30;13;14;6;8;7;2;6;0;4
2021-03-03 12:22:59;99;30;13;14;6;8;7;2;6;0;4
2021-03-03 12:23:58;99;30;13;14;6;8;7;2;6;0;4
2021-03-03 12:24:59;99;30;13;14;6;8;7;2;6;0;4
2021-03-03 12:25:59;99;30;13;14;6;8;7;2;6;0;4
2021-03-03 12:26:58;99;30;13;14;6;8;7;2;6;0;4
2021-03-03 12:27:59;99;30;13;14;6;8;7;2;6;0;4
2021-03-03 12:28:59;99;30;13;14;6;8;7;2;6;0;4
2021-03-03 12:29:58;99;30;13;14;6;8;7;2;6;0;4
2021-03-03 12:30:59;99;30;13;14;6;8;7;2;6;0;4
2021-03-03 12:31:59;99;30;13;14;6;8;7;2;6;0;4
2021-03-03 12:32:58;99;30;13;14;6;8;7;2;6;0;4
2021-03-03 12:33:59;99;30;13;14;6;8;7;2;6;0;4
2021-03-03 12:34:59;99;30;13;14;6;8;7;2;6;0;4
2021-03-03 12:35:58;99;30;13;14;6;8;7;2;6;0;4
2021-03-03 12:36:59;99;30;13;14;6;8;7;2;6;0;4
2021-03-03 12:37:58;100;31;13;14;6;8;7;2;6;0;4
2021-03-03 12:38:59;100;31;13;14;6;8;7;2;6;0;4
2021-03-03 12:39:58;100;31;13;14;6;8;7;2;6;0;4
2021-03-03 12:40:59;101;31;13;14;6;8;7;2;6;0;4
2021-03-03 12:41:58;101;31;13;14;6;8;7;2;6;0;4
2021-03-03 12:42:59;101;31;13;14;6;8;7;2;6;0;4
2021-03-03 12:43:59;101;31;13;14;6;8;7;2;6;0;4
2021-03-03 12:44:58;101;31;13;14;6;8;7;2;6;0;4
2021-03-03 12:45:59;101;31;13;14;6;8;7;2;6;0;4
2021-03-03 12:46:59;102;31;13;14;7;8;7;2;6;0;4
2021-03-03 12:47:58;102;31;13;14;7;8;7;2;6;0;4
2021-03-03 12:48:59;103;31;13;14;7;8;7;2;6;0;4
2021-03-03 12:49:59;103;31;13;14;7;8;7;2;6;0;4
2021-03-03 12:50:59;103;31;13;14;7;8;7;2;6;0;4
2021-03-03 12:51:58;103;31;13;14;7;8;7;2;6;0;4
2021-03-03 12:52:59;103;31;13;14;7;8;7;2;6;0;4
2021-03-03 12:54:00;103;31;13;14;7;8;7;2;6;0;4
2021-03-03 12:54:58;103;31;13;14;7;8;7;2;6;0;4
2021-03-03 12:55:59;103;31;13;14;7;8;7;2;6;0;4
2021-03-03 12:56:58;103;31;13;14;7;8;7;2;6;0;4
2021-03-03 12:57:59;104;32;13;14;7;8;7;2;6;0;4
2021-03-03 12:58:58;104;32;13;14;7;8;7;2;6;0;4
2021-03-03 12:59:59;104;32;13;14;7;8;7;2;6;0;4
2021-03-03 13:00:58;104;32;13;14;7;8;7;2;6;0;4
2021-03-03 13:01:59;104;32;13;14;7;8;7;2;6;0;4
2021-03-03 13:02:59;104;32;13;14;7;8;7;2;6;0;4
2021-03-03 13:03:58;104;32;13;14;7;8;7;2;6;0;4
2021-03-03 13:04:59;104;32;13;14;7;8;7;2;6;0;4
2021-03-03 13:05:58;104;32;13;14;7;8;7;2;6;0;4
2021-03-03 13:06:59;104;32;13;14;7;8;7;2;6;0;4
2021-03-03 13:07:59;104;32;13;14;7;8;7;2;6;0;4
2021-03-03 13:08:58;104;32;13;14;7;8;7;2;6;0;4
2021-03-03 13:09:59;104;32;13;14;7;8;7;2;6;0;4
2021-03-03 13:10:59;105;32;13;15;7;8;7;2;6;0;4
2021-03-03 13:11:58;105;32;13;15;7;8;7;2;6;0;4
2021-03-03 13:12:59;105;32;13;15;7;8;7;2;6;0;4
2021-03-03 13:13:59;105;32;13;15;7;8;7;2;6;0;4
2021-03-03 13:14:58;105;32;13;15;7;8;7;2;6;0;4
2021-03-03 13:15:59;105;32;13;15;7;8;7;2;6;0;4
2021-03-03 13:16:58;105;32;13;15;7;8;7;2;6;0;4
2021-03-03 13:17:59;105;32;13;15;7;8;7;2;6;0;4
2021-03-03 13:18:59;106;32;13;15;7;9;7;2;6;0;4
2021-03-03 13:19:58;106;32;13;15;7;9;7;2;6;0;4
2021-03-03 13:20:59;106;32;13;15;7;9;7;2;6;0;4
2021-03-03 13:21:59;106;32;13;15;7;9;7;2;6;0;4
2021-03-03 13:22:58;106;32;13;15;7;9;7;2;6;0;4
2021-03-03 13:23:59;106;32;13;15;7;9;7;2;6;0;4
2021-03-03 13:24:59;106;32;13;15;7;9;7;2;6;0;4
2021-03-03 13:25:58;106;32;13;15;7;9;7;2;6;0;4
2021-03-03 13:26:59;106;32;13;15;7;9;7;2;6;0;4
2021-03-03 13:27:58;106;32;13;15;7;9;7;2;6;0;4
2021-03-03 13:28:59;106;32;13;15;7;9;7;2;6;0;4
2021-03-03 13:29:59;106;32;13;15;7;9;7;2;6;0;4
2021-03-03 13:30:58;106;32;13;15;7;9;7;2;6;0;4
2021-03-03 13:31:59;107;32;13;15;7;9;7;2;6;0;4
2021-03-03 13:32:58;107;32;13;15;7;9;7;2;6;0;4
2021-03-03 13:33:59;107;32;13;15;7;9;7;2;6;0;4
2021-03-03 13:34:59;107;32;13;15;7;9;7;2;6;0;4
2021-03-03 13:35:58;107;32;13;15;7;9;7;2;6;0;4
2021-03-03 13:36:59;107;32;13;15;7;9;7;2;6;0;4
2021-03-03 13:37:59;107;32;13;15;7;9;7;2;6;0;4
2021-03-03 13:38:58;107;32;13;15;7;9;7;2;6;0;4
2021-03-03 13:39:59;107;32;13;15;7;9;7;2;6;0;4
2021-03-03 13:40:59;107;32;13;15;7;9;7;2;6;0;4
2021-03-03 13:41:58;107;32;13;15;7;9;7;2;6;0;4
2021-03-03 13:42:59;107;32;13;15;7;9;7;2;6;0;4
2021-03-03 13:43:58;107;32;13;15;7;9;7;2;6;0;4
2021-03-03 13:44:59;107;32;13;15;7;9;7;2;6;0;4
2021-03-03 13:45:59;108;32;13;16;7;9;7;2;6;0;4
2021-03-03 13:46:58;108;32;13;16;7;9;7;2;6;0;4
2021-03-03 13:47:59;108;32;13;16;7;9;7;2;6;0;4
2021-03-03 13:48:58;108;32;13;16;7;9;7;2;6;0;4
2021-03-03 13:49:59;108;32;13;16;7;9;7;2;6;0;4
2021-03-03 13:50:59;108;32;13;16;7;9;7;2;6;0;4
2021-03-03 13:51:59;109;32;13;16;7;10;7;2;6;0;4
2021-03-03 13:52:58;109;32;13;16;7;10;7;2;6;0;4
2021-03-03 13:53:59;109;32;13;16;7;10;7;2;6;0;4
2021-03-03 13:54:59;109;32;13;16;7;10;7;2;6;0;4
2021-03-03 13:55:58;109;32;13;16;7;10;7;2;6;0;4
2021-03-03 13:56:59;109;32;13;16;7;10;7;2;6;0;4
2021-03-03 13:57:58;109;32;13;16;7;10;7;2;6;0;4
2021-03-03 13:58:59;109;32;13;16;7;10;7;2;6;0;4
2021-03-03 14:00:00;109;32;13;16;7;10;7;2;6;0;4
2021-03-03 14:00:58;109;32;13;16;7;10;7;2;6;0;4
2021-03-03 14:01:59;109;32;13;16;7;10;7;2;6;0;4
2021-03-03 14:02:58;110;33;13;16;7;10;7;2;6;0;4
2021-03-03 14:03:59;110;33;13;16;7;10;7;2;6;0;4
2021-03-03 14:04:59;110;33;13;16;7;10;7;2;6;0;4
2021-03-03 14:05:58;110;33;13;16;7;10;7;2;6;0;4
2021-03-03 14:06:59;111;33;13;16;7;10;7;0;6;2;4
2021-03-03 14:07:59;111;33;13;16;7;10;7;0;6;2;4
2021-03-03 14:08:59;111;33;13;16;7;10;7;0;6;2;4
2021-03-03 14:09:58;111;33;13;16;7;10;7;0;6;2;4
2021-03-03 14:10:59;111;33;13;16;7;10;7;0;6;2;4
2021-03-03 14:11:58;111;33;13;16;7;10;7;0;6;2;4
2021-03-03 14:12:59;111;33;13;16;7;10;7;0;6;2;4
2021-03-03 14:13:58;111;33;13;16;7;10;7;0;6;2;4
2021-03-03 14:14:59;112;33;14;16;7;10;7;0;6;2;4
2021-03-03 14:15:59;114;33;16;16;7;10;7;0;6;2;4
2021-03-03 14:16:58;114;33;16;16;7;10;7;0;6;2;4
2021-03-03 14:17:59;114;33;16;16;7;10;7;0;6;2;4
2021-03-03 14:18:59;114;33;16;16;7;10;7;0;6;2;4
2021-03-03 14:19:58;114;33;16;16;7;10;7;0;6;2;4
2021-03-03 14:20:59;114;33;16;16;7;10;7;0;6;2;4
2021-03-03 14:21:59;115;33;16;16;7;10;8;0;6;2;4
2021-03-03 14:22:58;115;33;17;15;7;10;8;0;6;2;4
2021-03-03 14:23:59;115;33;17;15;7;10;8;0;6;2;4
2021-03-03 14:25:00;115;33;17;15;7;10;8;0;6;2;4
2021-03-03 14:25:58;116;34;17;15;7;10;8;0;6;2;4
2021-03-03 14:26:59;116;34;17;15;7;10;8;0;6;2;4
2021-03-03 14:27:58;116;34;17;15;7;10;8;0;6;2;4
2021-03-03 14:28:59;117;34;17;15;7;10;9;0;6;2;4
2021-03-03 14:29:59;117;34;17;15;7;10;9;0;6;2;4
2021-03-03 14:30:58;117;34;17;15;7;10;9;0;6;2;4
2021-03-03 14:31:59;117;34;17;15;7;10;9;0;6;2;4
2021-03-03 14:32:58;117;34;17;15;7;10;9;0;6;2;4
2021-03-03 14:33:59;117;34;17;15;7;10;9;0;6;2;4
2021-03-03 14:34:59;117;34;17;15;7;10;9;0;6;2;4
2021-03-03 14:35:58;117;34;17;15;7;10;9;0;6;2;4
2021-03-03 14:36:59;117;34;17;15;7;10;9;0;6;2;4
2021-03-03 14:37:59;117;34;17;15;7;10;9;0;6;2;4
2021-03-03 14:38:58;118;35;17;15;7;10;9;0;6;2;4
2021-03-03 14:39:59;118;35;17;15;7;10;9;0;6;2;4
2021-03-03 14:40:58;119;36;17;15;7;10;9;0;6;2;4
2021-03-03 14:41:59;119;36;17;15;7;10;9;0;6;2;4
2021-03-03 14:42:59;119;36;17;15;7;10;9;0;6;2;4
2021-03-03 14:43:59;119;36;17;15;7;10;9;0;6;2;4
2021-03-03 14:44:58;119;36;17;15;7;10;9;0;6;2;4
2021-03-03 14:45:59;120;36;17;15;8;10;9;0;6;2;4
2021-03-03 14:46:59;120;36;17;15;8;10;9;0;6;2;4
2021-03-03 14:47:59;120;36;17;15;8;10;9;0;6;2;4
