datetime;total_votes;leprovalentin;Plancus;daruta;KOCTOPE3;Rumpelstilzchen;yachik;Есения;X-Rayer;pupsique;madcore
2019-02-20 06:28:59;50;13;16;7;2;3;2;0;1;0;2
2019-02-20 06:29:58;50;13;16;7;2;3;2;0;1;0;2
2019-02-20 06:30:59;50;13;16;7;2;3;2;0;1;0;2
2019-02-20 06:31:59;50;13;16;7;2;3;2;0;1;0;2
2019-02-20 06:32:58;50;13;16;7;2;3;2;0;1;0;2
2019-02-20 06:33:59;50;13;16;7;2;3;2;0;1;0;2
2019-02-20 06:34:58;50;13;16;7;2;3;2;0;1;0;2
2019-02-20 06:35:59;50;13;16;7;2;3;2;0;1;0;2
2019-02-20 06:36:58;50;13;16;7;2;3;2;0;1;0;2
2019-02-20 06:37:59;50;13;16;7;2;3;2;0;1;0;2
2019-02-20 06:38:59;50;13;16;7;2;3;2;0;1;0;2
2019-02-20 06:39:58;50;13;16;7;2;3;2;0;1;0;2
2019-02-20 06:40:59;50;13;16;7;2;3;2;0;1;0;2
2019-02-20 06:41:58;50;13;16;7;2;3;2;0;1;0;2
2019-02-20 06:42:59;51;14;16;7;2;3;2;0;1;0;2
2019-02-20 06:43:59;51;14;16;7;2;3;2;0;1;0;2
2019-02-20 06:44:58;51;14;16;7;2;3;2;0;1;0;2
2019-02-20 06:45:59;51;14;16;7;2;3;2;0;1;0;2
2019-02-20 06:46:58;52;15;16;7;2;3;2;0;1;0;2
2019-02-20 06:47:59;52;15;16;7;2;3;2;0;1;0;2
2019-02-20 06:48:59;52;15;16;7;2;3;2;0;1;0;2
2019-02-20 06:49:58;52;15;16;7;2;3;2;0;1;0;2
2019-02-20 06:50:59;52;15;16;7;2;3;2;0;1;0;2
2019-02-20 06:51:58;52;15;16;7;2;3;2;0;1;0;2
2019-02-20 06:52:59;52;15;16;7;2;3;2;0;1;0;2
2019-02-20 06:53:58;53;15;16;7;2;3;2;1;1;0;2
2019-02-20 06:54:59;53;15;16;7;2;3;2;1;1;0;2
2019-02-20 06:55:59;53;15;16;7;2;3;2;1;1;0;2
2019-02-20 06:56:58;53;15;16;7;2;3;2;1;1;0;2
2019-02-20 06:57:59;53;15;16;7;2;3;2;1;1;0;2
2019-02-20 06:58:59;53;15;16;7;2;3;2;1;1;0;2
2019-02-20 06:59:58;53;15;16;7;2;3;2;1;1;0;2
2019-02-20 07:00:59;53;15;16;7;2;3;2;1;1;0;2
2019-02-20 07:01:58;53;15;16;7;2;3;2;1;1;0;2
2019-02-20 07:02:59;53;15;16;7;2;3;2;1;1;0;2
2019-02-20 07:03:59;53;15;16;7;2;3;2;1;1;0;2
2019-02-20 07:04:58;53;15;16;7;2;3;2;1;1;0;2
2019-02-20 07:05:59;54;15;16;8;2;3;2;1;1;0;2
2019-02-20 07:06:59;54;15;16;8;2;3;2;1;1;0;2
2019-02-20 07:07:58;54;15;16;8;2;3;2;1;1;0;2
2019-02-20 07:08:59;55;16;16;8;2;3;2;1;1;0;2
2019-02-20 07:09:59;55;16;16;8;2;3;2;1;1;0;2
2019-02-20 07:10:58;55;16;16;8;2;3;2;1;1;0;2
2019-02-20 07:11:59;55;16;16;8;2;3;2;1;1;0;2
2019-02-20 07:12:59;55;16;16;8;2;3;2;1;1;0;2
2019-02-20 07:13:58;55;16;16;8;2;3;2;1;1;0;2
2019-02-20 07:14:59;55;16;16;8;2;3;2;1;1;0;2
2019-02-20 07:15:58;55;16;16;8;2;3;2;1;1;0;2
2019-02-20 07:16:59;55;16;16;8;2;3;2;1;1;0;2
2019-02-20 07:17:59;55;16;16;8;2;3;2;1;1;0;2
2019-02-20 07:18:58;55;16;16;8;2;3;2;1;1;0;2
2019-02-20 07:19:59;55;16;16;8;2;3;2;1;1;0;2
2019-02-20 07:20:58;55;16;16;8;2;3;2;1;1;0;2
2019-02-20 07:21:59;55;16;16;8;2;3;2;1;1;0;2
2019-02-20 07:22:59;56;16;16;8;2;3;2;1;2;0;2
2019-02-20 07:23:58;56;16;16;8;2;3;2;1;2;0;2
2019-02-20 07:24:59;56;16;16;8;2;3;2;1;2;0;2
2019-02-20 07:25:58;56;16;16;8;2;3;2;1;2;0;2
2019-02-20 07:26:59;56;16;16;8;2;3;2;1;2;0;2
2019-02-20 07:27:59;56;16;16;8;2;3;2;1;2;0;2
2019-02-20 07:28:58;56;16;16;8;2;3;2;1;2;0;2
2019-02-20 07:29:59;56;16;16;8;2;3;2;1;2;0;2
2019-02-20 07:30:58;56;16;16;8;2;3;2;1;2;0;2
2019-02-20 07:31:59;56;16;16;8;2;3;2;1;2;0;2
2019-02-20 07:32:59;58;16;17;8;2;3;2;1;2;0;2
2019-02-20 07:33:58;58;16;17;8;2;3;2;1;2;0;2
2019-02-20 07:34:59;60;17;17;8;2;3;2;0;2;0;2
2019-02-20 07:35:59;60;17;17;8;2;3;2;0;2;0;2
2019-02-20 07:36:58;60;17;17;8;2;3;2;0;2;0;2
2019-02-20 07:37:59;60;17;17;8;2;3;2;0;2;0;2
2019-02-20 07:38:59;60;17;17;8;2;3;2;0;2;0;2
2019-02-20 07:39:58;60;17;17;8;2;3;2;0;2;0;2
2019-02-20 07:40:59;60;17;17;8;2;3;2;0;2;0;2
2019-02-20 07:41:58;60;17;17;8;2;3;2;0;2;0;2
2019-02-20 07:42:59;60;17;17;8;2;3;2;0;2;0;2
2019-02-20 07:43:59;60;17;17;8;2;3;2;0;2;0;2
2019-02-20 07:44:58;60;17;17;8;2;3;2;0;2;0;2
2019-02-20 07:45:59;60;17;17;8;2;3;2;0;2;0;2
2019-02-20 07:46:58;60;17;17;8;2;3;2;0;2;0;2
2019-02-20 07:47:59;60;17;17;8;2;3;2;0;2;0;2
2019-02-20 07:48:59;61;17;17;8;2;3;2;0;2;0;2
2019-02-20 07:49:58;61;17;17;8;2;3;2;0;2;0;2
2019-02-20 07:50:59;61;17;17;8;2;3;2;0;2;0;2
2019-02-20 07:51:58;61;17;17;8;2;3;2;0;2;0;2
2019-02-20 07:52:59;61;17;17;8;2;3;2;0;2;0;2
2019-02-20 07:53:59;61;17;17;8;2;3;2;0;2;0;2
2019-02-20 07:54:58;61;17;17;8;2;3;2;0;2;0;2
2019-02-20 07:55:59;62;18;17;8;2;3;2;0;2;0;2
2019-02-20 07:56:59;62;18;17;8;2;3;2;0;2;0;2
2019-02-20 07:57:58;62;18;17;8;2;3;2;0;2;0;2
2019-02-20 07:58:59;62;18;17;8;2;3;2;0;2;0;2
2019-02-20 07:59:58;63;19;17;8;2;3;2;0;2;0;2
2019-02-20 08:00:59;63;19;17;8;2;3;2;0;2;0;2
2019-02-20 08:01:59;64;20;17;8;2;3;2;0;2;0;2
2019-02-20 08:02:58;64;20;17;8;2;3;2;0;2;0;2
2019-02-20 08:03:59;64;20;17;8;2;3;2;0;2;0;2
2019-02-20 08:04:59;64;20;17;8;2;3;2;0;2;0;2
2019-02-20 08:05:58;64;20;17;8;2;3;2;0;2;0;2
2019-02-20 08:06:59;64;20;17;8;2;3;2;0;2;0;2
2019-02-20 08:07:58;64;20;17;8;2;3;2;0;2;0;2
2019-02-20 08:08:59;64;20;17;8;2;3;2;0;2;0;2
2019-02-20 08:09:59;64;20;17;8;2;3;2;0;2;0;2
2019-02-20 08:10:58;64;20;17;8;2;3;2;0;2;0;2
2019-02-20 08:11:59;64;20;17;8;2;3;2;0;2;0;2
2019-02-20 08:12:59;64;20;17;8;2;3;2;0;2;0;2
2019-02-20 08:13:58;64;20;17;8;2;3;2;0;2;0;2
2019-02-20 08:14:59;64;20;17;8;2;3;2;0;2;0;2
2019-02-20 08:15:58;64;20;17;8;2;3;2;0;2;0;2
2019-02-20 08:16:59;64;20;17;8;2;3;2;0;2;0;2
2019-02-20 08:17:59;64;20;17;8;2;3;2;0;2;0;2
2019-02-20 08:18:58;64;20;17;8;2;3;2;0;2;0;2
2019-02-20 08:19:59;64;20;17;8;2;3;2;0;2;0;2
2019-02-20 08:20:59;65;20;17;9;2;3;2;0;2;0;2
2019-02-20 08:21:58;65;20;17;9;2;3;2;0;2;0;2
2019-02-20 08:22:59;65;20;17;9;2;3;2;0;2;0;2
2019-02-20 08:23:59;65;20;17;9;2;3;2;0;2;0;2
2019-02-20 08:24:58;65;20;17;9;2;3;2;0;2;0;2
2019-02-20 08:25:59;65;20;17;9;2;3;2;0;2;0;2
2019-02-20 08:26:58;66;20;17;10;2;3;2;0;2;0;2
2019-02-20 08:27:59;66;20;17;10;2;3;2;0;2;0;2
2019-02-20 08:28:59;66;20;17;10;2;3;2;0;2;0;2
2019-02-20 08:29:58;66;20;17;10;2;3;2;0;2;0;2
2019-02-20 08:30:59;66;20;17;10;2;3;2;0;2;0;2
2019-02-20 08:31:59;66;20;17;10;2;3;2;0;2;0;2
2019-02-20 08:32:58;66;20;17;10;2;3;2;0;2;0;2
2019-02-20 08:33:59;66;20;17;10;2;3;2;0;2;0;2
2019-02-20 08:34:58;66;20;17;10;2;3;2;0;2;0;2
2019-02-20 08:35:59;66;20;17;10;2;3;2;0;2;0;2
2019-02-20 08:36:59;66;20;17;10;2;3;2;0;2;0;2
2019-02-20 08:37:58;66;20;17;10;2;3;2;0;2;0;2
2019-02-20 08:38:59;66;20;17;10;2;3;2;0;2;0;2
2019-02-20 08:39:58;66;20;17;10;2;3;2;0;2;0;2
2019-02-20 08:40:59;66;20;17;10;2;3;2;0;2;0;2
2019-02-20 08:41:59;66;20;17;10;2;3;2;0;2;0;2
2019-02-20 08:42:58;66;20;17;10;2;3;2;0;2;0;2
2019-02-20 08:43:59;66;20;17;10;2;3;2;0;2;0;2
2019-02-20 08:44:58;66;20;17;10;2;3;2;0;2;0;2
2019-02-20 08:45:59;66;20;17;10;2;3;2;0;2;0;2
2019-02-20 08:46:59;66;20;17;10;2;3;2;0;2;0;2
2019-02-20 08:47:58;66;20;17;10;2;3;2;0;2;0;2
2019-02-20 08:48:59;66;20;17;10;2;3;2;0;2;0;2
2019-02-20 08:49:59;67;20;17;10;2;3;2;0;2;0;2
2019-02-20 08:50:58;67;20;17;10;2;3;2;0;2;0;2
2019-02-20 08:51:59;67;20;17;10;2;3;2;0;2;0;2
2019-02-20 08:52:59;67;20;17;10;2;3;2;0;2;0;2
2019-02-20 08:53:58;67;20;17;10;2;3;2;0;2;0;2
2019-02-20 08:54:59;67;20;17;10;2;3;2;0;2;0;2
2019-02-20 08:55:58;67;20;17;10;2;3;2;0;2;0;2
2019-02-20 08:56:59;67;20;17;10;2;3;2;0;2;0;2
2019-02-20 08:57:59;67;20;17;10;2;3;2;0;2;0;2
2019-02-20 08:58:58;68;20;17;11;2;3;2;0;2;0;2
2019-02-20 08:59:59;68;20;17;11;2;3;2;0;2;0;2
2019-02-20 09:00:59;68;20;17;11;2;3;2;0;2;0;2
2019-02-20 09:01:58;68;20;17;11;2;3;2;0;2;0;2
2019-02-20 09:02:59;70;20;18;11;3;3;2;0;2;0;2
2019-02-20 09:03:58;70;20;18;11;3;3;2;0;2;0;2
2019-02-20 09:04:59;70;20;18;11;3;3;2;0;2;0;2
2019-02-20 09:05:58;70;20;18;11;3;3;2;0;2;0;2
2019-02-20 09:06:59;70;20;18;11;3;3;2;0;2;0;2
2019-02-20 09:07:58;70;20;18;11;3;3;2;0;2;0;2
2019-02-20 09:08:59;70;20;18;11;3;3;2;0;2;0;2
2019-02-20 09:09:59;71;20;19;11;3;3;2;0;2;0;2
2019-02-20 09:10:58;71;20;19;11;3;3;2;0;2;0;2
2019-02-20 09:11:59;73;21;20;11;3;3;2;0;2;0;2
2019-02-20 09:12:59;73;21;20;11;3;3;2;0;2;0;2
2019-02-20 09:13:58;73;21;20;11;3;3;2;0;2;0;2
2019-02-20 09:14:59;73;21;20;11;3;3;2;0;2;0;2
2019-02-20 09:15:58;73;21;20;11;3;3;2;0;2;0;2
2019-02-20 09:16:59;73;21;20;11;3;3;2;0;2;0;2
2019-02-20 09:17:59;73;21;20;11;3;3;2;0;2;0;2
2019-02-20 09:18:58;74;21;21;11;3;3;2;0;2;0;2
2019-02-20 09:19:59;74;21;21;11;3;3;2;0;2;0;2
2019-02-20 09:20:59;74;21;21;11;3;3;2;0;2;0;2
2019-02-20 09:21:58;75;22;21;11;3;3;2;0;2;0;2
2019-02-20 09:22:59;75;22;21;11;3;3;2;0;2;0;2
2019-02-20 09:23:58;75;22;21;11;3;3;2;0;2;0;2
2019-02-20 09:24:59;76;22;22;11;3;3;2;0;2;0;2
2019-02-20 09:25:59;76;22;22;11;3;3;2;0;2;0;2
2019-02-20 09:26:58;76;22;22;11;3;3;2;0;2;0;2
2019-02-20 09:27:59;76;22;22;11;3;3;2;0;2;0;2
2019-02-20 09:28:58;76;22;22;11;3;3;2;0;2;0;2
2019-02-20 09:29:59;76;22;22;11;3;3;2;0;2;0;2
2019-02-20 09:30:58;76;22;22;11;3;3;2;0;2;0;2
2019-02-20 09:31:59;76;22;22;11;3;3;2;0;2;0;2
2019-02-20 09:32:58;76;22;22;11;3;3;2;0;2;0;2
2019-02-20 09:33:59;76;22;22;11;3;3;2;0;2;0;2
2019-02-20 09:34:59;76;22;22;11;3;3;2;0;2;0;2
2019-02-20 09:35:58;76;22;22;11;3;3;2;0;2;0;2
2019-02-20 09:36:59;76;22;22;11;3;3;2;0;2;0;2
2019-02-20 09:37:59;77;22;23;11;3;3;2;0;2;0;2
2019-02-20 09:38:58;78;22;24;11;3;3;2;0;2;0;2
2019-02-20 09:39:59;78;22;24;11;3;3;2;0;2;0;2
2019-02-20 09:40:58;78;22;24;11;3;3;2;0;2;0;2
2019-02-20 09:41:59;78;22;24;11;3;3;2;0;2;0;2
2019-02-20 09:42:59;79;22;24;12;3;3;2;0;2;0;2
2019-02-20 09:43:58;79;22;24;12;3;3;2;0;2;0;2
2019-02-20 09:44:59;79;22;24;12;3;3;2;0;2;0;2
2019-02-20 09:45:58;79;22;24;12;3;3;2;0;2;0;2
2019-02-20 09:46:59;79;22;24;12;3;3;2;0;2;0;2
2019-02-20 09:47:59;79;22;24;12;3;3;2;0;2;0;2
2019-02-20 09:48:58;80;22;24;12;4;3;2;0;2;0;2
2019-02-20 09:49:59;80;22;24;12;4;3;2;0;2;0;2
2019-02-20 09:50:59;80;22;24;12;4;3;2;0;2;0;2
2019-02-20 09:51:58;81;22;25;12;4;3;2;0;2;0;2
2019-02-20 09:52:59;81;22;25;12;4;3;2;0;2;0;2
2019-02-20 09:53:59;81;22;25;12;4;3;2;0;2;0;2
2019-02-20 09:54:58;81;22;25;12;4;3;2;0;2;0;2
2019-02-20 09:55:59;81;22;25;12;4;3;2;0;2;0;2
2019-02-20 09:56:58;81;22;25;12;4;3;2;0;2;0;2
2019-02-20 09:57:59;82;22;25;13;4;3;2;0;2;0;2
2019-02-20 09:58:59;82;22;25;13;4;3;2;0;2;0;2
2019-02-20 09:59:58;82;22;25;13;4;3;2;0;2;0;2
2019-02-20 10:00:59;82;22;25;13;4;3;2;0;2;0;2
2019-02-20 10:01:59;82;22;25;13;4;3;2;0;2;0;2
2019-02-20 10:02:58;83;22;25;14;4;3;2;0;2;0;2
2019-02-20 10:03:59;83;22;25;14;4;3;2;0;2;0;2
2019-02-20 10:04:58;83;22;25;14;4;3;2;0;2;0;2
2019-02-20 10:05:59;83;22;25;14;4;3;2;0;2;0;2
2019-02-20 10:06:59;83;22;26;14;4;3;2;0;2;0;2
2019-02-20 10:07:58;84;22;26;14;4;3;2;0;2;0;2
2019-02-20 10:08:59;84;22;26;14;4;3;2;0;2;0;2
2019-02-20 10:09:58;85;22;26;15;4;3;2;0;2;0;2
2019-02-20 10:10:59;85;22;26;15;4;3;2;0;2;0;2
2019-02-20 10:11:58;85;22;26;15;4;3;2;0;2;0;2
2019-02-20 10:12:59;85;22;26;15;4;3;2;0;2;0;2
2019-02-20 10:13:58;85;22;26;15;4;3;2;0;2;0;2
2019-02-20 10:14:59;85;22;26;15;4;3;2;0;2;0;2
2019-02-20 10:15:59;85;22;26;15;4;3;2;0;2;0;2
2019-02-20 10:16:58;85;22;26;15;4;3;2;0;2;0;2
2019-02-20 10:17:59;85;22;26;15;4;3;2;0;2;0;2
2019-02-20 10:18:58;85;22;26;15;4;3;2;0;2;0;2
2019-02-20 10:19:59;85;22;26;15;4;3;2;0;2;0;2
2019-02-20 10:20:59;85;22;26;15;4;3;2;0;2;0;2
2019-02-20 10:21:58;85;22;26;15;4;3;2;0;2;0;2
2019-02-20 10:22:59;85;22;26;15;4;3;2;0;2;0;2
2019-02-20 10:23:59;85;22;26;15;4;3;2;0;2;0;2
2019-02-20 10:24:58;85;22;26;15;4;3;2;0;2;0;2
2019-02-20 10:25:59;85;22;26;15;4;3;2;0;2;0;2
2019-02-20 10:26:58;85;22;26;15;4;3;2;0;2;0;2
2019-02-20 10:27:59;85;22;26;15;4;3;2;0;2;0;2
2019-02-20 10:28:59;85;22;26;15;4;3;2;0;2;0;2
2019-02-20 10:29:58;85;22;26;15;4;3;2;0;2;0;2
2019-02-20 10:30:59;85;22;26;15;4;3;2;0;2;0;2
2019-02-20 10:31:59;86;23;26;15;4;3;2;0;2;0;2
2019-02-20 10:32:58;85;23;26;15;4;3;2;1;2;0;1
2019-02-20 10:33:59;85;23;26;15;4;3;2;1;2;0;1
2019-02-20 10:34:58;85;23;26;15;4;3;2;1;2;0;1
2019-02-20 10:35:59;85;23;26;15;4;3;2;1;2;0;1
2019-02-20 10:36:59;85;23;26;15;4;3;2;1;2;0;1
2019-02-20 10:37:58;86;24;26;15;4;3;2;1;2;0;1
2019-02-20 10:38:59;86;24;26;15;4;3;2;1;2;0;1
2019-02-20 10:39:59;86;24;26;15;4;3;2;1;2;0;1
2019-02-20 10:40:58;86;24;26;15;4;3;2;1;2;0;1
2019-02-20 10:41:59;86;24;26;15;4;3;2;1;2;0;1
2019-02-20 10:42:59;86;24;26;15;4;3;2;1;2;0;1
2019-02-20 10:43:58;86;24;26;15;4;3;2;1;2;0;1
2019-02-20 10:44:59;86;24;26;15;4;3;2;1;2;0;1
2019-02-20 10:45:58;86;24;26;15;4;3;2;1;2;0;1
2019-02-20 10:46:59;86;24;26;15;4;3;2;1;2;0;1
2019-02-20 10:47:59;86;24;26;15;4;3;2;1;2;0;1
2019-02-20 10:48:58;86;24;26;15;4;3;2;1;2;0;1
2019-02-20 10:49:59;86;24;26;15;4;3;2;1;2;0;1
2019-02-20 10:50:59;86;24;26;15;4;3;2;1;2;0;1
2019-02-20 10:51:58;86;24;26;15;4;3;2;1;2;0;1
2019-02-20 10:52:59;86;24;26;15;4;3;2;1;2;0;1
2019-02-20 10:53:58;86;24;26;15;4;3;2;1;2;0;1
2019-02-20 10:54:59;86;24;26;15;4;3;2;1;2;0;1
2019-02-20 10:55:58;87;25;26;15;4;3;2;1;2;0;1
2019-02-20 10:56:59;87;25;26;15;4;3;2;1;2;0;1
2019-02-20 10:57:59;87;25;26;15;4;3;2;1;2;0;1
2019-02-20 10:58:58;87;25;26;15;4;3;2;1;2;0;1
2019-02-20 10:59:59;87;25;26;15;4;3;2;1;2;0;1
2019-02-20 11:00:58;87;25;26;15;4;3;2;1;2;0;1
2019-02-20 11:01:59;87;25;26;15;4;3;2;1;2;0;1
2019-02-20 11:02:58;87;25;26;15;4;3;2;1;2;0;1
2019-02-20 11:03:59;88;25;27;15;4;3;2;1;2;0;1
2019-02-20 11:04:59;88;25;27;15;4;3;2;1;2;0;1
2019-02-20 11:05:58;89;25;28;15;4;3;2;1;2;0;1
2019-02-20 11:06:59;89;25;28;15;4;3;2;1;2;0;1
2019-02-20 11:07:59;90;25;28;15;4;3;2;1;3;0;1
2019-02-20 11:08:58;90;25;28;15;4;3;2;1;3;0;1
2019-02-20 11:09:59;90;25;27;16;4;3;2;1;3;0;1
2019-02-20 11:10:59;90;25;27;16;4;3;2;1;3;0;1
2019-02-20 11:11:58;90;25;27;15;5;3;2;1;3;0;1
2019-02-20 11:12:59;90;25;27;15;5;3;2;1;3;0;1
2019-02-20 11:13:58;90;25;27;15;5;3;2;1;3;0;1
2019-02-20 11:14:59;90;25;27;15;5;3;2;1;3;0;1
2019-02-20 11:15:59;90;25;27;15;5;3;2;1;3;0;1
2019-02-20 11:16:58;91;26;27;15;5;3;2;1;3;0;1
2019-02-20 11:17:59;91;26;27;15;5;3;2;1;3;0;1
2019-02-20 11:18:59;91;26;27;15;5;3;2;1;3;0;1
2019-02-20 11:19:58;91;26;27;15;5;3;2;1;3;0;1
2019-02-20 11:20:59;92;26;28;15;5;3;2;1;3;0;1
2019-02-20 11:21:59;92;26;28;15;5;3;2;1;3;0;1
2019-02-20 11:22:58;92;26;28;15;5;3;2;1;3;0;1
2019-02-20 11:23:59;93;27;28;15;5;3;2;1;3;0;1
2019-02-20 11:24:58;93;27;28;15;5;3;2;1;3;0;1
2019-02-20 11:25:59;93;27;28;15;5;3;2;1;3;0;1
2019-02-20 11:26:59;93;27;28;15;5;3;2;1;3;0;1
2019-02-20 11:27:58;93;27;28;15;5;3;2;1;3;0;1
2019-02-20 11:28:59;93;28;28;15;5;3;2;0;3;0;1
2019-02-20 11:29:59;93;28;28;15;5;3;2;0;3;0;1
2019-02-20 11:30:58;93;28;28;15;5;3;2;0;3;0;1
2019-02-20 11:31:59;93;28;28;15;5;3;2;0;3;0;1
2019-02-20 11:32:59;93;28;28;15;5;3;2;0;3;0;1
2019-02-20 11:33:58;93;28;28;15;5;3;2;0;3;0;1
2019-02-20 11:34:59;93;28;28;15;5;3;2;0;3;0;1
2019-02-20 11:35:58;93;28;28;15;5;3;2;0;3;0;1
2019-02-20 11:36:59;93;28;28;15;5;3;2;0;3;0;1
2019-02-20 11:38:00;93;28;28;15;5;3;2;0;3;0;1
2019-02-20 11:38:58;93;28;28;15;5;3;2;0;3;0;1
2019-02-20 11:39:59;94;28;28;15;5;3;2;1;3;0;1
2019-02-20 11:40:58;94;28;28;15;5;3;2;1;3;0;1
2019-02-20 11:41:59;94;28;28;15;5;3;2;1;3;0;1
2019-02-20 11:42:58;94;28;28;15;5;3;2;1;3;0;1
2019-02-20 11:43:59;94;28;28;15;5;3;2;1;3;0;1
2019-02-20 11:44:58;94;28;28;15;5;3;2;1;3;0;1
2019-02-20 11:45:59;94;28;28;15;5;3;2;1;3;0;1
2019-02-20 11:46:59;94;28;28;15;5;3;2;1;3;0;1
2019-02-20 11:47:58;94;28;28;15;5;3;2;1;3;0;1
2019-02-20 11:48:59;94;28;28;15;5;3;2;1;3;0;1
2019-02-20 11:49:59;95;28;28;16;5;3;2;1;3;0;1
2019-02-20 11:50:58;95;28;28;16;5;3;2;1;3;0;1
2019-02-20 11:51:59;95;28;28;16;5;3;2;1;3;0;1
2019-02-20 11:52:59;95;28;28;16;5;3;2;1;3;0;1
2019-02-20 11:53:58;95;28;28;16;5;3;2;1;3;0;1
2019-02-20 11:54:59;95;28;28;16;5;3;2;1;3;0;1
2019-02-20 11:55:58;95;28;28;16;5;3;2;1;3;0;1
2019-02-20 11:56:59;96;28;28;17;5;3;2;1;3;0;1
2019-02-20 11:57:59;96;28;28;17;5;3;2;1;3;0;1
2019-02-20 11:58:58;97;28;28;18;5;3;2;1;3;0;1
2019-02-20 11:59:59;98;29;28;18;5;3;2;1;3;0;1
2019-02-20 12:00:59;98;29;28;18;5;3;2;1;3;0;1
2019-02-20 12:01:58;98;29;28;18;5;3;2;1;3;0;1
2019-02-20 12:02:59;98;29;28;18;5;3;2;1;3;0;1
2019-02-20 12:03:59;98;29;28;18;5;3;2;1;3;0;1
2019-02-20 12:04:58;98;29;28;18;5;3;2;1;3;0;1
2019-02-20 12:05:59;98;29;28;18;5;3;2;1;3;0;1
2019-02-20 12:06:59;98;29;28;18;5;3;2;1;3;0;1
2019-02-20 12:07:58;98;29;28;18;5;3;2;1;3;0;1
2019-02-20 12:08:59;98;29;28;18;5;3;2;1;3;0;1
2019-02-20 12:09:59;98;29;28;18;5;3;2;1;3;0;1
2019-02-20 12:10:58;98;29;28;18;5;3;2;1;3;0;1
2019-02-20 12:11:59;98;29;28;18;5;3;2;1;3;0;1
2019-02-20 12:12:59;98;29;28;18;5;3;2;1;3;0;1
2019-02-20 12:13:58;99;30;28;18;5;3;2;1;3;0;1
2019-02-20 12:14:59;99;30;28;18;5;3;2;1;3;0;1
2019-02-20 12:15:58;99;30;28;18;5;3;2;1;3;0;1
2019-02-20 12:16:59;99;30;28;18;5;3;2;1;3;0;1
2019-02-20 12:17:59;99;30;28;18;5;3;2;1;3;0;1
2019-02-20 12:18:58;99;30;28;18;5;3;2;1;3;0;1
2019-02-20 12:19:59;99;30;28;18;5;3;2;1;3;0;1
2019-02-20 12:20:59;99;30;28;18;5;3;2;1;3;0;1
2019-02-20 12:21:58;99;30;28;18;5;3;2;1;3;0;1
2019-02-20 12:22:59;100;30;29;18;5;3;2;1;3;0;1
2019-02-20 12:23:58;100;30;29;18;5;3;2;1;3;0;1
2019-02-20 12:24:59;100;30;29;18;5;3;2;1;3;0;1
2019-02-20 12:25:59;100;30;29;18;5;3;2;1;3;0;1
2019-02-20 12:26:58;100;30;29;18;5;3;2;1;3;0;1
2019-02-20 12:27:59;100;30;29;18;5;3;2;1;3;0;1
2019-02-20 12:28:59;100;30;29;18;5;3;2;1;3;0;1
2019-02-20 12:29:58;100;30;29;18;5;3;2;1;3;0;1
2019-02-20 12:30:59;101;30;30;18;5;3;2;1;3;0;1
2019-02-20 12:31:59;101;30;30;18;5;3;2;1;3;0;1
2019-02-20 12:32:58;101;30;30;18;5;3;2;1;3;0;1
2019-02-20 12:33:59;101;30;30;18;5;3;2;1;3;0;1
2019-02-20 12:34:58;101;30;30;18;5;3;2;1;3;0;1
2019-02-20 12:35:59;101;30;30;18;5;3;2;1;3;0;1
2019-02-20 12:36:59;101;30;30;18;5;3;2;1;3;0;1
2019-02-20 12:37:58;101;30;30;18;5;3;2;1;3;0;1
2019-02-20 12:38:59;101;30;30;18;5;3;2;1;3;0;1
2019-02-20 12:39:59;101;30;30;18;5;3;2;1;3;0;1
2019-02-20 12:40:58;101;30;30;18;5;3;2;1;3;0;1
2019-02-20 12:41:59;101;30;30;18;5;3;2;1;3;0;1
2019-02-20 12:42:58;102;30;31;18;5;3;2;1;3;0;1
2019-02-20 12:43:59;103;30;32;18;5;3;2;1;3;0;1
2019-02-20 12:44:59;104;31;32;18;5;3;2;1;3;0;1
2019-02-20 12:45:58;104;31;32;18;5;3;2;1;3;0;1
2019-02-20 12:46:59;104;31;32;18;5;3;2;1;3;0;1
2019-02-20 12:47:59;104;31;32;18;5;3;2;1;3;0;1
2019-02-20 12:48:58;104;31;32;18;5;3;2;1;3;0;1
2019-02-20 12:49:59;104;31;32;18;5;3;2;1;3;0;1
2019-02-20 12:50:59;104;31;32;18;5;3;2;1;3;0;1
2019-02-20 12:51:58;104;31;32;18;5;3;2;1;3;0;1
2019-02-20 12:52:59;104;31;32;18;5;3;2;1;3;0;1
2019-02-20 12:53:59;105;31;33;18;5;3;2;1;3;0;1
2019-02-20 12:54:58;105;31;33;18;5;3;2;1;3;0;1
2019-02-20 12:55:59;105;31;33;18;5;3;2;1;3;0;1
2019-02-20 12:56:59;106;31;34;18;5;3;2;1;3;0;1
2019-02-20 12:57:58;108;31;36;18;5;3;2;1;3;0;1
2019-02-20 12:58:59;109;31;37;18;5;3;2;1;3;0;1
2019-02-20 12:59:59;109;31;37;18;5;3;2;1;3;0;1
2019-02-20 13:00:58;109;31;37;18;5;3;2;1;3;0;1
2019-02-20 13:01:59;109;31;37;18;5;3;2;1;3;0;1
2019-02-20 13:02:58;109;31;37;18;5;3;2;1;3;0;1
2019-02-20 13:03:59;109;31;37;18;5;3;2;1;3;0;1
2019-02-20 13:04:59;109;31;37;18;5;3;2;1;3;0;1
2019-02-20 13:05:58;109;31;37;18;5;3;2;1;3;0;1
