datetime;total_votes;Tae4ka;DrumBox;enze;Oleum;nickpo;voklo;petro-ew;asap;nenaabum;minddiffuzion
2019-08-21 08:36:58;87;48;0;11;4;3;0;4;2;1;1
2019-08-21 08:37:59;88;48;0;11;5;3;0;4;2;1;1
2019-08-21 08:38:58;89;49;0;11;5;3;0;4;2;1;1
2019-08-21 08:39:59;89;49;0;11;5;3;0;4;2;1;1
2019-08-21 08:40:58;89;49;0;11;5;3;0;4;2;1;1
2019-08-21 08:41:59;89;49;0;11;5;3;0;4;2;1;1
2019-08-21 08:42:58;90;50;0;11;5;3;0;4;2;1;1
2019-08-21 08:43:59;90;50;0;11;5;3;0;4;2;1;1
2019-08-21 08:44:58;90;50;0;11;5;3;0;4;2;1;1
2019-08-21 08:45:59;90;50;0;11;5;3;0;4;2;1;1
2019-08-21 08:46:58;90;50;0;11;5;3;0;4;2;1;1
2019-08-21 08:47:59;90;50;0;11;5;3;0;4;2;1;1
2019-08-21 08:48:58;91;51;0;11;5;3;0;4;2;1;1
2019-08-21 08:50:00;91;51;0;11;5;3;0;4;2;1;1
2019-08-21 08:50:58;91;51;0;11;5;3;0;4;2;1;1
2019-08-21 08:51:59;91;51;0;11;5;3;0;4;2;1;1
2019-08-21 08:52:58;91;51;0;11;5;3;0;4;2;1;1
2019-08-21 08:53:59;91;51;0;11;5;3;0;4;2;1;1
2019-08-21 08:54:58;91;51;0;11;5;3;0;4;2;1;1
2019-08-21 08:55:59;91;51;0;11;5;3;0;4;2;1;1
2019-08-21 08:56:58;91;51;0;11;5;3;0;4;2;1;1
2019-08-21 08:57:59;91;51;0;11;5;3;0;4;2;1;1
2019-08-21 08:58:58;91;51;0;11;5;3;0;4;2;1;1
2019-08-21 08:59:59;93;52;0;11;6;3;0;4;2;1;1
2019-08-21 09:00:58;93;52;0;11;6;3;0;4;2;1;1
2019-08-21 09:01:59;93;52;0;11;6;3;0;4;2;1;1
2019-08-21 09:02:58;94;52;2;11;6;3;0;4;2;1;1
2019-08-21 09:03:59;95;53;2;11;6;3;0;4;2;1;1
2019-08-21 09:04:58;95;53;2;11;6;3;0;4;2;1;1
2019-08-21 09:05:59;95;53;2;11;6;3;0;4;2;1;1
2019-08-21 09:06:58;97;55;3;11;6;3;0;4;2;1;1
2019-08-21 09:07:59;97;55;3;11;6;3;0;4;2;1;1
2019-08-21 09:08:58;98;56;3;11;6;3;0;4;2;1;1
2019-08-21 09:09:59;99;56;4;11;6;3;0;4;2;1;1
2019-08-21 09:10:59;99;56;4;11;6;3;0;4;2;1;1
2019-08-21 09:11:58;99;56;4;11;6;3;0;4;2;1;1
2019-08-21 09:12:59;99;56;4;11;6;3;0;4;2;1;1
2019-08-21 09:13:58;99;56;4;11;6;3;0;4;2;1;1
2019-08-21 09:14:59;99;56;4;11;6;3;0;4;2;1;1
2019-08-21 09:15:58;99;56;4;11;6;3;0;4;2;1;1
2019-08-21 09:16:59;99;56;4;11;6;3;0;4;2;1;1
2019-08-21 09:17:58;99;56;4;11;6;3;0;4;2;1;1
2019-08-21 09:18:59;99;55;5;11;6;3;0;4;2;1;1
2019-08-21 09:19:59;99;55;5;11;6;3;0;4;2;1;1
2019-08-21 09:20:59;100;56;5;11;6;3;0;4;2;1;1
2019-08-21 09:21:58;100;56;5;11;6;3;0;4;2;1;1
2019-08-21 09:23:00;100;56;5;11;6;3;0;4;2;1;1
2019-08-21 09:23:58;100;56;5;11;6;3;0;4;2;1;1
2019-08-21 09:24:59;101;57;5;11;6;3;0;4;2;1;1
2019-08-21 09:25:58;101;57;5;11;6;3;0;4;2;1;1
2019-08-21 09:26:59;101;57;5;11;6;3;0;4;2;1;1
2019-08-21 09:27:58;101;57;5;11;6;3;0;4;2;1;1
2019-08-21 09:28:59;102;58;5;11;6;3;0;4;2;1;1
2019-08-21 09:29:58;102;58;5;11;6;3;0;4;2;1;1
2019-08-21 09:30:59;102;58;5;11;6;3;0;4;2;1;1
2019-08-21 09:31:59;102;58;5;11;6;3;0;4;2;1;1
2019-08-21 09:32:58;102;58;5;11;6;3;0;4;2;1;1
2019-08-21 09:33:59;102;58;5;11;6;3;0;4;2;1;1
2019-08-21 09:34:58;102;58;5;11;6;3;0;4;2;1;1
2019-08-21 09:35:59;103;59;5;11;6;3;0;4;2;1;1
2019-08-21 09:36:58;103;59;5;11;6;3;0;4;2;1;1
2019-08-21 09:37:59;103;59;5;11;6;3;0;4;2;1;1
2019-08-21 09:38:58;103;59;5;11;6;3;0;4;2;1;1
2019-08-21 09:39:59;103;59;5;11;6;3;0;4;2;1;1
2019-08-21 09:40:58;103;59;5;11;6;3;0;4;2;1;1
2019-08-21 09:41:59;103;59;5;11;6;3;0;4;2;1;1
2019-08-21 09:42:58;103;59;5;11;6;3;0;4;2;1;1
2019-08-21 09:43:59;103;59;5;11;6;3;0;4;2;1;1
2019-08-21 09:44:58;103;59;5;11;6;3;0;4;2;1;1
2019-08-21 09:45:59;104;59;5;12;6;3;0;4;2;1;1
2019-08-21 09:46:58;105;60;5;12;6;3;0;4;2;1;1
2019-08-21 09:47:59;107;61;6;12;6;3;0;4;2;1;1
2019-08-21 09:48:58;107;61;6;12;6;3;0;4;2;1;1
2019-08-21 09:49:59;107;61;6;12;6;3;0;4;2;1;1
2019-08-21 09:50:58;107;61;6;12;6;3;0;4;2;1;1
2019-08-21 09:51:59;107;61;6;12;6;3;0;4;2;1;1
2019-08-21 09:52:58;108;61;7;12;6;3;0;4;2;1;1
2019-08-21 09:53:59;108;61;7;12;6;3;0;4;2;1;1
2019-08-21 09:54:59;108;61;7;12;6;3;0;4;2;1;1
2019-08-21 09:55:59;108;61;7;12;6;3;0;4;2;1;1
2019-08-21 09:56:58;109;62;7;12;6;3;0;4;2;1;1
2019-08-21 09:57:59;110;63;7;12;6;3;0;4;2;1;1
2019-08-21 09:58:58;110;63;7;12;6;3;0;4;2;1;1
2019-08-21 09:59:59;110;63;7;12;6;3;0;4;2;1;1
2019-08-21 10:00:59;110;63;7;12;6;3;0;4;2;1;1
2019-08-21 10:01:59;110;63;7;12;6;3;0;4;2;1;1
2019-08-21 10:02:59;110;63;7;12;6;3;0;4;2;1;1
2019-08-21 10:03:59;110;63;7;12;6;3;0;4;2;1;1
2019-08-21 10:04:58;110;63;7;12;6;3;0;4;2;1;1
2019-08-21 10:05:59;111;64;7;12;6;3;0;4;2;1;1
2019-08-21 10:06:58;111;64;7;12;6;3;0;4;2;1;1
2019-08-21 10:07:59;112;65;7;12;6;3;0;4;2;1;1
2019-08-21 10:08:58;112;65;7;12;6;3;0;4;2;1;1
2019-08-21 10:09:59;112;65;7;12;6;3;0;4;2;1;1
2019-08-21 10:10:58;112;65;7;12;6;3;0;4;2;1;1
2019-08-21 10:11:59;112;65;7;12;6;3;0;4;2;1;1
2019-08-21 10:12:58;114;66;7;12;6;3;2;4;2;1;0
2019-08-21 10:13:59;114;66;7;12;6;3;2;4;2;1;0
2019-08-21 10:14:58;114;66;7;12;6;3;2;4;2;1;0
2019-08-21 10:15:59;115;66;8;12;6;3;2;4;2;1;0
2019-08-21 10:16:58;115;66;8;12;6;3;2;4;2;1;0
2019-08-21 10:17:59;115;66;8;12;6;3;2;4;2;1;0
2019-08-21 10:18:58;116;67;8;12;6;3;2;4;2;1;0
2019-08-21 10:19:59;116;67;8;12;6;3;2;4;2;1;0
2019-08-21 10:20:58;116;67;8;12;6;3;2;4;2;1;0
2019-08-21 10:21:59;117;68;8;12;6;3;2;4;2;1;0
2019-08-21 10:22:58;119;70;8;12;6;3;2;4;2;1;0
2019-08-21 10:23:59;119;70;8;12;6;3;2;4;2;1;0
2019-08-21 10:24:58;119;70;8;12;6;3;2;4;2;1;0
2019-08-21 10:25:59;119;70;8;12;6;3;2;4;2;1;0
2019-08-21 10:26:58;119;70;8;12;6;3;2;4;2;1;0
2019-08-21 10:27:59;119;70;8;12;6;3;2;4;2;1;0
2019-08-21 10:28:59;119;70;8;12;6;3;2;4;2;1;0
2019-08-21 10:29:58;120;70;8;12;6;3;3;4;2;1;0
2019-08-21 10:30:59;120;70;8;12;6;3;3;4;2;1;0
2019-08-21 10:31:58;120;70;8;12;6;3;3;4;2;1;0
2019-08-21 10:32:58;120;70;8;12;6;3;3;4;2;1;0
2019-08-21 10:33:59;120;70;8;12;6;3;3;4;2;1;0
2019-08-21 10:34:58;120;70;8;12;6;3;3;4;2;1;0
2019-08-21 10:35:59;120;70;8;12;6;3;3;4;2;1;0
2019-08-21 10:36:58;120;70;8;12;6;3;3;4;2;1;0
2019-08-21 10:37:59;121;70;8;12;7;3;3;4;2;1;0
2019-08-21 10:38:58;121;70;8;12;7;3;3;4;2;1;0
2019-08-21 10:39:59;121;70;8;12;7;3;3;4;2;1;0
2019-08-21 10:40:58;121;70;8;12;7;3;3;4;2;1;0
2019-08-21 10:41:59;121;70;8;12;7;3;3;4;2;1;0
2019-08-21 10:42:58;121;70;8;12;7;3;3;4;2;1;0
2019-08-21 10:43:59;121;70;8;12;7;3;3;4;2;1;0
2019-08-21 10:44:58;121;70;8;12;7;3;3;4;2;1;0
2019-08-21 10:45:59;121;70;8;12;7;3;3;4;2;1;0
2019-08-21 10:46:58;121;70;8;12;7;3;3;4;2;1;0
2019-08-21 10:47:59;121;70;8;12;7;3;3;4;2;1;0
2019-08-21 10:48:58;121;70;8;12;7;3;3;4;2;1;0
2019-08-21 10:49:59;123;72;8;12;7;3;3;4;2;1;0
2019-08-21 10:50:58;123;72;8;12;7;3;3;4;2;1;0
2019-08-21 10:51:59;125;74;8;12;7;3;3;4;2;1;0
2019-08-21 10:52:58;125;74;8;12;7;3;3;4;2;1;0
2019-08-21 10:53:59;125;74;8;12;7;3;3;4;2;1;0
2019-08-21 10:54:58;125;74;8;12;7;3;3;4;2;1;0
2019-08-21 10:55:59;125;74;8;12;7;3;3;4;2;1;0
2019-08-21 10:56:58;126;74;8;12;7;3;3;4;2;2;0
2019-08-21 10:57:59;127;74;9;12;7;3;3;4;2;2;0
2019-08-21 10:58:59;127;74;9;12;7;3;3;4;2;2;0
2019-08-21 10:59:58;127;74;9;12;7;3;3;4;2;2;0
2019-08-21 11:00:59;127;74;9;12;7;3;3;4;2;2;0
2019-08-21 11:01:59;127;74;9;12;7;3;3;4;2;2;0
2019-08-21 11:02:58;127;74;9;12;7;3;3;4;2;2;0
2019-08-21 11:03:59;127;74;9;12;7;3;3;4;2;2;0
2019-08-21 11:04:58;128;75;9;12;7;3;3;4;2;2;0
2019-08-21 11:05:59;128;75;9;12;7;3;3;4;2;2;0
2019-08-21 11:06:58;129;75;9;12;7;3;3;4;2;2;0
2019-08-21 11:07:59;129;75;9;12;7;3;3;4;2;2;0
2019-08-21 11:08:58;129;75;9;12;7;3;3;4;2;2;0
2019-08-21 11:09:59;129;75;9;12;7;3;3;4;2;2;0
2019-08-21 11:10:59;129;75;9;12;7;3;3;4;2;2;0
2019-08-21 11:11:58;129;75;9;12;7;3;3;4;2;2;0
2019-08-21 11:12:59;130;76;9;12;7;3;3;4;2;2;0
2019-08-21 11:13:58;130;76;9;12;7;3;3;4;2;2;0
2019-08-21 11:14:59;130;76;9;12;7;3;3;4;2;2;0
2019-08-21 11:15:58;130;76;10;12;6;3;3;4;2;2;0
2019-08-21 11:16:59;130;76;10;12;6;3;3;4;2;2;0
2019-08-21 11:18:00;130;76;10;12;6;3;3;4;2;2;0
2019-08-21 11:18:58;131;76;10;12;7;3;3;4;2;2;0
2019-08-21 11:19:59;131;76;11;12;6;3;3;4;2;2;0
2019-08-21 11:20:58;131;76;11;12;6;3;3;4;2;2;0
2019-08-21 11:21:59;131;76;11;12;6;3;3;4;2;2;0
2019-08-21 11:22:59;131;76;11;12;6;3;3;4;2;2;0
2019-08-21 11:23:58;131;76;11;12;6;3;3;4;2;2;0
2019-08-21 11:24:59;131;76;11;12;6;3;3;4;2;2;0
2019-08-21 11:25:58;132;76;11;12;6;4;3;4;2;2;0
2019-08-21 11:26:59;132;76;11;12;6;4;3;4;2;2;0
2019-08-21 11:27:58;132;76;11;12;6;4;3;4;2;2;0
2019-08-21 11:28:59;133;76;11;12;7;4;3;4;2;2;0
2019-08-21 11:29:58;133;76;11;12;7;4;3;4;2;2;0
2019-08-21 11:30:59;134;77;11;12;7;4;3;4;2;2;0
2019-08-21 11:31:58;134;77;11;12;7;4;3;4;2;2;0
2019-08-21 11:32:59;134;77;11;12;7;4;3;4;2;2;0
2019-08-21 11:33:58;135;77;11;12;7;4;3;4;2;2;0
2019-08-21 11:34:59;137;79;11;12;7;4;3;4;2;2;0
2019-08-21 11:35:58;137;79;11;12;7;4;3;4;2;2;0
2019-08-21 11:36:59;137;79;11;12;7;4;3;4;2;2;0
2019-08-21 11:37:58;138;80;11;12;7;4;3;4;2;2;0
2019-08-21 11:38:59;138;80;11;12;7;4;3;4;2;2;0
2019-08-21 11:39:58;138;80;11;12;7;4;3;4;2;2;0
2019-08-21 11:40:59;138;80;11;12;7;4;3;4;2;2;0
2019-08-21 11:41:58;138;80;11;12;7;4;3;4;2;2;0
2019-08-21 11:42:59;138;80;11;12;7;4;3;4;2;2;0
2019-08-21 11:43:58;138;80;11;12;7;4;3;4;2;2;0
2019-08-21 11:44:59;138;80;11;12;7;4;3;4;2;2;0
2019-08-21 11:45:58;138;80;11;12;7;4;3;4;2;2;0
2019-08-21 11:46:59;140;82;11;12;7;4;3;4;2;2;0
2019-08-21 11:47:58;140;82;11;12;7;4;3;4;2;2;0
2019-08-21 11:48:59;142;83;11;12;8;4;3;4;2;2;0
2019-08-21 11:49:58;142;83;11;12;8;4;3;4;2;2;0
2019-08-21 11:50:59;142;83;11;12;8;4;3;4;2;2;0
2019-08-21 11:51:58;142;83;11;12;8;4;3;4;2;2;0
2019-08-21 11:52:59;142;83;11;12;8;4;3;4;2;2;0
2019-08-21 11:53:58;143;84;11;12;8;4;3;4;2;2;0
2019-08-21 11:54:59;143;84;11;12;8;4;3;4;2;2;0
2019-08-21 11:55:59;144;85;11;12;8;4;3;4;2;2;0
2019-08-21 11:56:58;144;85;11;12;8;4;3;4;2;2;0
2019-08-21 11:57:59;144;85;11;12;8;4;3;4;2;2;0
2019-08-21 11:58:58;145;86;11;12;8;4;3;4;2;2;0
2019-08-21 11:59:59;145;86;11;12;8;4;3;4;2;2;0
2019-08-21 12:00:58;145;86;11;12;8;4;3;4;2;2;0
2019-08-21 12:01:59;145;86;11;12;8;4;3;4;2;2;0
2019-08-21 12:02:59;146;86;11;13;8;4;3;4;2;2;0
2019-08-21 12:03:58;146;86;11;13;8;4;3;4;2;2;0
2019-08-21 12:04:59;146;86;11;13;8;4;3;4;2;2;0
2019-08-21 12:05:58;146;86;11;13;8;4;3;4;2;2;0
2019-08-21 12:06:59;146;86;11;13;8;4;3;4;2;2;0
2019-08-21 12:07:58;146;86;11;13;8;4;3;4;2;2;0
2019-08-21 12:08:59;146;86;11;13;8;4;3;4;2;2;0
2019-08-21 12:09:58;146;86;11;13;8;4;3;4;2;2;0
2019-08-21 12:10:59;146;86;11;13;8;4;3;4;2;2;0
2019-08-21 12:11:58;146;86;11;13;8;4;3;4;2;2;0
2019-08-21 12:12:59;147;87;11;13;8;4;3;4;2;2;0
2019-08-21 12:13:58;147;87;11;13;8;4;3;4;2;2;0
2019-08-21 12:14:59;150;90;11;13;8;4;3;4;2;2;0
2019-08-21 12:15:58;151;90;11;14;8;4;3;4;2;2;0
2019-08-21 12:16:59;151;90;11;14;8;4;3;4;2;2;0
2019-08-21 12:17:58;151;90;11;14;8;4;3;4;2;2;0
2019-08-21 12:18:59;151;90;11;14;8;4;3;4;2;2;0
2019-08-21 12:19:58;151;90;11;14;8;4;3;4;2;2;0
2019-08-21 12:20:59;151;90;11;14;8;4;3;4;2;2;0
2019-08-21 12:21:58;151;90;11;14;8;4;3;4;2;2;0
2019-08-21 12:22:59;151;90;11;14;8;4;3;4;2;2;0
2019-08-21 12:23:58;152;91;11;14;8;4;3;4;2;2;0
2019-08-21 12:24:59;152;91;11;14;8;4;3;4;2;2;0
2019-08-21 12:25:58;153;92;11;14;8;4;3;4;2;2;0
2019-08-21 12:26:59;153;92;11;14;8;4;3;4;2;2;0
2019-08-21 12:27:58;153;92;11;14;8;4;3;4;2;2;0
2019-08-21 12:28:59;154;92;12;14;8;4;3;4;2;2;0
2019-08-21 12:29:58;154;92;12;14;8;4;3;4;2;2;0
2019-08-21 12:30:59;154;92;12;14;8;4;3;4;2;2;0
2019-08-21 12:31:58;155;93;12;14;8;4;3;4;2;2;0
2019-08-21 12:32:59;155;93;12;14;8;4;3;4;2;2;0
2019-08-21 12:33:58;156;93;12;14;8;4;3;4;2;2;0
2019-08-21 12:34:59;156;93;12;14;8;4;3;4;2;2;0
2019-08-21 12:35:58;157;94;12;14;8;4;3;4;2;2;0
2019-08-21 12:36:59;158;95;12;14;8;4;3;4;2;2;0
2019-08-21 12:37:58;158;95;12;14;8;4;3;4;2;2;0
2019-08-21 12:38:59;158;95;12;14;8;4;3;4;2;2;0
2019-08-21 12:39:58;158;95;12;14;8;4;3;4;2;2;0
2019-08-21 12:40:59;159;96;12;14;8;4;3;4;2;2;0
2019-08-21 12:41:58;160;97;12;14;8;4;3;4;2;2;0
2019-08-21 12:42:59;160;97;12;14;8;4;3;4;2;2;0
2019-08-21 12:43:58;160;97;12;14;8;4;3;4;2;2;0
2019-08-21 12:44:59;160;97;12;14;8;4;3;4;2;2;0
2019-08-21 12:45:58;161;98;12;14;8;4;3;4;2;2;0
2019-08-21 12:46:59;161;98;12;14;8;4;3;4;2;2;0
2019-08-21 12:47:58;161;98;12;14;8;4;3;4;2;2;0
2019-08-21 12:48:59;163;100;12;14;8;4;3;4;2;2;0
2019-08-21 12:49:58;163;100;12;14;8;4;3;4;2;2;0
2019-08-21 12:50:59;163;100;12;14;8;4;3;4;2;2;0
2019-08-21 12:51:58;164;101;12;14;8;4;3;4;2;2;0
2019-08-21 12:52:59;164;101;12;14;8;4;3;4;2;2;0
2019-08-21 12:53:59;164;101;12;14;8;4;3;4;2;2;0
2019-08-21 12:54:58;164;101;12;14;8;4;3;4;2;2;0
2019-08-21 12:55:59;164;101;12;14;8;4;3;4;2;2;0
2019-08-21 12:56:58;164;101;12;14;8;4;3;4;2;2;0
2019-08-21 12:57:59;164;101;12;14;8;4;3;4;2;2;0
2019-08-21 12:58:58;165;102;12;14;8;4;3;4;2;2;0
2019-08-21 12:59:59;165;102;12;14;8;4;3;4;2;2;0
2019-08-21 13:00:58;165;102;12;14;8;4;3;4;2;2;0
2019-08-21 13:01:59;165;102;12;14;8;4;3;4;2;2;0
2019-08-21 13:02:58;165;102;12;14;8;4;3;4;2;2;0
2019-08-21 13:03:59;165;102;12;14;8;4;3;4;2;2;0
2019-08-21 13:04:58;165;102;12;14;8;4;3;4;2;2;0
2019-08-21 13:05:59;165;102;12;14;8;4;3;4;2;2;0
2019-08-21 13:06:58;165;102;12;14;8;4;3;4;2;2;0
2019-08-21 13:07:59;165;102;12;14;8;4;3;4;2;2;0
2019-08-21 13:08:59;165;102;12;14;8;4;3;4;2;2;0
2019-08-21 13:09:58;165;102;12;14;8;4;3;4;2;2;0
2019-08-21 13:10:59;165;102;12;14;8;4;3;4;2;2;0
2019-08-21 13:11:59;165;102;12;14;8;4;3;4;2;2;0
2019-08-21 13:12:59;165;102;12;14;8;4;3;4;2;2;0
2019-08-21 13:13:58;166;102;12;14;8;5;3;4;2;2;0
2019-08-21 13:14:59;166;102;12;14;8;5;3;4;2;2;0
2019-08-21 13:15:59;167;103;12;14;8;5;3;4;2;2;0
2019-08-21 13:16:58;167;103;12;14;8;5;3;4;2;2;0
2019-08-21 13:17:59;167;103;12;14;8;5;3;4;2;2;0
2019-08-21 13:18:58;167;103;12;14;8;5;3;4;2;2;0
2019-08-21 13:19:59;167;103;12;14;8;5;3;4;2;2;0
2019-08-21 13:20:58;167;103;12;14;8;5;3;4;2;2;0
2019-08-21 13:21:59;168;104;12;14;8;5;3;4;2;2;0
2019-08-21 13:22:58;168;104;12;14;8;5;3;4;2;2;0
2019-08-21 13:23:59;168;104;12;14;8;5;3;4;2;2;0
2019-08-21 13:24:58;168;104;12;14;8;5;3;4;2;2;0
2019-08-21 13:26:00;168;104;12;14;8;5;3;4;2;2;0
2019-08-21 13:26:58;169;103;14;14;8;5;3;4;2;2;0
2019-08-21 13:27:59;169;103;14;14;8;5;3;4;2;2;0
2019-08-21 13:28:59;172;103;16;14;9;5;3;4;2;2;0
2019-08-21 13:29:59;172;103;16;14;9;5;3;4;2;2;0
2019-08-21 13:30:58;172;103;16;14;9;5;3;4;2;2;0
2019-08-21 13:31:59;173;104;16;14;9;5;3;4;2;2;0
2019-08-21 13:32:58;173;104;16;14;9;5;3;4;2;2;0
2019-08-21 13:33:59;174;105;16;14;9;5;3;4;2;2;0
2019-08-21 13:34:58;174;105;16;14;9;5;3;4;2;2;0
2019-08-21 13:35:59;174;104;17;14;9;5;3;4;2;2;0
2019-08-21 13:36:59;174;104;17;14;9;5;3;4;2;2;0
2019-08-21 13:37:58;174;104;17;14;9;5;3;4;2;2;0
2019-08-21 13:38:59;175;104;17;14;9;5;3;4;2;2;0
2019-08-21 13:39:58;175;104;17;14;9;5;3;4;2;2;0
2019-08-21 13:40:59;175;104;17;14;9;5;3;4;2;2;0
2019-08-21 13:41:58;176;105;17;14;9;5;3;4;2;2;0
2019-08-21 13:42:59;176;105;17;14;9;5;3;4;2;2;0
2019-08-21 13:43:58;176;105;17;14;9;5;3;4;2;2;0
2019-08-21 13:44:59;177;106;17;14;9;5;3;4;2;2;0
2019-08-21 13:45:59;177;106;17;14;9;5;3;4;2;2;0
2019-08-21 13:46:58;177;106;17;14;9;5;3;4;2;2;0
2019-08-21 13:47:59;177;106;17;14;9;5;3;4;2;2;0
2019-08-21 13:48:58;177;106;17;14;9;5;3;4;2;2;0
2019-08-21 13:49:59;177;106;17;14;9;5;3;4;2;2;0
2019-08-21 13:50:58;177;106;17;14;9;5;3;4;2;2;0
2019-08-21 13:51:59;177;106;17;14;9;5;3;4;2;2;0
2019-08-21 13:52:58;177;106;17;14;9;5;3;4;2;2;0
2019-08-21 13:53:59;177;106;17;14;9;5;3;4;2;2;0
2019-08-21 13:54:58;177;106;17;14;9;5;3;4;2;2;0
2019-08-21 13:55:59;178;107;17;14;9;5;3;4;2;2;0
2019-08-21 13:56:58;178;107;17;14;9;5;3;4;2;2;0
2019-08-21 13:57:59;178;107;17;14;9;5;3;4;2;2;0
2019-08-21 13:58:58;179;108;17;14;9;5;3;4;2;2;0
2019-08-21 13:59:59;179;108;17;14;9;5;3;4;2;2;0
2019-08-21 14:00:58;179;108;17;14;9;5;3;4;2;2;0
2019-08-21 14:01:59;179;108;17;14;9;5;3;4;2;2;0
2019-08-21 14:02:58;179;108;17;14;9;5;3;4;2;2;0
2019-08-21 14:03:59;179;108;17;14;9;5;3;4;2;2;0
2019-08-21 14:04:59;179;108;17;14;9;5;3;4;2;2;0
2019-08-21 14:05:58;179;108;17;14;9;5;3;4;2;2;0
2019-08-21 14:06:59;179;108;17;14;9;5;3;4;2;2;0
2019-08-21 14:07:58;179;108;17;14;9;5;3;4;2;2;0
2019-08-21 14:08:59;179;108;17;14;9;5;3;4;2;2;0
2019-08-21 14:09:58;179;108;17;14;9;5;3;4;2;2;0
2019-08-21 14:10:59;179;108;17;14;9;5;3;4;2;2;0
2019-08-21 14:11:59;179;108;17;14;9;5;3;4;2;2;0
2019-08-21 14:13:00;179;108;17;14;9;5;3;4;2;2;0
2019-08-21 14:13:58;179;108;17;14;9;5;3;4;2;2;0
2019-08-21 14:14:59;179;108;17;14;9;5;3;4;2;2;0
2019-08-21 14:15:59;179;108;17;14;9;5;3;4;2;2;0
2019-08-21 14:16:58;179;108;17;14;9;5;3;4;2;2;0
2019-08-21 14:17:59;179;108;17;14;9;5;3;4;2;2;0
2019-08-21 14:18:58;179;108;17;14;9;5;3;4;2;2;0
2019-08-21 14:19:58;179;108;17;14;9;5;3;4;2;2;0
2019-08-21 14:20:59;181;109;18;14;9;5;3;4;2;2;0
2019-08-21 14:21:58;182;109;18;14;10;5;3;4;2;2;0
2019-08-21 14:22:59;182;109;18;14;10;5;3;4;2;2;0
2019-08-21 14:23:58;182;109;18;14;10;5;3;4;2;2;0
2019-08-21 14:24:59;182;109;18;14;10;5;3;4;2;2;0
2019-08-21 14:25:59;182;109;18;14;10;5;3;4;2;2;0
2019-08-21 14:26:58;182;109;18;14;10;5;3;4;2;2;0
2019-08-21 14:27:59;182;109;18;14;10;5;3;4;2;2;0
2019-08-21 14:28:58;182;109;18;14;10;5;3;4;2;2;0
2019-08-21 14:30:00;182;109;18;14;10;5;3;4;2;2;0
2019-08-21 14:30:58;182;109;18;14;10;5;3;4;2;2;0
2019-08-21 14:31:59;182;109;18;14;10;5;3;4;2;2;0
2019-08-21 14:32:59;182;109;18;14;10;5;3;4;2;2;0
2019-08-21 14:33:58;182;109;18;14;10;5;3;4;2;2;0
2019-08-21 14:34:59;182;109;18;14;10;5;3;4;2;2;0
2019-08-21 14:35:58;182;109;18;14;10;5;3;4;2;2;0
2019-08-21 14:36:59;182;109;18;14;10;5;3;4;2;2;0
2019-08-21 14:37:58;182;109;18;14;10;5;3;4;2;2;0
2019-08-21 14:38:59;182;109;18;14;10;5;3;4;2;2;0
2019-08-21 14:39:58;182;109;18;14;10;5;3;4;2;2;0
2019-08-21 14:40:59;182;109;18;14;10;5;3;4;2;2;0
2019-08-21 14:41:58;182;109;18;14;10;5;3;4;2;2;0
2019-08-21 14:42:59;182;109;18;14;10;5;3;4;2;2;0
2019-08-21 14:43:59;182;109;18;14;10;5;3;4;2;2;0
2019-08-21 14:44:59;182;109;18;14;10;5;3;4;2;2;0
2019-08-21 14:45:58;182;109;18;14;10;5;3;4;2;2;0
2019-08-21 14:46:59;182;109;18;14;10;5;3;4;2;2;0
2019-08-21 14:47:58;182;109;18;14;10;5;3;4;2;2;0
2019-08-21 14:48:59;183;109;18;14;10;5;4;4;2;2;0
2019-08-21 14:49:58;183;109;18;14;10;5;4;4;2;2;0
2019-08-21 14:50:59;183;109;18;14;10;5;4;4;2;2;0
2019-08-21 14:51:58;183;109;18;14;10;5;4;4;2;2;0
2019-08-21 14:52:59;183;109;18;14;10;5;4;4;2;2;0
2019-08-21 14:53:58;183;109;18;14;10;5;4;4;2;2;0
2019-08-21 14:54:59;184;110;18;14;10;5;4;4;2;2;0
2019-08-21 14:55:58;184;110;18;14;10;5;4;4;2;2;0
2019-08-21 14:56:59;184;110;18;14;10;5;4;4;2;2;0
2019-08-21 14:57:58;184;110;18;14;10;5;4;4;2;2;0
2019-08-21 14:58:59;185;111;18;14;10;5;4;4;2;2;0
2019-08-21 14:59:58;185;111;18;14;10;5;4;4;2;2;0
2019-08-21 15:00:59;185;111;18;14;10;5;4;4;2;2;0
2019-08-21 15:01:58;185;111;18;14;10;5;4;4;2;2;0
2019-08-21 15:02:59;185;111;18;14;10;5;4;4;2;2;0
2019-08-21 15:03:58;186;112;18;14;10;5;4;4;2;2;0
2019-08-21 15:04:59;186;112;18;14;10;5;4;4;2;2;0
2019-08-21 15:05:58;186;112;18;14;10;5;4;4;2;2;0
2019-08-21 15:06:59;186;112;18;14;10;5;4;4;2;2;0
2019-08-21 15:07:58;186;112;18;14;10;5;4;4;2;2;0
2019-08-21 15:08:59;186;112;18;14;10;5;4;4;2;2;0
2019-08-21 15:09:58;186;112;18;14;10;5;4;4;2;2;0
2019-08-21 15:10:59;186;112;18;14;10;5;4;4;2;2;0
2019-08-21 15:11:59;187;113;18;14;10;5;4;4;2;2;0
2019-08-21 15:12:58;187;113;18;14;10;5;4;4;2;2;0
2019-08-21 15:13:59;187;113;18;14;10;5;4;4;2;2;0
