datetime;total_votes;heroin;Rumpelstilzchen;1917;navalny;Zippymax;quick_justice;shamanka2_0;Fill;HugoStiglitz;UndeadMoroz
2020-10-14 06:27:59;66;10;19;12;1;0;2;4;0;5;0
2020-10-14 06:28:59;66;10;19;12;1;0;2;4;0;5;0
2020-10-14 06:29:58;66;10;19;12;1;0;2;4;0;5;0
2020-10-14 06:30:59;66;10;19;12;1;0;2;4;0;5;0
2020-10-14 06:31:59;66;10;19;12;1;0;2;4;0;5;0
2020-10-14 06:32:58;66;10;19;12;1;0;2;4;0;5;0
2020-10-14 06:33:59;66;10;19;12;1;0;2;4;0;5;0
2020-10-14 06:34:59;66;10;19;12;1;0;2;4;0;5;0
2020-10-14 06:35:58;67;10;19;12;2;0;2;4;0;5;0
2020-10-14 06:36:59;67;10;19;12;2;0;2;4;0;5;0
2020-10-14 06:37:59;67;10;19;12;2;0;2;4;0;5;0
2020-10-14 06:38:58;67;10;19;12;2;0;2;4;0;5;0
2020-10-14 06:39:59;67;10;19;12;2;0;2;4;0;5;0
2020-10-14 06:40:59;67;10;19;12;2;0;2;4;0;5;0
2020-10-14 06:41:58;67;10;19;12;2;0;2;4;0;5;0
2020-10-14 06:42:59;67;10;19;12;2;0;2;4;0;5;0
2020-10-14 06:43:59;67;10;19;12;2;0;2;4;0;5;0
2020-10-14 06:44:58;67;10;19;12;2;0;2;4;0;5;0
2020-10-14 06:45:59;67;10;19;12;2;0;2;4;0;5;0
2020-10-14 06:46:58;67;10;19;12;2;0;2;4;0;5;0
2020-10-14 06:47:59;67;10;19;12;2;0;2;4;0;5;0
2020-10-14 06:48:59;67;10;19;12;2;0;2;4;0;5;0
2020-10-14 06:49:58;68;10;20;12;2;0;2;4;0;5;0
2020-10-14 06:50:59;69;10;20;12;2;0;2;4;0;5;0
2020-10-14 06:51:59;69;10;20;12;2;0;2;4;0;5;0
2020-10-14 06:52:58;69;10;20;12;2;0;2;4;0;5;0
2020-10-14 06:53:59;69;10;20;12;2;0;2;4;0;5;0
2020-10-14 06:54:59;69;10;20;12;2;0;2;4;0;5;0
2020-10-14 06:55:58;69;10;20;12;2;0;2;4;0;5;0
2020-10-14 06:56:59;69;10;20;12;2;0;2;4;0;5;0
2020-10-14 06:57:58;69;10;20;12;2;0;2;4;0;5;0
2020-10-14 06:58:59;69;10;20;12;2;0;2;4;0;5;0
2020-10-14 06:59:58;69;10;20;12;2;0;2;4;0;5;0
2020-10-14 07:00:59;69;10;20;12;2;0;2;4;0;5;0
2020-10-14 07:01:59;69;10;20;12;2;0;2;4;0;5;0
2020-10-14 07:02:58;69;10;20;12;2;0;2;4;0;5;0
2020-10-14 07:03:59;70;11;20;12;2;0;2;4;0;5;0
2020-10-14 07:04:58;70;11;20;12;2;0;2;4;0;5;0
2020-10-14 07:05:59;70;11;20;12;2;0;2;4;0;5;0
2020-10-14 07:06:59;71;11;20;12;2;0;2;4;0;6;0
2020-10-14 07:07:58;71;11;20;12;2;0;2;4;0;6;0
2020-10-14 07:08:59;71;11;20;12;2;0;2;4;0;6;0
2020-10-14 07:09:59;71;11;20;12;2;0;2;4;0;6;0
2020-10-14 07:10:58;71;11;20;12;2;0;2;4;0;6;0
2020-10-14 07:11:59;71;11;20;12;2;0;2;4;0;6;0
2020-10-14 07:12:59;71;11;20;12;2;0;2;4;0;6;0
2020-10-14 07:13:58;71;11;20;12;2;0;2;4;0;6;0
2020-10-14 07:14:59;73;11;21;13;2;0;2;4;0;6;0
2020-10-14 07:15:58;74;11;22;13;2;0;2;4;0;6;0
2020-10-14 07:16:59;74;11;22;13;2;0;2;4;0;6;0
2020-10-14 07:17:59;74;11;22;13;2;0;2;4;0;6;0
2020-10-14 07:18:58;74;11;22;13;2;0;2;4;0;6;0
2020-10-14 07:19:59;75;11;22;13;2;0;2;4;0;6;0
2020-10-14 07:20:59;75;11;22;13;2;0;2;4;0;6;0
2020-10-14 07:21:58;75;11;22;13;2;0;2;4;0;6;0
2020-10-14 07:22:59;76;11;22;13;2;0;2;4;0;6;0
2020-10-14 07:23:59;76;11;22;13;2;0;2;4;0;6;0
2020-10-14 07:24:58;76;11;22;13;2;0;2;4;0;6;0
2020-10-14 07:25:59;76;11;22;13;2;0;2;4;0;6;0
2020-10-14 07:26:59;77;11;23;13;2;0;2;4;0;6;0
2020-10-14 07:27:58;77;11;23;13;2;0;2;4;0;6;0
2020-10-14 07:28:59;78;12;23;13;2;0;2;4;0;6;0
2020-10-14 07:29:59;78;12;23;13;2;0;2;4;0;6;0
2020-10-14 07:30:58;78;12;23;13;2;0;2;4;0;6;0
2020-10-14 07:31:59;78;12;23;13;2;0;2;4;0;6;0
2020-10-14 07:32:59;78;12;23;13;2;0;2;4;0;6;0
2020-10-14 07:33:58;78;12;23;13;2;0;2;4;0;6;0
2020-10-14 07:34:59;78;12;23;13;2;0;2;4;0;6;0
2020-10-14 07:35:59;78;12;23;13;2;0;2;4;0;6;0
2020-10-14 07:36:58;78;12;23;13;2;0;2;4;0;6;0
2020-10-14 07:37:59;78;12;23;13;2;0;2;4;0;6;0
2020-10-14 07:38:59;78;12;23;13;2;0;2;4;0;6;0
2020-10-14 07:39:58;78;12;23;13;2;0;2;4;0;6;0
2020-10-14 07:40:59;78;12;23;13;2;0;2;4;0;6;0
2020-10-14 07:41:59;78;12;23;13;2;0;2;4;0;6;0
2020-10-14 07:42:59;78;12;23;13;2;0;2;4;0;6;0
2020-10-14 07:43:58;78;12;23;13;2;0;2;4;0;6;0
2020-10-14 07:44:59;78;12;23;13;2;0;2;4;0;6;0
2020-10-14 07:45:59;79;12;24;13;2;0;2;4;0;6;0
2020-10-14 07:46:58;80;12;25;13;2;0;2;4;0;6;0
2020-10-14 07:47:59;80;12;25;13;2;0;2;4;0;6;0
2020-10-14 07:48:59;80;12;25;13;2;0;2;4;0;6;0
2020-10-14 07:49:58;80;12;25;13;2;0;2;4;0;6;0
2020-10-14 07:50:59;80;12;25;13;2;0;2;4;0;6;0
2020-10-14 07:51:59;80;12;25;13;2;0;2;4;0;6;0
2020-10-14 07:52:58;80;12;25;13;2;0;2;4;0;6;0
2020-10-14 07:53:59;80;12;25;13;2;0;2;4;0;6;0
2020-10-14 07:54:59;80;12;25;13;2;0;2;4;0;6;0
2020-10-14 07:55:58;80;12;25;13;2;0;2;4;0;6;0
2020-10-14 07:56:59;80;13;24;13;2;0;2;4;0;6;0
2020-10-14 07:57:59;81;14;24;13;2;0;2;4;0;6;0
2020-10-14 07:58:58;81;14;24;13;2;0;2;4;0;6;0
2020-10-14 07:59:59;81;14;24;13;2;0;2;4;0;6;0
2020-10-14 08:00:59;82;14;25;13;2;0;2;4;0;6;0
2020-10-14 08:01:58;82;14;25;13;2;0;2;4;0;6;0
2020-10-14 08:02:59;82;14;25;13;2;0;2;4;0;6;0
2020-10-14 08:03:59;82;14;25;13;2;0;2;4;0;6;0
2020-10-14 08:04:58;82;14;25;13;2;0;2;4;0;6;0
2020-10-14 08:05:59;82;14;25;13;2;0;2;4;0;6;0
2020-10-14 08:06:59;83;14;25;14;2;0;2;4;0;6;0
2020-10-14 08:07:58;83;14;25;14;2;0;2;4;0;6;0
2020-10-14 08:08:59;83;14;25;14;2;0;2;4;0;6;0
2020-10-14 08:09:59;84;14;26;14;2;0;2;4;0;6;0
2020-10-14 08:10:58;85;15;26;14;2;0;2;4;0;6;0
2020-10-14 08:11:59;85;15;26;14;2;0;2;4;0;6;0
2020-10-14 08:12:59;85;15;26;14;2;0;2;4;0;6;0
2020-10-14 08:13:58;85;15;26;14;2;0;2;4;0;6;0
2020-10-14 08:14:59;85;15;26;14;2;0;2;4;0;6;0
2020-10-14 08:15:59;85;15;26;14;2;0;2;4;0;6;0
2020-10-14 08:16:58;85;15;26;14;2;0;2;4;0;6;0
2020-10-14 08:17:59;85;15;26;14;2;0;2;4;0;6;0
2020-10-14 08:18:59;85;15;26;14;2;0;2;4;0;6;0
2020-10-14 08:19:58;85;15;26;14;2;0;2;4;0;6;0
2020-10-14 08:20:59;85;15;26;14;2;0;2;4;0;6;0
2020-10-14 08:21:59;86;15;26;14;2;0;2;4;0;6;0
2020-10-14 08:22:58;86;15;26;14;2;0;2;4;0;6;0
2020-10-14 08:23:59;86;15;26;14;2;0;2;4;0;6;0
2020-10-14 08:24:58;86;15;26;14;2;0;2;4;0;6;0
2020-10-14 08:25:59;86;15;26;14;2;0;2;4;0;6;0
2020-10-14 08:26:59;87;16;26;14;2;0;2;4;0;6;0
2020-10-14 08:27:58;87;16;26;14;2;0;2;4;0;6;0
2020-10-14 08:28:59;87;16;26;14;2;0;2;4;0;6;0
2020-10-14 08:29:59;87;16;26;14;2;0;2;4;0;6;0
2020-10-14 08:30:58;87;16;26;14;2;0;2;4;0;6;0
2020-10-14 08:31:59;87;16;26;14;2;0;2;4;0;6;0
2020-10-14 08:32:59;87;16;26;14;2;0;2;4;0;6;0
2020-10-14 08:33:58;87;16;26;14;2;0;2;4;0;6;0
2020-10-14 08:34:59;87;16;26;14;2;0;2;4;0;6;0
2020-10-14 08:35:58;87;16;26;14;2;0;2;4;0;6;0
2020-10-14 08:36:59;87;16;26;14;2;0;2;4;0;6;0
2020-10-14 08:37:59;88;17;26;14;2;0;2;4;0;6;0
2020-10-14 08:38:58;88;17;26;14;2;0;2;4;0;6;0
2020-10-14 08:39:59;88;17;26;14;2;0;2;4;0;6;0
2020-10-14 08:40:59;88;17;26;14;2;0;2;4;0;6;0
2020-10-14 08:41:58;89;17;26;14;2;0;2;4;0;6;0
2020-10-14 08:42:59;89;17;26;14;2;0;2;4;0;6;0
2020-10-14 08:43:59;89;17;26;14;2;0;2;4;0;6;0
2020-10-14 08:44:58;89;17;26;14;2;0;2;4;0;6;0
2020-10-14 08:45:59;89;17;26;14;2;0;2;4;0;6;0
2020-10-14 08:46:59;89;17;26;14;2;0;2;4;0;6;0
2020-10-14 08:47:58;90;17;27;14;2;0;2;4;0;6;0
2020-10-14 08:48:59;91;18;27;14;2;0;2;4;0;6;0
2020-10-14 08:49:59;91;18;27;14;2;0;2;4;0;6;0
2020-10-14 08:50:58;91;18;27;14;2;0;2;4;0;6;0
2020-10-14 08:51:59;91;18;27;14;2;0;2;4;0;6;0
2020-10-14 08:52:59;91;18;27;14;2;0;2;4;0;6;0
2020-10-14 08:53:58;91;18;27;14;2;0;2;4;0;6;0
2020-10-14 08:54:59;91;18;27;14;2;0;2;4;0;6;0
2020-10-14 08:55:59;91;18;27;14;2;0;2;4;0;6;0
2020-10-14 08:56:58;91;18;27;14;2;0;2;4;0;6;0
2020-10-14 08:57:59;91;18;27;14;2;0;2;4;0;6;0
2020-10-14 08:58:59;91;18;27;14;2;0;2;4;0;6;0
2020-10-14 08:59:58;91;18;27;14;2;0;2;4;0;6;0
2020-10-14 09:00:59;91;18;27;14;2;0;2;4;0;6;0
2020-10-14 09:01:59;92;18;27;14;3;0;2;4;0;6;0
2020-10-14 09:02:58;92;18;27;14;3;0;2;4;0;6;0
2020-10-14 09:03:59;93;18;28;14;3;0;2;4;0;6;0
2020-10-14 09:04:59;93;18;28;14;3;0;2;4;0;6;0
2020-10-14 09:05:58;93;18;28;14;3;0;2;4;0;6;0
2020-10-14 09:06:59;93;18;28;14;3;0;2;4;0;6;0
2020-10-14 09:07:59;94;18;28;14;3;0;2;4;0;6;0
2020-10-14 09:08:58;95;18;28;14;3;0;3;4;0;6;0
2020-10-14 09:09:59;95;18;28;14;3;0;3;4;0;6;0
2020-10-14 09:11:00;95;18;28;14;3;0;3;4;0;6;0
2020-10-14 09:11:58;95;18;28;14;3;0;3;4;0;6;0
2020-10-14 09:12:59;95;18;28;14;3;0;3;4;0;6;0
2020-10-14 09:13:58;95;18;28;14;3;0;3;4;0;6;0
2020-10-14 09:14:59;96;18;28;14;3;0;3;4;1;6;0
2020-10-14 09:15:58;97;18;29;14;3;0;3;4;1;6;0
2020-10-14 09:16:59;97;18;29;14;3;0;3;4;1;6;0
2020-10-14 09:17:59;98;18;30;14;3;0;3;4;1;6;0
2020-10-14 09:18:58;98;18;30;14;3;0;3;4;1;6;0
2020-10-14 09:19:59;98;18;30;14;3;0;3;4;1;6;0
2020-10-14 09:20:59;98;18;30;14;3;0;3;4;1;6;0
2020-10-14 09:21:58;99;19;30;14;3;0;3;4;1;6;0
2020-10-14 09:22:59;99;19;30;14;3;0;3;4;1;6;0
2020-10-14 09:23:59;99;19;30;14;3;0;3;4;1;6;0
2020-10-14 09:25:00;101;21;30;14;3;0;3;4;1;6;0
2020-10-14 09:25:58;102;22;30;14;3;0;3;4;1;6;0
2020-10-14 09:26:59;103;22;30;14;3;0;3;5;1;6;0
2020-10-14 09:27:59;104;22;30;15;3;0;3;5;1;6;0
2020-10-14 09:28:58;104;22;30;15;3;0;3;5;1;6;0
2020-10-14 09:29:59;104;22;30;15;3;0;3;5;1;6;0
2020-10-14 09:31:00;104;22;30;15;3;0;3;5;1;6;0
2020-10-14 09:31:58;104;22;30;15;3;0;3;5;1;6;0
2020-10-14 09:32:59;104;22;30;15;3;0;3;5;1;6;0
2020-10-14 09:33:59;105;23;30;15;3;0;3;5;1;6;0
2020-10-14 09:34:58;105;23;30;15;3;0;3;5;1;6;0
2020-10-14 09:35:59;105;23;30;15;3;0;3;5;1;6;0
2020-10-14 09:36:58;105;23;30;15;3;0;3;5;1;6;0
2020-10-14 09:37:59;105;23;30;15;3;0;3;5;1;6;0
2020-10-14 09:38:59;105;23;30;15;3;0;3;5;1;6;0
2020-10-14 09:39:58;106;23;30;15;3;1;3;5;1;6;0
2020-10-14 09:40:59;106;23;30;15;3;1;3;5;1;6;0
2020-10-14 09:41:59;107;24;30;15;3;1;3;5;1;6;0
2020-10-14 09:42:58;108;25;30;15;3;1;3;5;1;6;0
2020-10-14 09:43:59;109;25;30;15;3;2;3;5;1;6;0
2020-10-14 09:44:59;109;25;30;15;3;2;3;5;1;6;0
2020-10-14 09:45:58;110;25;30;15;3;2;4;5;1;6;0
2020-10-14 09:46:59;110;25;30;15;3;2;4;5;1;6;0
2020-10-14 09:47:59;110;25;30;15;3;2;4;5;1;6;0
2020-10-14 09:48:58;110;25;30;15;3;2;4;5;1;6;0
2020-10-14 09:49:59;110;25;30;15;3;2;4;5;1;6;0
2020-10-14 09:50:59;110;25;30;15;3;2;4;5;1;6;0
2020-10-14 09:51:58;110;25;30;15;3;2;4;5;1;6;0
2020-10-14 09:52:59;110;25;30;15;3;2;4;5;1;6;0
2020-10-14 09:53:59;111;25;30;15;3;2;4;5;2;6;0
2020-10-14 09:54:58;111;25;30;15;3;2;4;5;2;6;0
2020-10-14 09:55:59;111;25;30;15;3;2;4;5;2;6;0
2020-10-14 09:56:59;112;26;30;15;3;2;4;5;2;6;0
2020-10-14 09:57:58;112;26;30;15;3;2;4;5;2;6;0
2020-10-14 09:58:59;112;26;30;15;3;2;4;5;2;6;0
2020-10-14 09:59:59;113;27;30;15;3;2;4;5;2;6;0
2020-10-14 10:00:58;113;27;30;15;3;2;4;6;2;6;0
2020-10-14 10:01:59;113;27;30;15;3;2;4;6;2;6;0
2020-10-14 10:02:59;113;27;30;15;3;2;4;6;2;6;0
2020-10-14 10:03:58;114;27;30;15;3;2;4;6;2;6;0
2020-10-14 10:04:59;114;27;30;15;3;2;4;6;2;6;0
2020-10-14 10:05:59;114;27;30;15;3;2;4;6;2;6;0
2020-10-14 10:06:58;115;28;30;15;3;2;4;6;2;6;0
2020-10-14 10:07:59;115;28;30;15;3;2;4;6;2;6;0
2020-10-14 10:08:59;115;28;30;15;3;2;4;6;2;6;0
2020-10-14 10:10:00;115;28;30;15;3;2;4;6;2;6;0
2020-10-14 10:10:58;116;29;30;15;3;2;4;6;2;6;0
2020-10-14 10:11:59;116;29;30;15;3;2;4;6;2;6;0
2020-10-14 10:12:59;117;30;30;15;3;2;4;6;2;6;0
2020-10-14 10:13:58;117;30;30;15;3;2;4;6;2;6;0
2020-10-14 10:14:59;117;30;30;15;3;2;4;6;2;6;0
2020-10-14 10:15:58;118;31;30;15;3;2;4;6;2;6;0
2020-10-14 10:16:59;118;31;30;15;3;2;4;6;2;6;0
2020-10-14 10:17:59;120;31;31;15;3;2;4;6;2;6;0
2020-10-14 10:18:58;120;31;31;15;3;2;4;6;2;6;0
2020-10-14 10:19:59;121;32;31;15;3;2;4;6;2;6;0
2020-10-14 10:20:59;121;32;31;15;3;2;4;6;2;6;0
2020-10-14 10:21:58;121;32;31;15;3;2;4;6;2;6;0
2020-10-14 10:22:59;121;32;31;15;3;2;4;6;2;6;0
2020-10-14 10:23:59;121;32;31;15;3;2;4;6;2;6;0
2020-10-14 10:25:00;121;32;31;15;3;2;4;6;2;6;0
2020-10-14 10:25:58;121;32;31;15;3;2;4;6;2;6;0
2020-10-14 10:26:59;121;32;31;15;3;2;4;6;2;6;0
2020-10-14 10:27:58;121;32;31;15;3;2;4;6;2;6;0
2020-10-14 10:28:59;121;32;31;15;3;2;4;6;2;6;0
2020-10-14 10:29:59;122;32;32;15;3;2;4;6;2;6;0
2020-10-14 10:30:58;122;32;32;15;3;2;4;6;2;6;0
2020-10-14 10:31:59;123;33;32;15;3;2;4;6;2;6;0
2020-10-14 10:32:59;124;33;32;15;3;2;4;6;3;6;0
2020-10-14 10:33:59;124;33;32;15;3;2;4;6;3;6;0
2020-10-14 10:34:58;124;33;32;15;3;2;4;6;3;6;0
2020-10-14 10:35:59;124;33;32;15;3;2;4;6;3;6;0
2020-10-14 10:36:59;125;34;32;15;3;2;4;6;3;6;0
2020-10-14 10:37:58;125;34;32;15;3;2;4;6;3;6;0
2020-10-14 10:38:59;125;34;32;15;3;2;4;6;3;6;0
2020-10-14 10:39:59;125;34;32;15;3;2;4;6;3;6;0
2020-10-14 10:40:58;125;34;32;15;3;2;4;6;3;6;0
2020-10-14 10:41:59;125;34;32;15;3;2;4;6;3;6;0
2020-10-14 10:42:59;125;34;32;15;3;2;4;6;3;6;0
2020-10-14 10:43:58;125;34;32;15;3;2;4;6;3;6;0
2020-10-14 10:44:59;125;34;32;15;3;2;4;6;3;6;0
2020-10-14 10:45:59;125;34;32;15;3;2;4;6;3;6;0
2020-10-14 10:47:00;125;34;32;15;3;2;4;6;3;6;0
2020-10-14 10:47:58;126;35;32;15;3;2;4;6;3;6;0
2020-10-14 10:48:59;126;35;32;15;3;2;4;6;3;6;0
2020-10-14 10:49:58;126;35;32;15;3;2;4;6;3;6;0
2020-10-14 10:50:59;126;35;32;15;3;2;4;6;3;6;0
2020-10-14 10:51:59;126;35;32;15;3;2;4;6;3;6;0
2020-10-14 10:52:59;126;35;32;15;3;2;4;6;3;6;0
2020-10-14 10:53:58;126;35;32;15;3;2;4;6;3;6;0
2020-10-14 10:54:59;127;36;32;15;3;2;4;6;3;6;0
2020-10-14 10:55:59;127;36;32;15;3;2;4;6;3;6;0
2020-10-14 10:56:58;127;36;32;15;3;2;4;6;3;6;0
2020-10-14 10:57:59;127;36;32;15;3;2;4;6;3;6;0
2020-10-14 10:58:59;128;36;32;15;3;2;4;6;3;6;0
2020-10-14 10:59:58;129;36;32;15;3;2;4;6;3;7;0
2020-10-14 11:00:59;129;36;32;15;3;2;4;6;3;7;0
2020-10-14 11:01:59;129;36;32;15;3;2;4;6;3;7;0
2020-10-14 11:02:58;129;36;32;15;3;2;4;6;3;7;0
2020-10-14 11:03:59;129;36;32;15;3;2;4;6;3;7;0
2020-10-14 11:04:58;129;36;32;15;3;2;4;6;3;7;0
2020-10-14 11:05:59;129;36;32;15;3;2;4;6;3;7;0
2020-10-14 11:06:59;129;36;32;15;3;2;4;6;3;7;0
2020-10-14 11:07:58;129;36;32;15;3;2;4;6;3;7;0
2020-10-14 11:08:59;129;36;32;15;3;2;4;6;3;7;0
2020-10-14 11:09:58;129;36;32;15;3;2;4;6;3;7;0
2020-10-14 11:10:59;129;36;32;15;3;2;4;6;3;7;0
2020-10-14 11:11:59;130;37;32;15;3;2;4;6;3;7;0
2020-10-14 11:12:58;130;37;32;15;3;2;4;6;3;7;0
2020-10-14 11:13:59;131;39;32;15;3;2;4;5;3;7;0
2020-10-14 11:14:59;131;39;32;15;3;2;4;5;3;7;0
2020-10-14 11:15:58;132;39;33;15;3;2;4;5;3;7;0
2020-10-14 11:16:59;132;39;33;15;3;2;4;5;3;7;0
2020-10-14 11:17:59;132;39;33;15;3;2;4;5;3;7;0
2020-10-14 11:18:58;132;39;33;15;3;2;4;5;3;7;0
2020-10-14 11:19:59;132;39;33;15;3;2;4;5;3;7;0
2020-10-14 11:20:59;132;39;33;15;3;2;4;5;3;7;0
2020-10-14 11:21:58;134;41;33;15;3;2;4;5;3;7;0
2020-10-14 11:22:59;134;41;33;15;3;2;4;5;3;7;0
2020-10-14 11:23:59;134;41;33;15;3;2;4;5;3;7;0
2020-10-14 11:24:58;134;41;33;15;3;2;4;5;3;7;0
2020-10-14 11:25:59;134;41;33;15;3;2;4;5;3;7;0
2020-10-14 11:26:59;133;40;33;15;3;2;4;5;3;7;0
2020-10-14 11:27:58;133;40;33;15;3;2;4;5;3;7;0
2020-10-14 11:28:59;134;40;34;15;3;2;4;5;3;7;0
2020-10-14 11:29:59;135;40;34;15;3;2;4;5;3;7;0
2020-10-14 11:30:58;136;40;34;15;3;2;4;6;3;7;0
2020-10-14 11:31:59;136;40;34;15;3;2;4;6;3;7;0
2020-10-14 11:32:59;136;40;34;15;3;2;4;6;3;7;0
2020-10-14 11:33:58;137;41;34;15;3;2;4;6;3;7;0
2020-10-14 11:34:59;137;41;34;15;3;2;4;6;3;7;0
2020-10-14 11:35:59;137;41;34;15;3;2;4;6;3;7;0
2020-10-14 11:36:58;137;41;34;15;3;2;4;6;3;7;0
2020-10-14 11:37:59;138;41;35;15;3;2;4;6;3;7;0
2020-10-14 11:38:59;138;41;35;15;3;2;4;6;3;7;0
2020-10-14 11:39:58;138;41;36;14;3;2;4;6;3;7;0
2020-10-14 11:40:59;138;41;36;14;3;2;4;6;3;7;0
2020-10-14 11:41:59;138;41;36;14;3;2;4;6;3;7;0
2020-10-14 11:42:58;138;41;36;14;3;2;4;6;3;7;0
2020-10-14 11:43:59;138;41;36;14;3;2;4;6;3;7;0
2020-10-14 11:44:59;138;41;36;14;3;2;4;6;3;7;0
2020-10-14 11:46:00;138;41;36;14;3;2;4;6;3;7;0
2020-10-14 11:46:58;138;41;36;14;3;2;4;6;3;7;0
2020-10-14 11:47:59;138;41;36;14;3;2;4;6;3;7;0
2020-10-14 11:48:59;138;41;36;14;3;2;4;6;3;7;0
2020-10-14 11:49:59;138;41;36;14;3;2;4;6;3;7;0
2020-10-14 11:50:58;138;41;36;14;3;2;4;6;3;7;0
2020-10-14 11:51:59;138;41;36;14;3;2;4;6;3;7;0
2020-10-14 11:52:59;138;41;36;14;3;2;4;6;3;7;0
2020-10-14 11:53:58;138;41;36;14;3;2;4;6;3;7;0
2020-10-14 11:54:59;138;41;36;14;3;2;4;6;3;7;0
2020-10-14 11:55:59;138;41;36;14;3;2;4;6;3;7;0
2020-10-14 11:56:58;138;41;36;14;3;2;4;6;3;7;0
2020-10-14 11:57:59;138;41;36;14;3;2;4;6;3;7;0
2020-10-14 11:58:59;139;41;36;14;3;2;4;7;3;7;0
2020-10-14 11:59:58;139;41;36;14;3;2;4;7;3;7;0
2020-10-14 12:00:59;140;42;36;14;3;2;4;7;3;7;0
2020-10-14 12:01:59;140;42;36;14;3;2;4;7;3;7;0
2020-10-14 12:03:00;140;42;36;14;3;2;4;7;3;7;0
2020-10-14 12:03:58;140;42;36;14;3;2;4;7;3;7;0
2020-10-14 12:04:59;140;42;36;14;3;2;4;7;3;7;0
2020-10-14 12:05:59;140;42;36;14;3;2;4;7;3;7;0
2020-10-14 12:06:58;140;42;36;14;3;2;4;7;3;7;0
2020-10-14 12:07:59;140;42;36;14;3;2;4;7;3;7;0
2020-10-14 12:08:58;140;42;36;14;3;2;4;7;3;7;0
2020-10-14 12:09:59;140;42;36;14;3;2;4;7;3;7;0
2020-10-14 12:10:59;140;42;36;14;3;2;4;7;3;7;0
2020-10-14 12:11:58;140;42;36;14;3;2;4;7;3;7;0
2020-10-14 12:12:59;140;42;36;14;3;2;4;7;3;7;0
2020-10-14 12:13:59;140;42;36;14;3;2;4;7;3;7;0
2020-10-14 12:14:58;140;42;36;14;3;2;4;7;3;7;0
2020-10-14 12:15:59;140;42;36;14;3;2;4;7;3;7;0
2020-10-14 12:16:59;140;42;36;14;3;2;4;7;3;7;0
2020-10-14 12:17:59;140;42;36;14;3;2;4;7;3;7;0
2020-10-14 12:18:58;140;42;36;14;3;2;4;7;3;7;0
2020-10-14 12:19:59;141;42;36;14;3;3;4;7;3;7;0
2020-10-14 12:20:58;143;42;37;14;3;3;4;7;4;7;0
2020-10-14 12:21:59;143;42;37;14;3;4;4;7;3;7;0
2020-10-14 12:22:59;143;42;37;14;3;4;4;7;3;7;0
2020-10-14 12:23:58;144;42;38;14;3;4;4;7;3;7;0
2020-10-14 12:24:59;144;42;38;14;3;4;4;7;3;7;0
2020-10-14 12:25:59;145;42;39;14;3;4;4;7;3;7;0
2020-10-14 12:26:58;146;43;39;14;3;4;4;7;3;7;0
2020-10-14 12:27:59;146;43;39;14;3;4;4;7;3;7;0
2020-10-14 12:28:59;146;43;39;14;3;4;4;7;3;7;0
2020-10-14 12:30:00;146;43;39;14;3;4;4;7;3;7;0
2020-10-14 12:30:58;146;43;39;14;3;4;4;7;3;7;0
2020-10-14 12:31:59;146;43;39;14;3;4;4;7;3;7;0
2020-10-14 12:32:59;146;43;39;14;3;4;4;7;3;7;0
2020-10-14 12:33:58;147;44;39;14;3;4;4;7;3;7;0
2020-10-14 12:34:59;147;44;39;14;3;4;4;7;3;7;0
2020-10-14 12:35:59;147;44;39;14;3;4;4;7;3;7;0
2020-10-14 12:36:58;147;44;39;14;3;4;4;7;3;7;0
2020-10-14 12:37:59;148;44;39;14;3;4;4;7;3;7;0
2020-10-14 12:38:59;148;44;39;14;3;4;4;7;3;7;0
2020-10-14 12:39:58;148;44;39;14;3;4;4;7;3;7;0
2020-10-14 12:40:59;148;44;39;14;3;4;4;7;3;7;0
2020-10-14 12:41:59;149;45;39;14;3;4;4;7;3;7;0
2020-10-14 12:42:58;150;46;39;14;3;4;4;7;3;7;0
2020-10-14 12:43:59;150;46;39;14;3;4;4;7;3;7;0
2020-10-14 12:44:59;151;46;39;14;3;4;4;7;3;7;2
2020-10-14 12:45:58;151;46;39;14;3;4;4;7;3;7;2
2020-10-14 12:46:59;151;46;39;14;3;4;4;7;3;7;2
2020-10-14 12:47:59;152;46;39;15;3;4;4;7;3;7;2
2020-10-14 12:48:58;153;46;40;15;3;4;4;7;3;7;2
2020-10-14 12:49:59;153;46;40;15;3;4;4;7;3;7;2
2020-10-14 12:50:59;153;46;40;15;3;4;4;7;3;7;2
2020-10-14 12:51:58;153;46;40;15;3;4;4;7;3;7;2
2020-10-14 12:52:59;153;46;40;15;3;4;4;7;3;7;2
2020-10-14 12:53:59;153;46;40;15;3;4;4;7;3;7;2
2020-10-14 12:54:58;153;46;40;15;3;4;4;7;3;7;2
2020-10-14 12:55:59;153;46;40;15;3;4;4;7;3;7;2
2020-10-14 12:56:59;154;46;40;15;3;4;4;7;3;7;3
2020-10-14 12:57:58;154;46;40;15;3;4;4;7;3;7;3
2020-10-14 12:58:59;154;46;40;15;3;4;4;7;3;7;3
2020-10-14 12:59:59;154;46;40;15;3;4;4;7;3;7;3
2020-10-14 13:00:58;154;46;40;15;3;4;4;7;3;7;3
2020-10-14 13:01:59;154;46;40;15;3;4;4;7;3;7;3
2020-10-14 13:02:59;154;46;40;15;3;4;4;7;3;7;3
2020-10-14 13:03:58;154;46;40;15;3;4;4;7;3;7;3
