datetime;total_votes;Zabava;Lay_Lady_Lay;Есения;sio2;orlando;Etinilestradiol;KOCTOPE3;kotophalk;Hexadecachoron;zgushonka
2019-12-18 20:21:59;133;52;28;13;6;4;4;3;2;2;2
2019-12-18 20:22:58;133;52;28;13;6;4;4;3;2;2;2
2019-12-18 20:23:59;133;52;28;13;6;4;4;3;2;2;2
2019-12-18 20:24:58;133;52;28;13;6;4;4;3;2;2;2
2019-12-18 20:25:59;133;52;28;13;6;4;4;3;2;2;2
2019-12-18 20:26:59;133;52;28;13;6;4;4;3;2;2;2
2019-12-18 20:27:58;133;52;28;13;6;4;4;3;2;2;2
2019-12-18 20:28:59;133;52;28;13;6;4;4;3;2;2;2
2019-12-18 20:29:58;133;51;28;13;6;4;5;3;2;2;2
2019-12-18 20:30:59;133;51;28;13;6;4;5;3;2;2;2
2019-12-18 20:31:59;133;51;28;13;6;4;5;3;2;2;2
2019-12-18 20:32:58;133;51;28;13;6;4;5;3;2;2;2
2019-12-18 20:33:59;133;51;28;13;6;4;5;3;2;2;2
2019-12-18 20:34:59;133;51;28;13;6;4;5;3;2;2;2
2019-12-18 20:35:58;133;51;28;13;6;4;5;3;2;2;2
2019-12-18 20:36:59;133;51;28;13;6;4;5;3;2;2;2
2019-12-18 20:37:58;133;51;28;13;6;4;5;3;2;2;2
2019-12-18 20:38:59;133;51;28;13;6;4;5;3;2;2;2
2019-12-18 20:39:59;133;51;28;13;6;4;5;3;2;2;2
2019-12-18 20:40:58;133;51;28;13;6;4;5;3;2;2;2
2019-12-18 20:41:59;133;51;28;13;6;4;5;3;2;2;2
2019-12-18 20:42:59;133;51;28;13;6;4;5;3;2;2;2
2019-12-18 20:43:58;133;51;28;13;6;4;5;3;2;2;2
2019-12-18 20:44:59;133;51;28;13;6;4;5;3;2;2;2
2019-12-18 20:45:58;133;51;28;13;6;4;5;3;2;2;2
2019-12-18 20:46:59;133;51;28;13;6;4;5;3;2;2;2
2019-12-18 20:47:58;133;51;28;13;6;4;5;3;2;2;2
2019-12-18 20:48:59;133;51;28;13;6;4;5;3;2;2;2
2019-12-18 20:49:58;133;51;28;13;6;4;5;3;2;2;2
2019-12-18 20:50:59;133;51;28;13;6;4;5;3;2;2;2
2019-12-18 20:51:58;133;51;28;13;6;4;5;3;2;2;2
2019-12-18 20:52:59;133;51;28;13;6;4;5;3;2;2;2
2019-12-18 20:53:58;133;51;28;13;6;4;5;3;2;2;2
2019-12-18 20:54:59;133;51;28;13;6;4;5;3;2;2;2
2019-12-18 20:55:59;133;51;28;13;6;4;5;3;2;2;2
2019-12-18 20:56:59;133;51;28;13;6;4;5;3;2;2;2
2019-12-18 20:57:58;133;51;28;13;6;4;5;3;2;2;2
2019-12-18 20:58:59;133;51;28;13;6;4;5;3;2;2;2
2019-12-18 20:59:58;133;51;28;13;6;4;5;3;2;2;2
2019-12-18 21:00:59;134;51;28;13;6;5;5;3;2;2;2
2019-12-18 21:01:59;134;51;28;13;6;5;5;3;2;2;2
2019-12-18 21:02:58;134;51;28;13;6;5;5;3;2;2;2
2019-12-18 21:03:59;134;51;28;13;6;5;5;3;2;2;2
2019-12-18 21:04:59;134;51;28;13;6;5;5;3;2;2;2
2019-12-18 21:05:58;135;51;29;13;6;5;5;3;2;2;2
2019-12-18 21:06:59;135;51;29;13;6;5;5;3;2;2;2
2019-12-18 21:07:58;135;51;29;13;6;5;5;3;2;2;2
2019-12-18 21:08:59;135;51;29;13;6;5;5;3;2;2;2
2019-12-18 21:09:59;135;51;29;13;6;5;5;3;2;2;2
2019-12-18 21:10:59;135;51;29;13;6;5;5;3;2;2;2
2019-12-18 21:11:58;135;51;29;13;6;5;5;3;2;2;2
2019-12-18 21:12:59;135;51;29;13;6;5;5;3;2;2;2
2019-12-18 21:13:59;135;51;29;13;6;5;5;3;2;2;2
2019-12-18 21:14:58;135;51;29;13;6;5;5;3;2;2;2
2019-12-18 21:15:59;135;51;29;13;6;5;5;3;2;2;2
2019-12-18 21:16:59;135;51;29;13;6;5;5;3;2;2;2
2019-12-18 21:17:58;135;51;29;13;6;5;5;3;2;2;2
2019-12-18 21:18:59;135;51;29;13;6;5;5;3;2;2;2
2019-12-18 21:19:59;135;51;29;13;6;5;5;3;2;2;2
2019-12-18 21:20:58;135;51;29;13;6;5;5;3;2;2;2
2019-12-18 21:21:59;135;51;29;13;6;5;5;3;2;2;2
2019-12-18 21:22:59;135;51;29;13;6;5;5;3;2;2;2
2019-12-18 21:23:59;135;51;29;13;6;5;5;3;2;2;2
2019-12-18 21:24:58;135;51;29;13;6;5;5;3;2;2;2
2019-12-18 21:25:59;135;51;29;13;6;5;5;3;2;2;2
2019-12-18 21:26:59;135;51;29;13;6;5;5;3;2;2;2
2019-12-18 21:27:58;135;51;29;13;6;5;5;3;2;2;2
2019-12-18 21:28:59;135;51;29;13;6;5;5;3;2;2;2
2019-12-18 21:29:59;135;51;29;13;6;5;5;3;2;2;2
2019-12-18 21:30:58;135;51;29;13;6;5;5;3;2;2;2
2019-12-18 21:31:59;135;51;29;13;6;5;5;3;2;2;2
2019-12-18 21:32:58;135;51;29;13;6;5;5;3;2;2;2
2019-12-18 21:33:59;135;51;29;13;6;5;5;3;2;2;2
2019-12-18 21:34:59;135;51;29;13;6;5;5;3;2;2;2
2019-12-18 21:35:59;135;51;29;13;6;5;5;3;2;2;2
2019-12-18 21:36:59;135;51;29;13;6;5;5;3;2;2;2
2019-12-18 21:37:59;136;52;29;13;6;5;5;3;2;2;2
2019-12-18 21:38:58;136;52;29;13;6;5;5;3;2;2;2
2019-12-18 21:39:59;136;52;29;13;6;5;5;3;2;2;2
2019-12-18 21:40:58;136;52;29;13;6;5;5;3;2;2;2
2019-12-18 21:41:59;136;52;29;13;6;5;5;3;2;2;2
2019-12-18 21:42:59;136;52;29;13;6;5;5;3;2;2;2
2019-12-18 21:43:58;136;52;29;13;6;5;5;3;2;2;2
2019-12-18 21:44:59;136;52;29;13;6;5;5;3;2;2;2
2019-12-18 21:45:58;136;52;29;13;6;5;5;3;2;2;2
2019-12-18 21:46:59;136;52;29;13;6;5;5;3;2;2;2
2019-12-18 21:47:59;136;52;29;13;6;5;5;3;2;2;2
2019-12-18 21:48:58;137;52;29;13;6;6;5;3;2;2;2
2019-12-18 21:49:59;137;52;29;13;6;6;5;3;2;2;2
2019-12-18 21:50:59;137;52;29;13;6;6;5;3;2;2;2
2019-12-18 21:51:59;137;52;29;13;6;6;5;3;2;2;2
2019-12-18 21:52:58;137;52;29;13;6;6;5;3;2;2;2
2019-12-18 21:53:59;137;52;29;13;6;6;5;3;2;2;2
2019-12-18 21:55:00;137;52;29;13;6;6;5;3;2;2;2
2019-12-18 21:55:59;137;52;29;13;6;6;5;3;2;2;2
2019-12-18 21:56:59;137;52;29;13;6;6;5;3;2;2;2
2019-12-18 21:57:58;137;52;29;13;6;6;5;3;2;2;2
2019-12-18 21:58:59;137;52;29;13;6;6;5;3;2;2;2
2019-12-18 21:59:59;137;52;29;13;6;6;5;3;2;2;2
2019-12-18 22:00:58;137;52;29;13;6;6;5;3;2;2;2
2019-12-18 22:01:59;137;52;29;13;6;6;5;3;2;2;2
2019-12-18 22:02:59;137;52;29;13;6;6;5;3;2;2;2
2019-12-18 22:03:58;138;53;29;13;6;6;5;3;2;2;2
2019-12-18 22:04:59;138;53;29;13;6;6;5;3;2;2;2
2019-12-18 22:05:59;138;53;29;13;6;6;5;3;2;2;2
2019-12-18 22:06:58;138;53;29;13;6;6;5;3;2;2;2
2019-12-18 22:07:59;138;53;29;13;6;6;5;3;2;2;2
2019-12-18 22:08:58;138;53;29;13;6;6;5;3;2;2;2
2019-12-18 22:09:59;138;53;29;13;6;6;5;3;2;2;2
2019-12-18 22:10:58;138;53;29;13;6;6;5;3;2;2;2
2019-12-18 22:11:59;138;53;29;13;6;6;5;3;2;2;2
2019-12-18 22:12:59;138;53;29;13;6;6;5;3;2;2;2
2019-12-18 22:13:58;138;53;29;13;6;6;5;3;2;2;2
2019-12-18 22:14:59;138;53;29;13;6;6;5;3;2;2;2
2019-12-18 22:15:59;139;54;29;13;6;6;5;3;2;2;2
2019-12-18 22:16:58;139;54;29;13;6;6;5;3;2;2;2
2019-12-18 22:17:59;139;54;29;13;6;6;5;3;2;2;2
2019-12-18 22:18:58;139;54;29;13;6;6;5;3;2;2;2
2019-12-18 22:19:59;140;55;29;13;6;6;5;3;2;2;2
2019-12-18 22:20:58;140;55;29;13;6;6;5;3;2;2;2
2019-12-18 22:21:59;140;55;29;13;6;6;5;3;2;2;2
2019-12-18 22:22:58;140;55;29;13;6;6;5;3;2;2;2
2019-12-18 22:23:59;140;55;29;13;6;6;5;3;2;2;2
2019-12-18 22:24:58;141;56;29;13;6;6;5;3;2;2;2
2019-12-18 22:25:59;141;56;29;13;6;6;5;3;2;2;2
2019-12-18 22:26:58;141;56;29;13;6;6;5;3;2;2;2
2019-12-18 22:27:59;141;56;29;13;6;6;5;3;2;2;2
2019-12-18 22:28:58;141;56;29;13;6;6;5;3;2;2;2
2019-12-18 22:29:59;141;56;29;13;6;6;5;3;2;2;2
2019-12-18 22:30:59;141;56;29;13;6;6;5;3;2;2;2
2019-12-18 22:31:59;141;56;29;13;6;6;5;3;2;2;2
2019-12-18 22:32:59;141;56;29;13;6;6;5;3;2;2;2
2019-12-18 22:33:58;141;56;29;13;6;6;5;3;2;2;2
2019-12-18 22:34:59;141;56;29;13;6;6;5;3;2;2;2
2019-12-18 22:35:58;141;56;29;13;6;6;5;3;2;2;2
2019-12-18 22:36:59;141;56;29;13;6;6;5;3;2;2;2
2019-12-18 22:37:58;142;57;29;13;6;6;5;3;2;2;2
2019-12-18 22:38:59;142;57;29;13;6;6;5;3;2;2;2
2019-12-18 22:39:58;142;57;29;13;6;6;5;3;2;2;2
2019-12-18 22:40:59;143;58;29;13;6;6;5;3;2;2;2
2019-12-18 22:41:58;143;58;29;13;6;6;5;3;2;2;2
2019-12-18 22:42:59;143;58;29;13;6;6;5;3;2;2;2
2019-12-18 22:43:59;143;58;29;13;6;6;5;3;2;2;2
2019-12-18 22:44:58;143;58;29;13;6;6;5;3;2;2;2
2019-12-18 22:45:59;143;58;29;13;6;6;5;3;2;2;2
2019-12-18 22:46:58;144;59;29;13;6;6;5;3;2;2;2
2019-12-18 22:47:58;144;59;29;13;6;6;5;3;2;2;2
2019-12-18 22:48:59;144;59;29;13;6;6;5;3;2;2;2
2019-12-18 22:49:58;145;60;29;13;6;6;5;3;2;2;2
2019-12-18 22:50:59;145;60;29;13;6;6;5;3;2;2;2
2019-12-18 22:51:59;146;61;29;13;6;6;5;3;2;2;2
2019-12-18 22:52:58;146;61;29;13;6;6;5;3;2;2;2
2019-12-18 22:53:59;146;61;29;13;6;6;5;3;2;2;2
2019-12-18 22:54:58;146;61;29;13;6;6;5;3;2;2;2
2019-12-18 22:55:59;146;61;29;13;6;6;5;3;2;2;2
2019-12-18 22:56:58;146;61;29;13;6;6;5;3;2;2;2
2019-12-18 22:57:59;146;61;29;13;6;6;5;3;2;2;2
2019-12-18 22:58:59;146;61;29;13;6;6;5;3;2;2;2
2019-12-18 22:59:58;146;61;29;13;6;6;5;3;2;2;2
2019-12-18 23:00:59;146;61;29;13;6;6;5;3;2;2;2
2019-12-18 23:01:58;145;61;29;12;6;6;5;3;2;2;2
2019-12-18 23:02:59;145;61;29;12;6;6;5;3;2;2;2
2019-12-18 23:03:58;145;61;29;12;6;6;5;3;2;2;2
2019-12-18 23:04:59;145;61;29;12;6;6;5;3;2;2;2
2019-12-18 23:05:59;145;61;29;12;6;6;5;3;2;2;2
2019-12-18 23:06:58;145;61;29;12;6;6;5;3;2;2;2
2019-12-18 23:07:59;145;61;29;12;6;6;5;3;2;2;2
2019-12-18 23:08:59;145;61;29;12;6;6;5;3;2;2;2
2019-12-18 23:09:58;145;61;29;12;6;6;5;3;2;2;2
2019-12-18 23:10:59;145;61;29;12;6;6;5;3;2;2;2
2019-12-18 23:11:58;145;61;29;12;6;6;5;3;2;2;2
2019-12-18 23:12:59;145;61;29;12;6;6;5;3;2;2;2
2019-12-18 23:13:59;145;61;29;12;6;6;5;3;2;2;2
2019-12-18 23:14:59;145;61;29;12;6;6;5;3;2;2;2
2019-12-18 23:15:59;145;61;29;12;6;6;5;3;2;2;2
2019-12-18 23:16:59;145;61;29;12;6;6;5;3;2;2;2
2019-12-18 23:17:59;145;61;29;12;6;6;5;3;2;2;2
2019-12-18 23:18:58;145;61;29;12;6;6;5;3;2;2;2
2019-12-18 23:19:59;145;61;29;12;6;6;5;3;2;2;2
2019-12-18 23:20:58;145;61;29;12;6;6;5;3;2;2;2
2019-12-18 23:21:59;145;61;29;12;6;6;5;3;2;2;2
2019-12-18 23:22:59;145;61;29;12;6;6;5;3;2;2;2
2019-12-18 23:23:58;146;62;29;12;6;6;5;3;2;2;2
2019-12-18 23:24:59;146;62;29;12;6;6;5;3;2;2;2
2019-12-18 23:25:59;146;62;29;12;6;6;5;3;2;2;2
2019-12-18 23:26:58;146;62;29;12;6;6;5;3;2;2;2
2019-12-18 23:27:59;146;62;29;12;6;6;5;3;2;2;2
2019-12-18 23:28:59;146;62;29;12;6;6;5;3;2;2;2
2019-12-18 23:29:58;146;62;29;12;6;6;5;3;2;2;2
2019-12-18 23:30:59;146;62;29;12;6;6;5;3;2;2;2
2019-12-18 23:31:59;146;62;29;12;6;6;5;3;2;2;2
2019-12-18 23:32:58;146;62;29;12;6;6;5;3;2;2;2
2019-12-18 23:33:59;146;62;29;12;6;6;5;3;2;2;2
2019-12-18 23:34:59;146;62;29;12;6;6;5;3;2;2;2
2019-12-18 23:35:59;146;62;29;12;6;6;5;3;2;2;2
2019-12-18 23:36:59;146;62;29;12;6;6;5;3;2;2;2
2019-12-18 23:37:59;146;62;29;12;6;6;5;3;2;2;2
2019-12-18 23:38:59;146;62;29;12;6;6;5;3;2;2;2
2019-12-18 23:39:59;146;62;29;12;6;6;5;3;2;2;2
2019-12-18 23:40:58;146;62;29;12;6;6;5;3;2;2;2
2019-12-18 23:41:59;146;62;29;12;6;6;5;3;2;2;2
2019-12-18 23:42:58;146;62;29;12;6;6;5;3;2;2;2
2019-12-18 23:43:59;146;62;29;12;6;6;5;3;2;2;2
2019-12-18 23:44:59;146;62;29;12;6;6;5;3;2;2;2
2019-12-18 23:45:58;146;62;29;12;6;6;5;3;2;2;2
2019-12-18 23:47:00;146;62;29;12;6;6;5;3;2;2;2
2019-12-18 23:47:59;146;62;29;12;6;6;5;3;2;2;2
2019-12-18 23:48:59;146;62;29;12;6;6;5;3;2;2;2
2019-12-18 23:49:58;146;62;29;12;6;6;5;3;2;2;2
2019-12-18 23:50:59;146;62;29;12;6;6;5;3;2;2;2
2019-12-18 23:51:59;146;62;29;12;6;6;5;3;2;2;2
2019-12-18 23:52:59;146;62;29;12;6;6;5;3;2;2;2
2019-12-18 23:53:59;146;63;29;12;6;6;4;3;2;2;2
2019-12-18 23:54:58;146;63;29;12;6;6;4;3;2;2;2
2019-12-18 23:55:59;146;63;29;12;6;6;4;3;2;2;2
2019-12-18 23:56:58;145;63;28;12;6;6;4;3;2;2;2
2019-12-18 23:57:59;144;63;27;12;6;6;4;3;2;2;2
2019-12-18 23:58:58;144;63;27;12;6;6;4;3;2;2;2
2019-12-18 23:59:59;143;63;26;12;6;6;4;3;2;2;2
