datetime;total_votes;Shambala;quick_justice;KOCTOPE3;shamanka2_1;Rumpelstilzchen;NAFA;Dirtylieutenant;EMAILWARENFABRIK;Есения;a5urbanipa1
2021-02-17 06:24:58;59;11;15;6;0;8;0;0;0;2;0
2021-02-17 06:25:59;59;11;15;6;0;8;0;0;0;2;0
2021-02-17 06:26:59;59;11;15;6;0;8;0;0;0;2;0
2021-02-17 06:27:58;59;11;15;6;0;8;0;0;0;2;0
2021-02-17 06:28:59;60;12;15;6;0;8;0;0;0;2;0
2021-02-17 06:29:58;61;13;15;6;0;8;0;0;0;2;0
2021-02-17 06:30:59;61;13;15;6;0;8;0;0;0;2;0
2021-02-17 06:31:59;61;13;15;6;0;8;0;0;0;2;0
2021-02-17 06:32:58;61;13;15;6;0;8;0;0;0;2;0
2021-02-17 06:33:59;61;13;15;6;0;8;0;0;0;2;0
2021-02-17 06:34:58;61;13;15;6;0;8;0;0;0;2;0
2021-02-17 06:35:59;61;13;15;6;0;8;0;0;0;2;0
2021-02-17 06:36:59;61;13;15;6;0;8;0;0;0;2;0
2021-02-17 06:37:58;61;13;15;6;0;8;0;0;0;2;0
2021-02-17 06:38:59;62;13;15;6;0;8;0;0;0;2;0
2021-02-17 06:39:59;62;13;15;6;0;8;0;0;0;2;0
2021-02-17 06:40:58;62;13;15;6;0;8;0;0;0;2;0
2021-02-17 06:41:59;62;13;15;6;0;8;0;0;0;2;0
2021-02-17 06:42:59;62;13;15;6;0;8;0;0;0;2;0
2021-02-17 06:43:58;62;13;15;6;0;8;0;0;0;2;0
2021-02-17 06:44:59;62;13;15;6;0;8;0;0;0;2;0
2021-02-17 06:45:59;62;13;15;6;0;8;0;0;0;2;0
2021-02-17 06:46:58;62;13;15;6;0;8;0;0;0;2;0
2021-02-17 06:47:59;62;13;15;6;0;8;0;0;0;2;0
2021-02-17 06:48:59;63;13;16;6;0;8;0;0;0;2;0
2021-02-17 06:49:58;65;14;16;6;0;9;0;0;0;2;0
2021-02-17 06:50:59;65;14;16;6;0;9;0;0;0;2;0
2021-02-17 06:51:58;65;14;16;6;0;9;0;0;0;2;0
2021-02-17 06:52:59;65;14;16;6;0;9;0;0;0;2;0
2021-02-17 06:53:59;65;14;16;6;0;9;0;0;0;2;0
2021-02-17 06:54:58;65;14;16;6;0;9;0;0;0;2;0
2021-02-17 06:55:59;65;14;16;6;0;9;0;0;0;2;0
2021-02-17 06:56:58;65;14;16;6;0;9;0;0;0;2;0
2021-02-17 06:57:59;65;14;16;6;0;9;0;0;0;2;0
2021-02-17 06:58:59;65;14;16;6;0;9;0;0;0;2;0
2021-02-17 06:59:58;65;14;16;6;0;9;0;0;0;2;0
2021-02-17 07:00:59;65;14;16;6;0;9;0;0;0;2;0
2021-02-17 07:01:59;65;14;16;6;0;9;0;0;0;2;0
2021-02-17 07:02:59;66;14;17;6;0;9;0;0;0;2;0
2021-02-17 07:03:59;66;14;17;6;0;9;0;0;0;2;0
2021-02-17 07:04:59;66;14;17;6;0;9;0;0;0;2;0
2021-02-17 07:05:58;66;14;17;6;0;9;0;0;0;2;0
2021-02-17 07:06:59;66;14;17;6;0;9;0;0;0;2;0
2021-02-17 07:07:59;66;14;17;6;0;9;0;0;0;2;0
2021-02-17 07:08:58;66;14;17;6;0;9;0;0;0;2;0
2021-02-17 07:09:59;66;14;17;6;0;9;0;0;0;2;0
2021-02-17 07:10:58;66;14;17;6;0;9;0;0;0;2;0
2021-02-17 07:11:59;67;15;17;6;0;9;0;0;0;2;0
2021-02-17 07:12:59;67;15;17;6;0;9;0;0;0;2;0
2021-02-17 07:13:58;68;16;17;6;0;9;0;0;0;2;0
2021-02-17 07:14:59;68;16;17;6;0;9;0;0;0;2;0
2021-02-17 07:15:59;69;17;17;6;0;9;0;0;0;2;0
2021-02-17 07:16:58;69;17;17;6;0;9;0;0;0;2;0
2021-02-17 07:17:59;69;17;17;6;0;9;0;0;0;2;0
2021-02-17 07:18:58;69;17;17;6;0;9;0;0;0;2;0
2021-02-17 07:19:59;69;17;17;6;0;9;0;0;0;2;0
2021-02-17 07:20:59;69;17;17;6;0;9;0;0;0;2;0
2021-02-17 07:21:58;69;17;17;6;0;9;0;0;0;2;0
2021-02-17 07:22:59;69;17;17;6;0;9;0;0;0;2;0
2021-02-17 07:23:59;70;17;18;6;0;9;0;0;0;2;0
2021-02-17 07:24:58;70;17;18;6;0;9;0;0;0;2;0
2021-02-17 07:25:59;70;17;18;6;0;9;0;0;0;2;0
2021-02-17 07:26:59;70;17;18;6;0;9;0;0;0;2;0
2021-02-17 07:27:58;70;17;18;6;0;9;0;0;0;2;0
2021-02-17 07:28:59;70;17;18;6;0;9;0;0;0;2;0
2021-02-17 07:29:58;70;17;18;6;0;9;0;0;0;2;0
2021-02-17 07:30:59;70;17;18;6;0;9;0;0;0;2;0
2021-02-17 07:31:59;70;17;18;6;0;9;0;0;0;2;0
2021-02-17 07:32:58;71;18;18;6;0;9;0;0;0;2;0
2021-02-17 07:33:59;71;18;18;6;0;9;0;0;0;2;0
2021-02-17 07:35:00;71;18;18;6;0;9;0;0;0;2;0
2021-02-17 07:35:58;71;18;18;6;0;9;0;0;0;2;0
2021-02-17 07:36:59;71;18;18;6;0;9;0;0;0;2;0
2021-02-17 07:37:58;72;19;18;6;0;9;0;0;0;2;0
2021-02-17 07:38:59;72;19;18;6;0;9;0;0;0;2;0
2021-02-17 07:39:58;72;19;18;6;0;9;0;0;0;2;0
2021-02-17 07:40:59;72;19;18;6;0;9;0;0;0;2;0
2021-02-17 07:41:59;72;19;18;6;0;9;0;0;0;2;0
2021-02-17 07:42:58;72;19;18;6;0;9;0;0;0;2;0
2021-02-17 07:43:59;72;19;18;6;0;9;0;0;0;2;0
2021-02-17 07:44:59;72;19;18;6;0;9;0;0;0;2;0
2021-02-17 07:45:58;72;19;18;6;0;9;0;0;0;2;0
2021-02-17 07:46:59;72;19;18;6;0;9;0;0;0;2;0
2021-02-17 07:47:58;72;19;18;6;0;9;0;0;0;2;0
2021-02-17 07:48:59;72;19;18;6;0;9;0;0;0;2;0
2021-02-17 07:49:59;74;20;18;7;0;9;0;0;0;2;0
2021-02-17 07:50:58;75;21;18;7;0;9;0;0;0;2;0
2021-02-17 07:51:59;75;21;18;7;0;9;0;0;0;2;0
2021-02-17 07:53:00;75;21;18;7;0;9;0;0;0;2;0
2021-02-17 07:53:58;75;21;18;7;0;9;0;0;0;2;0
2021-02-17 07:54:59;75;21;18;7;0;9;0;0;0;2;0
2021-02-17 07:56:00;75;21;18;7;0;9;0;0;0;2;0
2021-02-17 07:56:58;75;21;18;7;0;9;0;0;0;2;0
2021-02-17 07:57:59;75;21;18;7;0;9;0;0;0;2;0
2021-02-17 07:58:58;75;21;18;7;0;9;0;0;0;2;0
2021-02-17 07:59:59;75;21;18;7;0;9;0;0;0;2;0
2021-02-17 08:00:59;75;21;18;7;0;9;0;0;0;2;0
2021-02-17 08:01:58;75;21;18;7;0;9;0;0;0;2;0
2021-02-17 08:02:59;75;21;18;7;0;9;0;0;0;2;0
2021-02-17 08:04:00;75;21;18;7;0;9;0;0;0;2;0
2021-02-17 08:04:58;75;21;18;7;0;9;0;0;0;2;0
2021-02-17 08:05:59;76;21;19;7;0;9;0;0;0;2;0
2021-02-17 08:07:00;76;21;19;7;0;9;0;0;0;2;0
2021-02-17 08:07:58;76;21;19;7;0;9;0;0;0;2;0
2021-02-17 08:08:59;76;21;19;7;0;9;0;0;0;2;0
2021-02-17 08:09:58;76;21;19;7;0;9;0;0;0;2;0
2021-02-17 08:10:59;76;21;19;7;0;9;0;0;0;2;0
2021-02-17 08:11:59;76;21;19;7;0;9;0;0;0;2;0
2021-02-17 08:12:58;76;21;19;7;0;9;0;0;0;2;0
2021-02-17 08:13:59;76;21;19;7;0;9;0;0;0;2;0
2021-02-17 08:14:59;77;21;20;7;0;9;0;0;0;2;0
2021-02-17 08:15:58;77;21;20;7;0;9;0;0;0;2;0
2021-02-17 08:16:59;77;21;20;7;0;9;0;0;0;2;0
2021-02-17 08:17:59;77;21;20;7;0;9;0;0;0;2;0
2021-02-17 08:18:58;77;21;20;7;0;9;0;0;0;2;0
2021-02-17 08:19:59;77;21;20;7;0;9;0;0;0;2;0
2021-02-17 08:20:59;77;21;20;7;0;9;0;0;0;2;0
2021-02-17 08:21:59;79;22;20;7;0;9;0;0;0;3;0
2021-02-17 08:22:58;79;22;20;7;0;9;0;0;0;3;0
2021-02-17 08:23:59;79;22;20;7;0;9;0;0;0;3;0
2021-02-17 08:24:58;80;22;20;8;0;9;0;0;0;3;0
2021-02-17 08:25:59;80;22;20;8;0;9;0;0;0;3;0
2021-02-17 08:26:59;81;22;20;9;0;9;0;0;0;3;0
2021-02-17 08:27:58;81;22;20;9;0;9;0;0;0;3;0
2021-02-17 08:28:59;81;22;20;9;0;9;0;0;0;3;0
2021-02-17 08:29:58;82;22;20;10;0;9;0;0;0;3;0
2021-02-17 08:30:59;82;22;20;10;0;9;0;0;0;3;0
2021-02-17 08:31:59;82;22;20;10;0;9;0;0;0;3;0
2021-02-17 08:32:58;82;22;20;10;0;9;0;0;0;3;0
2021-02-17 08:33:59;83;23;20;10;0;9;0;0;0;3;0
2021-02-17 08:34:58;83;23;20;10;0;9;0;0;0;3;0
2021-02-17 08:35:59;83;23;20;10;0;9;0;0;0;3;0
2021-02-17 08:36:59;83;23;20;10;0;9;0;0;0;3;0
2021-02-17 08:37:58;83;23;20;10;0;9;0;0;0;3;0
2021-02-17 08:38:59;83;23;20;10;0;9;0;0;0;3;0
2021-02-17 08:39:58;84;24;20;10;0;9;0;0;0;3;0
2021-02-17 08:40:59;84;24;20;10;0;9;0;0;0;3;0
2021-02-17 08:41:58;85;24;21;10;0;9;0;0;0;3;0
2021-02-17 08:42:59;85;24;21;10;0;9;0;0;0;3;0
2021-02-17 08:43:59;85;25;21;10;0;9;0;0;0;2;0
2021-02-17 08:44:58;85;25;21;10;0;9;0;0;0;2;0
2021-02-17 08:45:59;85;25;21;10;0;9;0;0;0;2;0
2021-02-17 08:46:58;85;25;21;10;0;9;0;0;0;2;0
2021-02-17 08:47:59;85;25;21;10;0;9;0;0;0;2;0
2021-02-17 08:48:58;85;25;21;10;0;9;0;0;0;2;0
2021-02-17 08:49:59;85;25;21;10;0;9;0;0;0;2;0
2021-02-17 08:50:59;85;25;21;10;0;9;0;0;0;2;0
2021-02-17 08:51:58;85;25;21;10;0;9;0;0;0;2;0
2021-02-17 08:52:59;85;25;21;10;0;9;0;0;0;2;0
2021-02-17 08:53:59;85;25;21;10;0;9;0;0;0;2;0
2021-02-17 08:54:58;85;25;21;10;0;9;0;0;0;2;0
2021-02-17 08:55:58;85;25;21;10;0;9;0;0;0;2;0
2021-02-17 08:56:59;85;25;21;10;0;9;0;0;0;2;0
2021-02-17 08:57:59;85;25;21;10;0;9;0;0;0;2;0
2021-02-17 08:58:58;85;25;21;10;0;9;0;0;0;2;0
2021-02-17 08:59:59;85;25;21;10;0;9;0;0;0;2;0
2021-02-17 09:00:59;85;25;21;10;0;9;0;0;0;2;0
2021-02-17 09:01:58;85;25;21;10;0;9;0;0;0;2;0
2021-02-17 09:02:59;85;25;21;10;0;9;0;0;0;2;0
2021-02-17 09:03:59;85;25;21;10;0;9;0;0;0;2;0
2021-02-17 09:04:58;85;25;21;10;0;9;0;0;0;2;0
2021-02-17 09:05:59;85;25;21;10;0;9;0;0;0;2;0
2021-02-17 09:06:58;86;26;21;10;0;9;0;0;0;2;0
2021-02-17 09:07:59;87;27;21;10;0;9;0;0;0;2;0
2021-02-17 09:08:59;87;27;21;10;0;9;0;0;0;2;0
2021-02-17 09:09:58;87;27;21;10;0;9;0;0;0;2;0
2021-02-17 09:10:59;87;27;21;10;0;9;0;0;0;2;0
2021-02-17 09:11:58;87;27;21;10;0;9;0;0;0;2;0
2021-02-17 09:12:59;88;28;21;10;0;9;0;0;0;2;0
2021-02-17 09:13:59;88;28;21;10;0;9;0;0;0;2;0
2021-02-17 09:14:58;88;28;21;10;0;9;0;0;0;2;0
2021-02-17 09:15:59;88;28;21;10;0;9;0;0;0;2;0
2021-02-17 09:16:59;88;28;21;10;0;9;0;0;0;2;0
2021-02-17 09:17:58;88;28;21;10;0;9;0;0;0;2;0
2021-02-17 09:18:59;88;28;21;10;0;9;0;0;0;2;0
2021-02-17 09:20:00;88;28;21;10;0;9;0;0;0;2;0
2021-02-17 09:20:58;88;28;21;10;0;9;0;0;0;2;0
2021-02-17 09:21:59;88;28;21;10;0;9;0;0;0;2;0
2021-02-17 09:23:00;88;28;21;10;0;9;0;0;0;2;0
2021-02-17 09:23:58;88;28;21;10;0;9;0;0;0;2;0
2021-02-17 09:24:59;88;28;21;10;0;9;0;0;0;2;0
2021-02-17 09:25:58;88;28;21;10;0;9;0;0;0;2;0
2021-02-17 09:26:59;88;28;21;10;0;9;0;0;0;2;0
2021-02-17 09:27:59;88;28;21;10;0;9;0;0;0;2;0
2021-02-17 09:28:58;88;28;21;10;0;9;0;0;0;2;0
2021-02-17 09:29:59;90;28;22;11;0;9;0;0;0;2;0
2021-02-17 09:30:59;90;28;22;11;0;9;0;0;0;2;0
2021-02-17 09:31:58;90;28;22;11;0;9;0;0;0;2;0
2021-02-17 09:32:59;90;28;22;11;0;9;0;0;0;2;0
2021-02-17 09:33:58;91;29;22;11;0;9;0;0;0;2;0
2021-02-17 09:34:59;91;29;22;11;0;9;0;0;0;2;0
2021-02-17 09:35:59;91;29;22;11;0;9;0;0;0;2;0
2021-02-17 09:36:58;91;29;22;11;0;9;0;0;0;2;0
2021-02-17 09:37:59;91;29;22;11;0;9;0;0;0;2;0
2021-02-17 09:38:58;91;29;22;11;0;9;0;0;0;2;0
2021-02-17 09:39:59;91;29;22;11;0;9;0;0;0;2;0
2021-02-17 09:40:59;91;29;22;11;0;9;0;0;0;2;0
2021-02-17 09:41:58;91;29;22;11;0;9;0;0;0;2;0
2021-02-17 09:42:59;91;29;22;11;0;9;0;0;0;2;0
2021-02-17 09:43:59;91;29;22;11;0;9;0;0;0;2;0
2021-02-17 09:44:58;92;29;23;11;0;9;0;0;0;2;0
2021-02-17 09:45:59;92;29;23;11;0;9;0;0;0;2;0
2021-02-17 09:46:59;92;29;23;11;0;9;0;0;0;2;0
2021-02-17 09:47:58;92;29;23;11;0;9;0;0;0;2;0
2021-02-17 09:48:59;92;29;23;11;0;9;0;0;0;2;0
2021-02-17 09:49:59;92;29;23;11;0;9;0;0;0;2;0
2021-02-17 09:50:58;92;29;23;11;0;9;0;0;0;2;0
2021-02-17 09:51:59;92;29;23;11;0;9;0;0;0;2;0
2021-02-17 09:52:59;92;29;23;11;0;9;0;0;0;2;0
2021-02-17 09:53:58;92;29;23;11;0;9;0;0;0;2;0
2021-02-17 09:54:59;92;29;23;11;0;9;0;0;0;2;0
2021-02-17 09:56:00;92;29;23;11;0;9;0;0;0;2;0
2021-02-17 09:56:58;92;29;23;11;0;9;0;0;0;2;0
2021-02-17 09:57:59;92;29;23;11;0;9;0;0;0;2;0
2021-02-17 09:58:58;92;29;23;11;0;9;0;0;0;2;0
2021-02-17 09:59:59;94;30;23;11;2;9;0;0;0;2;0
2021-02-17 10:00:59;95;30;24;11;2;9;0;0;0;2;0
2021-02-17 10:01:58;95;30;24;11;2;9;0;0;0;2;0
2021-02-17 10:02:59;95;30;24;11;2;9;0;0;0;2;0
2021-02-17 10:03:58;95;30;24;11;2;9;0;0;0;2;0
2021-02-17 10:04:59;95;30;24;11;2;9;0;0;0;2;0
2021-02-17 10:05:59;96;31;24;11;2;9;0;0;0;2;0
2021-02-17 10:06:58;97;32;24;11;2;9;0;0;0;2;0
2021-02-17 10:07:59;97;32;24;11;2;9;0;0;0;2;0
2021-02-17 10:08:59;97;32;24;11;2;9;0;0;0;2;0
2021-02-17 10:09:58;97;32;24;11;2;9;0;0;0;2;0
2021-02-17 10:10:59;97;32;24;11;2;9;0;0;0;2;0
2021-02-17 10:11:59;97;32;24;11;2;9;0;0;0;2;0
2021-02-17 10:12:58;97;32;24;11;2;9;0;0;0;2;0
2021-02-17 10:13:59;97;32;24;11;2;9;0;0;0;2;0
2021-02-17 10:14:59;97;32;24;11;2;9;0;0;0;2;0
2021-02-17 10:15:58;97;32;24;11;2;9;0;0;0;2;0
2021-02-17 10:16:59;98;32;24;11;2;9;0;0;0;2;0
2021-02-17 10:17:58;100;34;24;11;2;9;0;0;0;2;0
2021-02-17 10:18:59;100;34;24;11;2;9;0;0;0;2;0
2021-02-17 10:19:58;100;34;24;11;2;9;0;0;0;2;0
2021-02-17 10:20:59;100;34;24;11;2;9;0;0;0;2;0
2021-02-17 10:21:59;100;34;24;11;2;9;0;0;0;2;0
2021-02-17 10:23:00;101;35;24;11;2;9;0;0;0;2;0
2021-02-17 10:23:58;101;35;24;11;2;9;0;0;0;2;0
2021-02-17 10:24:59;102;35;24;11;2;9;1;0;0;2;0
2021-02-17 10:25:58;102;35;24;11;2;9;1;0;0;2;0
2021-02-17 10:26:59;102;35;24;11;2;9;1;0;0;2;0
2021-02-17 10:27:59;102;35;24;11;2;9;1;0;0;2;0
2021-02-17 10:28:58;102;35;24;11;2;9;1;0;0;2;0
2021-02-17 10:29:59;103;36;24;11;2;9;1;0;0;2;0
2021-02-17 10:30:59;103;36;24;11;2;9;1;0;0;2;0
2021-02-17 10:31:58;104;37;24;11;2;9;1;0;0;2;0
2021-02-17 10:32:59;104;37;24;11;2;9;1;0;0;2;0
2021-02-17 10:33:59;105;38;24;11;2;9;1;0;0;2;0
2021-02-17 10:34:58;106;38;24;11;2;10;1;0;0;2;0
2021-02-17 10:35:59;106;38;24;11;2;10;1;0;0;2;0
2021-02-17 10:36:59;106;38;24;11;2;10;1;0;0;2;0
2021-02-17 10:37:58;106;38;24;11;2;10;1;0;0;2;0
2021-02-17 10:38:59;106;38;24;11;2;10;1;0;0;2;0
2021-02-17 10:39:58;106;38;24;11;2;10;1;0;0;2;0
2021-02-17 10:40:59;106;38;24;11;2;10;1;0;0;2;0
2021-02-17 10:41:59;106;38;24;11;2;10;1;0;0;2;0
2021-02-17 10:42:58;106;38;24;11;2;10;1;0;0;2;0
2021-02-17 10:43:59;106;38;24;11;2;10;1;0;0;2;0
2021-02-17 10:44:59;106;38;24;11;2;10;1;0;0;2;0
2021-02-17 10:45:58;106;38;24;11;2;10;1;0;0;2;0
2021-02-17 10:46:59;107;39;24;11;2;10;1;0;0;2;0
2021-02-17 10:47:59;107;39;24;11;2;10;1;0;0;2;0
2021-02-17 10:48:58;108;39;24;11;2;10;2;0;0;2;0
2021-02-17 10:49:59;109;40;24;11;2;10;2;0;0;2;0
2021-02-17 10:50:59;110;41;24;11;2;10;2;0;0;2;0
2021-02-17 10:51:58;110;41;24;11;2;10;2;0;0;2;0
2021-02-17 10:52:59;110;41;24;11;2;10;2;0;0;2;0
2021-02-17 10:53:59;110;41;24;11;2;10;2;0;0;2;0
2021-02-17 10:54:58;110;41;24;11;2;10;2;0;0;2;0
2021-02-17 10:55:59;110;41;24;11;2;10;2;0;0;2;0
2021-02-17 10:56:59;110;42;24;11;2;10;2;0;0;2;0
2021-02-17 10:57:58;110;42;24;11;2;10;2;0;0;2;0
2021-02-17 10:58:59;110;42;24;11;2;10;2;0;0;2;0
2021-02-17 11:00:00;110;42;24;11;2;10;2;0;0;2;0
2021-02-17 11:00:58;111;43;24;11;2;10;2;0;0;2;0
2021-02-17 11:01:59;111;43;24;11;2;10;2;0;0;2;0
2021-02-17 11:02:59;114;44;24;12;2;10;2;0;0;2;0
2021-02-17 11:03:58;114;44;24;12;2;10;2;0;0;2;0
2021-02-17 11:04:59;114;44;24;12;2;10;2;0;0;2;0
2021-02-17 11:05:59;114;44;24;12;2;10;2;0;0;2;0
2021-02-17 11:06:58;114;44;24;12;2;10;2;0;0;2;0
2021-02-17 11:07:59;114;44;24;12;2;10;2;0;0;2;0
2021-02-17 11:08:59;114;44;24;12;2;10;2;0;0;2;0
2021-02-17 11:09:58;115;45;24;12;2;10;2;0;0;2;0
2021-02-17 11:10:59;115;45;24;12;2;10;2;0;0;2;0
2021-02-17 11:11:59;116;45;24;12;2;10;2;0;0;2;0
2021-02-17 11:12:58;116;45;24;12;2;10;2;0;0;2;0
2021-02-17 11:13:59;116;45;24;12;2;10;2;0;0;2;0
2021-02-17 11:14:59;116;45;24;12;2;10;2;0;0;2;0
2021-02-17 11:15:58;117;46;24;12;2;10;2;0;0;2;0
2021-02-17 11:16:59;117;46;24;12;2;10;2;0;0;2;0
2021-02-17 11:17:59;118;46;24;12;2;10;2;0;0;2;0
2021-02-17 11:18:58;118;46;24;12;2;10;2;0;0;2;0
2021-02-17 11:19:59;118;46;24;12;2;10;2;0;0;2;0
2021-02-17 11:20:59;118;46;24;12;2;10;2;0;0;2;0
2021-02-17 11:21:58;118;46;24;12;2;10;2;0;0;2;0
2021-02-17 11:22:59;118;46;24;12;2;10;2;0;0;2;0
2021-02-17 11:23:58;118;46;24;12;2;10;2;0;0;2;0
2021-02-17 11:24:59;118;46;24;12;2;10;2;0;0;2;0
2021-02-17 11:25:58;118;46;24;12;2;10;2;0;0;2;0
2021-02-17 11:26:59;118;46;24;12;2;10;2;0;0;2;0
2021-02-17 11:27:59;118;46;24;12;2;10;2;0;0;2;0
2021-02-17 11:28:59;118;46;24;12;2;10;2;0;0;2;0
2021-02-17 11:29:58;118;46;24;12;2;10;2;0;0;2;0
2021-02-17 11:30:59;118;46;24;12;2;10;2;0;0;2;0
2021-02-17 11:31:58;118;46;24;12;2;10;2;0;0;2;0
2021-02-17 11:32:59;118;46;24;12;2;10;2;0;0;2;0
2021-02-17 11:33:59;118;46;24;12;2;10;2;0;0;2;0
2021-02-17 11:34:58;118;46;24;12;2;10;2;0;0;2;0
2021-02-17 11:35:59;119;46;24;12;2;10;2;0;0;2;0
2021-02-17 11:36:58;119;46;24;12;2;10;2;0;0;2;0
2021-02-17 11:37:59;119;46;24;12;2;10;2;0;0;2;0
2021-02-17 11:39:00;119;46;24;12;2;10;2;0;0;2;0
2021-02-17 11:39:58;119;46;24;12;2;10;2;0;0;2;0
2021-02-17 11:40:59;119;46;24;12;2;10;2;0;0;2;0
2021-02-17 11:41:58;119;46;24;12;2;10;2;0;0;2;0
2021-02-17 11:42:59;119;46;24;12;2;10;2;0;0;2;0
2021-02-17 11:43:59;120;46;24;12;2;11;2;0;0;2;0
2021-02-17 11:44:59;121;46;25;12;2;11;2;0;0;2;0
2021-02-17 11:45:58;121;46;25;12;2;11;2;0;0;2;0
2021-02-17 11:46:59;121;46;25;12;2;11;2;0;0;2;0
2021-02-17 11:47:59;121;46;25;12;2;11;2;0;0;2;0
2021-02-17 11:48:58;123;47;25;13;2;11;2;0;0;2;0
2021-02-17 11:49:59;124;47;26;13;2;11;2;0;0;2;0
2021-02-17 11:50:59;124;47;26;13;2;11;2;0;0;2;0
2021-02-17 11:51:58;124;47;26;13;2;11;2;0;0;2;0
2021-02-17 11:52:59;124;47;26;13;2;11;2;0;0;2;0
2021-02-17 11:53:58;124;47;26;13;2;11;2;0;0;2;0
2021-02-17 11:54:59;124;47;26;13;2;11;2;0;0;2;0
2021-02-17 11:55:59;124;47;26;13;2;11;2;0;0;2;0
2021-02-17 11:56:58;123;47;25;13;2;11;2;0;0;2;0
2021-02-17 11:57:59;123;47;25;13;2;11;2;0;0;2;0
2021-02-17 11:58:59;122;47;25;13;2;11;2;0;0;2;0
2021-02-17 11:59:58;122;47;25;13;2;11;2;0;0;2;0
2021-02-17 12:00:59;123;48;25;13;2;11;2;0;0;2;0
2021-02-17 12:01:59;123;48;25;13;2;11;2;0;0;2;0
2021-02-17 12:02:58;123;48;25;13;2;11;2;0;0;2;0
2021-02-17 12:03:59;123;48;25;13;2;11;2;0;0;2;0
2021-02-17 12:04:59;123;48;25;13;2;11;2;0;0;2;0
2021-02-17 12:05:58;124;48;25;13;2;11;2;0;0;2;0
2021-02-17 12:06:59;124;48;25;13;2;11;2;0;0;2;0
2021-02-17 12:07:58;124;48;25;13;2;11;2;0;0;2;0
2021-02-17 12:08:59;124;48;25;13;2;11;2;0;0;2;0
2021-02-17 12:09:59;124;48;25;13;2;11;2;0;0;2;0
2021-02-17 12:10:58;124;48;25;13;2;11;2;0;0;2;0
2021-02-17 12:11:59;125;49;25;13;2;11;2;0;0;2;0
2021-02-17 12:12:59;125;49;25;13;2;11;2;0;0;2;0
2021-02-17 12:13:58;127;50;26;13;2;11;2;0;0;2;0
2021-02-17 12:14:59;127;50;26;13;2;11;2;0;0;2;0
2021-02-17 12:15:59;127;50;26;13;2;11;2;0;0;2;0
2021-02-17 12:16:58;128;51;26;13;2;11;2;0;0;2;0
2021-02-17 12:17:59;128;51;26;13;2;11;2;0;0;2;0
2021-02-17 12:18:59;129;51;26;13;2;11;3;0;0;2;0
2021-02-17 12:19:58;129;51;26;14;2;11;3;0;0;2;0
2021-02-17 12:20:59;129;51;26;14;2;11;3;0;0;2;0
2021-02-17 12:21:59;129;51;26;14;2;11;3;0;0;2;0
2021-02-17 12:22:58;129;52;26;14;2;11;3;0;0;2;0
2021-02-17 12:23:59;129;52;26;14;2;11;3;0;0;2;0
2021-02-17 12:24:58;129;52;26;14;2;11;3;0;0;2;0
2021-02-17 12:25:59;130;52;26;14;2;11;4;0;0;2;0
2021-02-17 12:26:59;130;52;26;14;2;11;4;0;0;2;0
2021-02-17 12:27:58;131;52;27;14;2;11;4;0;0;2;0
2021-02-17 12:28:59;131;52;27;14;2;11;4;0;0;2;0
2021-02-17 12:29:59;131;52;27;14;2;11;4;0;0;2;0
2021-02-17 12:30:58;131;52;27;14;2;11;4;0;0;2;0
2021-02-17 12:31:59;132;52;27;14;3;11;4;0;0;2;0
2021-02-17 12:32:59;132;52;27;14;3;11;4;0;0;2;0
2021-02-17 12:33:58;132;52;27;14;3;11;4;0;0;2;0
2021-02-17 12:34:59;132;52;27;14;3;11;4;0;0;2;0
2021-02-17 12:35:58;132;52;27;14;3;11;4;0;0;2;0
2021-02-17 12:36:59;132;52;27;14;3;11;4;0;0;2;0
2021-02-17 12:37:59;132;52;27;14;3;11;4;0;0;2;0
2021-02-17 12:38:58;132;52;27;14;3;11;4;0;0;2;0
2021-02-17 12:39:59;133;52;28;14;3;11;4;0;0;2;0
2021-02-17 12:41:00;133;52;28;14;3;11;4;0;0;2;0
2021-02-17 12:41:58;134;52;28;14;3;11;4;0;0;2;0
2021-02-17 12:42:59;136;53;28;14;3;12;4;0;0;2;0
2021-02-17 12:43:59;136;53;28;14;3;12;4;0;0;2;0
2021-02-17 12:44:58;136;53;28;14;3;12;4;0;0;2;0
2021-02-17 12:45:59;136;53;28;14;3;12;4;0;0;2;0
2021-02-17 12:46:58;136;53;28;14;3;12;4;0;0;2;0
2021-02-17 12:47:59;137;54;28;14;3;12;4;0;0;2;0
2021-02-17 12:48:59;137;54;28;14;3;12;4;0;0;2;0
2021-02-17 12:49:58;137;54;28;14;3;12;4;0;0;2;0
2021-02-17 12:50:59;138;55;28;14;3;12;4;0;0;2;0
2021-02-17 12:51:59;139;56;28;14;3;12;4;0;0;2;0
2021-02-17 12:52:58;139;56;28;14;3;12;4;0;0;2;0
2021-02-17 12:53:59;139;56;28;14;3;12;4;0;0;2;0
2021-02-17 12:54:59;139;56;28;14;3;12;4;0;0;2;0
2021-02-17 12:55:58;139;56;28;14;3;12;4;0;0;2;0
2021-02-17 12:56:59;139;56;28;14;3;12;4;0;0;2;0
2021-02-17 12:57:59;140;56;28;14;3;12;4;0;0;2;0
2021-02-17 12:58:58;141;57;28;14;3;12;4;0;0;2;0
2021-02-17 12:59:59;141;57;28;14;3;12;4;0;0;2;0
2021-02-17 13:00:59;141;57;28;14;3;12;4;0;0;2;0
