datetime;total_votes;xtal;tutabrain;KOCTOPE3;Krokodilov_Gena;Tae4ka;bf6;brammator;kiLstrom;Mapm;kotophalk
2019-11-13 06:18:58;54;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:19:59;54;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:20:59;54;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:21:58;54;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:22:59;54;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:23:59;54;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:24:58;54;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:25:59;54;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:26:59;54;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:27:58;54;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:28:59;54;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:29:59;54;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:30:58;54;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:31:59;54;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:32:59;54;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:33:59;54;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:34:58;54;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:35:59;54;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:36:59;54;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:37:58;54;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:38:59;54;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:39:59;54;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:40:58;54;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:41:59;54;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:42:59;54;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:43:58;54;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:44:59;54;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:45:59;54;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:46:59;54;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:47:58;54;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:48:59;54;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:49:59;54;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:50:58;54;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:51:59;54;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:52:59;54;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:53:59;54;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:54:58;54;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:55:59;54;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:56:59;55;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:57:58;55;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:58:59;55;12;11;6;4;0;0;1;1;0;2
2019-11-13 06:59:59;55;12;11;6;4;0;0;1;1;0;2
2019-11-13 07:00:59;55;12;11;6;4;0;0;1;1;0;2
2019-11-13 07:01:58;55;12;11;6;4;0;0;1;1;0;2
2019-11-13 07:02:59;55;12;11;6;4;0;0;1;1;0;2
2019-11-13 07:03:59;55;12;11;6;4;0;0;1;1;0;2
2019-11-13 07:04:58;55;12;11;6;4;0;0;1;1;0;2
2019-11-13 07:05:59;55;12;11;6;4;0;0;1;1;0;2
2019-11-13 07:06:59;55;12;11;6;4;0;0;1;1;0;2
2019-11-13 07:08:00;55;12;11;6;4;0;0;1;1;0;2
2019-11-13 07:08:58;55;12;11;6;4;0;0;1;1;0;2
2019-11-13 07:09:59;56;12;11;6;4;0;0;2;1;0;2
2019-11-13 07:10:59;56;12;11;6;4;0;0;2;1;0;2
2019-11-13 07:11:58;56;12;11;6;4;0;0;2;1;0;2
2019-11-13 07:12:59;56;12;11;6;4;0;0;2;1;0;2
2019-11-13 07:13:59;56;12;11;6;4;0;0;2;1;0;2
2019-11-13 07:15:00;57;13;11;6;4;0;0;2;1;0;2
2019-11-13 07:15:58;57;13;11;6;4;0;0;2;1;0;2
2019-11-13 07:16:59;57;13;11;6;4;0;0;2;1;0;2
2019-11-13 07:17:59;57;13;11;6;4;0;0;2;1;0;2
2019-11-13 07:18:58;58;13;11;6;4;0;0;2;2;0;2
2019-11-13 07:19:59;58;13;11;6;4;0;0;2;2;0;2
2019-11-13 07:20:59;58;13;11;6;4;0;0;2;2;0;2
2019-11-13 07:21:59;58;13;11;6;4;0;0;2;2;0;2
2019-11-13 07:22:58;58;13;11;6;4;0;0;2;2;0;2
2019-11-13 07:23:59;58;13;11;6;4;0;0;2;2;0;2
2019-11-13 07:24:59;58;13;11;6;4;0;0;2;2;0;2
2019-11-13 07:25:58;61;14;13;6;4;0;0;2;2;0;2
2019-11-13 07:26:59;61;14;13;6;4;0;0;2;2;0;2
2019-11-13 07:27:59;61;14;13;6;4;0;0;2;2;0;2
2019-11-13 07:28:59;61;14;13;6;4;0;0;2;2;0;2
2019-11-13 07:29:58;61;14;13;6;4;0;0;2;2;0;2
2019-11-13 07:30:59;61;14;13;6;4;0;0;2;2;0;2
2019-11-13 07:31:59;61;14;13;6;4;0;0;2;2;0;2
2019-11-13 07:32:58;62;14;13;6;4;0;0;2;2;0;2
2019-11-13 07:33:59;62;14;13;6;4;0;0;2;2;0;2
2019-11-13 07:34:59;62;14;13;6;4;0;0;2;2;0;2
2019-11-13 07:35:58;62;14;13;6;4;0;0;2;2;0;2
2019-11-13 07:36:59;63;14;14;6;4;0;0;2;2;0;2
2019-11-13 07:37:59;64;14;15;6;4;0;0;2;2;0;2
2019-11-13 07:38:58;64;14;15;6;4;0;0;2;2;0;2
2019-11-13 07:39:59;64;14;15;6;4;0;0;2;2;0;2
2019-11-13 07:40:59;64;14;15;6;4;0;0;2;2;0;2
2019-11-13 07:41:59;64;14;15;6;4;0;0;2;2;0;2
2019-11-13 07:42:58;64;14;15;6;4;0;0;2;2;0;2
2019-11-13 07:43:59;64;14;15;6;4;0;0;2;2;0;2
2019-11-13 07:44:59;64;14;15;6;4;0;0;2;2;0;2
2019-11-13 07:45:58;64;14;15;6;4;0;0;2;2;0;2
2019-11-13 07:46:59;64;14;15;6;4;0;0;2;2;0;2
2019-11-13 07:47:59;64;14;15;6;4;0;0;2;2;0;2
2019-11-13 07:48:58;64;14;15;6;4;0;0;2;2;0;2
2019-11-13 07:49:59;64;14;15;6;4;0;0;2;2;0;2
2019-11-13 07:50:59;65;14;16;6;4;0;0;2;2;0;2
2019-11-13 07:51:59;65;14;16;6;4;0;0;2;2;0;2
2019-11-13 07:52:58;65;14;16;6;4;0;0;2;2;0;2
2019-11-13 07:53:59;65;14;16;6;4;0;0;2;2;0;2
2019-11-13 07:54:59;65;14;16;6;4;0;0;2;2;0;2
2019-11-13 07:55:58;66;14;17;6;4;0;0;2;2;0;2
2019-11-13 07:56:59;67;15;17;6;4;0;0;2;2;0;2
2019-11-13 07:57:58;67;15;17;6;4;0;0;2;2;0;2
2019-11-13 07:58:59;67;15;17;6;4;0;0;2;2;0;2
2019-11-13 07:59:58;67;15;17;6;4;0;0;2;2;0;2
2019-11-13 08:00:59;67;15;17;6;4;0;0;2;2;0;2
2019-11-13 08:01:59;67;15;17;6;4;0;0;2;2;0;2
2019-11-13 08:03:00;67;15;17;6;4;0;0;2;2;0;2
2019-11-13 08:03:58;67;15;17;6;4;0;0;2;2;0;2
2019-11-13 08:04:59;67;15;17;6;4;0;0;2;2;0;2
2019-11-13 08:05:59;67;15;17;6;4;0;0;2;2;0;2
2019-11-13 08:06:58;67;15;17;6;4;0;0;2;2;0;2
2019-11-13 08:07:59;67;15;17;6;4;0;0;2;2;0;2
2019-11-13 08:08:59;67;15;17;6;4;0;0;2;2;0;2
2019-11-13 08:09:58;67;15;17;6;4;0;0;2;2;0;2
2019-11-13 08:10:59;67;15;17;6;4;0;0;2;2;0;2
2019-11-13 08:11:59;67;15;17;6;4;0;0;2;2;0;2
2019-11-13 08:12:58;67;15;17;6;4;0;0;2;2;0;2
2019-11-13 08:13:59;68;15;18;6;4;0;0;2;2;0;2
2019-11-13 08:14:59;68;15;18;6;4;0;0;2;2;0;2
2019-11-13 08:15:58;68;15;18;6;4;0;0;2;2;0;2
2019-11-13 08:16:59;68;15;18;6;4;0;0;2;2;0;2
2019-11-13 08:17:59;68;15;18;6;4;0;0;2;2;0;2
2019-11-13 08:18:58;67;15;18;6;4;0;0;2;2;0;2
2019-11-13 08:19:59;67;15;18;6;4;0;0;2;2;0;2
2019-11-13 08:20:59;68;15;18;6;4;0;0;2;2;0;2
2019-11-13 08:21:58;68;15;18;6;4;0;0;2;2;0;2
2019-11-13 08:22:59;68;15;18;6;4;0;0;2;2;0;2
2019-11-13 08:23:59;68;15;18;6;4;0;0;2;2;0;2
2019-11-13 08:25:00;68;15;18;6;4;0;0;2;2;0;2
2019-11-13 08:25:58;68;15;18;6;4;0;0;2;2;0;2
2019-11-13 08:26:59;68;15;18;6;4;0;0;2;2;0;2
2019-11-13 08:27:59;68;15;18;6;4;0;0;2;2;0;2
2019-11-13 08:28:58;68;15;18;6;4;0;0;2;2;0;2
2019-11-13 08:29:59;68;15;18;6;4;0;0;2;2;0;2
2019-11-13 08:30:59;68;15;18;6;4;0;0;2;2;0;2
2019-11-13 08:31:58;68;15;18;6;4;0;0;2;2;0;2
2019-11-13 08:32:59;69;15;19;6;4;0;0;2;2;0;2
2019-11-13 08:33:59;69;15;19;6;4;0;0;2;2;0;2
2019-11-13 08:34:59;69;15;19;6;4;0;0;2;2;0;2
2019-11-13 08:35:58;69;15;19;6;4;0;0;2;2;0;2
2019-11-13 08:36:59;69;15;19;6;4;0;0;2;2;0;2
2019-11-13 08:37:59;69;15;19;6;4;0;0;2;2;0;2
2019-11-13 08:38:59;69;15;19;6;4;0;0;2;2;0;2
2019-11-13 08:39:58;70;15;19;6;4;0;0;2;2;0;2
2019-11-13 08:40:59;70;15;19;6;4;0;0;2;2;0;2
2019-11-13 08:41:59;70;15;19;6;4;0;0;2;2;0;2
2019-11-13 08:42:58;70;15;19;6;4;0;0;2;2;0;2
2019-11-13 08:43:59;70;15;19;6;4;0;0;2;2;0;2
2019-11-13 08:44:59;70;15;19;6;4;0;0;2;2;0;2
2019-11-13 08:45:59;70;15;19;6;4;0;0;2;2;0;2
2019-11-13 08:46:58;70;15;19;6;4;0;0;2;2;0;2
2019-11-13 08:47:59;70;15;19;6;4;0;0;2;2;0;2
2019-11-13 08:48:59;70;15;19;6;4;0;0;2;2;0;2
2019-11-13 08:49:58;70;15;19;6;4;0;0;2;2;0;2
2019-11-13 08:50:59;70;15;19;6;4;0;0;2;2;0;2
2019-11-13 08:51:59;70;15;19;6;4;0;0;2;2;0;2
2019-11-13 08:52:58;70;15;19;6;4;0;0;2;2;0;2
2019-11-13 08:53:59;70;15;19;6;4;0;0;2;2;0;2
2019-11-13 08:54:59;70;15;19;6;4;0;0;2;2;0;2
2019-11-13 08:55:59;70;15;19;6;4;0;0;2;2;0;2
2019-11-13 08:56:58;70;15;19;6;4;0;0;2;2;0;2
2019-11-13 08:57:59;71;16;19;6;4;0;0;2;2;0;2
2019-11-13 08:58:59;71;16;19;6;4;0;0;2;2;0;2
2019-11-13 08:59:58;71;16;19;6;4;0;0;2;2;0;2
2019-11-13 09:00:59;71;16;19;6;4;0;0;2;2;0;2
2019-11-13 09:01:59;71;16;19;6;4;0;0;2;2;0;2
2019-11-13 09:02:58;71;16;19;6;4;0;0;2;2;0;2
2019-11-13 09:03:59;71;16;19;6;4;0;0;2;2;0;2
2019-11-13 09:04:59;71;16;19;6;4;0;0;2;2;0;2
2019-11-13 09:05:59;71;16;19;6;4;0;0;2;2;0;2
2019-11-13 09:06:58;71;16;19;6;4;0;0;2;2;0;2
2019-11-13 09:07:59;71;16;19;6;4;0;0;2;2;0;2
2019-11-13 09:08:59;71;16;19;6;4;0;0;2;2;0;2
2019-11-13 09:10:00;71;16;19;6;4;0;0;2;2;0;2
2019-11-13 09:10:58;71;16;19;6;4;0;0;2;2;0;2
2019-11-13 09:11:59;71;16;19;6;4;0;0;2;2;0;2
2019-11-13 09:12:59;71;16;19;6;4;0;0;2;2;0;2
2019-11-13 09:13:58;71;16;19;6;4;0;0;2;2;0;2
2019-11-13 09:14:59;71;16;19;6;4;0;0;2;2;0;2
2019-11-13 09:15:59;72;16;20;6;4;0;0;2;2;0;2
2019-11-13 09:16:59;72;16;20;6;4;0;0;2;2;0;2
2019-11-13 09:17:58;72;16;20;6;4;0;0;2;2;0;2
2019-11-13 09:18:59;72;16;20;6;4;0;0;2;2;0;2
2019-11-13 09:19:59;72;16;20;6;4;0;0;2;2;0;2
2019-11-13 09:20:58;72;16;20;6;4;0;0;2;2;0;2
2019-11-13 09:21:59;72;16;20;6;4;0;0;2;2;0;2
2019-11-13 09:22:59;73;16;21;6;4;0;0;2;2;0;2
2019-11-13 09:23:58;73;16;21;6;4;0;0;2;2;0;2
2019-11-13 09:24:59;73;16;21;6;4;0;0;2;2;0;2
2019-11-13 09:25:59;74;17;21;6;4;0;0;2;2;0;2
2019-11-13 09:26:59;74;17;21;6;4;0;0;2;2;0;2
2019-11-13 09:27:58;75;17;21;6;5;0;0;2;2;0;2
2019-11-13 09:28:59;75;17;21;6;5;0;0;2;2;0;2
2019-11-13 09:29:59;75;17;21;6;5;0;0;2;2;0;2
2019-11-13 09:30:58;75;17;21;6;5;0;0;2;2;0;2
2019-11-13 09:31:59;76;17;22;6;5;0;0;2;2;0;2
2019-11-13 09:32:59;76;17;22;6;5;0;0;2;2;0;2
2019-11-13 09:33:59;76;17;22;6;5;0;0;2;2;0;2
2019-11-13 09:34:58;76;17;22;6;5;0;0;2;2;0;2
2019-11-13 09:35:59;76;17;22;6;5;0;0;2;2;0;2
2019-11-13 09:36:59;76;17;22;6;5;0;0;2;2;0;2
2019-11-13 09:37:59;76;17;22;6;5;0;0;2;2;0;2
2019-11-13 09:38:58;77;17;22;7;5;0;0;2;2;0;2
2019-11-13 09:39:59;77;17;22;7;5;0;0;2;2;0;2
2019-11-13 09:40:59;77;17;22;7;5;0;0;2;2;0;2
2019-11-13 09:41:58;77;17;22;7;5;0;0;2;2;0;2
2019-11-13 09:42:59;77;17;22;7;5;0;0;2;2;0;2
2019-11-13 09:43:59;77;17;22;7;5;0;0;2;2;0;2
2019-11-13 09:44:58;77;17;22;7;5;0;0;2;2;0;2
2019-11-13 09:45:59;77;17;22;7;5;0;0;2;2;0;2
2019-11-13 09:46:59;77;17;22;7;5;0;0;2;2;0;2
2019-11-13 09:47:59;77;17;22;7;5;0;0;2;2;0;2
2019-11-13 09:48:58;77;17;22;7;5;0;0;2;2;0;2
2019-11-13 09:49:59;77;17;22;7;5;0;0;2;2;0;2
2019-11-13 09:50:59;77;17;22;7;5;0;0;2;2;0;2
2019-11-13 09:51:58;77;17;22;7;5;0;0;2;2;0;2
2019-11-13 09:52:59;77;17;22;7;5;0;0;2;2;0;2
2019-11-13 09:53:58;77;17;22;7;5;0;0;2;2;0;2
2019-11-13 09:54:59;77;17;22;7;5;0;0;2;2;0;2
2019-11-13 09:55:59;77;17;22;7;5;0;0;2;2;0;2
2019-11-13 09:56:59;77;17;22;7;5;0;0;2;2;0;2
2019-11-13 09:57:58;77;17;22;7;5;0;0;2;2;0;2
2019-11-13 09:58:59;77;17;22;7;5;0;0;2;2;0;2
2019-11-13 09:59:59;77;16;23;7;5;0;0;2;2;0;2
2019-11-13 10:00:59;77;16;23;7;5;0;0;2;2;0;2
2019-11-13 10:01:58;77;16;23;7;5;0;0;2;2;0;2
2019-11-13 10:02:59;77;16;23;7;5;0;0;2;2;0;2
2019-11-13 10:03:59;77;16;23;7;5;0;0;2;2;0;2
2019-11-13 10:05:00;77;16;23;7;5;0;0;2;2;0;2
2019-11-13 10:05:58;77;16;23;7;5;0;0;2;2;0;2
2019-11-13 10:06:59;77;16;23;7;5;0;0;2;2;0;2
2019-11-13 10:07:59;78;16;23;8;5;0;0;2;2;0;2
2019-11-13 10:08:58;78;16;23;8;5;0;0;2;2;0;2
2019-11-13 10:09:59;79;17;23;8;5;0;0;2;2;0;2
2019-11-13 10:10:59;80;18;23;8;5;0;0;2;2;0;2
2019-11-13 10:11:58;80;18;23;8;5;0;0;2;2;0;2
2019-11-13 10:12:59;80;18;23;8;5;0;0;2;2;0;2
2019-11-13 10:13:59;80;18;23;8;5;0;0;2;2;0;2
2019-11-13 10:14:59;80;18;23;8;5;0;0;2;2;0;2
2019-11-13 10:15:58;81;18;23;8;5;0;0;2;2;0;2
2019-11-13 10:16:59;81;18;23;8;5;0;0;2;2;0;2
2019-11-13 10:17:59;81;18;23;8;5;0;0;2;2;0;2
2019-11-13 10:18:58;81;18;23;8;5;0;0;2;2;0;2
2019-11-13 10:19:59;82;18;24;8;5;0;0;2;2;0;2
2019-11-13 10:20:59;82;18;24;8;5;0;0;2;2;0;2
2019-11-13 10:21:59;82;18;24;8;5;0;0;2;2;0;2
2019-11-13 10:22:58;82;18;24;8;5;0;0;2;2;0;2
2019-11-13 10:23:59;82;18;24;8;5;0;0;2;2;0;2
2019-11-13 10:24:59;82;18;24;8;5;0;0;2;2;0;2
2019-11-13 10:25:58;82;18;24;8;5;0;0;2;2;0;2
2019-11-13 10:26:59;82;18;24;8;5;0;0;2;2;0;2
2019-11-13 10:27:59;82;18;24;8;5;0;0;2;2;0;2
2019-11-13 10:28:59;82;18;24;8;5;0;0;2;2;0;2
2019-11-13 10:29:58;82;18;24;8;5;0;0;2;2;0;2
2019-11-13 10:30:59;82;18;24;8;5;0;0;2;2;0;2
2019-11-13 10:31:59;82;18;24;8;5;0;0;2;2;0;2
2019-11-13 10:32:59;82;18;24;8;5;0;0;2;2;0;2
2019-11-13 10:33:58;82;18;24;8;5;0;0;2;2;0;2
2019-11-13 10:34:59;82;18;24;8;5;0;0;2;2;0;2
2019-11-13 10:35:59;82;18;24;8;5;0;0;2;2;0;2
2019-11-13 10:36:59;83;18;25;8;5;0;0;2;2;0;2
2019-11-13 10:37:58;83;18;25;8;5;0;0;2;2;0;2
2019-11-13 10:38:59;83;18;25;8;5;0;0;2;2;0;2
2019-11-13 10:39:59;83;18;25;8;5;0;0;2;2;0;2
2019-11-13 10:40:58;83;18;25;8;5;0;0;2;2;0;2
2019-11-13 10:41:59;83;18;25;8;5;0;0;2;2;0;2
2019-11-13 10:42:59;83;18;25;8;5;0;0;2;2;0;2
2019-11-13 10:43:59;83;18;25;8;5;0;0;2;2;0;2
2019-11-13 10:45:00;83;18;25;8;5;0;0;2;2;0;2
2019-11-13 10:45:58;83;18;25;8;5;0;0;2;2;0;2
2019-11-13 10:46:59;83;18;25;8;5;0;0;2;2;0;2
2019-11-13 10:47:59;83;19;24;8;5;0;0;2;2;0;2
2019-11-13 10:48:59;84;19;25;8;5;0;0;2;2;0;2
2019-11-13 10:49:58;84;19;25;8;5;0;0;2;2;0;2
2019-11-13 10:50:59;84;19;25;8;5;0;0;2;2;0;2
2019-11-13 10:51:59;84;19;25;8;5;0;0;2;2;0;2
2019-11-13 10:53:00;84;19;25;8;5;0;0;2;2;0;2
2019-11-13 10:53:58;84;19;25;8;5;0;0;2;2;0;2
2019-11-13 10:54:59;85;20;25;8;5;0;0;2;2;0;2
2019-11-13 10:55:59;85;20;25;8;5;0;0;2;2;0;2
2019-11-13 10:56:58;85;20;25;8;5;0;0;2;2;0;2
2019-11-13 10:57:59;85;20;25;8;5;0;0;2;2;0;2
2019-11-13 10:58:59;85;20;25;8;5;0;0;2;2;0;2
2019-11-13 10:59:58;85;20;25;8;5;0;0;2;2;0;2
2019-11-13 11:00:59;85;20;25;8;5;0;0;2;2;0;2
2019-11-13 11:01:59;85;20;25;8;5;0;0;2;2;0;2
2019-11-13 11:02:58;85;20;25;8;5;0;0;2;2;0;2
2019-11-13 11:03:59;86;21;25;8;5;0;0;2;2;0;2
2019-11-13 11:04:59;86;21;25;8;5;0;0;2;2;0;2
2019-11-13 11:05:58;87;21;26;8;5;0;0;2;2;0;2
2019-11-13 11:06:59;87;21;26;8;5;0;0;2;2;0;2
2019-11-13 11:07:59;88;21;28;8;5;0;0;2;2;0;2
2019-11-13 11:08:59;89;21;29;8;5;0;0;2;2;0;2
2019-11-13 11:09:58;89;21;29;8;5;0;0;2;2;0;2
2019-11-13 11:10:59;89;21;29;8;5;0;0;2;2;0;2
2019-11-13 11:11:59;89;21;29;8;5;0;0;2;2;0;2
2019-11-13 11:12:59;89;21;29;8;5;0;0;2;2;0;2
2019-11-13 11:13:58;90;21;29;8;5;0;0;2;2;0;2
2019-11-13 11:14:59;90;21;29;8;5;0;0;2;2;0;2
2019-11-13 11:15:59;90;21;29;8;5;0;0;2;2;0;2
2019-11-13 11:16:58;90;21;29;8;5;0;0;2;2;0;2
2019-11-13 11:17:59;90;21;29;8;5;0;0;2;2;0;2
2019-11-13 11:18:59;90;21;29;8;5;0;0;2;2;0;2
2019-11-13 11:19:59;90;21;29;8;5;0;0;2;2;0;2
2019-11-13 11:20:58;90;21;29;8;5;0;0;2;2;0;2
2019-11-13 11:21:59;91;21;29;8;5;1;0;2;2;0;2
2019-11-13 11:22:59;91;21;29;8;5;1;0;2;2;0;2
2019-11-13 11:23:59;91;21;29;8;5;1;0;2;2;0;2
2019-11-13 11:24:58;91;21;29;8;5;1;0;2;2;0;2
2019-11-13 11:25:59;91;21;29;8;5;1;0;2;2;0;2
2019-11-13 11:26:59;91;21;29;8;5;1;0;2;2;0;2
2019-11-13 11:27:59;93;22;30;8;5;1;0;2;2;0;2
2019-11-13 11:28:58;93;22;30;8;5;1;0;2;2;0;2
2019-11-13 11:29:59;93;22;30;8;5;1;0;2;2;0;2
2019-11-13 11:30:59;93;22;30;8;5;1;0;2;2;0;2
2019-11-13 11:31:59;94;22;31;8;5;1;0;2;2;0;2
2019-11-13 11:32:58;94;22;31;8;5;1;0;2;2;0;2
2019-11-13 11:33:59;94;22;31;8;5;1;0;2;2;0;2
2019-11-13 11:34:59;94;22;31;8;5;1;0;2;2;0;2
2019-11-13 11:35:59;94;22;31;8;5;1;0;2;2;0;2
2019-11-13 11:36:58;94;22;31;8;5;1;0;2;2;0;2
2019-11-13 11:37:59;94;22;31;8;5;1;0;2;2;0;2
2019-11-13 11:38:59;94;22;31;8;5;1;0;2;2;0;2
2019-11-13 11:39:58;94;22;31;8;5;1;0;2;2;0;2
2019-11-13 11:40:59;94;22;31;8;5;1;0;2;2;0;2
2019-11-13 11:41:59;94;22;31;8;5;1;0;2;2;0;2
2019-11-13 11:42:59;94;22;31;8;5;1;0;2;2;0;2
2019-11-13 11:43:58;94;22;31;8;5;1;0;2;2;0;2
2019-11-13 11:44:59;94;22;31;8;5;1;0;2;2;0;2
2019-11-13 11:45:59;94;22;31;8;5;1;0;2;2;0;2
2019-11-13 11:46:59;94;22;31;8;5;1;0;2;2;0;2
2019-11-13 11:47:58;94;22;31;8;5;1;0;2;2;0;2
2019-11-13 11:48:59;94;22;31;8;5;1;0;2;2;0;2
2019-11-13 11:49:59;94;22;31;8;5;1;0;2;2;0;2
2019-11-13 11:50:58;94;22;31;8;5;1;0;2;2;0;2
2019-11-13 11:51:59;94;22;31;8;5;1;0;2;2;0;2
2019-11-13 11:52:59;93;21;31;8;5;1;0;2;2;0;2
2019-11-13 11:53:59;93;21;31;8;5;1;0;2;2;0;2
2019-11-13 11:54:58;93;21;31;8;5;1;0;2;2;0;2
2019-11-13 11:55:59;95;23;31;8;5;1;0;2;2;0;2
2019-11-13 11:56:59;95;23;31;8;5;1;0;2;2;0;2
2019-11-13 11:57:59;95;23;31;8;5;1;0;2;2;0;2
2019-11-13 11:58:58;96;24;31;8;5;1;0;2;2;0;2
2019-11-13 11:59:59;96;24;31;8;5;1;0;2;2;0;2
2019-11-13 12:00:59;96;24;31;8;5;1;0;2;2;0;2
2019-11-13 12:01:58;96;24;31;8;5;1;0;2;2;0;2
2019-11-13 12:02:59;96;24;31;8;5;1;0;2;2;0;2
2019-11-13 12:03:59;96;24;31;8;5;1;0;2;2;0;2
2019-11-13 12:04:58;96;24;31;8;5;1;0;2;2;0;2
2019-11-13 12:05:59;96;24;31;8;5;1;0;2;2;0;2
2019-11-13 12:06:59;97;24;32;8;5;1;0;2;2;0;2
2019-11-13 12:07:58;97;24;32;8;5;1;0;2;2;0;2
2019-11-13 12:08:59;99;26;32;8;5;1;0;2;2;0;2
2019-11-13 12:09:59;99;26;32;8;5;1;0;2;2;0;2
2019-11-13 12:10:59;99;26;32;8;5;1;0;2;2;0;2
2019-11-13 12:11:58;99;26;32;8;5;1;0;2;2;0;2
2019-11-13 12:12:59;99;26;32;8;5;1;0;2;2;0;2
2019-11-13 12:13:59;99;26;32;8;5;1;0;2;2;0;2
2019-11-13 12:14:59;99;26;32;8;5;1;0;2;2;0;2
2019-11-13 12:15:58;99;26;32;8;5;1;0;2;2;0;2
2019-11-13 12:16:59;99;26;32;8;5;1;0;2;2;0;2
2019-11-13 12:17:59;99;26;32;8;5;1;0;2;2;0;2
2019-11-13 12:18:59;99;26;32;8;5;1;0;2;2;0;2
2019-11-13 12:19:58;99;26;32;8;5;1;0;2;2;0;2
2019-11-13 12:20:59;99;26;32;8;5;1;0;2;2;0;2
2019-11-13 12:21:59;99;26;32;8;5;1;0;2;2;0;2
2019-11-13 12:22:59;99;26;32;8;5;1;0;2;2;0;2
2019-11-13 12:23:58;100;26;32;9;5;1;0;2;2;0;2
2019-11-13 12:24:59;100;26;32;9;5;1;0;2;2;0;2
2019-11-13 12:25:59;101;26;33;9;5;1;0;2;2;0;2
2019-11-13 12:26:58;101;26;33;9;5;1;0;2;2;0;2
2019-11-13 12:27:59;101;26;33;9;5;1;0;2;2;0;2
2019-11-13 12:28:59;101;26;33;9;5;1;0;2;2;0;2
2019-11-13 12:29:59;101;26;33;9;5;1;0;2;2;0;2
2019-11-13 12:30:58;101;26;33;9;5;1;0;2;2;0;2
2019-11-13 12:31:59;102;27;33;9;5;1;0;2;2;0;2
2019-11-13 12:32:59;102;27;33;9;5;1;0;2;2;0;2
2019-11-13 12:33:58;102;27;33;9;5;1;0;2;2;0;2
2019-11-13 12:34:59;102;27;33;9;5;1;0;2;2;0;2
2019-11-13 12:35:59;102;27;33;9;5;1;0;2;2;0;2
2019-11-13 12:36:59;102;27;33;9;5;1;0;2;2;0;2
2019-11-13 12:37:58;103;27;34;9;5;1;0;2;2;0;2
2019-11-13 12:38:59;104;28;34;9;5;1;0;2;2;0;2
2019-11-13 12:40:00;105;28;35;9;5;1;0;2;2;0;2
2019-11-13 12:40:58;105;28;35;9;5;1;0;2;2;0;2
2019-11-13 12:41:59;106;29;35;9;5;1;0;2;2;0;2
2019-11-13 12:42:59;107;29;36;9;5;1;0;2;2;0;2
2019-11-13 12:43:58;107;29;36;9;5;1;0;2;2;0;2
2019-11-13 12:44:59;106;28;36;9;5;1;0;2;2;0;2
2019-11-13 12:45:59;106;28;36;9;5;1;0;2;2;0;2
2019-11-13 12:46:59;107;29;36;9;5;1;0;2;2;0;2
2019-11-13 12:47:58;107;29;36;9;5;1;0;2;2;0;2
2019-11-13 12:48:59;107;29;36;9;5;1;0;2;2;0;2
2019-11-13 12:49:59;107;29;36;9;5;1;0;2;2;0;2
2019-11-13 12:50:58;107;29;36;9;5;1;0;2;2;0;2
2019-11-13 12:51:59;107;29;36;9;5;1;0;2;2;0;2
2019-11-13 12:52:59;107;29;36;9;5;1;0;2;2;0;2
2019-11-13 12:53:58;107;29;36;9;5;1;0;2;2;0;2
2019-11-13 12:54:59;107;29;36;9;5;1;0;2;2;0;2
