datetime;total_votes;TheWho;Grit;transistor;navalny;EMAILWARENFABRIK;megaslowpoke;tutabrain;quick_justice;Есения;a5urbanipa1
2020-09-16 06:31:59;54;17;12;7;0;3;2;0;2;0;0
2020-09-16 06:32:58;54;17;12;7;0;3;2;0;2;0;0
2020-09-16 06:33:59;54;17;12;7;0;3;2;0;2;0;0
2020-09-16 06:34:58;54;17;12;7;0;3;2;0;2;0;0
2020-09-16 06:35:59;54;17;12;7;0;3;2;0;2;0;0
2020-09-16 06:36:59;54;17;12;7;0;3;2;0;2;0;0
2020-09-16 06:37:58;54;17;12;7;0;3;2;0;2;0;0
2020-09-16 06:38:59;54;17;12;7;0;3;2;0;2;0;0
2020-09-16 06:40:00;54;17;12;7;0;3;2;0;2;0;0
2020-09-16 06:40:58;54;17;12;7;0;3;2;0;2;0;0
2020-09-16 06:41:59;54;17;12;7;0;3;2;0;2;0;0
2020-09-16 06:42:59;55;18;12;7;0;3;2;0;2;0;0
2020-09-16 06:43:58;55;18;12;7;0;3;2;0;2;0;0
2020-09-16 06:44:59;55;18;12;7;0;3;2;0;2;0;0
2020-09-16 06:45:58;55;18;12;7;0;3;2;0;2;0;0
2020-09-16 06:46:59;55;18;12;7;0;3;2;0;2;0;0
2020-09-16 06:47:59;55;18;12;7;0;3;2;0;2;0;0
2020-09-16 06:48:58;55;18;12;7;0;3;2;0;2;0;0
2020-09-16 06:49:59;55;18;12;7;0;3;2;0;2;0;0
2020-09-16 06:50:59;55;18;12;7;0;3;2;0;2;0;0
2020-09-16 06:51:58;55;18;12;7;0;3;2;0;2;0;0
2020-09-16 06:52:59;55;18;12;7;0;3;2;0;2;0;0
2020-09-16 06:53:59;55;18;12;7;0;3;2;0;2;0;0
2020-09-16 06:54:58;55;18;12;7;0;3;2;0;2;0;0
2020-09-16 06:55:59;55;18;12;7;0;3;2;0;2;0;0
2020-09-16 06:56:58;56;19;13;6;0;3;2;0;2;0;0
2020-09-16 06:57:59;56;19;13;6;0;3;2;0;2;0;0
2020-09-16 06:58:59;56;19;13;6;0;3;2;0;2;0;0
2020-09-16 06:59:58;57;20;13;6;0;3;2;0;2;0;0
2020-09-16 07:00:59;57;20;13;6;0;3;2;0;2;0;0
2020-09-16 07:01:59;57;20;13;6;0;3;2;0;2;0;0
2020-09-16 07:02:58;58;20;14;6;0;3;2;0;2;0;0
2020-09-16 07:03:59;58;20;14;6;0;3;2;0;2;0;0
2020-09-16 07:04:58;58;20;14;6;0;3;2;0;2;0;0
2020-09-16 07:05:59;58;20;14;6;0;3;2;0;2;0;0
2020-09-16 07:06:59;58;20;14;6;0;3;2;0;2;0;0
2020-09-16 07:07:58;58;20;14;6;0;3;2;0;2;0;0
2020-09-16 07:08:59;58;20;14;6;0;3;2;0;2;0;0
2020-09-16 07:09:59;58;20;14;6;0;3;2;0;2;0;0
2020-09-16 07:10:58;58;20;14;6;0;3;2;0;2;0;0
2020-09-16 07:11:59;59;20;14;6;0;3;2;0;2;0;0
2020-09-16 07:12:59;59;20;14;6;0;3;2;0;2;0;0
2020-09-16 07:13:58;59;20;14;6;0;3;2;0;2;0;0
2020-09-16 07:14:59;59;20;14;6;0;3;2;0;2;0;0
2020-09-16 07:15:59;59;20;14;6;0;3;2;0;2;0;0
2020-09-16 07:16:59;59;20;14;6;0;3;2;0;2;0;0
2020-09-16 07:17:58;59;20;14;6;0;3;2;0;2;0;0
2020-09-16 07:18:59;59;20;14;6;0;3;2;0;2;0;0
2020-09-16 07:19:59;59;20;14;6;0;3;2;0;2;0;0
2020-09-16 07:20:58;60;20;14;6;0;3;2;0;2;0;0
2020-09-16 07:21:59;60;20;14;6;0;3;2;0;2;0;0
2020-09-16 07:22:59;60;20;14;6;0;3;2;0;2;0;0
2020-09-16 07:23:58;60;20;14;6;0;3;2;0;2;0;0
2020-09-16 07:24:59;60;20;14;6;0;3;2;0;2;0;0
2020-09-16 07:25:58;60;20;14;6;0;3;2;0;2;0;0
2020-09-16 07:26:59;60;20;14;6;0;3;2;0;2;0;0
2020-09-16 07:27:59;60;20;14;6;0;3;2;0;2;0;0
2020-09-16 07:28:58;61;20;15;6;0;3;2;0;2;0;0
2020-09-16 07:29:59;61;20;15;6;0;3;2;0;2;0;0
2020-09-16 07:30:59;61;20;15;6;0;3;2;0;2;0;0
2020-09-16 07:31:58;61;20;15;6;0;3;2;0;2;0;0
2020-09-16 07:32:59;61;20;15;6;0;3;2;0;2;0;0
2020-09-16 07:33:59;61;20;15;6;0;3;2;0;2;0;0
2020-09-16 07:34:58;61;20;15;6;0;3;2;0;2;0;0
2020-09-16 07:35:59;61;20;15;6;0;3;2;0;2;0;0
2020-09-16 07:36:58;61;20;15;6;0;3;2;0;2;0;0
2020-09-16 07:37:59;62;20;16;6;0;3;2;0;2;0;0
2020-09-16 07:38:59;62;20;16;6;0;3;2;0;2;0;0
2020-09-16 07:39:58;62;20;16;6;0;3;2;0;2;0;0
2020-09-16 07:40:59;63;21;16;6;0;3;2;0;2;0;0
2020-09-16 07:41:59;63;21;16;6;0;3;2;0;2;0;0
2020-09-16 07:42:58;63;21;16;6;0;3;2;0;2;0;0
2020-09-16 07:43:59;63;21;16;6;0;3;2;0;2;0;0
2020-09-16 07:44:58;63;21;16;6;0;3;2;0;2;0;0
2020-09-16 07:45:59;63;21;16;6;0;3;2;0;2;0;0
2020-09-16 07:46:59;63;21;16;6;0;3;2;0;2;0;0
2020-09-16 07:47:58;63;21;16;6;0;3;2;0;2;0;0
2020-09-16 07:48:59;63;21;16;6;0;3;2;0;2;0;0
2020-09-16 07:49:59;63;21;16;6;0;3;2;0;2;0;0
2020-09-16 07:50:59;63;21;16;6;0;3;2;0;2;0;0
2020-09-16 07:51:58;63;21;16;6;0;3;2;0;2;0;0
2020-09-16 07:52:59;63;21;16;6;0;3;2;0;2;0;0
2020-09-16 07:53:59;63;21;16;6;0;3;2;0;2;0;0
2020-09-16 07:54:58;63;21;16;6;0;3;2;0;2;0;0
2020-09-16 07:55:59;63;21;16;6;0;3;2;0;2;0;0
2020-09-16 07:56:59;64;21;17;6;0;3;2;0;2;0;0
2020-09-16 07:57:58;65;22;17;6;0;3;2;0;2;0;0
2020-09-16 07:58:59;65;22;17;6;0;3;2;0;2;0;0
2020-09-16 07:59:58;65;22;17;6;0;3;2;0;2;0;0
2020-09-16 08:00:59;65;22;17;6;0;3;2;0;2;0;0
2020-09-16 08:01:59;65;22;17;6;0;3;2;0;2;0;0
2020-09-16 08:02:58;65;22;17;6;0;3;2;0;2;0;0
2020-09-16 08:03:59;65;22;17;6;0;3;2;0;2;0;0
2020-09-16 08:04:59;65;22;17;6;0;3;2;0;2;0;0
2020-09-16 08:05:58;65;22;17;6;0;3;2;0;2;0;0
2020-09-16 08:06:59;65;22;17;6;0;3;2;0;2;0;0
2020-09-16 08:07:59;66;22;18;6;0;3;2;0;2;0;0
2020-09-16 08:08:58;67;22;19;6;0;3;2;0;2;0;0
2020-09-16 08:09:59;68;23;19;6;0;3;2;0;2;0;0
2020-09-16 08:10:58;68;23;19;6;0;3;2;0;2;0;0
2020-09-16 08:11:59;68;23;19;6;0;3;2;0;2;0;0
2020-09-16 08:12:59;68;23;19;6;0;3;2;0;2;0;0
2020-09-16 08:13:58;68;23;19;6;0;3;2;0;2;0;0
2020-09-16 08:14:59;68;23;19;6;0;3;2;0;2;0;0
2020-09-16 08:15:59;68;23;19;6;0;3;2;0;2;0;0
2020-09-16 08:16:58;68;23;19;6;0;3;2;0;2;0;0
2020-09-16 08:17:59;68;23;19;6;0;3;2;0;2;0;0
2020-09-16 08:18:59;68;23;19;6;0;3;2;0;2;0;0
2020-09-16 08:19:58;68;23;19;6;0;3;2;0;2;0;0
2020-09-16 08:20:59;68;23;19;6;0;3;2;0;2;0;0
2020-09-16 08:21:59;68;23;19;6;0;3;2;0;2;0;0
2020-09-16 08:22:58;68;23;19;6;0;3;2;0;2;0;0
2020-09-16 08:23:59;68;23;19;6;0;3;2;0;2;0;0
2020-09-16 08:24:59;68;23;19;6;0;3;2;0;2;0;0
2020-09-16 08:25:58;68;23;19;6;0;3;2;0;2;0;0
2020-09-16 08:26:59;69;23;19;6;0;3;2;0;2;0;0
2020-09-16 08:27:59;69;23;19;6;0;3;2;0;2;0;0
2020-09-16 08:28:58;69;23;19;6;0;3;2;0;2;0;0
2020-09-16 08:29:59;69;23;19;6;0;3;2;0;2;0;0
2020-09-16 08:30:59;69;23;19;6;0;3;2;0;2;0;0
2020-09-16 08:31:58;69;23;19;6;0;3;2;0;2;0;0
2020-09-16 08:32:59;69;23;19;6;0;3;2;0;2;0;0
2020-09-16 08:33:59;69;23;19;6;0;3;2;0;2;0;0
2020-09-16 08:34:58;69;23;19;6;0;3;2;0;2;0;0
2020-09-16 08:35:59;69;23;19;6;0;3;2;0;2;0;0
2020-09-16 08:36:58;70;24;19;6;0;3;2;0;2;0;0
2020-09-16 08:37:59;72;24;20;6;1;3;2;0;2;0;0
2020-09-16 08:38:59;72;24;20;6;1;3;2;0;2;0;0
2020-09-16 08:39:58;72;24;20;6;1;3;2;0;2;0;0
2020-09-16 08:40:59;72;24;20;6;1;3;2;0;2;0;0
2020-09-16 08:41:59;73;24;21;6;1;3;2;0;2;0;0
2020-09-16 08:42:58;73;24;21;6;1;3;2;0;2;0;0
2020-09-16 08:43:59;74;25;21;6;1;3;2;0;2;0;0
2020-09-16 08:44:59;74;25;21;6;1;3;2;0;2;0;0
2020-09-16 08:45:58;74;25;21;6;1;3;2;0;2;0;0
2020-09-16 08:46:59;74;25;21;6;1;3;2;0;2;0;0
2020-09-16 08:47:58;74;25;21;6;1;3;2;0;2;0;0
2020-09-16 08:48:59;74;25;21;6;1;3;2;0;2;0;0
2020-09-16 08:49:59;74;25;21;6;1;3;2;0;2;0;0
2020-09-16 08:50:58;74;25;21;6;1;3;2;0;2;0;0
2020-09-16 08:51:59;74;25;21;6;1;3;2;0;2;0;0
2020-09-16 08:52:59;74;25;21;6;1;3;2;0;2;0;0
2020-09-16 08:53:58;74;25;21;6;1;3;2;0;2;0;0
2020-09-16 08:54:59;75;26;21;6;1;3;2;0;2;0;0
2020-09-16 08:55:59;75;26;21;6;1;3;2;0;2;0;0
2020-09-16 08:56:58;75;26;21;6;1;3;2;0;2;0;0
2020-09-16 08:57:59;76;26;21;6;0;3;2;1;2;0;0
2020-09-16 08:58:59;76;26;21;6;0;3;2;1;2;0;0
2020-09-16 08:59:58;76;26;21;6;0;3;2;1;2;0;0
2020-09-16 09:00:59;76;26;21;6;0;3;2;1;2;0;0
2020-09-16 09:01:59;76;26;21;6;0;3;2;1;2;0;0
2020-09-16 09:02:58;76;26;21;6;0;3;2;1;2;0;0
2020-09-16 09:03:59;76;26;21;6;0;3;2;1;2;0;0
2020-09-16 09:04:59;76;26;21;6;0;3;2;1;2;0;0
2020-09-16 09:05:58;76;26;21;6;0;3;2;1;2;0;0
2020-09-16 09:06:59;76;26;21;6;0;3;2;1;2;0;0
2020-09-16 09:08:00;76;26;21;6;0;3;2;1;2;0;0
2020-09-16 09:08:58;76;26;21;6;0;3;2;1;2;0;0
2020-09-16 09:09:59;76;26;21;6;0;3;2;1;2;0;0
2020-09-16 09:10:59;76;26;21;6;0;3;2;1;2;0;0
2020-09-16 09:11:58;76;26;21;6;0;3;2;1;2;0;0
2020-09-16 09:12:59;76;26;21;6;0;3;2;1;2;0;0
2020-09-16 09:13:58;76;26;21;6;0;3;2;1;2;0;0
2020-09-16 09:14:59;76;26;21;6;0;3;2;1;2;0;0
2020-09-16 09:15:59;76;26;21;6;0;3;2;1;2;0;0
2020-09-16 09:16:58;77;27;21;6;0;3;2;1;2;0;0
2020-09-16 09:17:59;77;27;21;6;0;3;2;1;2;0;0
2020-09-16 09:18:59;78;27;21;6;0;3;3;1;2;0;0
2020-09-16 09:19:58;78;27;21;6;0;3;3;1;2;0;0
2020-09-16 09:20:59;78;27;21;6;0;3;3;1;2;0;0
2020-09-16 09:21:58;78;27;21;6;0;3;3;1;2;0;0
2020-09-16 09:22:59;78;27;21;6;0;3;3;1;2;0;0
2020-09-16 09:23:59;78;27;21;6;0;3;3;1;2;0;0
2020-09-16 09:24:58;78;27;21;6;0;3;3;1;2;0;0
2020-09-16 09:25:59;79;27;22;6;0;3;3;1;2;0;0
2020-09-16 09:26:59;79;27;22;6;0;3;3;1;2;0;0
2020-09-16 09:27:58;80;28;22;6;0;3;3;1;2;0;0
2020-09-16 09:28:59;80;28;22;6;0;3;3;1;2;0;0
2020-09-16 09:30:00;80;28;22;6;0;3;3;1;2;0;0
2020-09-16 09:30:58;80;28;22;6;0;3;3;1;2;0;0
2020-09-16 09:31:59;80;28;22;6;0;3;3;1;2;0;0
2020-09-16 09:32:58;80;28;22;6;0;3;3;1;2;0;0
2020-09-16 09:33:59;80;28;22;6;0;3;3;1;2;0;0
2020-09-16 09:34:59;81;28;22;6;0;3;3;1;2;0;0
2020-09-16 09:35:58;81;28;22;6;0;3;3;1;2;0;0
2020-09-16 09:36:59;81;28;22;6;0;3;3;1;2;0;0
2020-09-16 09:37:59;81;28;22;6;0;3;3;1;2;0;0
2020-09-16 09:38:58;82;28;22;6;0;3;3;0;2;0;0
2020-09-16 09:39:59;82;28;22;6;0;3;3;0;2;0;0
2020-09-16 09:41:00;82;28;22;6;0;3;3;0;2;0;0
2020-09-16 09:41:58;82;28;22;6;0;3;3;0;2;0;0
2020-09-16 09:42:59;82;28;22;6;0;3;3;0;2;0;0
2020-09-16 09:43:58;82;28;22;6;0;3;3;0;2;0;0
2020-09-16 09:44:59;82;28;22;6;0;3;3;0;2;0;0
2020-09-16 09:45:59;83;28;22;6;0;3;3;0;2;0;0
2020-09-16 09:46:58;83;28;22;6;0;3;3;0;2;0;0
2020-09-16 09:47:59;83;28;22;6;0;3;3;0;2;0;0
2020-09-16 09:48:59;84;28;22;6;0;3;3;0;2;0;0
2020-09-16 09:49:58;84;28;22;6;0;3;3;0;2;0;0
2020-09-16 09:50:59;84;28;22;6;0;3;3;0;2;0;0
2020-09-16 09:51:59;84;28;22;6;0;3;3;0;2;0;0
2020-09-16 09:52:58;85;28;22;6;0;4;3;0;2;0;0
2020-09-16 09:53:59;87;28;23;6;0;4;3;0;2;0;0
2020-09-16 09:54:59;87;28;23;6;0;4;3;0;2;0;0
2020-09-16 09:55:58;87;28;23;6;0;4;3;0;2;0;0
2020-09-16 09:56:59;87;28;23;6;0;4;3;0;2;0;0
2020-09-16 09:57:59;87;28;23;6;0;4;3;0;2;0;0
2020-09-16 09:58:58;88;28;23;7;0;4;3;0;2;0;0
2020-09-16 09:59:59;88;28;23;7;0;4;3;0;2;0;0
2020-09-16 10:00:59;89;29;23;7;0;4;3;0;2;0;0
2020-09-16 10:01:58;91;30;23;7;0;4;3;0;2;0;0
2020-09-16 10:02:59;92;31;23;7;0;4;3;0;2;0;0
2020-09-16 10:03:58;92;31;23;7;0;4;3;0;2;0;0
2020-09-16 10:04:59;92;31;23;7;0;4;3;0;2;0;0
2020-09-16 10:05:59;92;31;23;7;0;4;3;0;2;0;0
2020-09-16 10:06:58;92;31;23;7;0;4;3;0;2;0;0
2020-09-16 10:07:59;92;31;23;7;0;4;3;0;2;0;0
2020-09-16 10:08:59;92;31;23;7;0;4;3;0;2;0;0
2020-09-16 10:09:58;92;31;23;7;0;4;3;0;2;0;0
2020-09-16 10:10:59;92;31;23;7;0;4;3;0;2;0;0
2020-09-16 10:11:59;92;31;23;7;0;4;3;0;2;0;0
2020-09-16 10:12:58;93;32;23;7;0;4;3;0;2;0;0
2020-09-16 10:13:59;93;32;23;7;0;4;3;0;2;0;0
2020-09-16 10:14:59;93;32;23;7;0;4;3;0;2;0;0
2020-09-16 10:15:58;94;32;23;7;0;4;4;0;2;0;0
2020-09-16 10:16:59;94;32;23;7;0;4;4;0;2;0;0
2020-09-16 10:17:59;94;32;23;7;0;4;4;0;2;0;0
2020-09-16 10:18:58;94;32;23;7;0;4;4;0;2;0;0
2020-09-16 10:19:59;94;32;23;7;0;4;4;0;2;0;0
2020-09-16 10:20:58;94;32;23;7;0;4;4;0;2;0;0
2020-09-16 10:21:59;96;32;24;7;0;4;4;0;2;0;0
2020-09-16 10:22:59;96;32;24;7;0;4;4;0;2;0;0
2020-09-16 10:23:58;96;32;24;7;0;4;4;0;2;0;0
2020-09-16 10:24:59;96;32;24;7;0;4;4;0;2;0;0
2020-09-16 10:25:59;96;32;24;7;0;4;4;0;2;0;0
2020-09-16 10:26:58;96;32;24;7;0;4;4;0;2;0;0
2020-09-16 10:27:59;96;32;24;7;0;4;4;0;2;0;0
2020-09-16 10:28:59;97;33;24;7;0;4;4;0;2;0;0
2020-09-16 10:29:58;97;33;24;7;0;4;4;0;2;0;0
2020-09-16 10:30:59;97;33;24;7;0;4;4;0;2;0;0
2020-09-16 10:31:59;97;33;24;7;0;4;4;0;2;0;0
2020-09-16 10:32:58;98;33;25;7;0;4;4;0;2;0;0
2020-09-16 10:33:59;98;33;25;7;0;4;4;0;2;0;0
2020-09-16 10:34:58;98;33;25;7;0;4;4;0;2;0;0
2020-09-16 10:35:59;98;33;25;7;0;4;4;0;2;0;0
2020-09-16 10:36:59;98;33;25;7;0;4;4;0;2;0;0
2020-09-16 10:37:58;98;33;25;7;0;4;4;0;2;0;0
2020-09-16 10:38:59;99;34;25;7;0;4;4;0;2;0;0
2020-09-16 10:39:58;99;34;25;7;0;4;4;0;2;0;0
2020-09-16 10:40:59;100;34;25;8;0;4;4;0;2;0;0
2020-09-16 10:41:59;100;34;25;8;0;4;4;0;2;0;0
2020-09-16 10:42:58;101;35;25;8;0;4;4;0;2;0;0
2020-09-16 10:43:59;101;35;25;8;0;4;4;0;2;0;0
2020-09-16 10:44:59;101;35;25;8;0;4;4;0;2;0;0
2020-09-16 10:45:58;102;36;25;8;0;4;4;0;2;0;0
2020-09-16 10:46:59;102;36;25;8;0;4;4;0;2;0;0
2020-09-16 10:47:58;103;36;25;9;0;4;4;0;2;0;0
2020-09-16 10:48:59;104;36;26;9;0;4;4;0;2;0;0
2020-09-16 10:49:59;105;37;26;9;0;4;4;0;2;0;0
2020-09-16 10:51:00;105;37;26;9;0;4;4;0;2;0;0
2020-09-16 10:51:58;105;37;26;9;0;4;4;0;2;0;0
2020-09-16 10:52:59;106;38;26;9;0;4;4;0;2;0;0
2020-09-16 10:53:58;106;38;26;9;0;4;4;0;2;0;0
2020-09-16 10:54:59;106;38;26;9;0;4;4;0;2;0;0
2020-09-16 10:55:59;106;38;26;9;0;4;4;0;2;0;0
2020-09-16 10:56:58;107;38;26;10;0;4;4;0;2;0;0
2020-09-16 10:57:59;107;38;26;10;0;4;4;0;2;0;0
2020-09-16 10:58:59;107;38;26;10;0;4;4;0;2;0;0
2020-09-16 10:59:58;107;38;26;10;0;4;4;0;2;0;0
2020-09-16 11:00:59;107;38;26;10;0;4;4;0;2;0;0
2020-09-16 11:01:59;107;38;26;10;0;4;4;0;2;0;0
2020-09-16 11:02:58;107;38;26;10;0;4;4;0;2;0;0
2020-09-16 11:03:59;107;38;26;10;0;4;4;0;2;0;0
2020-09-16 11:04:59;108;38;27;10;0;4;4;0;2;0;0
2020-09-16 11:05:58;108;38;27;10;0;4;4;0;2;0;0
2020-09-16 11:06:59;108;38;27;10;0;4;4;0;2;0;0
2020-09-16 11:07:58;109;38;28;10;0;4;4;0;2;0;0
2020-09-16 11:08:59;109;38;28;10;0;4;4;0;2;0;0
2020-09-16 11:09:58;109;38;28;10;0;4;4;0;2;0;0
2020-09-16 11:10:59;109;38;28;10;0;4;4;0;2;0;0
2020-09-16 11:11:59;109;38;28;10;0;4;4;0;2;0;0
2020-09-16 11:12:58;110;39;28;10;0;4;4;0;2;0;0
2020-09-16 11:13:59;110;39;28;10;0;4;4;0;2;0;0
2020-09-16 11:14:58;110;39;28;10;0;4;4;0;2;0;0
2020-09-16 11:15:59;110;39;28;10;0;4;4;0;2;0;0
2020-09-16 11:16:59;110;39;28;10;0;4;4;0;2;0;0
2020-09-16 11:17:58;110;39;28;10;0;4;4;0;2;0;0
2020-09-16 11:18:59;110;39;28;10;0;4;4;0;2;0;0
2020-09-16 11:19:59;110;39;28;10;0;4;4;0;2;0;0
2020-09-16 11:20:58;110;39;28;10;0;4;4;0;2;0;0
2020-09-16 11:21:59;110;39;28;10;0;4;4;0;2;0;0
2020-09-16 11:22:59;110;39;28;11;0;4;4;0;2;0;0
2020-09-16 11:23:58;110;39;28;11;0;4;4;0;2;0;0
2020-09-16 11:24:59;110;39;28;11;0;4;4;0;2;0;0
2020-09-16 11:25:59;112;41;28;11;0;4;4;0;2;0;0
2020-09-16 11:26:58;112;41;28;11;0;4;4;0;2;0;0
2020-09-16 11:27:59;112;41;28;11;0;4;4;0;2;0;0
2020-09-16 11:28:59;112;41;28;11;0;4;4;0;2;0;0
2020-09-16 11:29:58;113;41;29;11;0;4;4;0;2;0;0
2020-09-16 11:30:59;114;42;29;11;0;4;4;0;2;0;0
2020-09-16 11:31:59;114;42;29;11;0;4;4;0;2;0;0
2020-09-16 11:32:58;115;43;29;11;0;4;4;0;2;0;0
2020-09-16 11:33:59;116;43;29;12;0;4;4;0;2;0;0
2020-09-16 11:34:59;116;43;29;12;0;4;4;0;2;0;0
2020-09-16 11:35:58;116;43;29;12;0;4;4;0;2;0;0
2020-09-16 11:36:59;116;43;29;12;0;4;4;0;2;0;0
2020-09-16 11:37:58;116;43;29;12;0;4;4;0;2;0;0
2020-09-16 11:38:59;116;43;29;12;0;4;4;0;2;0;0
2020-09-16 11:39:59;116;43;29;12;0;4;4;0;2;0;0
2020-09-16 11:40:59;116;43;29;12;0;4;4;0;2;0;0
2020-09-16 11:41:58;116;43;29;12;0;4;4;0;2;0;0
2020-09-16 11:42:59;116;43;29;12;0;4;4;0;2;0;0
2020-09-16 11:43:58;116;43;29;12;0;4;4;0;2;0;0
2020-09-16 11:44:59;116;43;29;12;0;4;4;0;2;0;0
2020-09-16 11:45:59;116;43;29;12;0;4;4;0;2;0;0
2020-09-16 11:46:58;116;43;29;12;0;4;4;0;2;0;0
2020-09-16 11:47:59;116;43;29;12;0;4;4;0;2;0;0
2020-09-16 11:48:59;116;43;29;12;0;4;4;0;2;0;0
2020-09-16 11:49:59;116;43;29;12;0;4;4;0;2;0;0
2020-09-16 11:50:58;116;43;29;12;0;4;4;0;2;0;0
2020-09-16 11:51:59;116;43;29;12;0;4;4;0;2;0;0
2020-09-16 11:52:59;116;43;29;12;0;4;4;0;2;0;0
2020-09-16 11:53:58;116;43;29;12;0;4;4;0;2;0;0
2020-09-16 11:54:59;116;44;29;12;0;4;4;0;2;0;0
2020-09-16 11:55:59;117;44;30;12;0;4;4;0;2;0;0
2020-09-16 11:56:58;117;44;30;12;0;4;4;0;2;0;0
2020-09-16 11:57:59;117;44;30;12;0;4;4;0;2;0;0
2020-09-16 11:58:59;117;44;30;12;0;4;4;0;2;0;0
2020-09-16 11:59:58;117;44;30;12;0;4;4;0;2;0;0
2020-09-16 12:00:59;118;44;31;12;0;4;4;0;2;0;0
2020-09-16 12:01:59;118;44;31;12;0;4;4;0;2;0;0
2020-09-16 12:02:58;118;44;31;12;0;4;4;0;2;0;0
2020-09-16 12:03:59;118;44;31;12;0;4;4;0;2;0;0
2020-09-16 12:04:58;118;44;31;12;0;4;4;0;2;0;0
2020-09-16 12:05:59;118;44;31;12;0;4;4;0;2;0;0
2020-09-16 12:06:59;119;45;31;12;0;4;4;0;2;0;0
2020-09-16 12:07:59;119;45;31;12;0;4;4;0;2;0;0
2020-09-16 12:08:58;119;45;31;12;0;4;4;0;2;0;0
2020-09-16 12:09:59;119;45;31;12;0;4;4;0;2;0;0
2020-09-16 12:10:58;119;45;31;12;0;4;4;0;2;0;0
2020-09-16 12:11:59;119;45;31;12;0;4;4;0;2;0;0
2020-09-16 12:12:59;119;45;31;12;0;4;4;0;2;0;0
2020-09-16 12:14:00;119;45;31;12;0;4;4;0;2;0;0
2020-09-16 12:14:58;119;45;31;12;0;4;4;0;2;0;0
2020-09-16 12:15:59;119;45;31;12;0;4;4;0;2;0;0
2020-09-16 12:17:00;119;45;31;12;0;4;4;0;2;0;0
2020-09-16 12:17:58;119;45;31;12;0;4;4;0;2;0;0
2020-09-16 12:18:59;119;45;31;12;0;4;4;0;2;0;0
2020-09-16 12:19:58;118;45;30;12;0;4;4;0;2;0;0
2020-09-16 12:20:59;118;45;30;12;0;4;4;0;2;0;0
2020-09-16 12:21:59;118;45;30;12;0;4;4;0;2;0;0
2020-09-16 12:22:58;119;45;30;12;0;4;4;0;2;0;0
2020-09-16 12:23:59;120;45;31;12;0;4;4;0;2;0;0
2020-09-16 12:24:58;121;46;31;12;0;4;4;0;2;0;0
2020-09-16 12:25:59;123;47;32;12;0;4;4;0;2;0;0
2020-09-16 12:26:59;123;46;33;12;0;4;4;0;2;0;0
2020-09-16 12:27:58;123;46;33;12;0;4;4;0;2;0;0
2020-09-16 12:28:59;123;46;33;12;0;4;4;0;2;0;0
2020-09-16 12:29:58;123;46;33;12;0;4;4;0;2;0;0
2020-09-16 12:30:59;123;46;33;12;0;4;4;0;2;0;0
2020-09-16 12:31:59;123;46;33;12;0;4;4;0;2;0;0
2020-09-16 12:32:58;123;46;33;12;0;4;4;0;2;0;0
2020-09-16 12:33:59;123;46;33;12;0;4;4;0;2;0;0
2020-09-16 12:34:59;124;46;33;12;0;4;4;0;2;0;0
2020-09-16 12:35:58;124;46;33;12;0;4;4;0;2;0;0
2020-09-16 12:36:59;124;46;33;12;0;4;4;0;2;0;0
2020-09-16 12:37:59;124;46;33;12;0;4;4;0;2;0;0
2020-09-16 12:38:58;124;46;33;12;0;4;4;0;2;0;0
2020-09-16 12:39:59;124;46;33;12;0;4;4;0;2;0;0
2020-09-16 12:40:59;124;46;33;12;0;4;4;0;2;0;0
2020-09-16 12:41:58;125;46;34;12;0;4;4;0;2;0;0
2020-09-16 12:42:59;125;46;34;12;0;4;4;0;2;0;0
2020-09-16 12:43:59;125;46;34;12;0;4;4;0;2;0;0
2020-09-16 12:44:58;126;46;34;12;0;4;4;1;2;0;0
2020-09-16 12:45:59;127;46;35;12;0;4;4;1;2;0;0
2020-09-16 12:46:59;127;46;35;12;0;4;4;1;2;0;0
2020-09-16 12:47:58;128;46;35;12;0;5;4;1;2;0;0
2020-09-16 12:48:59;129;47;35;12;0;5;4;1;2;0;0
2020-09-16 12:50:00;131;47;37;12;0;5;4;1;2;0;0
2020-09-16 12:50:58;131;47;37;12;0;5;4;1;2;0;0
2020-09-16 12:51:59;132;47;37;12;0;5;4;1;2;1;0
2020-09-16 12:52:59;132;47;37;12;0;5;4;1;2;1;0
2020-09-16 12:53:58;133;47;38;12;0;5;4;1;2;1;0
2020-09-16 12:54:59;133;47;38;12;0;5;4;1;2;1;0
2020-09-16 12:55:59;133;47;38;12;0;5;4;1;2;1;0
2020-09-16 12:56:58;133;47;38;12;0;5;4;1;2;1;0
2020-09-16 12:57:59;135;47;40;12;0;5;4;1;2;1;0
2020-09-16 12:58:59;135;47;40;12;0;5;4;1;2;1;0
2020-09-16 12:59:58;135;47;40;12;0;5;4;1;2;1;0
2020-09-16 13:00:59;135;47;40;12;0;5;4;1;2;1;0
2020-09-16 13:01:58;135;47;40;12;0;5;4;1;2;1;0
2020-09-16 13:02:59;135;47;40;12;0;5;4;1;2;1;0
2020-09-16 13:03:59;135;47;40;12;0;5;4;1;2;1;0
2020-09-16 13:04:58;135;47;40;12;0;5;4;1;2;1;0
2020-09-16 13:05:59;135;47;40;12;0;5;4;1;2;1;0
2020-09-16 13:06:59;135;47;40;12;0;5;4;1;2;1;0
2020-09-16 13:07:58;135;47;40;12;0;5;4;1;2;1;0
