datetime;total_votes;navalny;Alterdino;Terkin;KT;KOCTOPE3;Grit;Mindsplitter;Der_Sturmer;shturn;BadFish
2020-12-16 09:58:59;102;36;17;11;9;3;4;5;3;0;2
2020-12-16 09:59:58;102;36;17;11;9;3;4;5;3;0;2
2020-12-16 10:00:59;102;36;17;11;9;3;4;5;3;0;2
2020-12-16 10:01:58;102;36;17;11;9;3;4;5;3;0;2
2020-12-16 10:02:59;102;36;17;11;9;3;4;5;3;0;2
2020-12-16 10:03:59;102;36;17;11;9;3;4;5;3;0;2
2020-12-16 10:04:58;102;36;17;11;9;3;4;5;3;0;2
2020-12-16 10:05:59;102;36;17;11;9;3;4;5;3;0;2
2020-12-16 10:06:59;102;36;17;11;9;3;4;5;3;0;2
2020-12-16 10:07:58;103;37;17;11;9;3;4;5;3;0;2
2020-12-16 10:08:59;103;37;17;11;9;3;4;5;3;0;2
2020-12-16 10:09:58;103;37;17;11;9;3;4;5;3;0;2
2020-12-16 10:10:59;103;37;17;11;9;3;4;5;3;0;2
2020-12-16 10:11:59;104;37;17;11;9;3;4;5;3;0;2
2020-12-16 10:12:59;105;37;17;12;9;3;4;5;3;0;2
2020-12-16 10:13:58;106;37;18;12;9;3;4;5;3;0;2
2020-12-16 10:14:59;106;37;18;12;9;3;4;5;3;0;2
2020-12-16 10:16:00;106;37;18;12;9;3;4;5;3;0;2
2020-12-16 10:16:58;106;37;18;12;9;3;4;5;3;0;2
2020-12-16 10:17:59;106;37;18;12;9;3;4;5;3;0;2
2020-12-16 10:18:58;106;37;18;12;9;3;4;5;3;0;2
2020-12-16 10:19:59;106;37;18;12;9;3;4;5;3;0;2
2020-12-16 10:20:59;106;37;18;12;9;3;4;5;3;0;2
2020-12-16 10:21:58;106;37;18;12;9;3;4;5;3;0;2
2020-12-16 10:22:59;107;38;18;12;9;3;4;5;3;0;2
2020-12-16 10:23:59;107;38;18;12;9;3;4;5;3;0;2
2020-12-16 10:24:58;107;38;18;12;9;3;4;5;3;0;2
2020-12-16 10:25:59;110;39;19;12;9;3;4;5;3;1;2
2020-12-16 10:26:59;110;39;19;12;9;3;4;5;3;1;2
2020-12-16 10:27:59;110;39;19;12;9;3;4;5;3;1;2
2020-12-16 10:28:58;110;39;19;12;9;3;4;5;3;1;2
2020-12-16 10:29:59;110;39;19;12;9;3;4;5;3;1;2
2020-12-16 10:31:00;111;39;19;12;9;3;4;5;3;2;2
2020-12-16 10:31:58;111;39;19;12;9;3;4;5;3;2;2
2020-12-16 10:32:59;112;40;19;12;9;3;4;5;3;2;2
2020-12-16 10:33:58;112;40;19;12;9;3;4;5;3;2;2
2020-12-16 10:34:59;112;40;19;12;9;3;4;5;3;2;2
2020-12-16 10:35:58;113;41;19;12;9;3;4;5;3;2;2
2020-12-16 10:36:59;113;41;19;12;9;3;4;5;3;2;2
2020-12-16 10:37:59;113;41;19;12;9;3;4;5;3;2;2
2020-12-16 10:38:58;116;42;20;12;9;3;5;5;3;2;2
2020-12-16 10:39:59;116;42;20;12;9;3;5;5;3;2;2
2020-12-16 10:40:59;116;42;20;12;9;3;5;5;3;2;2
2020-12-16 10:41:58;116;42;20;12;9;3;5;5;3;2;2
2020-12-16 10:42:59;118;43;20;12;9;3;5;5;3;2;2
2020-12-16 10:43:59;118;43;20;12;9;3;5;5;3;2;2
2020-12-16 10:44:58;119;44;20;12;9;3;5;5;3;2;2
2020-12-16 10:45:59;119;44;20;12;9;3;5;5;3;2;2
2020-12-16 10:46:58;120;45;20;12;9;3;5;5;3;2;2
2020-12-16 10:47:59;120;45;20;12;9;3;5;5;3;2;2
2020-12-16 10:49:00;121;45;21;12;9;3;5;5;3;2;2
2020-12-16 10:49:58;121;45;21;12;9;3;5;5;3;2;2
2020-12-16 10:50:59;122;45;21;13;9;3;5;5;3;2;2
2020-12-16 10:52:00;122;45;21;13;9;3;5;5;3;2;2
2020-12-16 10:52:58;122;45;21;13;9;3;5;5;3;2;2
2020-12-16 10:53:59;122;45;21;13;9;3;5;5;3;2;2
2020-12-16 10:54:59;122;45;21;13;9;3;5;5;3;2;2
2020-12-16 10:55:58;122;45;21;13;9;3;5;5;3;2;2
2020-12-16 10:56:59;122;45;21;13;9;3;5;5;3;2;2
2020-12-16 10:58:00;122;45;21;13;9;3;5;5;3;2;2
2020-12-16 10:58:58;123;45;22;13;9;3;5;5;3;2;2
2020-12-16 10:59:59;123;45;22;13;9;3;5;5;3;2;2
2020-12-16 11:00:58;123;45;22;13;9;3;5;5;3;2;2
2020-12-16 11:01:59;123;45;22;13;9;3;5;5;3;2;2
2020-12-16 11:02:59;123;45;22;13;9;3;5;5;3;2;2
2020-12-16 11:03:58;123;45;22;13;9;3;5;5;3;2;2
2020-12-16 11:04:59;124;46;22;13;9;3;5;5;3;2;2
2020-12-16 11:05:59;124;46;22;13;9;3;5;5;3;2;2
2020-12-16 11:06:59;124;46;22;13;9;3;5;5;3;2;2
2020-12-16 11:07:58;124;46;22;13;9;3;5;5;3;2;2
2020-12-16 11:08:59;124;46;22;13;9;3;5;5;3;2;2
2020-12-16 11:09:59;124;46;22;13;9;3;5;5;3;2;2
2020-12-16 11:10:58;124;46;22;13;9;3;5;5;3;2;2
2020-12-16 11:11:59;124;46;22;13;9;3;5;5;3;2;2
2020-12-16 11:12:59;124;46;22;13;9;3;5;5;3;2;2
2020-12-16 11:13:58;124;46;22;13;9;3;5;5;3;2;2
2020-12-16 11:14:59;124;46;22;13;9;3;5;5;3;2;2
2020-12-16 11:15:58;124;46;22;13;9;3;5;5;3;2;2
2020-12-16 11:16:59;124;46;22;13;9;3;5;5;3;2;2
2020-12-16 11:17:59;124;46;22;13;9;3;5;5;3;2;2
2020-12-16 11:18:59;125;46;22;13;9;3;5;5;3;2;3
2020-12-16 11:19:58;125;46;22;13;9;3;5;5;3;2;3
2020-12-16 11:20:59;125;46;22;13;9;3;5;5;3;2;3
2020-12-16 11:21:59;126;47;22;13;9;3;5;5;3;2;3
2020-12-16 11:22:58;126;47;22;13;9;3;5;5;3;2;3
2020-12-16 11:23:59;126;47;22;13;9;3;5;5;3;2;3
2020-12-16 11:24:58;126;47;22;13;9;3;5;5;3;2;3
2020-12-16 11:25:59;126;47;22;13;9;3;5;5;3;2;3
2020-12-16 11:26:59;126;47;22;13;9;3;5;5;3;2;3
2020-12-16 11:27:58;126;47;22;13;9;3;5;5;3;2;3
2020-12-16 11:28:59;126;47;22;13;9;3;5;5;3;2;3
2020-12-16 11:29:59;126;47;22;13;9;3;5;5;3;2;3
2020-12-16 11:30:58;126;47;22;13;9;3;5;5;3;2;3
2020-12-16 11:31:59;126;47;22;13;9;3;5;5;3;2;3
2020-12-16 11:32:58;127;49;22;12;9;3;5;5;3;2;3
2020-12-16 11:33:59;127;49;22;12;9;3;5;5;3;2;3
2020-12-16 11:34:58;128;50;22;12;9;3;5;5;3;2;3
2020-12-16 11:35:59;128;50;22;12;9;3;5;5;3;2;3
2020-12-16 11:36:59;128;50;22;12;9;3;5;5;3;2;3
2020-12-16 11:37:58;128;50;22;12;9;3;5;5;3;2;3
2020-12-16 11:38:59;128;50;22;12;9;3;5;5;3;2;3
2020-12-16 11:39:59;128;50;22;12;9;3;5;5;3;2;3
2020-12-16 11:40:58;128;50;22;12;9;3;5;5;3;2;3
2020-12-16 11:41:59;129;51;22;12;9;3;5;5;3;2;3
2020-12-16 11:42:58;130;52;22;12;9;3;5;5;3;2;3
2020-12-16 11:43:59;130;52;22;12;9;3;5;5;3;2;3
2020-12-16 11:44:59;130;52;22;12;9;3;5;5;3;2;3
2020-12-16 11:46:00;130;52;22;12;9;3;5;5;3;2;3
2020-12-16 11:46:58;130;52;22;12;9;3;5;5;3;2;3
2020-12-16 11:47:59;130;52;22;12;9;3;5;5;3;2;3
2020-12-16 11:48:59;131;52;22;12;9;4;5;5;3;2;3
2020-12-16 11:49:58;131;52;22;12;9;4;5;5;3;2;3
2020-12-16 11:50:59;131;52;22;12;9;4;5;5;3;2;3
2020-12-16 11:51:59;131;52;22;12;9;4;5;5;3;2;3
2020-12-16 11:52:58;132;52;23;12;9;4;5;5;3;2;3
2020-12-16 11:53:59;132;52;23;12;9;4;5;5;3;2;3
2020-12-16 11:54:58;132;52;23;12;9;4;5;5;3;2;3
2020-12-16 11:55:59;133;53;23;12;9;4;5;5;3;2;3
2020-12-16 11:56:59;133;53;23;12;9;4;5;5;3;2;3
2020-12-16 11:57:58;134;54;23;12;9;4;5;5;3;2;3
2020-12-16 11:58:59;134;54;23;12;9;4;5;5;3;2;3
2020-12-16 12:00:00;134;54;23;12;9;4;5;5;3;2;3
2020-12-16 12:00:58;134;54;23;12;9;4;5;5;3;2;3
2020-12-16 12:01:59;134;54;23;12;9;4;5;5;3;2;3
2020-12-16 12:02:59;134;54;23;12;9;4;5;5;3;2;3
2020-12-16 12:03:58;134;54;23;12;9;4;5;5;3;2;3
2020-12-16 12:04:59;134;54;23;12;9;4;5;5;3;2;3
2020-12-16 12:05:59;136;55;23;12;10;4;5;5;3;2;3
2020-12-16 12:06:58;136;55;23;12;10;4;5;5;3;2;3
2020-12-16 12:07:59;137;55;24;12;10;4;5;5;3;2;3
2020-12-16 12:08:59;138;56;24;12;10;4;5;5;3;2;3
2020-12-16 12:09:58;138;56;24;12;10;4;5;5;3;2;3
2020-12-16 12:10:59;138;56;24;12;10;4;5;5;3;2;3
2020-12-16 12:11:58;138;56;24;12;10;4;5;5;3;2;3
2020-12-16 12:12:59;138;56;24;12;10;4;5;5;3;2;3
2020-12-16 12:13:59;138;56;24;12;10;4;5;5;3;2;3
2020-12-16 12:14:58;138;56;24;12;10;4;5;5;3;2;3
2020-12-16 12:15:59;138;56;24;12;10;4;5;5;3;2;3
2020-12-16 12:16:59;138;56;24;12;10;4;5;5;3;2;3
2020-12-16 12:17:58;138;56;24;12;10;4;5;5;3;2;3
2020-12-16 12:18:59;139;56;24;12;11;4;5;5;3;2;3
2020-12-16 12:20:00;139;56;24;12;11;4;5;5;3;2;3
2020-12-16 12:20:58;140;56;24;12;12;4;5;5;3;2;3
2020-12-16 12:21:59;140;56;24;12;12;4;5;5;3;2;3
2020-12-16 12:22:58;140;56;24;12;12;4;5;5;3;2;3
2020-12-16 12:23:59;140;56;24;12;12;4;5;5;3;2;3
2020-12-16 12:24:59;140;56;24;12;12;4;5;5;3;2;3
2020-12-16 12:25:58;140;56;24;12;12;4;5;5;3;2;3
2020-12-16 12:26:59;140;56;24;12;12;4;5;5;3;2;3
2020-12-16 12:27:59;140;56;24;12;12;4;5;5;3;2;3
2020-12-16 12:28:58;140;56;24;12;12;4;5;5;3;2;3
2020-12-16 12:29:59;140;56;24;12;12;4;5;5;3;2;3
2020-12-16 12:30:59;140;56;24;12;12;4;5;5;3;2;3
2020-12-16 12:31:58;140;56;24;12;12;4;5;5;3;2;3
2020-12-16 12:32:59;140;56;24;12;12;4;5;5;3;2;3
2020-12-16 12:33:59;140;56;24;12;12;4;5;5;3;2;3
2020-12-16 12:34:58;140;56;24;12;12;4;5;5;3;2;3
2020-12-16 12:35:59;140;56;24;12;12;4;5;5;3;2;3
2020-12-16 12:36:59;140;56;24;12;12;4;5;5;3;2;3
2020-12-16 12:37:58;140;56;24;12;12;4;5;5;3;2;3
2020-12-16 12:38:59;140;56;24;12;12;4;5;5;3;2;3
2020-12-16 12:39:58;140;56;24;12;12;4;5;5;3;2;3
2020-12-16 12:40:59;140;56;24;12;12;4;5;5;3;2;3
2020-12-16 12:41:59;140;56;24;12;12;4;5;5;3;2;3
2020-12-16 12:42:58;140;56;24;12;12;4;5;5;3;2;3
2020-12-16 12:43:59;141;57;24;12;12;4;5;5;3;2;3
2020-12-16 12:44:59;141;57;24;12;12;4;5;5;3;2;3
2020-12-16 12:45:58;141;57;24;12;12;4;5;5;3;2;3
2020-12-16 12:46:59;141;57;24;12;12;4;5;5;3;2;3
2020-12-16 12:47:59;141;57;24;12;12;4;5;5;3;2;3
2020-12-16 12:48:58;141;57;24;12;12;4;5;5;3;2;3
2020-12-16 12:49:59;141;57;24;12;12;4;5;5;3;2;3
2020-12-16 12:50:59;142;58;24;12;12;4;5;5;3;2;3
2020-12-16 12:51:58;142;58;24;12;12;4;5;5;3;2;3
2020-12-16 12:52:59;142;58;24;12;12;4;5;5;3;2;3
2020-12-16 12:53:58;143;58;24;13;12;4;5;5;3;2;3
2020-12-16 12:54:59;143;58;24;13;12;4;5;5;3;2;3
2020-12-16 12:55:59;144;59;24;13;12;4;5;5;3;2;3
2020-12-16 12:56:58;144;59;24;13;12;4;5;5;3;2;3
2020-12-16 12:57:59;144;59;24;13;12;4;5;5;3;2;3
2020-12-16 12:58:59;144;59;24;13;12;4;5;5;3;2;3
2020-12-16 12:59:58;144;59;24;13;12;4;5;5;3;2;3
2020-12-16 13:00:59;144;59;24;13;12;4;5;5;3;2;3
2020-12-16 13:01:58;144;59;24;13;12;4;5;5;3;2;3
2020-12-16 13:02:59;144;59;24;13;12;4;5;5;3;2;3
2020-12-16 13:03:58;144;59;24;13;12;4;5;5;3;2;3
2020-12-16 13:04:59;144;59;24;13;12;4;5;5;3;2;3
2020-12-16 13:05:58;144;59;24;13;12;4;5;5;3;2;3
2020-12-16 13:06:59;144;59;24;13;12;4;5;5;3;2;3
2020-12-16 13:07:59;145;60;24;13;12;4;5;5;3;2;3
2020-12-16 13:08:58;145;60;24;13;12;4;5;5;3;2;3
2020-12-16 13:09:59;145;60;24;13;12;4;5;5;3;2;3
2020-12-16 13:10:58;145;60;24;13;12;4;5;5;3;2;3
2020-12-16 13:11:59;145;60;24;13;12;4;5;5;3;2;3
2020-12-16 13:12:59;145;60;24;13;12;4;5;5;3;2;3
2020-12-16 13:13:59;145;60;24;13;12;4;5;5;3;2;3
2020-12-16 13:14:58;145;60;24;13;12;4;5;5;3;2;3
2020-12-16 13:15:59;145;60;24;13;12;4;5;5;3;2;3
2020-12-16 13:16:58;145;60;24;13;12;4;5;5;3;2;3
2020-12-16 13:17:59;145;60;24;13;12;4;5;5;3;2;3
2020-12-16 13:18:59;145;60;24;13;12;4;5;5;3;2;3
2020-12-16 13:19:58;145;60;24;13;12;4;5;5;3;2;3
2020-12-16 13:20:59;145;60;24;13;12;4;5;5;3;2;3
2020-12-16 13:21:59;145;60;24;13;12;4;5;5;3;2;3
2020-12-16 13:22:59;145;60;24;13;12;4;5;5;3;2;3
2020-12-16 13:23:58;146;61;24;13;12;4;5;5;3;2;3
2020-12-16 13:24:59;146;61;24;13;12;4;5;5;3;2;3
2020-12-16 13:25:59;146;61;24;13;12;4;5;5;3;2;3
2020-12-16 13:26:58;146;61;24;13;12;4;5;5;3;2;3
2020-12-16 13:27:59;146;61;24;13;12;4;5;5;3;2;3
2020-12-16 13:28:59;146;61;24;13;12;4;5;5;3;2;3
2020-12-16 13:29:58;146;61;24;13;12;4;5;5;3;2;3
2020-12-16 13:30:59;146;61;24;13;12;4;5;5;3;2;3
2020-12-16 13:31:59;146;61;24;13;12;4;5;5;3;2;3
2020-12-16 13:32:58;146;61;24;13;12;4;5;5;3;2;3
2020-12-16 13:33:59;146;61;24;13;12;4;5;5;3;2;3
2020-12-16 13:34:59;147;62;24;13;12;4;5;5;3;2;3
2020-12-16 13:35:58;147;62;24;13;12;4;5;5;3;2;3
2020-12-16 13:36:59;147;62;24;13;12;4;5;5;3;2;3
2020-12-16 13:38:00;147;62;24;13;12;4;5;5;3;2;3
2020-12-16 13:38:58;147;62;24;13;12;4;5;5;3;2;3
2020-12-16 13:39:59;147;62;24;13;12;4;5;5;3;2;3
2020-12-16 13:40:59;147;62;24;13;12;4;5;5;3;2;3
2020-12-16 13:41:58;147;62;24;13;12;4;5;5;3;2;3
2020-12-16 13:42:59;147;62;24;13;12;4;5;5;3;2;3
2020-12-16 13:43:58;147;62;24;13;12;4;5;5;3;2;3
2020-12-16 13:44:59;147;62;24;13;12;4;5;5;3;2;3
2020-12-16 13:45:59;147;62;24;13;12;4;5;5;3;2;3
2020-12-16 13:46:59;147;62;24;13;12;4;5;5;3;2;3
2020-12-16 13:47:58;147;62;24;13;12;4;5;5;3;2;3
2020-12-16 13:48:59;147;62;24;13;12;4;5;5;3;2;3
2020-12-16 13:49:59;147;62;24;13;12;4;5;5;3;2;3
2020-12-16 13:50:58;147;62;24;13;12;4;5;5;3;2;3
2020-12-16 13:51:59;147;62;24;13;12;4;5;5;3;2;3
2020-12-16 13:52:59;147;62;24;13;12;4;5;5;3;2;3
2020-12-16 13:53:58;147;62;24;13;12;4;5;5;3;2;3
2020-12-16 13:54:59;147;62;24;13;12;4;5;5;3;2;3
2020-12-16 13:55:58;147;62;24;13;12;4;5;5;3;2;3
2020-12-16 13:56:59;148;62;25;13;12;4;5;5;3;2;3
2020-12-16 13:57:59;148;62;25;13;12;4;5;5;3;2;3
2020-12-16 13:58:58;148;62;25;13;12;4;5;5;3;2;3
2020-12-16 13:59:59;148;62;25;13;12;4;5;5;3;2;3
2020-12-16 14:00:59;148;62;25;13;12;4;5;5;3;2;3
2020-12-16 14:01:58;148;62;25;13;12;4;5;5;3;2;3
2020-12-16 14:02:59;148;62;25;13;12;4;5;5;3;2;3
2020-12-16 14:03:59;148;62;25;13;12;4;5;5;3;2;3
2020-12-16 14:04:58;148;62;25;13;12;4;5;5;3;2;3
2020-12-16 14:05:59;148;62;25;13;12;4;5;5;3;2;3
2020-12-16 14:06:59;149;63;25;13;12;4;5;5;3;2;3
2020-12-16 14:07:58;149;63;25;13;12;4;5;5;3;2;3
2020-12-16 14:08:59;150;63;26;13;12;4;5;5;3;2;3
2020-12-16 14:09:59;150;63;26;13;12;4;5;5;3;2;3
2020-12-16 14:10:58;150;63;26;13;12;4;5;5;3;2;3
2020-12-16 14:11:59;150;63;26;13;12;4;5;5;3;2;3
2020-12-16 14:12:59;150;63;26;13;12;4;5;5;3;2;3
2020-12-16 14:13:58;150;63;26;13;12;4;5;5;3;2;3
2020-12-16 14:14:59;150;63;26;13;12;4;5;5;3;2;3
2020-12-16 14:15:59;150;63;26;13;12;4;5;5;3;2;3
2020-12-16 14:16:59;150;63;26;13;12;4;5;5;3;2;3
2020-12-16 14:17:59;150;63;26;13;12;4;5;5;3;2;3
2020-12-16 14:18:59;150;63;26;13;12;4;5;5;3;2;3
2020-12-16 14:19:58;150;63;26;13;12;4;5;5;3;2;3
2020-12-16 14:20:59;151;64;26;13;12;4;5;5;3;2;3
2020-12-16 14:21:59;151;64;26;13;12;4;5;5;3;2;3
2020-12-16 14:22:58;151;64;26;13;12;4;5;5;3;2;3
2020-12-16 14:23:59;151;64;26;13;12;4;5;5;3;2;3
2020-12-16 14:24:58;151;64;26;13;12;4;5;5;3;2;3
2020-12-16 14:25:59;151;64;26;13;12;4;5;5;3;2;3
2020-12-16 14:26:59;152;64;27;13;12;4;5;5;3;2;3
2020-12-16 14:27:59;152;64;27;13;12;4;5;5;3;2;3
2020-12-16 14:28:59;152;64;27;13;12;4;5;5;3;2;3
2020-12-16 14:29:58;152;64;27;13;12;4;5;5;3;2;3
2020-12-16 14:30:59;152;65;27;13;11;4;5;5;3;2;3
2020-12-16 14:31:59;152;65;27;13;11;4;5;5;3;2;3
2020-12-16 14:32:58;152;65;27;13;11;4;5;5;3;2;3
2020-12-16 14:33:59;153;66;27;13;11;4;5;5;3;2;3
2020-12-16 14:34:59;154;66;27;13;11;4;5;5;3;3;3
2020-12-16 14:35:58;154;66;27;13;11;4;5;5;3;3;3
2020-12-16 14:36:59;154;66;27;13;11;4;5;5;3;3;3
2020-12-16 14:37:59;154;66;27;13;11;4;5;5;3;3;3
2020-12-16 14:38:58;154;66;27;13;11;4;5;5;3;3;3
2020-12-16 14:39:59;154;66;27;13;11;4;5;5;3;3;3
2020-12-16 14:40:59;154;66;27;13;11;4;5;5;3;3;3
2020-12-16 14:41:58;154;66;27;13;11;4;5;5;3;3;3
2020-12-16 14:42:59;154;66;27;13;11;4;5;5;3;3;3
2020-12-16 14:43:59;154;66;27;13;11;4;5;5;3;3;3
2020-12-16 14:44:58;154;66;27;13;11;4;5;5;3;3;3
2020-12-16 14:45:59;154;66;27;13;11;4;5;5;3;3;3
2020-12-16 14:46:59;154;66;27;13;11;4;5;5;3;3;3
2020-12-16 14:47:58;154;66;27;13;11;4;5;5;3;3;3
2020-12-16 14:48:59;154;66;27;13;11;4;5;5;3;3;3
2020-12-16 14:49:58;154;66;27;13;11;4;5;5;3;3;3
2020-12-16 14:50:59;154;66;27;13;11;4;5;5;3;3;3
2020-12-16 14:51:59;154;66;27;13;11;4;5;5;3;3;3
2020-12-16 14:52:58;154;66;27;13;11;4;5;5;3;3;3
2020-12-16 14:53:59;154;66;27;13;11;4;5;5;3;3;3
2020-12-16 14:54:59;154;66;27;13;11;4;5;5;3;3;3
2020-12-16 14:55:58;154;66;27;13;11;4;5;5;3;3;3
2020-12-16 14:56:59;154;66;27;13;11;4;5;5;3;3;3
2020-12-16 14:57:59;154;66;27;13;11;4;5;5;3;3;3
2020-12-16 14:58:58;154;66;27;13;11;4;5;5;3;3;3
2020-12-16 14:59:59;154;66;27;13;11;4;5;5;3;3;3
2020-12-16 15:00:58;154;66;27;13;11;4;5;5;3;3;3
2020-12-16 15:01:59;154;66;27;13;11;4;5;5;3;3;3
2020-12-16 15:02:58;154;66;27;13;11;4;5;5;3;3;3
2020-12-16 15:03:59;154;66;27;13;11;4;5;5;3;3;3
2020-12-16 15:04:59;154;66;27;13;11;4;5;5;3;3;3
2020-12-16 15:05:58;154;66;27;13;11;4;5;5;3;3;3
2020-12-16 15:06:59;154;66;27;13;11;4;5;5;3;3;3
2020-12-16 15:07:59;154;66;27;13;11;4;5;5;3;3;3
2020-12-16 15:08:58;154;66;27;13;11;4;5;5;3;3;3
2020-12-16 15:09:59;154;66;27;13;11;4;5;5;3;3;3
2020-12-16 15:10:59;155;66;27;13;11;4;5;5;3;3;3
2020-12-16 15:11:58;155;66;27;13;11;4;5;5;3;3;3
2020-12-16 15:12:59;155;66;27;13;11;4;5;5;3;3;3
2020-12-16 15:13:59;155;66;27;13;11;4;5;5;3;3;3
2020-12-16 15:14:58;155;66;27;13;11;4;5;5;3;3;3
2020-12-16 15:15:59;155;66;27;13;11;4;5;5;3;3;3
2020-12-16 15:16:59;155;66;27;13;11;4;5;5;3;3;3
2020-12-16 15:17:58;156;67;27;13;11;4;5;5;3;3;3
2020-12-16 15:18:59;156;67;27;13;11;4;5;5;3;3;3
2020-12-16 15:19:58;156;67;27;13;11;4;5;5;3;3;3
2020-12-16 15:20:59;156;67;27;13;11;4;5;5;3;3;3
2020-12-16 15:21:59;156;67;27;13;11;4;5;5;3;3;3
2020-12-16 15:22:58;156;67;27;13;11;4;5;5;3;3;3
2020-12-16 15:23:59;156;67;27;13;11;4;5;5;3;3;3
2020-12-16 15:24:59;156;67;27;13;11;4;5;5;3;3;3
2020-12-16 15:25:58;156;67;27;13;11;4;5;5;3;3;3
2020-12-16 15:26:59;156;67;27;13;11;4;5;5;3;3;3
2020-12-16 15:27:59;157;68;27;13;11;4;5;5;3;3;3
2020-12-16 15:28:58;157;68;27;13;11;4;5;5;3;3;3
2020-12-16 15:29:59;157;68;27;13;11;4;5;5;3;3;3
2020-12-16 15:30:59;157;68;27;13;11;4;5;5;3;3;3
2020-12-16 15:31:59;157;68;27;13;11;4;5;5;3;3;3
2020-12-16 15:32:59;157;68;27;13;11;4;5;5;3;3;3
2020-12-16 15:33:59;157;68;27;13;11;4;5;5;3;3;3
2020-12-16 15:34:58;157;68;27;13;11;4;5;5;3;3;3
2020-12-16 15:35:59;157;68;27;13;11;4;5;5;3;3;3
2020-12-16 15:36:59;157;68;27;13;11;4;5;5;3;3;3
2020-12-16 15:37:58;157;68;27;13;11;4;5;5;3;3;3
2020-12-16 15:38:59;158;69;27;13;11;4;5;5;3;3;3
2020-12-16 15:39:58;158;69;27;13;11;4;5;5;3;3;3
2020-12-16 15:40:59;158;69;27;13;11;4;5;5;3;3;3
2020-12-16 15:41:59;158;69;27;13;11;4;5;5;3;3;3
2020-12-16 15:42:58;159;70;27;13;11;4;5;5;3;3;3
2020-12-16 15:43:59;159;70;27;13;11;4;5;5;3;3;3
2020-12-16 15:44:59;160;70;27;13;12;4;5;5;3;3;3
2020-12-16 15:45:58;160;70;27;13;12;4;5;5;3;3;3
2020-12-16 15:46:59;160;70;27;13;12;4;5;5;3;3;3
2020-12-16 15:47:59;160;70;27;13;12;4;5;5;3;3;3
2020-12-16 15:48:58;160;70;27;13;12;4;5;5;3;3;3
2020-12-16 15:49:59;160;70;27;13;12;4;5;5;3;3;3
2020-12-16 15:50:59;160;70;27;13;12;4;5;5;3;3;3
2020-12-16 15:51:58;160;70;27;13;12;4;5;5;3;3;3
2020-12-16 15:52:59;160;70;27;13;12;4;5;5;3;3;3
2020-12-16 15:53:59;160;70;27;13;12;4;5;5;3;3;3
2020-12-16 15:54:58;160;70;27;13;12;4;5;5;3;3;3
2020-12-16 15:55:59;161;70;27;13;12;4;5;5;3;3;3
2020-12-16 15:56:59;161;70;27;13;12;4;5;5;3;3;3
2020-12-16 15:57:58;161;70;27;13;12;4;5;5;3;3;3
2020-12-16 15:58:59;162;70;27;13;12;4;5;6;3;3;3
2020-12-16 15:59:59;162;70;27;13;12;4;5;6;3;3;3
2020-12-16 16:00:58;162;70;27;13;12;4;5;6;3;3;3
2020-12-16 16:01:59;162;70;27;13;12;4;5;6;3;3;3
2020-12-16 16:02:58;162;70;27;13;12;4;5;6;3;3;3
2020-12-16 16:03:59;163;71;27;13;12;4;5;6;3;3;3
2020-12-16 16:04:59;163;71;27;13;12;4;5;6;3;3;3
2020-12-16 16:05:59;163;71;27;13;12;4;5;6;3;3;3
2020-12-16 16:06:58;163;71;27;13;12;4;5;6;3;3;3
2020-12-16 16:07:59;163;71;27;13;12;4;5;6;3;3;3
2020-12-16 16:08:59;163;71;27;13;12;4;5;6;3;3;3
2020-12-16 16:09:58;163;71;27;13;12;4;5;6;3;3;3
2020-12-16 16:10:59;163;71;27;13;12;4;5;6;3;3;3
2020-12-16 16:11:59;163;71;27;13;12;4;5;6;3;3;3
2020-12-16 16:12:58;163;71;27;13;12;4;5;6;3;3;3
2020-12-16 16:13:59;163;71;27;13;12;4;5;6;3;3;3
2020-12-16 16:14:58;163;71;27;13;12;4;5;6;3;3;3
2020-12-16 16:15:59;163;71;27;13;12;4;5;6;3;3;3
2020-12-16 16:16:58;162;71;26;13;12;4;5;6;3;3;3
2020-12-16 16:17:59;162;71;26;13;12;4;5;6;3;3;3
2020-12-16 16:18:59;163;72;26;13;12;4;5;6;3;3;3
2020-12-16 16:19:59;163;72;26;13;12;4;5;6;3;3;3
2020-12-16 16:20:58;165;73;26;14;12;4;5;6;3;3;3
2020-12-16 16:21:59;166;73;26;14;12;5;5;6;3;3;3
2020-12-16 16:22:59;166;73;26;14;12;5;5;6;3;3;3
2020-12-16 16:23:59;167;73;27;14;12;5;5;6;3;3;3
2020-12-16 16:24:58;167;73;27;14;12;5;5;6;3;3;3
2020-12-16 16:25:59;169;73;27;15;12;6;5;6;3;3;3
2020-12-16 16:26:59;169;73;27;15;12;6;5;6;3;3;3
2020-12-16 16:27:58;170;73;27;15;12;6;5;6;3;4;3
2020-12-16 16:28:59;170;73;27;15;12;6;5;6;3;4;3
2020-12-16 16:29:59;170;73;27;15;12;6;5;6;3;4;3
2020-12-16 16:30:58;170;73;27;15;12;6;5;6;3;4;3
2020-12-16 16:31:59;170;73;27;15;12;6;5;6;3;4;3
2020-12-16 16:32:59;170;73;27;15;12;6;5;6;3;4;3
2020-12-16 16:33:58;170;73;27;15;12;6;5;6;3;4;3
2020-12-16 16:34:59;170;73;27;15;12;6;5;6;3;4;3
2020-12-16 16:35:59;170;73;27;15;12;6;5;6;3;4;3
