datetime;total_votes;Hemml;KOCTOPE3;pupsique;Patagonia;megalomaniac;Palad1n;Gugomat;jovan;Есения;Der_Sturmer
2019-04-17 06:29:58;37;0;5;2;7;0;4;4;0;0;2
2019-04-17 06:30:59;37;0;5;2;7;0;4;4;0;0;2
2019-04-17 06:31:58;37;0;5;2;7;0;4;4;0;0;2
2019-04-17 06:32:59;37;0;5;2;7;0;4;4;0;0;2
2019-04-17 06:33:59;37;0;5;2;7;0;4;4;0;0;2
2019-04-17 06:34:58;37;0;5;2;7;0;4;4;0;0;2
2019-04-17 06:35:59;37;0;5;2;7;0;4;4;0;0;2
2019-04-17 06:36:58;37;0;5;2;7;0;4;4;0;0;2
2019-04-17 06:37:59;37;0;5;2;7;0;4;4;0;0;2
2019-04-17 06:38:59;37;0;5;2;7;0;4;4;0;0;2
2019-04-17 06:39:58;38;0;5;2;8;0;4;4;0;0;2
2019-04-17 06:40:59;38;0;5;2;8;0;4;4;0;0;2
2019-04-17 06:41:59;38;0;5;2;8;0;4;4;0;0;2
2019-04-17 06:42:58;38;0;5;2;8;0;4;4;0;0;2
2019-04-17 06:43:59;39;0;5;2;8;0;4;4;0;2;2
2019-04-17 06:44:59;39;0;5;2;8;0;4;4;0;2;2
2019-04-17 06:45:58;39;0;5;2;8;0;4;4;0;2;2
2019-04-17 06:46:59;39;0;5;2;8;0;4;4;0;2;2
2019-04-17 06:47:59;39;0;5;2;8;0;4;4;0;2;2
2019-04-17 06:48:58;39;0;5;2;8;0;4;4;0;2;2
2019-04-17 06:49:59;39;0;5;2;8;0;4;4;0;2;2
2019-04-17 06:50:59;39;0;5;2;8;0;4;4;0;2;2
2019-04-17 06:51:58;39;0;5;2;8;0;4;4;0;2;2
2019-04-17 06:52:59;39;0;5;2;8;0;4;4;0;2;2
2019-04-17 06:54:00;39;0;5;2;8;0;4;4;0;2;2
2019-04-17 06:54:58;39;0;5;2;8;0;4;4;0;2;2
2019-04-17 06:55:59;39;0;5;2;8;0;4;4;0;2;2
2019-04-17 06:56:58;39;0;5;2;8;0;4;4;0;2;2
2019-04-17 06:57:59;39;0;5;2;8;0;4;4;0;2;2
2019-04-17 06:58:59;39;0;5;2;8;0;4;4;0;2;2
2019-04-17 06:59:58;39;0;5;2;8;0;4;4;0;2;2
2019-04-17 07:00:59;39;0;5;2;8;0;4;4;0;2;2
2019-04-17 07:01:59;39;0;5;2;8;0;4;4;0;2;2
2019-04-17 07:02:58;39;0;5;2;8;0;4;4;0;2;2
2019-04-17 07:03:59;39;0;5;2;8;0;4;4;0;2;2
2019-04-17 07:04:59;39;0;5;2;8;0;4;4;0;2;2
2019-04-17 07:05:58;39;0;5;2;8;0;4;4;0;2;2
2019-04-17 07:06:59;40;0;5;2;8;0;4;4;0;2;2
2019-04-17 07:07:59;40;0;5;2;8;0;4;4;0;2;2
2019-04-17 07:08:58;40;0;5;2;8;0;4;4;0;2;2
2019-04-17 07:09:59;40;0;5;2;8;0;4;4;0;2;2
2019-04-17 07:10:59;40;0;5;2;8;0;4;4;0;2;2
2019-04-17 07:11:58;40;0;5;2;8;0;4;4;0;2;2
2019-04-17 07:12:59;40;0;5;2;8;0;4;4;0;2;2
2019-04-17 07:13:59;40;0;5;2;8;0;4;4;0;2;2
2019-04-17 07:14:58;40;0;5;2;8;0;4;4;0;2;2
2019-04-17 07:15:59;41;0;5;2;9;0;4;4;0;2;2
2019-04-17 07:16:58;41;0;5;2;9;0;4;4;0;2;2
2019-04-17 07:17:59;41;0;5;2;9;0;4;4;0;2;2
2019-04-17 07:18:59;41;0;5;2;9;0;4;4;0;2;2
2019-04-17 07:19:58;41;0;5;2;9;0;4;4;0;2;2
2019-04-17 07:20:59;42;0;5;3;9;0;4;4;0;2;2
2019-04-17 07:21:59;42;0;5;3;9;0;4;4;0;2;2
2019-04-17 07:22:58;42;0;5;3;9;0;4;4;0;2;2
2019-04-17 07:23:59;42;0;5;3;9;0;4;4;0;2;2
2019-04-17 07:24:59;43;0;5;3;9;0;4;4;0;2;2
2019-04-17 07:25:58;43;0;5;3;9;0;4;4;0;2;2
2019-04-17 07:26:59;43;0;5;3;9;0;4;4;0;2;2
2019-04-17 07:27:58;44;0;5;3;9;0;4;5;0;2;2
2019-04-17 07:28:59;44;0;5;3;9;0;4;5;0;2;2
2019-04-17 07:29:59;44;0;5;3;9;0;4;5;0;2;2
2019-04-17 07:30:58;44;0;5;3;9;0;4;5;0;2;2
2019-04-17 07:31:59;44;0;5;3;9;0;4;5;0;2;2
2019-04-17 07:32:58;44;0;5;3;9;0;4;5;0;2;2
2019-04-17 07:33:59;46;0;5;3;9;0;4;5;0;2;2
2019-04-17 07:34:59;46;0;5;3;9;0;4;5;0;2;2
2019-04-17 07:35:58;46;0;5;3;9;0;4;5;0;2;2
2019-04-17 07:36:59;46;0;5;3;9;0;4;5;0;2;2
2019-04-17 07:37:59;46;0;5;3;9;0;4;5;0;2;2
2019-04-17 07:38:58;46;0;5;3;9;0;4;5;0;2;2
2019-04-17 07:39:59;46;0;5;3;9;0;4;5;0;2;2
2019-04-17 07:41:00;47;0;5;3;9;2;4;5;0;2;2
2019-04-17 07:41:58;47;0;5;3;9;2;4;5;0;2;2
2019-04-17 07:42:59;47;0;5;3;9;2;4;5;0;2;2
2019-04-17 07:43:58;47;0;5;3;9;2;4;5;0;2;2
2019-04-17 07:44:59;47;0;5;3;9;2;4;5;0;2;2
2019-04-17 07:45:59;47;0;5;3;9;2;4;5;0;2;2
2019-04-17 07:47:00;47;0;5;3;9;2;4;5;0;2;2
2019-04-17 07:47:58;47;0;5;3;9;2;4;5;0;2;2
2019-04-17 07:48:59;48;0;5;3;9;2;4;6;0;2;2
2019-04-17 07:49:58;48;0;5;3;9;2;4;6;0;2;2
2019-04-17 07:50:59;48;0;5;3;9;2;4;6;0;2;2
2019-04-17 07:51:59;48;0;5;3;9;2;4;6;0;2;2
2019-04-17 07:52:58;48;0;5;3;9;2;4;6;0;2;2
2019-04-17 07:53:59;48;0;5;3;9;2;4;6;0;2;2
2019-04-17 07:54:59;48;0;5;3;9;2;4;6;0;2;2
2019-04-17 07:55:58;48;0;5;3;9;2;4;6;0;2;2
2019-04-17 07:56:59;48;0;5;3;9;2;4;6;0;2;2
2019-04-17 07:57:58;48;0;5;3;9;2;4;6;0;2;2
2019-04-17 07:58:59;48;0;5;3;9;2;4;6;0;2;2
2019-04-17 07:59:59;48;0;5;3;9;2;4;6;0;2;2
2019-04-17 08:01:00;48;0;5;3;9;2;4;6;0;2;2
2019-04-17 08:01:58;48;0;5;3;9;2;4;6;0;2;2
2019-04-17 08:02:59;48;0;5;3;9;2;4;6;0;2;2
2019-04-17 08:04:00;48;0;5;3;9;2;4;6;0;2;2
2019-04-17 08:04:58;48;0;5;3;9;2;4;6;0;2;2
2019-04-17 08:05:59;48;0;5;3;9;2;4;6;0;2;2
2019-04-17 08:06:58;48;0;5;3;9;2;4;6;0;2;2
2019-04-17 08:07:59;48;0;5;3;9;2;4;6;0;2;2
2019-04-17 08:08:59;48;0;5;3;9;2;4;6;0;2;2
2019-04-17 08:09:58;49;0;5;3;9;2;4;6;0;2;2
2019-04-17 08:10:59;49;0;5;3;9;2;4;6;0;2;2
2019-04-17 08:11:59;49;0;5;3;9;2;4;6;0;2;2
2019-04-17 08:12:58;49;0;5;3;9;2;4;6;0;2;2
2019-04-17 08:13:59;50;0;5;3;9;2;4;6;0;2;0
2019-04-17 08:14:59;50;0;5;3;9;2;4;6;0;2;0
2019-04-17 08:15:58;50;0;5;3;9;2;4;6;0;2;0
2019-04-17 08:16:59;51;0;5;3;9;2;4;6;0;2;0
2019-04-17 08:17:59;51;0;5;3;9;2;4;6;0;2;0
2019-04-17 08:18:58;51;0;5;3;9;2;4;6;0;2;0
2019-04-17 08:19:59;52;0;5;3;9;2;5;6;0;2;0
2019-04-17 08:20:58;52;0;5;3;9;2;5;6;0;2;0
2019-04-17 08:21:59;52;0;5;3;9;2;5;6;0;2;0
2019-04-17 08:22:58;52;0;5;3;9;2;5;6;0;2;0
2019-04-17 08:23:59;52;0;5;3;9;2;5;6;0;2;0
2019-04-17 08:24:59;52;0;5;3;9;2;5;6;0;2;0
2019-04-17 08:25:58;52;0;5;3;9;2;5;6;0;2;0
2019-04-17 08:26:59;52;0;5;3;9;2;5;6;0;2;0
2019-04-17 08:27:59;52;0;5;3;9;2;5;6;0;2;0
2019-04-17 08:28:58;52;0;5;3;9;2;5;6;0;2;0
2019-04-17 08:29:59;52;0;5;3;9;2;5;6;0;2;0
2019-04-17 08:30:59;52;0;5;3;9;2;5;6;0;2;0
2019-04-17 08:31:58;52;0;5;3;9;2;5;6;0;2;0
2019-04-17 08:32:59;52;0;5;3;9;2;5;6;0;2;0
2019-04-17 08:33:58;53;0;6;3;9;2;5;6;0;2;0
2019-04-17 08:34:59;53;0;6;3;9;2;5;6;0;2;0
2019-04-17 08:35:59;53;0;6;3;9;2;5;6;0;2;0
2019-04-17 08:36:58;53;0;6;3;9;2;5;6;0;2;0
2019-04-17 08:37:59;54;0;6;3;10;2;5;6;0;2;0
2019-04-17 08:38:59;55;0;7;3;10;2;5;6;0;2;0
2019-04-17 08:39:58;55;0;7;3;10;2;5;6;0;2;0
2019-04-17 08:40:59;56;0;7;3;11;2;5;6;0;2;0
2019-04-17 08:41:58;56;0;7;3;11;2;5;6;0;2;0
2019-04-17 08:42:59;56;0;7;3;11;2;5;6;0;2;0
2019-04-17 08:43:59;56;0;7;3;11;2;5;6;0;2;0
2019-04-17 08:44:59;56;0;7;3;11;2;5;6;0;2;0
2019-04-17 08:45:58;57;0;8;3;11;2;5;6;0;2;0
2019-04-17 08:46:59;57;0;8;3;11;2;5;6;0;2;0
2019-04-17 08:47:59;57;0;8;3;11;2;5;6;0;2;0
2019-04-17 08:48:58;57;0;8;3;11;2;5;6;0;2;0
2019-04-17 08:49:59;57;0;8;3;11;2;5;6;0;2;0
2019-04-17 08:50:59;57;0;8;3;11;2;5;6;0;2;0
2019-04-17 08:51:58;57;0;8;3;11;2;5;6;0;2;0
2019-04-17 08:52:59;57;0;8;3;11;2;5;6;0;2;0
2019-04-17 08:53:59;57;0;8;3;11;2;5;6;0;2;0
2019-04-17 08:54:58;57;0;8;3;11;2;5;6;0;2;0
2019-04-17 08:55:59;57;0;8;3;11;2;5;6;0;2;0
2019-04-17 08:56:59;57;0;8;3;11;2;5;6;0;2;0
2019-04-17 08:57:58;57;0;8;3;11;2;5;6;0;2;0
2019-04-17 08:58:59;58;0;8;3;11;2;5;6;0;2;0
2019-04-17 08:59:59;58;0;8;3;11;2;5;6;0;2;0
2019-04-17 09:00:58;58;0;8;3;11;2;5;6;0;2;0
2019-04-17 09:01:59;58;0;8;3;11;2;5;6;0;2;0
2019-04-17 09:02:59;59;0;8;3;11;2;5;6;0;2;2
2019-04-17 09:03:58;59;0;8;3;11;2;5;6;0;2;3
2019-04-17 09:04:59;60;0;8;3;11;2;5;6;0;0;3
2019-04-17 09:05:59;60;0;8;3;11;2;5;6;0;0;3
2019-04-17 09:06:58;60;0;8;3;11;2;5;6;0;0;3
2019-04-17 09:07:59;60;0;8;3;11;2;5;6;0;0;3
2019-04-17 09:08:59;60;0;8;3;11;2;5;6;0;0;3
2019-04-17 09:09:58;60;0;8;3;11;2;5;6;0;0;3
2019-04-17 09:10:59;60;0;8;3;11;2;5;6;0;0;3
2019-04-17 09:11:59;60;0;8;3;11;2;5;6;0;0;3
2019-04-17 09:12:58;60;0;8;3;11;2;5;6;0;0;3
2019-04-17 09:13:59;60;0;8;3;11;2;5;6;0;0;3
2019-04-17 09:14:59;60;0;8;3;11;2;5;6;0;0;3
2019-04-17 09:15:58;60;0;8;3;11;2;5;6;0;0;3
2019-04-17 09:16:59;60;0;8;3;11;2;5;6;0;0;3
2019-04-17 09:17:59;60;0;8;3;11;2;5;6;0;0;3
2019-04-17 09:18:59;60;0;8;3;11;2;5;6;0;0;3
2019-04-17 09:19:58;60;0;8;3;11;2;5;6;0;0;3
2019-04-17 09:20:59;60;0;8;3;11;2;5;6;0;0;3
2019-04-17 09:21:59;60;0;8;3;11;2;5;6;0;0;3
2019-04-17 09:22:58;60;0;8;3;11;2;5;6;0;0;3
2019-04-17 09:23:59;60;0;8;3;11;2;5;6;0;0;3
2019-04-17 09:24:59;60;0;8;3;11;2;5;6;0;0;3
2019-04-17 09:25:58;60;0;8;3;11;0;5;6;0;2;3
2019-04-17 09:26:59;60;0;8;3;11;0;5;6;0;2;3
2019-04-17 09:27:58;61;0;9;3;11;0;5;6;0;2;3
2019-04-17 09:28:59;61;0;9;3;11;0;5;6;0;2;3
2019-04-17 09:29:59;62;0;9;3;11;0;5;6;0;2;3
2019-04-17 09:30:58;62;0;9;3;11;0;5;6;0;2;3
2019-04-17 09:31:59;63;0;9;3;11;0;5;6;0;2;3
2019-04-17 09:32:59;63;0;9;3;11;0;5;6;0;2;3
2019-04-17 09:33:58;63;0;9;3;11;0;5;6;0;2;3
2019-04-17 09:34:59;63;0;9;3;11;0;5;6;0;2;3
2019-04-17 09:35:59;63;0;9;3;11;0;5;6;0;2;3
2019-04-17 09:36:58;63;0;9;3;11;0;5;6;0;2;3
2019-04-17 09:37:59;63;0;9;3;11;0;5;6;0;2;3
2019-04-17 09:38:59;63;0;9;3;11;0;5;6;0;2;3
2019-04-17 09:39:59;63;0;9;3;11;0;5;6;0;2;3
2019-04-17 09:40:58;63;0;9;3;11;0;5;6;0;2;3
2019-04-17 09:41:59;63;0;9;3;11;0;5;6;0;2;3
2019-04-17 09:42:59;63;0;9;3;11;0;5;6;0;2;3
2019-04-17 09:43:59;63;0;9;3;11;0;5;6;0;2;3
2019-04-17 09:44:59;63;0;9;3;11;0;5;6;0;2;3
2019-04-17 09:45:59;63;0;9;3;11;0;5;6;0;2;3
2019-04-17 09:46:58;63;0;9;3;11;0;5;6;0;2;3
2019-04-17 09:47:59;63;0;9;3;11;0;5;6;0;2;3
2019-04-17 09:48:59;63;0;9;3;11;0;5;6;0;2;3
2019-04-17 09:49:58;63;0;9;3;11;0;5;6;0;2;3
2019-04-17 09:50:59;63;0;9;3;11;0;5;6;0;2;3
2019-04-17 09:51:59;63;0;9;3;11;0;5;6;0;2;3
2019-04-17 09:52:58;63;0;9;3;11;0;5;6;0;2;3
2019-04-17 09:53:59;63;0;9;3;11;0;5;6;0;2;3
2019-04-17 09:54:59;63;0;9;3;11;0;5;6;0;2;3
2019-04-17 09:55:58;63;0;9;3;11;0;5;6;0;2;3
2019-04-17 09:56:59;63;0;9;3;11;0;5;6;0;2;3
2019-04-17 09:57:58;63;0;9;3;11;0;5;6;0;2;3
2019-04-17 09:58:59;63;0;9;3;11;0;5;6;0;2;3
2019-04-17 09:59:59;64;0;9;4;11;0;5;6;0;2;3
2019-04-17 10:00:58;64;0;9;4;11;0;5;6;0;2;3
2019-04-17 10:01:59;64;0;9;4;11;0;5;6;0;2;3
2019-04-17 10:02:59;64;0;9;4;11;0;5;6;0;2;3
2019-04-17 10:03:58;65;0;9;4;11;0;5;6;0;2;3
2019-04-17 10:04:59;65;0;9;4;11;0;5;6;0;2;3
2019-04-17 10:05:59;65;0;9;4;11;0;5;6;0;2;3
2019-04-17 10:06:58;65;0;9;4;11;0;5;6;0;2;3
2019-04-17 10:07:59;65;0;9;4;11;0;5;6;0;2;3
2019-04-17 10:08:58;65;0;9;4;11;0;5;6;0;2;3
2019-04-17 10:09:59;65;0;10;4;11;0;5;5;0;2;3
2019-04-17 10:10:59;65;0;10;4;11;0;5;5;0;2;3
2019-04-17 10:11:59;65;0;10;4;11;0;5;5;0;2;3
2019-04-17 10:12:58;65;0;10;4;11;0;5;5;0;2;3
2019-04-17 10:13:59;65;0;10;4;11;0;5;5;0;2;3
2019-04-17 10:14:58;65;0;10;4;11;0;5;5;0;2;3
2019-04-17 10:15:59;65;0;10;4;11;0;5;5;0;2;3
2019-04-17 10:16:59;66;0;11;4;11;0;5;5;0;2;3
2019-04-17 10:17:58;66;0;11;4;11;0;5;5;0;2;3
2019-04-17 10:18:59;66;0;11;4;11;0;5;5;0;2;3
2019-04-17 10:19:59;66;0;11;4;11;0;5;5;0;2;3
2019-04-17 10:20:58;66;0;11;4;11;0;5;5;0;2;3
2019-04-17 10:21:59;66;0;11;4;11;0;5;5;0;2;3
2019-04-17 10:22:59;66;0;11;4;11;0;5;5;0;2;3
2019-04-17 10:23:58;66;0;11;4;11;0;5;5;0;2;3
2019-04-17 10:24:59;67;0;12;4;11;0;5;5;0;2;3
2019-04-17 10:25:59;67;0;12;4;11;0;5;5;0;2;3
2019-04-17 10:26:58;67;0;12;4;11;0;5;5;0;2;3
2019-04-17 10:27:59;67;0;12;4;11;0;5;5;0;2;3
2019-04-17 10:29:00;67;0;12;4;11;0;5;5;0;2;3
2019-04-17 10:29:58;67;0;12;4;11;0;5;5;0;2;3
2019-04-17 10:30:59;67;0;12;4;11;0;5;5;0;2;3
2019-04-17 10:31:58;67;0;12;4;11;0;5;5;0;2;3
2019-04-17 10:32:59;67;0;12;4;11;0;5;5;0;2;3
2019-04-17 10:33:58;67;0;12;4;11;0;5;5;0;2;3
2019-04-17 10:34:59;67;0;12;4;11;0;5;5;0;2;3
2019-04-17 10:35:59;67;0;12;4;11;0;5;5;0;2;3
2019-04-17 10:36:59;66;0;12;4;11;0;5;5;0;2;3
2019-04-17 10:37:59;66;0;12;4;11;0;5;5;0;2;3
2019-04-17 10:39:00;66;0;12;4;11;0;5;5;0;2;3
2019-04-17 10:39:58;66;0;12;4;11;0;5;5;0;2;3
2019-04-17 10:40:59;66;0;12;4;11;0;5;5;0;2;3
2019-04-17 10:41:58;66;0;12;4;11;0;5;5;0;2;3
2019-04-17 10:42:59;66;0;12;4;11;0;5;5;0;2;3
2019-04-17 10:43:59;66;0;12;4;11;0;5;5;0;2;3
2019-04-17 10:44:59;66;0;12;4;11;0;5;5;0;2;3
2019-04-17 10:45:58;67;0;13;4;11;0;5;5;0;2;3
2019-04-17 10:46:59;67;0;13;4;11;0;5;5;0;2;3
2019-04-17 10:47:59;67;0;13;4;11;0;5;5;0;2;3
2019-04-17 10:48:58;67;0;13;4;11;0;5;5;0;2;3
2019-04-17 10:49:59;67;0;13;4;11;0;5;5;0;2;3
2019-04-17 10:50:59;68;0;14;4;11;0;5;5;0;2;3
2019-04-17 10:51:58;68;0;14;4;11;0;5;5;0;2;3
2019-04-17 10:52:59;68;0;14;4;11;0;5;5;0;2;3
2019-04-17 10:53:58;68;0;14;4;11;0;5;5;0;2;3
2019-04-17 10:54:59;68;0;14;4;11;0;5;5;0;2;3
2019-04-17 10:55:59;68;0;14;4;11;0;5;5;0;2;3
2019-04-17 10:56:58;68;0;14;4;11;0;5;5;0;2;3
2019-04-17 10:57:59;68;0;14;4;11;0;5;5;0;2;3
2019-04-17 10:59:00;68;0;14;4;11;0;5;5;0;2;3
2019-04-17 10:59:58;68;0;14;4;11;0;5;5;0;2;3
2019-04-17 11:00:59;68;0;14;4;11;0;5;5;0;2;3
2019-04-17 11:01:58;68;0;14;4;11;0;5;5;0;2;3
2019-04-17 11:02:59;68;0;14;4;11;0;5;5;0;2;3
2019-04-17 11:03:59;68;0;14;4;11;0;5;5;0;2;3
2019-04-17 11:04:58;68;0;14;4;11;0;5;5;0;2;3
2019-04-17 11:05:59;68;0;14;4;11;0;5;5;0;2;3
2019-04-17 11:06:59;68;0;14;4;11;0;5;5;0;2;3
2019-04-17 11:07:58;69;0;15;4;11;0;5;5;0;2;3
2019-04-17 11:08:59;69;0;15;4;11;0;5;5;0;2;3
2019-04-17 11:09:59;70;0;15;4;11;0;5;5;0;2;3
2019-04-17 11:10:58;70;0;15;4;11;0;5;5;0;2;3
2019-04-17 11:11:59;70;0;15;4;11;0;5;5;0;2;3
2019-04-17 11:12:59;70;0;15;4;11;0;5;5;0;2;3
2019-04-17 11:13:58;70;0;15;4;11;0;5;5;0;2;3
2019-04-17 11:14:59;70;0;15;4;11;0;5;5;0;2;3
2019-04-17 11:15:58;70;4;15;4;11;0;5;5;0;0;3
2019-04-17 11:16:59;71;4;16;4;11;0;5;5;0;0;3
2019-04-17 11:17:59;72;5;16;4;11;0;5;5;0;0;3
2019-04-17 11:18:59;73;6;16;4;11;0;5;5;0;0;3
2019-04-17 11:19:58;74;7;16;4;11;0;5;5;0;0;3
2019-04-17 11:20:59;75;8;16;4;11;0;5;5;0;0;3
2019-04-17 11:22:00;75;8;16;4;11;0;5;5;0;0;3
2019-04-17 11:22:58;75;8;16;4;11;0;5;5;0;0;3
2019-04-17 11:23:59;75;9;15;4;11;0;5;5;0;0;3
2019-04-17 11:24:58;75;9;15;4;11;0;5;5;0;0;3
2019-04-17 11:25:59;77;10;15;5;11;0;5;5;0;0;3
2019-04-17 11:26:59;77;10;15;5;11;0;5;5;0;0;3
2019-04-17 11:27:59;80;12;15;6;11;0;5;5;0;0;3
2019-04-17 11:28:58;81;13;15;6;11;0;5;5;0;0;3
2019-04-17 11:29:59;82;14;15;6;11;0;5;5;0;0;3
2019-04-17 11:30:58;82;14;15;6;11;0;5;5;0;0;3
2019-04-17 11:31:59;82;14;15;6;11;0;5;5;0;0;3
2019-04-17 11:32:59;82;14;15;6;11;0;5;5;0;0;3
2019-04-17 11:33:58;83;14;16;6;11;0;5;5;0;0;3
2019-04-17 11:34:59;84;15;16;6;11;0;5;5;0;0;3
2019-04-17 11:35:59;84;15;16;6;11;0;5;5;0;0;3
2019-04-17 11:36:58;85;16;16;6;11;0;5;5;0;0;3
2019-04-17 11:37:59;85;16;16;6;11;0;5;5;0;0;3
2019-04-17 11:38:58;85;16;16;6;11;0;5;5;0;0;3
2019-04-17 11:39:59;85;16;16;6;11;0;5;5;0;0;3
2019-04-17 11:40:59;85;16;16;6;11;0;5;5;0;0;3
2019-04-17 11:41:58;85;16;16;6;11;0;5;5;0;0;3
2019-04-17 11:42:59;85;16;16;6;11;0;5;5;0;0;3
2019-04-17 11:43:59;86;16;17;6;11;0;5;5;0;0;3
2019-04-17 11:44:58;86;16;17;6;11;0;5;5;0;0;3
2019-04-17 11:45:59;86;16;17;6;11;0;5;5;0;0;3
2019-04-17 11:46:59;86;16;17;6;11;0;5;5;0;0;3
2019-04-17 11:47:58;87;16;17;6;11;2;5;5;0;0;3
2019-04-17 11:48:59;87;16;17;6;11;2;5;5;0;0;3
2019-04-17 11:49:59;88;17;18;6;11;2;4;5;0;0;3
2019-04-17 11:50:58;88;17;18;6;11;2;4;5;0;0;3
2019-04-17 11:51:59;88;17;18;6;11;2;4;5;0;0;3
2019-04-17 11:52:59;89;18;18;6;11;2;4;5;0;0;3
2019-04-17 11:53:58;90;19;18;6;11;2;4;5;0;0;3
2019-04-17 11:54:59;90;19;18;6;11;2;4;5;0;0;3
2019-04-17 11:55:58;90;19;18;6;11;2;4;5;0;0;3
2019-04-17 11:56:59;90;19;18;6;11;2;4;5;0;0;3
2019-04-17 11:57:59;90;19;18;6;11;2;4;5;0;0;3
2019-04-17 11:58:58;90;19;18;6;11;2;4;5;0;0;3
2019-04-17 11:59:59;90;19;18;6;11;2;4;5;0;0;3
2019-04-17 12:00:59;90;19;18;6;11;2;4;5;0;0;3
2019-04-17 12:01:58;90;19;18;6;11;2;4;5;0;0;3
2019-04-17 12:02:59;90;19;18;6;11;2;4;5;0;0;3
2019-04-17 12:03:59;92;19;19;6;11;2;4;5;0;0;3
2019-04-17 12:04:58;92;19;19;6;11;2;4;5;0;0;3
2019-04-17 12:05:59;92;19;19;6;11;2;4;5;0;0;3
2019-04-17 12:06:59;92;19;19;6;11;2;4;5;0;0;3
2019-04-17 12:07:58;92;19;19;6;11;2;4;5;0;0;3
2019-04-17 12:08:59;92;20;18;6;11;2;4;5;0;0;3
2019-04-17 12:09:59;93;21;18;6;11;2;4;5;0;0;3
2019-04-17 12:10:58;95;22;18;6;12;2;4;5;0;0;3
2019-04-17 12:11:59;96;23;18;6;12;2;4;5;0;0;3
2019-04-17 12:12:59;96;23;18;6;12;2;4;5;0;0;3
2019-04-17 12:13:58;97;24;18;6;12;2;4;5;0;0;3
2019-04-17 12:14:59;98;24;19;6;12;2;4;5;0;0;3
2019-04-17 12:15:59;98;24;19;6;12;2;4;5;0;0;3
2019-04-17 12:16:58;98;24;19;6;12;2;4;5;0;0;3
2019-04-17 12:17:59;98;24;19;6;12;2;4;5;0;0;3
2019-04-17 12:18:59;100;27;19;6;12;2;4;5;0;0;3
2019-04-17 12:19:58;101;27;20;6;12;2;4;5;0;0;3
2019-04-17 12:20:59;101;28;20;6;12;2;4;5;0;2;3
2019-04-17 12:21:58;101;28;20;6;12;2;4;5;0;2;3
2019-04-17 12:22:59;101;29;19;6;12;2;4;5;0;2;3
2019-04-17 12:23:59;103;30;20;6;12;2;4;5;0;2;3
2019-04-17 12:24:58;103;30;20;6;12;2;4;5;0;2;3
2019-04-17 12:25:59;105;31;20;6;12;2;4;5;0;2;3
2019-04-17 12:26:59;106;32;20;6;12;2;4;5;0;2;3
2019-04-17 12:27:58;107;33;20;6;12;2;4;5;0;2;3
2019-04-17 12:28:59;107;33;20;6;12;2;4;5;0;2;3
2019-04-17 12:29:59;110;35;21;6;12;2;4;5;0;2;3
2019-04-17 12:30:58;111;36;21;6;12;2;4;5;0;2;3
2019-04-17 12:31:59;111;36;21;6;12;2;4;5;0;2;3
2019-04-17 12:32:59;111;36;21;6;12;2;4;5;0;2;3
2019-04-17 12:33:58;111;36;21;6;12;2;4;5;0;2;3
2019-04-17 12:34:59;111;36;21;6;12;2;4;5;0;2;3
2019-04-17 12:35:59;111;36;21;6;12;2;4;5;0;2;3
2019-04-17 12:36:58;110;36;21;6;12;2;4;5;0;2;3
2019-04-17 12:37:59;110;36;21;6;12;2;4;5;0;2;3
2019-04-17 12:38:58;110;36;21;6;12;2;4;5;0;2;3
2019-04-17 12:39:59;110;36;21;6;12;2;4;5;0;2;3
2019-04-17 12:40:59;110;36;21;6;12;2;4;5;0;2;3
2019-04-17 12:41:58;110;36;21;6;12;2;4;5;0;2;3
2019-04-17 12:42:59;110;36;21;6;12;2;4;5;0;2;3
2019-04-17 12:43:59;111;37;21;6;12;2;4;5;0;2;3
2019-04-17 12:44:58;111;37;21;6;12;2;4;5;0;2;3
2019-04-17 12:45:59;111;37;21;6;12;2;4;5;0;2;3
2019-04-17 12:46:59;111;37;21;6;12;2;4;5;0;2;3
2019-04-17 12:47:59;111;37;21;6;12;2;4;5;0;2;3
2019-04-17 12:48:58;111;37;21;6;12;2;4;5;0;2;3
2019-04-17 12:49:59;111;37;21;6;12;2;4;5;0;2;3
2019-04-17 12:50:58;111;37;21;6;12;2;4;5;0;2;3
2019-04-17 12:51:59;111;37;21;6;12;2;4;5;0;2;3
2019-04-17 12:52:59;111;37;21;6;12;2;4;5;0;2;3
2019-04-17 12:53:58;111;37;21;6;12;2;4;5;0;2;3
2019-04-17 12:54:59;111;37;21;6;12;2;4;5;0;2;3
2019-04-17 12:55:59;111;37;21;6;12;2;4;5;0;2;3
2019-04-17 12:56:58;111;37;21;6;12;2;4;5;0;2;3
2019-04-17 12:57:59;112;38;21;6;12;2;4;5;0;2;3
2019-04-17 12:58:59;113;39;21;6;12;2;4;5;0;2;3
2019-04-17 12:59:58;114;40;21;6;12;2;4;5;0;2;3
2019-04-17 13:00:59;114;40;21;6;12;2;4;5;0;2;3
2019-04-17 13:01:59;115;41;21;6;12;2;4;5;0;2;3
2019-04-17 13:02:59;115;41;21;6;12;2;4;5;0;2;3
2019-04-17 13:03:58;115;41;21;6;12;2;4;5;0;2;3
2019-04-17 13:04:59;118;43;22;6;12;2;4;5;0;2;3
2019-04-17 13:05:59;118;43;22;6;12;2;4;5;0;2;3
2019-04-17 13:06:58;118;43;22;6;12;2;4;5;0;2;3
