datetime;total_votes;redslot;phoenyxxx;navalny;Plancus;FRANNI;jakesnake;Terkin;LumberJack;bf6;isen
2020-06-03 06:33:59;83;26;21;0;6;6;0;0;3;2;2
2020-06-03 06:34:59;83;26;21;0;6;6;0;0;3;2;2
2020-06-03 06:35:58;83;26;21;0;6;6;0;0;3;2;2
2020-06-03 06:37:00;83;26;21;0;6;6;0;0;3;2;2
2020-06-03 06:37:58;83;26;21;0;6;6;0;0;3;2;2
2020-06-03 06:38:59;83;26;21;0;6;6;0;0;3;2;2
2020-06-03 06:39:58;83;26;21;0;6;6;0;0;3;2;2
2020-06-03 06:40:59;83;26;21;0;6;6;0;0;3;2;2
2020-06-03 06:41:58;83;26;21;0;6;6;0;0;3;2;2
2020-06-03 06:42:59;83;26;21;0;6;6;0;0;3;2;2
2020-06-03 06:43:59;83;26;21;0;6;6;0;0;3;2;2
2020-06-03 06:44:58;83;26;21;0;6;6;0;0;3;2;2
2020-06-03 06:45:59;83;26;21;0;6;6;0;0;3;2;2
2020-06-03 06:46:58;83;26;21;0;6;6;0;0;3;2;2
2020-06-03 06:47:59;84;27;21;0;6;6;0;0;3;2;2
2020-06-03 06:48:59;84;27;21;0;6;6;0;0;3;2;2
2020-06-03 06:49:58;84;27;21;0;6;6;0;0;3;2;2
2020-06-03 06:50:59;84;27;21;0;6;6;0;0;3;2;2
2020-06-03 06:52:00;84;27;21;0;6;6;0;0;3;2;2
2020-06-03 06:52:58;84;27;21;0;6;6;0;0;3;2;2
2020-06-03 06:53:59;84;27;21;0;6;6;0;0;3;2;2
2020-06-03 06:54:59;84;27;21;0;6;6;0;0;3;2;2
2020-06-03 06:55:58;84;27;21;0;6;6;0;0;3;2;2
2020-06-03 06:56:59;84;27;21;0;6;6;0;0;3;2;2
2020-06-03 06:57:59;84;27;21;0;6;6;0;0;3;2;2
2020-06-03 06:58:58;84;27;21;0;6;6;0;0;3;2;2
2020-06-03 06:59:59;84;27;21;0;6;6;0;0;3;2;2
2020-06-03 07:00:58;84;27;21;0;6;6;0;0;3;2;2
2020-06-03 07:01:59;84;27;21;0;6;6;0;0;3;2;2
2020-06-03 07:02:58;84;27;21;0;6;6;0;0;3;2;2
2020-06-03 07:03:59;84;27;21;0;6;6;0;0;3;2;2
2020-06-03 07:04:58;84;27;21;0;6;6;0;0;3;2;2
2020-06-03 07:05:59;84;27;21;0;6;6;0;0;3;2;2
2020-06-03 07:06:59;84;27;21;0;6;6;0;0;3;2;2
2020-06-03 07:07:58;84;27;21;0;6;6;0;0;3;2;2
2020-06-03 07:08:59;84;27;21;0;6;6;0;0;3;2;2
2020-06-03 07:09:58;84;27;21;0;6;6;0;0;3;2;2
2020-06-03 07:10:59;84;27;21;0;6;6;0;0;3;2;2
2020-06-03 07:11:58;84;27;21;0;6;6;0;0;3;2;2
2020-06-03 07:12:59;84;27;21;0;6;6;0;0;3;2;2
2020-06-03 07:13:59;84;27;21;0;6;6;0;0;3;2;2
2020-06-03 07:14:58;85;28;21;0;6;6;0;0;3;2;2
2020-06-03 07:15:59;85;28;21;0;6;6;0;0;3;2;2
2020-06-03 07:16:58;85;28;21;0;6;6;0;0;3;2;2
2020-06-03 07:17:59;86;28;22;0;6;6;0;0;3;2;2
2020-06-03 07:18:59;86;28;22;0;6;6;0;0;3;2;2
2020-06-03 07:19:58;86;28;22;0;6;6;0;0;3;2;2
2020-06-03 07:20:59;86;28;22;0;6;6;0;0;3;2;2
2020-06-03 07:21:58;86;28;22;0;6;6;0;0;3;2;2
2020-06-03 07:22:59;86;28;22;0;6;6;0;0;3;2;2
2020-06-03 07:23:59;86;28;22;0;6;6;0;0;3;2;2
2020-06-03 07:24:58;87;28;22;0;6;6;0;0;3;0;2
2020-06-03 07:25:59;87;28;22;0;6;6;0;0;3;0;2
2020-06-03 07:26:58;87;28;22;0;6;6;0;0;3;0;2
2020-06-03 07:27:59;87;28;22;0;6;6;0;0;3;0;2
2020-06-03 07:28:58;87;28;22;0;6;6;0;0;3;0;2
2020-06-03 07:29:59;87;28;22;0;6;6;0;0;3;0;2
2020-06-03 07:30:59;87;28;22;0;6;6;0;0;3;0;2
2020-06-03 07:31:58;87;28;22;0;6;6;0;0;3;0;2
2020-06-03 07:32:59;87;28;22;0;6;6;0;0;3;0;2
2020-06-03 07:33:58;87;28;22;0;6;6;0;0;3;0;2
2020-06-03 07:34:59;87;28;22;0;6;6;0;0;3;0;2
2020-06-03 07:35:59;87;28;22;0;6;6;0;0;3;0;2
2020-06-03 07:36:58;87;28;22;0;6;6;0;0;3;0;2
2020-06-03 07:37:59;87;28;22;0;6;6;0;0;3;0;2
2020-06-03 07:38:58;87;28;22;0;6;6;0;0;3;0;2
2020-06-03 07:39:59;87;28;22;0;6;6;0;0;3;0;2
2020-06-03 07:40:59;87;28;22;0;6;6;0;0;3;0;2
2020-06-03 07:41:58;87;28;22;0;6;6;0;0;3;0;2
2020-06-03 07:42:59;87;28;22;0;6;6;0;0;3;0;2
2020-06-03 07:43:59;87;28;22;0;6;6;0;0;3;0;2
2020-06-03 07:44:58;87;28;22;0;6;6;0;0;3;0;2
2020-06-03 07:45:59;87;28;22;0;6;6;0;0;3;0;2
2020-06-03 07:46:58;87;28;22;0;6;6;0;0;3;0;2
2020-06-03 07:47:59;88;28;23;0;6;6;0;0;3;0;2
2020-06-03 07:48:59;88;28;23;0;6;6;0;0;3;0;2
2020-06-03 07:49:58;88;28;23;0;6;6;0;0;3;0;2
2020-06-03 07:50:59;88;28;23;0;6;6;0;0;3;0;2
2020-06-03 07:51:58;88;28;23;0;6;6;0;0;3;0;2
2020-06-03 07:52:59;88;28;23;0;6;6;0;0;3;0;2
2020-06-03 07:53:58;88;28;23;0;6;6;0;0;3;0;2
2020-06-03 07:55:00;88;28;23;0;6;6;0;0;3;0;2
2020-06-03 07:55:58;88;28;23;0;6;6;0;0;3;0;2
2020-06-03 07:56:59;88;28;23;0;6;6;0;0;3;0;2
2020-06-03 07:57:58;88;28;23;0;6;6;0;0;3;0;2
2020-06-03 07:58:59;88;28;23;0;6;6;0;0;3;0;2
2020-06-03 07:59:58;88;28;23;0;6;6;0;0;3;0;2
2020-06-03 08:00:59;88;28;23;0;6;6;0;0;3;0;2
2020-06-03 08:01:58;88;28;23;0;6;6;0;0;3;0;2
2020-06-03 08:02:59;88;28;23;0;6;6;0;0;3;0;2
2020-06-03 08:03:58;88;28;23;0;6;6;0;0;3;0;2
2020-06-03 08:04:59;89;29;23;0;6;6;0;0;3;0;2
2020-06-03 08:05:58;89;29;23;0;6;6;0;0;3;0;2
2020-06-03 08:06:59;89;29;23;0;6;6;0;0;3;0;2
2020-06-03 08:07:58;89;29;23;0;6;6;0;0;3;0;2
2020-06-03 08:08:59;89;29;23;0;6;6;0;0;3;0;2
2020-06-03 08:09:58;89;29;23;0;6;6;0;0;3;0;2
2020-06-03 08:10:59;89;29;23;0;6;6;0;0;3;0;2
2020-06-03 08:11:58;89;29;23;0;6;6;0;0;3;0;2
2020-06-03 08:12:59;90;30;23;0;6;6;0;0;3;0;2
2020-06-03 08:13:59;90;30;23;0;6;6;0;0;3;0;2
2020-06-03 08:14:58;90;30;23;0;6;6;0;0;3;0;2
2020-06-03 08:15:59;90;30;23;0;6;6;0;0;3;0;2
2020-06-03 08:16:58;90;30;23;0;6;6;0;0;3;0;2
2020-06-03 08:17:59;90;30;23;0;6;6;0;0;3;0;2
2020-06-03 08:18:58;90;30;23;0;6;6;0;0;3;0;2
2020-06-03 08:19:59;90;30;23;0;6;6;0;0;3;0;2
2020-06-03 08:20:59;90;30;23;0;6;6;0;0;3;0;2
2020-06-03 08:21:58;90;30;23;0;6;6;0;0;3;0;2
2020-06-03 08:22:59;90;30;23;0;6;6;0;0;3;0;2
2020-06-03 08:23:59;90;30;23;0;6;6;0;0;3;0;2
2020-06-03 08:24:58;90;30;23;0;6;6;0;0;3;0;2
2020-06-03 08:25:59;90;30;23;0;6;6;0;0;3;0;2
2020-06-03 08:26:58;90;30;23;0;6;6;0;0;3;0;2
2020-06-03 08:27:59;90;30;23;0;6;6;0;0;3;0;2
2020-06-03 08:28:58;90;30;23;0;6;6;0;0;3;0;2
2020-06-03 08:29:59;90;30;23;0;6;6;0;0;3;0;2
2020-06-03 08:30:59;90;30;23;0;6;6;0;0;3;0;2
2020-06-03 08:31:58;90;30;23;0;6;6;0;0;3;0;2
2020-06-03 08:32:59;90;30;23;0;6;6;0;0;3;0;2
2020-06-03 08:33:58;91;30;23;0;6;6;0;0;3;0;2
2020-06-03 08:34:59;91;30;23;0;6;6;0;0;3;0;2
2020-06-03 08:35:59;91;30;23;0;6;6;0;0;3;0;2
2020-06-03 08:36:58;91;30;23;0;6;6;0;0;3;0;2
2020-06-03 08:37:59;91;30;23;0;6;6;0;0;3;0;2
2020-06-03 08:38:59;92;30;23;0;7;6;0;0;3;0;2
2020-06-03 08:39:58;92;30;23;0;7;6;0;0;3;0;2
2020-06-03 08:40:59;92;30;23;0;7;6;0;0;3;0;2
2020-06-03 08:41:59;92;30;23;0;7;6;0;0;3;0;2
2020-06-03 08:42:58;93;30;24;0;7;6;0;0;3;0;2
2020-06-03 08:43:59;93;30;24;0;7;6;0;0;3;0;2
2020-06-03 08:44:58;93;30;24;0;7;6;0;0;3;0;2
2020-06-03 08:45:59;93;30;24;0;7;6;0;0;3;0;2
2020-06-03 08:46:59;94;31;24;0;7;6;0;0;3;0;2
2020-06-03 08:47:58;94;31;24;0;7;6;0;0;3;0;2
2020-06-03 08:48:59;94;31;24;0;7;6;0;0;3;0;2
2020-06-03 08:49:58;94;31;24;0;7;6;0;0;3;0;2
2020-06-03 08:50:59;94;31;24;0;7;6;0;0;3;0;2
2020-06-03 08:51:59;94;31;24;0;7;6;0;0;3;0;2
2020-06-03 08:52:58;95;32;24;0;7;6;0;0;3;0;2
2020-06-03 08:53:59;95;32;24;0;7;6;0;0;3;0;2
2020-06-03 08:54:59;96;33;24;0;7;6;0;0;3;0;2
2020-06-03 08:55:58;96;33;24;0;7;6;0;0;3;0;2
2020-06-03 08:56:59;96;33;24;0;7;6;0;0;3;0;2
2020-06-03 08:57:58;96;33;24;0;7;6;0;0;3;0;2
2020-06-03 08:58:59;96;33;24;0;7;6;0;0;3;0;2
2020-06-03 08:59:58;97;33;24;0;7;6;0;0;3;2;2
2020-06-03 09:00:59;97;33;24;0;7;6;0;0;3;2;2
2020-06-03 09:01:59;97;33;24;0;7;6;0;0;3;2;2
2020-06-03 09:02:58;97;33;24;0;7;6;0;0;3;2;2
2020-06-03 09:03:59;97;33;24;0;7;6;0;0;3;2;2
2020-06-03 09:04:58;97;33;24;0;7;6;0;0;3;2;2
2020-06-03 09:05:59;97;33;24;0;7;6;0;0;3;2;2
2020-06-03 09:06:58;97;33;24;0;7;6;0;0;3;2;2
2020-06-03 09:07:59;97;33;24;0;7;6;0;0;3;2;2
2020-06-03 09:08:58;97;33;24;0;7;6;0;0;3;2;2
2020-06-03 09:09:59;97;33;24;0;7;6;0;0;3;2;2
2020-06-03 09:10:59;97;33;24;0;7;6;0;0;3;2;2
2020-06-03 09:11:58;98;34;24;0;7;6;0;0;3;2;2
2020-06-03 09:12:59;98;34;24;0;7;6;0;0;3;2;2
2020-06-03 09:13:58;98;34;24;0;7;6;0;0;3;2;2
2020-06-03 09:14:59;98;34;24;0;7;6;0;0;3;2;2
2020-06-03 09:15:58;98;34;24;0;7;6;0;0;3;2;2
2020-06-03 09:16:59;98;34;24;0;7;6;0;0;3;2;2
2020-06-03 09:17:58;98;34;24;0;7;6;0;0;3;2;2
2020-06-03 09:18:59;98;34;24;0;7;6;0;0;3;2;2
2020-06-03 09:19:59;98;34;24;0;7;6;0;0;3;2;2
2020-06-03 09:20:58;99;35;24;0;7;6;0;0;3;2;2
2020-06-03 09:21:59;99;35;24;0;7;6;0;0;3;2;2
2020-06-03 09:22:58;99;35;24;0;7;6;0;0;3;2;2
2020-06-03 09:23:59;99;35;24;0;7;6;0;0;3;2;2
2020-06-03 09:24:59;99;35;24;0;7;6;0;0;3;2;2
2020-06-03 09:25:58;99;35;24;0;7;6;0;0;3;2;2
2020-06-03 09:26:59;99;35;24;0;7;6;0;0;3;2;2
2020-06-03 09:27:58;99;35;24;0;7;6;0;0;3;2;2
2020-06-03 09:28:59;99;35;24;0;7;6;0;0;3;2;2
2020-06-03 09:29:58;99;35;24;0;7;6;0;0;3;2;2
2020-06-03 09:30:59;100;36;24;0;7;6;0;0;3;2;2
2020-06-03 09:31:59;100;36;24;0;7;6;0;0;3;2;2
2020-06-03 09:32:58;100;36;24;0;7;6;0;0;3;2;2
2020-06-03 09:33:59;100;36;24;0;7;6;0;0;3;2;2
2020-06-03 09:34:59;100;36;24;0;7;6;0;0;3;2;2
2020-06-03 09:35:58;101;37;24;0;7;6;0;0;3;2;2
2020-06-03 09:36:59;101;37;24;0;7;6;0;0;3;2;2
2020-06-03 09:37:58;101;37;24;0;7;6;0;0;3;2;2
2020-06-03 09:38:59;101;37;24;0;7;6;0;0;3;2;2
2020-06-03 09:39:59;102;37;24;0;7;7;0;0;3;2;2
2020-06-03 09:40:58;102;37;24;0;7;7;0;0;3;2;2
2020-06-03 09:42:00;103;38;24;0;7;7;0;0;3;2;2
2020-06-03 09:42:58;103;38;24;0;7;7;0;0;3;2;2
2020-06-03 09:43:59;103;38;24;0;7;7;0;0;3;2;2
2020-06-03 09:44:58;105;39;25;0;7;7;0;0;3;2;2
2020-06-03 09:46:00;105;39;25;0;7;7;0;0;3;2;2
2020-06-03 09:46:58;105;39;25;0;7;7;0;0;3;2;2
2020-06-03 09:47:59;106;39;25;0;7;7;0;0;3;2;2
2020-06-03 09:48:59;106;39;25;0;7;7;0;0;3;2;2
2020-06-03 09:49:58;106;39;25;0;7;7;0;0;3;2;2
2020-06-03 09:50:59;106;39;25;0;7;7;0;0;3;2;2
2020-06-03 09:51:58;107;40;25;0;7;7;0;0;3;2;2
2020-06-03 09:52:59;107;40;25;0;7;7;0;0;3;2;2
2020-06-03 09:53:58;107;40;25;0;7;7;0;0;3;2;2
2020-06-03 09:54:59;107;40;25;0;7;7;0;0;3;2;2
2020-06-03 09:55:58;107;40;25;0;7;7;0;0;3;2;2
2020-06-03 09:56:59;107;40;25;0;7;7;0;0;3;2;2
2020-06-03 09:57:59;107;40;25;0;7;7;0;0;3;2;2
2020-06-03 09:58:58;107;40;25;0;7;7;0;0;3;2;2
2020-06-03 09:59:59;108;41;25;0;7;7;0;0;3;2;2
2020-06-03 10:00:58;108;41;25;0;7;7;0;0;3;2;2
2020-06-03 10:01:59;108;41;25;0;7;7;0;0;3;2;2
2020-06-03 10:02:58;108;41;25;0;7;7;0;0;3;2;2
2020-06-03 10:03:59;108;41;25;0;7;7;0;0;3;2;2
2020-06-03 10:04:58;108;41;25;0;7;7;0;0;3;2;2
2020-06-03 10:05:59;108;41;25;0;7;7;0;0;3;2;2
2020-06-03 10:06:58;108;41;25;0;7;7;0;0;3;2;2
2020-06-03 10:07:59;108;41;25;0;7;7;0;0;3;2;2
2020-06-03 10:08:59;108;41;25;0;7;7;0;0;3;2;2
2020-06-03 10:09:58;108;41;25;0;7;7;0;0;3;2;2
2020-06-03 10:10:59;108;41;25;0;7;7;0;0;3;2;2
2020-06-03 10:11:59;108;41;25;0;7;7;0;0;3;2;2
2020-06-03 10:12:58;108;41;25;0;7;7;0;0;3;2;2
2020-06-03 10:13:59;108;41;25;0;7;7;0;0;3;2;2
2020-06-03 10:14:58;108;41;25;0;7;7;0;0;3;2;2
2020-06-03 10:15:59;108;41;25;0;7;7;0;0;3;2;2
2020-06-03 10:16:58;108;41;25;0;7;7;0;0;3;2;2
2020-06-03 10:17:59;108;41;25;0;7;7;0;0;3;2;2
2020-06-03 10:18:58;108;41;25;0;7;7;0;0;3;2;2
2020-06-03 10:19:59;108;41;25;0;7;7;0;0;3;2;2
2020-06-03 10:20:58;108;41;25;0;7;7;0;0;3;2;2
2020-06-03 10:21:59;108;41;25;0;7;7;0;0;3;2;2
2020-06-03 10:22:58;108;41;25;0;7;7;0;0;3;2;2
2020-06-03 10:23:59;108;41;25;0;7;7;0;0;3;2;2
2020-06-03 10:24:59;108;41;25;0;7;7;0;0;3;2;2
2020-06-03 10:25:58;108;41;25;0;7;7;0;0;3;2;2
2020-06-03 10:26:59;108;41;25;0;7;7;0;0;3;2;2
2020-06-03 10:27:58;108;41;25;0;7;7;0;0;3;2;2
2020-06-03 10:28:59;108;41;25;0;7;7;0;0;3;2;2
2020-06-03 10:29:58;108;41;25;2;7;7;0;0;3;2;2
2020-06-03 10:30:59;108;41;25;2;7;7;0;0;3;2;2
2020-06-03 10:31:58;108;41;25;2;7;7;0;0;3;2;2
2020-06-03 10:32:59;108;41;25;2;7;7;0;0;3;2;2
2020-06-03 10:33:58;108;41;25;2;7;7;0;0;3;2;2
2020-06-03 10:34:59;109;42;25;2;7;7;0;0;3;2;2
2020-06-03 10:35:58;109;42;25;2;7;7;0;0;3;2;2
2020-06-03 10:36:59;109;42;25;2;7;7;0;0;3;2;2
2020-06-03 10:37:58;109;42;25;2;7;7;0;0;3;2;2
2020-06-03 10:38:59;109;42;25;2;7;7;0;0;3;2;2
2020-06-03 10:39:58;109;42;25;2;7;7;0;0;3;2;2
2020-06-03 10:40:59;109;42;25;2;7;7;0;0;3;2;2
2020-06-03 10:41:59;109;42;25;2;7;7;0;0;3;2;2
2020-06-03 10:42:58;109;42;25;2;7;7;0;0;3;2;2
2020-06-03 10:43:59;109;42;25;2;7;7;0;0;3;2;2
2020-06-03 10:44:58;109;42;25;2;7;7;0;0;3;2;2
2020-06-03 10:45:59;109;42;25;2;7;7;0;0;3;2;2
2020-06-03 10:46:58;109;42;25;2;7;7;0;0;3;2;2
2020-06-03 10:47:59;109;42;25;2;7;7;0;0;3;2;2
2020-06-03 10:48:59;109;42;25;2;7;7;0;0;3;2;2
2020-06-03 10:49:58;109;42;25;2;7;7;0;0;3;2;2
2020-06-03 10:50:59;109;42;25;2;7;7;0;0;3;2;2
2020-06-03 10:51:58;109;42;25;2;7;7;0;0;3;2;2
2020-06-03 10:52:59;110;42;25;2;7;8;0;0;3;2;2
2020-06-03 10:53:58;110;42;25;2;7;8;0;0;3;2;2
2020-06-03 10:54:59;111;42;25;3;7;8;0;0;3;0;2
2020-06-03 10:55:59;111;42;25;3;7;8;0;0;3;0;2
2020-06-03 10:56:58;111;42;25;3;7;8;0;0;3;0;2
2020-06-03 10:57:59;111;42;25;3;7;8;0;0;3;0;2
2020-06-03 10:58:58;111;42;25;3;7;8;0;0;3;0;2
2020-06-03 10:59:59;111;42;25;3;7;8;0;0;3;0;2
2020-06-03 11:00:59;111;42;25;3;7;8;0;0;3;0;2
2020-06-03 11:01:58;111;42;25;3;7;8;0;0;3;0;2
2020-06-03 11:02:59;111;42;25;3;7;8;0;0;3;0;2
2020-06-03 11:03:58;111;42;25;3;7;8;0;0;3;0;2
2020-06-03 11:04:59;112;43;25;3;7;8;0;0;3;0;2
2020-06-03 11:05:58;113;43;26;3;7;8;0;0;3;0;2
2020-06-03 11:06:59;113;43;26;3;7;8;0;0;3;0;2
2020-06-03 11:07:58;113;43;26;3;7;8;0;0;3;0;2
2020-06-03 11:08:59;113;43;26;3;7;8;0;0;3;0;2
2020-06-03 11:09:58;113;43;26;3;7;8;0;0;3;0;2
2020-06-03 11:10:59;114;44;26;3;7;8;0;0;3;0;2
2020-06-03 11:11:58;114;44;26;3;7;8;0;0;3;0;2
2020-06-03 11:12:59;114;44;26;3;7;8;0;0;3;0;2
2020-06-03 11:13:59;114;44;26;3;7;8;0;0;3;0;2
2020-06-03 11:14:58;114;44;26;3;7;8;0;0;3;0;2
2020-06-03 11:15:59;116;45;26;4;7;8;0;0;3;0;2
2020-06-03 11:16:58;116;45;26;4;7;8;0;0;3;0;2
2020-06-03 11:17:59;116;45;26;4;7;8;0;0;3;0;2
2020-06-03 11:18:58;116;45;26;4;7;8;0;0;3;0;2
2020-06-03 11:19:59;116;45;26;4;7;8;0;0;3;0;2
2020-06-03 11:20:59;116;45;26;4;7;8;0;0;3;0;2
2020-06-03 11:21:58;116;45;26;4;7;8;0;0;3;0;2
2020-06-03 11:22:59;117;46;26;4;7;8;0;0;3;0;2
2020-06-03 11:23:58;117;46;26;4;7;8;0;0;3;0;2
2020-06-03 11:24:59;117;46;26;4;7;8;0;0;3;0;2
2020-06-03 11:25:58;117;46;26;4;7;8;0;0;3;0;2
2020-06-03 11:26:59;117;46;26;4;7;8;0;0;3;0;2
2020-06-03 11:27:59;117;46;26;4;7;8;0;0;3;0;2
2020-06-03 11:28:58;118;46;26;4;7;8;0;0;3;2;2
2020-06-03 11:29:59;118;46;26;4;7;8;0;0;3;2;2
2020-06-03 11:30:58;118;46;26;4;7;8;0;0;3;2;2
2020-06-03 11:31:59;118;46;26;4;7;8;0;0;3;2;2
2020-06-03 11:32:59;119;47;26;4;7;8;0;0;3;2;2
2020-06-03 11:33:58;119;47;26;4;7;8;0;0;3;2;2
2020-06-03 11:34:59;119;47;26;4;7;8;0;0;3;2;2
2020-06-03 11:35:58;120;47;27;4;7;8;0;0;3;2;2
2020-06-03 11:36:59;120;47;27;4;7;8;0;0;3;2;2
2020-06-03 11:37:58;120;47;27;4;7;8;0;0;3;2;2
2020-06-03 11:38:59;120;47;27;4;7;8;0;0;3;2;2
2020-06-03 11:39:59;120;47;27;4;7;8;0;0;3;2;2
2020-06-03 11:40:58;120;47;27;4;7;8;0;0;3;2;2
2020-06-03 11:41:59;120;47;27;4;7;8;0;0;3;2;2
2020-06-03 11:42:58;121;48;27;4;7;8;0;0;3;2;2
2020-06-03 11:43:59;121;48;27;4;7;8;0;0;3;2;2
2020-06-03 11:44:58;121;48;27;4;7;8;0;0;3;2;2
2020-06-03 11:45:59;121;48;27;4;7;8;0;0;3;2;2
2020-06-03 11:46:59;121;48;27;4;7;8;0;0;3;2;2
2020-06-03 11:47:58;121;48;27;4;7;8;0;0;3;2;2
2020-06-03 11:48:59;121;48;27;4;7;8;0;0;3;2;2
2020-06-03 11:49:58;122;48;27;4;7;9;0;0;3;2;2
2020-06-03 11:50:59;122;48;27;4;7;9;0;0;3;2;2
2020-06-03 11:51:58;122;48;27;4;7;9;0;0;3;2;2
2020-06-03 11:53:00;122;48;27;4;7;9;0;0;3;2;2
2020-06-03 11:53:58;123;49;27;4;7;9;0;0;3;2;2
2020-06-03 11:54:59;123;49;27;4;7;9;0;0;3;2;2
2020-06-03 11:55:59;123;49;27;4;7;9;0;0;3;2;2
2020-06-03 11:56:58;123;49;27;4;7;9;0;0;3;2;2
2020-06-03 11:57:59;123;49;27;4;7;9;0;0;3;2;2
2020-06-03 11:58:58;123;49;27;4;7;9;0;0;3;2;2
2020-06-03 11:59:59;123;49;27;4;7;9;0;0;3;2;2
2020-06-03 12:00:58;123;49;27;4;7;9;0;0;3;2;2
2020-06-03 12:01:59;124;50;27;4;7;9;0;0;3;2;2
2020-06-03 12:02:59;124;50;27;4;7;9;0;0;3;2;2
2020-06-03 12:03:58;125;51;27;4;7;9;0;0;3;2;2
2020-06-03 12:04:59;125;51;27;4;7;9;0;0;3;2;2
2020-06-03 12:05:58;125;51;27;4;7;9;0;0;3;2;2
2020-06-03 12:06:59;125;51;27;4;7;9;0;0;3;2;2
2020-06-03 12:07:59;125;51;27;4;7;9;0;0;3;2;2
2020-06-03 12:08:58;125;51;27;4;7;9;0;0;3;2;2
2020-06-03 12:09:59;125;51;27;4;7;9;0;0;3;2;2
2020-06-03 12:10:58;125;51;27;4;7;9;0;0;3;2;2
2020-06-03 12:11:59;126;51;27;4;7;10;0;0;3;2;2
2020-06-03 12:12:59;127;52;27;4;7;10;0;0;3;2;2
2020-06-03 12:13:58;128;52;28;4;7;10;0;0;3;2;2
2020-06-03 12:14:59;128;52;28;4;7;10;0;0;3;2;2
2020-06-03 12:15:58;128;52;28;4;7;10;0;0;3;2;2
2020-06-03 12:16:59;128;52;28;4;7;10;0;0;3;2;2
2020-06-03 12:17:58;128;52;28;4;7;10;0;0;3;2;2
2020-06-03 12:18:59;128;52;28;4;7;10;0;0;3;2;2
2020-06-03 12:19:58;128;52;28;4;7;10;0;0;3;2;2
2020-06-03 12:20:59;129;52;29;4;7;10;0;0;3;2;2
2020-06-03 12:21:59;129;52;29;4;7;10;0;0;3;2;2
2020-06-03 12:22:58;129;52;29;4;7;10;0;0;3;2;2
2020-06-03 12:23:59;129;52;29;4;7;10;0;0;3;2;2
2020-06-03 12:24:58;129;52;29;4;7;10;0;0;3;2;2
2020-06-03 12:25:59;129;52;29;4;7;10;0;0;3;2;2
2020-06-03 12:26:59;129;52;29;4;7;10;0;0;3;2;2
2020-06-03 12:27:58;129;52;29;4;7;10;0;0;3;2;2
2020-06-03 12:28:59;130;52;30;4;7;10;0;0;3;2;2
2020-06-03 12:29:58;130;52;30;4;7;10;0;0;3;2;2
2020-06-03 12:30:59;130;52;30;4;7;10;0;0;3;2;2
2020-06-03 12:31:58;131;52;30;4;8;10;0;0;3;2;2
2020-06-03 12:32:59;132;53;30;4;8;10;0;0;3;2;2
2020-06-03 12:33:59;132;53;30;4;8;10;0;0;3;2;2
2020-06-03 12:34:58;132;53;30;4;8;10;0;0;3;2;2
2020-06-03 12:35:59;132;53;30;4;8;10;0;0;3;2;2
2020-06-03 12:36:58;132;53;30;4;8;10;0;0;3;2;2
2020-06-03 12:37:59;133;53;30;4;8;10;0;0;3;2;2
2020-06-03 12:38:58;133;53;30;4;8;10;0;0;3;2;2
2020-06-03 12:39:59;134;53;30;5;8;10;0;0;3;2;2
2020-06-03 12:40:58;135;53;30;5;8;10;0;0;3;2;2
2020-06-03 12:41:59;135;53;30;5;8;10;0;0;3;2;2
2020-06-03 12:42:59;135;53;30;5;8;10;0;0;3;2;2
2020-06-03 12:44:00;135;53;30;5;8;10;0;0;3;2;2
2020-06-03 12:44:58;135;53;30;5;8;10;0;0;3;2;2
2020-06-03 12:45:59;135;53;30;5;8;10;0;0;3;2;2
2020-06-03 12:46:59;135;53;30;5;8;10;0;0;3;2;2
2020-06-03 12:47:58;135;53;30;5;8;10;0;0;3;2;2
2020-06-03 12:48:59;135;53;30;5;8;10;0;0;3;2;2
2020-06-03 12:49:58;135;53;30;5;8;10;0;0;3;2;2
2020-06-03 12:51:00;135;53;30;5;8;10;0;0;3;2;2
2020-06-03 12:51:58;136;54;30;5;8;10;0;0;3;2;2
2020-06-03 12:52:59;136;54;30;5;8;10;0;0;3;2;2
2020-06-03 12:53:59;136;54;30;5;8;10;0;0;3;2;2
2020-06-03 12:54:58;136;54;30;5;8;10;0;0;3;2;2
2020-06-03 12:55:59;136;54;30;5;8;10;0;0;3;2;2
2020-06-03 12:56:58;136;54;30;5;8;10;0;0;3;2;2
2020-06-03 12:57:59;137;54;30;5;8;10;0;0;3;2;2
2020-06-03 12:58:59;138;54;30;6;8;10;0;0;3;2;2
2020-06-03 12:59:58;138;54;30;6;8;10;0;0;3;2;2
2020-06-03 13:00:59;140;56;30;6;8;10;0;0;3;2;2
2020-06-03 13:01:58;140;56;30;6;8;10;0;0;3;2;2
2020-06-03 13:03:00;140;56;30;6;8;10;0;0;3;2;2
2020-06-03 13:03:58;140;56;30;6;8;10;0;0;3;2;2
2020-06-03 13:05:00;140;56;30;6;8;10;0;0;3;2;2
2020-06-03 13:05:58;140;56;30;6;8;10;0;0;3;2;2
2020-06-03 13:06:59;140;56;30;6;8;10;0;0;3;2;2
2020-06-03 13:07:59;142;57;31;6;8;10;0;0;3;2;2
2020-06-03 13:08:58;142;57;31;6;8;10;0;0;3;2;2
2020-06-03 13:09:59;142;57;31;6;8;10;0;0;3;2;2
2020-06-03 13:10:58;142;57;31;6;8;10;0;0;3;2;2
