datetime;total_votes;paramed;shamanka;Bf109H;ante;Dzenbuddist;cmapukocmankypum;XASSA;Rumpelstilzchen;navalny;quick_justice
2020-09-02 21:23:59;222;83;27;34;16;12;9;5;4;3;4
2020-09-02 21:24:59;222;83;27;34;16;12;9;5;4;3;4
2020-09-02 21:25:58;222;83;27;34;16;12;9;5;4;3;4
2020-09-02 21:26:59;222;83;27;34;16;12;9;5;4;3;4
2020-09-02 21:27:59;222;83;27;34;16;12;9;5;4;3;4
2020-09-02 21:28:58;222;83;27;34;16;12;9;5;4;3;4
2020-09-02 21:29:59;222;83;27;34;16;12;9;5;4;3;4
2020-09-02 21:30:59;222;83;27;34;16;12;9;5;4;3;4
2020-09-02 21:31:58;222;83;27;34;16;12;9;5;4;3;4
2020-09-02 21:32:59;223;84;27;34;16;12;9;5;4;3;4
2020-09-02 21:33:59;223;84;27;34;16;12;9;5;4;3;4
2020-09-02 21:34:58;223;84;27;34;16;12;9;5;4;3;4
2020-09-02 21:35:59;223;84;27;34;16;12;9;5;4;3;4
2020-09-02 21:36:59;223;84;27;34;16;12;9;5;4;3;4
2020-09-02 21:37:58;224;86;27;34;16;12;8;5;4;3;4
2020-09-02 21:38:59;224;86;27;34;16;12;8;5;4;3;4
2020-09-02 21:40:00;224;86;27;34;16;12;8;5;4;3;4
2020-09-02 21:40:58;224;86;27;34;16;12;8;5;4;3;4
2020-09-02 21:41:59;224;86;27;34;16;12;8;5;4;3;4
2020-09-02 21:42:58;224;86;27;34;16;12;8;5;4;3;4
2020-09-02 21:43:59;224;86;27;34;16;12;8;5;4;3;4
2020-09-02 21:44:59;224;86;27;34;16;12;8;5;4;3;4
2020-09-02 21:45:58;224;86;27;34;16;12;8;5;4;3;4
2020-09-02 21:46:59;224;86;27;34;16;12;8;5;4;3;4
2020-09-02 21:47:59;224;86;27;34;16;12;8;5;4;3;4
2020-09-02 21:48:58;224;86;27;34;16;12;8;5;4;3;4
2020-09-02 21:49:59;224;86;27;34;16;12;8;5;4;3;4
2020-09-02 21:50:59;224;86;27;34;16;12;8;5;4;3;4
2020-09-02 21:51:59;224;86;27;34;16;12;8;5;4;3;4
2020-09-02 21:52:58;224;86;27;34;16;12;8;5;4;3;4
2020-09-02 21:53:59;224;86;27;34;16;12;8;5;4;3;4
2020-09-02 21:54:59;224;86;27;34;16;12;8;5;4;3;4
2020-09-02 21:55:58;224;86;27;34;16;12;8;5;4;3;4
2020-09-02 21:56:59;224;86;27;34;16;12;8;5;4;3;4
2020-09-02 21:57:58;224;86;27;34;16;12;8;5;4;3;4
2020-09-02 21:58:59;224;86;27;34;16;12;8;5;4;3;4
2020-09-02 21:59:59;224;86;27;34;16;12;8;5;4;3;4
2020-09-02 22:00:58;224;86;27;34;16;12;8;5;4;3;4
2020-09-02 22:01:59;224;86;27;34;16;12;8;5;4;3;4
2020-09-02 22:02:59;225;86;28;34;16;12;8;5;4;3;4
2020-09-02 22:03:58;227;87;28;35;16;12;8;5;4;3;4
2020-09-02 22:04:59;227;87;28;34;17;12;8;5;4;3;4
2020-09-02 22:05:59;227;87;28;34;17;12;8;5;4;3;4
2020-09-02 22:06:58;227;87;28;34;17;12;8;5;4;3;4
2020-09-02 22:07:59;227;87;28;34;17;12;8;5;4;3;4
2020-09-02 22:08:59;229;89;28;34;17;12;8;5;4;3;4
2020-09-02 22:09:58;229;89;28;34;17;12;8;5;4;3;4
2020-09-02 22:10:59;229;89;28;34;17;12;8;5;4;3;4
2020-09-02 22:11:58;229;89;28;34;17;12;8;5;4;3;4
2020-09-02 22:12:59;229;89;28;34;17;12;8;5;4;3;4
2020-09-02 22:13:59;229;89;28;34;17;12;8;5;4;3;4
2020-09-02 22:14:59;229;89;28;34;17;12;8;5;4;3;4
2020-09-02 22:15:58;230;90;28;34;17;12;8;5;4;3;4
2020-09-02 22:16:59;230;90;28;34;17;12;8;5;4;3;4
2020-09-02 22:17:58;230;90;28;34;17;12;8;5;4;3;4
2020-09-02 22:18:59;230;90;28;34;17;12;8;5;4;3;4
2020-09-02 22:19:58;231;90;28;34;17;12;8;6;4;3;4
2020-09-02 22:20:59;231;90;28;34;17;12;8;6;4;3;4
2020-09-02 22:21:59;231;90;28;34;17;12;8;6;4;3;4
2020-09-02 22:22:59;232;91;28;34;17;12;8;6;4;3;4
2020-09-02 22:23:58;232;91;28;34;17;12;8;6;4;3;4
2020-09-02 22:24:59;232;91;28;34;17;12;8;6;4;3;4
2020-09-02 22:25:58;232;91;28;34;17;12;8;6;4;3;4
2020-09-02 22:26:59;232;91;28;34;17;12;8;6;4;3;4
2020-09-02 22:27:59;232;91;28;34;17;12;8;6;4;3;4
2020-09-02 22:28:58;232;91;28;34;17;12;8;6;4;3;4
2020-09-02 22:29:59;232;91;28;34;17;12;8;6;4;3;4
2020-09-02 22:30:59;232;91;28;34;17;12;8;6;4;3;4
2020-09-02 22:31:58;232;91;28;34;17;12;8;6;4;3;4
2020-09-02 22:32:59;232;91;28;34;17;12;8;6;4;3;4
2020-09-02 22:33:58;232;91;28;34;17;12;8;6;4;3;4
2020-09-02 22:34:59;232;91;28;34;17;12;8;6;4;3;4
2020-09-02 22:35:59;233;92;28;34;17;12;8;6;4;3;4
2020-09-02 22:36:58;233;92;28;34;17;12;8;6;4;3;4
2020-09-02 22:37:59;233;92;28;34;17;12;8;6;4;3;4
2020-09-02 22:38:59;233;92;28;34;17;12;8;6;4;3;4
2020-09-02 22:39:58;234;92;28;34;17;12;9;6;4;3;4
2020-09-02 22:40:59;236;94;28;34;17;12;9;6;4;3;4
2020-09-02 22:41:59;238;95;29;34;17;12;9;6;4;3;4
2020-09-02 22:42:58;239;95;30;34;17;12;9;6;4;3;4
2020-09-02 22:43:59;240;95;31;34;17;12;9;6;4;3;4
2020-09-02 22:45:00;240;95;31;34;17;12;9;6;4;3;4
2020-09-02 22:45:58;239;95;30;34;17;12;9;6;4;3;4
2020-09-02 22:46:59;239;95;30;34;17;12;9;6;4;3;4
2020-09-02 22:47:58;239;95;30;34;17;12;9;6;4;3;4
2020-09-02 22:48:59;239;95;30;34;17;12;9;6;4;3;4
2020-09-02 22:49:59;239;95;30;34;17;12;9;6;4;3;4
2020-09-02 22:50:58;239;95;30;34;17;12;9;6;4;3;4
2020-09-02 22:51:59;239;95;30;34;17;12;9;6;4;3;4
2020-09-02 22:52:59;239;95;30;34;17;12;9;6;4;3;4
2020-09-02 22:53:58;239;95;30;34;17;12;9;6;4;3;4
2020-09-02 22:54:59;239;95;30;34;17;12;9;6;4;3;4
2020-09-02 22:55:59;239;95;30;34;17;12;9;6;4;3;4
2020-09-02 22:56:58;239;95;30;34;17;12;9;6;4;3;4
2020-09-02 22:57:59;241;95;31;35;17;12;9;6;4;3;4
2020-09-02 22:58:59;241;95;31;35;17;12;9;6;4;3;4
2020-09-02 22:59:58;241;95;32;35;17;12;9;6;4;3;4
2020-09-02 23:00:59;242;96;32;35;17;12;9;6;4;3;4
2020-09-02 23:01:58;242;96;32;35;17;12;9;6;4;3;4
2020-09-02 23:02:59;242;96;32;35;17;12;9;6;4;3;4
2020-09-02 23:03:59;242;96;32;35;17;12;9;6;4;3;4
2020-09-02 23:04:58;242;96;32;35;17;12;9;6;4;3;4
2020-09-02 23:05:59;242;96;32;35;17;12;9;6;4;3;4
2020-09-02 23:06:58;243;97;32;35;17;12;9;6;4;3;4
2020-09-02 23:07:59;243;97;32;35;17;12;9;6;4;3;4
2020-09-02 23:08:59;243;97;32;35;17;12;9;6;4;3;4
2020-09-02 23:09:58;243;97;32;35;17;12;9;6;4;3;4
2020-09-02 23:10:59;243;97;32;35;17;12;9;6;4;3;4
2020-09-02 23:11:58;243;97;32;35;17;12;9;6;4;3;4
2020-09-02 23:12:59;243;97;32;35;17;12;9;6;4;3;4
2020-09-02 23:13:59;243;97;32;35;17;12;9;6;4;3;4
2020-09-02 23:14:58;243;97;32;35;17;12;9;6;4;3;4
2020-09-02 23:15:59;243;99;32;34;17;12;9;6;4;3;4
2020-09-02 23:16:59;243;99;32;34;17;12;9;6;4;3;4
2020-09-02 23:17:58;243;99;32;34;17;12;9;6;4;3;4
2020-09-02 23:18:59;244;99;32;34;17;12;9;6;5;3;4
2020-09-02 23:19:58;246;99;33;34;17;12;9;6;5;4;4
2020-09-02 23:20:59;246;99;33;34;17;12;9;6;5;4;4
2020-09-02 23:21:59;246;99;33;34;17;12;9;6;5;4;4
2020-09-02 23:22:58;246;99;33;34;17;12;9;6;5;4;4
2020-09-02 23:23:59;246;99;33;34;17;12;9;6;5;4;4
2020-09-02 23:25:00;246;99;33;34;17;12;9;6;5;4;4
2020-09-02 23:25:58;246;99;33;34;17;12;9;6;5;4;4
2020-09-02 23:26:59;246;99;33;34;17;12;9;6;5;4;4
2020-09-02 23:27:58;247;100;33;34;17;12;9;6;5;4;4
2020-09-02 23:28:59;248;101;33;34;17;12;9;6;5;4;4
2020-09-02 23:29:58;248;101;33;34;17;12;9;6;5;4;4
2020-09-02 23:30:59;248;101;33;34;17;12;9;6;5;4;4
2020-09-02 23:31:59;248;101;33;34;17;12;9;6;5;4;4
2020-09-02 23:32:58;248;101;33;34;17;12;9;6;5;4;4
2020-09-02 23:33:59;248;101;33;34;17;12;9;6;5;4;4
2020-09-02 23:34:58;248;101;33;34;17;12;9;6;5;4;4
2020-09-02 23:35:59;248;101;33;34;17;12;9;6;5;4;4
2020-09-02 23:36:59;248;101;33;34;17;12;9;6;5;4;4
2020-09-02 23:37:59;249;101;33;34;18;12;9;6;5;4;4
2020-09-02 23:38:58;249;101;33;34;18;12;9;6;5;4;4
2020-09-02 23:39:59;251;101;35;34;18;12;9;6;5;4;4
2020-09-02 23:40:59;251;101;35;34;18;12;9;6;5;4;4
2020-09-02 23:41:58;251;101;35;34;18;12;9;6;5;4;4
2020-09-02 23:42:59;251;101;35;34;18;12;9;6;5;4;4
2020-09-02 23:43:59;251;101;35;34;18;12;9;6;5;4;4
2020-09-02 23:44:58;251;101;35;34;18;12;9;6;5;4;4
2020-09-02 23:45:59;251;101;35;34;18;12;9;6;5;4;4
2020-09-02 23:46:59;251;101;35;34;18;12;9;6;5;4;4
2020-09-02 23:47:58;251;101;35;34;18;12;9;6;5;4;4
2020-09-02 23:48:59;252;102;35;34;18;12;9;6;5;4;4
2020-09-02 23:49:59;252;102;35;34;18;12;9;6;5;4;4
2020-09-02 23:50:58;252;102;35;34;18;12;9;6;5;4;4
2020-09-02 23:51:59;252;102;35;34;18;12;9;6;5;4;4
2020-09-02 23:52:58;253;102;35;34;18;12;9;6;5;5;4
2020-09-02 23:53:59;253;102;35;34;18;12;9;6;5;5;4
2020-09-02 23:54:59;253;102;35;34;18;12;9;6;5;5;4
2020-09-02 23:55:58;253;102;35;34;18;12;9;6;5;5;4
2020-09-02 23:56:59;253;102;35;34;18;12;9;6;5;5;4
2020-09-02 23:57:58;253;102;35;34;18;12;9;6;5;5;4
2020-09-02 23:58:59;254;103;35;34;18;12;9;6;5;5;4
2020-09-02 23:59:59;254;103;35;34;18;12;9;6;5;5;4
