datetime;total_votes;telegraf;LumberJack;navalny;slavik831;Zippymax;Есения;shamanka;KOCTOPE3;FRANNI;krysa
2020-06-17 15:33:59;211;80;47;14;16;10;5;4;4;3;0
2020-06-17 15:34:59;212;81;47;14;16;10;5;4;4;3;0
2020-06-17 15:35:58;213;83;47;14;16;10;5;4;4;3;0
2020-06-17 15:36:59;215;85;47;14;16;10;5;4;4;3;0
2020-06-17 15:37:58;215;85;47;14;16;10;5;4;4;3;0
2020-06-17 15:38:59;216;86;47;14;16;10;5;4;4;3;0
2020-06-17 15:39:59;217;87;47;14;16;10;5;4;4;3;0
2020-06-17 15:40:58;219;90;47;14;15;10;5;4;4;3;0
2020-06-17 15:41:59;219;90;47;14;15;10;5;4;4;3;0
2020-06-17 15:42:59;220;91;47;14;15;10;5;4;4;3;0
2020-06-17 15:43:58;222;93;47;14;15;10;5;4;4;3;0
2020-06-17 15:44:59;222;93;47;14;15;10;5;4;4;3;0
2020-06-17 15:45:58;222;93;47;14;15;10;5;4;4;3;0
2020-06-17 15:46:59;222;93;47;14;15;10;5;4;4;3;0
2020-06-17 15:47:58;222;93;47;14;15;10;5;4;4;3;0
2020-06-17 15:48:59;223;94;47;14;15;10;5;4;4;3;0
2020-06-17 15:49:59;224;95;47;14;15;10;5;4;4;3;0
2020-06-17 15:50:58;224;95;47;14;15;10;5;4;4;3;0
2020-06-17 15:51:59;224;95;47;14;15;10;5;4;4;3;0
2020-06-17 15:52:59;224;95;47;14;15;10;5;4;4;3;0
2020-06-17 15:53:58;224;96;46;14;15;10;5;4;4;3;0
2020-06-17 15:54:59;224;96;46;14;15;10;5;4;4;3;0
2020-06-17 15:55:58;226;97;46;14;16;10;5;4;4;3;0
2020-06-17 15:56:59;227;98;46;14;16;10;5;4;4;3;0
2020-06-17 15:57:58;227;98;46;14;16;10;5;4;4;3;0
2020-06-17 15:58:59;228;99;46;14;16;10;5;4;4;3;0
2020-06-17 15:59:59;229;100;46;14;16;10;5;4;4;3;0
2020-06-17 16:00:58;229;100;46;14;16;10;5;4;4;3;0
2020-06-17 16:01:59;230;101;46;14;16;10;5;4;4;3;0
2020-06-17 16:02:59;230;101;46;14;16;10;5;4;4;3;0
2020-06-17 16:03:58;230;101;46;14;16;10;5;4;4;3;0
2020-06-17 16:04:59;232;102;47;14;16;10;5;4;4;3;0
2020-06-17 16:05:58;233;103;47;14;16;10;5;4;4;3;0
2020-06-17 16:06:59;233;103;47;14;16;10;5;4;4;3;0
2020-06-17 16:07:58;234;104;47;14;16;10;5;4;4;3;0
2020-06-17 16:08:59;234;104;47;14;16;10;5;4;4;3;0
2020-06-17 16:09:58;234;104;47;14;16;10;5;4;4;3;0
2020-06-17 16:10:59;236;106;47;14;16;10;5;4;4;3;0
2020-06-17 16:11:58;237;107;47;14;16;10;5;4;4;3;0
2020-06-17 16:12:59;237;107;47;14;16;10;5;4;4;3;0
2020-06-17 16:13:59;238;108;47;14;16;10;5;4;4;3;0
2020-06-17 16:14:58;240;111;47;14;16;10;5;4;4;3;2
2020-06-17 16:15:59;240;111;47;14;16;10;5;4;4;3;2
2020-06-17 16:16:58;243;114;47;14;16;10;5;4;4;3;2
2020-06-17 16:17:59;243;114;47;14;16;10;5;4;4;3;2
2020-06-17 16:18:58;246;117;47;14;16;10;5;4;4;3;2
2020-06-17 16:19:59;247;118;47;14;16;11;5;4;4;3;2
2020-06-17 16:20:58;248;119;47;14;16;11;5;4;4;3;2
2020-06-17 16:21:59;249;120;47;14;16;11;5;4;4;3;2
2020-06-17 16:22:59;250;121;47;14;16;11;5;4;4;3;2
2020-06-17 16:23:58;251;122;47;14;16;11;5;4;4;3;2
2020-06-17 16:24:59;251;122;47;14;16;11;5;4;4;3;2
2020-06-17 16:25:59;252;123;47;14;16;11;5;4;4;3;2
2020-06-17 16:26:58;253;124;47;14;16;11;5;4;4;3;2
2020-06-17 16:27:59;255;126;47;14;16;11;5;4;4;3;2
2020-06-17 16:28:58;256;127;47;14;16;11;5;4;4;3;2
2020-06-17 16:29:59;258;129;47;14;16;11;5;4;4;3;2
2020-06-17 16:30:58;259;130;47;14;16;11;5;4;4;3;2
2020-06-17 16:31:59;261;132;47;14;16;11;5;4;4;3;2
2020-06-17 16:32:58;262;133;47;14;16;11;5;4;4;3;2
2020-06-17 16:33:59;263;134;47;14;16;11;5;4;4;3;2
2020-06-17 16:34:59;265;136;47;14;16;11;5;4;4;3;2
2020-06-17 16:35:58;267;138;47;14;16;11;5;4;4;3;2
2020-06-17 16:36:59;267;138;47;14;16;11;5;4;4;3;2
2020-06-17 16:37:58;268;139;47;14;16;11;5;4;4;3;2
2020-06-17 16:38:59;269;140;47;14;16;11;5;4;4;3;2
2020-06-17 16:39:58;271;142;47;14;16;11;5;4;4;3;2
2020-06-17 16:40:59;273;143;47;15;16;11;5;4;4;3;2
2020-06-17 16:41:59;273;143;47;15;16;11;5;4;4;3;2
2020-06-17 16:42:58;273;143;47;15;16;11;5;4;4;3;2
2020-06-17 16:43:59;273;143;47;15;16;11;5;4;4;3;2
2020-06-17 16:44:58;274;144;47;15;16;11;5;4;4;3;2
2020-06-17 16:45:59;275;145;47;15;16;11;5;4;4;3;2
2020-06-17 16:46:58;277;146;47;15;16;11;6;4;4;3;2
2020-06-17 16:47:59;277;146;47;15;16;11;6;4;4;3;2
2020-06-17 16:48:59;279;148;47;15;16;11;6;4;4;3;2
2020-06-17 16:49:58;279;149;46;15;16;11;6;4;4;3;2
2020-06-17 16:50:59;279;149;46;15;16;11;6;4;4;3;2
2020-06-17 16:51:58;279;149;46;15;16;11;6;4;4;3;2
2020-06-17 16:52:59;280;150;46;14;16;11;6;5;4;3;2
2020-06-17 16:53:59;281;151;46;14;16;11;6;5;4;3;2
2020-06-17 16:54:58;281;151;46;14;16;11;6;5;4;3;2
2020-06-17 16:55:59;281;151;46;14;16;11;6;5;4;3;2
2020-06-17 16:56:58;281;151;46;14;16;11;6;5;4;3;2
2020-06-17 16:57:59;281;151;46;14;16;11;6;5;4;3;2
2020-06-17 16:58:58;281;151;46;14;16;11;6;5;4;3;2
2020-06-17 16:59:59;282;152;46;14;16;11;6;5;4;3;2
2020-06-17 17:00:59;282;152;46;14;16;11;6;5;4;3;2
2020-06-17 17:01:58;283;153;46;14;16;11;6;5;4;3;2
2020-06-17 17:02:59;284;154;46;14;16;11;6;5;4;3;2
2020-06-17 17:03:58;284;154;46;14;16;11;6;5;4;3;2
2020-06-17 17:04:59;284;154;46;14;16;11;6;5;4;3;2
2020-06-17 17:05:59;285;155;46;14;16;11;6;5;4;3;2
2020-06-17 17:06:58;286;156;46;14;16;11;6;5;4;3;2
2020-06-17 17:07:59;287;157;46;14;16;11;6;5;4;3;2
2020-06-17 17:08:58;287;157;46;14;16;11;6;5;4;3;2
2020-06-17 17:09:59;287;157;46;14;16;11;6;5;4;3;2
2020-06-17 17:10:58;288;158;46;14;16;11;6;5;4;3;2
2020-06-17 17:11:59;290;160;46;14;16;11;6;5;4;3;2
2020-06-17 17:12:59;292;162;46;14;16;11;6;5;4;3;2
2020-06-17 17:13:58;293;163;46;14;16;11;6;5;4;3;2
2020-06-17 17:14:59;296;166;46;14;16;11;6;5;4;3;2
2020-06-17 17:15:58;296;166;46;14;16;11;6;5;4;3;2
2020-06-17 17:16:59;297;167;46;14;16;11;6;5;4;3;2
2020-06-17 17:17:58;297;167;46;14;16;11;6;5;4;3;2
2020-06-17 17:18:59;298;167;47;14;16;11;6;5;4;3;2
2020-06-17 17:19:58;298;167;47;14;16;11;6;5;4;3;2
2020-06-17 17:20:59;298;167;47;14;16;11;6;5;4;3;2
2020-06-17 17:21:59;299;167;47;14;16;11;6;5;4;3;2
2020-06-17 17:22:58;299;167;47;14;16;11;6;5;4;3;2
2020-06-17 17:23:59;299;167;47;14;16;11;6;5;4;3;2
2020-06-17 17:24:58;301;169;47;14;16;11;6;5;4;3;2
2020-06-17 17:25:59;303;171;47;14;16;11;6;5;4;3;2
2020-06-17 17:26:59;304;172;47;14;16;11;6;5;4;3;2
2020-06-17 17:27:58;304;172;47;14;16;11;6;5;4;3;2
2020-06-17 17:28:59;305;173;47;14;16;11;6;5;4;3;2
2020-06-17 17:29:58;305;173;47;14;16;11;6;5;4;3;2
2020-06-17 17:30:59;307;175;47;14;16;11;6;5;4;3;2
2020-06-17 17:31:58;307;175;47;14;16;11;6;5;4;3;2
2020-06-17 17:32:59;308;176;47;14;16;11;6;5;4;3;2
2020-06-17 17:33:59;308;176;47;14;16;11;6;5;4;3;2
2020-06-17 17:34:58;310;177;47;14;16;11;6;5;5;3;2
2020-06-17 17:35:59;312;179;47;14;16;11;6;5;5;3;2
2020-06-17 17:36:58;312;179;47;14;16;11;6;5;5;3;2
2020-06-17 17:37:59;313;180;47;14;16;11;6;5;5;3;2
2020-06-17 17:38:58;313;180;47;14;16;11;6;5;5;3;2
2020-06-17 17:39:59;314;181;47;14;16;11;6;5;5;3;2
2020-06-17 17:40:58;315;182;47;14;16;11;6;5;5;3;2
2020-06-17 17:41:59;315;183;47;14;16;11;6;5;5;3;2
2020-06-17 17:42:59;316;184;47;14;16;11;6;5;5;3;2
2020-06-17 17:43:58;316;184;47;14;16;11;6;5;5;3;2
2020-06-17 17:44:59;316;184;47;14;16;11;6;5;5;3;2
2020-06-17 17:45:58;317;185;47;14;16;11;6;5;5;3;2
2020-06-17 17:46:59;319;187;47;14;16;11;6;5;5;3;2
2020-06-17 17:47:58;319;187;47;14;16;11;6;5;5;3;2
2020-06-17 17:48:59;319;187;47;14;16;11;6;5;5;3;2
2020-06-17 17:49:58;319;187;47;14;16;11;6;5;5;3;2
2020-06-17 17:50:59;319;187;47;14;16;11;6;5;5;3;2
2020-06-17 17:51:59;321;189;47;14;16;11;6;5;5;3;2
2020-06-17 17:52:58;321;189;47;14;16;11;6;5;5;3;2
2020-06-17 17:53:59;322;190;47;14;16;11;6;5;5;3;2
2020-06-17 17:54:58;322;190;47;14;16;11;6;5;5;3;2
2020-06-17 17:55:59;324;192;47;14;16;11;6;5;5;3;2
2020-06-17 17:56:58;324;192;47;14;16;11;6;5;5;3;2
2020-06-17 17:57:59;324;192;47;14;16;11;6;5;5;3;2
2020-06-17 17:58:59;325;193;47;14;16;11;6;5;5;3;2
2020-06-17 17:59:58;325;193;47;14;16;11;6;5;5;3;2
2020-06-17 18:00:59;325;193;47;14;16;11;6;5;5;3;2
2020-06-17 18:01:58;325;193;47;14;16;11;6;5;5;3;2
2020-06-17 18:02:59;325;193;47;14;16;11;6;5;5;3;2
2020-06-17 18:03:58;326;194;47;14;16;11;6;5;5;3;2
2020-06-17 18:04:59;326;194;47;14;16;11;6;5;5;3;2
2020-06-17 18:05:58;326;194;47;14;16;11;6;5;5;3;2
2020-06-17 18:06:59;328;196;47;14;16;11;6;5;5;3;2
2020-06-17 18:07:59;328;196;47;14;16;11;6;5;5;3;2
2020-06-17 18:08:58;329;197;47;14;16;11;6;5;5;3;2
2020-06-17 18:09:59;330;198;47;14;16;11;6;5;5;3;2
2020-06-17 18:10:58;330;198;47;14;16;11;6;5;5;3;2
2020-06-17 18:11:59;331;198;47;15;16;11;6;5;5;3;2
2020-06-17 18:12:59;331;198;47;15;16;11;6;5;5;3;2
2020-06-17 18:13:58;333;200;47;15;16;11;6;5;5;3;2
2020-06-17 18:14:59;333;200;47;15;16;11;6;5;5;3;2
2020-06-17 18:15:58;333;200;47;15;16;11;6;5;5;3;2
2020-06-17 18:16:59;334;201;47;15;16;11;6;5;5;3;2
2020-06-17 18:17:59;334;202;46;15;16;11;6;5;5;3;2
2020-06-17 18:18:58;334;202;46;15;16;11;6;5;5;3;2
2020-06-17 18:19:59;334;202;46;15;16;11;6;5;5;3;2
2020-06-17 18:20:58;335;203;46;15;16;11;6;5;5;3;2
2020-06-17 18:21:59;336;204;46;15;16;11;6;5;5;3;2
2020-06-17 18:22:58;336;204;46;15;16;11;6;5;5;3;2
2020-06-17 18:23:59;337;205;46;15;16;11;6;5;5;3;2
2020-06-17 18:24:59;337;205;46;15;16;11;6;5;5;3;2
2020-06-17 18:25:58;337;205;46;15;16;11;6;5;5;3;2
2020-06-17 18:26:59;337;205;46;15;16;11;6;5;5;3;2
2020-06-17 18:27:58;337;205;46;15;16;11;6;5;5;3;2
2020-06-17 18:28:59;338;206;46;15;16;11;6;5;5;3;2
2020-06-17 18:29:58;339;207;46;15;16;11;6;5;5;3;2
2020-06-17 18:30:59;340;208;46;15;16;11;6;5;5;3;2
2020-06-17 18:31:59;340;208;46;15;16;11;6;5;5;3;2
2020-06-17 18:32:58;340;208;46;15;16;11;6;5;5;3;2
2020-06-17 18:33:59;340;208;46;15;16;11;6;5;5;3;2
2020-06-17 18:34:59;340;208;46;15;16;11;6;5;5;3;2
2020-06-17 18:35:58;341;209;46;15;16;11;6;5;5;3;2
2020-06-17 18:36:59;342;210;46;15;16;11;6;5;5;3;2
2020-06-17 18:37:58;343;211;46;15;16;11;6;5;5;3;2
2020-06-17 18:38:59;343;211;46;15;16;11;6;5;5;3;2
2020-06-17 18:39:59;344;211;46;15;16;12;6;5;5;3;2
2020-06-17 18:40:58;345;212;46;15;16;12;6;5;5;3;2
2020-06-17 18:41:59;345;212;46;15;16;12;6;5;5;3;2
2020-06-17 18:42:59;346;213;46;15;16;12;6;5;5;3;2
2020-06-17 18:44:00;346;213;46;15;16;12;6;5;5;3;2
2020-06-17 18:44:58;347;214;46;15;16;12;6;5;5;3;2
2020-06-17 18:45:59;347;214;46;15;16;12;6;5;5;3;2
2020-06-17 18:46:59;347;214;46;15;16;12;6;5;5;3;2
2020-06-17 18:47:58;348;215;46;15;16;12;6;5;5;3;2
2020-06-17 18:48:59;348;215;46;15;16;12;6;5;5;3;2
2020-06-17 18:49:58;348;215;46;15;16;12;6;5;5;3;2
2020-06-17 18:50:59;348;215;46;15;16;12;6;5;5;3;2
2020-06-17 18:51:59;348;215;46;15;16;12;6;5;5;3;2
2020-06-17 18:52:58;349;216;46;15;16;12;6;5;5;3;2
2020-06-17 18:53:59;349;216;46;15;16;12;6;5;5;3;2
2020-06-17 18:54:58;349;216;46;15;16;12;6;5;5;3;2
2020-06-17 18:55:59;350;217;46;15;16;12;6;5;5;3;2
2020-06-17 18:56:58;350;217;46;15;16;12;6;5;5;3;2
2020-06-17 18:57:59;350;217;46;15;16;12;6;5;5;3;2
2020-06-17 18:58:59;351;218;46;15;16;12;6;5;5;3;2
2020-06-17 18:59:58;352;219;46;15;16;12;6;5;5;3;2
2020-06-17 19:00:59;353;220;46;15;16;12;6;5;5;3;2
2020-06-17 19:01:58;353;220;46;15;16;12;6;5;5;3;2
2020-06-17 19:02:59;353;220;46;15;16;12;6;5;5;3;2
2020-06-17 19:03:58;353;220;46;15;16;12;6;5;5;3;2
2020-06-17 19:04:59;353;220;46;15;16;12;6;5;5;3;2
2020-06-17 19:05:58;353;220;46;15;16;12;6;5;5;3;2
2020-06-17 19:07:00;353;220;46;15;16;12;6;5;5;3;2
2020-06-17 19:07:58;354;220;46;15;16;12;6;5;5;3;2
2020-06-17 19:08:59;354;220;46;15;16;12;6;5;5;3;2
2020-06-17 19:09:59;354;220;46;15;16;12;6;5;5;3;2
2020-06-17 19:10:58;354;220;46;15;16;12;6;5;5;3;2
2020-06-17 19:11:59;354;220;46;15;16;12;6;5;5;3;2
2020-06-17 19:12:58;355;220;46;15;16;12;6;6;5;3;2
2020-06-17 19:13:59;357;222;46;15;16;12;6;6;5;3;2
2020-06-17 19:14:59;358;223;46;15;16;12;6;6;5;3;2
2020-06-17 19:15:58;358;223;46;15;16;12;6;6;5;3;2
2020-06-17 19:16:59;359;224;46;15;16;12;6;6;5;3;2
2020-06-17 19:17:58;360;225;46;15;16;12;6;6;5;3;2
2020-06-17 19:18:59;360;225;46;15;16;12;6;6;5;3;2
2020-06-17 19:19:58;361;226;46;15;16;12;6;6;5;3;2
2020-06-17 19:20:59;361;226;46;15;16;12;6;6;5;3;2
2020-06-17 19:21:59;364;229;46;15;16;12;6;6;5;3;2
2020-06-17 19:22:58;364;229;46;15;16;12;6;6;5;3;2
2020-06-17 19:23:59;364;229;46;15;16;12;6;6;5;3;2
2020-06-17 19:24:58;365;230;46;15;16;12;6;6;5;3;2
2020-06-17 19:25:59;365;230;46;15;16;12;6;6;5;3;2
2020-06-17 19:26:58;365;230;46;15;16;12;6;6;5;3;2
2020-06-17 19:27:59;366;231;46;15;16;12;6;6;5;3;2
2020-06-17 19:28:58;367;232;46;15;16;12;6;6;5;3;2
2020-06-17 19:29:59;368;232;46;15;16;12;6;6;5;3;2
2020-06-17 19:30:59;369;233;46;15;16;12;6;6;5;3;2
2020-06-17 19:31:58;371;235;46;15;16;12;6;6;5;3;2
2020-06-17 19:32:59;371;235;46;15;16;12;6;6;5;3;2
2020-06-17 19:33:59;371;235;46;15;16;12;6;6;5;3;2
2020-06-17 19:34:58;371;235;46;15;16;12;6;6;5;3;2
2020-06-17 19:35:59;372;236;46;15;16;12;6;6;5;3;2
2020-06-17 19:36:58;373;237;46;15;16;12;6;6;5;3;2
2020-06-17 19:37:59;373;237;46;15;16;12;6;6;5;3;2
2020-06-17 19:38:59;373;237;46;15;16;12;6;6;5;3;2
2020-06-17 19:39:58;373;237;46;15;16;12;6;6;5;3;2
2020-06-17 19:40:59;374;238;46;15;16;12;6;6;5;3;2
2020-06-17 19:41:58;374;238;46;15;16;12;6;6;5;3;2
2020-06-17 19:42:59;374;238;46;15;16;12;6;6;5;3;2
2020-06-17 19:43:58;374;238;46;15;16;12;6;6;5;3;2
2020-06-17 19:44:59;374;238;46;15;16;12;6;6;5;3;2
2020-06-17 19:45:58;374;238;46;15;16;12;6;6;5;3;2
2020-06-17 19:46:59;374;238;46;15;16;12;6;6;5;3;2
2020-06-17 19:47:59;375;238;46;16;16;12;6;6;5;3;2
2020-06-17 19:48:58;376;239;46;16;16;12;6;6;5;3;2
2020-06-17 19:49:59;377;240;46;16;16;12;6;6;5;3;2
2020-06-17 19:50:58;377;240;46;16;16;12;6;6;5;3;2
2020-06-17 19:51:59;378;241;46;16;16;12;6;6;5;3;2
2020-06-17 19:52:58;379;242;46;16;16;12;6;6;5;3;2
2020-06-17 19:53:59;379;242;46;16;16;12;6;6;5;3;2
2020-06-17 19:54:58;381;242;46;17;16;12;6;6;6;3;2
2020-06-17 19:55:59;381;242;46;17;16;12;6;6;6;3;2
2020-06-17 19:56:59;381;242;46;17;16;12;6;6;6;3;2
2020-06-17 19:57:58;382;243;46;17;16;12;6;6;6;3;2
2020-06-17 19:58:59;383;243;47;17;16;12;6;6;6;3;2
2020-06-17 19:59:58;383;243;47;17;16;12;6;6;6;3;2
2020-06-17 20:00:59;383;243;47;17;16;12;6;6;6;3;2
2020-06-17 20:01:58;384;244;47;17;16;12;6;6;6;3;2
2020-06-17 20:02:59;384;244;47;17;16;12;6;6;6;3;2
2020-06-17 20:03:59;384;244;47;17;16;12;6;6;6;3;2
2020-06-17 20:04:58;384;244;47;17;16;12;6;6;6;3;2
2020-06-17 20:05:59;385;245;47;17;16;12;6;6;6;3;2
2020-06-17 20:06:58;385;245;47;17;16;12;6;6;6;3;2
2020-06-17 20:07:59;385;245;47;17;16;12;6;6;6;3;2
2020-06-17 20:08:58;385;245;47;17;16;12;6;6;6;3;2
2020-06-17 20:09:59;386;246;47;17;16;12;6;6;6;3;2
2020-06-17 20:10:58;386;246;47;17;16;12;6;6;6;3;2
2020-06-17 20:11:59;386;246;47;17;16;12;6;6;6;3;2
2020-06-17 20:12:59;386;246;47;17;16;12;6;6;6;3;2
2020-06-17 20:13:58;386;246;47;17;16;12;6;6;6;3;2
2020-06-17 20:14:59;386;246;47;17;16;12;6;6;6;3;2
2020-06-17 20:15:58;387;247;47;17;16;12;6;6;6;3;2
2020-06-17 20:16:59;387;247;47;17;16;12;6;6;6;3;2
2020-06-17 20:17:59;387;247;47;17;16;12;6;6;6;3;2
2020-06-17 20:18:58;387;247;47;17;16;12;6;6;6;3;2
2020-06-17 20:19:59;388;247;47;17;16;12;7;6;6;3;2
2020-06-17 20:20:58;388;247;47;17;16;12;7;6;6;3;2
2020-06-17 20:21:59;388;247;47;17;16;12;7;6;6;3;2
2020-06-17 20:22:59;389;248;47;17;16;12;7;6;6;3;2
2020-06-17 20:23:58;390;249;47;17;16;12;7;6;6;3;2
2020-06-17 20:24:59;390;249;47;17;16;12;7;6;6;3;2
2020-06-17 20:25:58;390;249;47;17;16;12;7;6;6;3;2
2020-06-17 20:26:59;390;250;46;17;16;12;7;6;6;3;2
2020-06-17 20:27:59;390;250;46;17;16;12;7;6;6;3;2
2020-06-17 20:28:58;391;251;46;17;16;12;7;6;6;3;2
2020-06-17 20:29:59;391;251;46;17;16;12;7;6;6;3;2
2020-06-17 20:30:59;392;252;46;17;16;12;7;6;6;3;2
2020-06-17 20:31:58;392;252;46;17;16;12;7;6;6;3;2
2020-06-17 20:32:59;392;252;46;17;16;12;7;6;6;3;2
2020-06-17 20:33:58;392;252;46;17;16;12;7;6;6;3;2
2020-06-17 20:34:59;392;252;46;17;16;12;7;6;6;3;2
2020-06-17 20:35:59;392;252;46;17;16;12;7;6;6;3;2
2020-06-17 20:36:58;392;252;46;17;16;12;7;6;6;3;2
2020-06-17 20:37:59;392;252;46;17;16;12;7;6;6;3;2
2020-06-17 20:38:58;392;252;46;17;16;12;7;6;6;3;2
2020-06-17 20:39:59;392;252;46;17;16;12;7;6;6;3;2
2020-06-17 20:40:58;392;252;46;17;16;12;7;6;6;3;2
2020-06-17 20:41:59;392;252;46;17;16;12;7;6;6;3;2
2020-06-17 20:42:59;394;254;46;17;16;12;7;6;6;3;2
2020-06-17 20:43:58;394;254;46;17;16;12;7;6;6;3;2
2020-06-17 20:44:59;394;254;46;17;16;12;7;6;6;3;2
2020-06-17 20:45:59;395;255;46;17;16;12;7;6;6;3;2
2020-06-17 20:46:58;395;255;46;17;16;12;7;6;6;3;2
2020-06-17 20:47:59;395;255;46;17;16;12;7;6;6;3;2
2020-06-17 20:48:59;397;257;46;17;16;12;7;6;6;3;2
2020-06-17 20:49:58;396;257;46;17;16;12;6;6;6;3;2
2020-06-17 20:50:59;397;257;46;18;16;12;6;6;6;3;2
2020-06-17 20:51:58;397;257;46;18;16;12;6;6;6;3;2
2020-06-17 20:52:59;397;257;46;18;16;12;6;6;6;3;2
2020-06-17 20:53:59;398;257;46;18;16;12;6;6;6;3;2
2020-06-17 20:54:58;398;257;46;18;16;12;6;6;6;3;2
2020-06-17 20:55:59;400;259;46;18;16;12;6;6;6;3;2
2020-06-17 20:56:58;401;260;46;18;16;12;6;6;6;3;2
2020-06-17 20:57:59;402;261;46;18;16;12;6;6;6;3;2
2020-06-17 20:58:58;402;261;46;18;16;12;6;6;6;3;2
2020-06-17 20:59:59;402;261;46;18;16;12;6;6;6;3;2
2020-06-17 21:00:59;404;263;46;18;16;12;6;6;6;3;2
2020-06-17 21:01:58;406;265;46;18;16;12;6;6;6;3;2
2020-06-17 21:02:59;406;265;46;18;16;12;6;6;6;3;2
2020-06-17 21:03:59;406;266;46;18;15;12;6;6;6;3;2
2020-06-17 21:04:58;407;266;47;18;15;12;6;6;6;3;2
2020-06-17 21:05:59;408;267;47;18;15;12;6;6;6;3;2
2020-06-17 21:06:58;408;267;47;18;15;12;6;6;6;3;2
2020-06-17 21:07:59;408;267;47;18;15;12;6;6;6;3;2
2020-06-17 21:08:59;408;267;47;18;15;12;6;6;6;3;2
2020-06-17 21:09:58;408;267;47;18;15;12;6;6;6;3;2
2020-06-17 21:10:59;409;268;47;18;15;12;6;6;6;3;2
2020-06-17 21:11:58;410;269;47;18;15;12;6;6;6;3;2
2020-06-17 21:12:59;410;269;47;18;15;12;6;6;6;3;2
2020-06-17 21:13:58;411;270;47;18;15;12;6;6;6;3;2
2020-06-17 21:14:59;411;270;47;18;15;12;6;6;6;3;2
2020-06-17 21:15:59;412;271;47;18;15;12;6;6;6;3;2
2020-06-17 21:16:58;412;271;47;18;15;12;6;6;6;3;2
2020-06-17 21:17:59;412;271;47;18;15;12;6;6;6;3;2
2020-06-17 21:18:58;412;271;47;18;15;12;6;6;6;3;2
2020-06-17 21:19:59;412;271;47;18;15;12;6;6;6;3;2
2020-06-17 21:20:59;413;272;47;18;15;12;6;6;6;3;2
2020-06-17 21:21:58;415;274;47;18;15;12;6;6;6;3;2
2020-06-17 21:22:59;416;275;47;18;15;12;6;6;6;3;2
2020-06-17 21:23:58;416;275;47;18;15;12;6;6;6;3;2
2020-06-17 21:24:59;416;275;47;18;15;12;6;6;6;3;2
2020-06-17 21:25:58;416;275;47;18;15;12;6;6;6;3;2
2020-06-17 21:26:59;416;275;47;18;15;12;6;6;6;3;2
2020-06-17 21:27:59;416;275;47;18;15;12;6;6;6;3;2
2020-06-17 21:28:58;416;275;47;18;15;12;6;6;6;3;2
2020-06-17 21:29:59;416;275;47;18;15;12;6;6;6;3;2
2020-06-17 21:30:58;417;276;47;18;15;12;6;6;6;3;2
2020-06-17 21:31:59;418;277;47;18;15;12;6;6;6;3;2
2020-06-17 21:32:58;418;277;47;18;15;12;6;6;6;3;2
2020-06-17 21:33:59;419;278;47;18;15;12;6;6;6;3;2
2020-06-17 21:34:59;419;278;47;18;15;12;6;6;6;3;2
2020-06-17 21:35:58;419;278;47;18;15;12;6;6;6;3;2
2020-06-17 21:36:59;419;278;47;18;15;12;6;6;6;3;2
2020-06-17 21:37:59;419;278;47;18;15;12;6;6;6;3;2
2020-06-17 21:38:58;420;279;47;18;15;12;6;6;6;3;2
2020-06-17 21:39:59;420;279;47;18;15;12;6;6;6;3;2
2020-06-17 21:40:58;421;280;47;18;15;12;6;6;6;3;2
2020-06-17 21:41:59;422;281;47;18;15;12;6;6;6;3;2
2020-06-17 21:42:59;422;281;47;18;15;12;6;6;6;3;2
2020-06-17 21:43:58;422;281;47;18;15;12;6;6;6;3;2
2020-06-17 21:44:59;423;282;47;18;15;12;6;6;6;3;2
2020-06-17 21:45:58;423;282;47;18;15;12;6;6;6;3;2
2020-06-17 21:46:59;423;282;47;18;15;12;6;6;6;3;2
2020-06-17 21:47:59;423;282;47;18;15;12;6;6;6;3;2
2020-06-17 21:48:58;424;283;47;18;15;12;6;6;6;3;2
2020-06-17 21:49:59;425;284;47;18;15;12;6;6;6;3;2
2020-06-17 21:50:59;425;284;47;18;15;12;6;6;6;3;2
2020-06-17 21:51:58;425;284;47;18;15;12;6;6;6;3;2
2020-06-17 21:52:59;425;284;47;18;15;12;6;6;6;3;2
2020-06-17 21:53:59;426;285;47;18;15;12;6;6;6;3;2
2020-06-17 21:54:58;426;285;47;18;15;12;6;6;6;3;2
2020-06-17 21:55:59;426;285;47;18;15;12;6;6;6;3;2
2020-06-17 21:56:58;426;285;47;18;15;12;6;6;6;3;2
2020-06-17 21:57:59;426;285;47;18;15;12;6;6;6;3;2
2020-06-17 21:58:59;426;285;47;18;15;12;6;6;6;3;2
2020-06-17 21:59:58;426;285;47;18;15;12;6;6;6;3;2
2020-06-17 22:00:59;426;285;47;18;15;12;6;6;6;3;2
2020-06-17 22:01:59;426;285;47;18;15;12;6;6;6;3;2
2020-06-17 22:02:58;426;285;47;18;15;12;6;6;6;3;2
2020-06-17 22:03:59;426;285;47;18;15;12;6;6;6;3;2
2020-06-17 22:04:59;426;285;47;18;15;12;6;6;6;3;2
2020-06-17 22:05:58;426;285;47;18;15;12;6;6;6;3;2
2020-06-17 22:06:59;426;285;47;18;15;12;6;6;6;3;2
2020-06-17 22:07:58;426;285;47;18;15;12;6;6;6;3;2
2020-06-17 22:08:59;428;287;47;18;15;12;6;6;6;3;2
2020-06-17 22:09:59;428;287;47;18;15;12;6;6;6;3;2
2020-06-17 22:10:58;428;287;47;18;15;12;6;6;6;3;2
