datetime;total_votes;Wiedemann;Есения;kaiL;Hexadecachoron;romanvzromanvz;xtend;KOCTOPE3;mama_p_zh;zgushonka;Nosy
2019-12-04 07:12:59;49;12;14;1;5;2;5;3;0;0;0
2019-12-04 07:13:58;49;12;14;1;5;2;5;3;0;0;0
2019-12-04 07:14:59;49;12;14;1;5;2;5;3;0;0;0
2019-12-04 07:15:59;49;12;14;1;5;2;5;3;0;0;0
2019-12-04 07:16:58;49;12;14;1;5;2;5;3;0;0;0
2019-12-04 07:17:59;49;12;14;1;5;2;5;3;0;0;0
2019-12-04 07:18:59;50;13;14;1;5;2;5;3;0;0;0
2019-12-04 07:19:58;50;13;14;1;5;2;5;3;0;0;0
2019-12-04 07:20:59;50;13;14;1;5;2;5;3;0;0;0
2019-12-04 07:21:59;50;13;14;1;5;2;5;3;0;0;0
2019-12-04 07:22:58;50;13;14;1;5;2;5;3;0;0;0
2019-12-04 07:23:59;50;13;14;1;5;2;5;3;0;0;0
2019-12-04 07:24:59;50;13;14;1;5;2;5;3;0;0;0
2019-12-04 07:25:58;50;13;14;1;5;2;5;3;0;0;0
2019-12-04 07:26:59;50;13;14;1;5;2;5;3;0;0;0
2019-12-04 07:27:59;50;13;14;1;5;2;5;3;0;0;0
2019-12-04 07:28:59;50;13;14;1;5;2;5;3;0;0;0
2019-12-04 07:29:58;50;13;14;1;5;2;5;3;0;0;0
2019-12-04 07:30:59;50;13;14;1;5;2;5;3;0;0;0
2019-12-04 07:31:59;51;14;14;1;5;2;5;3;0;0;0
2019-12-04 07:32:59;51;14;14;1;5;2;5;3;0;0;0
2019-12-04 07:33:58;51;14;14;1;5;2;5;3;0;0;0
2019-12-04 07:34:59;51;14;14;1;5;2;5;3;0;0;0
2019-12-04 07:35:59;51;14;14;1;5;2;5;3;0;0;0
2019-12-04 07:36:58;51;14;14;1;5;2;5;3;0;0;0
2019-12-04 07:37:59;51;14;14;1;5;2;5;3;0;0;0
2019-12-04 07:38:59;51;14;14;1;5;2;5;3;0;0;0
2019-12-04 07:40:00;51;14;14;1;5;2;5;3;0;0;0
2019-12-04 07:40:58;51;14;14;1;5;2;5;3;0;0;0
2019-12-04 07:41:59;51;14;14;1;5;2;5;3;0;0;0
2019-12-04 07:42:59;52;14;14;2;5;2;5;3;0;0;0
2019-12-04 07:43:58;52;14;14;2;5;2;5;3;0;0;0
2019-12-04 07:44:59;52;14;14;2;5;2;5;3;0;0;0
2019-12-04 07:45:59;52;14;14;2;5;2;5;3;0;0;0
2019-12-04 07:46:58;52;14;14;2;5;2;5;3;0;0;0
2019-12-04 07:47:59;52;14;14;2;5;2;5;3;0;0;0
2019-12-04 07:48:59;52;14;14;2;5;2;5;3;0;0;0
2019-12-04 07:49:59;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 07:50:58;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 07:51:59;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 07:52:59;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 07:53:58;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 07:54:59;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 07:55:59;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 07:56:58;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 07:57:59;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 07:58:59;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 07:59:58;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 08:00:59;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 08:01:59;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 08:03:00;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 08:03:58;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 08:04:59;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 08:05:59;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 08:06:59;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 08:07:58;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 08:08:59;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 08:09:58;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 08:10:59;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 08:11:59;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 08:12:58;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 08:13:59;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 08:14:59;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 08:15:59;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 08:16:58;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 08:17:59;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 08:18:59;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 08:19:58;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 08:20:59;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 08:21:59;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 08:22:59;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 08:23:58;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 08:24:59;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 08:25:59;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 08:26:58;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 08:27:59;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 08:28:59;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 08:29:59;53;14;14;3;5;2;5;3;0;0;0
2019-12-04 08:30:58;54;15;14;3;5;2;5;3;0;0;0
2019-12-04 08:31:59;54;15;14;3;5;2;5;3;0;0;0
2019-12-04 08:32:59;54;15;14;3;5;2;5;3;0;0;0
2019-12-04 08:33:58;54;15;14;3;5;2;5;3;0;0;0
2019-12-04 08:34:59;55;15;15;3;5;2;5;3;0;0;0
2019-12-04 08:35:59;55;15;15;3;5;2;5;3;0;0;0
2019-12-04 08:36:59;55;15;15;3;5;2;5;3;0;0;0
2019-12-04 08:37:58;55;15;15;3;5;2;5;3;0;0;0
2019-12-04 08:38:59;55;15;15;3;5;2;5;3;0;0;0
2019-12-04 08:39:59;55;15;15;3;5;2;5;3;0;0;0
2019-12-04 08:40:58;56;15;15;4;5;2;5;3;0;0;0
2019-12-04 08:41:59;56;15;15;4;5;2;5;3;0;0;0
2019-12-04 08:42:59;56;15;15;4;5;2;5;3;0;0;0
2019-12-04 08:43:58;56;15;15;4;5;2;5;3;0;0;0
2019-12-04 08:44:59;56;15;15;4;5;2;5;3;0;0;0
2019-12-04 08:45:59;56;15;15;4;5;2;5;3;0;0;0
2019-12-04 08:46:59;56;15;15;4;5;2;5;3;0;0;0
2019-12-04 08:47:58;56;15;15;4;5;2;5;3;0;0;0
2019-12-04 08:48:59;56;15;15;4;5;2;5;3;0;0;0
2019-12-04 08:49:59;56;15;15;4;5;2;5;3;0;0;0
2019-12-04 08:50:58;56;15;15;4;5;2;5;3;0;0;0
2019-12-04 08:51:59;57;15;15;4;5;2;5;3;0;0;0
2019-12-04 08:52:59;57;15;15;4;5;2;5;3;0;0;0
2019-12-04 08:53:59;57;15;15;4;5;2;5;3;0;0;0
2019-12-04 08:54:58;57;15;15;4;5;2;5;3;0;0;0
2019-12-04 08:55:58;57;15;15;4;5;2;5;3;0;0;0
2019-12-04 08:56:59;58;15;16;4;5;2;5;3;0;0;0
2019-12-04 08:57:59;58;15;16;4;5;2;5;3;0;0;0
2019-12-04 08:58:59;58;15;16;4;5;2;5;3;0;0;0
2019-12-04 08:59:58;58;15;16;4;5;2;5;3;0;0;0
2019-12-04 09:00:59;58;15;16;4;5;2;5;3;0;0;0
2019-12-04 09:01:59;58;15;16;4;5;2;5;3;0;0;0
2019-12-04 09:02:58;58;15;16;4;5;2;5;3;0;0;0
2019-12-04 09:03:59;58;15;16;4;5;2;5;3;0;0;0
2019-12-04 09:04:59;58;15;16;4;5;2;5;3;0;0;0
2019-12-04 09:05:59;58;15;16;4;5;2;5;3;0;0;0
2019-12-04 09:06:58;59;15;17;4;5;2;5;3;0;0;0
2019-12-04 09:07:59;59;15;17;4;5;2;5;3;0;0;0
2019-12-04 09:08:59;59;15;17;4;5;2;5;3;0;0;0
2019-12-04 09:09:58;59;15;17;4;5;2;5;3;0;0;0
2019-12-04 09:10:59;59;15;17;4;5;2;5;3;0;0;0
2019-12-04 09:11:59;59;15;17;4;5;2;5;3;0;0;0
2019-12-04 09:12:59;59;15;17;4;5;2;5;3;0;0;0
2019-12-04 09:13:58;59;15;17;4;5;2;5;3;0;0;0
2019-12-04 09:14:59;59;15;17;4;5;2;5;3;0;0;0
2019-12-04 09:15:59;59;15;17;4;5;2;5;3;0;0;0
2019-12-04 09:16:58;59;15;17;4;5;2;5;3;0;0;0
2019-12-04 09:17:59;60;15;18;4;5;2;5;3;0;0;0
2019-12-04 09:18:58;60;15;18;4;5;2;5;3;0;0;0
2019-12-04 09:19:59;60;15;18;4;5;2;5;3;0;0;0
2019-12-04 09:20:59;60;15;18;4;5;2;5;3;0;0;0
2019-12-04 09:21:59;60;15;18;4;5;2;5;3;0;0;0
2019-12-04 09:22:58;60;15;18;4;5;2;5;3;0;0;0
2019-12-04 09:23:59;60;15;18;4;5;2;5;3;0;0;0
2019-12-04 09:24:59;60;15;18;4;5;2;5;3;0;0;0
2019-12-04 09:25:59;60;15;18;4;5;2;5;3;0;0;0
2019-12-04 09:26:58;60;15;18;4;5;2;5;3;0;0;0
2019-12-04 09:27:59;60;15;18;4;5;2;5;3;0;0;0
2019-12-04 09:28:59;60;15;18;4;5;2;5;3;0;0;0
2019-12-04 09:29:58;61;15;18;4;5;2;5;3;0;0;0
2019-12-04 09:30:59;61;15;18;4;5;2;5;3;0;0;0
2019-12-04 09:31:59;61;15;18;4;5;2;5;3;0;0;0
2019-12-04 09:32:58;61;15;18;4;5;2;5;3;0;0;0
2019-12-04 09:33:59;61;15;18;4;5;2;5;3;0;0;0
2019-12-04 09:34:59;61;15;18;4;5;2;5;3;0;0;0
2019-12-04 09:35:59;61;15;18;4;5;2;5;3;0;0;0
2019-12-04 09:36:58;61;15;18;4;5;2;5;3;0;0;0
2019-12-04 09:37:59;61;15;18;4;5;2;5;3;0;0;0
2019-12-04 09:38:59;61;15;18;4;5;2;5;3;0;0;0
2019-12-04 09:39:59;61;15;18;4;5;2;5;3;0;0;0
2019-12-04 09:40:58;61;15;18;4;5;2;5;3;0;0;0
2019-12-04 09:41:59;61;15;18;4;5;2;5;3;0;0;0
2019-12-04 09:42:58;61;15;18;4;5;2;5;3;0;0;0
2019-12-04 09:43:59;61;15;18;4;5;2;5;3;0;0;0
2019-12-04 09:44:59;61;15;18;4;5;2;5;3;0;0;0
2019-12-04 09:45:58;61;15;18;4;5;2;5;3;0;0;0
2019-12-04 09:46:59;61;15;18;4;5;2;5;3;0;0;0
2019-12-04 09:47:59;61;15;18;4;5;2;5;3;0;0;0
2019-12-04 09:48:58;61;15;18;4;5;2;5;3;0;0;0
2019-12-04 09:49:59;61;15;18;4;5;2;5;3;0;0;0
2019-12-04 09:50:59;62;16;18;4;5;2;5;3;0;0;0
2019-12-04 09:51:59;62;16;18;4;5;2;5;3;0;0;0
2019-12-04 09:52:58;62;16;18;4;5;2;5;3;0;0;0
2019-12-04 09:53:59;62;16;18;4;5;2;5;3;0;0;0
2019-12-04 09:54:59;62;16;18;4;5;2;5;3;0;0;0
2019-12-04 09:55:58;62;16;18;4;5;2;5;3;0;0;0
2019-12-04 09:56:59;62;16;18;4;5;2;5;3;0;0;0
2019-12-04 09:57:59;62;16;18;4;5;2;5;3;0;0;0
2019-12-04 09:58:58;62;16;18;4;5;2;5;3;0;0;0
2019-12-04 09:59:59;62;16;18;4;5;2;5;3;0;0;0
2019-12-04 10:00:59;63;16;18;4;5;2;5;3;0;0;0
2019-12-04 10:01:58;63;16;18;4;5;2;5;3;0;0;0
2019-12-04 10:02:59;63;16;18;4;5;2;5;3;0;0;0
2019-12-04 10:03:59;63;16;18;4;5;2;5;3;0;0;0
2019-12-04 10:04:59;63;16;18;4;5;2;5;3;0;0;0
2019-12-04 10:05:58;63;16;18;4;5;2;5;3;0;0;0
2019-12-04 10:06:59;63;16;18;4;5;2;5;3;0;0;0
2019-12-04 10:07:58;63;16;18;4;5;2;5;3;0;0;0
2019-12-04 10:08:59;63;16;18;4;5;2;5;3;0;0;0
2019-12-04 10:09:59;63;16;18;4;5;2;5;3;0;0;0
2019-12-04 10:10:59;63;16;18;4;5;2;5;3;0;0;0
2019-12-04 10:11:58;63;16;18;4;5;2;5;3;0;0;0
2019-12-04 10:12:59;63;16;18;4;5;2;5;3;0;0;0
2019-12-04 10:13:59;63;16;18;4;5;2;5;3;0;0;0
2019-12-04 10:14:58;63;16;18;4;5;2;5;3;0;0;0
2019-12-04 10:15:59;63;16;18;4;5;2;5;3;0;0;0
2019-12-04 10:16:59;63;16;18;4;5;2;5;3;0;0;0
2019-12-04 10:17:58;64;17;18;4;5;2;5;3;0;0;0
2019-12-04 10:18:59;65;17;19;4;5;2;5;3;0;0;0
2019-12-04 10:19:59;65;17;19;4;5;2;5;3;0;0;0
2019-12-04 10:20:58;65;17;19;4;5;2;5;3;0;0;0
2019-12-04 10:21:59;65;17;19;4;5;2;5;3;0;0;0
2019-12-04 10:22:59;65;17;19;4;5;2;5;3;0;0;0
2019-12-04 10:23:59;65;17;19;4;5;2;5;3;0;0;0
2019-12-04 10:24:58;65;17;19;4;5;2;5;3;0;0;0
2019-12-04 10:25:59;66;17;19;5;5;2;5;3;0;0;0
2019-12-04 10:26:59;66;17;19;5;5;2;5;3;0;0;0
2019-12-04 10:27:58;66;17;19;5;5;2;5;3;0;0;0
2019-12-04 10:28:59;67;17;20;5;5;2;5;3;0;0;0
2019-12-04 10:29:59;67;17;20;5;5;2;5;3;0;0;0
2019-12-04 10:30:58;68;17;21;5;5;2;5;3;0;0;0
2019-12-04 10:31:59;68;17;21;5;5;2;5;3;0;0;0
2019-12-04 10:32:59;68;17;21;5;5;2;5;3;0;0;0
2019-12-04 10:33:59;69;17;21;5;6;2;5;3;0;0;0
2019-12-04 10:34:58;69;17;21;5;6;2;5;3;0;0;0
2019-12-04 10:35:59;69;17;21;5;6;2;5;3;0;0;0
2019-12-04 10:36:59;69;17;21;5;6;2;5;3;0;0;0
2019-12-04 10:37:59;69;17;21;5;6;2;5;3;0;0;0
2019-12-04 10:38:58;69;17;21;5;6;2;5;3;0;0;0
2019-12-04 10:39:59;70;17;21;5;6;2;5;4;0;0;0
2019-12-04 10:40:59;70;17;21;5;6;2;5;4;0;0;0
2019-12-04 10:41:59;70;17;21;5;6;2;5;4;0;0;0
2019-12-04 10:42:58;70;17;21;5;6;2;5;4;0;0;0
2019-12-04 10:43:59;70;17;21;5;6;2;5;4;0;0;0
2019-12-04 10:44:59;71;17;22;5;6;2;5;4;0;0;0
2019-12-04 10:45:58;71;17;22;5;6;2;5;4;0;0;0
2019-12-04 10:46:59;71;17;22;5;6;2;5;4;0;0;0
2019-12-04 10:47:59;71;17;22;5;6;2;5;4;0;0;0
2019-12-04 10:48:58;71;17;22;5;6;2;5;4;0;0;0
2019-12-04 10:49:59;71;17;22;5;6;2;5;4;0;0;0
2019-12-04 10:50:59;72;17;22;6;6;2;5;4;0;0;0
2019-12-04 10:51:59;72;17;22;6;6;2;5;4;0;0;0
2019-12-04 10:52:58;72;17;22;6;6;2;5;4;0;0;0
2019-12-04 10:53:59;72;17;22;6;6;2;5;4;0;0;0
2019-12-04 10:54:59;73;17;22;6;6;2;5;4;0;0;0
2019-12-04 10:55:59;73;17;22;6;6;2;5;4;0;0;0
2019-12-04 10:56:58;73;17;22;6;6;2;5;4;0;0;0
2019-12-04 10:57:59;73;17;22;6;6;2;5;4;0;0;0
2019-12-04 10:58:59;73;17;22;6;6;2;5;4;0;0;0
2019-12-04 10:59:58;73;17;22;6;6;2;5;4;0;0;0
2019-12-04 11:00:59;73;17;22;6;6;2;5;4;0;0;0
2019-12-04 11:01:59;73;17;22;6;6;2;5;4;0;0;0
2019-12-04 11:02:59;73;17;22;6;6;2;5;4;0;0;0
2019-12-04 11:03:58;73;17;22;6;6;2;5;4;0;0;0
2019-12-04 11:04:59;73;17;22;6;6;2;5;4;0;0;0
2019-12-04 11:05:59;73;17;22;6;6;2;5;4;0;0;0
2019-12-04 11:06:58;74;18;22;6;6;2;5;4;0;0;0
2019-12-04 11:07:59;74;18;22;6;6;2;5;4;0;0;0
2019-12-04 11:08:59;74;18;22;6;6;2;5;4;0;0;0
2019-12-04 11:09:59;74;18;22;6;6;2;5;4;0;0;0
2019-12-04 11:10:58;74;18;22;6;6;2;5;4;0;0;0
2019-12-04 11:11:59;74;18;22;6;6;2;5;4;0;0;0
2019-12-04 11:12:59;74;18;22;6;6;2;5;4;0;0;0
2019-12-04 11:14:00;74;18;22;6;6;2;5;4;0;0;0
2019-12-04 11:14:58;74;18;22;6;6;2;5;4;0;0;0
2019-12-04 11:15:59;74;18;22;6;6;2;5;4;0;0;0
2019-12-04 11:16:59;74;18;22;6;6;2;5;4;0;0;0
2019-12-04 11:17:58;74;18;22;6;6;2;5;4;0;0;0
2019-12-04 11:18:59;74;18;22;6;6;2;5;4;0;0;0
2019-12-04 11:19:59;75;19;22;6;6;2;5;4;0;0;0
2019-12-04 11:20:59;75;19;22;6;6;2;5;4;0;0;0
2019-12-04 11:21:58;75;19;22;6;6;2;5;4;0;0;0
2019-12-04 11:22:59;77;21;22;6;6;2;5;4;0;0;0
2019-12-04 11:23:59;77;21;22;6;6;2;5;4;0;0;0
2019-12-04 11:24:58;77;21;22;6;6;2;5;4;0;0;0
2019-12-04 11:25:59;77;21;22;6;6;2;5;4;0;0;0
2019-12-04 11:26:59;79;21;22;6;6;3;5;4;0;0;0
2019-12-04 11:27:58;79;21;22;6;6;3;5;4;0;0;0
2019-12-04 11:28:59;79;21;22;6;6;3;5;4;0;0;0
2019-12-04 11:29:59;79;21;22;6;6;3;5;4;0;0;0
2019-12-04 11:30:59;79;21;22;6;6;3;5;4;0;0;0
2019-12-04 11:31:58;79;21;22;6;6;3;5;4;0;0;0
2019-12-04 11:32:59;79;21;22;6;6;3;5;4;0;0;0
2019-12-04 11:33:59;79;21;22;6;6;3;5;4;0;0;0
2019-12-04 11:34:59;79;21;22;6;6;3;5;4;0;0;0
2019-12-04 11:35:58;80;22;22;6;6;3;5;4;0;0;0
2019-12-04 11:36:59;80;22;22;6;6;3;5;4;0;0;0
2019-12-04 11:37:59;80;22;22;6;6;3;5;4;0;0;0
2019-12-04 11:38:58;80;22;22;6;6;3;5;4;0;0;0
2019-12-04 11:39:59;80;22;22;6;6;3;5;4;0;0;0
2019-12-04 11:40:59;80;22;22;6;6;3;5;4;0;0;0
2019-12-04 11:41:59;81;23;22;6;6;3;5;4;0;0;0
2019-12-04 11:42:58;81;23;22;6;6;3;5;4;0;0;0
2019-12-04 11:43:59;81;23;22;6;6;3;5;4;0;0;0
2019-12-04 11:44:59;82;24;22;6;6;3;5;4;0;0;0
2019-12-04 11:45:59;82;24;22;6;6;3;5;4;0;0;0
2019-12-04 11:46:58;83;24;23;6;6;3;5;4;0;0;0
2019-12-04 11:47:59;83;24;23;6;6;3;5;4;0;0;0
2019-12-04 11:48:59;83;24;23;6;6;3;5;4;0;0;0
2019-12-04 11:49:59;84;24;23;6;6;3;5;4;0;0;0
2019-12-04 11:51:00;84;24;23;6;6;3;5;4;0;0;0
2019-12-04 11:51:58;84;24;23;6;6;3;5;4;0;0;0
2019-12-04 11:52:59;84;24;23;6;6;3;5;4;0;0;0
2019-12-04 11:53:59;84;24;23;6;6;3;5;4;0;0;0
2019-12-04 11:54:58;84;24;23;6;6;3;5;4;0;0;0
2019-12-04 11:55:59;84;24;23;6;6;3;5;4;0;0;0
2019-12-04 11:56:59;84;24;23;6;6;3;5;4;0;0;0
2019-12-04 11:57:59;84;24;23;6;6;3;5;4;0;0;0
2019-12-04 11:58:58;84;24;23;6;6;3;5;4;0;0;0
2019-12-04 11:59:59;84;24;23;6;6;3;5;4;0;0;0
2019-12-04 12:00:59;84;24;23;6;6;3;5;4;0;0;0
2019-12-04 12:01:58;84;24;23;6;6;3;5;4;0;0;0
2019-12-04 12:02:59;84;24;23;6;6;3;5;4;0;0;0
2019-12-04 12:03:59;84;24;23;6;6;3;5;4;0;0;0
2019-12-04 12:04:59;84;24;23;6;6;3;5;4;0;0;0
2019-12-04 12:05:58;84;24;23;6;6;3;5;4;0;0;0
2019-12-04 12:06:59;84;24;23;6;6;3;5;4;0;0;0
2019-12-04 12:07:59;84;24;23;6;6;3;5;4;0;0;0
2019-12-04 12:08:59;84;24;23;6;6;3;5;4;0;0;0
2019-12-04 12:09:58;84;24;23;6;6;3;5;4;0;0;0
2019-12-04 12:10:59;84;24;23;6;6;3;5;4;0;0;0
2019-12-04 12:11:59;84;24;23;6;6;3;5;4;0;0;0
2019-12-04 12:12:59;84;24;23;6;6;3;5;4;0;0;0
2019-12-04 12:13:58;84;24;23;6;6;3;5;4;0;0;0
2019-12-04 12:14:59;84;24;23;6;6;3;5;4;0;0;0
2019-12-04 12:15:58;84;24;23;6;6;3;5;4;0;0;0
2019-12-04 12:16:59;85;25;23;6;6;3;5;4;0;0;0
2019-12-04 12:17:59;85;25;23;6;6;3;5;4;0;0;0
2019-12-04 12:18:59;85;25;23;6;6;3;5;4;0;0;0
2019-12-04 12:19:58;86;25;23;6;6;3;5;4;1;0;1
2019-12-04 12:20:59;86;25;23;6;6;3;5;4;1;0;1
2019-12-04 12:21:59;86;25;23;6;6;3;5;4;1;0;1
2019-12-04 12:22:59;86;25;23;6;6;3;5;4;1;0;1
2019-12-04 12:23:58;86;24;24;6;6;3;5;4;1;0;1
2019-12-04 12:24:59;86;24;24;6;6;3;5;4;1;0;1
2019-12-04 12:25:59;86;24;24;6;6;3;5;4;1;0;1
2019-12-04 12:26:59;86;24;24;6;6;3;5;4;1;0;1
2019-12-04 12:27:58;86;24;24;6;6;3;5;4;1;0;1
2019-12-04 12:28:59;86;24;24;6;6;3;5;4;1;0;1
2019-12-04 12:29:59;87;24;24;6;6;3;5;4;1;0;1
2019-12-04 12:30:59;87;24;24;6;6;3;5;4;1;0;1
2019-12-04 12:31:58;87;24;24;6;6;3;5;4;1;0;1
2019-12-04 12:32:59;87;24;24;6;6;3;5;4;1;0;1
2019-12-04 12:33:59;88;25;24;6;6;3;5;4;1;0;1
2019-12-04 12:35:00;88;25;24;6;6;3;5;4;1;0;1
2019-12-04 12:35:58;88;25;24;6;6;3;5;4;1;0;1
2019-12-04 12:36:59;89;25;25;6;6;3;5;4;1;0;1
2019-12-04 12:37:59;89;25;25;6;6;3;5;4;1;0;1
2019-12-04 12:38:58;89;25;25;6;6;3;5;4;1;0;1
2019-12-04 12:39:59;89;25;25;6;6;3;5;4;1;0;1
2019-12-04 12:40:59;89;25;25;6;6;3;5;4;1;0;1
2019-12-04 12:41:59;89;25;25;6;6;3;5;4;1;0;1
2019-12-04 12:42:58;89;25;25;6;6;3;5;4;1;0;1
2019-12-04 12:43:59;89;25;25;6;6;3;5;4;1;0;1
2019-12-04 12:44:59;89;25;25;6;6;3;5;4;1;0;1
2019-12-04 12:45:59;89;25;25;6;6;3;5;4;1;0;1
2019-12-04 12:46:58;89;25;25;6;6;3;5;4;1;0;1
2019-12-04 12:47:59;89;25;25;6;6;3;5;4;1;0;1
2019-12-04 12:48:59;89;25;25;6;6;3;5;4;1;0;1
2019-12-04 12:49:59;89;25;25;6;6;3;5;4;1;0;1
2019-12-04 12:50:58;89;25;25;6;6;3;5;4;1;0;1
2019-12-04 12:51:59;89;25;25;6;6;3;5;4;1;0;1
2019-12-04 12:52:59;89;25;25;6;6;3;5;4;1;0;1
2019-12-04 12:53:59;89;25;25;6;6;3;5;4;1;0;1
2019-12-04 12:54:59;89;25;25;6;6;3;5;4;1;0;1
2019-12-04 12:55:58;89;25;25;6;6;3;5;4;1;0;1
2019-12-04 12:56:59;89;25;25;6;6;3;5;4;1;0;1
2019-12-04 12:57:59;89;25;25;6;6;3;5;4;1;0;1
2019-12-04 12:58:58;89;25;25;6;6;3;5;4;1;0;1
2019-12-04 12:59:59;89;25;25;6;6;3;5;4;1;0;1
2019-12-04 13:00:59;89;25;25;6;6;3;5;4;1;0;1
2019-12-04 13:01:59;89;25;25;6;6;3;5;4;1;0;1
2019-12-04 13:02:58;89;25;25;6;6;3;5;4;1;0;1
2019-12-04 13:03:59;89;25;25;6;6;3;5;4;1;0;1
2019-12-04 13:04:59;89;25;25;6;6;3;5;4;1;0;1
2019-12-04 13:05:59;89;25;25;6;6;3;5;4;1;0;1
2019-12-04 13:06:58;89;25;25;6;6;3;5;4;1;0;1
2019-12-04 13:07:59;90;25;25;6;6;3;5;4;2;0;1
2019-12-04 13:08:59;90;25;25;6;6;3;5;4;2;0;1
2019-12-04 13:09:58;90;25;25;6;6;3;5;4;2;0;1
2019-12-04 13:10:59;90;25;25;6;6;3;5;4;2;0;1
2019-12-04 13:11:59;90;25;25;6;6;3;5;4;2;0;1
2019-12-04 13:12:59;90;25;25;6;6;3;5;4;2;0;1
2019-12-04 13:13:58;90;25;25;6;6;3;5;4;2;0;1
2019-12-04 13:14:59;90;25;25;6;6;3;5;4;2;0;1
2019-12-04 13:15:59;90;25;25;6;6;3;5;4;2;0;1
2019-12-04 13:16:58;90;25;25;6;6;3;5;4;2;0;1
2019-12-04 13:17:59;90;25;25;6;6;3;5;4;2;0;1
2019-12-04 13:18:59;90;25;25;6;6;3;5;4;2;0;1
2019-12-04 13:19:59;90;25;25;6;6;3;5;4;2;0;1
2019-12-04 13:20:58;90;25;25;6;6;3;5;4;2;0;1
2019-12-04 13:21:59;90;25;25;6;6;3;5;4;2;0;1
2019-12-04 13:22:59;90;25;25;6;6;3;5;4;2;0;1
2019-12-04 13:23:59;90;25;25;6;6;3;5;4;2;0;1
2019-12-04 13:24:58;90;25;25;6;6;3;5;4;2;0;1
2019-12-04 13:25:59;90;25;25;6;6;3;5;4;2;0;1
2019-12-04 13:26:59;90;25;25;6;6;3;5;4;2;0;1
2019-12-04 13:27:59;90;25;25;6;6;3;5;4;2;0;1
2019-12-04 13:28:58;90;25;25;6;6;3;5;4;2;0;1
2019-12-04 13:29:59;90;25;25;6;6;3;5;4;2;0;1
2019-12-04 13:30:58;90;25;25;6;6;3;5;4;2;0;1
2019-12-04 13:31:59;90;25;25;6;6;3;5;4;2;0;1
2019-12-04 13:32:59;90;25;25;6;6;3;5;4;2;0;1
2019-12-04 13:33:59;90;25;25;6;6;3;5;4;2;0;1
2019-12-04 13:34:58;90;25;25;6;6;3;5;4;2;0;1
2019-12-04 13:35:59;90;25;25;6;6;3;5;4;2;0;1
2019-12-04 13:36:59;90;25;25;6;6;3;5;4;2;0;1
2019-12-04 13:37:59;90;25;25;6;6;3;5;4;2;0;1
2019-12-04 13:38:58;90;25;25;6;6;3;5;4;2;0;1
2019-12-04 13:39:59;90;25;25;6;6;3;5;4;2;0;1
2019-12-04 13:40:59;90;25;25;6;6;3;5;4;2;0;1
2019-12-04 13:41:59;90;25;25;6;6;3;5;4;2;0;1
2019-12-04 13:42:58;91;26;25;6;6;3;5;4;2;0;1
2019-12-04 13:43:59;91;26;25;6;6;3;5;4;2;0;1
2019-12-04 13:44:59;91;26;25;6;6;3;5;4;2;0;1
2019-12-04 13:45:59;91;26;25;6;6;3;5;4;2;0;1
2019-12-04 13:46:58;91;26;25;6;6;3;5;4;2;0;1
2019-12-04 13:47:59;91;26;25;6;6;3;5;4;2;0;1
2019-12-04 13:48:59;91;26;25;6;6;3;5;4;2;0;1
