datetime;total_votes;jovan;Bf109H;violetshit;UncleDre;sergoff;pupsique;brammator;rockamark;praktik;limpo-po
2019-01-16 15:38:58;132;44;22;13;11;7;6;5;5;4;4
2019-01-16 15:39:59;132;44;22;13;11;7;6;5;5;4;4
2019-01-16 15:40:59;132;44;22;13;11;7;6;5;5;4;4
2019-01-16 15:41:58;132;44;22;13;11;7;6;5;5;4;4
2019-01-16 15:42:59;133;44;23;13;11;7;6;5;5;4;4
2019-01-16 15:43:58;133;44;23;13;11;7;6;5;5;4;4
2019-01-16 15:44:59;133;44;23;13;11;7;6;5;5;4;4
2019-01-16 15:46:00;133;44;23;13;11;7;6;5;5;4;4
2019-01-16 15:46:58;133;44;23;13;11;7;6;5;5;4;4
2019-01-16 15:47:59;133;44;23;13;11;7;6;5;5;4;4
2019-01-16 15:48:58;133;44;23;13;11;7;6;5;5;4;4
2019-01-16 15:49:59;133;44;23;13;11;7;6;5;5;4;4
2019-01-16 15:50:59;133;44;23;13;11;7;6;5;5;4;4
2019-01-16 15:51:58;133;44;23;13;11;7;6;5;5;4;4
2019-01-16 15:52:59;134;45;23;13;11;7;6;5;5;4;4
2019-01-16 15:53:59;134;45;23;13;11;7;6;5;5;4;4
2019-01-16 15:54:58;134;45;23;13;11;7;6;5;5;4;4
2019-01-16 15:55:59;134;45;23;13;11;7;6;5;5;4;4
2019-01-16 15:56:59;134;45;23;13;11;7;6;5;5;4;4
2019-01-16 15:57:58;134;45;23;13;11;7;6;5;5;4;4
2019-01-16 15:58:59;134;45;23;13;11;7;6;5;5;4;4
2019-01-16 15:59:58;134;45;23;13;11;7;6;5;5;4;4
2019-01-16 16:00:59;134;45;23;13;11;7;6;5;5;4;4
2019-01-16 16:01:59;134;45;23;13;11;7;6;5;5;4;4
2019-01-16 16:02:58;134;45;23;13;11;7;6;5;5;4;4
2019-01-16 16:03:59;134;45;23;13;11;7;6;5;5;4;4
2019-01-16 16:04:59;134;45;23;13;11;7;6;5;5;4;4
2019-01-16 16:05:58;134;45;23;13;11;7;6;5;5;4;4
2019-01-16 16:06:59;135;45;24;13;11;7;6;5;5;4;4
2019-01-16 16:07:59;135;45;24;13;11;7;6;5;5;4;4
2019-01-16 16:08:58;135;45;24;13;11;7;6;5;5;4;4
2019-01-16 16:09:59;136;46;24;13;11;7;6;5;5;4;4
2019-01-16 16:10:59;137;47;24;13;11;7;6;5;5;4;4
2019-01-16 16:11:58;137;47;24;13;11;7;6;5;5;4;4
2019-01-16 16:12:59;137;47;24;13;11;7;6;5;5;4;4
2019-01-16 16:13:59;137;47;24;13;11;7;6;5;5;4;4
2019-01-16 16:14:58;137;47;24;13;11;7;6;5;5;4;4
2019-01-16 16:15:59;137;47;24;13;11;7;6;5;5;4;4
2019-01-16 16:16:58;137;47;24;13;11;7;6;5;5;4;4
2019-01-16 16:17:59;138;47;25;13;11;7;6;5;5;4;4
2019-01-16 16:18:59;139;47;25;13;11;7;6;5;5;4;4
2019-01-16 16:19:58;139;47;25;13;11;7;6;5;5;4;4
2019-01-16 16:20:59;141;47;27;13;11;7;6;5;5;4;4
2019-01-16 16:21:59;141;47;27;13;11;7;6;5;5;4;4
2019-01-16 16:22:58;141;47;27;13;11;7;6;5;5;4;4
2019-01-16 16:23:59;141;47;27;13;11;7;6;5;5;4;4
2019-01-16 16:24:59;141;47;27;13;11;7;6;5;5;4;4
2019-01-16 16:25:58;141;47;27;13;11;7;6;5;5;4;4
2019-01-16 16:26:59;141;47;27;13;11;7;6;5;5;4;4
2019-01-16 16:27:59;141;47;27;13;11;7;6;5;5;4;4
2019-01-16 16:28:58;141;47;27;13;11;7;6;5;5;4;4
2019-01-16 16:29:59;141;47;27;13;11;7;6;5;5;4;4
2019-01-16 16:30:58;141;47;27;13;11;7;6;5;5;4;4
2019-01-16 16:31:59;141;47;27;13;11;7;6;5;5;4;4
2019-01-16 16:32:59;141;47;27;13;11;7;6;5;5;4;4
2019-01-16 16:33:58;141;47;27;13;11;7;6;5;5;4;4
2019-01-16 16:34:59;141;47;27;13;11;7;6;5;5;4;4
2019-01-16 16:35:58;142;47;27;13;12;7;6;5;5;4;4
2019-01-16 16:36:59;142;47;27;13;12;7;6;5;5;4;4
2019-01-16 16:37:59;142;47;27;13;12;7;6;5;5;4;4
2019-01-16 16:38:58;142;47;27;13;12;7;6;5;5;4;4
2019-01-16 16:39:59;142;47;27;13;12;7;6;5;5;4;4
2019-01-16 16:40:58;142;47;27;13;12;7;6;5;5;4;4
2019-01-16 16:41:59;142;47;27;13;12;7;6;5;5;4;4
2019-01-16 16:43:00;142;47;27;13;12;7;6;5;5;4;4
2019-01-16 16:43:58;142;47;27;13;12;7;6;5;5;4;4
2019-01-16 16:44:59;142;47;27;13;12;7;6;5;5;4;4
2019-01-16 16:45:59;142;47;27;13;12;7;6;5;5;4;4
2019-01-16 16:46:58;143;47;27;13;12;7;6;5;5;4;4
2019-01-16 16:47:59;143;47;27;13;12;7;6;5;5;4;4
2019-01-16 16:48:59;143;47;27;13;12;7;6;5;5;4;4
2019-01-16 16:49:58;143;47;27;13;12;7;6;5;5;4;4
2019-01-16 16:50:59;144;47;27;13;12;7;7;5;5;4;4
2019-01-16 16:51:58;144;47;27;13;12;7;7;5;5;4;4
2019-01-16 16:52:59;144;47;27;13;12;7;7;5;5;4;4
2019-01-16 16:53:59;144;47;27;13;12;7;7;5;5;4;4
2019-01-16 16:54:58;144;47;27;13;12;7;7;5;5;4;4
2019-01-16 16:55:59;144;47;27;13;12;7;7;5;5;4;4
2019-01-16 16:57:00;145;48;27;13;12;7;7;5;5;4;4
2019-01-16 16:57:58;145;48;27;13;12;7;7;5;5;4;4
2019-01-16 16:58:59;145;48;27;13;12;7;7;5;5;4;4
2019-01-16 16:59:58;145;48;27;13;12;7;7;5;5;4;4
2019-01-16 17:00:59;145;48;27;13;12;7;7;5;5;4;4
2019-01-16 17:01:58;145;48;27;13;12;7;7;5;5;4;4
2019-01-16 17:02:59;145;48;27;13;12;7;7;5;5;4;4
2019-01-16 17:03:59;146;49;28;13;12;7;6;5;5;4;4
2019-01-16 17:04:59;146;49;28;13;12;7;6;5;5;4;4
2019-01-16 17:05:58;146;49;28;13;12;7;6;5;5;4;4
2019-01-16 17:06:59;147;50;28;13;12;7;6;5;5;4;4
2019-01-16 17:07:58;147;50;28;13;12;7;6;5;5;4;4
2019-01-16 17:08:59;148;51;28;13;12;7;6;5;5;4;4
2019-01-16 17:09:59;148;51;28;13;12;7;6;5;5;4;4
2019-01-16 17:10:58;148;51;28;13;12;7;6;5;5;4;4
2019-01-16 17:11:59;148;51;28;13;12;7;6;5;5;4;4
2019-01-16 17:12:58;148;51;28;13;12;7;6;5;5;4;4
2019-01-16 17:13:59;148;51;28;13;12;7;6;5;5;4;4
2019-01-16 17:14:59;148;51;28;13;12;7;6;5;5;4;4
2019-01-16 17:15:58;148;51;28;13;12;7;6;5;5;4;4
2019-01-16 17:16:59;149;51;29;13;12;7;6;5;5;4;4
2019-01-16 17:17:58;149;51;29;13;12;7;6;5;5;4;4
2019-01-16 17:18:59;149;51;29;13;12;7;6;5;5;4;4
2019-01-16 17:19:59;149;51;29;13;12;7;6;5;5;4;4
2019-01-16 17:20:58;149;51;29;13;12;7;6;5;5;4;4
2019-01-16 17:21:59;149;51;29;13;12;7;6;5;5;4;4
2019-01-16 17:22:59;150;52;29;13;12;7;6;5;5;4;4
2019-01-16 17:23:58;150;52;29;13;12;7;6;5;5;4;4
2019-01-16 17:24:59;150;52;29;13;12;7;6;5;5;4;4
2019-01-16 17:25:58;150;52;29;13;12;7;6;5;5;4;4
2019-01-16 17:26:59;150;52;29;13;12;7;6;5;5;4;4
2019-01-16 17:27:59;150;52;29;13;12;7;6;5;5;4;4
2019-01-16 17:28:58;150;52;29;13;12;7;6;5;5;4;4
2019-01-16 17:29:59;150;52;29;13;12;7;6;5;5;4;4
2019-01-16 17:30:59;151;53;29;13;12;7;6;5;5;4;4
2019-01-16 17:31:58;151;53;29;13;12;7;6;5;5;4;4
2019-01-16 17:32:59;151;53;29;13;12;7;6;5;5;4;4
2019-01-16 17:33:58;152;53;30;13;12;7;6;5;5;4;4
2019-01-16 17:34:59;152;53;30;13;12;7;6;5;5;4;4
2019-01-16 17:35:58;152;53;30;13;12;7;6;5;5;4;4
2019-01-16 17:36:59;152;53;30;13;12;7;6;5;5;4;4
2019-01-16 17:37:59;152;53;30;13;12;7;6;5;5;4;4
2019-01-16 17:38:58;152;53;30;13;12;7;6;5;5;4;4
2019-01-16 17:39:59;152;53;30;13;12;7;6;5;5;4;4
2019-01-16 17:40:58;152;53;30;13;12;7;6;5;5;4;4
2019-01-16 17:41:59;152;53;30;13;12;7;6;5;5;4;4
2019-01-16 17:42:59;152;53;30;13;12;7;6;5;5;4;4
2019-01-16 17:43:58;152;53;30;13;12;7;6;5;5;4;4
2019-01-16 17:44:59;152;53;30;13;12;7;6;5;5;4;4
2019-01-16 17:45:59;152;53;30;13;12;7;6;5;5;4;4
2019-01-16 17:46:58;152;53;30;13;12;7;6;5;5;4;4
2019-01-16 17:47:59;152;53;30;13;12;7;6;5;5;4;4
2019-01-16 17:48:59;152;53;30;13;12;7;6;5;5;4;4
2019-01-16 17:49:58;152;53;30;13;12;7;6;5;5;4;4
2019-01-16 17:50:59;152;53;30;13;12;7;6;5;5;4;4
2019-01-16 17:51:59;152;53;30;13;12;7;6;5;5;4;4
2019-01-16 17:52:58;152;53;30;13;12;7;6;5;5;4;4
2019-01-16 17:53:59;154;54;31;13;12;7;6;5;5;4;4
2019-01-16 17:54:59;154;54;31;13;12;7;6;5;5;4;4
2019-01-16 17:55:58;154;54;31;13;12;7;6;5;5;4;4
2019-01-16 17:56:59;154;54;31;13;12;7;6;5;5;4;4
2019-01-16 17:57:58;154;54;31;13;12;7;6;5;5;4;4
2019-01-16 17:58:59;154;54;31;13;12;7;6;5;5;4;4
2019-01-16 17:59:58;154;54;31;13;12;7;6;5;5;4;4
2019-01-16 18:00:59;154;54;31;13;12;7;6;5;5;4;4
2019-01-16 18:01:59;154;54;31;13;12;7;6;5;5;4;4
2019-01-16 18:02:58;154;54;31;13;12;7;6;5;5;4;4
2019-01-16 18:03:59;154;54;31;13;12;7;6;5;5;4;4
2019-01-16 18:04:59;155;54;31;13;12;7;7;5;5;4;4
2019-01-16 18:05:58;155;54;31;13;12;7;7;5;5;4;4
2019-01-16 18:06:59;155;54;31;13;12;7;7;5;5;4;4
2019-01-16 18:07:59;155;54;31;13;12;7;7;5;5;4;4
2019-01-16 18:08:58;155;54;31;13;12;7;7;5;5;4;4
2019-01-16 18:09:59;155;54;31;13;12;7;7;5;5;4;4
2019-01-16 18:10:59;155;54;31;13;12;7;7;5;5;4;4
2019-01-16 18:11:58;155;54;31;13;12;7;7;5;5;4;4
2019-01-16 18:12:59;155;54;31;13;12;7;7;5;5;4;4
2019-01-16 18:13:59;155;54;31;13;12;7;7;5;5;4;4
2019-01-16 18:14:58;155;54;31;13;12;7;7;5;5;4;4
2019-01-16 18:15:59;156;55;31;13;12;7;7;5;5;4;4
2019-01-16 18:16:58;156;55;31;13;12;7;7;5;5;4;4
2019-01-16 18:17:59;156;55;31;13;12;7;7;5;5;4;4
2019-01-16 18:18:59;156;55;31;13;12;7;7;5;5;4;4
2019-01-16 18:19:58;157;56;31;13;12;7;7;5;5;4;4
2019-01-16 18:20:59;158;56;32;13;12;7;7;5;5;4;4
2019-01-16 18:21:59;158;56;32;13;12;7;7;5;5;4;4
2019-01-16 18:22:58;158;56;32;13;12;7;7;5;5;4;4
2019-01-16 18:23:59;158;56;32;13;12;7;7;5;5;4;4
2019-01-16 18:24:59;158;56;32;13;12;7;7;5;5;4;4
2019-01-16 18:25:59;158;56;32;13;12;7;7;5;5;4;4
2019-01-16 18:26:58;158;56;32;13;12;7;7;5;5;4;4
2019-01-16 18:27:59;158;56;32;13;12;7;7;5;5;4;4
2019-01-16 18:28:59;158;56;32;13;12;7;7;5;5;4;4
2019-01-16 18:29:58;158;56;32;13;12;7;7;5;5;4;4
2019-01-16 18:30:59;158;56;32;13;12;7;7;5;5;4;4
2019-01-16 18:31:58;158;56;32;13;12;7;7;5;5;4;4
2019-01-16 18:32:59;159;57;32;13;12;7;7;5;5;4;4
2019-01-16 18:33:59;159;57;32;13;12;7;7;5;5;4;4
2019-01-16 18:34:58;159;57;32;13;12;7;7;5;5;4;4
2019-01-16 18:35:59;159;57;32;13;12;7;7;5;5;4;4
2019-01-16 18:36:58;160;58;32;13;12;7;7;5;5;4;4
2019-01-16 18:37:59;160;58;32;13;12;7;7;5;5;4;4
2019-01-16 18:38:58;160;58;32;13;12;7;7;5;5;4;4
2019-01-16 18:39:59;160;58;32;13;12;7;7;5;5;4;4
2019-01-16 18:40:59;160;58;32;13;12;7;7;5;5;4;4
2019-01-16 18:41:58;160;58;32;13;12;7;7;5;5;4;4
2019-01-16 18:42:59;160;58;32;13;12;7;7;5;5;4;4
2019-01-16 18:43:58;160;58;32;13;12;7;7;5;5;4;4
2019-01-16 18:44:59;160;58;32;13;12;7;7;5;5;4;4
2019-01-16 18:45:59;160;58;32;13;12;7;7;5;5;4;4
2019-01-16 18:46:58;160;58;32;13;12;7;7;5;5;4;4
2019-01-16 18:47:59;160;58;32;13;12;7;7;5;5;4;4
2019-01-16 18:48:59;160;58;32;13;12;7;7;5;5;4;4
2019-01-16 18:49:58;161;59;32;13;12;7;7;5;5;4;4
2019-01-16 18:50:59;161;59;32;13;12;7;7;5;5;4;4
2019-01-16 18:51:58;161;59;32;13;12;7;7;5;5;4;4
2019-01-16 18:52:59;161;59;32;13;12;7;7;5;5;4;4
2019-01-16 18:53:59;161;59;32;13;12;7;7;5;5;4;4
2019-01-16 18:54:58;161;59;32;13;12;7;7;5;5;4;4
2019-01-16 18:55:59;161;59;32;13;12;7;7;5;5;4;4
2019-01-16 18:56:59;161;59;32;13;12;7;7;5;5;4;4
2019-01-16 18:57:58;161;59;32;13;12;7;7;5;5;4;4
2019-01-16 18:58:59;161;59;32;13;12;7;7;5;5;4;4
2019-01-16 18:59:59;161;59;32;13;12;7;7;5;5;4;4
2019-01-16 19:00:58;161;59;32;13;12;7;7;5;5;4;4
2019-01-16 19:01:59;161;59;32;13;12;7;7;5;5;4;4
2019-01-16 19:02:58;161;59;32;13;12;7;7;5;5;4;4
2019-01-16 19:03:59;161;59;32;13;12;7;7;5;5;4;4
2019-01-16 19:04:59;161;59;32;13;12;7;7;5;5;4;4
2019-01-16 19:05:58;161;59;32;13;12;7;7;5;5;4;4
2019-01-16 19:06:59;161;59;32;13;12;7;7;5;5;4;4
2019-01-16 19:07:58;161;59;32;13;12;7;7;5;5;4;4
2019-01-16 19:08:59;161;59;32;13;12;7;7;5;5;4;4
2019-01-16 19:09:59;161;59;32;13;12;7;7;5;5;4;4
2019-01-16 19:10:58;161;59;32;13;12;7;7;5;5;4;4
2019-01-16 19:11:59;162;59;32;14;12;7;7;5;5;4;4
2019-01-16 19:12:58;162;59;32;14;12;7;7;5;5;4;4
2019-01-16 19:13:59;163;60;32;14;12;7;7;5;5;4;4
2019-01-16 19:14:59;163;60;32;14;12;7;7;5;5;4;4
2019-01-16 19:15:58;163;60;32;14;12;7;7;5;5;4;4
2019-01-16 19:16:59;162;60;31;14;12;7;7;5;5;4;4
2019-01-16 19:17:58;162;60;31;14;12;7;7;5;5;4;4
2019-01-16 19:18:59;162;60;31;14;12;7;7;5;5;4;4
2019-01-16 19:19:59;162;60;31;14;12;7;7;5;5;4;4
2019-01-16 19:20:58;162;60;31;14;12;7;7;5;5;4;4
2019-01-16 19:21:59;163;61;31;14;12;7;7;5;5;4;4
2019-01-16 19:22:59;163;61;31;14;12;7;7;5;5;4;4
2019-01-16 19:23:58;163;61;31;14;12;7;7;5;5;4;4
2019-01-16 19:24:59;163;61;31;14;12;7;7;5;5;4;4
2019-01-16 19:25:59;163;61;31;14;12;7;7;5;5;4;4
2019-01-16 19:26:58;163;61;31;14;12;7;7;5;5;4;4
2019-01-16 19:27:59;163;61;31;14;12;7;7;5;5;4;4
2019-01-16 19:28:58;163;61;31;14;12;7;7;5;5;4;4
2019-01-16 19:29:59;164;61;31;14;12;8;7;5;5;4;4
2019-01-16 19:30:59;164;61;31;14;12;8;7;5;5;4;4
2019-01-16 19:31:58;164;61;31;14;12;8;7;5;5;4;4
2019-01-16 19:32:59;164;61;31;14;12;8;7;5;5;4;4
2019-01-16 19:33:59;164;61;31;14;12;8;7;5;5;4;4
2019-01-16 19:34:58;164;61;31;14;12;8;7;5;5;4;4
2019-01-16 19:35:59;165;62;31;14;12;8;7;5;5;4;4
2019-01-16 19:37:00;165;62;31;14;12;8;7;5;5;4;4
2019-01-16 19:37:58;165;62;31;14;12;8;7;5;5;4;4
2019-01-16 19:38:59;165;62;31;14;12;8;7;5;5;4;4
2019-01-16 19:39:58;165;62;31;14;12;8;7;5;5;4;4
2019-01-16 19:40:59;165;62;31;14;12;8;7;5;5;4;4
2019-01-16 19:41:59;165;62;31;14;12;8;7;5;5;4;4
2019-01-16 19:42:58;165;62;31;14;12;8;7;5;5;4;4
2019-01-16 19:43:59;166;62;31;14;12;8;7;5;6;4;4
2019-01-16 19:44:59;166;62;31;14;12;8;7;5;6;4;4
2019-01-16 19:45:58;166;62;31;14;12;8;7;5;6;4;4
2019-01-16 19:46:59;166;62;31;14;12;8;7;5;6;4;4
2019-01-16 19:47:58;166;62;31;14;12;8;7;5;6;4;4
2019-01-16 19:48:59;166;62;31;14;12;8;7;5;6;4;4
2019-01-16 19:49:59;166;62;31;14;12;8;7;5;6;4;4
2019-01-16 19:50:58;167;63;31;14;12;8;7;5;6;4;4
2019-01-16 19:51:59;167;63;31;14;12;8;7;5;6;4;4
2019-01-16 19:52:59;167;63;31;14;12;8;7;5;6;4;4
2019-01-16 19:53:58;167;63;31;14;12;8;7;5;6;4;4
2019-01-16 19:54:59;167;63;31;14;12;8;7;5;6;4;4
2019-01-16 19:55:58;167;63;31;14;12;8;7;5;6;4;4
2019-01-16 19:56:59;167;63;31;14;12;8;7;5;6;4;4
2019-01-16 19:57:59;167;63;31;14;12;8;7;5;6;4;4
2019-01-16 19:58:58;167;63;31;14;12;8;7;5;6;4;4
2019-01-16 19:59:59;167;63;31;14;12;8;7;5;6;4;4
2019-01-16 20:00:59;167;63;31;14;12;8;7;5;6;4;4
2019-01-16 20:01:58;167;63;31;14;12;8;7;5;6;4;4
2019-01-16 20:02:59;167;63;31;14;12;8;7;5;6;4;4
2019-01-16 20:03:58;167;63;31;14;12;8;7;5;6;4;4
2019-01-16 20:04:59;167;63;31;14;12;8;7;5;6;4;4
2019-01-16 20:05:59;168;64;31;14;12;8;7;5;6;4;4
2019-01-16 20:06:58;168;64;31;14;12;8;7;5;6;4;4
2019-01-16 20:07:59;168;64;31;14;12;8;7;5;6;4;4
2019-01-16 20:08:59;168;64;31;14;12;8;7;5;6;4;4
2019-01-16 20:09:58;168;64;31;14;12;8;7;5;6;4;4
2019-01-16 20:10:59;168;64;31;14;12;8;7;5;6;4;4
2019-01-16 20:12:00;168;64;31;14;12;8;7;5;6;4;4
2019-01-16 20:12:58;169;64;32;14;12;8;7;5;6;4;4
2019-01-16 20:13:59;169;64;32;14;12;8;7;5;6;4;4
2019-01-16 20:14:58;169;64;32;14;12;8;7;5;6;4;4
2019-01-16 20:15:59;169;64;32;14;12;8;7;5;6;4;4
2019-01-16 20:16:59;169;64;32;14;12;8;7;5;6;4;4
2019-01-16 20:17:58;170;65;32;14;12;8;7;5;6;4;4
2019-01-16 20:18:59;170;65;32;14;12;8;7;5;6;4;4
2019-01-16 20:19:58;170;65;32;14;12;8;7;5;6;4;4
2019-01-16 20:20:59;170;65;32;14;12;8;7;5;6;4;4
2019-01-16 20:21:59;170;65;32;14;12;8;7;5;6;4;4
2019-01-16 20:22:58;170;65;32;14;12;8;7;5;6;4;4
2019-01-16 20:23:59;170;65;32;14;12;8;7;5;6;4;4
2019-01-16 20:24:59;170;65;32;14;12;8;7;5;6;4;4
2019-01-16 20:25:58;170;65;32;14;12;8;7;5;6;4;4
2019-01-16 20:26:59;170;65;32;14;12;8;7;5;6;4;4
2019-01-16 20:27:59;170;65;32;14;12;8;7;5;6;4;4
2019-01-16 20:28:58;171;66;32;14;12;8;7;5;6;4;4
2019-01-16 20:29:59;171;66;32;14;12;8;7;5;6;4;4
2019-01-16 20:30:58;171;66;32;14;12;8;7;5;6;4;4
2019-01-16 20:31:59;171;66;32;14;12;8;7;5;6;4;4
2019-01-16 20:32:59;171;66;32;14;12;8;7;5;6;4;4
2019-01-16 20:33:58;171;66;32;14;12;8;7;5;6;4;4
2019-01-16 20:34:59;171;66;32;14;12;8;7;5;6;4;4
2019-01-16 20:35:59;171;66;32;14;12;8;7;5;6;4;4
2019-01-16 20:36:58;172;67;32;14;12;8;7;5;6;4;4
2019-01-16 20:37:59;172;67;32;14;12;8;7;5;6;4;4
2019-01-16 20:38:59;172;67;32;14;12;8;7;5;6;4;4
2019-01-16 20:39:58;172;67;32;14;12;8;7;5;6;4;4
2019-01-16 20:40:59;172;67;32;14;12;8;7;5;6;4;4
2019-01-16 20:41:58;172;67;32;14;12;8;7;5;6;4;4
2019-01-16 20:42:59;172;67;32;14;12;8;7;5;6;4;4
2019-01-16 20:43:59;172;67;32;14;12;8;7;5;6;4;4
2019-01-16 20:44:58;172;67;32;14;12;8;7;5;6;4;4
2019-01-16 20:45:59;173;67;32;15;12;8;7;5;6;4;4
2019-01-16 20:46:59;173;67;32;15;12;8;7;5;6;4;4
2019-01-16 20:47:58;173;67;32;15;12;8;7;5;6;4;4
2019-01-16 20:48:59;173;67;32;15;12;8;7;5;6;4;4
2019-01-16 20:49:59;173;67;32;15;12;8;7;5;6;4;4
2019-01-16 20:50:58;173;67;32;15;12;8;7;5;6;4;4
2019-01-16 20:51:59;173;67;32;15;12;8;7;5;6;4;4
2019-01-16 20:53:00;174;67;33;15;12;8;7;5;6;4;4
2019-01-16 20:53:58;174;67;33;15;12;8;7;5;6;4;4
2019-01-16 20:54:59;174;67;33;15;12;8;7;5;6;4;4
2019-01-16 20:55:58;174;67;33;15;12;8;7;5;6;4;4
2019-01-16 20:56:59;174;67;33;15;12;8;7;5;6;4;4
2019-01-16 20:58:00;173;67;33;15;12;8;6;5;6;4;4
2019-01-16 20:58:58;173;67;33;15;12;8;6;5;6;4;4
2019-01-16 20:59:59;173;67;33;15;12;8;6;5;6;4;4
2019-01-16 21:00:58;173;67;33;15;12;8;6;5;6;4;4
2019-01-16 21:01:59;173;67;33;15;12;8;6;5;6;4;4
2019-01-16 21:02:59;173;67;33;15;12;8;6;5;6;4;4
2019-01-16 21:03:58;173;67;33;15;12;8;6;5;6;4;4
2019-01-16 21:04:59;173;67;33;15;12;8;6;5;6;4;4
2019-01-16 21:05:58;173;67;33;15;12;8;6;5;6;4;4
2019-01-16 21:06:59;173;67;33;15;12;8;6;5;6;4;4
2019-01-16 21:07:59;173;67;33;15;12;8;6;5;6;4;4
2019-01-16 21:08:58;173;67;33;15;12;8;6;5;6;4;4
2019-01-16 21:09:59;173;67;33;15;12;8;6;5;6;4;4
2019-01-16 21:10:59;173;67;33;15;12;8;6;5;6;4;4
2019-01-16 21:11:58;173;67;33;15;12;8;6;5;6;4;4
2019-01-16 21:12:59;174;68;33;15;12;8;6;5;6;4;4
2019-01-16 21:13:58;174;68;33;15;12;8;6;5;6;4;4
2019-01-16 21:14:59;173;68;33;14;12;8;6;5;6;4;4
2019-01-16 21:15:59;173;68;33;14;12;8;6;5;6;4;4
2019-01-16 21:16:58;173;68;33;14;12;8;6;5;6;4;4
2019-01-16 21:17:59;173;68;33;14;12;8;6;5;6;4;4
2019-01-16 21:18:59;173;68;33;14;12;8;6;5;6;4;4
2019-01-16 21:19:58;173;68;33;14;12;8;6;5;6;4;4
2019-01-16 21:20:59;173;68;33;14;12;8;6;5;6;4;4
2019-01-16 21:21:58;173;68;33;14;12;8;6;5;6;4;4
2019-01-16 21:22:59;173;68;33;14;12;8;6;5;6;4;4
2019-01-16 21:23:59;173;68;33;14;12;8;6;5;6;4;4
2019-01-16 21:24:58;173;68;33;14;12;8;6;5;6;4;4
2019-01-16 21:25:59;173;68;33;14;12;8;6;5;6;4;4
2019-01-16 21:26:59;173;68;34;14;12;8;6;5;5;4;4
2019-01-16 21:27:58;176;69;35;14;12;8;6;5;5;4;4
2019-01-16 21:28:59;176;69;35;14;12;8;6;5;5;4;4
2019-01-16 21:29:58;176;69;35;14;12;8;6;5;5;4;4
2019-01-16 21:30:59;176;69;35;14;12;8;6;5;5;4;4
2019-01-16 21:31:59;176;69;35;14;12;8;6;5;5;4;4
2019-01-16 21:32:58;176;69;35;14;12;8;6;5;5;4;4
2019-01-16 21:33:59;176;69;35;14;12;8;6;5;5;4;4
2019-01-16 21:34:59;176;69;35;14;12;8;6;5;5;4;4
2019-01-16 21:35:58;176;69;35;14;12;8;6;5;5;4;4
2019-01-16 21:36:59;176;69;35;14;12;8;6;5;5;4;4
2019-01-16 21:37:59;176;69;35;14;12;8;6;5;5;4;4
2019-01-16 21:38:58;176;69;35;14;12;8;6;5;5;4;4
2019-01-16 21:39:59;176;69;35;14;12;8;6;5;5;4;4
2019-01-16 21:40:58;176;69;35;14;12;8;6;5;5;4;4
2019-01-16 21:41:59;176;69;35;14;12;8;6;5;5;4;4
2019-01-16 21:42:59;176;69;35;14;12;8;6;5;5;4;4
2019-01-16 21:43:58;176;69;35;14;12;8;6;5;5;4;4
2019-01-16 21:44:59;177;69;36;14;12;8;6;5;5;4;4
2019-01-16 21:45:59;177;69;36;14;12;8;6;5;5;4;4
2019-01-16 21:46:58;177;69;36;14;12;8;6;5;5;4;4
2019-01-16 21:47:59;177;69;36;14;12;8;6;5;5;4;4
2019-01-16 21:48:59;177;69;36;14;12;8;6;5;5;4;4
2019-01-16 21:49:58;177;69;36;14;12;8;6;5;5;4;4
2019-01-16 21:50:59;177;69;36;14;12;8;6;5;5;4;4
2019-01-16 21:51:58;177;69;36;14;12;8;6;5;5;4;4
2019-01-16 21:52:59;177;69;36;14;12;8;6;5;5;4;4
2019-01-16 21:53:59;177;69;36;14;12;8;6;5;5;4;4
2019-01-16 21:54:58;177;69;36;14;12;8;6;5;5;4;4
2019-01-16 21:55:59;177;69;36;14;12;8;6;5;5;4;4
2019-01-16 21:56:59;177;69;36;14;12;8;6;5;5;4;4
2019-01-16 21:57:58;177;69;36;14;12;8;6;5;5;4;4
2019-01-16 21:58:59;177;69;36;14;12;8;6;5;5;4;4
2019-01-16 21:59:58;177;69;36;14;12;8;6;5;5;4;4
2019-01-16 22:00:59;177;69;36;14;12;8;6;5;5;4;4
2019-01-16 22:01:59;177;69;36;14;12;8;6;5;5;4;4
2019-01-16 22:02:58;177;69;36;14;12;8;6;5;5;4;4
2019-01-16 22:03:59;178;70;36;14;12;8;6;5;5;4;4
2019-01-16 22:04:59;178;70;36;14;12;8;6;5;5;4;4
2019-01-16 22:05:58;178;70;36;14;12;8;6;5;5;4;4
2019-01-16 22:06:59;178;70;36;14;12;8;6;5;5;4;4
2019-01-16 22:07:59;178;70;36;14;12;8;6;5;5;4;4
2019-01-16 22:08:58;178;70;36;14;12;8;6;5;5;4;4
2019-01-16 22:09:59;178;70;36;14;12;8;6;5;5;4;4
2019-01-16 22:10:59;178;70;36;14;12;8;6;5;5;4;4
2019-01-16 22:11:58;178;70;36;14;12;8;6;5;5;4;4
2019-01-16 22:12:59;178;70;36;14;12;8;6;5;5;4;4
2019-01-16 22:13:58;178;70;36;14;12;8;6;5;5;4;4
2019-01-16 22:14:59;178;70;36;14;12;8;6;5;5;4;3
2019-01-16 22:15:59;178;70;36;14;12;8;6;5;5;4;3
